scenario,time,system_state,pressure,regime,damage_flow,recovery_flow,net_flow
strong_recovery,92,0.000000,81.350000,degraded,48.828435,0.800000,-48.028435
strong_recovery,93,0.000000,80.200000,degraded,47.610240,0.800000,-46.810240
strong_recovery,94,0.000000,79.050000,degraded,46.407915,0.800000,-45.607915
strong_recovery,95,0.000000,77.900000,degraded,45.221460,0.800000,-44.421460
strong_recovery,96,0.000000,76.750000,degraded,44.050875,0.800000,-43.250875
strong_recovery,97,0.000000,75.600000,degraded,42.896160,0.800000,-42.096160
strong_recovery,98,0.000000,74.450000,degraded,41.757315,0.800000,-40.957315
strong_recovery,99,0.000000,73.300000,degraded,40.634340,0.800000,-39.834340
strong_recovery,100,0.000000,72.150000,degraded,39.527235,0.800000,-38.727235
strong_recovery,101,0.000000,71.000000,degraded,38.436000,0.800000,-37.636000
strong_recovery,102,0.000000,69.850000,degraded,37.360635,0.800000,-36.560635
strong_recovery,103,0.000000,68.700000,degraded,36.301140,0.800000,-35.501140
strong_recovery,104,0.000000,67.550000,degraded,35.257515,0.800000,-34.457515
strong_recovery,105,0.000000,66.400000,degraded,34.229760,0.800000,-33.429760
strong_recovery,106,0.000000,65.250000,degraded,33.217875,0.800000,-32.417875
strong_recovery,107,0.000000,64.100000,degraded,32.221860,0.800000,-31.421860
strong_recovery,108,0.000000,62.950000,degraded,31.241715,0.800000,-30.441715
strong_recovery,109,0.000000,61.800000,degraded,30.277440,0.800000,-29.477440
strong_recovery,110,0.000000,60.650000,degraded,29.329035,0.800000,-28.529035
strong_recovery,111,0.000000,59.500000,degraded,28.396500,0.800000,-27.596500
strong_recovery,112,0.000000,58.350000,degraded,27.479835,0.800000,-26.679835
strong_recovery,113,0.000000,57.200000,degraded,26.579040,0.800000,-25.779040
strong_recovery,114,0.000000,56.050000,degraded,25.694115,0.800000,-24.894115
strong_recovery,115,0.000000,54.900000,degraded,24.825060,0.800000,-24.025060
strong_recovery,116,0.000000,53.750000,degraded,23.971875,0.800000,-23.171875
strong_recovery,117,0.000000,52.600000,degraded,23.134560,0.800000,-22.334560
strong_recovery,118,0.000000,51.450000,degraded,22.313115,0.800000,-21.513115
strong_recovery,119,0.000000,50.300000,degraded,21.507540,0.800000,-20.707540
strong_recovery,120,0.000000,49.150000,degraded,20.717835,0.800000,-19.917835
strong_recovery,121,0.000000,48.000000,degraded,19.944000,0.800000,-19.144000
strong_recovery,122,0.000000,46.850000,degraded,19.186035,0.800000,-18.386035
strong_recovery,123,0.000000,45.700000,degraded,18.443940,0.800000,-17.643940
strong_recovery,124,0.000000,44.550000,stable,6.196905,2.600000,-3.596905
strong_recovery,125,0.000000,43.400000,stable,5.937120,2.600000,-3.337120
strong_recovery,126,0.000000,42.250000,stable,5.682625,2.600000,-3.082625
strong_recovery,127,0.000000,41.100000,stable,5.433420,2.600000,-2.833420
strong_recovery,128,0.000000,39.950000,stable,5.189505,2.600000,-2.589505
strong_recovery,129,0.000000,38.800000,stable,4.950880,2.600000,-2.350880
strong_recovery,130,0.000000,37.650000,stable,4.717545,2.600000,-2.117545
strong_recovery,131,0.000000,36.500000,stable,4.489500,2.600000,-1.889500
strong_recovery,132,0.000000,35.350000,stable,4.266745,2.600000,-1.666745
strong_recovery,133,0.000000,34.200000,stable,4.049280,2.600000,-1.449280
strong_recovery,134,0.000000,33.050000,stable,3.837105,2.600000,-1.237105
strong_recovery,135,0.000000,31.900000,stable,3.630220,2.600000,-1.030220
strong_recovery,136,0.000000,30.750000,stable,3.428625,2.600000,-0.828625
strong_recovery,137,0.000000,29.600000,stable,3.232320,2.600000,-0.632320
strong_recovery,138,0.000000,28.450000,stable,3.041305,2.600000,-0.441305
strong_recovery,139,0.000000,27.300000,stable,2.855580,2.600000,-0.255580
strong_recovery,140,0.000000,26.150000,stable,2.675145,2.600000,-0.075145
lower_threshold_stress,1,82.000000,20.000000,stable,0.000000,0.000000,0.000000
lower_threshold_stress,2,82.674695,20.950000,stable,1.925305,2.600000,0.674695
lower_threshold_stress,3,83.220475,21.900000,stable,2.054220,2.600000,0.545780
lower_threshold_stress,4,83.633730,22.850000,stable,2.186745,2.600000,0.413255
lower_threshold_stress,5,83.910850,23.800000,stable,2.322880,2.600000,0.277120
lower_threshold_stress,6,84.048225,24.750000,stable,2.462625,2.600000,0.137375
lower_threshold_stress,7,84.042245,25.700000,stable,2.605980,2.600000,-0.005980
lower_threshold_stress,8,83.889300,26.650000,stable,2.752945,2.600000,-0.152945
lower_threshold_stress,9,83.585780,27.600000,stable,2.903520,2.600000,-0.303520
lower_threshold_stress,10,83.128075,28.550000,stable,3.057705,2.600000,-0.457705
lower_threshold_stress,11,82.512575,29.500000,stable,3.215500,2.600000,-0.615500
lower_threshold_stress,12,81.735670,30.450000,stable,3.376905,2.600000,-0.776905
lower_threshold_stress,13,80.793750,31.400000,stable,3.541920,2.600000,-0.941920
lower_threshold_stress,14,79.683205,32.350000,stable,3.710545,2.600000,-1.110545
lower_threshold_stress,15,78.400425,33.300000,stable,3.882780,2.600000,-1.282780
lower_threshold_stress,16,76.941800,34.250000,stable,4.058625,2.600000,-1.458625
lower_threshold_stress,17,75.303720,35.200000,stable,4.238080,2.600000,-1.638080
lower_threshold_stress,18,73.482575,36.150000,stable,4.421145,2.600000,-1.821145
lower_threshold_stress,19,71.474755,37.100000,stable,4.607820,2.600000,-2.007820
lower_threshold_stress,20,69.276650,38.050000,stable,4.798105,2.600000,-2.198105
lower_threshold_stress,21,66.884650,39.000000,stable,4.992000,2.600000,-2.392000
lower_threshold_stress,22,64.295145,39.950000,stable,5.189505,2.600000,-2.589505
lower_threshold_stress,23,61.504525,40.900000,stable,5.390620,2.600000,-2.790620
lower_threshold_stress,24,58.509180,41.850000,stable,5.595345,2.600000,-2.995345
lower_threshold_stress,25,55.305500,42.800000,stable,5.803680,2.600000,-3.203680
lower_threshold_stress,26,51.889875,43.750000,stable,6.015625,2.600000,-3.415625
lower_threshold_stress,27,48.258695,44.700000,stable,6.231180,2.600000,-3.631180
lower_threshold_stress,28,44.408350,45.650000,stable,6.450345,2.600000,-3.850345
lower_threshold_stress,29,40.335230,46.600000,stable,6.673120,2.600000,-4.073120
lower_threshold_stress,30,36.035725,47.550000,stable,6.899505,2.600000,-4.299505
lower_threshold_stress,31,31.506225,48.500000,stable,7.129500,2.600000,-4.529500
lower_threshold_stress,32,26.743120,49.450000,stable,7.363105,2.600000,-4.763105
lower_threshold_stress,33,21.742800,50.400000,stable,7.600320,2.600000,-5.000320
lower_threshold_stress,34,16.501655,51.350000,stable,7.841145,2.600000,-5.241145
lower_threshold_stress,35,11.016075,52.300000,stable,8.085580,2.600000,-5.485580
lower_threshold_stress,36,5.282450,53.250000,stable,8.333625,2.600000,-5.733625
lower_threshold_stress,37,0.000000,54.200000,stable,8.585280,2.600000,-5.985280
lower_threshold_stress,38,0.000000,55.150000,stable,8.840545,2.600000,-6.240545
lower_threshold_stress,39,0.000000,56.100000,stable,9.099420,2.600000,-6.499420
lower_threshold_stress,40,0.000000,57.050000,stable,9.361905,2.600000,-6.761905
lower_threshold_stress,41,0.000000,58.000000,degraded,27.204000,0.800000,-26.404000
lower_threshold_stress,42,0.000000,58.950000,degraded,27.956115,0.800000,-27.156115
lower_threshold_stress,43,0.000000,59.900000,degraded,28.719060,0.800000,-27.919060
lower_threshold_stress,44,0.000000,60.850000,degraded,29.492835,0.800000,-28.692835
lower_threshold_stress,45,0.000000,61.800000,degraded,30.277440,0.800000,-29.477440
lower_threshold_stress,46,0.000000,62.750000,degraded,31.072875,0.800000,-30.272875
lower_threshold_stress,47,0.000000,63.700000,degraded,31.879140,0.800000,-31.079140
lower_threshold_stress,48,0.000000,64.650000,degraded,32.696235,0.800000,-31.896235
lower_threshold_stress,49,0.000000,65.600000,degraded,33.524160,0.800000,-32.724160
lower_threshold_stress,50,0.000000,66.550000,degraded,34.362915,0.800000,-33.562915
lower_threshold_stress,51,0.000000,67.500000,degraded,35.212500,0.800000,-34.412500
lower_threshold_stress,52,0.000000,68.450000,degraded,36.072915,0.800000,-35.272915
lower_threshold_stress,53,0.000000,69.400000,degraded,36.944160,0.800000,-36.144160
lower_threshold_stress,54,0.000000,70.350000,degraded,37.826235,0.800000,-37.026235
lower_threshold_stress,55,0.000000,71.300000,degraded,38.719140,0.800000,-37.919140
lower_threshold_stress,56,0.000000,72.250000,degraded,39.622875,0.800000,-38.822875
lower_threshold_stress,57,0.000000,73.200000,degraded,40.537440,0.800000,-39.737440
lower_threshold_stress,58,0.000000,74.150000,degraded,41.462835,0.800000,-40.662835
lower_threshold_stress,59,0.000000,75.100000,degraded,42.399060,0.800000,-41.599060
lower_threshold_stress,60,0.000000,76.050000,degraded,43.346115,0.800000,-42.546115
lower_threshold_stress,61,0.000000,77.000000,degraded,44.304000,0.800000,-43.504000
lower_threshold_stress,62,0.000000,77.950000,degraded,45.272715,0.800000,-44.472715
lower_threshold_stress,63,0.000000,78.900000,degraded,46.252260,0.800000,-45.452260
lower_threshold_stress,64,0.000000,79.850000,degraded,47.242635,0.800000,-46.442635
lower_threshold_stress,65,0.000000,80.800000,degraded,48.243840,0.800000,-47.443840
lower_threshold_stress,66,0.000000,81.750000,degraded,49.255875,0.800000,-48.455875
lower_threshold_stress,67,0.000000,82.700000,degraded,50.278740,0.800000,-49.478740
lower_threshold_stress,68,0.000000,83.650000,degraded,51.312435,0.800000,-50.512435
lower_threshold_stress,69,0.000000,84.600000,degraded,52.356960,0.800000,-51.556960
lower_threshold_stress,70,0.000000,84.350000,degraded,52.081035,0.800000,-51.281035
lower_threshold_stress,71,0.000000,84.100000,degraded,51.805860,0.800000,-51.005860
lower_threshold_stress,72,0.000000,83.850000,degraded,51.531435,0.800000,-50.731435
lower_threshold_stress,73,0.000000,83.600000,degraded,51.257760,0.800000,-50.457760
lower_threshold_stress,74,0.000000,83.350000,degraded,50.984835,0.800000,-50.184835
lower_threshold_stress,75,0.000000,83.100000,degraded,50.712660,0.800000,-49.912660
lower_threshold_stress,76,0.000000,82.850000,degraded,50.441235,0.800000,-49.641235
lower_threshold_stress,77,0.000000,82.600000,degraded,50.170560,0.800000,-49.370560
lower_threshold_stress,78,0.000000,82.350000,degraded,49.900635,0.800000,-49.100635
lower_threshold_stress,79,0.000000,82.100000,degraded,49.631460,0.800000,-48.831460
lower_threshold_stress,80,0.000000,81.850000,degraded,49.363035,0.800000,-48.563035
lower_threshold_stress,81,0.000000,81.600000,degraded,49.095360,0.800000,-48.295360
lower_threshold_stress,82,0.000000,81.350000,degraded,48.828435,0.800000,-48.028435
lower_threshold_stress,83,0.000000,81.100000,degraded,48.562260,0.800000,-47.762260
lower_threshold_stress,84,0.000000,80.850000,degraded,48.296835,0.800000,-47.496835
lower_threshold_stress,85,0.000000,80.600000,degraded,48.032160,0.800000,-47.232160
lower_threshold_stress,86,0.000000,80.350000,degraded,47.768235,0.800000,-46.968235
lower_threshold_stress,87,0.000000,80.100000,degraded,47.505060,0.800000,-46.705060
lower_threshold_stress,88,0.000000,79.850000,degraded,47.242635,0.800000,-46.442635
lower_threshold_stress,89,0.000000,79.600000,degraded,46.980960,0.800000,-46.180960
lower_threshold_stress,90,0.000000,79.350000,degraded,46.720035,0.800000,-45.920035
lower_threshold_stress,91,0.000000,79.100000,degraded,46.459860,0.800000,-45.659860
lower_threshold_stress,92,0.000000,78.850000,degraded,46.200435,0.800000,-45.400435
lower_threshold_stress,93,0.000000,78.600000,degraded,45.941760,0.800000,-45.141760
lower_threshold_stress,94,0.000000,78.350000,degraded,45.683835,0.800000,-44.883835
lower_threshold_stress,95,0.000000,78.100000,degraded,45.426660,0.800000,-44.626660
lower_threshold_stress,96,0.000000,77.850000,degraded,45.170235,0.800000,-44.370235
lower_threshold_stress,97,0.000000,77.600000,degraded,44.914560,0.800000,-44.114560
lower_threshold_stress,98,0.000000,77.350000,degraded,44.659635,0.800000,-43.859635
lower_threshold_stress,99,0.000000,77.100000,degraded,44.405460,0.800000,-43.605460
lower_threshold_stress,100,0.000000,76.850000,degraded,44.152035,0.800000,-43.352035
lower_threshold_stress,101,0.000000,76.600000,degraded,43.899360,0.800000,-43.099360
lower_threshold_stress,102,0.000000,76.350000,degraded,43.647435,0.800000,-42.847435
lower_threshold_stress,103,0.000000,76.100000,degraded,43.396260,0.800000,-42.596260
lower_threshold_stress,104,0.000000,75.850000,degraded,43.145835,0.800000,-42.345835
lower_threshold_stress,105,0.000000,75.600000,degraded,42.896160,0.800000,-42.096160
lower_threshold_stress,106,0.000000,75.350000,degraded,42.647235,0.800000,-41.847235
lower_threshold_stress,107,0.000000,75.100000,degraded,42.399060,0.800000,-41.599060
lower_threshold_stress,108,0.000000,74.850000,degraded,42.151635,0.800000,-41.351635
lower_threshold_stress,109,0.000000,74.600000,degraded,41.904960,0.800000,-41.104960
lower_threshold_stress,110,0.000000,74.350000,degraded,41.659035,0.800000,-40.859035
lower_threshold_stress,111,0.000000,74.100000,degraded,41.413860,0.800000,-40.613860
lower_threshold_stress,112,0.000000,73.850000,degraded,41.169435,0.800000,-40.369435
lower_threshold_stress,113,0.000000,73.600000,degraded,40.925760,0.800000,-40.125760
lower_threshold_stress,114,0.000000,73.350000,degraded,40.682835,0.800000,-39.882835
lower_threshold_stress,115,0.000000,73.100000,degraded,40.440660,0.800000,-39.640660
lower_threshold_stress,116,0.000000,72.850000,degraded,40.199235,0.800000,-39.399235
lower_threshold_stress,117,0.000000,72.600000,degraded,39.958560,0.800000,-39.158560
lower_threshold_stress,118,0.000000,72.350000,degraded,39.718635,0.800000,-38.918635
lower_threshold_stress,119,0.000000,72.100000,degraded,39.479460,0.800000,-38.679460
lower_threshold_stress,120,0.000000,71.850000,degraded,39.241035,0.800000,-38.441035
lower_threshold_stress,121,0.000000,71.600000,degraded,39.003360,0.800000,-38.203360
lower_threshold_stress,122,0.000000,71.350000,degraded,38.766435,0.800000,-37.966435
lower_threshold_stress,123,0.000000,71.100000,degraded,38.530260,0.800000,-37.730260
lower_threshold_stress,124,0.000000,70.850000,degraded,38.294835,0.800000,-37.494835
lower_threshold_stress,125,0.000000,70.600000,degraded,38.060160,0.800000,-37.260160
lower_threshold_stress,126,0.000000,70.350000,degraded,37.826235,0.800000,-37.026235
lower_threshold_stress,127,0.000000,70.100000,degraded,37.593060,0.800000,-36.793060
lower_threshold_stress,128,0.000000,69.850000,degraded,37.360635,0.800000,-36.560635
lower_threshold_stress,129,0.000000,69.600000,degraded,37.128960,0.800000,-36.328960
lower_threshold_stress,130,0.000000,69.350000,degraded,36.898035,0.800000,-36.098035
lower_threshold_stress,131,0.000000,69.100000,degraded,36.667860,0.800000,-35.867860
lower_threshold_stress,132,0.000000,68.850000,degraded,36.438435,0.800000,-35.638435
lower_threshold_stress,133,0.000000,68.600000,degraded,36.209760,0.800000,-35.409760
lower_threshold_stress,134,0.000000,68.350000,degraded,35.981835,0.800000,-35.181835
lower_threshold_stress,135,0.000000,68.100000,degraded,35.754660,0.800000,-34.954660
lower_threshold_stress,136,0.000000,67.850000,degraded,35.528235,0.800000,-34.728235
lower_threshold_stress,137,0.000000,67.600000,degraded,35.302560,0.800000,-34.502560
lower_threshold_stress,138,0.000000,67.350000,degraded,35.077635,0.800000,-34.277635
lower_threshold_stress,139,0.000000,67.100000,degraded,34.853460,0.800000,-34.053460
lower_threshold_stress,140,0.000000,66.850000,degraded,34.630035,0.800000,-33.830035
hysteresis_trap,1,82.000000,20.000000,stable,0.000000,0.000000,0.000000
hysteresis_trap,2,82.681380,20.900000,stable,1.918620,2.600000,0.681380
hysteresis_trap,3,83.240900,21.800000,stable,2.040480,2.600000,0.559520
hysteresis_trap,4,83.675320,22.700000,stable,2.165580,2.600000,0.434420
hysteresis_trap,5,83.981400,23.600000,stable,2.293920,2.600000,0.306080
hysteresis_trap,6,84.155900,24.500000,stable,2.425500,2.600000,0.174500
hysteresis_trap,7,84.195580,25.400000,stable,2.560320,2.600000,0.039680
hysteresis_trap,8,84.097200,26.300000,stable,2.698380,2.600000,-0.098380
hysteresis_trap,9,83.857520,27.200000,stable,2.839680,2.600000,-0.239680
hysteresis_trap,10,83.473300,28.100000,stable,2.984220,2.600000,-0.384220
hysteresis_trap,11,82.941300,29.000000,stable,3.132000,2.600000,-0.532000
hysteresis_trap,12,82.258280,29.900000,stable,3.283020,2.600000,-0.683020
hysteresis_trap,13,81.421000,30.800000,stable,3.437280,2.600000,-0.837280
hysteresis_trap,14,80.426220,31.700000,stable,3.594780,2.600000,-0.994780
hysteresis_trap,15,79.270700,32.600000,stable,3.755520,2.600000,-1.155520
hysteresis_trap,16,77.951200,33.500000,stable,3.919500,2.600000,-1.319500
hysteresis_trap,17,76.464480,34.400000,stable,4.086720,2.600000,-1.486720
hysteresis_trap,18,74.807300,35.300000,stable,4.257180,2.600000,-1.657180
hysteresis_trap,19,72.976420,36.200000,stable,4.430880,2.600000,-1.830880
hysteresis_trap,20,70.968600,37.100000,stable,4.607820,2.600000,-2.007820
hysteresis_trap,21,68.780600,38.000000,stable,4.788000,2.600000,-2.188000
hysteresis_trap,22,66.409180,38.900000,stable,4.971420,2.600000,-2.371420
hysteresis_trap,23,63.851100,39.800000,stable,5.158080,2.600000,-2.558080
hysteresis_trap,24,61.103120,40.700000,stable,5.347980,2.600000,-2.747980
hysteresis_trap,25,58.162000,41.600000,stable,5.541120,2.600000,-2.941120
hysteresis_trap,26,55.024500,42.500000,stable,5.737500,2.600000,-3.137500
hysteresis_trap,27,51.687380,43.400000,stable,5.937120,2.600000,-3.337120
hysteresis_trap,28,48.147400,44.300000,stable,6.139980,2.600000,-3.539980
hysteresis_trap,29,44.401320,45.200000,stable,6.346080,2.600000,-3.746080
hysteresis_trap,30,40.445900,46.100000,stable,6.555420,2.600000,-3.955420
hysteresis_trap,31,36.277900,47.000000,stable,6.768000,2.600000,-4.168000
hysteresis_trap,32,31.894080,47.900000,stable,6.983820,2.600000,-4.383820
hysteresis_trap,33,27.291200,48.800000,stable,7.202880,2.600000,-4.602880
hysteresis_trap,34,22.466020,49.700000,stable,7.425180,2.600000,-4.825180
hysteresis_trap,35,17.415300,50.600000,stable,7.650720,2.600000,-5.050720
hysteresis_trap,36,12.135800,51.500000,stable,7.879500,2.600000,-5.279500
hysteresis_trap,37,6.624280,52.400000,stable,8.111520,2.600000,-5.511520
hysteresis_trap,38,0.877500,53.300000,stable,8.346780,2.600000,-5.746780
hysteresis_trap,39,0.000000,54.200000,stable,8.585280,2.600000,-5.985280
hysteresis_trap,40,0.000000,55.100000,stable,8.827020,2.600000,-6.227020
hysteresis_trap,41,0.000000,56.000000,stable,9.072000,2.600000,-6.472000
hysteresis_trap,42,0.000000,56.900000,stable,9.320220,2.600000,-6.720220
hysteresis_trap,43,0.000000,57.800000,stable,9.571680,2.600000,-6.971680
hysteresis_trap,44,0.000000,58.700000,stable,9.826380,2.600000,-7.226380
hysteresis_trap,45,0.000000,59.600000,stable,10.084320,2.600000,-7.484320
hysteresis_trap,46,0.000000,60.500000,stable,10.345500,2.600000,-7.745500
hysteresis_trap,47,0.000000,61.400000,stable,10.609920,2.600000,-8.009920
hysteresis_trap,48,0.000000,62.300000,stable,10.877580,2.600000,-8.277580
hysteresis_trap,49,0.000000,63.200000,stable,11.148480,2.600000,-8.548480
hysteresis_trap,50,0.000000,64.100000,stable,11.422620,2.600000,-8.822620
hysteresis_trap,51,0.000000,65.000000,stable,11.700000,2.600000,-9.100000
hysteresis_trap,52,0.000000,65.900000,stable,11.980620,2.600000,-9.380620
hysteresis_trap,53,0.000000,66.800000,degraded,34.585440,0.800000,-33.785440
hysteresis_trap,54,0.000000,67.700000,degraded,35.392740,0.800000,-34.592740
hysteresis_trap,55,0.000000,68.600000,degraded,36.209760,0.800000,-35.409760
hysteresis_trap,56,0.000000,69.500000,degraded,37.036500,0.800000,-36.236500
hysteresis_trap,57,0.000000,70.400000,degraded,37.872960,0.800000,-37.072960
hysteresis_trap,58,0.000000,71.300000,degraded,38.719140,0.800000,-37.919140
hysteresis_trap,59,0.000000,72.200000,degraded,39.575040,0.800000,-38.775040
hysteresis_trap,60,0.000000,73.100000,degraded,40.440660,0.800000,-39.640660
hysteresis_trap,61,0.000000,74.000000,degraded,41.316000,0.800000,-40.516000
hysteresis_trap,62,0.000000,74.900000,degraded,42.201060,0.800000,-41.401060
hysteresis_trap,63,0.000000,75.800000,degraded,43.095840,0.800000,-42.295840
hysteresis_trap,64,0.000000,76.700000,degraded,44.000340,0.800000,-43.200340
hysteresis_trap,65,0.000000,77.600000,degraded,44.914560,0.800000,-44.114560
hysteresis_trap,66,0.000000,78.500000,degraded,45.838500,0.800000,-45.038500
hysteresis_trap,67,0.000000,79.400000,degraded,46.772160,0.800000,-45.972160
hysteresis_trap,68,0.000000,80.300000,degraded,47.715540,0.800000,-46.915540
hysteresis_trap,69,0.000000,81.200000,degraded,48.668640,0.800000,-47.868640
hysteresis_trap,70,0.000000,82.100000,degraded,49.631460,0.800000,-48.831460
hysteresis_trap,71,0.000000,83.000000,degraded,50.604000,0.800000,-49.804000
hysteresis_trap,72,0.000000,83.900000,degraded,51.586260,0.800000,-50.786260
hysteresis_trap,73,0.000000,84.800000,degraded,52.578240,0.800000,-51.778240
hysteresis_trap,74,0.000000,85.700000,degraded,53.579940,0.800000,-52.779940
hysteresis_trap,75,0.000000,86.600000,degraded,54.591360,0.800000,-53.791360
hysteresis_trap,76,0.000000,87.500000,degraded,55.612500,0.800000,-54.812500
hysteresis_trap,77,0.000000,88.400000,degraded,56.643360,0.800000,-55.843360
hysteresis_trap,78,0.000000,89.300000,degraded,57.683940,0.800000,-56.883940
hysteresis_trap,79,0.000000,90.200000,degraded,58.734240,0.800000,-57.934240
hysteresis_trap,80,0.000000,91.100000,degraded,59.794260,0.800000,-58.994260
hysteresis_trap,81,0.000000,92.000000,degraded,60.864000,0.800000,-60.064000
hysteresis_trap,82,0.000000,92.900000,degraded,61.943460,0.800000,-61.143460
hysteresis_trap,83,0.000000,93.800000,degraded,63.032640,0.800000,-62.232640
hysteresis_trap,84,0.000000,94.700000,degraded,64.131540,0.800000,-63.331540
hysteresis_trap,85,0.000000,95.600000,degraded,65.240160,0.800000,-64.440160
hysteresis_trap,86,0.000000,96.500000,degraded,66.358500,0.800000,-65.558500
hysteresis_trap,87,0.000000,97.400000,degraded,67.486560,0.800000,-66.686560
hysteresis_trap,88,0.000000,97.000000,degraded,66.984000,0.800000,-66.184000
hysteresis_trap,89,0.000000,96.600000,degraded,66.483360,0.800000,-65.683360
hysteresis_trap,90,0.000000,96.200000,degraded,65.984640,0.800000,-65.184640
hysteresis_trap,91,0.000000,95.800000,degraded,65.487840,0.800000,-64.687840
hysteresis_trap,92,0.000000,95.400000,degraded,64.992960,0.800000,-64.192960
hysteresis_trap,93,0.000000,95.000000,degraded,64.500000,0.800000,-63.700000
hysteresis_trap,94,0.000000,94.600000,degraded,64.008960,0.800000,-63.208960
hysteresis_trap,95,0.000000,94.200000,degraded,63.519840,0.800000,-62.719840
hysteresis_trap,96,0.000000,93.800000,degraded,63.032640,0.800000,-62.232640
hysteresis_trap,97,0.000000,93.400000,degraded,62.547360,0.800000,-61.747360
hysteresis_trap,98,0.000000,93.000000,degraded,62.064000,0.800000,-61.264000
hysteresis_trap,99,0.000000,92.600000,degraded,61.582560,0.800000,-60.782560
hysteresis_trap,100,0.000000,92.200000,degraded,61.103040,0.800000,-60.303040
hysteresis_trap,101,0.000000,91.800000,degraded,60.625440,0.800000,-59.825440
hysteresis_trap,102,0.000000,91.400000,degraded,60.149760,0.800000,-59.349760
hysteresis_trap,103,0.000000,91.000000,degraded,59.676000,0.800000,-58.876000
hysteresis_trap,104,0.000000,90.600000,degraded,59.204160,0.800000,-58.404160
hysteresis_trap,105,0.000000,90.200000,degraded,58.734240,0.800000,-57.934240
hysteresis_trap,106,0.000000,89.800000,degraded,58.266240,0.800000,-57.466240
hysteresis_trap,107,0.000000,89.400000,degraded,57.800160,0.800000,-57.000160
hysteresis_trap,108,0.000000,89.000000,degraded,57.336000,0.800000,-56.536000
hysteresis_trap,109,0.000000,88.600000,degraded,56.873760,0.800000,-56.073760
hysteresis_trap,110,0.000000,88.200000,degraded,56.413440,0.800000,-55.613440
hysteresis_trap,111,0.000000,87.800000,degraded,55.955040,0.800000,-55.155040
hysteresis_trap,112,0.000000,87.400000,degraded,55.498560,0.800000,-54.698560
hysteresis_trap,113,0.000000,87.000000,degraded,55.044000,0.800000,-54.244000
hysteresis_trap,114,0.000000,86.600000,degraded,54.591360,0.800000,-53.791360
hysteresis_trap,115,0.000000,86.200000,degraded,54.140640,0.800000,-53.340640
hysteresis_trap,116,0.000000,85.800000,degraded,53.691840,0.800000,-52.891840
hysteresis_trap,117,0.000000,85.400000,degraded,53.244960,0.800000,-52.444960
hysteresis_trap,118,0.000000,85.000000,degraded,52.800000,0.800000,-52.000000
hysteresis_trap,119,0.000000,84.600000,degraded,52.356960,0.800000,-51.556960
hysteresis_trap,120,0.000000,84.200000,degraded,51.915840,0.800000,-51.115840
hysteresis_trap,121,0.000000,83.800000,degraded,51.476640,0.800000,-50.676640
hysteresis_trap,122,0.000000,83.400000,degraded,51.039360,0.800000,-50.239360
hysteresis_trap,123,0.000000,83.000000,degraded,50.604000,0.800000,-49.804000
hysteresis_trap,124,0.000000,82.600000,degraded,50.170560,0.800000,-49.370560
hysteresis_trap,125,0.000000,82.200000,degraded,49.739040,0.800000,-48.939040
hysteresis_trap,126,0.000000,81.800000,degraded,49.309440,0.800000,-48.509440
hysteresis_trap,127,0.000000,81.400000,degraded,48.881760,0.800000,-48.081760
hysteresis_trap,128,0.000000,81.000000,degraded,48.456000,0.800000,-47.656000
hysteresis_trap,129,0.000000,80.600000,degraded,48.032160,0.800000,-47.232160
hysteresis_trap,130,0.000000,80.200000,degraded,47.610240,0.800000,-46.810240
hysteresis_trap,131,0.000000,79.800000,degraded,47.190240,0.800000,-46.390240
hysteresis_trap,132,0.000000,79.400000,degraded,46.772160,0.800000,-45.972160
hysteresis_trap,133,0.000000,79.000000,degraded,46.356000,0.800000,-45.556000
hysteresis_trap,134,0.000000,78.600000,degraded,45.941760,0.800000,-45.141760
hysteresis_trap,135,0.000000,78.200000,degraded,45.529440,0.800000,-44.729440
hysteresis_trap,136,0.000000,77.800000,degraded,45.119040,0.800000,-44.319040
hysteresis_trap,137,0.000000,77.400000,degraded,44.710560,0.800000,-43.910560
hysteresis_trap,138,0.000000,77.000000,degraded,44.304000,0.800000,-43.504000
hysteresis_trap,139,0.000000,76.600000,degraded,43.899360,0.800000,-43.099360
hysteresis_trap,140,0.000000,76.200000,degraded,43.496640,0.800000,-42.696640
rapid_prevention,1,82.000000,20.000000,stable,0.000000,0.000000,0.000000
rapid_prevention,2,82.688055,20.850000,stable,1.911945,2.600000,0.688055
rapid_prevention,3,83.261275,21.700000,stable,2.026780,2.600000,0.573220
rapid_prevention,4,83.716770,22.550000,stable,2.144505,2.600000,0.455495
rapid_prevention,5,84.051650,23.400000,stable,2.265120,2.600000,0.334880
rapid_prevention,6,84.263025,24.250000,stable,2.388625,2.600000,0.211375
rapid_prevention,7,84.348005,25.100000,stable,2.515020,2.600000,0.084980
rapid_prevention,8,84.303700,25.950000,stable,2.644305,2.600000,-0.044305
rapid_prevention,9,84.127220,26.800000,stable,2.776480,2.600000,-0.176480
rapid_prevention,10,83.815675,27.650000,stable,2.911545,2.600000,-0.311545
rapid_prevention,11,83.366175,28.500000,stable,3.049500,2.600000,-0.449500
rapid_prevention,12,82.775830,29.350000,stable,3.190345,2.600000,-0.590345
rapid_prevention,13,82.041750,30.200000,stable,3.334080,2.600000,-0.734080
rapid_prevention,14,81.161045,31.050000,stable,3.480705,2.600000,-0.880705
