scenario,time,system_state,pressure,regime,collapse_threshold,recovery_threshold,hysteresis_gap,damage_flow,recovery_flow,net_flow,rolling_variance_12,rolling_autocorrelation_12
late_intervention,124,0.0,76.55,degraded,70.0,45.0,25.0,43.848915,0.8,-43.048915,0.0,
late_intervention,125,0.0,76.2,degraded,70.0,45.0,25.0,43.49664,0.8,-42.69664,0.0,
late_intervention,126,0.0,75.85,degraded,70.0,45.0,25.0,43.145835,0.8,-42.345835,0.0,
late_intervention,127,0.0,75.5,degraded,70.0,45.0,25.0,42.7965,0.8,-41.9965,0.0,
late_intervention,128,0.0,75.15,degraded,70.0,45.0,25.0,42.448635,0.8,-41.648635,0.0,
late_intervention,129,0.0,74.8,degraded,70.0,45.0,25.0,42.10224,0.8,-41.30224,0.0,
late_intervention,130,0.0,74.45,degraded,70.0,45.0,25.0,41.757315,0.8,-40.957315,0.0,
late_intervention,131,0.0,74.1,degraded,70.0,45.0,25.0,41.41386,0.8,-40.61386,0.0,
late_intervention,132,0.0,73.75,degraded,70.0,45.0,25.0,41.071875,0.8,-40.271875,0.0,
late_intervention,133,0.0,73.4,degraded,70.0,45.0,25.0,40.73136,0.8,-39.93136,0.0,
late_intervention,134,0.0,73.05,degraded,70.0,45.0,25.0,40.392315,0.8,-39.592315,0.0,
late_intervention,135,0.0,72.7,degraded,70.0,45.0,25.0,40.05474,0.8,-39.25474,0.0,
late_intervention,136,0.0,72.35,degraded,70.0,45.0,25.0,39.718635,0.8,-38.918635,0.0,
late_intervention,137,0.0,72.0,degraded,70.0,45.0,25.0,39.384,0.8,-38.584,0.0,
late_intervention,138,0.0,71.65,degraded,70.0,45.0,25.0,39.050835,0.8,-38.250835,0.0,
late_intervention,139,0.0,71.3,degraded,70.0,45.0,25.0,38.71914,0.8,-37.91914,0.0,
late_intervention,140,0.0,70.95,degraded,70.0,45.0,25.0,38.388915,0.8,-37.588915,0.0,
strong_recovery,1,82.0,20.0,stable,70.0,45.0,25.0,0.0,0.0,0.0,,
strong_recovery,2,82.688055,20.85,stable,70.0,45.0,25.0,1.911945,2.6,0.688055,,
strong_recovery,3,83.261275,21.7,stable,70.0,45.0,25.0,2.02678,2.6,0.57322,,
strong_recovery,4,83.71677,22.55,stable,70.0,45.0,25.0,2.144505,2.6,0.455495,,
strong_recovery,5,84.05165,23.4,stable,70.0,45.0,25.0,2.26512,2.6,0.33488,,
strong_recovery,6,84.263025,24.25,stable,70.0,45.0,25.0,2.388625,2.6,0.211375,,
strong_recovery,7,84.348005,25.1,stable,70.0,45.0,25.0,2.51502,2.6,0.08498,,
strong_recovery,8,84.3037,25.95,stable,70.0,45.0,25.0,2.644305,2.6,-0.044305,,
strong_recovery,9,84.12722,26.8,stable,70.0,45.0,25.0,2.77648,2.6,-0.17648,,
strong_recovery,10,83.815675,27.65,stable,70.0,45.0,25.0,2.911545,2.6,-0.311545,,
strong_recovery,11,83.366175,28.5,stable,70.0,45.0,25.0,3.0495,2.6,-0.4495,,
strong_recovery,12,82.77583,29.35,stable,70.0,45.0,25.0,3.190345,2.6,-0.590345,0.568846,0.823602
strong_recovery,13,82.04175,30.2,stable,70.0,45.0,25.0,3.33408,2.6,-0.73408,0.557151,0.803102
strong_recovery,14,81.161045,31.05,stable,70.0,45.0,25.0,3.480705,2.6,-0.880705,0.994455,0.936669
strong_recovery,15,80.130825,31.9,stable,70.0,45.0,25.0,3.63022,2.6,-1.03022,1.910552,0.983464
strong_recovery,16,78.9482,32.75,stable,70.0,45.0,25.0,3.782625,2.6,-1.182625,3.33589,0.994632
strong_recovery,17,77.61028,33.6,stable,70.0,45.0,25.0,3.93792,2.6,-1.33792,5.301565,0.997847
strong_recovery,18,76.114175,34.45,stable,70.0,45.0,25.0,4.096105,2.6,-1.496105,7.839328,0.99899
strong_recovery,19,74.456995,35.3,stable,70.0,45.0,25.0,4.25718,2.6,-1.65718,10.981578,0.999468
strong_recovery,20,72.63585,36.15,stable,70.0,45.0,25.0,4.421145,2.6,-1.821145,14.761368,0.999695
strong_recovery,21,70.64785,37.0,stable,70.0,45.0,25.0,4.588,2.6,-1.988,19.212402,0.999813
strong_recovery,22,68.490105,37.85,stable,70.0,45.0,25.0,4.757745,2.6,-2.157745,24.369035,0.999879
strong_recovery,23,66.159725,38.7,stable,70.0,45.0,25.0,4.93038,2.6,-2.33038,30.266273,0.999918
strong_recovery,24,63.65382,39.55,stable,70.0,45.0,25.0,5.105905,2.6,-2.505905,36.939775,0.999943
strong_recovery,25,60.9695,40.4,stable,70.0,45.0,25.0,5.28432,2.6,-2.68432,44.42585,0.999959
strong_recovery,26,58.103875,41.25,stable,70.0,45.0,25.0,5.465625,2.6,-2.865625,52.761459,0.99997
strong_recovery,27,55.054055,42.1,stable,70.0,45.0,25.0,5.64982,2.6,-3.04982,61.984214,0.999977
strong_recovery,28,51.81715,42.95,stable,70.0,45.0,25.0,5.836905,2.6,-3.236905,72.13238,0.999982
strong_recovery,29,48.39027,43.8,stable,70.0,45.0,25.0,6.02688,2.6,-3.42688,83.244872,0.999986
strong_recovery,30,44.770525,44.65,stable,70.0,45.0,25.0,6.219745,2.6,-3.619745,95.361256,0.999989
strong_recovery,31,40.955025,45.5,stable,70.0,45.0,25.0,6.4155,2.6,-3.8155,108.521751,0.999991
strong_recovery,32,36.94088,46.35,stable,70.0,45.0,25.0,6.614145,2.6,-4.014145,122.767227,0.999993
strong_recovery,33,32.7252,47.2,stable,70.0,45.0,25.0,6.81568,2.6,-4.21568,138.139204,0.999994
strong_recovery,34,28.305095,48.05,stable,70.0,45.0,25.0,7.020105,2.6,-4.420105,154.679857,0.999995
strong_recovery,35,23.677675,48.9,stable,70.0,45.0,25.0,7.22742,2.6,-4.62742,172.432008,0.999996
strong_recovery,36,18.84005,49.75,stable,70.0,45.0,25.0,7.437625,2.6,-4.837625,191.439134,0.999996
strong_recovery,37,13.78933,50.6,stable,70.0,45.0,25.0,7.65072,2.6,-5.05072,211.745361,0.999997
strong_recovery,38,8.522625,51.45,stable,70.0,45.0,25.0,7.866705,2.6,-5.266705,233.395468,0.999997
strong_recovery,39,3.037045,52.3,stable,70.0,45.0,25.0,8.08558,2.6,-5.48558,256.434886,0.999998
strong_recovery,40,0.0,53.15,stable,70.0,45.0,25.0,8.307345,2.6,-5.707345,268.179631,0.998958
strong_recovery,41,0.0,54.0,stable,70.0,45.0,25.0,8.532,2.6,-5.932,257.487556,0.995393
strong_recovery,42,0.0,54.85,stable,70.0,45.0,25.0,8.759545,2.6,-6.159545,230.730409,0.993181
strong_recovery,43,0.0,55.7,stable,70.0,45.0,25.0,8.98998,2.6,-6.38998,193.861741,0.991212
strong_recovery,44,0.0,56.55,stable,70.0,45.0,25.0,9.223305,2.6,-6.623305,152.28768,0.988929
strong_recovery,45,0.0,57.4,stable,70.0,45.0,25.0,9.45952,2.6,-6.85952,110.728273,0.985797
strong_recovery,46,0.0,58.25,stable,70.0,45.0,25.0,9.698625,2.6,-7.098625,73.069074,0.980966
strong_recovery,47,0.0,59.1,stable,70.0,45.0,25.0,9.94062,2.6,-7.34062,42.202655,0.972679
strong_recovery,48,0.0,59.95,stable,70.0,45.0,25.0,10.185505,2.6,-7.585505,19.859705,0.956923
strong_recovery,49,0.0,60.8,stable,70.0,45.0,25.0,10.43328,2.6,-7.83328,6.429389,0.938573
strong_recovery,50,0.0,61.65,stable,70.0,45.0,25.0,10.683945,2.6,-8.083945,0.768637,
strong_recovery,51,0.0,62.5,stable,70.0,45.0,25.0,10.9375,2.6,-8.3375,0.0,
strong_recovery,52,0.0,63.35,stable,70.0,45.0,25.0,11.193945,2.6,-8.593945,0.0,
strong_recovery,53,0.0,64.2,stable,70.0,45.0,25.0,11.45328,2.6,-8.85328,0.0,
strong_recovery,54,0.0,65.05,stable,70.0,45.0,25.0,11.715505,2.6,-9.115505,0.0,
strong_recovery,55,0.0,65.9,stable,70.0,45.0,25.0,11.98062,2.6,-9.38062,0.0,
strong_recovery,56,0.0,66.75,stable,70.0,45.0,25.0,12.248625,2.6,-9.648625,0.0,
strong_recovery,57,0.0,67.6,stable,70.0,45.0,25.0,12.51952,2.6,-9.91952,0.0,
strong_recovery,58,0.0,68.45,stable,70.0,45.0,25.0,12.793305,2.6,-10.193305,0.0,
strong_recovery,59,0.0,69.3,stable,70.0,45.0,25.0,13.06998,2.6,-10.46998,0.0,
strong_recovery,60,0.0,70.15,degraded,70.0,45.0,25.0,37.639635,0.8,-36.839635,0.0,
strong_recovery,61,0.0,71.0,degraded,70.0,45.0,25.0,38.436,0.8,-37.636,0.0,
strong_recovery,62,0.0,71.85,degraded,70.0,45.0,25.0,39.241035,0.8,-38.441035,0.0,
strong_recovery,63,0.0,72.7,degraded,70.0,45.0,25.0,40.05474,0.8,-39.25474,0.0,
strong_recovery,64,0.0,73.55,degraded,70.0,45.0,25.0,40.877115,0.8,-40.077115,0.0,
strong_recovery,65,0.0,74.4,degraded,70.0,45.0,25.0,41.70816,0.8,-40.90816,0.0,
strong_recovery,66,0.0,75.25,degraded,70.0,45.0,25.0,42.547875,0.8,-41.747875,0.0,
strong_recovery,67,0.0,76.1,degraded,70.0,45.0,25.0,43.39626,0.8,-42.59626,0.0,
strong_recovery,68,0.0,76.95,degraded,70.0,45.0,25.0,44.253315,0.8,-43.453315,0.0,
strong_recovery,69,0.0,77.8,degraded,70.0,45.0,25.0,45.11904,0.8,-44.31904,0.0,
strong_recovery,70,0.0,78.65,degraded,70.0,45.0,25.0,45.993435,0.8,-45.193435,0.0,
strong_recovery,71,0.0,79.5,degraded,70.0,45.0,25.0,46.8765,0.8,-46.0765,0.0,
strong_recovery,72,0.0,80.35,degraded,70.0,45.0,25.0,47.768235,0.8,-46.968235,0.0,
strong_recovery,73,0.0,81.2,degraded,70.0,45.0,25.0,48.66864,0.8,-47.86864,0.0,
strong_recovery,74,0.0,82.05,degraded,70.0,45.0,25.0,49.577715,0.8,-48.777715,0.0,
strong_recovery,75,0.0,82.9,degraded,70.0,45.0,25.0,50.49546,0.8,-49.69546,0.0,
strong_recovery,76,0.0,83.75,degraded,70.0,45.0,25.0,51.421875,0.8,-50.621875,0.0,
strong_recovery,77,0.0,84.6,degraded,70.0,45.0,25.0,52.35696,0.8,-51.55696,0.0,
strong_recovery,78,0.0,85.45,degraded,70.0,45.0,25.0,53.300715,0.8,-52.500715,0.0,
strong_recovery,79,0.0,86.3,degraded,70.0,45.0,25.0,54.25314,0.8,-53.45314,0.0,
strong_recovery,80,0.0,87.15,degraded,70.0,45.0,25.0,55.214235,0.8,-54.414235,0.0,
strong_recovery,81,0.0,88.0,degraded,70.0,45.0,25.0,56.184,0.8,-55.384,0.0,
strong_recovery,82,0.0,88.85,degraded,70.0,45.0,25.0,57.162435,0.8,-56.362435,0.0,
strong_recovery,83,0.0,89.7,degraded,70.0,45.0,25.0,58.14954,0.8,-57.34954,0.0,
strong_recovery,84,0.0,90.55,degraded,70.0,45.0,25.0,59.145315,0.8,-58.345315,0.0,
strong_recovery,85,0.0,89.4,degraded,70.0,45.0,25.0,57.80016,0.8,-57.00016,0.0,
strong_recovery,86,0.0,88.25,degraded,70.0,45.0,25.0,56.470875,0.8,-55.670875,0.0,
strong_recovery,87,0.0,87.1,degraded,70.0,45.0,25.0,55.15746,0.8,-54.35746,0.0,
strong_recovery,88,0.0,85.95,degraded,70.0,45.0,25.0,53.859915,0.8,-53.059915,0.0,
strong_recovery,89,0.0,84.8,degraded,70.0,45.0,25.0,52.57824,0.8,-51.77824,0.0,
strong_recovery,90,0.0,83.65,degraded,70.0,45.0,25.0,51.312435,0.8,-50.512435,0.0,
strong_recovery,91,0.0,82.5,degraded,70.0,45.0,25.0,50.0625,0.8,-49.2625,0.0,
strong_recovery,92,0.0,81.35,degraded,70.0,45.0,25.0,48.828435,0.8,-48.028435,0.0,
strong_recovery,93,0.0,80.2,degraded,70.0,45.0,25.0,47.61024,0.8,-46.81024,0.0,
strong_recovery,94,0.0,79.05,degraded,70.0,45.0,25.0,46.407915,0.8,-45.607915,0.0,
strong_recovery,95,0.0,77.9,degraded,70.0,45.0,25.0,45.22146,0.8,-44.42146,0.0,
strong_recovery,96,0.0,76.75,degraded,70.0,45.0,25.0,44.050875,0.8,-43.250875,0.0,
strong_recovery,97,0.0,75.6,degraded,70.0,45.0,25.0,42.89616,0.8,-42.09616,0.0,
strong_recovery,98,0.0,74.45,degraded,70.0,45.0,25.0,41.757315,0.8,-40.957315,0.0,
strong_recovery,99,0.0,73.3,degraded,70.0,45.0,25.0,40.63434,0.8,-39.83434,0.0,
strong_recovery,100,0.0,72.15,degraded,70.0,45.0,25.0,39.527235,0.8,-38.727235,0.0,
strong_recovery,101,0.0,71.0,degraded,70.0,45.0,25.0,38.436,0.8,-37.636,0.0,
strong_recovery,102,0.0,69.85,degraded,70.0,45.0,25.0,37.360635,0.8,-36.560635,0.0,
strong_recovery,103,0.0,68.7,degraded,70.0,45.0,25.0,36.30114,0.8,-35.50114,0.0,
strong_recovery,104,0.0,67.55,degraded,70.0,45.0,25.0,35.257515,0.8,-34.457515,0.0,
strong_recovery,105,0.0,66.4,degraded,70.0,45.0,25.0,34.22976,0.8,-33.42976,0.0,
strong_recovery,106,0.0,65.25,degraded,70.0,45.0,25.0,33.217875,0.8,-32.417875,0.0,
strong_recovery,107,0.0,64.1,degraded,70.0,45.0,25.0,32.22186,0.8,-31.42186,0.0,
strong_recovery,108,0.0,62.95,degraded,70.0,45.0,25.0,31.241715,0.8,-30.441715,0.0,
strong_recovery,109,0.0,61.8,degraded,70.0,45.0,25.0,30.27744,0.8,-29.47744,0.0,
strong_recovery,110,0.0,60.65,degraded,70.0,45.0,25.0,29.329035,0.8,-28.529035,0.0,
strong_recovery,111,0.0,59.5,degraded,70.0,45.0,25.0,28.3965,0.8,-27.5965,0.0,
strong_recovery,112,0.0,58.35,degraded,70.0,45.0,25.0,27.479835,0.8,-26.679835,0.0,
strong_recovery,113,0.0,57.2,degraded,70.0,45.0,25.0,26.57904,0.8,-25.77904,0.0,
strong_recovery,114,0.0,56.05,degraded,70.0,45.0,25.0,25.694115,0.8,-24.894115,0.0,
strong_recovery,115,0.0,54.9,degraded,70.0,45.0,25.0,24.82506,0.8,-24.02506,0.0,
strong_recovery,116,0.0,53.75,degraded,70.0,45.0,25.0,23.971875,0.8,-23.171875,0.0,
strong_recovery,117,0.0,52.6,degraded,70.0,45.0,25.0,23.13456,0.8,-22.33456,0.0,
strong_recovery,118,0.0,51.45,degraded,70.0,45.0,25.0,22.313115,0.8,-21.513115,0.0,
strong_recovery,119,0.0,50.3,degraded,70.0,45.0,25.0,21.50754,0.8,-20.70754,0.0,
strong_recovery,120,0.0,49.15,degraded,70.0,45.0,25.0,20.717835,0.8,-19.917835,0.0,
strong_recovery,121,0.0,48.0,degraded,70.0,45.0,25.0,19.944,0.8,-19.144,0.0,
strong_recovery,122,0.0,46.85,degraded,70.0,45.0,25.0,19.186035,0.8,-18.386035,0.0,
strong_recovery,123,0.0,45.7,degraded,70.0,45.0,25.0,18.44394,0.8,-17.64394,0.0,
strong_recovery,124,0.0,44.55,stable,70.0,45.0,25.0,6.196905,2.6,-3.596905,0.0,
strong_recovery,125,0.0,43.4,stable,70.0,45.0,25.0,5.93712,2.6,-3.33712,0.0,
strong_recovery,126,0.0,42.25,stable,70.0,45.0,25.0,5.682625,2.6,-3.082625,0.0,
strong_recovery,127,0.0,41.1,stable,70.0,45.0,25.0,5.43342,2.6,-2.83342,0.0,
strong_recovery,128,0.0,39.95,stable,70.0,45.0,25.0,5.189505,2.6,-2.589505,0.0,
strong_recovery,129,0.0,38.8,stable,70.0,45.0,25.0,4.95088,2.6,-2.35088,0.0,
strong_recovery,130,0.0,37.65,stable,70.0,45.0,25.0,4.717545,2.6,-2.117545,0.0,
strong_recovery,131,0.0,36.5,stable,70.0,45.0,25.0,4.4895,2.6,-1.8895,0.0,
strong_recovery,132,0.0,35.35,stable,70.0,45.0,25.0,4.266745,2.6,-1.666745,0.0,
strong_recovery,133,0.0,34.2,stable,70.0,45.0,25.0,4.04928,2.6,-1.44928,0.0,
strong_recovery,134,0.0,33.05,stable,70.0,45.0,25.0,3.837105,2.6,-1.237105,0.0,
strong_recovery,135,0.0,31.9,stable,70.0,45.0,25.0,3.63022,2.6,-1.03022,0.0,
strong_recovery,136,0.0,30.75,stable,70.0,45.0,25.0,3.428625,2.6,-0.828625,0.0,
strong_recovery,137,0.0,29.6,stable,70.0,45.0,25.0,3.23232,2.6,-0.63232,0.0,
strong_recovery,138,0.0,28.45,stable,70.0,45.0,25.0,3.041305,2.6,-0.441305,0.0,
strong_recovery,139,0.0,27.3,stable,70.0,45.0,25.0,2.85558,2.6,-0.25558,0.0,
strong_recovery,140,0.0,26.15,stable,70.0,45.0,25.0,2.675145,2.6,-0.075145,0.0,
lower_threshold_stress,1,82.0,20.0,stable,58.0,38.0,20.0,0.0,0.0,0.0,,
lower_threshold_stress,2,82.674695,20.95,stable,58.0,38.0,20.0,1.925305,2.6,0.674695,,
lower_threshold_stress,3,83.220475,21.9,stable,58.0,38.0,20.0,2.05422,2.6,0.54578,,
lower_threshold_stress,4,83.63373,22.85,stable,58.0,38.0,20.0,2.186745,2.6,0.413255,,
lower_threshold_stress,5,83.91085,23.8,stable,58.0,38.0,20.0,2.32288,2.6,0.27712,,
lower_threshold_stress,6,84.048225,24.75,stable,58.0,38.0,20.0,2.462625,2.6,0.137375,,
lower_threshold_stress,7,84.042245,25.7,stable,58.0,38.0,20.0,2.60598,2.6,-0.00598,,
lower_threshold_stress,8,83.8893,26.65,stable,58.0,38.0,20.0,2.752945,2.6,-0.152945,,
lower_threshold_stress,9,83.58578,27.6,stable,58.0,38.0,20.0,2.90352,2.6,-0.30352,,
lower_threshold_stress,10,83.128075,28.55,stable,58.0,38.0,20.0,3.057705,2.6,-0.457705,,
lower_threshold_stress,11,82.512575,29.5,stable,58.0,38.0,20.0,3.2155,2.6,-0.6155,,
lower_threshold_stress,12,81.73567,30.45,stable,58.0,38.0,20.0,3.376905,2.6,-0.776905,0.644053,0.776161
lower_threshold_stress,13,80.79375,31.4,stable,58.0,38.0,20.0,3.54192,2.6,-0.94192,1.028152,0.906303
lower_threshold_stress,14,79.683205,32.35,stable,58.0,38.0,20.0,3.710545,2.6,-1.110545,2.004113,0.976057
lower_threshold_stress,15,78.400425,33.3,stable,58.0,38.0,20.0,3.88278,2.6,-1.28278,3.614335,0.992743
lower_threshold_stress,16,76.9418,34.25,stable,58.0,38.0,20.0,4.058625,2.6,-1.458625,5.902233,0.997245
lower_threshold_stress,17,75.30372,35.2,stable,58.0,38.0,20.0,4.23808,2.6,-1.63808,8.91224,0.998758
lower_threshold_stress,18,73.482575,36.15,stable,58.0,38.0,20.0,4.421145,2.6,-1.821145,12.689803,0.999365
lower_threshold_stress,19,71.474755,37.1,stable,58.0,38.0,20.0,4.60782,2.6,-2.00782,17.281388,0.999644
lower_threshold_stress,20,69.27665,38.05,stable,58.0,38.0,20.0,4.798105,2.6,-2.198105,22.734476,0.999785
lower_threshold_stress,21,66.88465,39.0,stable,58.0,38.0,20.0,4.992,2.6,-2.392,29.097565,0.999863
lower_threshold_stress,22,64.295145,39.95,stable,58.0,38.0,20.0,5.189505,2.6,-2.589505,36.420169,0.999908
lower_threshold_stress,23,61.504525,40.9,stable,58.0,38.0,20.0,5.39062,2.6,-2.79062,44.752819,0.999936
lower_threshold_stress,24,58.50918,41.85,stable,58.0,38.0,20.0,5.595345,2.6,-2.995345,54.147063,0.999955
lower_threshold_stress,25,55.3055,42.8,stable,58.0,38.0,20.0,5.80368,2.6,-3.20368,64.655465,0.999967
lower_threshold_stress,26,51.889875,43.75,stable,58.0,38.0,20.0,6.015625,2.6,-3.415625,76.331605,0.999975
lower_threshold_stress,27,48.258695,44.7,stable,58.0,38.0,20.0,6.23118,2.6,-3.63118,89.23008,0.999981
lower_threshold_stress,28,44.40835,45.65,stable,58.0,38.0,20.0,6.450345,2.6,-3.850345,103.406504,0.999985
lower_threshold_stress,29,40.33523,46.6,stable,58.0,38.0,20.0,6.67312,2.6,-4.07312,118.917506,0.999988
lower_threshold_stress,30,36.035725,47.55,stable,58.0,38.0,20.0,6.899505,2.6,-4.299505,135.820734,0.99999
lower_threshold_stress,31,31.506225,48.5,stable,58.0,38.0,20.0,7.1295,2.6,-4.5295,154.174849,0.999992
lower_threshold_stress,32,26.74312,49.45,stable,58.0,38.0,20.0,7.363105,2.6,-4.763105,174.039532,0.999994
lower_threshold_stress,33,21.7428,50.4,stable,58.0,38.0,20.0,7.60032,2.6,-5.00032,195.475478,0.999995
lower_threshold_stress,34,16.501655,51.35,stable,58.0,38.0,20.0,7.841145,2.6,-5.241145,218.5444,0.999996
lower_threshold_stress,35,11.016075,52.3,stable,58.0,38.0,20.0,8.08558,2.6,-5.48558,243.309026,0.999996
lower_threshold_stress,36,5.28245,53.25,stable,58.0,38.0,20.0,8.333625,2.6,-5.733625,269.833103,0.999997
lower_threshold_stress,37,0.0,54.2,stable,58.0,38.0,20.0,8.58528,2.6,-5.98528,294.586463,0.99992
lower_threshold_stress,38,0.0,55.15,stable,58.0,38.0,20.0,8.840545,2.6,-6.240545,291.784419,0.995283
lower_threshold_stress,39,0.0,56.1,stable,58.0,38.0,20.0,9.09942,2.6,-6.49942,268.495071,0.992716
lower_threshold_stress,40,0.0,57.05,stable,58.0,38.0,20.0,9.361905,2.6,-6.761905,231.432505,0.990578
lower_threshold_stress,41,0.0,58.0,degraded,58.0,38.0,20.0,27.204,0.8,-26.404,186.809692,0.988157
lower_threshold_stress,42,0.0,58.95,degraded,58.0,38.0,20.0,27.956115,0.8,-27.156115,140.179375,0.984839
lower_threshold_stress,43,0.0,59.9,degraded,58.0,38.0,20.0,28.71906,0.8,-27.91906,96.262496,0.979648
lower_threshold_stress,44,0.0,60.85,degraded,58.0,38.0,20.0,29.492835,0.8,-28.692835,58.763706,0.970421
lower_threshold_stress,45,0.0,61.8,degraded,58.0,38.0,20.0,30.27744,0.8,-29.47744,30.173499,0.950895
lower_threshold_stress,46,0.0,62.75,degraded,58.0,38.0,20.0,31.072875,0.8,-30.272875,11.556487,0.894016
lower_threshold_stress,47,0.0,63.7,degraded,58.0,38.0,20.0,31.87914,0.8,-31.07914,2.325357,
lower_threshold_stress,48,0.0,64.65,degraded,58.0,38.0,20.0,32.696235,0.8,-31.896235,0.0,
lower_threshold_stress,49,0.0,65.6,degraded,58.0,38.0,20.0,33.52416,0.8,-32.72416,0.0,
lower_threshold_stress,50,0.0,66.55,degraded,58.0,38.0,20.0,34.362915,0.8,-33.562915,0.0,
lower_threshold_stress,51,0.0,67.5,degraded,58.0,38.0,20.0,35.2125,0.8,-34.4125,0.0,
lower_threshold_stress,52,0.0,68.45,degraded,58.0,38.0,20.0,36.072915,0.8,-35.272915,0.0,
lower_threshold_stress,53,0.0,69.4,degraded,58.0,38.0,20.0,36.94416,0.8,-36.14416,0.0,
lower_threshold_stress,54,0.0,70.35,degraded,58.0,38.0,20.0,37.826235,0.8,-37.026235,0.0,
lower_threshold_stress,55,0.0,71.3,degraded,58.0,38.0,20.0,38.71914,0.8,-37.91914,0.0,
lower_threshold_stress,56,0.0,72.25,degraded,58.0,38.0,20.0,39.622875,0.8,-38.822875,0.0,
lower_threshold_stress,57,0.0,73.2,degraded,58.0,38.0,20.0,40.53744,0.8,-39.73744,0.0,
lower_threshold_stress,58,0.0,74.15,degraded,58.0,38.0,20.0,41.462835,0.8,-40.662835,0.0,
lower_threshold_stress,59,0.0,75.1,degraded,58.0,38.0,20.0,42.39906,0.8,-41.59906,0.0,
lower_threshold_stress,60,0.0,76.05,degraded,58.0,38.0,20.0,43.346115,0.8,-42.546115,0.0,
lower_threshold_stress,61,0.0,77.0,degraded,58.0,38.0,20.0,44.304,0.8,-43.504,0.0,
lower_threshold_stress,62,0.0,77.95,degraded,58.0,38.0,20.0,45.272715,0.8,-44.472715,0.0,
lower_threshold_stress,63,0.0,78.9,degraded,58.0,38.0,20.0,46.25226,0.8,-45.45226,0.0,
lower_threshold_stress,64,0.0,79.85,degraded,58.0,38.0,20.0,47.242635,0.8,-46.442635,0.0,
lower_threshold_stress,65,0.0,80.8,degraded,58.0,38.0,20.0,48.24384,0.8,-47.44384,0.0,
lower_threshold_stress,66,0.0,81.75,degraded,58.0,38.0,20.0,49.255875,0.8,-48.455875,0.0,
lower_threshold_stress,67,0.0,82.7,degraded,58.0,38.0,20.0,50.27874,0.8,-49.47874,0.0,
lower_threshold_stress,68,0.0,83.65,degraded,58.0,38.0,20.0,51.312435,0.8,-50.512435,0.0,
lower_threshold_stress,69,0.0,84.6,degraded,58.0,38.0,20.0,52.35696,0.8,-51.55696,0.0,
lower_threshold_stress,70,0.0,84.35,degraded,58.0,38.0,20.0,52.081035,0.8,-51.281035,0.0,
lower_threshold_stress,71,0.0,84.1,degraded,58.0,38.0,20.0,51.80586,0.8,-51.00586,0.0,
lower_threshold_stress,72,0.0,83.85,degraded,58.0,38.0,20.0,51.531435,0.8,-50.731435,0.0,
lower_threshold_stress,73,0.0,83.6,degraded,58.0,38.0,20.0,51.25776,0.8,-50.45776,0.0,
lower_threshold_stress,74,0.0,83.35,degraded,58.0,38.0,20.0,50.984835,0.8,-50.184835,0.0,
lower_threshold_stress,75,0.0,83.1,degraded,58.0,38.0,20.0,50.71266,0.8,-49.91266,0.0,
lower_threshold_stress,76,0.0,82.85,degraded,58.0,38.0,20.0,50.441235,0.8,-49.641235,0.0,
lower_threshold_stress,77,0.0,82.6,degraded,58.0,38.0,20.0,50.17056,0.8,-49.37056,0.0,
lower_threshold_stress,78,0.0,82.35,degraded,58.0,38.0,20.0,49.900635,0.8,-49.100635,0.0,
lower_threshold_stress,79,0.0,82.1,degraded,58.0,38.0,20.0,49.63146,0.8,-48.83146,0.0,
lower_threshold_stress,80,0.0,81.85,degraded,58.0,38.0,20.0,49.363035,0.8,-48.563035,0.0,
lower_threshold_stress,81,0.0,81.6,degraded,58.0,38.0,20.0,49.09536,0.8,-48.29536,0.0,
lower_threshold_stress,82,0.0,81.35,degraded,58.0,38.0,20.0,48.828435,0.8,-48.028435,0.0,
lower_threshold_stress,83,0.0,81.1,degraded,58.0,38.0,20.0,48.56226,0.8,-47.76226,0.0,
lower_threshold_stress,84,0.0,80.85,degraded,58.0,38.0,20.0,48.296835,0.8,-47.496835,0.0,
lower_threshold_stress,85,0.0,80.6,degraded,58.0,38.0,20.0,48.03216,0.8,-47.23216,0.0,
lower_threshold_stress,86,0.0,80.35,degraded,58.0,38.0,20.0,47.768235,0.8,-46.968235,0.0,
lower_threshold_stress,87,0.0,80.1,degraded,58.0,38.0,20.0,47.50506,0.8,-46.70506,0.0,
lower_threshold_stress,88,0.0,79.85,degraded,58.0,38.0,20.0,47.242635,0.8,-46.442635,0.0,
lower_threshold_stress,89,0.0,79.6,degraded,58.0,38.0,20.0,46.98096,0.8,-46.18096,0.0,
lower_threshold_stress,90,0.0,79.35,degraded,58.0,38.0,20.0,46.720035,0.8,-45.920035,0.0,
lower_threshold_stress,91,0.0,79.1,degraded,58.0,38.0,20.0,46.45986,0.8,-45.65986,0.0,
lower_threshold_stress,92,0.0,78.85,degraded,58.0,38.0,20.0,46.200435,0.8,-45.400435,0.0,
lower_threshold_stress,93,0.0,78.6,degraded,58.0,38.0,20.0,45.94176,0.8,-45.14176,0.0,
lower_threshold_stress,94,0.0,78.35,degraded,58.0,38.0,20.0,45.683835,0.8,-44.883835,0.0,
lower_threshold_stress,95,0.0,78.1,degraded,58.0,38.0,20.0,45.42666,0.8,-44.62666,0.0,
lower_threshold_stress,96,0.0,77.85,degraded,58.0,38.0,20.0,45.170235,0.8,-44.370235,0.0,
