run_id,pre_shock_total,min_total_after_shock,final_total,recovery_ratio,max_drawdown,volatility,growth_a,growth_b,coupling_ab,coupling_ba,balancing_b,target_b,shock_size,noise_sd
5183,409.434911,420.656863,6538.118101,15.968639,-11.221952,1666.412835,0.036789,0.043285,0.015901,0.045767,0.015187,54.90207,-10.22399,0.216491
5184,242.052479,247.533004,1620.613605,6.695299,-5.480525,437.28043,0.027278,0.038663,0.016986,0.051673,0.020205,52.510031,-8.64807,0.570893
5185,308.619355,313.52773,1114.804998,3.612233,-4.908375,308.213787,0.056171,0.046899,0.021246,0.037637,0.036171,64.707996,-6.326364,0.267002
5186,522.911807,537.274486,5146.453055,9.841914,-14.362679,1353.201706,0.061654,0.04958,0.014437,0.028502,0.026457,58.093014,-7.065919,0.46548
5187,226.93407,229.545701,560.838922,2.471374,-2.611631,148.558306,0.051765,0.043108,0.017947,0.031702,0.037123,51.454739,-7.104132,0.301467
5188,112.678108,113.426509,205.328792,1.82226,-0.748401,48.405942,0.038163,0.021798,0.022082,0.028636,0.022351,59.762934,-14.035467,0.293914
5189,260.872998,265.357054,1096.195286,4.202027,-4.484056,303.229848,0.049013,0.048525,0.02436,0.026807,0.036152,54.858545,-10.062313,0.252375
5190,194.867257,196.00608,382.041905,1.960524,-1.138823,94.58277,0.053847,0.033997,0.019309,0.049376,0.031319,56.590706,-17.950818,0.370972
5191,245.340911,188.164446,188.482357,0.768247,57.176465,59.693784,0.047987,0.027894,0.013214,0.027459,0.036552,53.26099,-14.744064,0.492051
5192,277.186703,283.181407,1404.167077,5.065781,-5.994704,388.268691,0.058047,0.045198,0.029192,0.027863,0.030547,62.926904,-16.839341,0.444883
5193,428.238653,437.761081,3453.69214,8.064877,-9.522428,915.741995,0.051121,0.042039,0.012479,0.05255,0.02072,56.198685,-17.243884,0.456901
5194,110.536982,111.662344,203.471394,1.840754,-1.125362,47.493648,0.038478,0.023195,0.022141,0.02858,0.022641,50.810902,-6.412565,0.162032
5195,187.669607,190.316376,411.125633,2.190688,-2.646769,107.093392,0.038695,0.033583,0.013722,0.025388,0.030104,60.843218,-13.202495,0.577836
5196,151.822667,152.85974,192.017854,1.264751,-1.037073,40.520105,0.052664,0.029243,0.019342,0.050616,0.038456,62.0204,-7.927158,0.361633
5197,240.804151,218.270869,275.229861,1.142961,22.533282,66.419131,0.061995,0.029977,0.024002,0.034112,0.032079,54.619698,-16.361052,0.559262
5198,733.638922,732.870511,4692.488428,6.396182,0.768411,1253.588267,0.062482,0.037326,0.013125,0.053916,0.01688,49.526467,-17.1936,0.16002
5199,253.907716,257.864926,667.778252,2.630004,-3.95721,178.102501,0.044788,0.045347,0.015962,0.041886,0.038865,55.038311,-16.507968,0.582938
5200,162.148119,159.413459,303.145588,1.86956,2.73466,73.093756,0.047472,0.023333,0.02191,0.026644,0.019984,61.369454,-12.128746,0.415822
5201,134.894901,136.185299,220.929056,1.637787,-1.290398,54.175126,0.050736,0.026835,0.027835,0.030855,0.030898,64.631294,-10.055063,0.346557
5202,268.245427,272.040622,976.426622,3.640049,-3.795195,264.422786,0.050408,0.037657,0.016052,0.042442,0.025646,57.585164,-12.616869,0.403726
5203,423.525335,432.212008,1027.981292,2.427201,-8.686673,320.415302,0.050534,0.025372,0.013837,0.030314,0.016795,50.59212,-6.368372,0.31852
5204,241.660572,245.034354,647.51304,2.679432,-3.373782,171.167172,0.062259,0.039426,0.023725,0.034808,0.031164,50.56131,-13.815965,0.52796
5205,118.440686,119.573522,178.791802,1.509547,-1.132836,43.021229,0.03577,0.027865,0.026506,0.038084,0.035747,59.065887,-10.579203,0.192031
5206,162.71725,144.630156,155.025785,0.952731,18.087094,33.227272,0.042021,0.02629,0.014885,0.025584,0.03751,57.26754,-13.187763,0.277338
5207,172.825088,175.345653,401.837791,2.325113,-2.520565,102.692636,0.04602,0.027179,0.025355,0.038071,0.02151,59.493722,-10.511163,0.469368
5208,104.41231,105.570845,182.8714,1.751435,-1.158535,42.615434,0.03563,0.023806,0.026639,0.037425,0.025672,51.655839,-9.253561,0.45524
5209,215.961129,219.185074,704.52522,3.262278,-3.223945,191.644201,0.04517,0.037688,0.022164,0.048221,0.027757,53.852756,-14.330882,0.164474
5210,212.078698,215.210932,477.239617,2.250295,-3.132234,127.597744,0.043956,0.04283,0.017862,0.03653,0.038801,54.239102,-12.052332,0.566771
5211,513.578689,521.686449,934.542461,1.819668,-8.10776,270.30761,0.050503,0.029808,0.010439,0.047533,0.022988,63.054429,-8.40012,0.262423
5212,171.188533,174.09873,474.60476,2.77241,-2.910197,126.597345,0.034639,0.030949,0.013517,0.028644,0.023316,57.264691,-10.858995,0.424121
5213,398.653722,408.057471,4050.875549,10.161389,-9.403749,1058.982598,0.043096,0.040232,0.012743,0.032387,0.016588,59.314042,-6.885494,0.567706
5214,184.517327,120.284603,120.284603,0.651888,64.232724,35.300428,0.052826,0.020939,0.01865,0.046424,0.035114,53.531392,-11.100244,0.254193
5215,106.921348,107.831373,147.190983,1.376629,-0.910025,31.258572,0.030794,0.025838,0.023015,0.050296,0.034361,52.592879,-6.122032,0.190158
5216,658.53789,676.161873,5187.166074,7.876792,-17.623983,1521.097692,0.060098,0.0239,0.016631,0.044166,0.024196,55.134019,-6.383101,0.262552
5217,351.957654,359.591554,3021.778309,8.58563,-7.6339,803.407878,0.036502,0.043078,0.014779,0.051157,0.021531,59.343612,-13.496717,0.546114
5218,399.622987,411.422251,6297.48657,15.758569,-11.799264,1605.970593,0.055642,0.044044,0.027866,0.033627,0.016075,55.754098,-10.411085,0.518436
5219,237.001868,240.999911,1467.546502,6.192131,-3.998043,393.104861,0.029987,0.033875,0.010983,0.027455,0.015713,60.510621,-9.604011,0.441858
5220,253.719196,257.015547,662.480076,2.611076,-3.296351,180.020523,0.035796,0.044559,0.011269,0.046094,0.037916,57.008867,-10.561375,0.321227
5221,233.524018,237.191205,823.142684,3.524874,-3.667187,227.621317,0.025746,0.045352,0.013482,0.038292,0.035061,51.827461,-6.608604,0.189553
5222,396.597369,407.034815,3844.692624,9.694196,-10.437446,1020.783125,0.036231,0.049629,0.028657,0.043347,0.02711,61.183914,-17.462456,0.470828
5223,337.398078,346.597187,4451.06021,13.192311,-9.199109,1149.6799,0.045424,0.044611,0.017919,0.03132,0.018598,53.011246,-17.408262,0.58465
5224,95.765262,96.498718,141.678031,1.47943,-0.733456,29.621867,0.033091,0.021991,0.017348,0.034846,0.029345,52.824719,-13.050852,0.462633
5225,216.438601,220.31408,785.523682,3.629314,-3.875479,217.022406,0.030552,0.043352,0.029185,0.042349,0.032628,51.987936,-13.225666,0.583594
5226,105.860649,107.032059,185.126474,1.748775,-1.17141,43.245229,0.047571,0.020868,0.029348,0.032298,0.024942,63.573855,-7.452402,0.422951
5227,146.337626,148.069598,462.420771,3.159958,-1.731972,122.334353,0.037198,0.026656,0.021149,0.036963,0.016872,51.102831,-8.10741,0.311948
5228,152.105563,153.967222,290.791299,1.911773,-1.861659,75.395616,0.040083,0.031561,0.020938,0.03113,0.032524,62.93541,-16.40031,0.279465
5229,235.284097,237.730943,541.397062,2.301036,-2.446846,137.855968,0.063946,0.025902,0.024031,0.046212,0.018274,58.958607,-14.185438,0.248043
5230,411.695087,418.942966,2059.589432,5.002706,-7.247879,557.648938,0.052482,0.046404,0.01229,0.05495,0.030247,52.739577,-14.035004,0.327623
5231,438.965249,450.646996,5772.286255,13.149757,-11.681747,1491.538773,0.06009,0.046163,0.022628,0.032692,0.020146,57.920738,-7.637695,0.169627
5232,461.89819,473.176315,4778.720269,10.34583,-11.278125,1253.375006,0.05325,0.04898,0.017659,0.054674,0.025256,51.177317,-10.793359,0.255015
5233,658.516357,684.558558,86592.565447,131.496453,-26.042201,18499.801116,0.063017,0.023861,0.019463,0.031077,0.039375,53.490185,-7.878665,0.174652
5234,196.179263,199.771861,889.094555,4.532052,-3.592598,242.965378,0.035122,0.03356,0.018078,0.033943,0.020188,61.540425,-16.804972,0.585527
5235,132.72983,134.21566,204.321487,1.539379,-1.48583,48.450938,0.035737,0.034154,0.020019,0.044096,0.037887,48.079349,-16.203147,0.416202
5236,207.705285,211.227487,809.98072,3.899664,-3.522202,219.092412,0.050563,0.032756,0.020345,0.053247,0.02021,51.634244,-15.600856,0.480615
5237,115.986987,117.015514,171.138079,1.475494,-1.028527,37.418588,0.046603,0.024032,0.029271,0.041576,0.030358,57.930864,-13.998007,0.31465
5238,203.859867,206.280477,485.075425,2.379455,-2.42061,124.749501,0.031429,0.031708,0.011378,0.037504,0.025883,60.029995,-15.185127,0.40982
5239,210.855835,214.96613,863.331571,4.094416,-4.110295,232.918931,0.059164,0.030785,0.028439,0.037047,0.017551,60.937476,-9.404282,0.326317
5240,939.799536,971.677329,24969.043386,26.568478,-31.877793,6100.825965,0.062985,0.038989,0.012799,0.035353,0.026223,59.329601,-14.913666,0.226218
5241,190.059051,192.265615,562.361439,2.958877,-2.206564,152.793294,0.04301,0.036129,0.027665,0.049928,0.027939,53.109024,-9.423658,0.274879
5242,347.770427,354.715201,1769.91338,5.089315,-6.944774,484.076859,0.046097,0.04903,0.015534,0.042162,0.033672,59.094026,-12.135496,0.405262
5243,173.029838,175.65778,547.405568,3.163648,-2.627942,146.54638,0.025089,0.033606,0.011483,0.037804,0.02404,49.419402,-6.599552,0.220875
5244,222.598838,227.844644,1573.759685,7.069937,-5.245806,423.351932,0.0252,0.037397,0.023768,0.041373,0.01826,54.618665,-14.161347,0.373251
5245,263.269229,267.848288,1551.529103,5.893317,-4.579059,418.023239,0.031905,0.032582,0.012987,0.046707,0.01501,64.9327,-8.128881,0.381992
5246,214.502298,216.491729,471.621551,2.198678,-1.989431,118.556956,0.059747,0.026553,0.024642,0.044253,0.020529,63.509438,-12.14482,0.204917
5247,159.298495,160.752852,481.259285,3.021116,-1.454357,126.057867,0.037928,0.025643,0.022132,0.049645,0.015488,49.615619,-12.825261,0.269402
5248,338.174698,347.047447,4146.50834,12.261439,-8.872749,1075.592922,0.045276,0.042176,0.023926,0.04366,0.016791,52.309257,-11.313349,0.285826
5249,348.203394,357.012862,3876.747363,11.133571,-8.809468,1014.435346,0.046946,0.044149,0.029412,0.048812,0.019864,50.99135,-12.952939,0.470614
5250,113.239845,113.833336,147.742612,1.304688,-0.593491,29.493572,0.040626,0.027683,0.025389,0.05016,0.036751,50.792983,-12.916914,0.184605
5251,112.942834,113.885062,180.398036,1.597251,-0.942228,43.048157,0.04279,0.023254,0.028763,0.035438,0.028953,61.992162,-8.804686,0.20576
5252,166.752772,167.456615,244.789619,1.467979,-0.703843,54.908327,0.059206,0.022556,0.02659,0.035072,0.022591,54.952046,-8.881459,0.245969
5253,343.052646,347.91036,1379.620298,4.021599,-4.857714,375.584544,0.045393,0.04142,0.011522,0.046131,0.028145,61.532974,-8.658683,0.318223
5254,128.200829,128.9603,196.498561,1.53274,-0.759471,42.322828,0.050923,0.022461,0.022883,0.050975,0.025102,59.041724,-11.667733,0.500466
5255,736.380523,757.424712,19765.002903,26.840746,-21.044189,4460.445538,0.064448,0.044048,0.016216,0.029329,0.037257,62.634017,-17.672487,0.218162
5256,456.883215,456.772918,499.093264,1.092387,0.110297,160.103926,0.052457,0.032336,0.014007,0.039858,0.031439,48.188073,-15.059755,0.519502
5257,315.326265,320.01067,1084.955149,3.440738,-4.684405,299.428687,0.043832,0.04806,0.01383,0.04035,0.037832,62.277132,-17.596364,0.423364
5258,173.145009,174.553162,241.18619,1.392972,-1.408153,49.757709,0.061517,0.020764,0.027036,0.046074,0.019883,53.048371,-15.291842,0.438972
5259,537.251088,528.791911,885.225324,1.647694,8.459177,247.751067,0.060787,0.038957,0.012224,0.053848,0.033524,62.691093,-15.758708,0.374264
5260,240.755824,245.817123,1314.48945,5.459845,-5.061299,358.493294,0.033364,0.044719,0.01979,0.026058,0.028655,48.924451,-9.851934,0.376084
5261,157.976838,159.818695,314.194607,1.988865,-1.841857,78.060878,0.045959,0.030054,0.021895,0.043917,0.027573,54.178384,-6.625,0.15989
5262,164.589737,167.615882,389.855823,2.368652,-3.026145,108.416852,0.036932,0.033541,0.029174,0.040201,0.030235,62.665314,-15.820369,0.520311
5263,187.680728,190.796537,824.877975,4.395113,-3.115809,222.992931,0.0304,0.034338,0.015861,0.03458,0.020501,50.434638,-8.348401,0.279513
5264,241.336095,234.706579,581.21633,2.408327,6.629516,152.893594,0.039275,0.029543,0.011336,0.03559,0.021213,52.364876,-13.957571,0.409097
5265,444.915793,455.354357,21671.845919,48.709995,-10.438564,4670.315574,0.064611,0.025567,0.022799,0.028442,0.031493,60.052167,-13.902554,0.465868
5266,446.188479,457.13732,4624.76697,10.365052,-10.948841,1209.302308,0.05212,0.039164,0.015793,0.054451,0.015238,60.770511,-15.408945,0.151637
5267,124.781061,125.698643,237.392326,1.902471,-0.917582,58.628411,0.042307,0.029907,0.029368,0.032967,0.0298,49.991026,-8.14575,0.37692
5268,946.621673,979.405903,44560.424269,47.073108,-32.78423,10060.69704,0.064522,0.03978,0.012991,0.039749,0.031903,51.549494,-17.296417,0.462738
5269,154.544017,157.385885,571.128734,3.695573,-2.841868,158.274258,0.025942,0.036068,0.024025,0.025648,0.025891,52.07784,-8.803621,0.256403
5270,224.174676,227.510425,787.01142,3.510706,-3.335749,209.73797,0.042169,0.031214,0.016409,0.041181,0.019309,53.856171,-14.445774,0.249606
5271,86.957293,87.219215,115.49465,1.328177,-0.261922,22.473941,0.029414,0.020051,0.027804,0.052015,0.028728,50.320701,-14.543546,0.503081
5272,196.672032,199.274355,578.672706,2.942323,-2.602323,150.89434,0.054501,0.027443,0.019735,0.040812,0.017199,50.15372,-7.758656,0.324965
5273,198.053934,201.23504,560.141171,2.828225,-3.181106,153.374071,0.045038,0.039423,0.022384,0.028824,0.032447,56.549876,-8.790397,0.260453
5274,326.816017,333.108509,2238.240581,6.848626,-6.292492,596.013497,0.034819,0.035926,0.010398,0.042277,0.016203,55.032752,-9.434541,0.424043
5275,256.750771,247.740841,471.842424,1.837745,9.00993,120.260628,0.058317,0.026619,0.020313,0.039348,0.021109,55.303,-13.011314,0.375943
5276,100.236737,101.091787,131.232966,1.30923,-0.85505,27.903085,0.029627,0.021488,0.019234,0.03258,0.035705,60.536215,-17.940334,0.285742
5277,292.597393,298.564737,2245.491939,7.67434,-5.967344,598.943419,0.044156,0.035787,0.019689,0.046414,0.015386,63.400614,-14.1099,0.178812
5278,137.166845,138.231731,203.820251,1.485929,-1.064886,45.704803,0.048116,0.030418,0.022544,0.029763,0.036398,57.771551,-13.348217,0.216103
5279,713.230969,734.496288,15345.300018,21.51519,-21.265319,3816.231458,0.053125,0.047472,0.010506,0.031478,0.01617,57.233946,-8.553092,0.495035
5280,391.94562,401.233691,3828.493823,9.767921,-9.288071,1008.452472,0.041187,0.04922,0.011178,0.050541,0.026257,49.841701,-6.216739,0.494288
5281,286.957421,291.6168,1071.777401,3.73497,-4.659379,295.159812,0.040207,0.045666,0.01128,0.032505,0.034269,58.982941,-7.046368,0.167092
5282,205.019795,208.631696,603.612597,2.944167,-3.611901,165.078562,0.040496,0.046375,0.017579,0.029159,0.038658,48.024924,-10.749156,0.427574
5283,338.339827,343.640812,1286.255544,3.801668,-5.300985,348.823298,0.063517,0.046466,0.020123,0.05081,0.033892,52.298149,-12.029245,0.3523
5284,340.116315,347.969549,2939.33082,8.642134,-7.853234,785.96348,0.043236,0.046371,0.019614,0.033173,0.02521,62.316109,-6.622279,0.17909
5285,194.244473,196.127815,519.526601,2.674602,-1.883342,131.891545,0.062607,0.02566,0.028832,0.037023,0.016818,55.516257,-8.33211,0.36358
5286,266.80675,272.461084,1498.728371,5.617281,-5.654334,406.731057,0.06191,0.038469,0.02798,0.032038,0.021954,62.321633,-13.842146,0.255981
5287,383.843413,393.613587,4234.438278,11.031681,-9.770174,1111.118861,0.056841,0.044822,0.028375,0.047014,0.020846,64.24822,-10.64756,0.275703
5288,115.121861,115.626164,147.720391,1.283165,-0.504303,28.83052,0.034023,0.023122,0.016232,0.049473,0.031393,54.85773,-6.19991,0.155221
5289,339.724009,347.830439,2951.903082,8.689121,-8.10643,783.110027,0.034559,0.042956,0.015811,0.049802,0.021153,50.22368,-7.510097,0.485412
5290,338.413699,344.794233,1666.099412,4.923262,-6.380534,450.227595,0.062078,0.043777,0.019939,0.031732,0.028127,55.103358,-7.318634,0.387753
5291,272.607599,278.758391,2693.030173,9.878779,-6.150792,709.104745,0.026164,0.039495,0.019983,0.040357,0.016519,51.748766,-15.855939,0.4274
5292,247.616916,250.214911,546.213212,2.20588,-2.597995,147.473184,0.051559,0.0437,0.015845,0.045151,0.03991,62.207444,-6.086549,0.562046
5293,212.260585,216.111509,988.467167,4.656857,-3.850924,270.490925,0.032461,0.039192,0.016655,0.037381,0.025118,49.956178,-12.798791,0.5236
5294,230.11244,233.011233,761.082109,3.307436,-2.898793,203.917615,0.038269,0.035913,0.014153,0.051026,0.025151,53.185402,-15.475451,0.417293
5295,203.883224,205.937271,348.243949,1.708056,-2.054047,88.130632,0.040137,0.038417,0.013068,0.040941,0.03993,63.219983,-7.806741,0.174527
5296,175.855047,177.279423,331.281623,1.883833,-1.424376,84.699667,0.037821,0.039788,0.017063,0.040018,0.039632,50.445274,-9.438513,0.482633
5297,203.60264,207.24216,991.051413,4.867576,-3.63952,268.961639,0.031753,0.033574,0.015284,0.032013,0.018673,58.007917,-12.040105,0.152604
5298,464.016705,474.958366,10045.169238,21.648292,-10.941661,2362.663478,0.051164,0.024983,0.014077,0.037145,0.039852,54.724252,-11.259699,0.481524
5299,235.182709,240.658467,1830.283478,7.78239,-5.475758,494.111843,0.025954,0.038669,0.017973,0.028977,0.018945,61.499458,-6.172588,0.579582
5300,234.927063,237.82923,708.886786,3.017476,-2.902167,194.241032,0.035062,0.043057,0.013541,0.042686,0.034394,51.965902,-15.069547,0.405175
