scenario,time,node,state,system_performance,worst_node_state,system_performance_loss
baseline,106,public_health,1.010147,0.99542,0.905334,0.00458
baseline,106,retail_access,0.986177,0.99542,0.905334,0.00458
baseline,106,suppliers,0.998031,0.99542,0.905334,0.00458
baseline,106,transport,0.991326,0.99542,0.905334,0.00458
baseline,106,water,1.033161,0.99542,0.905334,0.00458
baseline,106,workforce,0.94452,0.99542,0.905334,0.00458
baseline,107,communications,1.011319,0.994555,0.910628,0.005445
baseline,107,emergency_response,1.019797,0.994555,0.910628,0.005445
baseline,107,finance,0.989627,0.994555,0.910628,0.005445
baseline,107,food_distribution,0.982706,0.994555,0.910628,0.005445
baseline,107,household_resilience,0.910628,0.994555,0.910628,0.005445
baseline,107,manufacturing,1.04619,0.994555,0.910628,0.005445
baseline,107,power,1.009141,0.994555,0.910628,0.005445
baseline,107,public_health,1.012749,0.994555,0.910628,0.005445
baseline,107,retail_access,0.971435,0.994555,0.910628,0.005445
baseline,107,suppliers,0.994853,0.994555,0.910628,0.005445
baseline,107,transport,0.997517,0.994555,0.910628,0.005445
baseline,107,water,1.033449,0.994555,0.910628,0.005445
baseline,107,workforce,0.949801,0.994555,0.910628,0.005445
baseline,108,communications,1.011423,0.999016,0.919351,0.000984
baseline,108,emergency_response,1.023562,0.999016,0.919351,0.000984
baseline,108,finance,0.990564,0.999016,0.919351,0.000984
baseline,108,food_distribution,0.985774,0.999016,0.919351,0.000984
baseline,108,household_resilience,0.919351,0.999016,0.919351,0.000984
baseline,108,manufacturing,1.047438,0.999016,0.919351,0.000984
baseline,108,power,1.011748,0.999016,0.919351,0.000984
baseline,108,public_health,1.025105,0.999016,0.919351,0.000984
baseline,108,retail_access,0.980835,0.999016,0.919351,0.000984
baseline,108,suppliers,0.997242,0.999016,0.919351,0.000984
baseline,108,transport,1.005656,0.999016,0.919351,0.000984
baseline,108,water,1.034382,0.999016,0.919351,0.000984
baseline,108,workforce,0.954128,0.999016,0.919351,0.000984
baseline,109,communications,1.018507,0.999705,0.924735,0.000295
baseline,109,emergency_response,1.023372,0.999705,0.924735,0.000295
baseline,109,finance,1.000311,0.999705,0.924735,0.000295
baseline,109,food_distribution,0.990113,0.999705,0.924735,0.000295
baseline,109,household_resilience,0.924735,0.999705,0.924735,0.000295
baseline,109,manufacturing,1.033317,0.999705,0.924735,0.000295
baseline,109,power,1.015116,0.999705,0.924735,0.000295
baseline,109,public_health,1.021208,0.999705,0.924735,0.000295
baseline,109,retail_access,0.988504,0.999705,0.924735,0.000295
baseline,109,suppliers,0.996787,0.999705,0.924735,0.000295
baseline,109,transport,0.99663,0.999705,0.924735,0.000295
baseline,109,water,1.033562,0.999705,0.924735,0.000295
baseline,109,workforce,0.953998,0.999705,0.924735,0.000295
baseline,110,communications,1.015072,1.002389,0.933786,-0.002389
baseline,110,emergency_response,1.027621,1.002389,0.933786,-0.002389
baseline,110,finance,1.011451,1.002389,0.933786,-0.002389
baseline,110,food_distribution,1.001571,1.002389,0.933786,-0.002389
baseline,110,household_resilience,0.933786,1.002389,0.933786,-0.002389
baseline,110,manufacturing,1.032912,1.002389,0.933786,-0.002389
baseline,110,power,1.020473,1.002389,0.933786,-0.002389
baseline,110,public_health,1.032381,1.002389,0.933786,-0.002389
baseline,110,retail_access,0.973504,1.002389,0.933786,-0.002389
baseline,110,suppliers,0.995963,1.002389,0.933786,-0.002389
baseline,110,transport,0.994838,1.002389,0.933786,-0.002389
baseline,110,water,1.028195,1.002389,0.933786,-0.002389
baseline,110,workforce,0.963286,1.002389,0.933786,-0.002389
baseline,111,communications,1.019169,1.000921,0.924112,-0.000921
baseline,111,emergency_response,1.025423,1.000921,0.924112,-0.000921
baseline,111,finance,0.999979,1.000921,0.924112,-0.000921
baseline,111,food_distribution,0.994528,1.000921,0.924112,-0.000921
baseline,111,household_resilience,0.924112,1.000921,0.924112,-0.000921
baseline,111,manufacturing,1.022096,1.000921,0.924112,-0.000921
baseline,111,power,1.032537,1.000921,0.924112,-0.000921
baseline,111,public_health,1.031933,1.000921,0.924112,-0.000921
baseline,111,retail_access,0.971309,1.000921,0.924112,-0.000921
baseline,111,suppliers,0.992084,1.000921,0.924112,-0.000921
baseline,111,transport,0.99347,1.000921,0.924112,-0.000921
baseline,111,water,1.032945,1.000921,0.924112,-0.000921
baseline,111,workforce,0.972388,1.000921,0.924112,-0.000921
baseline,112,communications,1.021257,0.999585,0.923198,0.000415
baseline,112,emergency_response,1.013889,0.999585,0.923198,0.000415
baseline,112,finance,1.009556,0.999585,0.923198,0.000415
baseline,112,food_distribution,0.995083,0.999585,0.923198,0.000415
baseline,112,household_resilience,0.923198,0.999585,0.923198,0.000415
baseline,112,manufacturing,1.008758,0.999585,0.923198,0.000415
baseline,112,power,1.030206,0.999585,0.923198,0.000415
baseline,112,public_health,1.015139,0.999585,0.923198,0.000415
baseline,112,retail_access,0.970494,0.999585,0.923198,0.000415
baseline,112,suppliers,0.995754,0.999585,0.923198,0.000415
baseline,112,transport,0.987401,0.999585,0.923198,0.000415
baseline,112,water,1.037681,0.999585,0.923198,0.000415
baseline,112,workforce,0.986195,0.999585,0.923198,0.000415
baseline,113,communications,1.027981,0.998675,0.921035,0.001325
baseline,113,emergency_response,1.018465,0.998675,0.921035,0.001325
baseline,113,finance,0.992159,0.998675,0.921035,0.001325
baseline,113,food_distribution,0.998462,0.998675,0.921035,0.001325
baseline,113,household_resilience,0.921035,0.998675,0.921035,0.001325
baseline,113,manufacturing,0.999193,0.998675,0.921035,0.001325
baseline,113,power,1.030441,0.998675,0.921035,0.001325
baseline,113,public_health,1.020954,0.998675,0.921035,0.001325
baseline,113,retail_access,0.97482,0.998675,0.921035,0.001325
baseline,113,suppliers,0.988272,0.998675,0.921035,0.001325
baseline,113,transport,0.979985,0.998675,0.921035,0.001325
baseline,113,water,1.045234,0.998675,0.921035,0.001325
baseline,113,workforce,0.985769,0.998675,0.921035,0.001325
baseline,114,communications,1.029877,0.999557,0.912415,0.000443
baseline,114,emergency_response,1.029806,0.999557,0.912415,0.000443
baseline,114,finance,0.994116,0.999557,0.912415,0.000443
baseline,114,food_distribution,0.98279,0.999557,0.912415,0.000443
baseline,114,household_resilience,0.912415,0.999557,0.912415,0.000443
baseline,114,manufacturing,1.007242,0.999557,0.912415,0.000443
baseline,114,power,1.029062,0.999557,0.912415,0.000443
baseline,114,public_health,1.022446,0.999557,0.912415,0.000443
baseline,114,retail_access,0.970684,0.999557,0.912415,0.000443
baseline,114,suppliers,0.987392,0.999557,0.912415,0.000443
baseline,114,transport,0.978503,0.999557,0.912415,0.000443
baseline,114,water,1.051829,0.999557,0.912415,0.000443
baseline,114,workforce,0.998073,0.999557,0.912415,0.000443
baseline,115,communications,1.034172,1.004146,0.92517,-0.004146
baseline,115,emergency_response,1.034574,1.004146,0.92517,-0.004146
baseline,115,finance,0.995666,1.004146,0.92517,-0.004146
baseline,115,food_distribution,0.987625,1.004146,0.92517,-0.004146
baseline,115,household_resilience,0.92517,1.004146,0.92517,-0.004146
baseline,115,manufacturing,1.003436,1.004146,0.92517,-0.004146
baseline,115,power,1.023577,1.004146,0.92517,-0.004146
baseline,115,public_health,1.01773,1.004146,0.92517,-0.004146
baseline,115,retail_access,0.969221,1.004146,0.92517,-0.004146
baseline,115,suppliers,0.985778,1.004146,0.92517,-0.004146
baseline,115,transport,1.002384,1.004146,0.92517,-0.004146
baseline,115,water,1.060367,1.004146,0.92517,-0.004146
baseline,115,workforce,1.014196,1.004146,0.92517,-0.004146
baseline,116,communications,1.046986,1.00789,0.926561,-0.00789
baseline,116,emergency_response,1.030405,1.00789,0.926561,-0.00789
baseline,116,finance,0.991984,1.00789,0.926561,-0.00789
baseline,116,food_distribution,0.991952,1.00789,0.926561,-0.00789
baseline,116,household_resilience,0.926561,1.00789,0.926561,-0.00789
baseline,116,manufacturing,1.010702,1.00789,0.926561,-0.00789
baseline,116,power,1.030852,1.00789,0.926561,-0.00789
baseline,116,public_health,1.024304,1.00789,0.926561,-0.00789
baseline,116,retail_access,0.972824,1.00789,0.926561,-0.00789
baseline,116,suppliers,0.98722,1.00789,0.926561,-0.00789
baseline,116,transport,1.012805,1.00789,0.926561,-0.00789
baseline,116,water,1.057163,1.00789,0.926561,-0.00789
baseline,116,workforce,1.018819,1.00789,0.926561,-0.00789
baseline,117,communications,1.037354,1.009749,0.934901,-0.009749
baseline,117,emergency_response,1.028053,1.009749,0.934901,-0.009749
baseline,117,finance,0.979217,1.009749,0.934901,-0.009749
baseline,117,food_distribution,0.999977,1.009749,0.934901,-0.009749
baseline,117,household_resilience,0.934901,1.009749,0.934901,-0.009749
baseline,117,manufacturing,1.007521,1.009749,0.934901,-0.009749
baseline,117,power,1.038636,1.009749,0.934901,-0.009749
baseline,117,public_health,1.023504,1.009749,0.934901,-0.009749
baseline,117,retail_access,0.981898,1.009749,0.934901,-0.009749
baseline,117,suppliers,0.983969,1.009749,0.934901,-0.009749
baseline,117,transport,1.022276,1.009749,0.934901,-0.009749
baseline,117,water,1.05879,1.009749,0.934901,-0.009749
baseline,117,workforce,1.030646,1.009749,0.934901,-0.009749
baseline,118,communications,1.046779,1.012722,0.941267,-0.012722
baseline,118,emergency_response,1.028964,1.012722,0.941267,-0.012722
baseline,118,finance,0.98243,1.012722,0.941267,-0.012722
baseline,118,food_distribution,1.009303,1.012722,0.941267,-0.012722
baseline,118,household_resilience,0.941267,1.012722,0.941267,-0.012722
baseline,118,manufacturing,1.003448,1.012722,0.941267,-0.012722
baseline,118,power,1.037493,1.012722,0.941267,-0.012722
baseline,118,public_health,1.030399,1.012722,0.941267,-0.012722
baseline,118,retail_access,0.987404,1.012722,0.941267,-0.012722
baseline,118,suppliers,0.983576,1.012722,0.941267,-0.012722
baseline,118,transport,1.029935,1.012722,0.941267,-0.012722
baseline,118,water,1.060534,1.012722,0.941267,-0.012722
baseline,118,workforce,1.023851,1.012722,0.941267,-0.012722
baseline,119,communications,1.044319,1.015262,0.942157,-0.015262
baseline,119,emergency_response,1.030307,1.015262,0.942157,-0.015262
baseline,119,finance,0.983549,1.015262,0.942157,-0.015262
baseline,119,food_distribution,1.01603,1.015262,0.942157,-0.015262
baseline,119,household_resilience,0.942157,1.015262,0.942157,-0.015262
baseline,119,manufacturing,1.006598,1.015262,0.942157,-0.015262
baseline,119,power,1.03248,1.015262,0.942157,-0.015262
baseline,119,public_health,1.038503,1.015262,0.942157,-0.015262
baseline,119,retail_access,1.003741,1.015262,0.942157,-0.015262
baseline,119,suppliers,0.987133,1.015262,0.942157,-0.015262
baseline,119,transport,1.030837,1.015262,0.942157,-0.015262
baseline,119,water,1.058371,1.015262,0.942157,-0.015262
baseline,119,workforce,1.024381,1.015262,0.942157,-0.015262
baseline,120,communications,1.028919,1.016288,0.942346,-0.016288
baseline,120,emergency_response,1.038139,1.016288,0.942346,-0.016288
baseline,120,finance,0.986065,1.016288,0.942346,-0.016288
baseline,120,food_distribution,1.024342,1.016288,0.942346,-0.016288
baseline,120,household_resilience,0.942346,1.016288,0.942346,-0.016288
baseline,120,manufacturing,1.012858,1.016288,0.942346,-0.016288
baseline,120,power,1.034164,1.016288,0.942346,-0.016288
baseline,120,public_health,1.046176,1.016288,0.942346,-0.016288
baseline,120,retail_access,1.003116,1.016288,0.942346,-0.016288
baseline,120,suppliers,0.988715,1.016288,0.942346,-0.016288
baseline,120,transport,1.031063,1.016288,0.942346,-0.016288
baseline,120,water,1.059599,1.016288,0.942346,-0.016288
baseline,120,workforce,1.016249,1.016288,0.942346,-0.016288
baseline,121,communications,1.032918,1.017594,0.941706,-0.017594
baseline,121,emergency_response,1.047809,1.017594,0.941706,-0.017594
baseline,121,finance,0.992008,1.017594,0.941706,-0.017594
baseline,121,food_distribution,1.029396,1.017594,0.941706,-0.017594
baseline,121,household_resilience,0.941706,1.017594,0.941706,-0.017594
baseline,121,manufacturing,1.016242,1.017594,0.941706,-0.017594
baseline,121,power,1.025851,1.017594,0.941706,-0.017594
baseline,121,public_health,1.047039,1.017594,0.941706,-0.017594
baseline,121,retail_access,0.99745,1.017594,0.941706,-0.017594
baseline,121,suppliers,0.984652,1.017594,0.941706,-0.017594
baseline,121,transport,1.029496,1.017594,0.941706,-0.017594
baseline,121,water,1.063797,1.017594,0.941706,-0.017594
baseline,121,workforce,1.020351,1.017594,0.941706,-0.017594
baseline,122,communications,1.035315,1.020696,0.950111,-0.020696
baseline,122,emergency_response,1.061111,1.020696,0.950111,-0.020696
baseline,122,finance,0.985751,1.020696,0.950111,-0.020696
baseline,122,food_distribution,1.034866,1.020696,0.950111,-0.020696
baseline,122,household_resilience,0.950111,1.020696,0.950111,-0.020696
baseline,122,manufacturing,1.015926,1.020696,0.950111,-0.020696
baseline,122,power,1.028585,1.020696,0.950111,-0.020696
baseline,122,public_health,1.053997,1.020696,0.950111,-0.020696
baseline,122,retail_access,1.006709,1.020696,0.950111,-0.020696
baseline,122,suppliers,0.984149,1.020696,0.950111,-0.020696
baseline,122,transport,1.028031,1.020696,0.950111,-0.020696
baseline,122,water,1.05954,1.020696,0.950111,-0.020696
baseline,122,workforce,1.024951,1.020696,0.950111,-0.020696
baseline,123,communications,1.030337,1.021033,0.952939,-0.021033
baseline,123,emergency_response,1.052537,1.021033,0.952939,-0.021033
baseline,123,finance,0.99303,1.021033,0.952939,-0.021033
baseline,123,food_distribution,1.019925,1.021033,0.952939,-0.021033
baseline,123,household_resilience,0.952939,1.021033,0.952939,-0.021033
baseline,123,manufacturing,1.019986,1.021033,0.952939,-0.021033
baseline,123,power,1.028502,1.021033,0.952939,-0.021033
baseline,123,public_health,1.055424,1.021033,0.952939,-0.021033
baseline,123,retail_access,1.011841,1.021033,0.952939,-0.021033
baseline,123,suppliers,0.990263,1.021033,0.952939,-0.021033
baseline,123,transport,1.029261,1.021033,0.952939,-0.021033
baseline,123,water,1.056984,1.021033,0.952939,-0.021033
baseline,123,workforce,1.032398,1.021033,0.952939,-0.021033
baseline,124,communications,1.042813,1.022972,0.960899,-0.022972
baseline,124,emergency_response,1.051506,1.022972,0.960899,-0.022972
baseline,124,finance,0.980634,1.022972,0.960899,-0.022972
baseline,124,food_distribution,1.025179,1.022972,0.960899,-0.022972
baseline,124,household_resilience,0.960899,1.022972,0.960899,-0.022972
baseline,124,manufacturing,1.019396,1.022972,0.960899,-0.022972
baseline,124,power,1.03705,1.022972,0.960899,-0.022972
baseline,124,public_health,1.049379,1.022972,0.960899,-0.022972
baseline,124,retail_access,1.013937,1.022972,0.960899,-0.022972
baseline,124,suppliers,0.984996,1.022972,0.960899,-0.022972
baseline,124,transport,1.035784,1.022972,0.960899,-0.022972
baseline,124,water,1.065369,1.022972,0.960899,-0.022972
baseline,124,workforce,1.031695,1.022972,0.960899,-0.022972
baseline,125,communications,1.039069,1.024543,0.964594,-0.024543
baseline,125,emergency_response,1.055157,1.024543,0.964594,-0.024543
baseline,125,finance,0.98186,1.024543,0.964594,-0.024543
baseline,125,food_distribution,1.029346,1.024543,0.964594,-0.024543
baseline,125,household_resilience,0.964594,1.024543,0.964594,-0.024543
baseline,125,manufacturing,1.019243,1.024543,0.964594,-0.024543
baseline,125,power,1.038283,1.024543,0.964594,-0.024543
baseline,125,public_health,1.047143,1.024543,0.964594,-0.024543
baseline,125,retail_access,1.013935,1.024543,0.964594,-0.024543
baseline,125,suppliers,0.991395,1.024543,0.964594,-0.024543
baseline,125,transport,1.037047,1.024543,0.964594,-0.024543
baseline,125,water,1.075877,1.024543,0.964594,-0.024543
baseline,125,workforce,1.026116,1.024543,0.964594,-0.024543
baseline,126,communications,1.046468,1.02551,0.960828,-0.02551
baseline,126,emergency_response,1.065121,1.02551,0.960828,-0.02551
baseline,126,finance,0.987237,1.02551,0.960828,-0.02551
baseline,126,food_distribution,1.022817,1.02551,0.960828,-0.02551
baseline,126,household_resilience,0.960828,1.02551,0.960828,-0.02551
baseline,126,manufacturing,1.011731,1.02551,0.960828,-0.02551
baseline,126,power,1.030393,1.02551,0.960828,-0.02551
baseline,126,public_health,1.051833,1.02551,0.960828,-0.02551
baseline,126,retail_access,1.026712,1.02551,0.960828,-0.02551
baseline,126,suppliers,0.988026,1.02551,0.960828,-0.02551
baseline,126,transport,1.039138,1.02551,0.960828,-0.02551
baseline,126,water,1.082211,1.02551,0.960828,-0.02551
baseline,126,workforce,1.019118,1.02551,0.960828,-0.02551
baseline,127,communications,1.043178,1.02745,0.96473,-0.02745
baseline,127,emergency_response,1.067807,1.02745,0.96473,-0.02745
baseline,127,finance,0.989548,1.02745,0.96473,-0.02745
baseline,127,food_distribution,1.036278,1.02745,0.96473,-0.02745
baseline,127,household_resilience,0.96473,1.02745,0.96473,-0.02745
baseline,127,manufacturing,1.004473,1.02745,0.96473,-0.02745
baseline,127,power,1.026816,1.02745,0.96473,-0.02745
baseline,127,public_health,1.063034,1.02745,0.96473,-0.02745
baseline,127,retail_access,1.031181,1.02745,0.96473,-0.02745
baseline,127,suppliers,0.986806,1.02745,0.96473,-0.02745
baseline,127,transport,1.035001,1.02745,0.96473,-0.02745
baseline,127,water,1.083251,1.02745,0.96473,-0.02745
baseline,127,workforce,1.024751,1.02745,0.96473,-0.02745
baseline,128,communications,1.048013,1.028514,0.963143,-0.028514
baseline,128,emergency_response,1.070881,1.028514,0.963143,-0.028514
baseline,128,finance,0.996762,1.028514,0.963143,-0.028514
baseline,128,food_distribution,1.040704,1.028514,0.963143,-0.028514
baseline,128,household_resilience,0.963143,1.028514,0.963143,-0.028514
baseline,128,manufacturing,1.005995,1.028514,0.963143,-0.028514
baseline,128,power,1.031315,1.028514,0.963143,-0.028514
baseline,128,public_health,1.065254,1.028514,0.963143,-0.028514
baseline,128,retail_access,1.034169,1.028514,0.963143,-0.028514
baseline,128,suppliers,0.976637,1.028514,0.963143,-0.028514
baseline,128,transport,1.026034,1.028514,0.963143,-0.028514
baseline,128,water,1.077126,1.028514,0.963143,-0.028514
baseline,128,workforce,1.034645,1.028514,0.963143,-0.028514
baseline,129,communications,1.042384,1.02971,0.965755,-0.02971
baseline,129,emergency_response,1.077259,1.02971,0.965755,-0.02971
baseline,129,finance,0.997638,1.02971,0.965755,-0.02971
baseline,129,food_distribution,1.039697,1.02971,0.965755,-0.02971
baseline,129,household_resilience,0.970968,1.02971,0.965755,-0.02971
baseline,129,manufacturing,1.005942,1.02971,0.965755,-0.02971
baseline,129,power,1.02607,1.02971,0.965755,-0.02971
baseline,129,public_health,1.076969,1.02971,0.965755,-0.02971
baseline,129,retail_access,1.041029,1.02971,0.965755,-0.02971
baseline,129,suppliers,0.965755,1.02971,0.965755,-0.02971
baseline,129,transport,1.030751,1.02971,0.965755,-0.02971
baseline,129,water,1.070569,1.02971,0.965755,-0.02971
baseline,129,workforce,1.041205,1.02971,0.965755,-0.02971
baseline,130,communications,1.042468,1.033189,0.971995,-0.033189
baseline,130,emergency_response,1.073798,1.033189,0.971995,-0.033189
baseline,130,finance,1.003836,1.033189,0.971995,-0.033189
baseline,130,food_distribution,1.046405,1.033189,0.971995,-0.033189
baseline,130,household_resilience,0.9771,1.033189,0.971995,-0.033189
baseline,130,manufacturing,0.996285,1.033189,0.971995,-0.033189
baseline,130,power,1.026867,1.033189,0.971995,-0.033189
baseline,130,public_health,1.088009,1.033189,0.971995,-0.033189
baseline,130,retail_access,1.045134,1.033189,0.971995,-0.033189
baseline,130,suppliers,0.971995,1.033189,0.971995,-0.033189
baseline,130,transport,1.040303,1.033189,0.971995,-0.033189
baseline,130,water,1.075051,1.033189,0.971995,-0.033189
baseline,130,workforce,1.044202,1.033189,0.971995,-0.033189
baseline,131,communications,1.044958,1.03415,0.967748,-0.03415
baseline,131,emergency_response,1.077709,1.03415,0.967748,-0.03415
baseline,131,finance,0.997079,1.03415,0.967748,-0.03415
baseline,131,food_distribution,1.045133,1.03415,0.967748,-0.03415
baseline,131,household_resilience,0.978005,1.03415,0.967748,-0.03415
baseline,131,manufacturing,0.995345,1.03415,0.967748,-0.03415
baseline,131,power,1.024995,1.03415,0.967748,-0.03415
baseline,131,public_health,1.10454,1.03415,0.967748,-0.03415
baseline,131,retail_access,1.046146,1.03415,0.967748,-0.03415
baseline,131,suppliers,0.967748,1.03415,0.967748,-0.03415
baseline,131,transport,1.041917,1.03415,0.967748,-0.03415
baseline,131,water,1.074184,1.03415,0.967748,-0.03415
baseline,131,workforce,1.046198,1.03415,0.967748,-0.03415
baseline,132,communications,1.041792,1.035951,0.97764,-0.035951
baseline,132,emergency_response,1.069431,1.035951,0.97764,-0.035951
baseline,132,finance,0.99731,1.035951,0.97764,-0.035951
baseline,132,food_distribution,1.057706,1.035951,0.97764,-0.035951
baseline,132,household_resilience,0.988157,1.035951,0.97764,-0.035951
baseline,132,manufacturing,0.992433,1.035951,0.97764,-0.035951
baseline,132,power,1.019765,1.035951,0.97764,-0.035951
baseline,132,public_health,1.113693,1.035951,0.97764,-0.035951
baseline,132,retail_access,1.049268,1.035951,0.97764,-0.035951
baseline,132,suppliers,0.97764,1.035951,0.97764,-0.035951
baseline,132,transport,1.039509,1.035951,0.97764,-0.035951
baseline,132,water,1.07721,1.035951,0.97764,-0.035951
baseline,132,workforce,1.043455,1.035951,0.97764,-0.035951
baseline,133,communications,1.046613,1.037029,0.974453,-0.037029
baseline,133,emergency_response,1.07681,1.037029,0.974453,-0.037029
baseline,133,finance,0.997242,1.037029,0.974453,-0.037029
baseline,133,food_distribution,1.06291,1.037029,0.974453,-0.037029
baseline,133,household_resilience,0.992802,1.037029,0.974453,-0.037029
baseline,133,manufacturing,0.989817,1.037029,0.974453,-0.037029
baseline,133,power,1.015379,1.037029,0.974453,-0.037029
baseline,133,public_health,1.105986,1.037029,0.974453,-0.037029
baseline,133,retail_access,1.053069,1.037029,0.974453,-0.037029
baseline,133,suppliers,0.974453,1.037029,0.974453,-0.037029
baseline,133,transport,1.039634,1.037029,0.974453,-0.037029
baseline,133,water,1.076413,1.037029,0.974453,-0.037029
baseline,133,workforce,1.050254,1.037029,0.974453,-0.037029
baseline,134,communications,1.04666,1.03905,0.973894,-0.03905
baseline,134,emergency_response,1.068118,1.03905,0.973894,-0.03905
baseline,134,finance,1.002362,1.03905,0.973894,-0.03905
baseline,134,food_distribution,1.063415,1.03905,0.973894,-0.03905
baseline,134,household_resilience,1.004561,1.03905,0.973894,-0.03905
baseline,134,manufacturing,0.988578,1.03905,0.973894,-0.03905
baseline,134,power,1.020382,1.03905,0.973894,-0.03905
baseline,134,public_health,1.102294,1.03905,0.973894,-0.03905
baseline,134,retail_access,1.055824,1.03905,0.973894,-0.03905
baseline,134,suppliers,0.973894,1.03905,0.973894,-0.03905
baseline,134,transport,1.038904,1.03905,0.973894,-0.03905
baseline,134,water,1.077752,1.03905,0.973894,-0.03905
baseline,134,workforce,1.064902,1.03905,0.973894,-0.03905
baseline,135,communications,1.057489,1.042016,0.980337,-0.042016
baseline,135,emergency_response,1.066389,1.042016,0.980337,-0.042016
baseline,135,finance,1.002485,1.042016,0.980337,-0.042016
baseline,135,food_distribution,1.059306,1.042016,0.980337,-0.042016
baseline,135,household_resilience,1.002353,1.042016,0.980337,-0.042016
baseline,135,manufacturing,0.989449,1.042016,0.980337,-0.042016
baseline,135,power,1.024803,1.042016,0.980337,-0.042016
baseline,135,public_health,1.104081,1.042016,0.980337,-0.042016
baseline,135,retail_access,1.060974,1.042016,0.980337,-0.042016
baseline,135,suppliers,0.980337,1.042016,0.980337,-0.042016
baseline,135,transport,1.043748,1.042016,0.980337,-0.042016
baseline,135,water,1.081383,1.042016,0.980337,-0.042016
baseline,135,workforce,1.073414,1.042016,0.980337,-0.042016
baseline,136,communications,1.055872,1.044523,0.982459,-0.044523
baseline,136,emergency_response,1.070594,1.044523,0.982459,-0.044523
baseline,136,finance,1.005827,1.044523,0.982459,-0.044523
baseline,136,food_distribution,1.065607,1.044523,0.982459,-0.044523
baseline,136,household_resilience,1.015533,1.044523,0.982459,-0.044523
baseline,136,manufacturing,0.982459,1.044523,0.982459,-0.044523
baseline,136,power,1.026727,1.044523,0.982459,-0.044523
baseline,136,public_health,1.092661,1.044523,0.982459,-0.044523
baseline,136,retail_access,1.053842,1.044523,0.982459,-0.044523
baseline,136,suppliers,0.987885,1.044523,0.982459,-0.044523
baseline,136,transport,1.055508,1.044523,0.982459,-0.044523
baseline,136,water,1.079577,1.044523,0.982459,-0.044523
baseline,136,workforce,1.086705,1.044523,0.982459,-0.044523
baseline,137,communications,1.055986,1.047049,0.982435,-0.047049
baseline,137,emergency_response,1.069688,1.047049,0.982435,-0.047049
baseline,137,finance,0.996317,1.047049,0.982435,-0.047049
baseline,137,food_distribution,1.064727,1.047049,0.982435,-0.047049
baseline,137,household_resilience,1.016353,1.047049,0.982435,-0.047049
baseline,137,manufacturing,0.982435,1.047049,0.982435,-0.047049
baseline,137,power,1.039856,1.047049,0.982435,-0.047049
baseline,137,public_health,1.098939,1.047049,0.982435,-0.047049
baseline,137,retail_access,1.064761,1.047049,0.982435,-0.047049
baseline,137,suppliers,0.996779,1.047049,0.982435,-0.047049
baseline,137,transport,1.054197,1.047049,0.982435,-0.047049
baseline,137,water,1.075122,1.047049,0.982435,-0.047049
baseline,137,workforce,1.096473,1.047049,0.982435,-0.047049
baseline,138,communications,1.063854,1.050166,0.984299,-0.050166
baseline,138,emergency_response,1.075339,1.050166,0.984299,-0.050166
baseline,138,finance,1.0018,1.050166,0.984299,-0.050166
baseline,138,food_distribution,1.06431,1.050166,0.984299,-0.050166
baseline,138,household_resilience,1.031472,1.050166,0.984299,-0.050166
baseline,138,manufacturing,0.984299,1.050166,0.984299,-0.050166
baseline,138,power,1.03939,1.050166,0.984299,-0.050166
baseline,138,public_health,1.10039,1.050166,0.984299,-0.050166
baseline,138,retail_access,1.063737,1.050166,0.984299,-0.050166
baseline,138,suppliers,0.993558,1.050166,0.984299,-0.050166
baseline,138,transport,1.061579,1.050166,0.984299,-0.050166
baseline,138,water,1.077953,1.050166,0.984299,-0.050166
baseline,138,workforce,1.094475,1.050166,0.984299,-0.050166
baseline,139,communications,1.068392,1.054975,0.987275,-0.054975
baseline,139,emergency_response,1.076021,1.054975,0.987275,-0.054975
baseline,139,finance,1.013515,1.054975,0.987275,-0.054975
baseline,139,food_distribution,1.068639,1.054975,0.987275,-0.054975
baseline,139,household_resilience,1.043426,1.054975,0.987275,-0.054975
baseline,139,manufacturing,0.987275,1.054975,0.987275,-0.054975
baseline,139,power,1.041136,1.054975,0.987275,-0.054975
baseline,139,public_health,1.102048,1.054975,0.987275,-0.054975
baseline,139,retail_access,1.080548,1.054975,0.987275,-0.054975
baseline,139,suppliers,0.996952,1.054975,0.987275,-0.054975
baseline,139,transport,1.057958,1.054975,0.987275,-0.054975
baseline,139,water,1.080192,1.054975,0.987275,-0.054975
baseline,139,workforce,1.098576,1.054975,0.987275,-0.054975
baseline,140,communications,1.065527,1.056418,0.986545,-0.056418
baseline,140,emergency_response,1.079271,1.056418,0.986545,-0.056418
baseline,140,finance,0.999128,1.056418,0.986545,-0.056418
baseline,140,food_distribution,1.080184,1.056418,0.986545,-0.056418
baseline,140,household_resilience,1.05325,1.056418,0.986545,-0.056418
baseline,140,manufacturing,0.986545,1.056418,0.986545,-0.056418
baseline,140,power,1.032895,1.056418,0.986545,-0.056418
baseline,140,public_health,1.111603,1.056418,0.986545,-0.056418
baseline,140,retail_access,1.078631,1.056418,0.986545,-0.056418
baseline,140,suppliers,1.001998,1.056418,0.986545,-0.056418
baseline,140,transport,1.059779,1.056418,0.986545,-0.056418
baseline,140,water,1.080805,1.056418,0.986545,-0.056418
baseline,140,workforce,1.103812,1.056418,0.986545,-0.056418
high_coupling,0,communications,1.0,1.0,1.0,0.0
high_coupling,0,emergency_response,1.0,1.0,1.0,0.0
