scenario,time,resource_stock,demand,scarcity,conservation,regeneration,extraction,unmet_demand,critical_threshold,below_critical_threshold,overshoot
technology_rebound,43,1.564364,14.258067,0.977652,0.3,0.123191,0.281585,13.976482,20.0,True,True
technology_rebound,44,1.40597,14.685809,0.979915,0.3,0.110896,0.253075,14.432735,20.0,True,True
technology_rebound,45,1.263791,15.126383,0.981946,0.3,0.099826,0.227482,14.898901,20.0,True,True
technology_rebound,46,1.136134,15.580175,0.98377,0.3,0.089858,0.204504,15.375671,20.0,True,True
technology_rebound,47,1.021488,16.04758,0.985407,0.3,0.080884,0.183868,15.863712,20.0,True,True
technology_rebound,48,0.918505,16.529008,0.986879,0.3,0.072805,0.165331,16.363677,20.0,True,True
technology_rebound,49,0.825979,17.024878,0.9882,0.3,0.065533,0.148676,16.876201,20.0,True,True
technology_rebound,50,0.742836,17.535624,0.989388,0.3,0.058985,0.13371,17.401914,20.0,True,True
technology_rebound,51,0.668111,18.061693,0.990456,0.3,0.053092,0.12026,17.941433,20.0,True,True
technology_rebound,52,0.600942,18.603544,0.991415,0.3,0.047786,0.10817,18.495374,20.0,True,True
technology_rebound,53,0.540559,19.16165,0.992278,0.3,0.043011,0.097301,19.064349,20.0,True,True
technology_rebound,54,0.48627,19.736499,0.993053,0.3,0.038712,0.087529,19.648971,20.0,True,True
technology_rebound,55,0.437453,20.328594,0.993751,0.3,0.034843,0.078742,20.249853,20.0,True,True
technology_rebound,56,0.393555,20.938452,0.994378,0.3,0.03136,0.07084,20.867612,20.0,True,True
technology_rebound,57,0.354076,21.566606,0.994942,0.3,0.028226,0.063734,21.502872,20.0,True,True
technology_rebound,58,0.318568,22.213604,0.995449,0.3,0.025404,0.057342,22.156262,20.0,True,True
technology_rebound,59,0.28663,22.880012,0.995905,0.3,0.022865,0.051593,22.828419,20.0,True,True
technology_rebound,60,0.257901,23.566412,0.996316,0.3,0.020579,0.046422,23.51999,20.0,True,True
technology_rebound,61,0.232058,24.273405,0.996685,0.3,0.018522,0.04177,24.231634,20.0,True,True
technology_rebound,62,0.208809,25.001607,0.997017,0.3,0.01667,0.037586,24.964021,20.0,True,True
technology_rebound,63,0.187893,25.751655,0.997316,0.3,0.015003,0.033821,25.717834,20.0,True,True
technology_rebound,64,0.169076,26.524205,0.997585,0.3,0.013503,0.030434,26.493771,20.0,True,True
technology_rebound,65,0.152145,27.319931,0.997826,0.3,0.012153,0.027386,27.292545,20.0,True,True
technology_rebound,66,0.136912,28.139529,0.998044,0.3,0.010938,0.024644,28.114885,20.0,True,True
technology_rebound,67,0.123206,28.983715,0.99824,0.3,0.009844,0.022177,28.961538,20.0,True,True
technology_rebound,68,0.110873,29.853226,0.998416,0.3,0.00886,0.019957,29.833269,20.0,True,True
technology_rebound,69,0.099776,30.748823,0.998575,0.3,0.007974,0.01796,30.730863,20.0,True,True
technology_rebound,70,0.08979,31.671288,0.998717,0.3,0.007177,0.016162,31.655125,20.0,True,True
technology_rebound,71,0.080805,32.621426,0.998846,0.3,0.006459,0.014545,32.606881,20.0,True,True
technology_rebound,72,0.072719,33.600069,0.998961,0.3,0.005813,0.013089,33.58698,20.0,True,True
technology_rebound,73,0.065443,34.608071,0.999065,0.3,0.005232,0.01178,34.596291,20.0,True,True
technology_rebound,74,0.058895,35.646313,0.999159,0.3,0.004709,0.010601,35.635712,20.0,True,True
technology_rebound,75,0.053003,36.715703,0.999243,0.3,0.004238,0.009541,36.706162,20.0,True,True
technology_rebound,76,0.0477,37.817174,0.999319,0.3,0.003814,0.008586,37.808588,20.0,True,True
technology_rebound,77,0.042929,38.951689,0.999387,0.3,0.003433,0.007727,38.943962,20.0,True,True
technology_rebound,78,0.038634,40.12024,0.999448,0.3,0.00309,0.006954,40.113285,20.0,True,True
technology_rebound,79,0.03477,41.323847,0.999503,0.3,0.002781,0.006259,41.317588,20.0,True,True
regeneration_stress,0,80.0,4.0,0.0,0.0,0.72,4.0,0.0,20.0,False,True
regeneration_stress,1,76.72,4.06,0.0,0.0,0.803719,4.06,0.0,20.0,False,True
regeneration_stress,2,73.463719,4.1209,0.0,0.0,0.877254,4.1209,0.0,20.0,False,True
regeneration_stress,3,70.220073,4.182713,0.0,0.0,0.941017,4.182713,0.0,20.0,False,True
regeneration_stress,4,66.978376,4.245454,0.043166,0.019425,0.995281,4.162987,0.082467,20.0,False,True
regeneration_stress,5,63.81067,4.309136,0.088419,0.039789,1.039169,4.137682,0.171454,20.0,False,True
regeneration_stress,6,60.712157,4.373773,0.132683,0.059708,1.073362,4.112626,0.261147,20.0,False,True
regeneration_stress,7,57.672894,4.43938,0.176102,0.079246,1.098507,4.087578,0.351802,20.0,False,True
regeneration_stress,8,54.683823,4.50597,0.218803,0.098461,1.115128,4.062307,0.443663,20.0,False,True
regeneration_stress,9,51.736643,4.57356,0.260905,0.117407,1.123643,4.036591,0.536969,20.0,False,True
regeneration_stress,10,48.823696,4.642163,0.302519,0.136133,1.124377,4.01021,0.631953,20.0,False,True
regeneration_stress,11,45.937863,4.711796,0.343745,0.154685,1.117575,3.982951,0.728845,20.0,False,True
regeneration_stress,12,43.072487,4.782473,0.384679,0.173105,1.103404,3.954601,0.827872,20.0,False,True
regeneration_stress,13,40.22129,4.85421,0.42541,0.191435,1.08197,3.924946,0.929264,20.0,False,True
regeneration_stress,14,37.378314,4.927023,0.466024,0.209711,1.053312,3.893773,1.03325,20.0,False,True
regeneration_stress,15,34.537853,5.000928,0.506602,0.227971,1.017415,3.860862,1.140066,20.0,False,True
regeneration_stress,16,31.694406,5.075942,0.547223,0.24625,0.974207,3.803329,1.272613,20.0,False,True
regeneration_stress,17,28.865284,5.152081,0.587639,0.264437,0.923996,3.463834,1.688247,20.0,False,True
regeneration_stress,18,26.325446,5.229363,0.623922,0.280765,0.872782,3.159054,2.070309,20.0,False,True
regeneration_stress,19,24.039174,5.307803,0.656583,0.295462,0.821716,2.884701,2.423102,20.0,False,True
regeneration_stress,20,21.97619,5.38742,0.686054,0.308724,0.7716,2.637143,2.750277,20.0,False,True
regeneration_stress,21,20.110646,5.468231,0.712705,0.320717,0.722982,2.413278,3.054954,20.0,False,True
regeneration_stress,22,18.420351,5.550255,0.736852,0.331583,0.676227,2.210442,3.339813,20.0,True,True
regeneration_stress,23,16.886135,5.633509,0.758769,0.341446,0.631562,2.026336,3.607172,20.0,True,True
regeneration_stress,24,15.491361,5.718011,0.778695,0.35,0.589119,1.858963,3.859048,20.0,True,True
regeneration_stress,25,14.221517,5.803781,0.796835,0.35,0.548955,1.706582,4.097199,20.0,True,True
regeneration_stress,26,13.06389,5.890838,0.813373,0.35,0.511076,1.567667,4.323171,20.0,True,True
regeneration_stress,27,12.007299,5.979201,0.828467,0.35,0.47545,1.440876,4.538325,20.0,True,True
regeneration_stress,28,11.041873,6.068889,0.842259,0.35,0.442019,1.325025,4.743864,20.0,True,True
regeneration_stress,29,10.158867,6.159922,0.854873,0.35,0.410708,1.219064,4.940858,20.0,True,True
regeneration_stress,30,9.350511,6.252321,0.866421,0.35,0.381429,1.122061,5.13026,20.0,True,True
regeneration_stress,31,8.609878,6.346106,0.877002,0.35,0.354086,1.033185,5.31292,20.0,True,True
regeneration_stress,32,7.930779,6.441297,0.886703,0.35,0.328581,0.951693,5.489604,20.0,True,True
regeneration_stress,33,7.307667,6.537917,0.895605,0.35,0.304814,0.87692,5.660997,20.0,True,True
regeneration_stress,34,6.735561,6.635985,0.903778,0.35,0.282685,0.808267,5.827718,20.0,True,True
regeneration_stress,35,6.209978,6.735525,0.911286,0.35,0.262095,0.745197,5.990328,20.0,True,True
regeneration_stress,36,5.726876,6.836558,0.918187,0.35,0.242951,0.687225,6.149333,20.0,True,True
regeneration_stress,37,5.282602,6.939107,0.924534,0.35,0.225159,0.633912,6.305194,20.0,True,True
regeneration_stress,38,4.873849,7.043193,0.930374,0.35,0.208634,0.584862,6.458331,20.0,True,True
regeneration_stress,39,4.497621,7.148841,0.935748,0.35,0.19329,0.539714,6.609127,20.0,True,True
regeneration_stress,40,4.151196,7.256074,0.940697,0.35,0.179049,0.498144,6.75793,20.0,True,True
regeneration_stress,41,3.832102,7.364915,0.945256,0.35,0.165836,0.459852,6.905062,20.0,True,True
regeneration_stress,42,3.538086,7.475388,0.949456,0.35,0.153581,0.42457,7.050818,20.0,True,True
regeneration_stress,43,3.267097,7.587519,0.953327,0.35,0.142216,0.392052,7.195468,20.0,True,True
regeneration_stress,44,3.017261,7.701332,0.956896,0.35,0.13168,0.362071,7.339261,20.0,True,True
regeneration_stress,45,2.78687,7.816852,0.960188,0.35,0.121914,0.334424,7.482428,20.0,True,True
regeneration_stress,46,2.57436,7.934105,0.963223,0.35,0.112864,0.308923,7.625182,20.0,True,True
regeneration_stress,47,2.3783,8.053116,0.966024,0.35,0.104478,0.285396,7.76772,20.0,True,True
regeneration_stress,48,2.197382,8.173913,0.968609,0.35,0.096709,0.263686,7.910227,20.0,True,True
regeneration_stress,49,2.030406,8.296522,0.970994,0.35,0.089513,0.243649,8.052873,20.0,True,True
regeneration_stress,50,1.87627,8.42097,0.973196,0.35,0.082848,0.225152,8.195817,20.0,True,True
regeneration_stress,51,1.733966,8.547284,0.975229,0.35,0.076675,0.208076,8.339208,20.0,True,True
regeneration_stress,52,1.602565,8.675493,0.977106,0.35,0.07096,0.192308,8.483186,20.0,True,True
regeneration_stress,53,1.481217,8.805626,0.97884,0.35,0.065667,0.177746,8.62788,20.0,True,True
regeneration_stress,54,1.369139,8.93771,0.980441,0.35,0.060768,0.164297,8.773414,20.0,True,True
regeneration_stress,55,1.26561,9.071776,0.98192,0.35,0.056232,0.151873,8.919903,20.0,True,True
regeneration_stress,56,1.169968,9.207853,0.983286,0.35,0.052033,0.140396,9.067456,20.0,True,True
regeneration_stress,57,1.081605,9.34597,0.984549,0.35,0.048146,0.129793,9.216178,20.0,True,True
regeneration_stress,58,0.999958,9.48616,0.985715,0.35,0.044548,0.119995,9.366165,20.0,True,True
regeneration_stress,59,0.924511,9.628452,0.986793,0.35,0.041218,0.110941,9.517511,20.0,True,True
regeneration_stress,60,0.854788,9.772879,0.987789,0.35,0.038137,0.102575,9.670305,20.0,True,True
regeneration_stress,61,0.79035,9.919472,0.988709,0.35,0.035285,0.094842,9.82463,20.0,True,True
regeneration_stress,62,0.730793,10.068264,0.98956,0.35,0.032645,0.087695,9.980569,20.0,True,True
regeneration_stress,63,0.675743,10.219288,0.990347,0.35,0.030203,0.081089,10.138199,20.0,True,True
regeneration_stress,64,0.624857,10.372578,0.991073,0.35,0.027943,0.074983,10.297595,20.0,True,True
regeneration_stress,65,0.577817,10.528166,0.991745,0.35,0.025852,0.069338,10.458828,20.0,True,True
regeneration_stress,66,0.53433,10.686089,0.992367,0.35,0.023916,0.06412,10.621969,20.0,True,True
regeneration_stress,67,0.494127,10.84638,0.992941,0.35,0.022126,0.059295,10.787085,20.0,True,True
regeneration_stress,68,0.456958,11.009076,0.993472,0.35,0.020469,0.054835,10.954241,20.0,True,True
regeneration_stress,69,0.422592,11.174212,0.993963,0.35,0.018936,0.050711,11.123501,20.0,True,True
regeneration_stress,70,0.390817,11.341825,0.994417,0.35,0.017518,0.046898,11.294927,20.0,True,True
regeneration_stress,71,0.361437,11.511953,0.994837,0.35,0.016206,0.043372,11.46858,20.0,True,True
regeneration_stress,72,0.334271,11.684632,0.995225,0.35,0.014992,0.040112,11.644519,20.0,True,True
regeneration_stress,73,0.30915,11.859901,0.995584,0.35,0.013869,0.037098,11.822803,20.0,True,True
regeneration_stress,74,0.285921,12.0378,0.995915,0.35,0.01283,0.03431,12.003489,20.0,True,True
regeneration_stress,75,0.26444,12.218367,0.996222,0.35,0.011868,0.031733,12.186634,20.0,True,True
regeneration_stress,76,0.244575,12.401642,0.996506,0.35,0.010979,0.029349,12.372293,20.0,True,True
regeneration_stress,77,0.226205,12.587667,0.996768,0.35,0.010156,0.027145,12.560522,20.0,True,True
regeneration_stress,78,0.209217,12.776482,0.997011,0.35,0.009395,0.025106,12.751376,20.0,True,True
regeneration_stress,79,0.193506,12.968129,0.997236,0.35,0.008691,0.023221,12.944908,20.0,True,True
delayed_governance,0,80.0,4.0,0.0,0.0,1.28,4.0,0.0,20.0,False,True
delayed_governance,1,77.28,4.1,0.0,0.0,1.404641,4.1,0.0,20.0,False,True
delayed_governance,2,74.584641,4.2025,0.0,0.0,1.516476,4.2025,0.0,20.0,False,True
delayed_governance,3,71.898618,4.307562,0.0,0.0,1.61636,4.307562,0.0,20.0,False,True
delayed_governance,4,69.207416,4.415252,0.011323,0.002265,1.70486,4.405253,0.009998,20.0,False,True
delayed_governance,5,66.507023,4.525633,0.0499,0.00998,1.782015,4.480467,0.045166,20.0,False,True
delayed_governance,6,63.80857,4.638774,0.088449,0.01769,1.847459,4.556715,0.082059,20.0,False,True
delayed_governance,7,61.099314,4.754743,0.127153,0.025431,1.901444,4.633827,0.120916,20.0,False,True
delayed_governance,8,58.366931,4.873612,0.166187,0.033237,1.943996,4.711626,0.161986,20.0,False,True
delayed_governance,9,55.599301,4.995452,0.205724,0.041145,1.974918,4.789915,0.205537,20.0,False,True
delayed_governance,10,52.784304,5.120338,0.245939,0.049188,1.993798,4.868481,0.251858,20.0,False,True
delayed_governance,11,49.909622,5.248347,0.287005,0.057401,1.999993,4.947086,0.301261,20.0,False,True
delayed_governance,12,46.962529,5.379555,0.329107,0.065821,1.992619,5.025466,0.35409,20.0,False,True
delayed_governance,13,43.929683,5.514044,0.372433,0.074487,1.970521,5.103322,0.410723,20.0,False,True
delayed_governance,14,40.796882,5.651895,0.417187,0.083437,1.932242,4.895626,0.756269,20.0,False,True
delayed_governance,15,37.833498,5.793193,0.459521,0.091904,1.881581,4.54002,1.253173,20.0,False,True
delayed_governance,16,35.175059,5.938022,0.497499,0.0995,1.824177,4.221007,1.717015,20.0,False,True
delayed_governance,17,32.778229,6.086473,0.53174,0.106348,1.762728,3.933388,2.153086,20.0,False,True
delayed_governance,18,30.60757,6.238635,0.562749,0.11255,1.699147,3.672908,2.565726,20.0,False,True
delayed_governance,19,28.633809,6.394601,0.590946,0.118189,1.634789,3.436057,2.958544,20.0,False,True
delayed_governance,20,26.83254,6.554466,0.616678,0.123336,1.570615,3.219905,3.334561,20.0,False,True
delayed_governance,21,25.183251,6.718327,0.640239,0.128048,1.507303,3.02199,3.696337,20.0,False,True
delayed_governance,22,23.668564,6.886286,0.661878,0.132376,1.445324,2.840228,4.046058,20.0,False,True
delayed_governance,23,22.27366,7.058443,0.681805,0.136361,1.385,2.672839,4.385603,20.0,False,True
delayed_governance,24,20.985821,7.234904,0.700203,0.140041,1.326542,2.518299,4.716605,20.0,False,True
delayed_governance,25,19.794065,7.415776,0.717228,0.143446,1.270081,2.375288,5.040489,20.0,True,True
delayed_governance,26,18.688858,7.601171,0.733016,0.146603,1.21569,2.242663,5.358508,20.0,True,True
delayed_governance,27,17.661885,7.7912,0.747687,0.149537,1.163397,2.119426,5.671774,20.0,True,True
delayed_governance,28,16.705856,7.98598,0.761345,0.152269,1.1132,2.004703,5.981277,20.0,True,True
delayed_governance,29,15.814353,8.18563,0.774081,0.154816,1.065073,1.897722,6.287907,20.0,True,True
delayed_governance,30,14.981704,8.39027,0.785976,0.157195,1.018975,1.797804,6.592466,20.0,True,True
delayed_governance,31,14.202875,8.600027,0.797102,0.15942,0.974853,1.704345,6.895682,20.0,True,True
delayed_governance,32,13.473382,8.815028,0.807523,0.161505,0.932645,1.616806,7.198222,20.0,True,True
delayed_governance,33,12.789221,9.035403,0.817297,0.163459,0.892286,1.534707,7.500697,20.0,True,True
delayed_governance,34,12.146801,9.261289,0.826474,0.165295,0.853708,1.457616,7.803672,20.0,True,True
delayed_governance,35,11.542893,9.492821,0.835102,0.16702,0.816841,1.385147,8.107674,20.0,True,True
delayed_governance,36,10.974587,9.730141,0.84322,0.168644,0.781614,1.31695,8.413191,20.0,True,True
delayed_governance,37,10.43925,9.973395,0.850868,0.170174,0.747958,1.25271,8.720685,20.0,True,True
delayed_governance,38,9.934498,10.22273,0.858079,0.171616,0.715804,1.19214,9.03059,20.0,True,True
delayed_governance,39,9.458162,10.478298,0.864883,0.172977,0.685088,1.134979,9.343318,20.0,True,True
delayed_governance,40,9.008271,10.740255,0.87131,0.174262,0.655742,1.080992,9.659263,20.0,True,True
delayed_governance,41,8.583021,11.008762,0.877385,0.175477,0.627707,1.029962,9.978799,20.0,True,True
delayed_governance,42,8.180765,11.283981,0.883132,0.176626,0.600921,0.981692,10.302289,20.0,True,True
delayed_governance,43,7.799995,11.56608,0.888572,0.177714,0.575328,0.935999,10.630081,20.0,True,True
delayed_governance,44,7.439323,11.855232,0.893724,0.178745,0.550871,0.892719,10.962514,20.0,True,True
delayed_governance,45,7.097475,12.151613,0.898607,0.179721,0.527499,0.851697,11.299916,20.0,True,True
delayed_governance,46,6.773277,12.455403,0.903239,0.180648,0.50516,0.812793,11.64261,20.0,True,True
delayed_governance,47,6.465644,12.766789,0.907634,0.181527,0.483808,0.775877,11.990911,20.0,True,True
delayed_governance,48,6.173575,13.085958,0.911806,0.182361,0.463396,0.740829,12.345129,20.0,True,True
delayed_governance,49,5.896141,13.413107,0.915769,0.183154,0.44388,0.707537,12.70557,20.0,True,True
delayed_governance,50,5.632484,13.748435,0.919536,0.183907,0.425219,0.675898,13.072537,20.0,True,True
delayed_governance,51,5.381805,14.092146,0.923117,0.184623,0.407373,0.645817,13.446329,20.0,True,True
delayed_governance,52,5.143361,14.444449,0.926523,0.185305,0.390306,0.617203,13.827246,20.0,True,True
delayed_governance,53,4.916464,14.805561,0.929765,0.185953,0.37398,0.589976,14.215585,20.0,True,True
delayed_governance,54,4.700468,15.1757,0.93285,0.18657,0.358362,0.564056,14.611644,20.0,True,True
delayed_governance,55,4.494774,15.555092,0.935789,0.187158,0.343419,0.539373,15.015719,20.0,True,True
delayed_governance,56,4.29882,15.943969,0.938588,0.187718,0.329122,0.515858,15.428111,20.0,True,True
delayed_governance,57,4.112084,16.342569,0.941256,0.188251,0.315439,0.49345,15.849119,20.0,True,True
delayed_governance,58,3.934073,16.751133,0.943799,0.18876,0.302344,0.472089,16.279044,20.0,True,True
delayed_governance,59,3.764328,17.169911,0.946224,0.189245,0.28981,0.451719,16.718192,20.0,True,True
delayed_governance,60,3.602419,17.599159,0.948537,0.189707,0.277812,0.43229,17.166869,20.0,True,True
delayed_governance,61,3.44794,18.039138,0.950744,0.190149,0.266325,0.413753,17.625385,20.0,True,True
delayed_governance,62,3.300512,18.490116,0.95285,0.19057,0.255326,0.396061,18.094055,20.0,True,True
delayed_governance,63,3.159777,18.952369,0.95486,0.190972,0.244795,0.379173,18.573196,20.0,True,True
delayed_governance,64,3.025399,19.426179,0.95678,0.191356,0.234709,0.363048,19.063131,20.0,True,True
delayed_governance,65,2.89706,19.911833,0.958613,0.191723,0.22505,0.347647,19.564186,20.0,True,True
delayed_governance,66,2.774463,20.409629,0.960365,0.192073,0.215799,0.332936,20.076693,20.0,True,True
delayed_governance,67,2.657327,20.91987,0.962038,0.192408,0.206937,0.318879,20.60099,20.0,True,True
delayed_governance,68,2.545385,21.442866,0.963637,0.192727,0.198448,0.305446,21.13742,20.0,True,True
delayed_governance,69,2.438386,21.978938,0.965166,0.193033,0.190314,0.292606,21.686332,20.0,True,True
delayed_governance,70,2.336094,22.528411,0.966627,0.193325,0.182522,0.280331,22.24808,20.0,True,True
delayed_governance,71,2.238284,23.091622,0.968025,0.193605,0.175055,0.268594,22.823028,20.0,True,True
delayed_governance,72,2.144745,23.668912,0.969361,0.193872,0.1679,0.257369,23.411543,20.0,True,True
delayed_governance,73,2.055275,24.260635,0.970639,0.194128,0.161043,0.246633,24.014002,20.0,True,True
delayed_governance,74,1.969685,24.867151,0.971862,0.194372,0.154471,0.236362,24.630789,20.0,True,True
delayed_governance,75,1.887794,25.48883,0.973032,0.194606,0.148172,0.226535,25.262294,20.0,True,True
delayed_governance,76,1.809431,26.12605,0.974151,0.19483,0.142135,0.217132,25.908919,20.0,True,True
delayed_governance,77,1.734435,26.779202,0.975222,0.195044,0.136348,0.208132,26.57107,20.0,True,True
delayed_governance,78,1.662651,27.448682,0.976248,0.19525,0.130801,0.199518,27.249164,20.0,True,True
delayed_governance,79,1.593933,28.134899,0.97723,0.195446,0.125482,0.191272,27.943627,20.0,True,True
