scenario,time,capacity,workload,pressure,slack,learning,coordination_burden,burnout,attrition,trust,delivery,backlog
faster_hiring,30,144.060181,108.5,0.753157,0.246843,0.816606,0.0,0.0,0.0,0.660039,108.5,0.0
faster_hiring,31,146.126787,108.95,0.745585,0.254415,0.858835,0.0,0.0,0.0,0.666165,108.95,0.0
faster_hiring,32,148.235621,109.4,0.738014,0.261986,0.905482,0.0,0.0,0.0,0.668805,109.4,0.0
faster_hiring,33,150.391103,109.85,0.730429,0.269571,0.948993,0.0,0.0,0.0,0.673089,109.85,0.0
faster_hiring,34,152.590096,110.3,0.722852,0.277148,0.996275,0.0,0.0,0.0,0.671613,110.3,0.0
faster_hiring,35,154.836371,110.75,0.715271,0.284729,1.036314,0.0,0.0,0.0,0.666287,110.75,0.0
faster_hiring,36,157.122685,111.2,0.707727,0.292273,1.07092,0.0,0.0,0.0,0.667931,111.2,0.0
faster_hiring,37,159.443605,111.65,0.700248,0.299752,1.117299,0.0,0.0,0.0,0.671469,111.65,0.0
faster_hiring,38,161.810904,112.1,0.692784,0.307216,1.168277,0.0,0.0,0.0,0.672687,112.1,0.0
faster_hiring,39,164.229181,112.55,0.685323,0.314677,1.216738,0.0,0.0,0.0,0.667875,112.55,0.0
faster_hiring,40,166.695919,113.0,0.677881,0.322119,1.255175,0.0,0.0,0.0,0.668551,113.0,0.0
faster_hiring,41,169.201094,113.45,0.670504,0.329496,1.304536,0.0,0.0,0.0,0.668179,113.45,0.0
faster_hiring,42,171.75563,113.9,0.663151,0.336849,1.353027,0.0,0.0,0.0,0.674966,113.9,0.0
faster_hiring,43,174.358657,114.35,0.655832,0.344168,1.417632,0.0,0.0,0.0,0.672234,114.35,0.0
faster_hiring,44,177.026289,114.8,0.648491,0.351509,1.464073,0.0,0.0,0.0,0.670484,114.8,0.0
faster_hiring,45,179.740362,115.25,0.641203,0.358797,1.513391,0.0,0.0,0.0,0.670731,115.25,0.0
faster_hiring,46,182.503753,115.7,0.63396,0.36604,1.568258,0.0,0.0,0.0,0.674971,115.7,0.0
faster_hiring,47,185.322011,116.15,0.626747,0.373253,1.634118,0.0,0.0,0.0,0.684186,116.15,0.0
faster_hiring,48,188.206129,116.6,0.619533,0.380467,1.714718,0.0,0.0,0.0,0.690065,116.6,0.0
faster_hiring,49,191.170847,117.05,0.61228,0.38772,1.790186,0.0,0.0,0.0,0.686644,117.05,0.0
faster_hiring,50,194.211033,117.5,0.605012,0.394988,1.84356,0.0,0.0,0.0,0.685349,117.5,0.0
faster_hiring,51,197.304593,117.95,0.597807,0.402193,1.903495,0.0,0.0,0.0,0.696995,117.95,0.0
faster_hiring,52,200.458088,118.4,0.590647,0.409353,2.001791,0.0,0.0,0.0,0.701884,118.4,0.0
faster_hiring,53,203.70988,118.85,0.583428,0.416572,2.084662,0.0,0.0,0.0,0.704786,118.85,0.0
faster_hiring,54,207.044541,119.3,0.576205,0.423795,2.164438,0.0,0.0,0.0,0.710979,119.3,0.0
faster_hiring,55,210.458979,119.75,0.568994,0.431006,2.257225,0.0,0.0,0.0,0.718256,119.75,0.0
faster_hiring,56,213.966204,120.2,0.561771,0.438229,2.357183,0.0,0.0,0.0,0.73097,120.2,0.0
faster_hiring,57,217.573387,120.65,0.554526,0.445474,2.479683,0.0,0.0,0.0,0.736191,120.65,0.0
faster_hiring,58,221.30307,121.1,0.547213,0.452787,2.581899,0.0,0.0,0.0,0.736938,121.1,0.0
faster_hiring,59,225.13497,121.55,0.539898,0.460102,2.67175,0.0,0.0,0.0,0.736551,121.55,0.0
faster_hiring,60,229.05672,122.0,0.532619,0.467381,2.759844,0.0,0.0,0.0,0.745918,122.0,0.0
faster_hiring,61,233.066564,122.45,0.525386,0.474614,2.887882,0.0,0.0,0.0,0.750507,122.45,0.0
faster_hiring,62,237.204446,122.9,0.518118,0.481882,3.00252,0.0,0.0,0.0,0.756091,122.9,0.0
faster_hiring,63,241.456965,123.35,0.510857,0.489143,3.125486,0.0,0.0,0.0,0.76329,123.35,0.0
faster_hiring,64,245.832452,123.8,0.503595,0.496405,3.260117,0.0,0.0,0.0,0.763136,123.8,0.0
faster_hiring,65,250.342568,124.25,0.49632,0.50368,3.3679,0.0,0.0,0.0,0.776224,124.25,0.0
faster_hiring,66,254.960468,124.7,0.489095,0.510905,3.538894,0.0,0.0,0.0,0.779963,124.7,0.0
faster_hiring,67,259.749363,125.15,0.481811,0.518189,3.67439,0.0,0.0,0.0,0.784059,125.15,0.0
faster_hiring,68,264.673752,125.6,0.474546,0.525454,3.816471,0.0,0.0,0.0,0.787882,125.6,0.0
faster_hiring,69,269.740223,126.05,0.467301,0.532699,3.962381,0.0,0.0,0.0,0.793847,126.05,0.0
faster_hiring,70,274.952604,126.5,0.460079,0.539921,4.124704,0.0,0.0,0.0,0.797417,126.5,0.0
faster_hiring,71,280.327308,126.95,0.452863,0.547137,4.280701,0.0,0.0,0.0,0.801103,126.95,0.0
faster_hiring,72,285.858008,127.4,0.445676,0.554324,4.442943,0.0,0.0,0.0,0.809723,127.4,0.0
faster_hiring,73,291.550951,127.85,0.438517,0.561483,4.639332,0.0,0.0,0.0,0.821815,127.85,0.0
faster_hiring,74,297.440283,128.3,0.431347,0.568653,4.865072,0.0,0.0,0.0,0.831061,128.3,0.0
faster_hiring,75,303.555355,128.75,0.42414,0.57586,5.084589,0.0,0.0,0.0,0.830848,128.75,0.0
faster_hiring,76,309.889944,129.2,0.416922,0.583078,5.254409,0.0,0.0,0.0,0.834727,129.2,0.0
faster_hiring,77,316.394353,129.65,0.409773,0.590227,5.455822,0.0,0.0,0.0,0.847559,129.65,0.0
faster_hiring,78,323.100175,130.1,0.402661,0.597339,5.725266,0.0,0.0,0.0,0.853452,130.1,0.0
faster_hiring,79,330.075441,130.55,0.395516,0.604484,5.959989,0.0,0.0,0.0,0.860073,130.55,0.0
faster_hiring,80,337.28543,131.0,0.388395,0.611605,6.209717,0.0,0.0,0.0,0.865046,131.0,0.0
faster_hiring,81,344.745147,131.45,0.381296,0.618704,6.457856,0.0,0.0,0.0,0.878781,131.45,0.0
faster_hiring,82,352.453003,131.9,0.374234,0.625766,6.783623,0.0,0.0,0.0,0.882747,131.9,0.0
faster_hiring,83,360.486626,132.35,0.367143,0.632857,7.048546,0.0,0.0,0.0,0.886742,132.35,0.0
faster_hiring,84,368.785172,132.8,0.360101,0.639899,7.324027,0.0,0.0,0.0,0.898221,132.8,0.0
faster_hiring,85,377.359199,133.25,0.353112,0.646888,7.674242,0.0,0.0,0.0,0.896754,133.25,0.0
faster_hiring,86,386.283441,133.7,0.346119,0.653881,7.92768,0.0,0.0,0.0,0.900956,133.7,0.0
faster_hiring,87,395.461121,134.15,0.339224,0.660776,8.240042,0.0,0.0,0.0,0.92008,134.15,0.0
faster_hiring,88,404.951163,134.6,0.332386,0.667614,8.706065,0.0,0.0,0.0,0.926612,134.6,0.0
faster_hiring,89,414.907228,135.05,0.325494,0.674506,9.076165,0.0,0.0,0.0,0.935182,135.05,0.0
faster_hiring,90,425.233393,135.5,0.318649,0.681351,9.483376,0.0,0.0,0.0,0.93202,135.5,0.0
faster_hiring,91,435.966769,135.95,0.311836,0.688164,9.786761,0.0,0.0,0.0,0.938134,135.95,0.0
faster_hiring,92,447.00353,136.4,0.305143,0.694857,10.198567,0.0,0.0,0.0,0.939989,136.4,0.0
faster_hiring,93,458.452097,136.85,0.298504,0.701496,10.580589,0.0,0.0,0.0,0.943319,136.85,0.0
faster_hiring,94,470.282686,137.3,0.291952,0.708048,10.99381,0.0,0.0,0.0,0.946323,137.3,0.0
faster_hiring,95,482.526496,137.75,0.285477,0.714523,11.419453,0.0,0.0,0.0,0.953786,137.75,0.0
faster_hiring,96,495.195948,138.2,0.279081,0.720919,11.917415,0.0,0.0,0.0,0.959429,138.2,0.0
faster_hiring,97,508.363363,138.65,0.272738,0.727262,12.414978,0.0,0.0,0.0,0.971533,138.65,0.0
faster_hiring,98,522.028341,139.1,0.266461,0.733539,13.020967,0.0,0.0,0.0,0.967426,139.1,0.0
faster_hiring,99,536.299308,139.55,0.260209,0.739791,13.433897,0.0,0.0,0.0,0.971335,139.55,0.0
learning_investment,0,100.0,95.0,0.95,0.05,0.217,0.0,0.098,0.343,0.619617,95.0,0.0
learning_investment,1,100.524,95.45,0.949524,0.050476,0.220076,0.0,0.095981,0.337694,0.625777,95.45,0.0
learning_investment,2,101.056382,95.9,0.948975,0.051025,0.225872,0.0,0.09394,0.332263,0.630185,95.9,0.0
learning_investment,3,101.599991,96.35,0.948327,0.051673,0.231592,0.0,0.091873,0.326701,0.632893,96.35,0.0
learning_investment,4,102.154883,96.8,0.947581,0.052419,0.237235,0.0,0.089776,0.320988,0.634057,96.8,0.0
learning_investment,5,102.72113,97.25,0.946738,0.053262,0.242831,0.0,0.087646,0.315108,0.634905,97.25,0.0
learning_investment,6,103.298852,97.7,0.945799,0.054201,0.248832,0.0,0.085478,0.309042,0.634925,97.7,0.0
learning_investment,7,103.888643,98.15,0.944762,0.055238,0.255052,0.0,0.083268,0.302772,0.637948,98.15,0.0
learning_investment,8,104.490923,98.6,0.943623,0.056377,0.263067,0.0,0.081013,0.29628,0.635472,98.6,0.0
learning_investment,9,105.10771,99.05,0.942367,0.057633,0.269465,0.0,0.078708,0.289548,0.643764,99.05,0.0
learning_investment,10,105.737628,99.5,0.941008,0.058992,0.281089,0.0,0.076348,0.282551,0.651271,99.5,0.0
learning_investment,11,106.386167,99.95,0.939502,0.060498,0.293418,0.0,0.073928,0.275273,0.65355,99.95,0.0
learning_investment,12,107.054312,100.4,0.937842,0.062158,0.304425,0.0,0.071442,0.267686,0.660199,100.4,0.0
learning_investment,13,107.741051,100.85,0.936041,0.063959,0.318462,0.0,0.068884,0.259755,0.667684,100.85,0.0
learning_investment,14,108.449758,101.3,0.934073,0.065927,0.334164,0.0,0.066246,0.251454,0.668258,101.3,0.0
learning_investment,15,109.182468,101.75,0.931926,0.068074,0.347676,0.0,0.063524,0.242748,0.665735,101.75,0.0
learning_investment,16,109.937397,102.2,0.92962,0.07038,0.360574,0.0,0.060708,0.233594,0.671292,102.2,0.0
learning_investment,17,110.714376,102.65,0.927161,0.072839,0.378948,0.0,0.057795,0.223955,0.665828,102.65,0.0
learning_investment,18,111.51937,103.1,0.924503,0.075497,0.392409,0.0,0.054775,0.213796,0.671476,103.1,0.0
learning_investment,19,112.347984,103.55,0.92169,0.07831,0.413535,0.0,0.051642,0.203067,0.674951,103.55,0.0
learning_investment,20,113.208451,104.0,0.918659,0.081341,0.435068,0.0,0.048389,0.191731,0.672705,104.0,0.0
learning_investment,21,114.101788,104.45,0.915411,0.084589,0.454497,0.0,0.045005,0.179731,0.663226,104.45,0.0
learning_investment,22,115.026553,104.9,0.911963,0.088037,0.470133,0.0,0.041484,0.167011,0.666392,104.9,0.0
learning_investment,23,115.979676,105.35,0.908349,0.091651,0.495847,0.0,0.037818,0.153513,0.671215,105.35,0.0
learning_investment,24,116.97201,105.8,0.90449,0.09551,0.524918,0.0,0.033997,0.139186,0.674778,105.8,0.0
learning_investment,25,118.007741,106.25,0.900365,0.099635,0.55537,0.0,0.030012,0.123957,0.663758,106.25,0.0
learning_investment,26,119.089154,106.7,0.895967,0.104033,0.575638,0.0,0.025851,0.107748,0.667305,106.7,0.0
learning_investment,27,120.207044,107.15,0.891379,0.108621,0.609912,0.0,0.021506,0.09048,0.670358,107.15,0.0
learning_investment,28,121.376476,107.6,0.886498,0.113502,0.646462,0.0,0.016966,0.072073,0.672349,107.6,0.0
learning_investment,29,122.600865,108.05,0.881315,0.118685,0.684828,0.0,0.012218,0.052429,0.670058,108.05,0.0
learning_investment,30,123.883264,108.5,0.875825,0.124175,0.721538,0.0,0.007251,0.031441,0.664514,108.5,0.0
learning_investment,31,125.223361,108.95,0.870045,0.129955,0.756971,0.0,0.002053,0.008998,0.673517,108.95,0.0
learning_investment,32,126.621334,109.4,0.863993,0.136007,0.81192,0.0,0.0,0.0,0.675771,109.4,0.0
learning_investment,33,128.083254,109.85,0.857645,0.142355,0.862506,0.0,0.0,0.0,0.670985,109.85,0.0
learning_investment,34,129.595759,110.3,0.851108,0.148892,0.906301,0.0,0.0,0.0,0.679132,110.3,0.0
learning_investment,35,131.15206,110.75,0.84444,0.15556,0.969898,0.0,0.0,0.0,0.675935,110.75,0.0
learning_investment,36,132.771958,111.2,0.837526,0.162474,1.020687,0.0,0.0,0.0,0.681513,111.2,0.0
learning_investment,37,134.442645,111.65,0.830466,0.169534,1.087343,0.0,0.0,0.0,0.677894,111.65,0.0
learning_investment,38,136.179988,112.1,0.823175,0.176825,1.142657,0.0,0.0,0.0,0.679612,112.1,0.0
learning_investment,39,137.972646,112.55,0.815741,0.184259,1.209428,0.0,0.0,0.0,0.681958,112.55,0.0
learning_investment,40,139.832073,113.0,0.808112,0.191888,1.280885,0.0,0.0,0.0,0.6947,113.0,0.0
learning_investment,41,141.762958,113.45,0.80028,0.19972,1.376831,0.0,0.0,0.0,0.692369,113.45,0.0
learning_investment,42,143.789789,113.9,0.792129,0.207871,1.448633,0.0,0.0,0.0,0.691939,113.9,0.0
learning_investment,43,145.888423,114.35,0.783818,0.216182,1.527587,0.0,0.0,0.0,0.701471,114.35,0.0
learning_investment,44,148.066009,114.8,0.77533,0.22467,1.63346,0.0,0.0,0.0,0.711369,114.8,0.0
learning_investment,45,150.34947,115.25,0.766547,0.233453,1.747807,0.0,0.0,0.0,0.716195,115.25,0.0
learning_investment,46,152.747277,115.7,0.75746,0.24254,1.857315,0.0,0.0,0.0,0.717582,115.7,0.0
learning_investment,47,155.254592,116.15,0.748126,0.251874,1.964252,0.0,0.0,0.0,0.719197,116.15,0.0
learning_investment,48,157.868844,116.6,0.738588,0.261412,2.07763,0.0,0.0,0.0,0.715742,116.6,0.0
learning_investment,49,160.596474,117.05,0.728845,0.271155,2.181762,0.0,0.0,0.0,0.725484,117.05,0.0
learning_investment,50,163.428236,117.5,0.71897,0.28103,2.332413,0.0,0.0,0.0,0.733964,117.5,0.0
learning_investment,51,166.410649,117.95,0.708789,0.291211,2.489785,0.0,0.0,0.0,0.743528,117.95,0.0
learning_investment,52,169.550434,118.4,0.698317,0.301683,2.662225,0.0,0.0,0.0,0.753176,118.4,0.0
learning_investment,53,172.862659,118.85,0.68754,0.31246,2.847673,0.0,0.0,0.0,0.761344,118.85,0.0
learning_investment,54,176.360332,119.3,0.676456,0.323544,3.040978,0.0,0.0,0.0,0.77226,119.3,0.0
learning_investment,55,180.05131,119.75,0.665088,0.334912,3.259782,0.0,0.0,0.0,0.773656,119.75,0.0
learning_investment,56,183.961092,120.2,0.653399,0.346601,3.453042,0.0,0.0,0.0,0.789622,120.2,0.0
learning_investment,57,188.064134,120.65,0.641536,0.358464,3.726218,0.0,0.0,0.0,0.797867,120.65,0.0
learning_investment,58,192.440352,121.1,0.629286,0.370714,3.984407,0.0,0.0,0.0,0.801237,121.1,0.0
learning_investment,59,197.074759,121.55,0.616771,0.383229,4.235925,0.0,0.0,0.0,0.803051,121.55,0.0
learning_investment,60,201.960684,122.0,0.604078,0.395922,4.494875,0.0,0.0,0.0,0.809165,122.0,0.0
learning_investment,61,207.105559,122.45,0.591244,0.408756,4.795023,0.0,0.0,0.0,0.82063,122.45,0.0
learning_investment,62,212.550581,122.9,0.578215,0.421785,5.149896,0.0,0.0,0.0,0.831078,122.9,0.0
learning_investment,63,218.350478,123.35,0.564917,0.435083,5.526696,0.0,0.0,0.0,0.845274,123.35,0.0
learning_investment,64,224.527174,123.8,0.551381,0.448619,5.959944,0.0,0.0,0.0,0.864801,123.8,0.0
learning_investment,65,231.137118,124.25,0.53756,0.46244,6.470526,0.0,0.0,0.0,0.876827,124.25,0.0
learning_investment,66,238.257644,124.7,0.523383,0.476617,6.969929,0.0,0.0,0.0,0.890993,124.7,0.0
learning_investment,67,245.877573,125.15,0.508993,0.491007,7.529718,0.0,0.0,0.0,0.904039,125.15,0.0
learning_investment,68,254.057291,125.6,0.494377,0.505623,8.129128,0.0,0.0,0.0,0.908927,125.6,0.0
learning_investment,69,262.836418,126.05,0.479576,0.520424,8.703021,0.0,0.0,0.0,0.916117,126.05,0.0
learning_investment,70,272.189439,126.5,0.46475,0.53525,9.342804,0.0,0.0,0.0,0.924799,126.5,0.0
learning_investment,71,282.182244,126.95,0.449887,0.550113,10.049103,0.0,0.0,0.0,0.939993,126.95,0.0
learning_investment,72,292.881347,127.4,0.434988,0.565012,10.888591,0.0,0.0,0.0,0.943782,127.4,0.0
learning_investment,73,304.419937,127.85,0.419979,0.580021,11.665051,0.0,0.0,0.0,0.965942,127.85,0.0
learning_investment,74,316.734988,128.3,0.40507,0.59493,12.741209,0.0,0.0,0.0,0.972944,128.3,0.0
learning_investment,75,330.126198,128.75,0.390002,0.609998,13.714947,0.0,0.0,0.0,0.979148,128.75,0.0
learning_investment,76,344.491144,129.2,0.375046,0.624954,14.756127,0.0,0.0,0.0,0.987372,129.2,0.0
learning_investment,77,359.897271,129.65,0.360242,0.639758,15.913784,0.0,0.0,0.0,0.993899,129.65,0.0
learning_investment,78,376.461055,130.1,0.345587,0.654413,17.140056,0.0,0.0,0.0,1.0,130.1,0.0
learning_investment,79,394.251111,130.55,0.331134,0.668866,18.459078,0.0,0.0,0.0,1.0,130.55,0.0
learning_investment,80,413.360189,131.0,0.316915,0.683085,19.765213,0.0,0.0,0.0,1.0,131.0,0.0
learning_investment,81,433.775402,131.45,0.303037,0.696963,21.162778,0.0,0.0,0.0,1.0,131.45,0.0
learning_investment,82,455.58818,131.9,0.289516,0.710484,22.658173,0.0,0.0,0.0,1.0,131.9,0.0
learning_investment,83,478.896353,132.35,0.276365,0.723635,24.258245,0.0,0.0,0.0,1.0,132.35,0.0
learning_investment,84,503.804598,132.8,0.263594,0.736406,25.970322,0.0,0.0,0.0,1.0,132.8,0.0
learning_investment,85,530.424919,133.25,0.251214,0.748786,27.802244,0.0,0.0,0.0,1.0,133.25,0.0
learning_investment,86,558.877164,133.7,0.23923,0.76077,29.762401,0.0,0.0,0.0,1.0,133.7,0.0
learning_investment,87,589.289565,134.15,0.227647,0.772353,31.85977,0.0,0.0,0.0,1.0,134.15,0.0
learning_investment,88,621.799335,134.6,0.216469,0.783531,34.103953,0.0,0.0,0.0,1.0,134.6,0.0
learning_investment,89,656.553288,135.05,0.205695,0.794305,36.50523,0.0,0.0,0.0,1.0,135.05,0.0
learning_investment,90,693.708518,135.5,0.195327,0.804673,39.074596,0.0,0.0,0.0,1.0,135.5,0.0
learning_investment,91,733.433115,135.95,0.185361,0.814639,41.823818,0.0,0.0,0.0,1.0,135.95,0.0
learning_investment,92,775.906933,136.4,0.175794,0.824206,44.765485,0.0,0.0,0.0,1.0,136.4,0.0
learning_investment,93,821.322418,136.85,0.166622,0.833378,47.913069,0.0,0.0,0.0,1.0,136.85,0.0
learning_investment,94,869.885487,137.3,0.157837,0.842163,51.280984,0.0,0.0,0.0,1.0,137.3,0.0
learning_investment,95,921.816471,137.75,0.149433,0.850567,54.884653,0.0,0.0,0.0,1.0,137.75,0.0
learning_investment,96,977.351124,138.2,0.141403,0.858597,58.740579,0.0,0.0,0.0,1.0,138.2,0.0
learning_investment,97,1036.741703,138.65,0.133736,0.866264,62.866419,0.0,0.0,0.0,1.0,138.65,0.0
learning_investment,98,1100.258122,139.1,0.126425,0.873575,67.281069,0.0,0.0,0.0,1.0,139.1,0.0
learning_investment,99,1168.189191,139.55,0.119458,0.880542,72.004743,0.0,0.0,0.0,1.0,139.55,0.0
high_coordination_burden,0,100.0,95.0,0.95,0.05,0.1085,0.0,0.098,0.343,0.623869,95.0,0.0
high_coordination_burden,1,100.4155,95.45,0.95055,0.04945,0.108424,0.0,0.096022,0.337473,0.62062,95.45,0.0
high_coordination_burden,2,100.83645,95.9,0.951045,0.048955,0.107228,0.0,0.094064,0.331977,0.612225,95.9,0.0
high_coordination_burden,3,101.261701,96.35,0.951495,0.048505,0.105247,0.0,0.092124,0.326501,0.607011,96.35,0.0
high_coordination_burden,4,101.690448,96.8,0.951908,0.048092,0.1039,0.0,0.0902,0.321037,0.607851,96.8,0.0
high_coordination_burden,5,102.123311,97.25,0.95228,0.04772,0.103679,0.0,0.088291,0.315581,0.613853,97.25,0.0
high_coordination_burden,6,102.561409,97.7,0.9526,0.0474,0.104447,0.0,0.086395,0.310128,0.603408,97.7,0.0
high_coordination_burden,7,103.005727,98.15,0.95286,0.04714,0.102549,0.0,0.08451,0.304674,0.597367,98.15,0.0
high_coordination_burden,8,103.453603,98.6,0.953084,0.046916,0.101478,0.0,0.082633,0.299204,0.599275,98.6,0.0
high_coordination_burden,9,103.905877,99.05,0.953267,0.046733,0.10185,0.0,0.080764,0.293713,0.599718,99.05,0.0
high_coordination_burden,10,104.364014,99.5,0.953394,0.046606,0.102096,0.0,0.078899,0.288199,0.595809,99.5,0.0
high_coordination_burden,11,104.827912,99.95,0.953467,0.046533,0.101721,0.0,0.077038,0.282651,0.604336,99.95,0.0
high_coordination_burden,12,105.296981,100.4,0.953494,0.046506,0.10358,0.0,0.075178,0.27706,0.605915,100.4,0.0
high_coordination_burden,13,105.773501,100.85,0.953452,0.046548,0.104413,0.0,0.073316,0.271421,0.603765,100.85,0.0
high_coordination_burden,14,106.256494,101.3,0.953354,0.046646,0.10474,0.0,0.07145,0.265721,0.609233,101.3,0.0
high_coordination_burden,15,106.745512,101.75,0.953202,0.046798,0.10652,0.0,0.069578,0.25995,0.606387,101.75,0.0
high_coordination_burden,16,107.242082,102.2,0.952984,0.047016,0.107011,0.0,0.067697,0.254101,0.617957,102.2,0.0
high_coordination_burden,17,107.744992,102.65,0.952712,0.047288,0.110197,0.0,0.065806,0.248159,0.615762,102.65,0.0
high_coordination_burden,18,108.25703,103.1,0.952363,0.047637,0.111143,0.0,0.0639,0.242119,0.627211,103.1,0.0
high_coordination_burden,19,108.776054,103.55,0.951956,0.048044,0.114724,0.0,0.061979,0.235963,0.634843,103.55,0.0
high_coordination_burden,20,109.304816,104.0,0.951468,0.048532,0.11787,0.0,0.060037,0.229683,0.632141,104.0,0.0
high_coordination_burden,21,109.843003,104.45,0.950903,0.049097,0.11932,0.0,0.058074,0.223264,0.632729,104.45,0.0
high_coordination_burden,22,110.389059,104.9,0.950275,0.049725,0.121558,0.0,0.056085,0.216689,0.631027,104.9,0.0
high_coordination_burden,23,110.943928,105.35,0.949579,0.050421,0.123547,0.0,0.054068,0.209947,0.631682,105.35,0.0
high_coordination_burden,24,111.507528,105.8,0.948815,0.051185,0.126187,0.0,0.05202,0.203023,0.631889,105.8,0.0
high_coordination_burden,25,112.080692,106.25,0.947978,0.052022,0.128952,0.0,0.049939,0.195903,0.62589,106.25,0.0
high_coordination_burden,26,112.663741,106.7,0.947066,0.052934,0.130643,0.0,0.047822,0.188573,0.628949,106.7,0.0
high_coordination_burden,27,113.25581,107.15,0.946088,0.053912,0.134409,0.0,0.045666,0.181016,0.631533,107.15,0.0
high_coordination_burden,28,113.859203,107.6,0.945027,0.054973,0.138351,0.0,0.043467,0.173218,0.623191,107.6,0.0
high_coordination_burden,29,114.474336,108.05,0.94388,0.05612,0.140126,0.0,0.041222,0.165159,0.623188,108.05,0.0
high_coordination_burden,30,115.099303,108.5,0.942664,0.057336,0.143941,0.0,0.038928,0.156822,0.623194,108.5,0.0
high_coordination_burden,31,115.736422,108.95,0.941363,0.058637,0.148024,0.0,0.036583,0.148189,0.625943,108.95,0.0
high_coordination_burden,32,116.386257,109.4,0.939974,0.060026,0.153055,0.0,0.034182,0.13924,0.625216,109.4,0.0
high_coordination_burden,33,117.050071,109.85,0.938487,0.061513,0.157556,0.0,0.031721,0.129954,0.627169,109.85,0.0
high_coordination_burden,34,117.727673,110.3,0.936908,0.063092,0.163044,0.0,0.029198,0.120308,0.622462,110.3,0.0
high_coordination_burden,35,118.420409,110.75,0.935227,0.064773,0.167109,0.0,0.026607,0.110277,0.631682,110.75,0.0
high_coordination_burden,36,119.12724,111.2,0.933456,0.066544,0.175262,0.0,0.023945,0.099837,0.633941,111.2,0.0
high_coordination_burden,37,119.852665,111.65,0.93156,0.06844,0.182,0.0,0.021207,0.088962,0.638395,111.65,0.0
high_coordination_burden,38,120.595704,112.1,0.929552,0.070448,0.189827,0.0,0.018389,0.077619,0.639498,112.1,0.0
high_coordination_burden,39,121.357911,112.55,0.927422,0.072578,0.197142,0.0,0.015486,0.065779,0.636807,112.55,0.0
high_coordination_burden,40,122.139275,113.0,0.925173,0.074827,0.203699,0.0,0.012493,0.053407,0.640328,113.0,0.0
high_coordination_burden,41,122.939566,113.45,0.922811,0.077189,0.212675,0.0,0.009406,0.040472,0.643548,113.45,0.0
high_coordination_burden,42,123.761769,113.9,0.920317,0.079683,0.222128,0.0,0.006218,0.026936,0.638246,113.9,0.0
high_coordination_burden,43,124.606962,114.35,0.917685,0.082315,0.229126,0.0,0.002926,0.01276,0.634017,114.35,0.0
high_coordination_burden,44,125.473328,114.8,0.914935,0.085065,0.236847,0.0,0.0,0.0,0.634056,114.8,0.0
high_coordination_burden,45,126.360175,115.25,0.912075,0.087925,0.246557,0.0,0.0,0.0,0.633298,115.25,0.0
high_coordination_burden,46,127.256732,115.7,0.909186,0.090814,0.25616,0.0,0.0,0.0,0.633681,115.7,0.0
high_coordination_burden,47,128.162892,116.15,0.906269,0.093731,0.266432,0.0,0.0,0.0,0.637043,116.15,0.0
high_coordination_burden,48,129.079324,116.6,0.903321,0.096679,0.278245,0.0,0.0,0.0,0.633574,116.6,0.0
high_coordination_burden,49,130.007569,117.05,0.900332,0.099668,0.287335,0.0,0.0,0.0,0.632811,117.05,0.0
high_coordination_burden,50,130.944904,117.5,0.897324,0.102676,0.297783,0.0,0.0,0.0,0.633888,117.5,0.0
high_coordination_burden,51,131.892687,117.95,0.894288,0.105712,0.309333,0.0,0.0,0.0,0.628461,117.95,0.0
high_coordination_burden,52,132.852021,118.4,0.891217,0.108783,0.317889,0.0,0.0,0.0,0.626883,118.4,0.0
high_coordination_burden,53,133.819909,118.85,0.888134,0.111866,0.328453,0.0,0.0,0.0,0.626485,118.85,0.0
high_coordination_burden,54,134.798363,119.3,0.885026,0.114974,0.339832,0.0,0.0,0.0,0.625855,119.3,0.0
high_coordination_burden,55,135.788195,119.75,0.881888,0.118112,0.351316,0.0,0.0,0.0,0.626548,119.75,0.0
high_coordination_burden,56,136.78951,120.2,0.878722,0.121278,0.363795,0.0,0.0,0.0,0.635732,120.2,0.0
high_coordination_burden,57,137.803305,120.65,0.875523,0.124477,0.381672,0.0,0.0,0.0,0.642821,120.65,0.0
high_coordination_burden,58,138.834977,121.1,0.872259,0.127741,0.399014,0.0,0.0,0.0,0.644201,121.1,0.0
high_coordination_burden,59,139.883991,121.55,0.868934,0.131066,0.413377,0.0,0.0,0.0,0.645711,121.55,0.0
high_coordination_burden,60,140.947368,122.0,0.865571,0.134429,0.428209,0.0,0.0,0.0,0.646374,122.0,0.0
high_coordination_burden,61,142.025577,122.45,0.862169,0.137831,0.44286,0.0,0.0,0.0,0.644623,122.45,0.0
high_coordination_burden,62,143.118437,122.9,0.858729,0.141271,0.456164,0.0,0.0,0.0,0.643982,122.9,0.0
high_coordination_burden,63,144.224601,123.35,0.855263,0.144737,0.470501,0.0,0.0,0.0,0.651637,123.35,0.0
high_coordination_burden,64,145.345102,123.8,0.851766,0.148234,0.491385,0.0,0.0,0.0,0.654126,123.8,0.0
high_coordination_burden,65,146.486487,124.25,0.848201,0.151799,0.509091,0.0,0.0,0.0,0.655245,124.25,0.0
high_coordination_burden,66,147.645578,124.7,0.84459,0.15541,0.526224,0.0,0.0,0.0,0.65601,124.7,0.0
