scenario,time,capacity,workload,pressure,slack,learning,coordination_burden,burnout,attrition,trust,backlog
faster_hiring,30,143.790825,108.500000,0.754568,0.245432,0.808339,0.000000,0.000000,0.000000,0.656885,0.000000
faster_hiring,31,145.849163,108.950000,0.747005,0.252995,0.848347,0.000000,0.000000,0.000000,0.659415,0.000000
faster_hiring,32,147.947510,109.400000,0.739451,0.260549,0.889658,0.000000,0.000000,0.000000,0.662020,0.000000
faster_hiring,33,150.087168,109.850000,0.731908,0.268092,0.932324,0.000000,0.000000,0.000000,0.664701,0.000000
faster_hiring,34,152.269492,110.300000,0.724374,0.275626,0.976401,0.000000,0.000000,0.000000,0.667457,0.000000
faster_hiring,35,154.495893,110.750000,0.716848,0.283152,1.021948,0.000000,0.000000,0.000000,0.670289,0.000000
faster_hiring,36,156.767841,111.200000,0.709329,0.290671,1.069027,0.000000,0.000000,0.000000,0.673196,0.000000
faster_hiring,37,159.086867,111.650000,0.701818,0.298182,1.117700,0.000000,0.000000,0.000000,0.676177,0.000000
faster_hiring,38,161.454567,112.100000,0.694313,0.305687,1.168035,0.000000,0.000000,0.000000,0.679234,0.000000
faster_hiring,39,163.872603,112.550000,0.686814,0.313186,1.220102,0.000000,0.000000,0.000000,0.682366,0.000000
faster_hiring,40,166.342705,113.000000,0.679320,0.320680,1.273974,0.000000,0.000000,0.000000,0.685573,0.000000
faster_hiring,41,168.866679,113.450000,0.671832,0.328168,1.329726,0.000000,0.000000,0.000000,0.688855,0.000000
faster_hiring,42,171.446405,113.900000,0.664348,0.335652,1.387439,0.000000,0.000000,0.000000,0.692211,0.000000
faster_hiring,43,174.083844,114.350000,0.656867,0.343133,1.447195,0.000000,0.000000,0.000000,0.695642,0.000000
faster_hiring,44,176.781039,114.800000,0.649391,0.350609,1.509082,0.000000,0.000000,0.000000,0.699149,0.000000
faster_hiring,45,179.540121,115.250000,0.641918,0.358082,1.573192,0.000000,0.000000,0.000000,0.702729,0.000000
faster_hiring,46,182.363313,115.700000,0.634448,0.365552,1.639619,0.000000,0.000000,0.000000,0.706385,0.000000
faster_hiring,47,185.252933,116.150000,0.626981,0.373019,1.708464,0.000000,0.000000,0.000000,0.710115,0.000000
faster_hiring,48,188.211397,116.600000,0.619516,0.380484,1.779832,0.000000,0.000000,0.000000,0.713920,0.000000
faster_hiring,49,191.241229,117.050000,0.612054,0.387946,1.853831,0.000000,0.000000,0.000000,0.717799,0.000000
faster_hiring,50,194.345059,117.500000,0.604595,0.395405,1.930577,0.000000,0.000000,0.000000,0.721753,0.000000
faster_hiring,51,197.525636,117.950000,0.597138,0.402862,2.010190,0.000000,0.000000,0.000000,0.725782,0.000000
faster_hiring,52,200.785826,118.400000,0.589683,0.410317,2.092795,0.000000,0.000000,0.000000,0.729885,0.000000
faster_hiring,53,204.128621,118.850000,0.582231,0.417769,2.178526,0.000000,0.000000,0.000000,0.734063,0.000000
faster_hiring,54,207.557147,119.300000,0.574781,0.425219,2.267520,0.000000,0.000000,0.000000,0.738315,0.000000
faster_hiring,55,211.074668,119.750000,0.567335,0.432665,2.359923,0.000000,0.000000,0.000000,0.742642,0.000000
faster_hiring,56,214.684591,120.200000,0.559891,0.440109,2.455887,0.000000,0.000000,0.000000,0.747043,0.000000
faster_hiring,57,218.390478,120.650000,0.552451,0.447549,2.555571,0.000000,0.000000,0.000000,0.751518,0.000000
faster_hiring,58,222.196049,121.100000,0.545014,0.454986,2.659144,0.000000,0.000000,0.000000,0.756068,0.000000
faster_hiring,59,226.105193,121.550000,0.537582,0.462418,2.766780,0.000000,0.000000,0.000000,0.760692,0.000000
faster_hiring,60,230.121973,122.000000,0.530154,0.469846,2.878665,0.000000,0.000000,0.000000,0.765391,0.000000
faster_hiring,61,234.250637,122.450000,0.522731,0.477269,2.994991,0.000000,0.000000,0.000000,0.770164,0.000000
faster_hiring,62,238.495628,122.900000,0.515313,0.484687,3.115964,0.000000,0.000000,0.000000,0.775010,0.000000
faster_hiring,63,242.861592,123.350000,0.507902,0.492098,3.241795,0.000000,0.000000,0.000000,0.779931,0.000000
faster_hiring,64,247.353388,123.800000,0.500499,0.499501,3.372711,0.000000,0.000000,0.000000,0.784926,0.000000
faster_hiring,65,251.976098,124.250000,0.493102,0.506898,3.508945,0.000000,0.000000,0.000000,0.789995,0.000000
faster_hiring,66,256.735044,124.700000,0.485715,0.514285,3.650747,0.000000,0.000000,0.000000,0.795138,0.000000
faster_hiring,67,261.635791,125.150000,0.478337,0.521663,3.798377,0.000000,0.000000,0.000000,0.800355,0.000000
faster_hiring,68,266.684168,125.600000,0.470969,0.529031,3.952109,0.000000,0.000000,0.000000,0.805645,0.000000
faster_hiring,69,271.886277,126.050000,0.463613,0.536387,4.112230,0.000000,0.000000,0.000000,0.811009,0.000000
faster_hiring,70,277.248507,126.500000,0.456269,0.543731,4.279044,0.000000,0.000000,0.000000,0.816446,0.000000
faster_hiring,71,282.777551,126.950000,0.448939,0.551061,4.452869,0.000000,0.000000,0.000000,0.821957,0.000000
faster_hiring,72,288.480420,127.400000,0.441624,0.558376,4.634041,0.000000,0.000000,0.000000,0.827541,0.000000
faster_hiring,73,294.364461,127.850000,0.434326,0.565674,4.822912,0.000000,0.000000,0.000000,0.833197,0.000000
faster_hiring,74,300.437373,128.300000,0.427044,0.572956,5.019855,0.000000,0.000000,0.000000,0.838927,0.000000
faster_hiring,75,306.707228,128.750000,0.419781,0.580219,5.225259,0.000000,0.000000,0.000000,0.844729,0.000000
faster_hiring,76,313.182487,129.200000,0.412539,0.587461,5.439538,0.000000,0.000000,0.000000,0.850604,0.000000
faster_hiring,77,319.872025,129.650000,0.405318,0.594682,5.663125,0.000000,0.000000,0.000000,0.856551,0.000000
faster_hiring,78,326.785150,130.100000,0.398121,0.601879,5.896477,0.000000,0.000000,0.000000,0.862569,0.000000
faster_hiring,79,333.931627,130.550000,0.390948,0.609052,6.140077,0.000000,0.000000,0.000000,0.868660,0.000000
faster_hiring,80,341.321704,131.000000,0.383802,0.616198,6.394431,0.000000,0.000000,0.000000,0.874822,0.000000
faster_hiring,81,348.966135,131.450000,0.376684,0.623316,6.660076,0.000000,0.000000,0.000000,0.881055,0.000000
faster_hiring,82,356.876211,131.900000,0.369596,0.630404,6.937575,0.000000,0.000000,0.000000,0.887359,0.000000
faster_hiring,83,365.063786,132.350000,0.362539,0.637461,7.227524,0.000000,0.000000,0.000000,0.893734,0.000000
faster_hiring,84,373.541310,132.800000,0.355516,0.644484,7.530552,0.000000,0.000000,0.000000,0.900179,0.000000
faster_hiring,85,382.321862,133.250000,0.348528,0.651472,7.847320,0.000000,0.000000,0.000000,0.906693,0.000000
faster_hiring,86,391.419181,133.700000,0.341578,0.658422,8.178528,0.000000,0.000000,0.000000,0.913277,0.000000
faster_hiring,87,400.847710,134.150000,0.334666,0.665334,8.524915,0.000000,0.000000,0.000000,0.919931,0.000000
faster_hiring,88,410.622625,134.600000,0.327795,0.672205,8.887260,0.000000,0.000000,0.000000,0.926653,0.000000
faster_hiring,89,420.759885,135.050000,0.320967,0.679033,9.266386,0.000000,0.000000,0.000000,0.933443,0.000000
faster_hiring,90,431.276271,135.500000,0.314184,0.685816,9.663162,0.000000,0.000000,0.000000,0.940301,0.000000
faster_hiring,91,442.189433,135.950000,0.307447,0.692553,10.078507,0.000000,0.000000,0.000000,0.947227,0.000000
faster_hiring,92,453.517940,136.400000,0.300760,0.699240,10.513392,0.000000,0.000000,0.000000,0.954219,0.000000
faster_hiring,93,465.281333,136.850000,0.294123,0.705877,10.968843,0.000000,0.000000,0.000000,0.961278,0.000000
faster_hiring,94,477.500176,137.300000,0.287539,0.712461,11.445944,0.000000,0.000000,0.000000,0.968403,0.000000
faster_hiring,95,490.196119,137.750000,0.281010,0.718990,11.945842,0.000000,0.000000,0.000000,0.975593,0.000000
faster_hiring,96,503.391961,138.200000,0.274538,0.725462,12.469750,0.000000,0.000000,0.000000,0.982847,0.000000
faster_hiring,97,517.111710,138.650000,0.268124,0.731876,13.018951,0.000000,0.000000,0.000000,0.990166,0.000000
faster_hiring,98,531.380661,139.100000,0.261771,0.738229,13.594803,0.000000,0.000000,0.000000,0.997548,0.000000
faster_hiring,99,546.225464,139.550000,0.255481,0.744519,14.198744,0.000000,0.000000,0.000000,1.000000,0.000000
high_coordination_burden,0,100.000000,95.000000,0.950000,0.050000,0.108500,0.000000,0.098000,0.343000,0.620010,0.000000
high_coordination_burden,1,100.415500,95.450000,0.950550,0.049450,0.107753,0.000000,0.096022,0.337473,0.620024,0.000000
high_coordination_burden,2,100.835780,95.900000,0.951051,0.048949,0.107111,0.000000,0.094064,0.331976,0.620044,0.000000
high_coordination_burden,3,101.260914,96.350000,0.951502,0.048498,0.106574,0.000000,0.092124,0.326500,0.620068,0.000000
high_coordination_burden,4,101.690989,96.800000,0.951903,0.048097,0.106146,0.000000,0.090200,0.321040,0.620098,0.000000
high_coordination_burden,5,102.126095,97.250000,0.952254,0.047746,0.105828,0.000000,0.088290,0.315587,0.620134,0.000000
high_coordination_burden,6,102.566336,97.700000,0.952554,0.047446,0.105622,0.000000,0.086393,0.310134,0.620176,0.000000
high_coordination_burden,7,103.011825,98.150000,0.952803,0.047197,0.105532,0.000000,0.084505,0.304675,0.620226,0.000000
high_coordination_burden,8,103.462681,98.600000,0.953001,0.046999,0.105559,0.000000,0.082625,0.299200,0.620283,0.000000
high_coordination_burden,9,103.919040,99.050000,0.953146,0.046854,0.105706,0.000000,0.080751,0.293703,0.620347,0.000000
high_coordination_burden,10,104.381043,99.500000,0.953238,0.046762,0.105978,0.000000,0.078880,0.288176,0.620421,0.000000
high_coordination_burden,11,104.848845,99.950000,0.953277,0.046723,0.106377,0.000000,0.077011,0.282609,0.620503,0.000000
high_coordination_burden,12,105.322613,100.400000,0.953262,0.046738,0.106907,0.000000,0.075142,0.276994,0.620595,0.000000
high_coordination_burden,13,105.802526,100.850000,0.953191,0.046809,0.107573,0.000000,0.073269,0.271323,0.620696,0.000000
high_coordination_burden,14,106.288776,101.300000,0.953064,0.046936,0.108378,0.000000,0.071392,0.265585,0.620809,0.000000
high_coordination_burden,15,106.781569,101.750000,0.952880,0.047120,0.109327,0.000000,0.069507,0.259773,0.620932,0.000000
high_coordination_burden,16,107.281123,102.200000,0.952637,0.047363,0.110426,0.000000,0.067613,0.253874,0.621068,0.000000
high_coordination_burden,17,107.787675,102.650000,0.952335,0.047665,0.111680,0.000000,0.065706,0.247880,0.621216,0.000000
high_coordination_burden,18,108.301475,103.100000,0.951972,0.048028,0.113093,0.000000,0.063785,0.241780,0.621377,0.000000
high_coordination_burden,19,108.822788,103.550000,0.951547,0.048453,0.114674,0.000000,0.061847,0.235562,0.621553,0.000000
high_coordination_burden,20,109.351900,104.000000,0.951058,0.048942,0.116427,0.000000,0.059889,0.229214,0.621743,0.000000
high_coordination_burden,21,109.889113,104.450000,0.950504,0.049496,0.118360,0.000000,0.057909,0.222726,0.621948,0.000000
high_coordination_burden,22,110.434747,104.900000,0.949882,0.050118,0.120481,0.000000,0.055905,0.216083,0.622170,0.000000
high_coordination_burden,23,110.989146,105.350000,0.949192,0.050808,0.122798,0.000000,0.053872,0.209273,0.622408,0.000000
high_coordination_burden,24,111.552670,105.800000,0.948431,0.051569,0.125318,0.000000,0.051809,0.202282,0.622665,0.000000
high_coordination_burden,25,112.125706,106.250000,0.947597,0.052403,0.128051,0.000000,0.049713,0.195095,0.622941,0.000000
high_coordination_burden,26,112.708662,106.700000,0.946689,0.053311,0.131006,0.000000,0.047581,0.187697,0.623236,0.000000
high_coordination_burden,27,113.301972,107.150000,0.945703,0.054297,0.134195,0.000000,0.045409,0.180072,0.623552,0.000000
high_coordination_burden,28,113.906094,107.600000,0.944638,0.055362,0.137626,0.000000,0.043194,0.172204,0.623889,0.000000
high_coordination_burden,29,114.521516,108.050000,0.943491,0.056509,0.141313,0.000000,0.040934,0.164074,0.624250,0.000000
high_coordination_burden,30,115.148755,108.500000,0.942259,0.057741,0.145267,0.000000,0.038624,0.155665,0.624634,0.000000
high_coordination_burden,31,115.788357,108.950000,0.940941,0.059059,0.149501,0.000000,0.036262,0.146956,0.625043,0.000000
high_coordination_burden,32,116.440903,109.400000,0.939532,0.060468,0.154030,0.000000,0.033843,0.137927,0.625479,0.000000
high_coordination_burden,33,117.107007,109.850000,0.938031,0.061969,0.158869,0.000000,0.031365,0.128556,0.625942,0.000000
high_coordination_burden,34,117.787319,110.300000,0.936434,0.063566,0.164032,0.000000,0.028822,0.118820,0.626433,0.000000
high_coordination_burden,35,118.482531,110.750000,0.934737,0.065263,0.169537,0.000000,0.026211,0.108696,0.626955,0.000000
high_coordination_burden,36,119.193372,111.200000,0.932938,0.067062,0.175402,0.000000,0.023529,0.098157,0.627508,0.000000
high_coordination_burden,37,119.920616,111.650000,0.931033,0.068967,0.181646,0.000000,0.020770,0.087178,0.628094,0.000000
high_coordination_burden,38,120.665084,112.100000,0.929018,0.070982,0.188289,0.000000,0.017931,0.075728,0.628714,0.000000
high_coordination_burden,39,121.427645,112.550000,0.926889,0.073111,0.195352,0.000000,0.015007,0.063777,0.629370,0.000000
high_coordination_burden,40,122.209220,113.000000,0.924644,0.075356,0.202860,0.000000,0.011992,0.051295,0.630063,0.000000
high_coordination_burden,41,123.010785,113.450000,0.922277,0.077723,0.210837,0.000000,0.008883,0.038246,0.630796,0.000000
high_coordination_burden,42,123.833376,113.900000,0.919784,0.080216,0.219308,0.000000,0.005675,0.024595,0.631570,0.000000
high_coordination_burden,43,124.678088,114.350000,0.917162,0.082838,0.228302,0.000000,0.002361,0.010304,0.632387,0.000000
high_coordination_burden,44,125.546086,114.800000,0.914405,0.085595,0.237849,0.000000,0.000000,0.000000,0.633243,0.000000
high_coordination_burden,45,126.433935,115.250000,0.911543,0.088457,0.247875,0.000000,0.000000,0.000000,0.634127,0.000000
high_coordination_burden,46,127.331810,115.700000,0.908650,0.091350,0.258162,0.000000,0.000000,0.000000,0.635041,0.000000
high_coordination_burden,47,128.239971,116.150000,0.905724,0.094276,0.268717,0.000000,0.000000,0.000000,0.635983,0.000000
high_coordination_burden,48,129.158688,116.600000,0.902765,0.097235,0.279549,0.000000,0.000000,0.000000,0.636956,0.000000
high_coordination_burden,49,130.088237,117.050000,0.899774,0.100226,0.290667,0.000000,0.000000,0.000000,0.637958,0.000000
high_coordination_burden,50,131.028905,117.500000,0.896749,0.103251,0.302081,0.000000,0.000000,0.000000,0.638990,0.000000
high_coordination_burden,51,131.980985,117.950000,0.893689,0.106311,0.313798,0.000000,0.000000,0.000000,0.640054,0.000000
high_coordination_burden,52,132.944783,118.400000,0.890595,0.109405,0.325830,0.000000,0.000000,0.000000,0.641148,0.000000
high_coordination_burden,53,133.920614,118.850000,0.887466,0.112534,0.338187,0.000000,0.000000,0.000000,0.642273,0.000000
high_coordination_burden,54,134.908801,119.300000,0.884301,0.115699,0.350879,0.000000,0.000000,0.000000,0.643430,0.000000
high_coordination_burden,55,135.909680,119.750000,0.881100,0.118900,0.363917,0.000000,0.000000,0.000000,0.644619,0.000000
high_coordination_burden,56,136.923597,120.200000,0.877862,0.122138,0.377312,0.000000,0.000000,0.000000,0.645840,0.000000
high_coordination_burden,57,137.950909,120.650000,0.874586,0.125414,0.391077,0.000000,0.000000,0.000000,0.647094,0.000000
high_coordination_burden,58,138.991986,121.100000,0.871273,0.128727,0.405223,0.000000,0.000000,0.000000,0.648382,0.000000
high_coordination_burden,59,140.047209,121.550000,0.867922,0.132078,0.419764,0.000000,0.000000,0.000000,0.649703,0.000000
high_coordination_burden,60,141.116973,122.000000,0.864531,0.135469,0.434712,0.000000,0.000000,0.000000,0.651057,0.000000
high_coordination_burden,61,142.201685,122.450000,0.861101,0.138899,0.450082,0.000000,0.000000,0.000000,0.652446,0.000000
high_coordination_burden,62,143.301766,122.900000,0.857631,0.142369,0.465887,0.000000,0.000000,0.000000,0.653870,0.000000
high_coordination_burden,63,144.417653,123.350000,0.854120,0.145880,0.482143,0.000000,0.000000,0.000000,0.655329,0.000000
high_coordination_burden,64,145.549796,123.800000,0.850568,0.149432,0.498864,0.000000,0.000000,0.000000,0.656823,0.000000
high_coordination_burden,65,146.698660,124.250000,0.846974,0.153026,0.516068,0.000000,0.000000,0.000000,0.658353,0.000000
high_coordination_burden,66,147.864728,124.700000,0.843338,0.156662,0.533770,0.000000,0.000000,0.000000,0.659920,0.000000
high_coordination_burden,67,149.048498,125.150000,0.839660,0.160340,0.551988,0.000000,0.000000,0.000000,0.661523,0.000000
high_coordination_burden,68,150.250487,125.600000,0.835937,0.164063,0.570741,0.000000,0.000000,0.000000,0.663164,0.000000
high_coordination_burden,69,151.471227,126.050000,0.832171,0.167829,0.590045,0.000000,0.000000,0.000000,0.664842,0.000000
high_coordination_burden,70,152.711273,126.500000,0.828361,0.171639,0.609923,0.000000,0.000000,0.000000,0.666559,0.000000
high_coordination_burden,71,153.971195,126.950000,0.824505,0.175495,0.630392,0.000000,0.000000,0.000000,0.668314,0.000000
high_coordination_burden,72,155.251588,127.400000,0.820604,0.179396,0.651476,0.000000,0.000000,0.000000,0.670108,0.000000
high_coordination_burden,73,156.553063,127.850000,0.816656,0.183344,0.673195,0.000000,0.000000,0.000000,0.671941,0.000000
high_coordination_burden,74,157.876258,128.300000,0.812662,0.187338,0.695572,0.000000,0.000000,0.000000,0.673814,0.000000
high_coordination_burden,75,159.221831,128.750000,0.808620,0.191380,0.718633,0.000000,0.000000,0.000000,0.675728,0.000000
high_coordination_burden,76,160.590463,129.200000,0.804531,0.195469,0.742400,0.000000,0.000000,0.000000,0.677683,0.000000
high_coordination_burden,77,161.982863,129.650000,0.800393,0.199607,0.766900,0.000000,0.000000,0.000000,0.679679,0.000000
high_coordination_burden,78,163.399763,130.100000,0.796207,0.203793,0.792160,0.000000,0.000000,0.000000,0.681717,0.000000
high_coordination_burden,79,164.841923,130.550000,0.791971,0.208029,0.818208,0.000000,0.000000,0.000000,0.683797,0.000000
high_coordination_burden,80,166.310131,131.000000,0.787685,0.212315,0.845074,0.000000,0.000000,0.000000,0.685920,0.000000
high_coordination_burden,81,167.805205,131.450000,0.783349,0.216651,0.872787,0.000000,0.000000,0.000000,0.688087,0.000000
high_coordination_burden,82,169.327992,131.900000,0.778962,0.221038,0.901380,0.000000,0.000000,0.000000,0.690297,0.000000
high_coordination_burden,83,170.879372,132.350000,0.774523,0.225477,0.930885,0.000000,0.000000,0.000000,0.692552,0.000000
high_coordination_burden,84,172.460257,132.800000,0.770032,0.229968,0.961338,0.000000,0.000000,0.000000,0.694852,0.000000
high_coordination_burden,85,174.071595,133.250000,0.765490,0.234510,0.992773,0.000000,0.000000,0.000000,0.697197,0.000000
high_coordination_burden,86,175.714368,133.700000,0.760894,0.239106,1.025230,0.000000,0.000000,0.000000,0.699588,0.000000
high_coordination_burden,87,177.389598,134.150000,0.756245,0.243755,1.058746,0.000000,0.000000,0.000000,0.702025,0.000000
high_coordination_burden,88,179.098344,134.600000,0.751542,0.248458,1.093364,0.000000,0.000000,0.000000,0.704510,0.000000
high_coordination_burden,89,180.841708,135.050000,0.746786,0.253214,1.129125,0.000000,0.000000,0.000000,0.707042,0.000000
high_coordination_burden,90,182.620833,135.500000,0.741974,0.258026,1.166074,0.000000,0.000000,0.000000,0.709622,0.000000
high_coordination_burden,91,184.436907,135.950000,0.737108,0.262892,1.204259,0.000000,0.000000,0.000000,0.712251,0.000000
high_coordination_burden,92,186.291166,136.400000,0.732187,0.267813,1.243727,0.000000,0.000000,0.000000,0.714929,0.000000
high_coordination_burden,93,188.184893,136.850000,0.727210,0.272790,1.284529,0.000000,0.000000,0.000000,0.717657,0.000000
high_coordination_burden,94,190.119421,137.300000,0.722178,0.277822,1.326718,0.000000,0.000000,0.000000,0.720435,0.000000
high_coordination_burden,95,192.096140,137.750000,0.717089,0.282911,1.370351,0.000000,0.000000,0.000000,0.723265,0.000000
high_coordination_burden,96,194.116491,138.200000,0.711944,0.288056,1.415485,0.000000,0.000000,0.000000,0.726145,0.000000
high_coordination_burden,97,196.181976,138.650000,0.706742,0.293258,1.462180,0.000000,0.000000,0.000000,0.729078,0.000000
high_coordination_burden,98,198.294155,139.100000,0.701483,0.298517,1.510500,0.000000,0.000000,0.000000,0.732063,0.000000
high_coordination_burden,99,200.454655,139.550000,0.696167,0.303833,1.560511,0.000000,0.000000,0.000000,0.735101,0.000000
