run_id,growth_rate,balancing_strength,target,delay,capacity,threshold,threshold_correction,shock_size,minimum_stock,maximum_stock,final_stock,time_to_peak,maximum_inflow,maximum_outflow,threshold_active_periods
201,0.131618,0.052992,58.416856,4,124.029593,80.644203,0.052717,-11.717258,20.000000,96.331053,96.305185,35,4.080677,2.009140,143
202,0.117336,0.091248,73.038328,11,125.085762,94.967065,0.030442,-14.726920,20.000000,108.679791,99.202347,33,3.666680,3.252226,119
203,0.103931,0.055994,56.361893,3,99.126338,81.972028,0.049834,-8.002003,20.000000,82.203590,82.203590,95,2.574118,1.446991,96
204,0.133378,0.069624,56.865731,4,108.755142,79.928062,0.110631,-15.014095,20.000000,85.404732,84.829178,26,3.623398,1.987003,134
205,0.062339,0.047866,52.532742,7,101.791119,86.978976,0.026792,-7.157669,20.000000,77.092703,76.974412,60,1.586354,1.175598,0
206,0.075527,0.065238,51.564669,14,97.212931,79.676722,0.034516,-5.450502,20.000000,80.643797,72.287473,43,1.835519,1.897055,8
207,0.127555,0.061800,53.837283,7,82.475167,78.843488,0.092499,-9.567665,20.000000,73.888250,72.280341,30,2.629940,1.239145,0
208,0.092871,0.029013,75.202791,4,96.370991,71.828536,0.109101,-15.300347,20.000000,81.153960,81.153960,95,2.236903,0.172664,130
209,0.075362,0.072374,61.979937,6,109.000717,71.744385,0.113355,-9.343738,20.000000,78.571530,77.095871,37,2.053607,1.200798,127
210,0.095521,0.021732,67.232694,7,100.699921,95.472078,0.066155,-4.816050,20.000000,94.149583,94.149583,160,2.404575,0.584956,0
211,0.132356,0.029678,70.526737,8,88.159861,82.147728,0.043930,-13.831805,20.000000,84.544032,84.223849,37,2.914603,0.416011,120
212,0.104698,0.023907,76.441692,9,125.802347,76.796362,0.040579,-8.768988,20.000000,105.194808,104.929813,45,3.292348,0.687408,140
213,0.096818,0.084907,68.271250,8,97.135306,96.608515,0.024757,-11.272675,20.000000,85.895164,82.513931,38,2.350975,1.496397,0
214,0.120834,0.090662,65.805383,7,125.927349,79.459762,0.105674,-12.794878,20.000000,94.106478,89.173871,26,3.803888,2.565832,139
215,0.072166,0.038821,52.915245,12,98.633531,86.770133,0.072076,-17.281717,20.000000,82.724656,80.374069,50,1.779420,1.157233,0
216,0.075564,0.041402,56.453079,9,114.931837,100.411067,0.057390,-16.808282,20.000000,91.938690,91.003567,51,2.171132,1.469186,0
217,0.073675,0.062993,77.523586,6,127.051820,104.288245,0.075316,-9.829191,20.000000,102.081396,101.439678,51,2.340105,1.546974,0
218,0.133961,0.029802,77.030402,14,107.761955,85.970702,0.065198,-6.258806,20.000000,98.986121,96.920285,35,3.607555,0.654330,139
219,0.074962,0.039000,62.952480,10,100.568639,104.916943,0.052705,-10.629328,20.000000,87.471584,86.358940,53,1.884624,0.956234,0
220,0.105383,0.021629,75.822703,3,75.560019,91.085858,0.078050,-14.832866,20.000000,75.553799,75.544809,95,1.990515,0.000000,0
221,0.088011,0.046803,50.467972,2,102.933356,89.787747,0.023884,-15.534732,20.000000,81.914042,81.906896,95,2.264118,1.471755,0
222,0.113870,0.080452,76.052698,5,105.997280,92.161646,0.076619,-14.651022,20.000000,93.439414,92.467317,34,3.017446,1.398801,117
223,0.121786,0.035212,61.912551,12,86.604202,89.800160,0.027490,-16.174169,20.000000,82.503726,80.748315,38,2.636759,0.725047,0
224,0.071333,0.052106,74.429533,5,119.136828,77.549952,0.024268,-15.610320,20.000000,93.976160,93.964502,61,2.124412,1.018494,129
225,0.068243,0.034580,50.380247,13,128.384080,104.613895,0.049394,-16.887058,20.000000,99.872794,97.207254,55,2.190318,1.711452,0
226,0.082146,0.065456,66.602482,16,110.060617,100.328946,0.075518,-13.448519,20.000000,98.005368,86.861637,47,2.259589,2.055520,0
227,0.126467,0.088313,58.910944,3,100.901205,73.483209,0.051241,-7.561295,20.000000,79.665005,79.527804,28,3.189160,1.832843,139
228,0.081355,0.040752,51.526023,3,111.503772,72.786708,0.055954,-4.364245,20.000000,82.057553,82.057550,95,2.267828,1.244206,133
229,0.101030,0.065800,52.138510,9,122.839736,73.948568,0.092994,-15.452414,20.000000,87.100476,82.215571,30,3.100743,2.300511,133
230,0.126454,0.092925,55.190820,3,92.603806,101.368661,0.026185,-15.993268,20.000000,74.821061,74.778533,32,2.925704,1.824137,0
231,0.090079,0.064058,62.978638,7,124.473745,77.795343,0.024863,-15.439521,20.000000,93.923730,91.625528,37,2.802466,1.982278,134
232,0.124435,0.075236,51.203375,13,111.647097,85.555266,0.029718,-16.235707,20.000000,96.353240,84.612447,30,3.469862,3.396880,57
233,0.083005,0.067639,53.540254,9,116.688773,82.726196,0.055927,-9.400322,20.000000,86.908253,82.923057,37,2.421139,2.256983,82
234,0.076012,0.048382,77.202191,4,93.956252,97.247837,0.041999,-14.514400,20.000000,87.137104,87.137104,160,1.785025,0.480668,0
235,0.090943,0.057526,64.867476,12,124.794598,74.700750,0.041091,-8.233655,20.000000,97.515491,91.486193,38,2.835979,1.878104,138
236,0.130756,0.050894,66.786949,2,82.856601,79.008207,0.058761,-8.113923,20.000000,78.162834,78.162824,95,2.708420,0.578970,0
237,0.125342,0.052982,51.471685,13,86.804754,81.997536,0.105793,-10.227142,20.000000,80.351017,75.183793,32,2.719630,1.530076,0
238,0.091966,0.058117,65.400029,3,75.583884,80.181558,0.073588,-5.288880,20.000000,71.505511,71.505510,95,1.737576,0.354833,0
239,0.078459,0.073184,51.240200,9,104.757184,78.841312,0.114245,-6.072084,20.000000,79.156175,74.364432,38,2.054383,2.042992,5
240,0.115901,0.027503,64.104816,13,81.285298,83.926386,0.091200,-4.448696,20.000000,78.810800,77.869695,43,2.354999,0.404466,0
241,0.080374,0.077572,63.408731,8,96.416926,97.270700,0.056281,-10.674212,20.000000,81.460379,78.574358,42,1.937320,1.400296,0
242,0.075477,0.055608,56.360842,12,105.937845,88.290111,0.072401,-7.925718,20.000000,87.031927,81.472515,45,1.998425,1.705546,0
243,0.079532,0.046601,77.522274,10,97.093489,71.066416,0.062908,-6.940558,20.000000,83.351907,82.717008,51,1.930402,0.271668,131
244,0.131558,0.044067,67.856682,5,124.948535,95.616730,0.110196,-14.419341,20.000000,103.493016,103.075176,30,4.109375,1.570387,134
245,0.089273,0.030270,72.741736,9,127.401030,79.425019,0.057611,-9.684608,20.000000,100.030471,99.346132,44,2.843236,0.826017,136
246,0.108548,0.052610,58.690505,6,98.767935,85.295106,0.068157,-14.648059,20.000000,84.670005,84.246802,38,2.680093,1.366772,0
247,0.087335,0.075846,62.445903,3,76.302953,76.557659,0.054793,-11.410753,20.000000,69.541573,69.541573,95,1.665980,0.538179,0
248,0.079210,0.054302,73.242645,12,122.563334,87.042494,0.104765,-16.720037,20.000000,97.236082,93.466450,43,2.427042,1.302886,118
249,0.084651,0.033997,61.948069,8,112.594084,87.204418,0.048528,-8.062897,20.000000,93.686662,93.239864,46,2.382200,1.079028,123
250,0.118882,0.029508,58.758498,2,83.802576,77.346794,0.096865,-8.310163,20.000000,78.048093,78.048093,95,2.490604,0.569198,109
251,0.072229,0.048831,65.350734,6,114.616431,74.213687,0.043847,-10.333942,20.000000,86.453994,86.199852,48,2.069548,1.030488,130
252,0.117853,0.046657,76.778879,5,107.784092,102.183849,0.087082,-14.638622,20.000000,98.437629,98.406137,45,3.175259,1.010528,0
253,0.126375,0.031709,70.961472,14,92.503772,101.492493,0.060100,-10.597986,20.000000,89.830842,87.987918,40,2.920780,0.598333,0
254,0.084410,0.055301,63.075526,3,105.892348,98.237552,0.109842,-17.281851,20.000000,86.882191,86.880937,95,2.233654,1.316524,0
255,0.060408,0.080294,76.676338,9,95.232098,71.928144,0.023155,-17.712635,20.000000,83.684794,82.243526,126,1.438182,0.562735,110
256,0.074195,0.059893,75.500061,9,107.852491,71.717863,0.095117,-7.914525,20.000000,83.616087,82.470063,45,2.000417,0.486089,131
257,0.084472,0.026590,66.036353,5,118.831983,97.597112,0.023697,-7.719673,20.000000,103.428515,103.428515,160,2.509316,0.994233,117
258,0.082621,0.031331,58.748549,11,102.648099,82.737938,0.024593,-14.028861,20.000000,89.081535,87.911091,48,2.119606,0.950375,113
259,0.134529,0.039160,68.856980,10,116.686653,83.219935,0.101094,-4.291458,20.000000,98.218517,95.711936,29,3.924443,1.149799,142
260,0.093871,0.040580,76.686399,6,124.306189,78.269814,0.055265,-7.844056,20.000000,98.119873,97.943359,43,2.917126,0.869771,137
261,0.087118,0.051564,76.598256,8,92.766012,79.740764,0.100579,-10.339252,20.000000,84.184215,83.466170,45,2.020392,0.391161,116
262,0.110533,0.058830,66.432590,3,88.631203,76.921233,0.067487,-8.308447,20.000000,79.324838,79.324777,51,2.448319,0.758452,125
263,0.095766,0.081960,66.535948,7,80.820486,95.853340,0.070486,-10.431207,20.000000,75.213154,73.914474,42,1.934727,0.711188,0
264,0.077143,0.021451,63.092025,9,118.807729,90.599684,0.042047,-6.429057,20.000000,100.350030,100.294131,61,2.291294,0.799218,124
265,0.121876,0.024945,63.492126,10,97.947373,89.941847,0.075764,-11.071016,20.000000,91.691812,91.099083,38,2.982750,0.703455,115
266,0.099067,0.080157,51.923220,16,96.346194,94.296037,0.101285,-17.579281,20.000000,85.765918,69.912314,37,2.385762,2.712729,0
267,0.060188,0.078731,58.422442,4,100.678815,70.002245,0.100942,-15.253832,20.000000,72.048990,71.823771,45,1.514692,1.072833,109
268,0.127079,0.080705,64.925999,10,88.118727,99.546573,0.057358,-15.806502,20.000000,82.580354,78.638191,32,2.799171,1.424803,0
269,0.087904,0.020302,64.829245,9,84.225642,90.935760,0.102698,-5.300693,20.000000,80.450884,80.449123,77,1.850261,0.317143,0
270,0.099744,0.083140,76.082392,2,84.983216,91.533448,0.043669,-10.271981,20.000000,80.825942,80.825941,95,2.119140,0.394378,0
271,0.065647,0.071924,58.503639,8,102.670272,94.416897,0.042828,-11.623207,20.000000,79.034335,76.370552,46,1.684968,1.476656,0
272,0.108516,0.020411,67.826716,15,104.633873,75.538058,0.041544,-17.859634,20.000000,93.557622,92.177800,42,2.836823,0.525191,137
273,0.067265,0.051904,63.546732,10,89.917518,94.829329,0.049348,-15.077774,20.000000,79.145240,77.366186,54,1.512013,0.809625,0
274,0.064871,0.039687,67.089490,5,129.942978,82.633060,0.043982,-14.209200,20.000000,95.049067,95.049058,95,2.107012,1.109641,122
275,0.086643,0.039570,77.383506,15,78.879821,92.306752,0.083061,-7.370095,20.000000,78.592965,78.393657,139,1.708092,0.047858,0
276,0.113255,0.064740,71.151109,8,116.535316,102.715048,0.084923,-4.256423,20.000000,101.708437,98.196341,35,3.299197,1.978273,0
277,0.117367,0.060327,60.100189,7,80.151831,70.031523,0.092780,-17.705418,20.000000,72.901611,71.832667,32,2.350014,0.772276,122
278,0.063098,0.050046,58.065455,6,118.441682,96.219169,0.031624,-11.664223,20.000000,87.118170,87.115832,77,1.867967,1.453983,0
279,0.131867,0.077499,76.612010,14,109.571897,97.937150,0.045919,-10.356913,20.000000,103.661522,96.480117,35,3.610118,2.096302,30
280,0.108655,0.093124,60.555835,15,77.436698,91.676732,0.037566,-10.747170,20.000000,74.335519,68.457722,39,2.103324,1.283215,0
281,0.068198,0.041891,72.456670,7,113.711683,95.183754,0.064444,-13.492911,20.000000,96.051147,95.875342,60,1.938720,0.988387,87
282,0.125417,0.034488,69.082237,7,118.004528,77.662650,0.052696,-9.828096,20.000000,98.590765,98.085752,34,3.699921,1.017681,142
283,0.104918,0.089045,60.237704,13,117.786422,83.463979,0.090686,-12.114454,20.000000,95.379195,86.112310,32,3.088015,3.129190,108
284,0.071418,0.056228,50.999257,15,95.971691,73.270356,0.025162,-16.578438,20.000000,79.318242,71.884539,45,1.713502,1.592324,55
285,0.075732,0.092988,64.967028,10,95.549468,80.427971,0.108749,-14.096052,20.000000,81.782515,77.743382,44,1.808877,1.563637,18
286,0.082722,0.044875,76.279365,9,128.895050,92.632273,0.096074,-6.856295,20.000000,102.473231,100.440033,42,2.665447,1.175456,128
287,0.089463,0.029176,55.984923,2,119.867662,75.525794,0.096373,-10.557954,20.000000,87.741585,87.741561,95,2.680530,0.926520,136
288,0.090462,0.055412,57.223176,6,92.600876,90.342775,0.029344,-6.422177,20.000000,78.007893,77.669009,42,2.093353,1.151729,0
289,0.063738,0.028969,57.113867,11,78.611617,81.663976,0.065600,-7.765692,20.000000,71.719430,71.449809,66,1.252644,0.423107,0
290,0.119051,0.021633,72.996556,3,77.098593,95.259446,0.095230,-11.571310,20.000000,76.463287,76.462921,95,2.294641,0.074994,0
291,0.084376,0.094177,76.906761,8,106.982772,77.557528,0.057235,-15.483948,20.000000,89.202186,86.363578,41,2.256257,1.157948,124
292,0.089081,0.050578,53.472419,3,129.137667,103.320334,0.103824,-6.515636,20.000000,96.458336,96.458336,160,2.875131,2.174117,0
293,0.068589,0.031313,64.073560,14,129.215206,93.988421,0.047699,-7.668400,20.000000,104.112493,101.150795,53,2.215655,1.253741,120
294,0.116178,0.058930,55.861934,5,102.449019,92.906438,0.062181,-6.615319,20.000000,84.947690,84.739769,36,2.973751,1.714037,0
295,0.108893,0.049678,56.182160,12,84.997332,81.989698,0.047486,-14.492053,20.000000,78.495608,75.149590,37,2.313910,1.108478,0
296,0.128158,0.090237,56.462634,10,111.832667,82.101892,0.085686,-11.147599,20.000000,92.179320,84.121092,27,3.582671,3.222955,122
297,0.078353,0.068217,57.428356,11,88.946045,70.977558,0.046933,-12.472195,20.000000,75.717963,72.328112,42,1.742302,1.247655,109
298,0.100802,0.031138,71.749163,3,81.455351,88.085765,0.056841,-14.510430,20.000000,79.112874,79.112120,95,2.052278,0.229289,0
299,0.066168,0.029128,66.412263,3,79.391971,102.767471,0.084589,-8.148697,20.000000,75.263450,75.263450,160,1.313062,0.257676,0
300,0.079110,0.029519,55.779295,16,97.554202,100.860860,0.085252,-5.230736,20.000000,87.906201,85.019972,52,1.929010,0.948358,0
