scenario,time,stock,delayed_stock,inflow,outflow,threshold_penalty,shock,next_stock
short_delay,159,83.483671,83.483637,1.240959,1.1816,0.059347,0.0,83.483684
short_delay,160,83.483684,83.483656,1.240959,1.181601,0.059347,0.0,83.483694
long_delay,0,20.0,20.0,1.44,0.0,0.0,0.0,21.44
long_delay,1,21.44,20.0,1.515894,0.0,0.0,0.0,22.955894
long_delay,2,22.955894,20.0,1.591755,0.0,0.0,0.0,24.547648
long_delay,3,24.547648,20.0,1.66696,0.0,0.0,0.0,26.214608
long_delay,4,26.214608,20.0,1.74083,0.0,0.0,0.0,27.955438
long_delay,5,27.955438,20.0,1.812634,0.0,0.0,0.0,29.768072
long_delay,6,29.768072,20.0,1.881602,0.0,0.0,0.0,31.649674
long_delay,7,31.649674,20.0,1.946939,0.0,0.0,0.0,33.596613
long_delay,8,33.596613,20.0,2.007836,0.0,0.0,0.0,35.604449
long_delay,9,35.604449,20.0,2.063491,0.0,0.0,0.0,37.66794
long_delay,10,37.66794,20.0,2.113128,0.0,0.0,0.0,39.781068
long_delay,11,39.781068,20.0,2.156016,0.0,0.0,0.0,41.937084
long_delay,12,41.937084,20.0,2.19149,0.0,0.0,0.0,44.128575
long_delay,13,44.128575,20.0,2.218974,0.0,0.0,0.0,46.347549
long_delay,14,46.347549,20.0,2.237994,0.0,0.0,0.0,48.585542
long_delay,15,48.585542,21.44,2.248199,0.0,0.0,0.0,50.833742
long_delay,16,50.833742,22.955894,2.249374,0.0,0.0,0.0,53.083116
long_delay,17,53.083116,24.547648,2.241445,0.0,0.0,0.0,55.324561
long_delay,18,55.324561,26.214608,2.224484,0.0,0.0,0.0,57.549045
long_delay,19,57.549045,27.955438,2.198711,0.0,0.0,0.0,59.747756
long_delay,20,59.747756,29.768072,2.164483,0.0,0.0,0.0,61.912239
long_delay,21,61.912239,31.649674,2.122289,0.0,0.0,0.0,64.034528
long_delay,22,64.034528,33.596613,2.072729,0.0,0.0,0.0,66.107257
long_delay,23,66.107257,35.604449,2.016501,0.0,0.0,0.0,68.123757
long_delay,24,68.123757,37.66794,1.954376,0.0,0.0,0.0,70.078134
long_delay,25,70.078134,39.781068,1.887182,0.0,0.0,0.0,71.965315
long_delay,26,71.965315,41.937084,1.815772,0.0,0.0,0.0,73.781088
long_delay,27,73.781088,44.128575,1.741014,0.0,0.0,0.0,75.522102
long_delay,28,75.522102,46.347549,1.66376,0.0,0.0,0.0,77.185862
long_delay,29,77.185862,48.585542,1.584836,0.0,0.0,0.0,78.770698
long_delay,30,78.770698,50.833742,1.505022,0.0,0.0,0.0,80.27572
long_delay,31,80.27572,53.083116,1.425043,0.0,0.0,0.0,81.700763
long_delay,32,81.700763,55.324561,1.345555,0.0,0.0,0.0,83.046318
long_delay,33,83.046318,57.549045,1.267147,0.0,0.041853,0.0,84.271612
long_delay,34,84.271612,59.747756,1.192911,0.0,0.090864,0.0,85.373659
long_delay,35,85.373659,61.912239,1.123834,0.0,0.134946,0.0,86.362546
long_delay,36,86.362546,64.034528,1.059989,0.111899,0.174502,0.0,87.136134
long_delay,37,87.136134,66.107257,1.008817,0.225899,0.205445,0.0,87.713606
long_delay,38,87.713606,68.123757,0.969916,0.336807,0.228544,0.0,88.118171
long_delay,39,88.118171,70.078134,0.942305,0.444297,0.244727,0.0,88.371451
long_delay,40,88.371451,71.965315,0.924869,0.548092,0.254858,0.0,88.493369
long_delay,41,88.493369,73.781088,0.916434,0.64796,0.259735,0.0,88.502109
long_delay,42,88.502109,75.522102,0.915829,0.743716,0.260084,0.0,88.414138
long_delay,43,88.414138,77.185862,0.921919,0.835222,0.256566,0.0,88.244269
long_delay,44,88.244269,78.770698,0.933638,0.922388,0.249771,0.0,88.005748
long_delay,45,88.005748,80.27572,0.950007,1.005165,0.24023,0.0,87.71036
long_delay,46,87.71036,81.700763,0.970136,1.083542,0.228414,0.0,87.36854
long_delay,47,87.36854,83.046318,0.993233,1.157548,0.214742,0.0,86.989484
long_delay,48,86.989484,84.271612,1.0186,1.224939,0.199579,0.0,86.583566
long_delay,49,86.583566,85.373659,1.045478,1.285551,0.183343,0.0,86.160151
long_delay,50,86.160151,86.362546,1.073199,1.33994,0.166406,0.0,85.727004
long_delay,51,85.727004,87.136134,1.101223,1.382487,0.14908,0.0,85.296659
long_delay,52,85.296659,87.713606,1.128731,1.414248,0.131866,0.0,84.879276
long_delay,53,84.879276,88.118171,1.155093,1.436499,0.115171,0.0,84.482698
long_delay,54,84.482698,88.371451,1.179849,1.45043,0.099308,0.0,84.112809
long_delay,55,84.112809,88.493369,1.202685,1.457135,0.084512,0.0,83.773846
long_delay,56,83.773846,88.502109,1.223395,1.457616,0.070954,0.0,83.468671
long_delay,57,83.468671,88.414138,1.241863,1.452778,0.058747,0.0,83.19901
long_delay,58,83.19901,88.244269,1.258043,1.443435,0.04796,0.0,82.965658
long_delay,59,82.965658,88.005748,1.271939,1.430316,0.038626,0.0,82.768654
long_delay,60,82.768654,87.71036,1.283594,1.41407,0.030746,0.0,82.607432
long_delay,61,82.607432,87.36854,1.29308,1.39527,0.024297,0.0,82.480945
long_delay,62,82.480945,86.989484,1.300489,1.374422,0.019238,0.0,82.387775
long_delay,63,82.387775,86.583566,1.305929,1.352096,0.015511,0.0,82.326097
long_delay,64,82.326097,86.160151,1.309521,1.328808,0.013044,0.0,82.293766
long_delay,65,82.293766,85.727004,1.311401,1.304985,0.011751,0.0,82.288431
long_delay,66,82.288431,85.296659,1.311711,1.281316,0.011537,0.0,82.307289
long_delay,67,82.307289,84.879276,1.310615,1.25836,0.012292,0.0,82.347253
long_delay,68,82.347253,84.482698,1.30829,1.236548,0.01389,0.0,82.405104
long_delay,69,82.405104,84.112809,1.304918,1.216205,0.016204,0.0,82.477613
long_delay,70,82.477613,83.773846,1.300684,1.197562,0.019105,0.0,82.561632
long_delay,71,82.561632,83.468671,1.295766,1.180777,0.022465,0.0,82.654156
long_delay,72,82.654156,83.19901,1.290336,1.165946,0.026166,0.0,82.752379
long_delay,73,82.752379,82.965658,1.284553,1.153111,0.030095,0.0,82.853726
long_delay,74,82.853726,82.768654,1.278569,1.142276,0.034149,0.0,82.955871
long_delay,75,82.955871,82.607432,1.27252,1.133409,0.038235,0.0,83.056747
long_delay,76,83.056747,82.480945,1.266526,1.126452,0.04227,0.0,83.154551
long_delay,77,83.154551,82.387775,1.260698,1.121328,0.046182,0.0,83.24774
long_delay,78,83.24774,82.326097,1.255129,1.117935,0.04991,0.0,83.335024
long_delay,79,83.335024,82.293766,1.249899,1.116157,0.053401,0.0,83.415364
long_delay,80,83.415364,82.288431,1.245072,1.115864,0.056615,0.0,83.487958
long_delay,81,83.487958,82.307289,1.240701,1.116901,0.059518,0.0,83.55224
long_delay,82,83.55224,82.347253,1.236822,1.119099,0.06209,0.0,83.607874
long_delay,83,83.607874,82.405104,1.23346,1.122281,0.064315,0.0,83.654738
long_delay,84,83.654738,82.477613,1.230623,1.126269,0.06619,0.0,83.692902
long_delay,85,83.692902,82.561632,1.228309,1.13089,0.067716,0.0,83.722606
long_delay,86,83.722606,82.654156,1.226507,1.135979,0.068904,0.0,83.744231
long_delay,87,83.744231,82.752379,1.225194,1.141381,0.069769,0.0,83.758275
long_delay,88,83.758275,82.853726,1.224341,1.146955,0.070331,0.0,83.76533
long_delay,89,83.76533,82.955871,1.223912,1.152573,0.070613,0.0,83.766056
long_delay,90,83.766056,83.056747,1.223868,1.158121,0.070642,0.0,83.761161
long_delay,91,83.761161,83.154551,1.224166,1.1635,0.070446,0.0,83.75138
long_delay,92,83.75138,83.24774,1.22476,1.168626,0.070055,0.0,83.737459
long_delay,93,83.737459,83.335024,1.225605,1.173426,0.069498,0.0,83.72014
long_delay,94,83.72014,83.415364,1.226657,1.177845,0.068806,0.0,83.700146
long_delay,95,83.700146,83.487958,1.22787,1.181838,0.068006,-10.0,73.678172
long_delay,96,73.678172,83.55224,1.74541,1.185373,0.0,0.0,74.238209
long_delay,97,74.238209,83.607874,1.721258,1.188433,0.0,0.0,74.771034
long_delay,98,74.771034,83.654738,1.697756,1.191011,0.0,0.0,75.27778
long_delay,99,75.27778,83.692902,1.67493,1.19311,0.0,0.0,75.759601
long_delay,100,75.759601,83.722606,1.652799,1.194743,0.0,0.0,76.217656
long_delay,101,76.217656,83.744231,1.631371,1.195933,0.0,0.0,76.653094
long_delay,102,76.653094,83.758275,1.610651,1.196705,0.0,0.0,77.067041
long_delay,103,77.067041,83.76533,1.590638,1.197093,0.0,0.0,77.460585
long_delay,104,77.460585,83.766056,1.571325,1.197133,0.0,0.0,77.834777
long_delay,105,77.834777,83.761161,1.552703,1.196864,0.0,0.0,78.190616
long_delay,106,78.190616,83.75138,1.53476,1.196326,0.0,0.0,78.52905
long_delay,107,78.52905,83.737459,1.517484,1.19556,0.0,0.0,78.850974
long_delay,108,78.850974,83.72014,1.500859,1.194608,0.0,0.0,79.157225
long_delay,109,79.157225,83.700146,1.484871,1.193508,0.0,0.0,79.448588
long_delay,110,79.448588,73.678172,1.469503,0.642299,0.0,0.0,80.275791
long_delay,111,80.275791,74.238209,1.425039,0.673101,0.0,0.0,81.027728
long_delay,112,81.027728,74.771034,1.383552,0.702407,0.0,0.0,81.708874
long_delay,113,81.708874,75.27778,1.345093,0.730278,0.0,0.0,82.323688
long_delay,114,82.323688,75.759601,1.309661,0.756778,0.012948,0.0,82.863624
long_delay,115,82.863624,76.217656,1.277984,0.781971,0.034545,0.0,83.325092
long_delay,116,83.325092,76.653094,1.250494,0.80592,0.053004,0.0,83.716662
long_delay,117,83.716662,77.067041,1.226868,0.828687,0.068666,0.0,84.046177
long_delay,118,84.046177,77.460585,1.206772,0.850332,0.081847,0.0,84.32077
long_delay,119,84.32077,77.834777,1.189876,0.870913,0.092831,0.0,84.546902
long_delay,120,84.546902,78.190616,1.17586,0.890484,0.101876,0.0,84.730403
long_delay,121,84.730403,78.52905,1.164419,0.909098,0.109216,0.0,84.876508
long_delay,122,84.876508,78.850974,1.155266,0.926804,0.11506,0.0,84.98991
long_delay,123,84.98991,79.157225,1.148136,0.943647,0.119596,0.0,85.074802
long_delay,124,85.074802,79.448588,1.142782,0.959672,0.122992,0.0,85.13492
long_delay,125,85.13492,80.275791,1.138984,1.005169,0.125397,0.0,85.143339
long_delay,126,85.143339,81.027728,1.138451,1.046525,0.125734,0.0,85.109531
long_delay,127,85.109531,81.708874,1.140589,1.083988,0.124381,0.0,85.041751
long_delay,128,85.041751,82.323688,1.144868,1.117803,0.12167,0.0,84.947146
long_delay,129,84.947146,82.863624,1.150827,1.147499,0.117886,0.0,84.832588
long_delay,130,84.832588,83.325092,1.158022,1.17288,0.113304,0.0,84.704426
long_delay,131,84.704426,83.716662,1.166043,1.194416,0.108177,0.0,84.567875
long_delay,132,84.567875,84.046177,1.174556,1.21254,0.102715,0.0,84.427176
long_delay,133,84.427176,84.32077,1.183293,1.227642,0.097087,0.0,84.285739
long_delay,134,84.285739,84.546902,1.192039,1.24008,0.09143,0.0,84.14627
long_delay,135,84.14627,84.730403,1.200629,1.250172,0.085851,0.0,84.010876
long_delay,136,84.010876,84.876508,1.208934,1.258208,0.080435,0.0,83.881167
long_delay,137,83.881167,84.98991,1.21686,1.264445,0.075247,0.0,83.758335
long_delay,138,83.758335,85.074802,1.224337,1.269114,0.070333,0.0,83.643225
long_delay,139,83.643225,85.13492,1.23132,1.272421,0.065729,0.0,83.536395
long_delay,140,83.536395,85.143339,1.237779,1.272884,0.061456,0.0,83.439835
long_delay,141,83.439835,85.109531,1.2436,1.271024,0.057593,0.0,83.354817
long_delay,142,83.354817,85.041751,1.248711,1.267296,0.054193,0.0,83.282039
long_delay,143,83.282039,84.947146,1.253075,1.262093,0.051282,0.0,83.221739
long_delay,144,83.221739,84.832588,1.256684,1.255792,0.04887,0.0,83.173762
long_delay,145,83.173762,84.704426,1.259551,1.248743,0.04695,0.0,83.137619
long_delay,146,83.137619,84.567875,1.261708,1.241233,0.045505,0.0,83.11259
long_delay,147,83.11259,84.427176,1.263201,1.233495,0.044504,0.0,83.097792
long_delay,148,83.097792,84.285739,1.264083,1.225716,0.043912,0.0,83.092248
long_delay,149,83.092248,84.14627,1.264413,1.218045,0.04369,0.0,83.094926
long_delay,150,83.094926,84.010876,1.264253,1.210598,0.043797,0.0,83.104784
long_delay,151,83.104784,83.881167,1.263666,1.203464,0.044191,0.0,83.120794
long_delay,152,83.120794,83.758335,1.262712,1.196708,0.044832,0.0,83.141966
long_delay,153,83.141966,83.643225,1.261449,1.190377,0.045679,0.0,83.167359
long_delay,154,83.167359,83.536395,1.259934,1.184502,0.046694,0.0,83.196096
long_delay,155,83.196096,83.439835,1.258217,1.179191,0.047844,0.0,83.227279
long_delay,156,83.227279,83.354817,1.256353,1.174515,0.049091,0.0,83.260026
long_delay,157,83.260026,83.282039,1.254394,1.170512,0.050401,0.0,83.293506
long_delay,158,83.293506,83.221739,1.252388,1.167196,0.05174,0.0,83.326959
long_delay,159,83.326959,83.173762,1.250382,1.164557,0.053078,0.0,83.359706
long_delay,160,83.359706,83.137619,1.248417,1.162569,0.054388,0.0,83.391166
weak_balancing,0,20.0,20.0,1.44,0.0,0.0,0.0,21.44
weak_balancing,1,21.44,20.0,1.515894,0.0,0.0,0.0,22.955894
weak_balancing,2,22.955894,20.0,1.591755,0.0,0.0,0.0,24.547648
weak_balancing,3,24.547648,20.0,1.66696,0.0,0.0,0.0,26.214608
weak_balancing,4,26.214608,20.0,1.74083,0.0,0.0,0.0,27.955438
weak_balancing,5,27.955438,20.0,1.812634,0.0,0.0,0.0,29.768072
weak_balancing,6,29.768072,20.0,1.881602,0.0,0.0,0.0,31.649674
weak_balancing,7,31.649674,20.0,1.946939,0.0,0.0,0.0,33.596613
weak_balancing,8,33.596613,21.44,2.007836,0.0,0.0,0.0,35.604449
weak_balancing,9,35.604449,22.955894,2.063491,0.0,0.0,0.0,37.66794
weak_balancing,10,37.66794,24.547648,2.113128,0.0,0.0,0.0,39.781068
weak_balancing,11,39.781068,26.214608,2.156016,0.0,0.0,0.0,41.937084
weak_balancing,12,41.937084,27.955438,2.19149,0.0,0.0,0.0,44.128575
weak_balancing,13,44.128575,29.768072,2.218974,0.0,0.0,0.0,46.347549
weak_balancing,14,46.347549,31.649674,2.237994,0.0,0.0,0.0,48.585542
weak_balancing,15,48.585542,33.596613,2.248199,0.0,0.0,0.0,50.833742
weak_balancing,16,50.833742,35.604449,2.249374,0.0,0.0,0.0,53.083116
weak_balancing,17,53.083116,37.66794,2.241445,0.0,0.0,0.0,55.324561
weak_balancing,18,55.324561,39.781068,2.224484,0.0,0.0,0.0,57.549045
weak_balancing,19,57.549045,41.937084,2.198711,0.0,0.0,0.0,59.747756
weak_balancing,20,59.747756,44.128575,2.164483,0.0,0.0,0.0,61.912239
weak_balancing,21,61.912239,46.347549,2.122289,0.0,0.0,0.0,64.034528
weak_balancing,22,64.034528,48.585542,2.072729,0.0,0.0,0.0,66.107257
weak_balancing,23,66.107257,50.833742,2.016501,0.0,0.0,0.0,68.123757
weak_balancing,24,68.123757,53.083116,1.954376,0.0,0.0,0.0,70.078134
weak_balancing,25,70.078134,55.324561,1.887182,0.0,0.0,0.0,71.965315
weak_balancing,26,71.965315,57.549045,1.815772,0.0,0.0,0.0,73.781088
weak_balancing,27,73.781088,59.747756,1.741014,0.0,0.0,0.0,75.522102
weak_balancing,28,75.522102,61.912239,1.66376,0.0,0.0,0.0,77.185862
weak_balancing,29,77.185862,64.034528,1.584836,0.050863,0.0,0.0,78.719835
weak_balancing,30,78.719835,66.107257,1.507654,0.102681,0.0,0.0,80.124807
weak_balancing,31,80.124807,68.123757,1.433246,0.153094,0.0,0.0,81.40496
weak_balancing,32,81.40496,70.078134,1.362356,0.201953,0.0,0.0,82.565362
weak_balancing,33,82.565362,71.965315,1.295547,0.249133,0.022614,0.0,83.589162
weak_balancing,34,83.589162,73.781088,1.234591,0.294527,0.063566,0.0,84.46566
weak_balancing,35,84.46566,75.522102,1.180906,0.338053,0.098626,0.0,85.209887
weak_balancing,36,85.209887,77.185862,1.134237,0.379647,0.128395,0.0,85.836083
weak_balancing,37,85.836083,78.719835,1.094198,0.417996,0.153443,0.0,86.358841
weak_balancing,38,86.358841,80.124807,1.060231,0.45312,0.174354,0.0,86.791599
weak_balancing,39,86.791599,81.40496,1.03174,0.485124,0.191664,0.0,87.146551
weak_balancing,40,87.146551,82.565362,1.00812,0.514134,0.205862,0.0,87.434675
weak_balancing,41,87.434675,83.589162,0.988781,0.539729,0.217387,0.0,87.66634
weak_balancing,42,87.66634,84.46566,0.973122,0.561641,0.226654,0.0,87.851167
weak_balancing,43,87.851167,85.209887,0.96056,0.580247,0.234047,0.0,87.997433
weak_balancing,44,87.997433,85.836083,0.950576,0.595902,0.239897,0.0,88.112209
weak_balancing,45,88.112209,86.358841,0.942714,0.608971,0.244488,0.0,88.201464
weak_balancing,46,88.201464,86.791599,0.936583,0.61979,0.248059,0.0,88.270198
weak_balancing,47,88.270198,87.146551,0.931853,0.628664,0.250808,0.0,88.322579
weak_balancing,48,88.322579,87.434675,0.928242,0.635867,0.252903,0.0,88.362051
weak_balancing,49,88.362051,87.66634,0.925518,0.641658,0.254482,0.0,88.391428
weak_balancing,50,88.391428,87.851167,0.923488,0.646279,0.255657,0.0,88.412981
weak_balancing,51,88.412981,87.997433,0.921999,0.649936,0.256519,0.0,88.428524
weak_balancing,52,88.428524,88.112209,0.920924,0.652805,0.257141,0.0,88.439502
weak_balancing,53,88.439502,88.201464,0.920164,0.655037,0.25758,0.0,88.447049
weak_balancing,54,88.447049,88.270198,0.919642,0.656755,0.257882,0.0,88.452054
weak_balancing,55,88.452054,88.322579,0.919296,0.658064,0.258082,0.0,88.455203
weak_balancing,56,88.455203,88.362051,0.919078,0.659051,0.258208,0.0,88.457021
weak_balancing,57,88.457021,88.391428,0.918952,0.659786,0.258281,0.0,88.457907
weak_balancing,58,88.457907,88.412981,0.91889,0.660325,0.258316,0.0,88.458156
weak_balancing,59,88.458156,88.428524,0.918873,0.660713,0.258326,0.0,88.45799
weak_balancing,60,88.45799,88.439502,0.918885,0.660988,0.25832,0.0,88.457568
weak_balancing,61,88.457568,88.447049,0.918914,0.661176,0.258303,0.0,88.457003
weak_balancing,62,88.457003,88.452054,0.918953,0.661301,0.25828,0.0,88.456374
weak_balancing,63,88.456374,88.455203,0.918997,0.66138,0.258255,0.0,88.455736
weak_balancing,64,88.455736,88.457021,0.919041,0.661426,0.258229,0.0,88.455122
weak_balancing,65,88.455122,88.457907,0.919083,0.661448,0.258205,0.0,88.454552
weak_balancing,66,88.454552,88.458156,0.919123,0.661454,0.258182,0.0,88.454039
weak_balancing,67,88.454039,88.45799,0.919158,0.66145,0.258162,0.0,88.453586
weak_balancing,68,88.453586,88.457568,0.91919,0.661439,0.258143,0.0,88.453193
weak_balancing,69,88.453193,88.457003,0.919217,0.661425,0.258128,0.0,88.452857
weak_balancing,70,88.452857,88.456374,0.91924,0.661409,0.258114,0.0,88.452573
weak_balancing,71,88.452573,88.455736,0.91926,0.661393,0.258103,0.0,88.452336
weak_balancing,72,88.452336,88.455122,0.919276,0.661378,0.258093,0.0,88.452141
weak_balancing,73,88.452141,88.454552,0.91929,0.661364,0.258086,0.0,88.451981
weak_balancing,74,88.451981,88.454039,0.919301,0.661351,0.258079,0.0,88.451852
weak_balancing,75,88.451852,88.453586,0.91931,0.66134,0.258074,0.0,88.451747
weak_balancing,76,88.451747,88.453193,0.919317,0.66133,0.25807,0.0,88.451665
weak_balancing,77,88.451665,88.452857,0.919323,0.661321,0.258067,0.0,88.451599
weak_balancing,78,88.451599,88.452573,0.919327,0.661314,0.258064,0.0,88.451548
weak_balancing,79,88.451548,88.452336,0.919331,0.661308,0.258062,0.0,88.451508
weak_balancing,80,88.451508,88.452141,0.919333,0.661304,0.25806,0.0,88.451478
weak_balancing,81,88.451478,88.451981,0.919335,0.6613,0.258059,0.0,88.451455
weak_balancing,82,88.451455,88.451852,0.919337,0.661296,0.258058,0.0,88.451437
weak_balancing,83,88.451437,88.451747,0.919338,0.661294,0.258057,0.0,88.451424
weak_balancing,84,88.451424,88.451665,0.919339,0.661292,0.258057,0.0,88.451415
weak_balancing,85,88.451415,88.451599,0.91934,0.66129,0.258057,0.0,88.451408
weak_balancing,86,88.451408,88.451548,0.91934,0.661289,0.258056,0.0,88.451403
weak_balancing,87,88.451403,88.451508,0.919341,0.661288,0.258056,0.0,88.4514
weak_balancing,88,88.4514,88.451478,0.919341,0.661287,0.258056,0.0,88.451398
weak_balancing,89,88.451398,88.451455,0.919341,0.661286,0.258056,0.0,88.451397
weak_balancing,90,88.451397,88.451437,0.919341,0.661286,0.258056,0.0,88.451396
weak_balancing,91,88.451396,88.451424,0.919341,0.661286,0.258056,0.0,88.451396
weak_balancing,92,88.451396,88.451415,0.919341,0.661285,0.258056,0.0,88.451396
weak_balancing,93,88.451396,88.451408,0.919341,0.661285,0.258056,0.0,88.451396
weak_balancing,94,88.451396,88.451403,0.919341,0.661285,0.258056,0.0,88.451396
weak_balancing,95,88.451396,88.4514,0.919341,0.661285,0.258056,-10.0,78.451396
weak_balancing,96,78.451396,88.451398,1.521466,0.661285,0.0,0.0,79.311578
weak_balancing,97,79.311578,88.451397,1.476748,0.661285,0.0,0.0,80.127041
weak_balancing,98,80.127041,88.451396,1.433125,0.661285,0.0,0.0,80.898881
weak_balancing,99,80.898881,88.451396,1.390733,0.661285,0.0,0.0,81.62833
weak_balancing,100,81.62833,88.451396,1.349684,0.661285,0.0,0.0,82.316729
weak_balancing,101,82.316729,88.451396,1.310066,0.661285,0.012669,0.0,82.952841
weak_balancing,102,82.952841,88.451396,1.272699,0.661285,0.038114,0.0,83.526141
weak_balancing,103,83.526141,78.451396,1.238398,0.411285,0.061046,0.0,84.292209
weak_balancing,104,84.292209,79.311578,1.19164,0.432789,0.091688,0.0,84.959371
weak_balancing,105,84.959371,80.127041,1.150058,0.453176,0.118375,0.0,85.537878
weak_balancing,106,85.537878,80.898881,1.113353,0.472472,0.141515,0.0,86.037245
weak_balancing,107,86.037245,81.62833,1.081185,0.490708,0.16149,0.0,86.466232
weak_balancing,108,86.466232,82.316729,1.053193,0.507918,0.178649,0.0,86.832857
weak_balancing,109,86.832857,82.952841,1.029007,0.523821,0.193314,0.0,87.144728
weak_balancing,110,87.144728,83.526141,1.008242,0.538154,0.205789,0.0,87.409028
weak_balancing,111,87.409028,84.292209,0.990508,0.557305,0.216361,0.0,87.62587
weak_balancing,112,87.62587,84.959371,0.975865,0.573984,0.225035,0.0,87.802715
weak_balancing,113,87.802715,85.537878,0.963859,0.588447,0.232109,0.0,87.946019
weak_balancing,114,87.946019,86.037245,0.95409,0.600931,0.237841,0.0,88.061337
weak_balancing,115,88.061337,86.466232,0.946201,0.611656,0.242453,0.0,88.153429
weak_balancing,116,88.153429,86.832857,0.939884,0.620821,0.246137,0.0,88.226354
weak_balancing,117,88.226354,87.144728,0.934871,0.628618,0.249054,0.0,88.283553
weak_balancing,118,88.283553,87.409028,0.930933,0.635226,0.251342,0.0,88.327918
weak_balancing,119,88.327918,87.62587,0.927874,0.640647,0.253117,0.0,88.362028
weak_balancing,120,88.362028,87.802715,0.925519,0.645068,0.254481,0.0,88.387998
weak_balancing,121,88.387998,87.946019,0.923725,0.64865,0.25552,0.0,88.407553
weak_balancing,122,88.407553,88.061337,0.922374,0.651533,0.256302,0.0,88.422092
weak_balancing,123,88.422092,88.153429,0.921369,0.653836,0.256884,0.0,88.432741
weak_balancing,124,88.432741,88.226354,0.920632,0.655659,0.25731,0.0,88.440404
weak_balancing,125,88.440404,88.283553,0.920102,0.657089,0.257616,0.0,88.445801
weak_balancing,126,88.445801,88.327918,0.919728,0.658198,0.257832,0.0,88.4495
weak_balancing,127,88.4495,88.362028,0.919472,0.659051,0.25798,0.0,88.451941
weak_balancing,128,88.451941,88.387998,0.919303,0.6597,0.258078,0.0,88.453467
weak_balancing,129,88.453467,88.407553,0.919198,0.660189,0.258139,0.0,88.454337
weak_balancing,130,88.454337,88.422092,0.919138,0.660552,0.258173,0.0,88.454749
weak_balancing,131,88.454749,88.432741,0.919109,0.660819,0.25819,0.0,88.45485
weak_balancing,132,88.45485,88.440404,0.919102,0.66101,0.258194,0.0,88.454748
weak_balancing,133,88.454748,88.445801,0.919109,0.661145,0.25819,0.0,88.454522
weak_balancing,134,88.454522,88.4495,0.919125,0.661237,0.258181,0.0,88.454228
weak_balancing,135,88.454228,88.451941,0.919145,0.661299,0.258169,0.0,88.453906
weak_balancing,136,88.453906,88.453467,0.919167,0.661337,0.258156,0.0,88.45358
weak_balancing,137,88.45358,88.454337,0.91919,0.661358,0.258143,0.0,88.453269
weak_balancing,138,88.453269,88.454749,0.919212,0.661369,0.258131,0.0,88.452981
weak_balancing,139,88.452981,88.45485,0.919231,0.661371,0.258119,0.0,88.452722
weak_balancing,140,88.452722,88.454748,0.919249,0.661369,0.258109,0.0,88.452493
weak_balancing,141,88.452493,88.454522,0.919265,0.661363,0.2581,0.0,88.452296
weak_balancing,142,88.452296,88.454228,0.919279,0.661356,0.258092,0.0,88.452127
weak_balancing,143,88.452127,88.453906,0.919291,0.661348,0.258085,0.0,88.451985
weak_balancing,144,88.451985,88.45358,0.9193,0.66134,0.258079,0.0,88.451866
weak_balancing,145,88.451866,88.453269,0.919309,0.661332,0.258075,0.0,88.451769
weak_balancing,146,88.451769,88.452981,0.919315,0.661325,0.258071,0.0,88.451689
weak_balancing,147,88.451689,88.452722,0.919321,0.661318,0.258068,0.0,88.451624
weak_balancing,148,88.451624,88.452493,0.919325,0.661312,0.258065,0.0,88.451572
weak_balancing,149,88.451572,88.452296,0.919329,0.661307,0.258063,0.0,88.451531
weak_balancing,150,88.451531,88.452127,0.919332,0.661303,0.258061,0.0,88.451498
weak_balancing,151,88.451498,88.451985,0.919334,0.6613,0.25806,0.0,88.451473
weak_balancing,152,88.451473,88.451866,0.919336,0.661297,0.258059,0.0,88.451453
weak_balancing,153,88.451453,88.451769,0.919337,0.661294,0.258058,0.0,88.451438
weak_balancing,154,88.451438,88.451689,0.919338,0.661292,0.258058,0.0,88.451426
weak_balancing,155,88.451426,88.451624,0.919339,0.661291,0.258057,0.0,88.451418
weak_balancing,156,88.451418,88.451572,0.91934,0.661289,0.258057,0.0,88.451411
weak_balancing,157,88.451411,88.451531,0.91934,0.661288,0.258056,0.0,88.451407
weak_balancing,158,88.451407,88.451498,0.91934,0.661287,0.258056,0.0,88.451403
weak_balancing,159,88.451403,88.451473,0.919341,0.661287,0.258056,0.0,88.451401
weak_balancing,160,88.451401,88.451453,0.919341,0.661286,0.258056,0.0,88.451399
strong_balancing,0,20.0,20.0,1.44,0.0,0.0,0.0,21.44
strong_balancing,1,21.44,20.0,1.515894,0.0,0.0,0.0,22.955894
strong_balancing,2,22.955894,20.0,1.591755,0.0,0.0,0.0,24.547648
strong_balancing,3,24.547648,20.0,1.66696,0.0,0.0,0.0,26.214608
strong_balancing,4,26.214608,20.0,1.74083,0.0,0.0,0.0,27.955438
strong_balancing,5,27.955438,20.0,1.812634,0.0,0.0,0.0,29.768072
strong_balancing,6,29.768072,20.0,1.881602,0.0,0.0,0.0,31.649674
strong_balancing,7,31.649674,20.0,1.946939,0.0,0.0,0.0,33.596613
strong_balancing,8,33.596613,21.44,2.007836,0.0,0.0,0.0,35.604449
strong_balancing,9,35.604449,22.955894,2.063491,0.0,0.0,0.0,37.66794
strong_balancing,10,37.66794,24.547648,2.113128,0.0,0.0,0.0,39.781068
strong_balancing,11,39.781068,26.214608,2.156016,0.0,0.0,0.0,41.937084
strong_balancing,12,41.937084,27.955438,2.19149,0.0,0.0,0.0,44.128575
