scenario,time,arrivals,served,queue_length,queue_pressure,arrival_share,utilization,mean_effective_propensity,coupling_residual
strong_pressure_feedback,43,25,28,6,0.321429,0.15625,1.0,0.13882,3
strong_pressure_feedback,44,17,23,0,0.214286,0.10625,0.821429,0.175845,6
strong_pressure_feedback,45,45,28,17,0.0,0.28125,1.0,0.250845,17
strong_pressure_feedback,46,14,28,3,0.607143,0.0875,1.0,0.064923,14
strong_pressure_feedback,47,23,26,0,0.107143,0.14375,0.928571,0.213345,3
strong_pressure_feedback,48,47,28,19,0.0,0.29375,1.0,0.250845,19
strong_pressure_feedback,49,4,23,0,0.678571,0.025,0.821429,0.050868,19
strong_pressure_feedback,50,46,28,18,0.0,0.2875,1.0,0.250845,18
strong_pressure_feedback,51,4,22,0,0.642857,0.025,0.785714,0.05771,18
strong_pressure_feedback,52,29,28,1,0.0,0.18125,1.0,0.250845,1
strong_pressure_feedback,53,31,28,4,0.035714,0.19375,1.0,0.238345,3
strong_pressure_feedback,54,31,28,7,0.142857,0.19375,1.0,0.200845,3
strong_pressure_feedback,55,25,28,4,0.25,0.15625,1.0,0.163345,3
strong_pressure_feedback,56,35,28,11,0.142857,0.21875,1.0,0.200845,7
strong_pressure_feedback,57,20,28,3,0.392857,0.125,1.0,0.117112,8
strong_pressure_feedback,58,37,28,12,0.107143,0.23125,1.0,0.213345,9
strong_pressure_feedback,59,18,28,2,0.428571,0.1125,1.0,0.107108,10
strong_pressure_feedback,60,46,28,20,0.071429,0.2875,1.0,0.225845,18
strong_pressure_feedback,61,9,28,1,0.714286,0.05625,1.0,0.044397,19
strong_pressure_feedback,62,35,28,8,0.035714,0.21875,1.0,0.238345,7
strong_pressure_feedback,63,27,28,7,0.285714,0.16875,1.0,0.150845,1
strong_pressure_feedback,64,22,28,1,0.25,0.1375,1.0,0.163345,6
strong_pressure_feedback,65,35,28,8,0.035714,0.21875,1.0,0.238345,7
strong_pressure_feedback,66,24,28,4,0.285714,0.15,1.0,0.150845,4
strong_pressure_feedback,67,41,28,17,0.142857,0.25625,1.0,0.200845,13
strong_pressure_feedback,68,5,22,0,0.607143,0.03125,0.785714,0.064923,17
strong_pressure_feedback,69,31,28,3,0.0,0.19375,1.0,0.250845,3
strong_pressure_feedback,70,28,28,3,0.107143,0.175,1.0,0.213345,0
strong_pressure_feedback,71,23,26,0,0.107143,0.14375,0.928571,0.213345,3
strong_pressure_feedback,72,38,28,10,0.0,0.2375,1.0,0.250845,10
strong_pressure_feedback,73,14,24,0,0.357143,0.0875,0.857143,0.127607,10
strong_pressure_feedback,74,24,24,0,0.0,0.15,0.857143,0.250845,0
strong_pressure_feedback,75,41,28,13,0.0,0.25625,1.0,0.250845,13
strong_pressure_feedback,76,18,28,3,0.464286,0.1125,1.0,0.09767,10
strong_pressure_feedback,77,31,28,6,0.107143,0.19375,1.0,0.213345,3
strong_pressure_feedback,78,25,28,3,0.214286,0.15625,1.0,0.175845,3
strong_pressure_feedback,79,37,28,12,0.107143,0.23125,1.0,0.213345,9
higher_baseline_demand,0,58,28,30,0.0,0.3625,1.0,0.384945,30
higher_baseline_demand,1,27,28,29,1.071429,0.16875,1.0,0.192088,1
higher_baseline_demand,2,31,28,32,1.035714,0.19375,1.0,0.198517,3
higher_baseline_demand,3,17,28,21,1.142857,0.10625,1.0,0.179257,11
higher_baseline_demand,4,40,28,33,0.75,0.25,1.0,0.249945,12
higher_baseline_demand,5,26,28,31,1.178571,0.1625,1.0,0.172933,2
higher_baseline_demand,6,27,28,30,1.107143,0.16875,1.0,0.18566,1
higher_baseline_demand,7,28,28,30,1.071429,0.175,1.0,0.192088,0
higher_baseline_demand,8,29,28,31,1.071429,0.18125,1.0,0.192088,1
higher_baseline_demand,9,32,28,35,1.107143,0.2,1.0,0.18566,4
higher_baseline_demand,10,18,28,25,1.25,0.1125,1.0,0.160692,10
higher_baseline_demand,11,37,28,34,0.892857,0.23125,1.0,0.224231,9
higher_baseline_demand,12,36,28,42,1.214286,0.225,1.0,0.166799,8
higher_baseline_demand,13,20,28,34,1.5,0.125,1.0,0.120819,8
higher_baseline_demand,14,31,28,37,1.214286,0.19375,1.0,0.166799,3
higher_baseline_demand,15,20,28,29,1.321429,0.125,1.0,0.14874,8
higher_baseline_demand,16,29,28,30,1.035714,0.18125,1.0,0.198517,1
higher_baseline_demand,17,32,28,34,1.071429,0.2,1.0,0.192088,4
higher_baseline_demand,18,17,28,23,1.214286,0.10625,1.0,0.166799,11
higher_baseline_demand,19,37,28,32,0.821429,0.23125,1.0,0.237088,9
higher_baseline_demand,20,30,28,34,1.142857,0.1875,1.0,0.179257,2
higher_baseline_demand,21,28,28,34,1.214286,0.175,1.0,0.166799,0
higher_baseline_demand,22,26,28,32,1.214286,0.1625,1.0,0.166799,2
higher_baseline_demand,23,32,28,36,1.142857,0.2,1.0,0.179257,4
higher_baseline_demand,24,27,28,35,1.285714,0.16875,1.0,0.154618,1
higher_baseline_demand,25,19,28,26,1.25,0.11875,1.0,0.160692,9
higher_baseline_demand,26,31,28,29,0.928571,0.19375,1.0,0.217803,3
higher_baseline_demand,27,31,28,32,1.035714,0.19375,1.0,0.198517,3
higher_baseline_demand,28,24,28,28,1.142857,0.15,1.0,0.179257,4
higher_baseline_demand,29,35,28,35,1.0,0.21875,1.0,0.204945,7
higher_baseline_demand,30,12,28,19,1.25,0.075,1.0,0.160692,16
higher_baseline_demand,31,40,28,31,0.678571,0.25,1.0,0.262803,12
higher_baseline_demand,32,32,28,35,1.107143,0.2,1.0,0.18566,4
higher_baseline_demand,33,23,28,30,1.25,0.14375,1.0,0.160692,5
higher_baseline_demand,34,40,28,42,1.071429,0.25,1.0,0.192088,12
higher_baseline_demand,35,28,28,42,1.5,0.175,1.0,0.120819,0
higher_baseline_demand,36,18,28,32,1.5,0.1125,1.0,0.120819,10
higher_baseline_demand,37,40,28,44,1.142857,0.25,1.0,0.179257,12
higher_baseline_demand,38,20,28,36,1.571429,0.125,1.0,0.11037,8
higher_baseline_demand,39,23,28,31,1.285714,0.14375,1.0,0.154618,5
higher_baseline_demand,40,33,28,36,1.107143,0.20625,1.0,0.18566,5
higher_baseline_demand,41,29,28,37,1.285714,0.18125,1.0,0.154618,1
higher_baseline_demand,42,28,28,37,1.321429,0.175,1.0,0.14874,0
higher_baseline_demand,43,31,28,40,1.321429,0.19375,1.0,0.14874,3
higher_baseline_demand,44,18,28,30,1.428571,0.1125,1.0,0.131735,10
higher_baseline_demand,45,33,28,35,1.071429,0.20625,1.0,0.192088,5
higher_baseline_demand,46,26,28,33,1.25,0.1625,1.0,0.160692,2
higher_baseline_demand,47,20,28,25,1.178571,0.125,1.0,0.172933,8
higher_baseline_demand,48,42,28,39,0.892857,0.2625,1.0,0.224231,14
higher_baseline_demand,49,23,28,34,1.392857,0.14375,1.0,0.137341,5
higher_baseline_demand,50,20,28,26,1.214286,0.125,1.0,0.166799,8
higher_baseline_demand,51,30,28,28,0.928571,0.1875,1.0,0.217803,2
higher_baseline_demand,52,40,28,40,1.0,0.25,1.0,0.204945,12
higher_baseline_demand,53,11,28,23,1.428571,0.06875,1.0,0.131735,17
higher_baseline_demand,54,38,28,33,0.821429,0.2375,1.0,0.237088,10
higher_baseline_demand,55,23,28,28,1.178571,0.14375,1.0,0.172933,5
higher_baseline_demand,56,39,28,39,1.0,0.24375,1.0,0.204945,11
higher_baseline_demand,57,21,28,32,1.392857,0.13125,1.0,0.137341,7
higher_baseline_demand,58,34,28,38,1.142857,0.2125,1.0,0.179257,6
higher_baseline_demand,59,20,28,30,1.357143,0.125,1.0,0.142973,8
higher_baseline_demand,60,24,28,26,1.071429,0.15,1.0,0.192088,4
higher_baseline_demand,61,40,28,38,0.928571,0.25,1.0,0.217803,12
higher_baseline_demand,62,22,28,32,1.357143,0.1375,1.0,0.142973,6
higher_baseline_demand,63,26,28,30,1.142857,0.1625,1.0,0.179257,2
higher_baseline_demand,64,32,28,34,1.071429,0.2,1.0,0.192088,4
higher_baseline_demand,65,28,28,34,1.214286,0.175,1.0,0.166799,0
higher_baseline_demand,66,31,28,37,1.214286,0.19375,1.0,0.166799,3
higher_baseline_demand,67,27,28,36,1.321429,0.16875,1.0,0.14874,1
higher_baseline_demand,68,18,28,26,1.285714,0.1125,1.0,0.154618,10
higher_baseline_demand,69,38,28,36,0.928571,0.2375,1.0,0.217803,10
higher_baseline_demand,70,24,28,32,1.285714,0.15,1.0,0.154618,4
higher_baseline_demand,71,24,28,28,1.142857,0.15,1.0,0.179257,4
higher_baseline_demand,72,24,28,24,1.0,0.15,1.0,0.204945,4
higher_baseline_demand,73,34,28,30,0.857143,0.2125,1.0,0.23066,6
higher_baseline_demand,74,35,28,37,1.071429,0.21875,1.0,0.192088,7
higher_baseline_demand,75,25,28,34,1.321429,0.15625,1.0,0.14874,3
higher_baseline_demand,76,28,28,34,1.214286,0.175,1.0,0.166799,0
higher_baseline_demand,77,31,28,37,1.214286,0.19375,1.0,0.166799,3
higher_baseline_demand,78,28,28,37,1.321429,0.175,1.0,0.14874,0
higher_baseline_demand,79,30,28,39,1.321429,0.1875,1.0,0.14874,2
