scenario,time,event_type,event_entity_id,queue_length,busy_servers
two_servers,269.356859,departure,87,0,1
two_servers,274.68673,departure,86,0,0
two_servers,277.227642,arrival,88,0,1
two_servers,279.095486,arrival,89,0,2
two_servers,286.378454,arrival,90,1,2
two_servers,287.051439,departure,89,0,2
two_servers,287.32974,arrival,91,1,2
two_servers,287.8677,arrival,92,2,2
two_servers,288.511038,departure,90,1,2
two_servers,288.886587,arrival,93,2,2
two_servers,290.161996,departure,88,1,2
two_servers,290.867897,departure,91,0,2
two_servers,291.72574,departure,93,0,1
two_servers,294.199739,arrival,94,0,2
two_servers,294.85604,arrival,95,1,2
two_servers,295.065236,departure,92,0,2
two_servers,296.921898,departure,94,0,1
two_servers,297.971324,departure,95,0,0
two_servers,302.227678,arrival,96,0,1
two_servers,307.413949,arrival,97,0,2
two_servers,307.5328,departure,96,0,1
two_servers,310.531353,departure,97,0,0
two_servers,314.425521,arrival,98,0,1
two_servers,316.00782,arrival,99,0,2
two_servers,317.206287,departure,98,0,1
two_servers,317.492266,departure,99,0,0
two_servers,321.406802,arrival,100,0,1
two_servers,322.122795,arrival,101,0,2
two_servers,324.30468,arrival,102,1,2
two_servers,324.942511,arrival,103,2,2
two_servers,325.083475,arrival,104,3,2
two_servers,325.933244,arrival,105,4,2
two_servers,326.785261,departure,101,3,2
two_servers,326.937804,departure,102,2,2
two_servers,327.803407,arrival,106,3,2
two_servers,328.386956,departure,103,2,2
two_servers,329.647511,departure,100,1,2
two_servers,329.668222,departure,105,0,2
two_servers,330.998918,departure,104,0,1
two_servers,337.041278,departure,106,0,0
two_servers,337.354416,arrival,107,0,1
two_servers,338.216756,departure,107,0,0
two_servers,338.551524,arrival,108,0,1
two_servers,341.938073,arrival,109,0,2
two_servers,343.244491,arrival,110,1,2
two_servers,343.517004,departure,108,0,2
two_servers,345.403418,departure,110,0,1
two_servers,347.572012,departure,109,0,0
two_servers,350.18923,arrival,111,0,1
two_servers,350.214125,departure,111,0,0
two_servers,352.480338,arrival,112,0,1
two_servers,354.05186,departure,112,0,0
two_servers,355.463901,arrival,113,0,1
two_servers,358.986196,arrival,114,0,2
two_servers,360.373927,arrival,115,1,2
two_servers,361.915195,departure,113,0,2
two_servers,362.756813,departure,115,0,1
two_servers,363.987985,departure,114,0,0
two_servers,369.903163,arrival,116,0,1
two_servers,372.851606,departure,116,0,0
two_servers,375.227356,arrival,117,0,1
two_servers,375.571945,departure,117,0,0
two_servers,384.811962,arrival,118,0,1
two_servers,385.615946,departure,118,0,0
two_servers,386.4218,arrival,119,0,1
two_servers,387.420976,arrival,120,0,2
two_servers,389.434371,departure,120,0,1
two_servers,389.943466,arrival,121,0,2
two_servers,390.188694,departure,121,0,1
two_servers,396.46113,departure,119,0,0
two_servers,400.91418,arrival,122,0,1
two_servers,400.976101,arrival,123,0,2
two_servers,403.696202,arrival,124,1,2
two_servers,405.981719,arrival,125,2,2
two_servers,407.552667,departure,122,1,2
two_servers,409.104916,departure,123,0,2
two_servers,409.385956,departure,124,0,1
two_servers,410.28664,departure,125,0,0
two_servers,415.590598,arrival,126,0,1
two_servers,419.054504,departure,126,0,0
two_servers,422.763038,arrival,127,0,1
two_servers,422.809803,departure,127,0,0
two_servers,422.864759,arrival,128,0,1
two_servers,422.917737,arrival,129,0,2
two_servers,423.462925,departure,129,0,1
two_servers,426.310955,arrival,130,0,2
two_servers,428.808143,departure,128,0,1
two_servers,431.618838,arrival,131,0,2
two_servers,433.112369,departure,130,0,1
two_servers,434.942008,arrival,132,0,2
two_servers,435.539847,departure,131,0,1
two_servers,436.839666,arrival,133,0,2
two_servers,438.480586,arrival,134,1,2
two_servers,440.302002,departure,132,0,2
two_servers,441.458845,arrival,135,1,2
two_servers,445.381573,departure,134,0,2
two_servers,448.736543,departure,133,0,1
two_servers,450.123578,arrival,136,0,2
two_servers,450.666968,departure,136,0,1
two_servers,452.660933,arrival,137,0,2
two_servers,455.143158,arrival,138,1,2
two_servers,455.91936,arrival,139,2,2
two_servers,456.90241,arrival,140,3,2
two_servers,457.974962,arrival,141,4,2
two_servers,458.856318,arrival,142,5,2
two_servers,463.979953,departure,135,4,2
two_servers,464.068686,departure,137,3,2
two_servers,464.431847,arrival,143,4,2
two_servers,464.474627,departure,139,3,2
two_servers,466.81822,arrival,144,4,2
two_servers,466.90792,arrival,145,5,2
two_servers,467.467292,departure,138,4,2
two_servers,467.531131,departure,141,3,2
two_servers,467.636089,arrival,146,4,2
two_servers,469.339418,arrival,147,5,2
two_servers,469.385529,arrival,148,6,2
two_servers,469.887995,departure,140,5,2
two_servers,470.331128,arrival,149,6,2
two_servers,470.859873,departure,143,5,2
two_servers,472.945888,departure,142,4,2
two_servers,473.134857,arrival,150,5,2
two_servers,473.389282,departure,144,4,2
two_servers,473.570714,departure,146,3,2
two_servers,474.467107,arrival,151,4,2
two_servers,475.366486,departure,147,3,2
two_servers,475.428974,departure,145,2,2
two_servers,477.817087,arrival,152,3,2
two_servers,478.394911,arrival,153,4,2
two_servers,478.538042,arrival,154,5,2
two_servers,478.871905,departure,148,4,2
two_servers,479.458602,departure,149,3,2
two_servers,483.330816,arrival,155,4,2
two_servers,484.338261,departure,151,3,2
two_servers,484.554691,departure,150,2,2
two_servers,486.001638,departure,152,1,2
two_servers,487.548016,departure,154,0,2
two_servers,490.537207,departure,153,0,1
two_servers,491.701823,departure,155,0,0
two_servers,494.274217,arrival,156,0,1
two_servers,497.036663,departure,156,0,0
two_servers,502.182575,arrival,157,0,1
two_servers,505.3632,arrival,158,0,2
two_servers,506.605184,departure,158,0,1
two_servers,507.607139,arrival,159,0,2
two_servers,512.706087,departure,159,0,1
two_servers,517.898179,arrival,160,0,2
two_servers,519.212118,arrival,161,1,2
two_servers,519.286997,arrival,162,2,2
two_servers,519.358898,departure,160,1,2
two_servers,519.587662,arrival,163,2,2
two_servers,522.088804,departure,157,1,2
two_servers,522.315621,arrival,164,2,2
two_servers,523.232224,arrival,165,3,2
two_servers,528.936835,departure,162,2,2
two_servers,529.357053,arrival,166,3,2
two_servers,534.505957,departure,163,2,2
two_servers,536.287682,arrival,167,3,2
two_servers,536.9541,departure,161,2,2
two_servers,537.523862,departure,164,1,2
two_servers,538.231654,departure,166,0,2
two_servers,540.775305,departure,165,0,1
two_servers,544.616512,arrival,168,0,2
two_servers,545.811531,arrival,169,1,2
two_servers,548.469579,arrival,170,2,2
two_servers,549.112637,departure,167,1,2
two_servers,550.172605,arrival,171,2,2
two_servers,551.725748,arrival,172,3,2
two_servers,551.996416,arrival,173,4,2
two_servers,552.152674,arrival,174,5,2
two_servers,552.445922,departure,169,4,2
two_servers,552.44691,arrival,175,5,2
two_servers,553.875049,arrival,176,6,2
two_servers,553.951292,arrival,177,7,2
two_servers,555.658042,arrival,178,8,2
two_servers,556.29525,departure,168,7,2
two_servers,559.016203,arrival,179,8,2
two_servers,560.866319,departure,171,7,2
two_servers,562.828041,departure,172,6,2
two_servers,563.051844,departure,170,5,2
two_servers,563.10541,departure,174,4,2
two_servers,563.889001,departure,175,3,2
two_servers,566.95389,departure,176,2,2
two_servers,567.192839,arrival,180,3,2
two_servers,568.994755,arrival,181,4,2
two_servers,571.678383,departure,177,3,2
two_servers,574.113196,arrival,182,4,2
two_servers,574.113355,arrival,183,5,2
two_servers,575.268798,departure,178,4,2
two_servers,575.762089,arrival,184,5,2
two_servers,576.756808,arrival,185,6,2
two_servers,576.821541,departure,173,5,2
two_servers,577.442324,arrival,186,6,2
two_servers,579.496673,arrival,187,7,2
two_servers,579.928981,departure,179,6,2
two_servers,581.509859,departure,180,5,2
two_servers,583.180064,departure,182,4,2
two_servers,583.330805,departure,183,3,2
two_servers,584.221283,departure,184,2,2
two_servers,586.797683,departure,185,1,2
two_servers,589.30421,departure,186,0,2
two_servers,591.877166,departure,187,0,1
two_servers,593.704811,departure,181,0,0
two_servers,594.253349,arrival,188,0,1
two_servers,594.552753,arrival,189,0,2
two_servers,595.870931,departure,188,0,1
two_servers,596.312472,arrival,190,0,2
two_servers,596.722482,arrival,191,1,2
two_servers,598.312838,arrival,192,2,2
faster_service,0.0,arrival,1,0,1
faster_service,1.762684,arrival,2,1,1
faster_service,2.231619,departure,1,0,1
faster_service,2.237275,arrival,3,1,1
faster_service,2.654404,arrival,4,2,1
faster_service,2.716058,arrival,5,3,1
faster_service,3.61028,departure,2,2,1
faster_service,4.027715,departure,3,1,1
faster_service,4.570869,arrival,6,2,1
faster_service,5.269613,departure,4,1,1
faster_service,5.390982,departure,5,0,1
faster_service,8.659858,departure,6,0,0
faster_service,12.129273,arrival,7,0,1
faster_service,12.935044,arrival,8,1,1
faster_service,17.412916,departure,7,0,1
faster_service,18.202923,departure,8,0,0
faster_service,20.354367,arrival,9,0,1
faster_service,24.565617,departure,9,0,0
faster_service,30.823137,arrival,10,0,1
faster_service,31.255965,arrival,11,1,1
faster_service,32.571373,departure,10,0,1
faster_service,37.953062,arrival,12,1,1
faster_service,39.003047,arrival,13,2,1
faster_service,40.615098,arrival,14,3,1
faster_service,41.116065,departure,11,2,1
faster_service,48.904366,arrival,15,3,1
faster_service,49.451283,arrival,16,4,1
faster_service,49.974183,arrival,17,5,1
faster_service,52.076131,departure,12,4,1
faster_service,53.346947,departure,13,3,1
faster_service,54.977033,departure,14,2,1
faster_service,57.702089,arrival,18,3,1
faster_service,61.944217,departure,15,2,1
faster_service,65.311156,arrival,19,3,1
faster_service,65.547276,departure,16,2,1
faster_service,69.937049,departure,17,1,1
faster_service,75.477189,departure,18,0,1
faster_service,76.546271,arrival,20,1,1
faster_service,78.912929,departure,19,0,1
faster_service,79.118702,departure,20,0,0
faster_service,81.542555,arrival,21,0,1
faster_service,89.635036,departure,21,0,0
faster_service,94.896107,arrival,22,0,1
faster_service,97.30084,arrival,23,1,1
faster_service,97.395526,arrival,24,2,1
faster_service,98.177527,departure,22,1,1
faster_service,101.245996,arrival,25,2,1
faster_service,101.432531,departure,23,1,1
faster_service,103.17841,arrival,26,2,1
faster_service,103.216811,departure,24,1,1
faster_service,103.732888,departure,25,0,1
faster_service,105.758973,departure,26,0,0
faster_service,113.203378,arrival,27,0,1
faster_service,113.705222,arrival,28,1,1
faster_service,114.820668,departure,27,0,1
faster_service,117.980382,departure,28,0,0
faster_service,125.602561,arrival,29,0,1
faster_service,125.766068,arrival,30,1,1
faster_service,131.731837,arrival,31,2,1
faster_service,132.124221,departure,29,1,1
faster_service,133.25865,departure,30,0,1
faster_service,134.451594,departure,31,0,0
faster_service,135.815813,arrival,32,0,1
faster_service,136.937795,arrival,33,1,1
faster_service,137.221365,arrival,34,2,1
faster_service,139.060057,departure,32,1,1
faster_service,139.421441,departure,33,0,1
faster_service,142.68268,departure,34,0,0
faster_service,153.316019,arrival,35,0,1
faster_service,154.815422,departure,35,0,0
faster_service,158.081673,arrival,36,0,1
faster_service,159.894032,arrival,37,1,1
faster_service,160.009205,departure,36,0,1
faster_service,162.113541,arrival,38,1,1
faster_service,167.866605,arrival,39,2,1
faster_service,171.879616,departure,37,1,1
faster_service,171.928122,arrival,40,2,1
faster_service,175.507808,departure,38,1,1
faster_service,175.710342,arrival,41,2,1
faster_service,175.837913,arrival,42,3,1
faster_service,176.044371,departure,39,2,1
faster_service,182.243946,departure,40,1,1
faster_service,182.576992,departure,41,0,1
faster_service,185.72146,departure,42,0,0
faster_service,195.326269,arrival,43,0,1
faster_service,202.815521,departure,43,0,0
faster_service,203.867771,arrival,44,0,1
faster_service,204.239182,arrival,45,1,1
faster_service,204.340701,departure,44,0,1
faster_service,207.005488,arrival,46,1,1
faster_service,207.418285,departure,45,0,1
faster_service,207.485087,arrival,47,1,1
faster_service,211.38467,departure,46,0,1
faster_service,213.35803,departure,47,0,0
faster_service,215.291677,arrival,48,0,1
faster_service,216.933281,departure,48,0,0
faster_service,225.795251,arrival,49,0,1
faster_service,227.400402,departure,49,0,0
faster_service,235.75207,arrival,50,0,1
faster_service,237.330373,departure,50,0,0
faster_service,238.610724,arrival,51,0,1
faster_service,245.485089,arrival,52,1,1
faster_service,245.761172,departure,51,0,1
faster_service,245.901648,arrival,53,1,1
faster_service,248.733264,departure,52,0,1
faster_service,252.658777,departure,53,0,0
faster_service,255.929871,arrival,54,0,1
faster_service,257.411219,arrival,55,1,1
faster_service,257.440449,departure,54,0,1
faster_service,258.250719,departure,55,0,0
faster_service,269.485907,arrival,56,0,1
faster_service,271.14326,departure,56,0,0
faster_service,286.58377,arrival,57,0,1
faster_service,290.664589,arrival,58,1,1
faster_service,290.688341,departure,57,0,1
faster_service,293.664121,departure,58,0,0
faster_service,297.015006,arrival,59,0,1
faster_service,300.424123,departure,59,0,0
faster_service,308.246273,arrival,60,0,1
faster_service,311.761063,departure,60,0,0
faster_service,322.023117,arrival,61,0,1
faster_service,322.217806,departure,61,0,0
faster_service,326.947266,arrival,62,0,1
faster_service,327.815023,departure,62,0,0
faster_service,340.243379,arrival,63,0,1
faster_service,340.411656,departure,63,0,0
faster_service,341.663508,arrival,64,0,1
faster_service,343.205321,departure,64,0,0
faster_service,347.057491,arrival,65,0,1
faster_service,352.654254,departure,65,0,0
faster_service,352.930175,arrival,66,0,1
faster_service,358.347065,departure,66,0,0
faster_service,368.726965,arrival,67,0,1
faster_service,370.3259,departure,67,0,0
faster_service,378.856209,arrival,68,0,1
faster_service,379.159765,arrival,69,1,1
faster_service,383.746318,departure,68,0,1
faster_service,385.818405,departure,69,0,0
faster_service,408.727423,arrival,70,0,1
faster_service,411.507731,departure,70,0,0
faster_service,421.481059,arrival,71,0,1
faster_service,424.18417,arrival,72,1,1
faster_service,424.5419,arrival,73,2,1
faster_service,427.044437,arrival,74,3,1
faster_service,427.427712,departure,71,2,1
faster_service,427.711914,departure,72,1,1
faster_service,430.401751,departure,73,0,1
faster_service,432.042361,departure,74,0,0
faster_service,433.656794,arrival,75,0,1
faster_service,435.038515,arrival,76,1,1
faster_service,435.394607,departure,75,0,1
faster_service,439.092738,departure,76,0,0
faster_service,442.59683,arrival,77,0,1
faster_service,447.569544,arrival,78,1,1
faster_service,447.583824,departure,77,0,1
faster_service,450.478802,departure,78,0,0
faster_service,450.495208,arrival,79,0,1
faster_service,451.076756,arrival,80,1,1
faster_service,454.091256,departure,79,0,1
faster_service,457.189534,arrival,81,1,1
faster_service,457.371872,departure,80,0,1
faster_service,466.078268,arrival,82,1,1
faster_service,471.332822,departure,81,0,1
faster_service,473.212969,arrival,83,1,1
faster_service,479.114168,arrival,84,2,1
faster_service,480.922003,arrival,85,3,1
faster_service,483.583973,departure,82,2,1
faster_service,487.273476,departure,83,1,1
faster_service,490.560826,departure,84,0,1
faster_service,491.086217,departure,85,0,0
faster_service,492.092865,arrival,86,0,1
faster_service,493.47748,departure,86,0,0
faster_service,496.719315,arrival,87,0,1
faster_service,501.490795,arrival,88,1,1
faster_service,504.160883,arrival,89,2,1
faster_service,504.270438,arrival,90,3,1
faster_service,504.993218,arrival,91,4,1
faster_service,505.292474,departure,87,3,1
faster_service,509.28993,arrival,92,4,1
faster_service,509.568018,arrival,93,5,1
faster_service,511.46955,departure,88,4,1
faster_service,512.516272,arrival,94,5,1
faster_service,512.849163,departure,89,4,1
faster_service,515.750622,arrival,95,5,1
faster_service,516.139307,departure,90,4,1
faster_service,517.195324,departure,91,3,1
faster_service,519.631888,arrival,96,4,1
faster_service,523.979471,departure,92,3,1
faster_service,528.851516,arrival,97,4,1
faster_service,529.598704,arrival,98,5,1
faster_service,531.569438,departure,93,4,1
faster_service,532.467099,departure,94,3,1
faster_service,532.805696,departure,95,2,1
faster_service,533.852917,arrival,99,3,1
faster_service,539.838551,arrival,100,4,1
faster_service,541.532531,departure,96,3,1
faster_service,543.224408,arrival,101,4,1
faster_service,546.374839,departure,97,3,1
faster_service,548.46465,departure,98,2,1
faster_service,548.843786,departure,99,1,1
faster_service,553.713568,arrival,102,2,1
faster_service,556.569247,departure,100,1,1
faster_service,557.642032,arrival,103,2,1
faster_service,558.374074,departure,101,1,1
faster_service,558.838977,arrival,104,2,1
faster_service,560.821663,departure,102,1,1
faster_service,569.773609,departure,103,0,1
faster_service,570.076319,arrival,105,1,1
faster_service,570.280547,departure,104,0,1
faster_service,570.782821,arrival,106,1,1
faster_service,574.900239,arrival,107,2,1
faster_service,580.48455,arrival,108,3,1
faster_service,586.176521,departure,105,2,1
faster_service,587.077808,arrival,109,3,1
faster_service,587.950296,departure,106,2,1
faster_service,589.865286,arrival,110,3,1
faster_service,594.77803,departure,107,2,1
faster_service,594.855231,departure,108,1,1
faster_service,594.984961,departure,109,0,1
faster_service,595.294882,arrival,111,1,1
stress_surge,0.0,arrival,1,0,1
stress_surge,2.321892,departure,1,0,0
stress_surge,8.766611,arrival,2,0,1
stress_surge,12.319565,arrival,3,1,1
stress_surge,13.357442,arrival,4,2,1
stress_surge,16.257788,arrival,5,3,1
stress_surge,17.696567,departure,2,2,1
stress_surge,19.763478,arrival,6,3,1
stress_surge,19.89432,arrival,7,4,1
stress_surge,20.180062,arrival,8,5,1
stress_surge,21.723207,arrival,9,6,1
stress_surge,28.697188,arrival,10,7,1
stress_surge,31.065817,departure,3,6,1
stress_surge,31.727081,departure,4,5,1
stress_surge,36.107039,arrival,11,6,1
stress_surge,39.10819,arrival,12,7,1
stress_surge,43.181606,departure,5,6,1
stress_surge,52.863362,arrival,13,7,1
stress_surge,53.253467,arrival,14,8,1
stress_surge,55.572516,departure,6,7,1
stress_surge,58.533946,departure,7,6,1
stress_surge,59.305467,departure,8,5,1
stress_surge,62.153769,departure,9,4,1
stress_surge,62.504798,departure,10,3,1
stress_surge,67.908481,arrival,15,4,1
stress_surge,68.785719,departure,11,3,1
stress_surge,69.312262,departure,12,2,1
stress_surge,70.478841,departure,13,1,1
stress_surge,71.053239,arrival,16,2,1
stress_surge,73.689654,departure,14,1,1
stress_surge,75.151834,departure,15,0,1
stress_surge,75.664552,departure,16,0,0
stress_surge,77.082488,arrival,17,0,1
stress_surge,77.407623,departure,17,0,0
stress_surge,78.834886,arrival,18,0,1
stress_surge,80.470276,arrival,19,1,1
stress_surge,81.282387,arrival,20,2,1
stress_surge,82.719008,arrival,21,3,1
stress_surge,88.173552,departure,18,2,1
stress_surge,88.65358,arrival,22,3,1
stress_surge,89.141554,arrival,23,4,1
stress_surge,89.208636,departure,19,3,1
stress_surge,90.282474,arrival,24,4,1
stress_surge,93.491958,departure,20,3,1
stress_surge,95.257926,arrival,25,4,1
stress_surge,95.525004,arrival,26,5,1
stress_surge,96.860939,arrival,27,6,1
stress_surge,97.353179,arrival,28,7,1
stress_surge,98.625037,departure,21,6,1
stress_surge,100.638021,arrival,29,7,1
stress_surge,100.695363,departure,22,6,1
stress_surge,104.516877,departure,23,5,1
stress_surge,106.202828,arrival,30,6,1
stress_surge,106.95568,arrival,31,7,1
stress_surge,108.484873,departure,24,6,1
stress_surge,108.794346,departure,25,5,1
stress_surge,109.27673,departure,26,4,1
stress_surge,110.084548,arrival,32,5,1
stress_surge,110.850293,arrival,33,6,1
stress_surge,110.854331,arrival,34,7,1
stress_surge,115.887577,arrival,35,8,1
stress_surge,116.70828,arrival,36,9,1
stress_surge,118.139798,arrival,37,10,1
stress_surge,118.157401,departure,27,9,1
stress_surge,121.559103,arrival,38,10,1
stress_surge,121.652871,arrival,39,11,1
stress_surge,125.845636,arrival,40,12,1
stress_surge,125.988293,arrival,41,13,1
stress_surge,130.944274,departure,28,12,1
stress_surge,131.953066,arrival,42,13,1
stress_surge,132.311855,arrival,43,14,1
stress_surge,133.012687,departure,29,13,1
stress_surge,134.301963,arrival,44,14,1
stress_surge,134.885586,arrival,45,15,1
stress_surge,136.804658,arrival,46,16,1
stress_surge,137.792079,departure,30,15,1
stress_surge,142.871463,arrival,47,16,1
stress_surge,145.582164,departure,31,15,1
stress_surge,148.077148,arrival,48,16,1
stress_surge,148.476407,departure,32,15,1
stress_surge,149.209525,departure,33,14,1
stress_surge,151.407444,departure,34,13,1
stress_surge,152.959586,arrival,49,14,1
stress_surge,153.10481,departure,35,13,1
stress_surge,153.295115,departure,36,12,1
stress_surge,153.52575,arrival,50,13,1
stress_surge,153.54189,departure,37,12,1
stress_surge,155.697427,departure,38,11,1
stress_surge,157.446033,departure,39,10,1
stress_surge,162.299151,departure,40,9,1
stress_surge,168.165463,departure,41,8,1
stress_surge,168.416112,arrival,51,9,1
stress_surge,178.135389,arrival,52,10,1
stress_surge,178.370165,arrival,53,11,1
stress_surge,178.524822,departure,42,10,1
stress_surge,179.506686,arrival,54,11,1
stress_surge,180.765685,departure,43,10,1
stress_surge,180.969761,arrival,55,11,1
stress_surge,182.074184,arrival,56,12,1
stress_surge,184.45611,departure,44,11,1
stress_surge,186.264831,departure,45,10,1
stress_surge,191.237472,arrival,57,11,1
stress_surge,196.462323,departure,46,10,1
stress_surge,201.379428,departure,47,9,1
stress_surge,201.631471,arrival,58,10,1
stress_surge,201.865009,arrival,59,11,1
stress_surge,202.82415,departure,48,10,1
stress_surge,214.468786,departure,49,9,1
stress_surge,217.527354,departure,50,8,1
stress_surge,217.814236,departure,51,7,1
stress_surge,222.81174,arrival,60,8,1
stress_surge,224.202283,arrival,61,9,1
stress_surge,224.333317,departure,52,8,1
stress_surge,226.498688,arrival,62,9,1
stress_surge,236.494894,arrival,63,10,1
stress_surge,242.088028,departure,53,9,1
stress_surge,242.441226,departure,54,8,1
stress_surge,244.034405,arrival,64,9,1
stress_surge,247.246992,departure,55,8,1
stress_surge,247.750124,arrival,65,9,1
stress_surge,247.814661,arrival,66,10,1
stress_surge,252.978953,departure,56,9,1
stress_surge,253.818895,departure,57,8,1
stress_surge,253.825294,departure,58,7,1
stress_surge,257.566061,arrival,67,8,1
stress_surge,258.691986,departure,59,7,1
stress_surge,262.912494,arrival,68,8,1
stress_surge,263.281461,arrival,69,9,1
stress_surge,264.326933,arrival,70,10,1
stress_surge,264.440596,departure,60,9,1
stress_surge,267.479821,arrival,71,10,1
stress_surge,268.667812,departure,61,9,1
stress_surge,268.734002,departure,62,8,1
stress_surge,272.862577,arrival,72,9,1
stress_surge,273.551864,departure,63,8,1
stress_surge,273.82551,arrival,73,9,1
stress_surge,274.500901,arrival,74,10,1
stress_surge,275.450287,departure,64,9,1
stress_surge,276.789278,departure,65,8,1
stress_surge,277.244104,arrival,75,9,1
stress_surge,278.588914,arrival,76,10,1
stress_surge,279.095357,arrival,77,11,1
stress_surge,280.691222,arrival,78,12,1
stress_surge,281.26307,departure,66,11,1
stress_surge,282.101468,arrival,79,12,1
stress_surge,282.854243,departure,67,11,1
stress_surge,286.920248,departure,68,10,1
stress_surge,296.003131,departure,69,9,1
stress_surge,300.672758,departure,70,8,1
stress_surge,302.719976,arrival,80,9,1
stress_surge,305.415572,arrival,81,10,1
stress_surge,307.995081,arrival,82,11,1
stress_surge,309.259254,arrival,83,12,1
stress_surge,310.357315,arrival,84,13,1
stress_surge,319.079253,departure,71,12,1
stress_surge,319.916716,arrival,85,13,1
stress_surge,322.060633,departure,72,12,1
stress_surge,324.164226,arrival,86,13,1
stress_surge,327.185941,arrival,87,14,1
stress_surge,327.979492,arrival,88,15,1
stress_surge,332.907858,arrival,89,16,1
stress_surge,334.255548,departure,73,15,1
stress_surge,339.251639,arrival,90,16,1
stress_surge,341.514872,arrival,91,17,1
stress_surge,342.051839,arrival,92,18,1
stress_surge,346.638965,arrival,93,19,1
stress_surge,346.71909,departure,74,18,1
stress_surge,346.922962,departure,75,17,1
stress_surge,352.85185,arrival,94,18,1
stress_surge,354.500337,departure,76,17,1
stress_surge,354.825346,departure,77,16,1
stress_surge,359.205198,departure,78,15,1
stress_surge,359.716444,departure,79,14,1
stress_surge,360.108988,arrival,95,15,1
stress_surge,360.667218,arrival,96,16,1
stress_surge,363.038764,departure,80,15,1
stress_surge,364.08589,arrival,97,16,1
stress_surge,364.524875,departure,81,15,1
stress_surge,366.766288,arrival,98,16,1
stress_surge,368.938907,departure,82,15,1
stress_surge,371.762122,departure,83,14,1
stress_surge,372.491838,departure,84,13,1
stress_surge,372.864039,arrival,99,14,1
stress_surge,374.317366,departure,85,13,1
stress_surge,375.035385,arrival,100,14,1
stress_surge,375.959797,arrival,101,15,1
stress_surge,376.213977,departure,86,14,1
stress_surge,378.169322,departure,87,13,1
stress_surge,378.176423,departure,88,12,1
stress_surge,379.460346,departure,89,11,1
stress_surge,386.195847,departure,90,10,1
stress_surge,392.01025,departure,91,9,1
stress_surge,392.160941,arrival,102,10,1
stress_surge,392.35802,arrival,103,11,1
stress_surge,393.99643,arrival,104,12,1
stress_surge,394.916707,departure,92,11,1
stress_surge,395.604655,departure,93,10,1
stress_surge,396.044412,departure,94,9,1
stress_surge,398.779536,departure,95,8,1
stress_surge,398.878433,departure,96,7,1
stress_surge,403.778201,arrival,105,8,1
stress_surge,409.941113,departure,97,7,1
stress_surge,410.717213,departure,98,6,1
stress_surge,410.817748,arrival,106,7,1
stress_surge,420.125702,departure,99,6,1
stress_surge,426.11692,arrival,107,7,1
stress_surge,426.726047,departure,100,6,1
stress_surge,427.306506,departure,101,5,1
stress_surge,428.538472,departure,102,4,1
stress_surge,431.465989,departure,103,3,1
stress_surge,432.05459,arrival,108,4,1
stress_surge,432.410629,departure,104,3,1
stress_surge,434.660824,departure,105,2,1
stress_surge,439.264306,arrival,109,3,1
stress_surge,439.346049,departure,106,2,1
stress_surge,441.282778,arrival,110,3,1
stress_surge,442.853291,arrival,111,4,1
stress_surge,450.735556,arrival,112,5,1
stress_surge,455.366775,departure,107,4,1
stress_surge,458.967504,arrival,113,5,1
stress_surge,459.273178,arrival,114,6,1
stress_surge,459.935077,departure,108,5,1
stress_surge,460.77143,departure,109,4,1
stress_surge,461.155459,departure,110,3,1
stress_surge,469.961124,departure,111,2,1
stress_surge,470.323438,arrival,115,3,1
stress_surge,470.455339,arrival,116,4,1
stress_surge,470.881035,departure,112,3,1
stress_surge,478.509036,arrival,117,4,1
stress_surge,480.223899,arrival,118,5,1
stress_surge,481.993893,arrival,119,6,1
stress_surge,482.56476,departure,113,5,1
stress_surge,487.208369,arrival,120,6,1
stress_surge,488.444366,departure,114,5,1
stress_surge,488.546203,arrival,121,6,1
stress_surge,488.719394,departure,115,5,1
stress_surge,489.097273,arrival,122,6,1
stress_surge,489.176248,arrival,123,7,1
stress_surge,490.164912,departure,116,6,1
stress_surge,492.363648,departure,117,5,1
stress_surge,494.394353,arrival,124,6,1
stress_surge,495.558284,arrival,125,7,1
stress_surge,495.849644,departure,118,6,1
stress_surge,497.447,arrival,126,7,1
stress_surge,501.347796,departure,119,6,1
stress_surge,505.879703,arrival,127,7,1
stress_surge,508.752295,arrival,128,8,1
stress_surge,509.379627,departure,120,7,1
stress_surge,510.991114,departure,121,6,1
stress_surge,515.434993,departure,122,5,1
stress_surge,516.125404,arrival,129,6,1
stress_surge,516.963848,departure,123,5,1
stress_surge,519.215219,departure,124,4,1
stress_surge,519.38822,departure,125,3,1
stress_surge,525.10177,arrival,130,4,1
stress_surge,525.750017,arrival,131,5,1
stress_surge,526.125539,departure,126,4,1
stress_surge,533.415883,arrival,132,5,1
stress_surge,534.128637,departure,127,4,1
stress_surge,534.391041,departure,128,3,1
stress_surge,536.069768,departure,129,2,1
stress_surge,536.283736,departure,130,1,1
stress_surge,536.44341,departure,131,0,1
stress_surge,539.024937,departure,132,0,0
stress_surge,541.745885,arrival,133,0,1
stress_surge,541.916674,departure,133,0,0
stress_surge,545.351706,arrival,134,0,1
stress_surge,547.403124,departure,134,0,0
stress_surge,549.883315,arrival,135,0,1
stress_surge,550.488325,arrival,136,1,1
stress_surge,552.756133,arrival,137,2,1
stress_surge,554.423671,departure,135,1,1
stress_surge,554.543818,arrival,138,2,1
stress_surge,557.97813,arrival,139,3,1
