scenario,entity_id,arrival_time,service_start,departure_time,service_time,waiting_time,time_in_system,met_service_level
two_servers,123,400.976101,400.976101,409.104916,8.128815,0.0,8.128815,True
two_servers,124,403.696202,407.552667,409.385956,1.83329,3.856464,5.689754,True
two_servers,125,405.981719,409.104916,410.28664,1.181724,3.123197,4.304922,True
two_servers,126,415.590598,415.590598,419.054504,3.463906,0.0,3.463906,True
two_servers,127,422.763038,422.763038,422.809803,0.046765,0.0,0.046765,True
two_servers,128,422.864759,422.864759,428.808143,5.943384,0.0,5.943384,True
two_servers,129,422.917737,422.917737,423.462925,0.545188,0.0,0.545188,True
two_servers,130,426.310955,426.310955,433.112369,6.801413,0.0,6.801413,True
two_servers,131,431.618838,431.618838,435.539847,3.921009,0.0,3.921009,True
two_servers,132,434.942008,434.942008,440.302002,5.359994,0.0,5.359994,True
two_servers,133,436.839666,436.839666,448.736543,11.896877,0.0,11.896877,True
two_servers,134,438.480586,440.302002,445.381573,5.079571,1.821416,6.900987,True
two_servers,135,441.458845,445.381573,463.979953,18.598381,3.922728,22.521109,True
two_servers,136,450.123578,450.123578,450.666968,0.543391,0.0,0.543391,True
two_servers,137,452.660933,452.660933,464.068686,11.407752,0.0,11.407752,True
two_servers,138,455.143158,463.979953,467.467292,3.487339,8.836795,12.324134,True
two_servers,139,455.91936,464.068686,464.474627,0.405941,8.149326,8.555267,True
two_servers,140,456.90241,464.474627,469.887995,5.413368,7.572217,12.985585,True
two_servers,141,457.974962,467.467292,467.531131,0.063839,9.49233,9.55617,True
two_servers,142,458.856318,467.531131,472.945888,5.414757,8.674813,14.08957,True
two_servers,143,464.431847,469.887995,470.859873,0.971878,5.456148,6.428026,True
two_servers,144,466.81822,470.859873,473.389282,2.529409,4.041653,6.571062,True
two_servers,145,466.90792,472.945888,475.428974,2.483086,6.037968,8.521054,True
two_servers,146,467.636089,473.389282,473.570714,0.181433,5.753192,5.934625,True
two_servers,147,469.339418,473.570714,475.366486,1.795772,4.231296,6.027068,True
two_servers,148,469.385529,475.366486,478.871905,3.505419,5.980957,9.486376,True
two_servers,149,470.331128,475.428974,479.458602,4.029628,5.097846,9.127474,True
two_servers,150,473.134857,478.871905,484.554691,5.682786,5.737049,11.419834,True
two_servers,151,474.467107,479.458602,484.338261,4.879659,4.991495,9.871154,True
two_servers,152,477.817087,484.338261,486.001638,1.663377,6.521174,8.18455,True
two_servers,153,478.394911,484.554691,490.537207,5.982516,6.159781,12.142296,True
two_servers,154,478.538042,486.001638,487.548016,1.546378,7.463595,9.009973,True
two_servers,155,483.330816,487.548016,491.701823,4.153807,4.217199,8.371007,True
two_servers,156,494.274217,494.274217,497.036663,2.762446,0.0,2.762446,True
two_servers,157,502.182575,502.182575,522.088804,19.906229,0.0,19.906229,True
two_servers,158,505.3632,505.3632,506.605184,1.241984,0.0,1.241984,True
two_servers,159,507.607139,507.607139,512.706087,5.098949,0.0,5.098949,True
two_servers,160,517.898179,517.898179,519.358898,1.46072,0.0,1.46072,True
two_servers,161,519.212118,519.358898,536.9541,17.595201,0.14678,17.741982,True
two_servers,162,519.286997,522.088804,528.936835,6.848031,2.801808,9.649839,True
two_servers,163,519.587662,528.936835,534.505957,5.569122,9.349174,14.918296,True
two_servers,164,522.315621,534.505957,537.523862,3.017905,12.190337,15.208242,False
two_servers,165,523.232224,536.9541,540.775305,3.821205,13.721875,17.54308,False
two_servers,166,529.357053,537.523862,538.231654,0.707791,8.16681,8.874601,True
two_servers,167,536.287682,538.231654,549.112637,10.880983,1.943971,12.824954,True
two_servers,168,544.616512,544.616512,556.29525,11.678738,0.0,11.678738,True
two_servers,169,545.811531,549.112637,552.445922,3.333285,3.301106,6.634391,True
two_servers,170,548.469579,552.445922,563.051844,10.605922,3.976343,14.582265,True
two_servers,171,550.172605,556.29525,560.866319,4.571069,6.122645,10.693714,True
two_servers,172,551.725748,560.866319,562.828041,1.961722,9.140571,11.102293,True
two_servers,173,551.996416,562.828041,576.821541,13.9935,10.831625,24.825124,True
two_servers,174,552.152674,563.051844,563.10541,0.053567,10.89917,10.952736,True
two_servers,175,552.44691,563.10541,563.889001,0.78359,10.6585,11.44209,True
two_servers,176,553.875049,563.889001,566.95389,3.064889,10.013952,13.078841,True
two_servers,177,553.951292,566.95389,571.678383,4.724493,13.002598,17.727092,False
two_servers,178,555.658042,571.678383,575.268798,3.590415,16.020341,19.610756,False
two_servers,179,559.016203,575.268798,579.928981,4.660183,16.252595,20.912778,False
two_servers,180,567.192839,576.821541,581.509859,4.688319,9.628701,14.31702,True
two_servers,181,568.994755,579.928981,593.704811,13.77583,10.934226,24.710056,True
two_servers,182,574.113196,581.509859,583.180064,1.670205,7.396663,9.066868,True
two_servers,183,574.113355,583.180064,583.330805,0.150741,9.066708,9.21745,True
two_servers,184,575.762089,583.330805,584.221283,0.890478,7.568717,8.459194,True
two_servers,185,576.756808,584.221283,586.797683,2.5764,7.464474,10.040875,True
two_servers,186,577.442324,586.797683,589.30421,2.506527,9.355359,11.861886,True
two_servers,187,579.496673,589.30421,591.877166,2.572956,9.807537,12.380493,True
two_servers,188,594.253349,594.253349,595.870931,1.617582,0.0,1.617582,True
faster_service,1,0.0,0.0,2.231619,2.231619,0.0,2.231619,True
faster_service,2,1.762684,2.231619,3.61028,1.378661,0.468935,1.847596,True
faster_service,3,2.237275,3.61028,4.027715,0.417435,1.373005,1.790439,True
faster_service,4,2.654404,4.027715,5.269613,1.241898,1.373311,2.615209,True
faster_service,5,2.716058,5.269613,5.390982,0.121369,2.553555,2.674924,True
faster_service,6,4.570869,5.390982,8.659858,3.268876,0.820113,4.088988,True
faster_service,7,12.129273,12.129273,17.412916,5.283643,0.0,5.283643,True
faster_service,8,12.935044,17.412916,18.202923,0.790007,4.477873,5.267879,True
faster_service,9,20.354367,20.354367,24.565617,4.21125,0.0,4.21125,True
faster_service,10,30.823137,30.823137,32.571373,1.748235,0.0,1.748235,True
faster_service,11,31.255965,32.571373,41.116065,8.544693,1.315408,9.860101,True
faster_service,12,37.953062,41.116065,52.076131,10.960066,3.163003,14.123069,True
faster_service,13,39.003047,52.076131,53.346947,1.270816,13.073084,14.3439,False
faster_service,14,40.615098,53.346947,54.977033,1.630086,12.731849,14.361935,False
faster_service,15,48.904366,54.977033,61.944217,6.967184,6.072667,13.039851,True
faster_service,16,49.451283,61.944217,65.547276,3.603059,12.492934,16.095993,False
faster_service,17,49.974183,65.547276,69.937049,4.389773,15.573093,19.962866,False
faster_service,18,57.702089,69.937049,75.477189,5.54014,12.23496,17.7751,False
faster_service,19,65.311156,75.477189,78.912929,3.43574,10.166033,13.601773,True
faster_service,20,76.546271,78.912929,79.118702,0.205773,2.366658,2.572431,True
faster_service,21,81.542555,81.542555,89.635036,8.092481,0.0,8.092481,True
faster_service,22,94.896107,94.896107,98.177527,3.28142,0.0,3.28142,True
faster_service,23,97.30084,98.177527,101.432531,3.255003,0.876687,4.13169,True
faster_service,24,97.395526,101.432531,103.216811,1.78428,4.037004,5.821284,True
faster_service,25,101.245996,103.216811,103.732888,0.516077,1.970815,2.486892,True
faster_service,26,103.17841,103.732888,105.758973,2.026085,0.554478,2.580563,True
faster_service,27,113.203378,113.203378,114.820668,1.61729,0.0,1.61729,True
faster_service,28,113.705222,114.820668,117.980382,3.159715,1.115446,4.27516,True
faster_service,29,125.602561,125.602561,132.124221,6.52166,0.0,6.52166,True
faster_service,30,125.766068,132.124221,133.25865,1.134429,6.358153,7.492582,True
faster_service,31,131.731837,133.25865,134.451594,1.192944,1.526813,2.719757,True
faster_service,32,135.815813,135.815813,139.060057,3.244244,0.0,3.244244,True
faster_service,33,136.937795,139.060057,139.421441,0.361383,2.122263,2.483646,True
faster_service,34,137.221365,139.421441,142.68268,3.261239,2.200076,5.461315,True
faster_service,35,153.316019,153.316019,154.815422,1.499403,0.0,1.499403,True
faster_service,36,158.081673,158.081673,160.009205,1.927532,0.0,1.927532,True
faster_service,37,159.894032,160.009205,171.879616,11.870411,0.115174,11.985584,True
faster_service,38,162.113541,171.879616,175.507808,3.628192,9.766075,13.394267,True
faster_service,39,167.866605,175.507808,176.044371,0.536563,7.641203,8.177765,True
faster_service,40,171.928122,176.044371,182.243946,6.199576,4.116249,10.315824,True
faster_service,41,175.710342,182.243946,182.576992,0.333046,6.533604,6.86665,True
faster_service,42,175.837913,182.576992,185.72146,3.144468,6.739079,9.883547,True
faster_service,43,195.326269,195.326269,202.815521,7.489253,0.0,7.489253,True
faster_service,44,203.867771,203.867771,204.340701,0.47293,0.0,0.47293,True
faster_service,45,204.239182,204.340701,207.418285,3.077584,0.101519,3.179103,True
faster_service,46,207.005488,207.418285,211.38467,3.966386,0.412797,4.379183,True
faster_service,47,207.485087,211.38467,213.35803,1.973359,3.899584,5.872943,True
faster_service,48,215.291677,215.291677,216.933281,1.641604,0.0,1.641604,True
faster_service,49,225.795251,225.795251,227.400402,1.60515,0.0,1.60515,True
faster_service,50,235.75207,235.75207,237.330373,1.578302,0.0,1.578302,True
faster_service,51,238.610724,238.610724,245.761172,7.150448,0.0,7.150448,True
faster_service,52,245.485089,245.761172,248.733264,2.972092,0.276083,3.248175,True
faster_service,53,245.901648,248.733264,252.658777,3.925513,2.831616,6.757129,True
faster_service,54,255.929871,255.929871,257.440449,1.510579,0.0,1.510579,True
faster_service,55,257.411219,257.440449,258.250719,0.81027,0.02923,0.8395,True
faster_service,56,269.485907,269.485907,271.14326,1.657353,0.0,1.657353,True
faster_service,57,286.58377,286.58377,290.688341,4.10457,0.0,4.10457,True
faster_service,58,290.664589,290.688341,293.664121,2.97578,0.023752,2.999532,True
faster_service,59,297.015006,297.015006,300.424123,3.409117,0.0,3.409117,True
faster_service,60,308.246273,308.246273,311.761063,3.51479,0.0,3.51479,True
faster_service,61,322.023117,322.023117,322.217806,0.19469,0.0,0.19469,True
faster_service,62,326.947266,326.947266,327.815023,0.867757,0.0,0.867757,True
faster_service,63,340.243379,340.243379,340.411656,0.168277,0.0,0.168277,True
faster_service,64,341.663508,341.663508,343.205321,1.541812,0.0,1.541812,True
faster_service,65,347.057491,347.057491,352.654254,5.596763,0.0,5.596763,True
faster_service,66,352.930175,352.930175,358.347065,5.41689,0.0,5.41689,True
faster_service,67,368.726965,368.726965,370.3259,1.598935,0.0,1.598935,True
faster_service,68,378.856209,378.856209,383.746318,4.890109,0.0,4.890109,True
faster_service,69,379.159765,383.746318,385.818405,2.072087,4.586553,6.65864,True
faster_service,70,408.727423,408.727423,411.507731,2.780308,0.0,2.780308,True
faster_service,71,421.481059,421.481059,427.427712,5.946652,0.0,5.946652,True
faster_service,72,424.18417,427.427712,427.711914,0.284202,3.243542,3.527744,True
faster_service,73,424.5419,427.711914,430.401751,2.689838,3.170014,5.859851,True
faster_service,74,427.044437,430.401751,432.042361,1.640609,3.357315,4.997924,True
faster_service,75,433.656794,433.656794,435.394607,1.737812,0.0,1.737812,True
faster_service,76,435.038515,435.394607,439.092738,3.698131,0.356092,4.054223,True
faster_service,77,442.59683,442.59683,447.583824,4.986993,0.0,4.986993,True
faster_service,78,447.569544,447.583824,450.478802,2.894978,0.01428,2.909258,True
faster_service,79,450.495208,450.495208,454.091256,3.596048,0.0,3.596048,True
faster_service,80,451.076756,454.091256,457.371872,3.280616,3.0145,6.295115,True
faster_service,81,457.189534,457.371872,471.332822,13.960951,0.182338,14.143289,True
faster_service,82,466.078268,471.332822,483.583973,12.25115,5.254554,17.505704,True
faster_service,83,473.212969,483.583973,487.273476,3.689503,10.371004,14.060507,True
faster_service,84,479.114168,487.273476,490.560826,3.28735,8.159308,11.446659,True
faster_service,85,480.922003,490.560826,491.086217,0.525391,9.638824,10.164214,True
faster_service,86,492.092865,492.092865,493.47748,1.384615,0.0,1.384615,True
faster_service,87,496.719315,496.719315,505.292474,8.573159,0.0,8.573159,True
faster_service,88,501.490795,505.292474,511.46955,6.177077,3.801679,9.978756,True
faster_service,89,504.160883,511.46955,512.849163,1.379612,7.308667,8.68828,True
faster_service,90,504.270438,512.849163,516.139307,3.290144,8.578725,11.868869,True
faster_service,91,504.993218,516.139307,517.195324,1.056017,11.146089,12.202106,True
faster_service,92,509.28993,517.195324,523.979471,6.784147,7.905394,14.689541,True
faster_service,93,509.568018,523.979471,531.569438,7.589967,14.411453,22.00142,False
faster_service,94,512.516272,531.569438,532.467099,0.897661,19.053166,19.950827,False
faster_service,95,515.750622,532.467099,532.805696,0.338597,16.716478,17.055074,False
faster_service,96,519.631888,532.805696,541.532531,8.726834,13.173808,21.900643,False
faster_service,97,528.851516,541.532531,546.374839,4.842308,12.681014,17.523323,False
faster_service,98,529.598704,546.374839,548.46465,2.089811,16.776135,18.865945,False
faster_service,99,533.852917,548.46465,548.843786,0.379137,14.611733,14.99087,False
faster_service,100,539.838551,548.843786,556.569247,7.72546,9.005236,16.730696,True
faster_service,101,543.224408,556.569247,558.374074,1.804827,13.344839,15.149666,False
faster_service,102,553.713568,558.374074,560.821663,2.447589,4.660505,7.108094,True
faster_service,103,557.642032,560.821663,569.773609,8.951946,3.17963,12.131576,True
faster_service,104,558.838977,569.773609,570.280547,0.506939,10.934631,11.44157,True
faster_service,105,570.076319,570.280547,586.176521,15.895973,0.204228,16.100201,True
faster_service,106,570.782821,586.176521,587.950296,1.773775,15.3937,17.167475,False
faster_service,107,574.900239,587.950296,594.77803,6.827734,13.050057,19.877792,False
faster_service,108,580.48455,594.77803,594.855231,0.077201,14.29348,14.370681,False
faster_service,109,587.077808,594.855231,594.984961,0.129729,7.777423,7.907152,True
stress_surge,1,0.0,0.0,2.321892,2.321892,0.0,2.321892,True
stress_surge,2,8.766611,8.766611,17.696567,8.929956,0.0,8.929956,True
stress_surge,3,12.319565,17.696567,31.065817,13.36925,5.377002,18.746252,True
stress_surge,4,13.357442,31.065817,31.727081,0.661264,17.708375,18.369639,False
stress_surge,5,16.257788,31.727081,43.181606,11.454524,15.469293,26.923818,False
stress_surge,6,19.763478,43.181606,55.572516,12.39091,23.418128,35.809038,False
stress_surge,7,19.89432,55.572516,58.533946,2.961431,35.678196,38.639626,False
stress_surge,8,20.180062,58.533946,59.305467,0.77152,38.353885,39.125405,False
stress_surge,9,21.723207,59.305467,62.153769,2.848303,37.58226,40.430563,False
stress_surge,10,28.697188,62.153769,62.504798,0.351029,33.456581,33.807611,False
stress_surge,11,36.107039,62.504798,68.785719,6.280921,26.39776,32.67868,False
stress_surge,12,39.10819,68.785719,69.312262,0.526543,29.677529,30.204073,False
stress_surge,13,52.863362,69.312262,70.478841,1.166578,16.4489,17.615478,False
stress_surge,14,53.253467,70.478841,73.689654,3.210813,17.225374,20.436186,False
stress_surge,15,67.908481,73.689654,75.151834,1.462181,5.781173,7.243353,True
stress_surge,16,71.053239,75.151834,75.664552,0.512718,4.098595,4.611313,True
stress_surge,17,77.082488,77.082488,77.407623,0.325136,0.0,0.325136,True
stress_surge,18,78.834886,78.834886,88.173552,9.338666,0.0,9.338666,True
stress_surge,19,80.470276,88.173552,89.208636,1.035085,7.703276,8.738361,True
stress_surge,20,81.282387,89.208636,93.491958,4.283322,7.926249,12.209571,True
stress_surge,21,82.719008,93.491958,98.625037,5.133079,10.77295,15.90603,True
stress_surge,22,88.65358,98.625037,100.695363,2.070325,9.971458,12.041783,True
stress_surge,23,89.141554,100.695363,104.516877,3.821514,11.553809,15.375323,True
stress_surge,24,90.282474,104.516877,108.484873,3.967996,14.234403,18.202399,False
stress_surge,25,95.257926,108.484873,108.794346,0.309472,13.226947,13.53642,False
stress_surge,26,95.525004,108.794346,109.27673,0.482384,13.269341,13.751725,False
stress_surge,27,96.860939,109.27673,118.157401,8.880671,12.415791,21.296462,False
stress_surge,28,97.353179,118.157401,130.944274,12.786873,20.804222,33.591095,False
stress_surge,29,100.638021,130.944274,133.012687,2.068413,30.306253,32.374666,False
stress_surge,30,106.202828,133.012687,137.792079,4.779392,26.80986,31.589252,False
stress_surge,31,106.95568,137.792079,145.582164,7.790085,30.836399,38.626484,False
stress_surge,32,110.084548,145.582164,148.476407,2.894243,35.497616,38.391859,False
stress_surge,33,110.850293,148.476407,149.209525,0.733117,37.626115,38.359232,False
stress_surge,34,110.854331,149.209525,151.407444,2.197919,38.355193,40.553113,False
stress_surge,35,115.887577,151.407444,153.10481,1.697366,35.519867,37.217233,False
stress_surge,36,116.70828,153.10481,153.295115,0.190305,36.396531,36.586836,False
stress_surge,37,118.139798,153.295115,153.54189,0.246774,35.155317,35.402091,False
stress_surge,38,121.559103,153.54189,155.697427,2.155538,31.982786,34.138324,False
stress_surge,39,121.652871,155.697427,157.446033,1.748606,34.044556,35.793162,False
stress_surge,40,125.845636,157.446033,162.299151,4.853118,31.600397,36.453515,False
stress_surge,41,125.988293,162.299151,168.165463,5.866312,36.310858,42.17717,False
stress_surge,42,131.953066,168.165463,178.524822,10.359359,36.212398,46.571757,False
stress_surge,43,132.311855,178.524822,180.765685,2.240862,46.212968,48.45383,False
stress_surge,44,134.301963,180.765685,184.45611,3.690425,46.463722,50.154147,False
stress_surge,45,134.885586,184.45611,186.264831,1.80872,49.570524,51.379244,False
stress_surge,46,136.804658,186.264831,196.462323,10.197493,49.460172,59.657665,False
stress_surge,47,142.871463,196.462323,201.379428,4.917104,53.59086,58.507965,False
stress_surge,48,148.077148,201.379428,202.82415,1.444722,53.30228,54.747002,False
stress_surge,49,152.959586,202.82415,214.468786,11.644636,49.864564,61.5092,False
stress_surge,50,153.52575,214.468786,217.527354,3.058568,60.943036,64.001604,False
stress_surge,51,168.416112,217.527354,217.814236,0.286882,49.111241,49.398123,False
stress_surge,52,178.135389,217.814236,224.333317,6.519082,39.678847,46.197929,False
stress_surge,53,178.370165,224.333317,242.088028,17.754711,45.963152,63.717863,False
stress_surge,54,179.506686,242.088028,242.441226,0.353198,62.581342,62.93454,False
stress_surge,55,180.969761,242.441226,247.246992,4.805766,61.471465,66.277231,False
stress_surge,56,182.074184,247.246992,252.978953,5.731961,65.172808,70.904769,False
stress_surge,57,191.237472,252.978953,253.818895,0.839943,61.741481,62.581423,False
stress_surge,58,201.631471,253.818895,253.825294,0.006399,52.187425,52.193824,False
stress_surge,59,201.865009,253.825294,258.691986,4.866691,51.960285,56.826977,False
stress_surge,60,222.81174,258.691986,264.440596,5.74861,35.880246,41.628856,False
stress_surge,61,224.202283,264.440596,268.667812,4.227217,40.238313,44.46553,False
stress_surge,62,226.498688,268.667812,268.734002,0.066189,42.169124,42.235313,False
stress_surge,63,236.494894,268.734002,273.551864,4.817863,32.239107,37.05697,False
stress_surge,64,244.034405,273.551864,275.450287,1.898422,29.517459,31.415881,False
stress_surge,65,247.750124,275.450287,276.789278,1.338991,27.700163,29.039154,False
stress_surge,66,247.814661,276.789278,281.26307,4.473792,28.974617,33.448409,False
stress_surge,67,257.566061,281.26307,282.854243,1.591173,23.697009,25.288182,False
stress_surge,68,262.912494,282.854243,286.920248,4.066005,19.941749,24.007754,False
stress_surge,69,263.281461,286.920248,296.003131,9.082883,23.638787,32.72167,False
stress_surge,70,264.326933,296.003131,300.672758,4.669626,31.676198,36.345825,False
stress_surge,71,267.479821,300.672758,319.079253,18.406496,33.192937,51.599433,False
stress_surge,72,272.862577,319.079253,322.060633,2.981379,46.216677,49.198056,False
stress_surge,73,273.82551,322.060633,334.255548,12.194915,48.235123,60.430038,False
stress_surge,74,274.500901,334.255548,346.71909,12.463542,59.754647,72.218189,False
stress_surge,75,277.244104,346.71909,346.922962,0.203872,69.474986,69.678859,False
stress_surge,76,278.588914,346.922962,354.500337,7.577375,68.334048,75.911423,False
stress_surge,77,279.095357,354.500337,354.825346,0.325009,75.404981,75.729989,False
stress_surge,78,280.691222,354.825346,359.205198,4.379852,74.134124,78.513977,False
stress_surge,79,282.101468,359.205198,359.716444,0.511246,77.10373,77.614976,False
stress_surge,80,302.719976,359.716444,363.038764,3.32232,56.996468,60.318788,False
stress_surge,81,305.415572,363.038764,364.524875,1.486111,57.623193,59.109303,False
stress_surge,82,307.995081,364.524875,368.938907,4.414033,56.529793,60.943826,False
stress_surge,83,309.259254,368.938907,371.762122,2.823215,59.679653,62.502868,False
stress_surge,84,310.357315,371.762122,372.491838,0.729715,61.404808,62.134523,False
stress_surge,85,319.916716,372.491838,374.317366,1.825528,52.575122,54.40065,False
stress_surge,86,324.164226,374.317366,376.213977,1.896611,50.15314,52.049751,False
stress_surge,87,327.185941,376.213977,378.169322,1.955345,49.028036,50.983382,False
stress_surge,88,327.979492,378.169322,378.176423,0.007101,50.18983,50.196931,False
stress_surge,89,332.907858,378.176423,379.460346,1.283923,45.268565,46.552488,False
stress_surge,90,339.251639,379.460346,386.195847,6.735501,40.208706,46.944207,False
stress_surge,91,341.514872,386.195847,392.01025,5.814403,44.680975,50.495378,False
stress_surge,92,342.051839,392.01025,394.916707,2.906457,49.958411,52.864868,False
stress_surge,93,346.638965,394.916707,395.604655,0.687947,48.277743,48.96569,False
stress_surge,94,352.85185,395.604655,396.044412,0.439757,42.752805,43.192562,False
stress_surge,95,360.108988,396.044412,398.779536,2.735125,35.935423,38.670548,False
stress_surge,96,360.667218,398.779536,398.878433,0.098896,38.112319,38.211215,False
stress_surge,97,364.08589,398.878433,409.941113,11.06268,34.792543,45.855222,False
stress_surge,98,366.766288,409.941113,410.717213,0.7761,43.174824,43.950925,False
stress_surge,99,372.864039,410.717213,420.125702,9.408489,37.853174,47.261663,False
stress_surge,100,375.035385,420.125702,426.726047,6.600345,45.090317,51.690661,False
stress_surge,101,375.959797,426.726047,427.306506,0.580459,50.76625,51.346709,False
stress_surge,102,392.160941,427.306506,428.538472,1.231966,35.145565,36.377531,False
stress_surge,103,392.35802,428.538472,431.465989,2.927518,36.180451,39.107969,False
stress_surge,104,393.99643,431.465989,432.410629,0.944639,37.469559,38.414199,False
stress_surge,105,403.778201,432.410629,434.660824,2.250195,28.632427,30.882622,False
stress_surge,106,410.817748,434.660824,439.346049,4.685225,23.843075,28.5283,False
stress_surge,107,426.11692,439.346049,455.366775,16.020727,13.229128,29.249855,False
stress_surge,108,432.05459,455.366775,459.935077,4.568302,23.312186,27.880488,False
stress_surge,109,439.264306,459.935077,460.77143,0.836353,20.670771,21.507125,False
stress_surge,110,441.282778,460.77143,461.155459,0.384029,19.488653,19.872682,False
stress_surge,111,442.853291,461.155459,469.961124,8.805664,18.302168,27.107832,False
stress_surge,112,450.735556,469.961124,470.881035,0.919911,19.225568,20.145479,False
stress_surge,113,458.967504,470.881035,482.56476,11.683725,11.913531,23.597255,True
stress_surge,114,459.273178,482.56476,488.444366,5.879606,23.291582,29.171188,False
stress_surge,115,470.323438,488.444366,488.719394,0.275028,18.120927,18.395955,False
stress_surge,116,470.455339,488.719394,490.164912,1.445518,18.264055,19.709574,False
stress_surge,117,478.509036,490.164912,492.363648,2.198736,11.655876,13.854612,True
stress_surge,118,480.223899,492.363648,495.849644,3.485996,12.139749,15.625745,False
stress_surge,119,481.993893,495.849644,501.347796,5.498152,13.855751,19.353903,False
stress_surge,120,487.208369,501.347796,509.379627,8.031831,14.139427,22.171258,False
stress_surge,121,488.546203,509.379627,510.991114,1.611487,20.833424,22.444911,False
stress_surge,122,489.097273,510.991114,515.434993,4.443879,21.893841,26.33772,False
stress_surge,123,489.176248,515.434993,516.963848,1.528856,26.258745,27.7876,False
stress_surge,124,494.394353,516.963848,519.215219,2.251371,22.569495,24.820866,False
stress_surge,125,495.558284,519.215219,519.38822,0.173001,23.656935,23.829936,False
stress_surge,126,497.447,519.38822,526.125539,6.737319,21.94122,28.678538,False
stress_surge,127,505.879703,526.125539,534.128637,8.003098,20.245835,28.248933,False
stress_surge,128,508.752295,534.128637,534.391041,0.262405,25.376341,25.638746,False
stress_surge,129,516.125404,534.391041,536.069768,1.678726,18.265637,19.944364,False
stress_surge,130,525.10177,536.069768,536.283736,0.213969,10.967998,11.181966,True
stress_surge,131,525.750017,536.283736,536.44341,0.159673,10.533719,10.693392,True
stress_surge,132,533.415883,536.44341,539.024937,2.581528,3.027526,5.609054,True
stress_surge,133,541.745885,541.745885,541.916674,0.170789,0.0,0.170789,True
stress_surge,134,545.351706,545.351706,547.403124,2.051417,0.0,2.051417,True
stress_surge,135,549.883315,549.883315,554.423671,4.540356,0.0,4.540356,True
stress_surge,136,550.488325,554.423671,568.409859,13.986188,3.935347,17.921534,True
stress_surge,137,552.756133,568.409859,569.226183,0.816324,15.653726,16.47005,False
stress_surge,138,554.543818,569.226183,574.505022,5.278839,14.682365,19.961204,False
stress_surge,139,557.97813,574.505022,579.550935,5.045913,16.526892,21.572805,False
stress_surge,140,559.833559,579.550935,580.066874,0.515939,19.717377,20.233316,False
stress_surge,141,562.97389,580.066874,587.262789,7.195914,17.092985,24.288899,False
stress_surge,142,574.008151,587.262789,588.203195,0.940407,13.254638,14.195044,False
stress_surge,143,586.209229,588.203195,593.736114,5.532919,1.993966,7.526885,True
stress_surge,144,589.164135,593.736114,599.703865,5.967751,4.571979,10.53973,True
low_service_level_target,1,0.0,0.0,2.556571,2.556571,0.0,2.556571,True
low_service_level_target,2,2.409041,2.556571,4.469237,1.912666,0.147531,2.060196,True
low_service_level_target,3,5.767561,5.767561,8.032397,2.264836,0.0,2.264836,True
low_service_level_target,4,9.758399,9.758399,12.222947,2.464547,0.0,2.464547,True
low_service_level_target,5,9.99045,12.222947,27.536205,15.313258,2.232497,17.545755,True
low_service_level_target,6,10.123473,27.536205,37.945512,10.409307,17.412732,27.822039,False
low_service_level_target,7,10.72399,37.945512,39.133811,1.188299,27.221523,28.409821,False
low_service_level_target,8,12.425448,39.133811,41.155874,2.022063,26.708363,28.730426,False
low_service_level_target,9,16.074987,41.155874,55.539843,14.383969,25.080887,39.464856,False
low_service_level_target,10,20.470399,55.539843,59.248804,3.708961,35.069445,38.778405,False
low_service_level_target,11,34.324795,59.248804,60.487994,1.239189,24.924009,26.163198,False
low_service_level_target,12,38.982188,60.487994,68.835668,8.347675,21.505806,29.85348,False
low_service_level_target,13,43.097767,68.835668,68.998924,0.163256,25.737902,25.901157,False
low_service_level_target,14,43.285711,68.998924,70.846004,1.84708,25.713213,27.560293,False
low_service_level_target,15,45.889444,70.846004,72.894787,2.048783,24.956559,27.005343,False
low_service_level_target,16,52.353196,72.894787,75.09399,2.199203,20.541592,22.740794,False
low_service_level_target,17,57.457266,75.09399,78.624935,3.530945,17.636724,21.167669,False
low_service_level_target,18,65.429808,78.624935,79.949792,1.324857,13.195127,14.519984,False
low_service_level_target,19,79.121814,79.949792,89.629659,9.679867,0.827978,10.507845,True
low_service_level_target,20,84.935278,89.629659,98.12227,8.492611,4.694381,13.186992,True
low_service_level_target,21,99.476868,99.476868,105.673583,6.196715,0.0,6.196715,True
low_service_level_target,22,100.846919,105.673583,109.891751,4.218168,4.826664,9.044832,True
low_service_level_target,23,109.086554,109.891751,111.425015,1.533265,0.805197,2.338461,True
low_service_level_target,24,115.328125,115.328125,116.569487,1.241361,0.0,1.241361,True
low_service_level_target,25,123.564364,123.564364,124.942799,1.378435,0.0,1.378435,True
low_service_level_target,26,128.065914,128.065914,128.251989,0.186074,0.0,0.186074,True
low_service_level_target,27,132.292306,132.292306,139.167774,6.875469,0.0,6.875469,True
low_service_level_target,28,134.371566,139.167774,146.474651,7.306877,4.796208,12.103086,True
low_service_level_target,29,136.046202,146.474651,150.962238,4.487587,10.428449,14.916036,False
low_service_level_target,30,143.324621,150.962238,165.867925,14.905687,7.637618,22.543305,False
low_service_level_target,31,148.503954,165.867925,169.579483,3.711558,17.363972,21.07553,False
low_service_level_target,32,149.79307,169.579483,172.246677,2.667194,19.786414,22.453607,False
low_service_level_target,33,153.483975,172.246677,190.292362,18.045685,18.762702,36.808387,False
low_service_level_target,34,176.95308,190.292362,190.685105,0.392743,13.339282,13.732025,False
