scenario,time,state,absolute_state,stability,rolling_variance
moderate_destabilization,122,0.370043,0.370043,0.620690,0.360781
moderate_destabilization,123,0.727249,0.727249,0.622100,0.369812
moderate_destabilization,124,-0.436779,0.436779,0.623511,0.359723
moderate_destabilization,125,-0.685925,0.685925,0.624922,0.368897
moderate_destabilization,126,0.499611,0.499611,0.626332,0.358831
moderate_destabilization,127,0.638843,0.638843,0.627743,0.367820
moderate_destabilization,128,-0.558011,0.558011,0.629154,0.358101
moderate_destabilization,129,-0.586421,0.586421,0.630564,0.366584
moderate_destabilization,130,0.611490,0.611490,0.631975,0.357527
moderate_destabilization,131,0.529119,0.529119,0.633386,0.365202
moderate_destabilization,132,-0.659603,0.659603,0.634796,0.357094
moderate_destabilization,133,-0.467440,0.467440,0.636207,0.363688
moderate_destabilization,134,0.701952,0.701952,0.637618,0.356784
moderate_destabilization,135,0.401923,0.401923,0.639028,0.362064
moderate_destabilization,136,-0.738188,0.738188,0.640439,0.356576
moderate_destabilization,137,-0.333137,0.333137,0.641850,0.360352
moderate_destabilization,138,0.768016,0.768016,0.643260,0.356443
moderate_destabilization,139,0.261680,0.261680,0.644671,0.358580
moderate_destabilization,140,-0.791198,0.791198,0.646082,0.356359
moderate_destabilization,141,-0.188169,0.188169,0.647492,0.356776
moderate_destabilization,142,0.807550,0.807550,0.648903,0.356293
moderate_destabilization,143,0.113239,0.113239,0.650313,0.354971
moderate_destabilization,144,-0.816951,0.816951,0.651724,0.356217
moderate_destabilization,145,-0.037534,0.037534,0.653135,0.353193
moderate_destabilization,146,0.819337,0.819337,0.654545,0.356100
moderate_destabilization,147,-0.038294,0.038294,0.655956,0.351472
moderate_destabilization,148,-0.814705,0.814705,0.657367,0.355915
moderate_destabilization,149,0.113598,0.113598,0.658777,0.349833
moderate_destabilization,150,0.803112,0.803112,0.660188,0.355638
moderate_destabilization,151,-0.187732,0.187732,0.661599,0.348301
moderate_destabilization,152,-0.784676,0.784676,0.663009,0.355246
moderate_destabilization,153,0.260066,0.260066,0.664420,0.346895
moderate_destabilization,154,0.759570,0.759570,0.665831,0.354722
moderate_destabilization,155,-0.329985,0.329985,0.667241,0.345632
moderate_destabilization,156,-0.728027,0.728027,0.668652,0.354052
moderate_destabilization,157,0.396895,0.396895,0.670063,0.344520
moderate_destabilization,158,0.690333,0.690333,0.671473,0.353228
moderate_destabilization,159,-0.460231,0.460231,0.672884,0.343567
moderate_destabilization,160,-0.646827,0.646827,0.674295,0.352248
moderate_destabilization,161,0.519459,0.519459,0.675705,0.342771
moderate_destabilization,162,0.597896,0.597896,0.677116,0.351115
moderate_destabilization,163,-0.574083,0.574083,0.678527,0.342129
moderate_destabilization,164,-0.543972,0.543972,0.679937,0.349836
moderate_destabilization,165,0.623646,0.623646,0.681348,0.341628
moderate_destabilization,166,0.485531,0.485531,0.682759,0.348425
moderate_destabilization,167,-0.667736,0.667736,0.684169,0.341254
moderate_destabilization,168,-0.423085,0.423085,0.685580,0.346898
moderate_destabilization,169,0.705989,0.705989,0.686991,0.340989
moderate_destabilization,170,0.357179,0.357179,0.688401,0.345277
moderate_destabilization,171,-0.738092,0.738092,0.689812,0.340807
moderate_destabilization,172,-0.288387,0.288387,0.691223,0.343587
moderate_destabilization,173,0.763785,0.763785,0.692633,0.340685
moderate_destabilization,174,0.217306,0.217306,0.694044,0.341854
moderate_destabilization,175,-0.782865,0.782865,0.695455,0.340595
moderate_destabilization,176,-0.144550,0.144550,0.696865,0.340106
moderate_destabilization,177,0.795184,0.795184,0.698276,0.340508
moderate_destabilization,178,0.070749,0.070749,0.699687,0.338372
moderate_destabilization,179,-0.800655,0.800655,0.701097,0.340395
moderate_destabilization,180,0.003462,0.003462,0.702508,0.336679
moderate_destabilization,181,0.799248,0.799248,0.703918,0.340231
moderate_destabilization,182,-0.077447,0.077447,0.705329,0.335054
moderate_destabilization,183,-0.790993,0.790993,0.706740,0.339989
moderate_destabilization,184,0.150571,0.150571,0.708150,0.333521
moderate_destabilization,185,0.775977,0.775977,0.709561,0.339647
moderate_destabilization,186,-0.222208,0.222208,0.710972,0.332101
moderate_destabilization,187,-0.754347,0.754347,0.712382,0.339187
moderate_destabilization,188,0.291749,0.291749,0.713793,0.330810
moderate_destabilization,189,0.726306,0.726306,0.715204,0.338593
moderate_destabilization,190,-0.358602,0.358602,0.716614,0.329662
moderate_destabilization,191,-0.692111,0.692111,0.718025,0.337856
moderate_destabilization,192,0.422201,0.422201,0.719436,0.328662
moderate_destabilization,193,0.652070,0.652070,0.720846,0.336971
moderate_destabilization,194,-0.482007,0.482007,0.722257,0.327814
moderate_destabilization,195,-0.606543,0.606543,0.723668,0.335937
moderate_destabilization,196,0.537518,0.537518,0.725078,0.327115
moderate_destabilization,197,0.555933,0.555933,0.726489,0.334761
moderate_destabilization,198,-0.588269,0.588269,0.727900,0.326558
moderate_destabilization,199,-0.500690,0.500690,0.729310,0.333453
moderate_destabilization,200,0.633836,0.633836,0.730721,0.326129
moderate_destabilization,201,0.441299,0.441299,0.732132,0.332027
moderate_destabilization,202,-0.673840,0.673840,0.733542,0.325812
moderate_destabilization,203,-0.378280,0.378280,0.734953,0.330501
moderate_destabilization,204,0.707954,0.707954,0.736364,0.325587
moderate_destabilization,205,0.312183,0.312183,0.737774,0.328899
moderate_destabilization,206,-0.735900,0.735900,0.739185,0.325430
moderate_destabilization,207,-0.243585,0.243585,0.740596,0.327245
moderate_destabilization,208,0.757453,0.757453,0.742006,0.325316
moderate_destabilization,209,0.173081,0.173081,0.743417,0.325564
moderate_destabilization,210,-0.772446,0.772446,0.744828,0.325217
moderate_destabilization,211,-0.101282,0.101282,0.746238,0.323884
moderate_destabilization,212,0.780765,0.780765,0.747649,0.325107
moderate_destabilization,213,0.028806,0.028806,0.749060,0.322233
moderate_destabilization,214,-0.782359,0.782359,0.750470,0.324959
moderate_destabilization,215,0.043721,0.043721,0.751881,0.320635
moderate_destabilization,216,0.777229,0.777229,0.753292,0.324748
moderate_destabilization,217,-0.115677,0.115677,0.754702,0.319115
moderate_destabilization,218,-0.765438,0.765438,0.756113,0.324451
moderate_destabilization,219,0.186444,0.186444,0.757524,0.317695
moderate_destabilization,220,0.747104,0.747104,0.758934,0.324049
moderate_destabilization,221,-0.255418,0.255418,0.760345,0.316392
moderate_destabilization,222,-0.722402,0.722402,0.761755,0.323526
moderate_destabilization,223,0.322010,0.322010,0.763166,0.315220
moderate_destabilization,224,0.691561,0.691561,0.764577,0.322871
moderate_destabilization,225,-0.385656,0.385656,0.765987,0.314187
moderate_destabilization,226,-0.654862,0.654862,0.767398,0.322075
moderate_destabilization,227,0.445815,0.445815,0.768809,0.313300
moderate_destabilization,228,0.612636,0.612636,0.770219,0.321138
moderate_destabilization,229,-0.501979,0.501979,0.771630,0.312556
moderate_destabilization,230,-0.565259,0.565259,0.773041,0.320063
moderate_destabilization,231,0.553677,0.553677,0.774451,0.311952
moderate_destabilization,232,0.513154,0.513154,0.775862,0.318857
moderate_destabilization,233,-0.600476,0.600476,0.777273,0.311476
moderate_destabilization,234,-0.456780,0.456780,0.778683,0.317531
moderate_destabilization,235,0.641985,0.641985,0.780094,0.311115
moderate_destabilization,236,0.396632,0.396632,0.781505,0.316104
moderate_destabilization,237,-0.677863,0.677863,0.782915,0.310851
moderate_destabilization,238,-0.333239,0.333239,0.784326,0.314593
moderate_destabilization,239,0.707814,0.707814,0.785737,0.310662
moderate_destabilization,240,0.267154,0.267154,0.787147,0.313022
moderate_destabilization,241,-0.731599,0.731599,0.788558,0.310525
moderate_destabilization,242,-0.198952,0.198952,0.789969,0.311416
moderate_destabilization,243,0.749027,0.749027,0.791379,0.310414
moderate_destabilization,244,0.129226,0.129226,0.792790,0.309799
moderate_destabilization,245,-0.759966,0.759966,0.794201,0.310304
moderate_destabilization,246,-0.058578,0.058578,0.795611,0.308198
moderate_destabilization,247,0.764339,0.764339,0.797022,0.310170
moderate_destabilization,248,-0.012380,0.012380,0.798433,0.306639
moderate_destabilization,249,-0.762125,0.762125,0.799843,0.309985
moderate_destabilization,250,0.083037,0.083037,0.801254,0.305144
moderate_destabilization,251,0.753362,0.753362,0.802665,0.309729
moderate_destabilization,252,-0.152786,0.152786,0.804075,0.303736
moderate_destabilization,253,-0.738141,0.738141,0.805486,0.309380
moderate_destabilization,254,0.221030,0.221030,0.806897,0.302432
moderate_destabilization,255,0.716611,0.716611,0.808307,0.308922
moderate_destabilization,256,-0.287185,0.287185,0.809718,0.301249
moderate_destabilization,257,-0.688974,0.688974,0.811129,0.308341
moderate_destabilization,258,0.350687,0.350687,0.812539,0.300196
moderate_destabilization,259,0.655483,0.655483,0.813950,0.307631
moderate_destabilization,260,-0.410997,0.410997,0.815361,0.299280
moderate_destabilization,261,-0.616443,0.616443,0.816771,0.306786
moderate_destabilization,262,0.467604,0.467604,0.818182,0.298502
moderate_destabilization,263,0.572205,0.572205,0.819592,0.305807
moderate_destabilization,264,-0.520030,0.520030,0.821003,0.297860
moderate_destabilization,265,-0.523162,0.523162,0.822414,0.304700
moderate_destabilization,266,0.567836,0.567836,0.823824,0.297345
moderate_destabilization,267,0.469750,0.469750,0.825235,0.303475
moderate_destabilization,268,-0.610621,0.610621,0.826646,0.296946
moderate_destabilization,269,-0.412441,0.412441,0.828056,0.302145
moderate_destabilization,270,0.648031,0.648031,0.829467,0.296647
moderate_destabilization,271,0.351738,0.351738,0.830878,0.300727
moderate_destabilization,272,-0.679758,0.679758,0.832288,0.296429
moderate_destabilization,273,-0.288174,0.288174,0.833699,0.299244
moderate_destabilization,274,0.705544,0.705544,0.835110,0.296271
moderate_destabilization,275,0.222303,0.222303,0.836520,0.297716
moderate_destabilization,276,-0.725182,0.725182,0.837931,0.296149
moderate_destabilization,277,-0.154698,0.154698,0.839342,0.296169
moderate_destabilization,278,0.738520,0.738520,0.840752,0.296038
moderate_destabilization,279,0.085948,0.085948,0.842163,0.294626
moderate_destabilization,280,-0.745459,0.745459,0.843574,0.295913
moderate_destabilization,281,-0.016646,0.016646,0.844984,0.293113
moderate_destabilization,282,0.745957,0.745957,0.846395,0.295752
moderate_destabilization,283,-0.052607,0.052607,0.847806,0.291652
moderate_destabilization,284,-0.740026,0.740026,0.849216,0.295530
moderate_destabilization,285,0.121217,0.121217,0.850627,0.290266
moderate_destabilization,286,0.727736,0.727736,0.852038,0.295229
moderate_destabilization,287,-0.188592,0.188592,0.853448,0.288973
moderate_destabilization,288,-0.709208,0.709208,0.854859,0.294830
moderate_destabilization,289,0.254155,0.254155,0.856270,0.287788
moderate_destabilization,290,0.684619,0.684619,0.857680,0.294319
moderate_destabilization,291,-0.317348,0.317348,0.859091,0.286725
moderate_destabilization,292,-0.654198,0.654198,0.860502,0.293687
moderate_destabilization,293,0.377630,0.377630,0.861912,0.285790
moderate_destabilization,294,0.618222,0.618222,0.863323,0.292929
moderate_destabilization,295,-0.434490,0.434490,0.864734,0.284987
moderate_destabilization,296,-0.577015,0.577015,0.866144,0.292042
moderate_destabilization,297,0.487447,0.487447,0.867555,0.284316
moderate_destabilization,298,0.530949,0.530949,0.868966,0.291031
moderate_destabilization,299,-0.536055,0.536055,0.870376,0.283769
moderate_destabilization,300,-0.480431,0.480431,0.871787,0.289903
moderate_destabilization,301,0.579906,0.579906,0.873197,0.283338
moderate_destabilization,302,0.425911,0.425911,0.874608,0.288669
moderate_destabilization,303,-0.618635,0.618635,0.876019,0.283010
moderate_destabilization,304,-0.367869,0.367869,0.877429,0.287345
moderate_destabilization,305,0.651922,0.651922,0.878840,0.282766
moderate_destabilization,306,0.306815,0.306815,0.880251,0.285950
moderate_destabilization,307,-0.679494,0.679494,0.881661,0.282588
moderate_destabilization,308,-0.243284,0.243284,0.883072,0.284504
moderate_destabilization,309,0.701128,0.701128,0.884483,0.282454
moderate_destabilization,310,0.177830,0.177830,0.885893,0.283029
moderate_destabilization,311,-0.716654,0.716654,0.887304,0.282341
moderate_destabilization,312,-0.111024,0.111024,0.888715,0.281550
moderate_destabilization,313,0.725954,0.725954,0.890125,0.282224
moderate_destabilization,314,0.043445,0.043445,0.891536,0.280089
moderate_destabilization,315,-0.728966,0.728966,0.892947,0.282082
moderate_destabilization,316,0.024321,0.024321,0.894357,0.278670
moderate_destabilization,317,0.725678,0.725678,0.895768,0.281891
moderate_destabilization,318,-0.091690,0.091690,0.897179,0.277314
moderate_destabilization,319,-0.716138,0.716138,0.898589,0.281632
moderate_destabilization,320,0.158080,0.158080,0.900000,0.276040
high_noise_destabilization,1,0.000000,0.000000,0.550000,-1.000000
high_noise_destabilization,2,1.398438,1.398438,0.551364,-1.000000
high_noise_destabilization,3,0.640886,0.640886,0.552727,-1.000000
high_noise_destabilization,4,-1.030856,1.030856,0.554091,-1.000000
high_noise_destabilization,5,-0.309634,0.309634,0.555455,-1.000000
high_noise_destabilization,6,1.188722,1.188722,0.556818,-1.000000
high_noise_destabilization,7,0.272018,0.272018,0.558182,-1.000000
high_noise_destabilization,8,-1.171952,1.171952,0.559545,-1.000000
high_noise_destabilization,9,-0.140799,0.140799,0.560909,-1.000000
high_noise_destabilization,10,1.196206,1.196206,0.562273,-1.000000
high_noise_destabilization,11,0.037220,0.037220,0.563636,-1.000000
high_noise_destabilization,12,-1.194186,1.194186,0.565000,-1.000000
high_noise_destabilization,13,0.075427,0.075427,0.566364,-1.000000
high_noise_destabilization,14,1.187040,1.187040,0.567727,-1.000000
high_noise_destabilization,15,-0.184297,0.184297,0.569091,-1.000000
high_noise_destabilization,16,-1.168148,1.168148,0.570455,-1.000000
high_noise_destabilization,17,0.292254,0.292254,0.571818,-1.000000
high_noise_destabilization,18,1.139846,1.139846,0.573182,-1.000000
high_noise_destabilization,19,-0.397156,0.397156,0.574545,-1.000000
high_noise_destabilization,20,-1.101702,1.101702,0.575909,-1.000000
high_noise_destabilization,21,0.498511,0.498511,0.577273,-1.000000
high_noise_destabilization,22,1.054291,1.054291,0.578636,-1.000000
high_noise_destabilization,23,-0.595330,0.595330,0.580000,-1.000000
high_noise_destabilization,24,-0.997965,0.997965,0.581364,-1.000000
high_noise_destabilization,25,0.686839,0.686839,0.582727,0.747479
high_noise_destabilization,26,0.933252,0.933252,0.584091,0.778038
high_noise_destabilization,27,-0.772253,0.772253,0.585455,0.730256
high_noise_destabilization,28,-0.860716,0.860716,0.586818,0.740944
high_noise_destabilization,29,0.850861,0.850861,0.588182,0.729481
high_noise_destabilization,30,0.780999,0.780999,0.589545,0.747035
high_noise_destabilization,31,-0.922004,0.922004,0.590909,0.727473
high_noise_destabilization,32,-0.694797,0.694797,0.592273,0.741329
high_noise_destabilization,33,0.985091,0.985091,0.593636,0.727339
high_noise_destabilization,34,0.602864,0.602864,0.595000,0.739028
high_noise_destabilization,35,-1.039603,1.039603,0.596364,0.726781
high_noise_destabilization,36,-0.505999,0.505999,0.597727,0.735445
high_noise_destabilization,37,1.085091,1.085091,0.599091,0.726658
high_noise_destabilization,38,0.405043,0.405043,0.600455,0.732052
high_noise_destabilization,39,-1.121188,1.121188,0.601818,0.726549
high_noise_destabilization,40,-0.300870,0.300870,0.603182,0.728476
high_noise_destabilization,41,1.147607,1.147607,0.604545,0.726532
high_noise_destabilization,42,0.194377,0.194377,0.605909,0.724907
high_noise_destabilization,43,-1.164145,1.164145,0.607273,0.726496
high_noise_destabilization,44,-0.086483,0.086483,0.608636,0.721368
high_noise_destabilization,45,1.170683,1.170683,0.610000,0.726400
high_noise_destabilization,46,-0.021887,0.021887,0.611364,0.717928
high_noise_destabilization,47,-1.167189,1.167189,0.612727,0.726179
high_noise_destabilization,48,0.129803,0.129803,0.614091,0.714640
high_noise_destabilization,49,1.153717,1.153717,0.615455,0.725783
high_noise_destabilization,50,-0.236342,0.236342,0.616818,0.711554
high_noise_destabilization,51,-1.130404,1.130404,0.618182,0.725164
high_noise_destabilization,52,0.340596,0.340596,0.619545,0.708715
high_noise_destabilization,53,1.097475,1.097475,0.620909,0.724284
high_noise_destabilization,54,-0.441678,0.441678,0.622273,0.706155
high_noise_destabilization,55,-1.055234,1.055234,0.623636,0.723113
high_noise_destabilization,56,0.538729,0.538729,0.625000,0.703901
high_noise_destabilization,57,1.004065,1.004065,0.626364,0.721632
high_noise_destabilization,58,-0.630927,0.630927,0.627727,0.701965
high_noise_destabilization,59,-0.944427,0.944427,0.629091,0.719831
high_noise_destabilization,60,0.717496,0.717496,0.630455,0.700353
high_noise_destabilization,61,0.876851,0.876851,0.631818,0.717714
high_noise_destabilization,62,-0.797705,0.797705,0.633182,0.699055
high_noise_destabilization,63,-0.801936,0.801936,0.634545,0.715292
high_noise_destabilization,64,0.870885,0.870885,0.635909,0.698055
high_noise_destabilization,65,0.720339,0.720339,0.637273,0.712589
high_noise_destabilization,66,-0.936423,0.936423,0.638636,0.697323
high_noise_destabilization,67,-0.632778,0.632778,0.640000,0.709639
high_noise_destabilization,68,0.993778,0.993778,0.641364,0.696824
high_noise_destabilization,69,0.540015,0.540015,0.642727,0.706482
high_noise_destabilization,70,-1.042478,1.042478,0.644091,0.696510
high_noise_destabilization,71,-0.442858,0.442858,0.645455,0.703166
high_noise_destabilization,72,1.082125,1.082125,0.646818,0.696333
high_noise_destabilization,73,0.342152,0.342152,0.648182,0.699746
high_noise_destabilization,74,-1.112402,1.112402,0.649545,0.696237
high_noise_destabilization,75,-0.238766,0.238766,0.650909,0.696276
high_noise_destabilization,76,1.133072,1.133072,0.652273,0.696164
high_noise_destabilization,77,0.133595,0.133595,0.653636,0.692817
high_noise_destabilization,78,-1.143981,1.143981,0.655000,0.696056
high_noise_destabilization,79,-0.027544,0.027544,0.656364,0.689425
high_noise_destabilization,80,1.145058,1.145058,0.657727,0.695857
high_noise_destabilization,81,-0.078476,0.078476,0.659091,0.686155
high_noise_destabilization,82,-1.136320,1.136320,0.660455,0.695514
high_noise_destabilization,83,0.183556,0.183556,0.661818,0.683058
high_noise_destabilization,84,1.117863,1.117863,0.663182,0.694978
high_noise_destabilization,85,-0.286797,0.286797,0.664545,0.680179
high_noise_destabilization,86,-1.089871,1.089871,0.665909,0.694210
high_noise_destabilization,87,0.387319,0.387319,0.667273,0.677554
high_noise_destabilization,88,1.052606,1.052606,0.668636,0.693175
high_noise_destabilization,89,-0.484264,0.484264,0.670000,0.675212
high_noise_destabilization,90,-1.006411,1.006411,0.671364,0.691853
high_noise_destabilization,91,0.576812,0.576812,0.672727,0.673172
high_noise_destabilization,92,0.951703,0.951703,0.674091,0.690227
high_noise_destabilization,93,-0.664178,0.664178,0.675455,0.671440
high_noise_destabilization,94,-0.888973,0.888973,0.676818,0.688297
high_noise_destabilization,95,0.745626,0.745626,0.678182,0.670016
high_noise_destabilization,96,0.818778,0.818778,0.679545,0.686070
high_noise_destabilization,97,-0.820472,0.820472,0.680909,0.668885
high_noise_destabilization,98,-0.741739,0.741739,0.682273,0.683563
high_noise_destabilization,99,0.888089,0.888089,0.683636,0.668027
high_noise_destabilization,100,0.658535,0.658535,0.685000,0.680805
high_noise_destabilization,101,-0.947915,0.947915,0.686364,0.667407
high_noise_destabilization,102,-0.569893,0.569893,0.687727,0.677830
high_noise_destabilization,103,0.999456,0.999456,0.689091,0.666988
high_noise_destabilization,104,0.476589,0.476589,0.690455,0.674682
high_noise_destabilization,105,-1.042289,1.042289,0.691818,0.666723
high_noise_destabilization,106,-0.379434,0.379434,0.693182,0.671411
high_noise_destabilization,107,1.076069,1.076069,0.694545,0.666560
high_noise_destabilization,108,0.279272,0.279272,0.695909,0.668068
high_noise_destabilization,109,-1.100528,1.100528,0.697273,0.666446
high_noise_destabilization,110,-0.176970,0.176970,0.698636,0.664711
high_noise_destabilization,111,1.115478,1.115478,0.700000,0.666324
high_noise_destabilization,112,0.073412,0.073412,0.701364,0.661393
high_noise_destabilization,113,-1.120816,1.120816,0.702727,0.666140
high_noise_destabilization,114,0.030510,0.030510,0.704091,0.658169
high_noise_destabilization,115,1.116518,1.116518,0.705455,0.665842
high_noise_destabilization,116,-0.133902,0.133902,0.706818,0.655091
high_noise_destabilization,117,-1.102647,1.102647,0.708182,0.665380
high_noise_destabilization,118,0.235878,0.235878,0.709545,0.652202
high_noise_destabilization,119,1.079343,1.079343,0.710909,0.664713
high_noise_destabilization,120,-0.335566,0.335566,0.712273,0.649542
high_noise_destabilization,121,-1.046832,1.046832,0.713636,0.663806
high_noise_destabilization,122,0.432115,0.432115,0.715000,0.647142
high_noise_destabilization,123,1.005415,1.005415,0.716364,0.662632
high_noise_destabilization,124,-0.524704,0.524704,0.717727,0.645025
high_noise_destabilization,125,-0.955471,0.955471,0.719091,0.661174
high_noise_destabilization,126,0.612546,0.612546,0.720455,0.643201
high_noise_destabilization,127,0.897449,0.897449,0.721818,0.659426
high_noise_destabilization,128,-0.694900,0.694900,0.723182,0.641673
high_noise_destabilization,129,-0.831868,0.831868,0.724545,0.657389
high_noise_destabilization,130,0.771070,0.771070,0.725909,0.640434
high_noise_destabilization,131,0.759312,0.759312,0.727273,0.655077
high_noise_destabilization,132,-0.840418,0.840418,0.728636,0.639466
high_noise_destabilization,133,-0.680419,0.680419,0.730000,0.652512
high_noise_destabilization,134,0.902366,0.902366,0.731364,0.638742
high_noise_destabilization,135,0.595886,0.595886,0.732727,0.649725
high_noise_destabilization,136,-0.956398,0.956398,0.734091,0.638228
high_noise_destabilization,137,-0.506451,0.506451,0.735455,0.646754
high_noise_destabilization,138,1.002071,1.002071,0.736818,0.637882
high_noise_destabilization,139,0.412897,0.412897,0.738182,0.643644
high_noise_destabilization,140,-1.039013,1.039013,0.739545,0.637657
high_noise_destabilization,141,-0.316038,0.316038,0.740909,0.640444
high_noise_destabilization,142,1.066928,1.066928,0.742273,0.637501
high_noise_destabilization,143,0.216715,0.216715,0.743636,0.637206
high_noise_destabilization,144,-1.085599,1.085599,0.745000,0.637363
high_noise_destabilization,145,-0.115789,0.115789,0.746364,0.633984
high_noise_destabilization,146,1.094889,1.094889,0.747727,0.637189
high_noise_destabilization,147,0.014130,0.014130,0.749091,0.630829
high_noise_destabilization,148,-1.094740,1.094740,0.750455,0.636928
high_noise_destabilization,149,0.087384,0.087384,0.751818,0.627793
high_noise_destabilization,150,1.085179,1.085179,0.753182,0.636530
high_noise_destabilization,151,-0.187882,0.187882,0.754545,0.624921
high_noise_destabilization,152,-1.066312,1.066312,0.755909,0.635955
high_noise_destabilization,153,0.286500,0.286500,0.757273,0.622252
high_noise_destabilization,154,1.038323,1.038323,0.758636,0.635164
high_noise_destabilization,155,-0.382396,0.382396,0.760000,0.619821
high_noise_destabilization,156,-1.001478,1.001478,0.761364,0.634129
high_noise_destabilization,157,0.474752,0.474752,0.762727,0.617651
high_noise_destabilization,158,0.956114,0.956114,0.764091,0.632829
high_noise_destabilization,159,-0.562781,0.562781,0.765455,0.615759
high_noise_destabilization,160,-0.902645,0.902645,0.766818,0.631254
high_noise_destabilization,161,0.645738,0.645738,0.768182,0.614150
high_noise_destabilization,162,0.841551,0.841551,0.769545,0.629402
high_noise_destabilization,163,-0.722921,0.722921,0.770909,0.612822
high_noise_destabilization,164,-0.773377,0.773377,0.772273,0.627281
high_noise_destabilization,165,0.793680,0.793680,0.773636,0.611762
high_noise_destabilization,166,0.698727,0.698727,0.775000,0.624908
high_noise_destabilization,167,-0.857424,0.857424,0.776364,0.610948
high_noise_destabilization,168,-0.618261,0.618261,0.777727,0.622310
high_noise_destabilization,169,0.913621,0.913621,0.779091,0.610350
high_noise_destabilization,170,0.532686,0.532686,0.780455,0.619520
high_noise_destabilization,171,-0.961806,0.961806,0.781818,0.609930
high_noise_destabilization,172,-0.442751,0.442751,0.783182,0.616579
high_noise_destabilization,173,1.001586,1.001586,0.784545,0.609646
high_noise_destabilization,174,0.349243,0.349243,0.785909,0.613532
high_noise_destabilization,175,-1.032638,1.032638,0.787273,0.609451
high_noise_destabilization,176,-0.252975,0.252975,0.788636,0.610427
high_noise_destabilization,177,1.054719,1.054719,0.790000,0.609295
high_noise_destabilization,178,0.154783,0.154783,0.791364,0.607316
high_noise_destabilization,179,-1.067660,1.067660,0.792727,0.609126
high_noise_destabilization,180,-0.055518,0.055518,0.794091,0.604250
high_noise_destabilization,181,1.071373,1.071373,0.795455,0.608895
high_noise_destabilization,182,-0.043963,0.043963,0.796818,0.601276
high_noise_destabilization,183,-1.065851,1.065851,0.798182,0.608554
high_noise_destabilization,184,0.142801,0.142801,0.799545,0.598441
high_noise_destabilization,185,1.051164,1.051164,0.800909,0.608060
high_noise_destabilization,186,-0.240148,0.240148,0.802273,0.595786
high_noise_destabilization,187,-1.027462,1.027462,0.803636,0.607374
high_noise_destabilization,188,0.335169,0.335169,0.805000,0.593346
high_noise_destabilization,189,0.994973,0.994973,0.806364,0.606467
high_noise_destabilization,190,-0.427051,0.427051,0.807727,0.591146
high_noise_destabilization,191,-0.953998,0.953998,0.809091,0.605315
high_noise_destabilization,192,0.515010,0.515010,0.810455,0.589207
high_noise_destabilization,193,0.904913,0.904913,0.811818,0.603903
high_noise_destabilization,194,-0.598298,0.598298,0.813182,0.587538
high_noise_destabilization,195,-0.848162,0.848162,0.814545,0.602227
high_noise_destabilization,196,0.676210,0.676210,0.815909,0.586139
high_noise_destabilization,197,0.784253,0.784253,0.817273,0.600290
high_noise_destabilization,198,-0.748088,0.748088,0.818636,0.585003
high_noise_destabilization,199,-0.713755,0.713755,0.820000,0.598105
high_noise_destabilization,200,0.813328,0.813328,0.821364,0.584112
high_noise_destabilization,201,0.637294,0.637294,0.822727,0.595695
high_noise_destabilization,202,-0.871384,0.871384,0.824091,0.583440
high_noise_destabilization,203,-0.555542,0.555542,0.825455,0.593087
high_noise_destabilization,204,0.921776,0.921776,0.826818,0.582955
high_noise_destabilization,205,0.469220,0.469220,0.828182,0.590319
high_noise_destabilization,206,-0.964087,0.964087,0.829545,0.582617
high_noise_destabilization,207,-0.379082,0.379082,0.830909,0.587431
high_noise_destabilization,208,0.997974,0.997974,0.832273,0.582384
high_noise_destabilization,209,0.285916,0.285916,0.833636,0.584469
high_noise_destabilization,210,-1.023166,1.023166,0.835000,0.582208
high_noise_destabilization,211,-0.190533,0.190533,0.836364,0.581481
high_noise_destabilization,212,1.039469,1.039469,0.837727,0.582041
high_noise_destabilization,213,0.093762,0.093762,0.839091,0.578516
high_noise_destabilization,214,-1.046765,1.046765,0.840455,0.581834
high_noise_destabilization,215,0.003561,0.003561,0.841818,0.575621
high_noise_destabilization,216,1.045014,1.045014,0.843182,0.581541
high_noise_destabilization,217,-0.100592,0.100592,0.844545,0.572842
high_noise_destabilization,218,-1.034254,1.034254,0.845909,0.581118
high_noise_destabilization,219,0.196498,0.196498,0.847273,0.570219
high_noise_destabilization,220,1.014602,1.014602,0.848636,0.580528
high_noise_destabilization,221,-0.290452,0.290452,0.850000,0.567789
high_noise_destabilization,222,-0.986251,0.986251,0.851364,0.579738
high_noise_destabilization,223,0.381649,0.381649,0.852727,0.565579
high_noise_destabilization,224,0.949467,0.949467,0.854091,0.578722
high_noise_destabilization,225,-0.469311,0.469311,0.855455,0.563612
high_noise_destabilization,226,-0.904589,0.904589,0.856818,0.577463
high_noise_destabilization,227,0.552688,0.552688,0.858182,0.561900
high_noise_destabilization,228,0.852025,0.852025,0.859545,0.575953
high_noise_destabilization,229,-0.631074,0.631074,0.860909,0.560447
high_noise_destabilization,230,-0.792250,0.792250,0.862273,0.574192
high_noise_destabilization,231,0.703804,0.703804,0.863636,0.559250
high_noise_destabilization,232,0.725798,0.725798,0.865000,0.572189
high_noise_destabilization,233,-0.770266,0.770266,0.866364,0.558294
high_noise_destabilization,234,-0.653259,0.653259,0.867727,0.569962
high_noise_destabilization,235,0.829901,0.829901,0.869091,0.557559
high_noise_destabilization,236,0.575276,0.575276,0.870455,0.567534
