scenario,time,true_state,observed_state,twin_state,residual,anomaly_flag,intervention_flag
resilient_twin,48,6.694868,5.754589,6.010512,-0.465315,0,0
resilient_twin,49,5.934131,6.801247,6.134345,1.212548,0,0
resilient_twin,50,5.192829,6.051218,5.857726,0.351803,0,0
resilient_twin,51,5.133525,4.185342,4.870229,-1.245250,0,0
resilient_twin,52,5.022281,4.253438,4.382098,-0.233928,0,0
resilient_twin,53,4.266197,5.286989,4.589873,1.267485,0,0
resilient_twin,54,3.655612,4.328050,4.265185,0.114301,0,0
resilient_twin,55,3.709230,2.624933,3.327965,-1.278240,0,0
resilient_twin,56,3.588198,3.018160,3.014620,0.006437,0,0
resilient_twin,57,2.853506,3.991638,3.288934,1.277643,0,0
resilient_twin,58,2.385939,2.848491,2.918392,-0.127092,0,0
resilient_twin,59,2.541769,1.359954,2.056054,-1.265637,0,0
resilient_twin,60,2.406975,2.056034,1.920392,0.246621,0,0
resilient_twin,61,1.711964,2.926922,2.243631,1.242347,0,0
resilient_twin,62,1.396515,1.632715,1.832886,-0.363948,0,0
resilient_twin,63,1.641691,0.404426,1.068813,-1.207976,0,0
resilient_twin,64,1.490755,1.371402,1.108486,0.478029,0,0
resilient_twin,65,0.853044,2.101580,1.462024,1.162831,0,0
resilient_twin,66,0.693803,0.695244,1.018560,-0.587847,0,0
resilient_twin,67,1.012375,-0.236298,0.372725,-1.107314,0,0
resilient_twin,68,0.843297,0.959781,0.578949,0.692422,0,0
resilient_twin,69,0.278009,1.515681,0.942624,1.041922,0,0
resilient_twin,70,0.272817,0.039447,0.474399,-0.790822,0,0
resilient_twin,71,0.645320,-0.570313,-0.038333,-0.967236,0,0
resilient_twin,72,0.455664,0.803839,0.318647,0.882168,0,0
resilient_twin,73,-0.025891,1.156860,0.670702,0.883924,0,0
resilient_twin,74,0.113957,-0.345917,0.185188,-0.965646,0,0
resilient_twin,75,0.517543,-0.621777,-0.185776,-0.792729,0,0
resilient_twin,76,0.304071,0.871543,0.299262,1.040511,0,0
resilient_twin,77,-0.087004,0.998724,0.616770,0.694462,0,0
resilient_twin,78,0.182111,-0.487897,0.120456,-1.106096,0,0
resilient_twin,79,0.591232,-0.431220,-0.106719,-0.590003,0,0
resilient_twin,80,3.849987,4.616556,0.802557,4.661816,1,1
resilient_twin,81,3.376409,4.326466,1.153374,3.496530,1,1
resilient_twin,82,3.586737,2.730444,1.874470,1.556317,0,0
resilient_twin,83,3.816378,2.947189,2.354482,1.077649,0,0
resilient_twin,84,3.393142,4.331521,3.233603,1.996215,0,0
resilient_twin,85,3.042175,3.822744,3.468983,0.643202,0,0
resilient_twin,86,3.364261,2.352165,2.934786,-1.059311,0,0
resilient_twin,87,3.574605,2.889619,2.901659,-0.021890,0,0
resilient_twin,88,3.143657,4.220443,3.486885,1.333743,0,0
resilient_twin,89,2.903371,3.486665,3.465633,0.038241,0,0
resilient_twin,90,3.301926,2.170054,2.864702,-1.262997,0,0
resilient_twin,91,3.462295,2.985895,2.919957,0.119888,0,0
resilient_twin,92,3.016446,4.193310,3.493723,1.271975,0,0
resilient_twin,93,2.873563,3.238820,3.364994,-0.229407,0,0
resilient_twin,94,3.313303,2.101945,2.786567,-1.244767,0,0
resilient_twin,95,3.397659,3.146803,2.954380,0.349859,0,0
resilient_twin,96,2.933256,4.168305,3.501023,1.213240,0,0
resilient_twin,97,2.874180,3.008397,3.263403,-0.463647,0,0
resilient_twin,98,3.321645,2.073920,2.716892,-1.169040,0,0
resilient_twin,99,3.310087,3.293705,2.977858,0.574267,0,0
resilient_twin,100,2.827706,4.076978,3.463772,1.114919,0,0
resilient_twin,101,2.839556,2.737956,3.111682,-0.679501,0,0
resilient_twin,102,3.264832,2.025155,2.603049,-1.050716,0,0
resilient_twin,103,3.144810,3.363485,2.935174,0.778747,0,0
resilient_twin,104,2.649701,3.868727,3.331278,0.977179,0,0
resilient_twin,105,6.221195,5.887395,4.441460,2.628972,0,0
resilient_twin,106,6.424356,5.236855,4.723247,0.933833,0,0
resilient_twin,107,6.025183,6.471130,5.420044,1.911067,0,0
resilient_twin,108,5.369409,6.514795,5.797630,1.303936,0,0
resilient_twin,109,5.341419,4.787301,5.211172,-0.770675,0,0
resilient_twin,110,5.511001,4.417946,4.731972,-0.570955,0,0
resilient_twin,111,5.033660,5.691006,5.047754,1.169549,0,0
resilient_twin,112,4.418830,5.449805,5.097397,0.640741,0,0
resilient_twin,113,4.462569,3.707857,4.332595,-1.135887,0,0
resilient_twin,114,4.580131,3.620431,3.886775,-0.484262,0,0
resilient_twin,115,4.030737,4.876083,4.212051,1.207331,0,0
resilient_twin,116,3.469328,4.349193,4.138172,0.383675,0,0
resilient_twin,117,3.575230,2.646789,3.326890,-1.236546,0,0
resilient_twin,118,3.629908,2.837725,2.982500,-0.263227,0,0
resilient_twin,119,3.022598,4.025853,3.331026,1.263321,0,0
