run_id,demand_growth,capacity_growth,rework_rate,intervention_pressure,systems_redesign_strength,delay_factor,uncertainty_humility,final_conceptual_score,final_modeled_score,conceptual_model_gap,maximum_backlog,minimum_trust
222,0.022595,0.014270,0.017205,0.587388,0.752762,0.506170,0.265184,67.079772,93.935256,-26.855484,32.897964,58.000000
223,0.023535,0.014359,0.023975,0.410713,0.811279,0.613170,0.471937,72.792106,95.000000,-22.207894,31.449021,58.000000
224,0.016793,0.015879,0.010742,0.614678,0.809773,0.703395,0.296823,68.672655,95.000000,-26.327345,27.579284,58.000000
225,0.019079,0.016370,0.018511,0.136381,0.618262,0.802193,0.337344,67.771107,92.815808,-25.044701,37.398907,58.000000
226,0.013847,0.004849,0.028928,0.711584,0.174467,0.621630,0.229890,24.213627,0.000000,24.213627,200.000000,0.000000
227,0.015954,0.004436,0.009931,0.870695,0.840722,0.751488,0.443068,69.414724,95.000000,-25.585276,29.154629,58.000000
228,0.021652,0.011034,0.014326,0.633219,0.365921,0.492117,0.379555,43.030131,0.000000,43.030131,200.000000,0.000000
229,0.014705,0.019104,0.024899,0.330947,0.770140,0.622036,0.863840,77.929530,95.000000,-17.070470,28.877271,58.000000
230,0.023629,0.004259,0.010479,0.795995,0.258353,0.279479,0.271147,33.189892,0.000000,33.189892,200.000000,0.000000
231,0.018328,0.004604,0.024607,0.631940,0.847205,0.773826,0.178116,67.771030,93.465657,-25.694627,34.169431,58.000000
232,0.018710,0.004576,0.014453,0.440578,0.595820,0.565557,0.539636,52.329966,15.267836,37.062130,200.000000,34.152610
233,0.021405,0.012319,0.026242,0.636625,0.557844,0.661412,0.548604,49.975716,2.000000,47.975716,200.000000,0.000000
234,0.023875,0.014613,0.024833,0.519267,0.105056,0.475696,0.811296,43.725343,1.385210,42.340133,200.000000,0.000000
235,0.015600,0.010501,0.018735,0.313029,0.611479,0.321516,0.271106,65.586157,92.357870,-26.771713,38.560254,58.000000
236,0.019974,0.006882,0.016653,0.477229,0.601559,0.294361,0.162613,46.896175,8.355148,38.541027,200.000000,35.786115
237,0.014775,0.011114,0.010289,0.201794,0.854116,0.365573,0.779744,79.800847,95.000000,-15.199153,25.926944,58.000000
238,0.016756,0.006921,0.011900,0.126784,0.516510,0.310293,0.197621,62.927945,87.873530,-24.945585,45.412683,58.000000
239,0.015276,0.004363,0.012309,0.162176,0.118056,0.538028,0.256263,29.867203,0.000000,29.867203,200.000000,0.000000
240,0.013298,0.005518,0.008351,0.871209,0.493137,0.119778,0.782335,62.927245,83.792090,-20.864846,61.663435,58.000000
241,0.015039,0.008092,0.028135,0.363949,0.768375,0.477137,0.579238,73.638733,95.000000,-21.361267,33.136500,58.000000
242,0.013806,0.007567,0.014444,0.726712,0.133384,0.522789,0.269005,26.854002,0.000000,26.854002,200.000000,0.000000
243,0.021562,0.009874,0.022617,0.434336,0.129264,0.215323,0.566328,40.372981,0.000000,40.372981,200.000000,0.000000
244,0.021323,0.012539,0.020575,0.439621,0.125948,0.804793,0.653538,36.553551,0.000000,36.553551,200.000000,0.000000
245,0.012264,0.011755,0.025778,0.478959,0.381876,0.494009,0.244412,42.755116,0.000000,42.755116,200.000000,0.000000
246,0.018267,0.011562,0.026222,0.112856,0.308059,0.242521,0.434001,46.566577,0.036492,46.530085,200.000000,0.000000
247,0.016611,0.016049,0.022295,0.801235,0.291914,0.745828,0.770855,45.388029,1.802583,43.585446,200.000000,0.000000
248,0.023209,0.004773,0.013176,0.881279,0.318544,0.167445,0.577021,42.673133,0.000000,42.673133,200.000000,0.000000
249,0.023073,0.012668,0.015367,0.733202,0.224823,0.381756,0.513470,40.718723,0.000000,40.718723,200.000000,0.000000
250,0.021242,0.015316,0.024850,0.845468,0.799599,0.292368,0.482347,69.179487,95.000000,-25.820513,32.885950,58.000000
251,0.020495,0.005923,0.018149,0.204856,0.435949,0.629734,0.416992,48.661829,1.271184,47.390644,200.000000,0.000000
252,0.023457,0.008195,0.021961,0.717958,0.348155,0.522682,0.776362,47.481129,2.000000,45.481129,200.000000,0.000000
253,0.020012,0.019993,0.008071,0.751577,0.407574,0.735856,0.872063,49.978050,15.357425,34.620625,200.000000,23.973028
254,0.013731,0.004952,0.024632,0.298129,0.662695,0.817211,0.465987,69.788881,94.204386,-24.415505,53.964004,58.000000
255,0.020375,0.009548,0.026029,0.231385,0.459780,0.497448,0.569182,51.152188,2.000000,49.152188,200.000000,0.000000
256,0.021242,0.011490,0.024444,0.268642,0.486412,0.362831,0.252758,47.063368,0.000000,47.063368,200.000000,0.000000
257,0.021308,0.004330,0.026723,0.486434,0.465805,0.170346,0.353576,46.237913,0.000000,46.237913,200.000000,0.000000
258,0.014551,0.010835,0.023189,0.668739,0.797398,0.799842,0.491101,70.663051,95.000000,-24.336949,31.629029,58.000000
259,0.019367,0.006060,0.010824,0.138641,0.151484,0.532791,0.456407,37.707154,0.000000,37.707154,200.000000,0.000000
260,0.014801,0.011677,0.010465,0.424160,0.251365,0.688375,0.117636,38.286382,0.000000,38.286382,200.000000,0.000000
261,0.019899,0.005682,0.008837,0.106825,0.843083,0.101546,0.606255,77.866964,95.000000,-17.133036,26.588728,58.000000
262,0.019084,0.014253,0.017736,0.798307,0.170839,0.684913,0.857099,43.713072,1.486619,42.226452,200.000000,0.000000
263,0.016547,0.004947,0.021518,0.546952,0.734667,0.629157,0.489700,70.012892,94.689706,-24.676814,39.932019,58.000000
264,0.022990,0.005704,0.029800,0.462980,0.885542,0.549459,0.147088,69.608389,94.711505,-25.103116,33.722792,58.000000
265,0.016197,0.011224,0.015463,0.589955,0.307378,0.376560,0.223559,39.787254,0.000000,39.787254,200.000000,0.000000
266,0.015194,0.018184,0.025677,0.739027,0.541420,0.548112,0.307226,45.383011,8.353663,37.029349,200.000000,45.421523
267,0.013034,0.009711,0.024216,0.445946,0.186337,0.189428,0.222813,36.064364,0.000000,36.064364,200.000000,0.000000
268,0.018356,0.007737,0.012749,0.366385,0.800945,0.256523,0.405151,71.963717,95.000000,-23.036283,28.315176,58.000000
269,0.020094,0.008595,0.021835,0.417169,0.458980,0.648799,0.373469,46.906732,0.000000,46.906732,200.000000,0.000000
270,0.016652,0.006060,0.019365,0.895556,0.540219,0.305028,0.161079,42.055903,0.000000,42.055903,200.000000,0.026636
271,0.023626,0.013855,0.011872,0.456368,0.851911,0.486387,0.253384,70.342305,95.000000,-24.657695,27.373613,58.000000
272,0.021718,0.018047,0.029779,0.644453,0.808724,0.767082,0.633174,73.118186,95.000000,-21.881814,33.911165,58.000000
273,0.012465,0.016705,0.009912,0.414632,0.736936,0.497240,0.597187,72.730015,95.000000,-22.269985,27.858398,58.000000
274,0.013469,0.019822,0.020089,0.129547,0.780842,0.296174,0.429342,73.714623,95.000000,-21.285377,26.915162,58.000000
275,0.014740,0.015353,0.017477,0.847788,0.640200,0.409674,0.395356,64.028534,92.508888,-28.480353,38.120715,58.000000
276,0.021166,0.015714,0.019415,0.419616,0.773138,0.191748,0.153124,67.342137,93.170989,-25.828853,29.641834,58.000000
277,0.012947,0.005077,0.022719,0.761276,0.871176,0.140444,0.439869,70.976184,95.000000,-24.023816,28.031783,58.000000
278,0.023792,0.004786,0.018583,0.497860,0.616647,0.507455,0.792851,55.916567,3.148544,52.768023,200.000000,4.594177
279,0.021443,0.012863,0.029365,0.441967,0.785494,0.483570,0.262451,68.990434,95.000000,-26.009566,35.174776,58.000000
280,0.020478,0.016570,0.010896,0.763719,0.116007,0.457116,0.125647,32.433462,0.000000,32.433462,200.000000,0.000000
281,0.017780,0.014826,0.010693,0.126031,0.527557,0.865682,0.515196,67.614240,91.088708,-23.474468,40.638590,58.000000
282,0.017102,0.011984,0.022279,0.557150,0.357676,0.702345,0.305147,42.399089,0.000000,42.399089,200.000000,0.000000
283,0.017405,0.015608,0.008090,0.827161,0.473439,0.429196,0.147290,41.065661,23.314779,17.750883,196.770590,58.000000
284,0.012803,0.015039,0.024424,0.560673,0.780569,0.308969,0.883876,76.622539,95.000000,-18.377461,28.983955,58.000000
285,0.014368,0.010452,0.019280,0.536389,0.773357,0.730823,0.182998,66.831418,92.955430,-26.124012,30.698130,58.000000
286,0.018759,0.007339,0.024391,0.543754,0.496324,0.447198,0.498588,48.541976,1.590905,46.951071,200.000000,0.000000
287,0.013190,0.009242,0.024468,0.357376,0.389306,0.441598,0.755248,51.057809,2.000000,49.057809,200.000000,0.000000
288,0.020538,0.004792,0.019038,0.642800,0.835584,0.848670,0.246289,68.359661,94.600928,-26.241267,33.915761,58.000000
289,0.022867,0.017824,0.017270,0.220036,0.742098,0.385911,0.112453,67.624408,93.215695,-25.591287,29.957231,58.000000
290,0.013790,0.006374,0.029883,0.884109,0.846076,0.510588,0.109102,64.760372,90.194672,-25.434300,33.675673,58.000000
291,0.021774,0.015104,0.015070,0.668103,0.812090,0.822944,0.105073,65.616351,91.067951,-25.451600,29.940820,58.000000
292,0.012296,0.013981,0.015216,0.421100,0.799224,0.530972,0.566066,73.737501,95.000000,-21.262499,27.311331,58.000000
293,0.016593,0.010279,0.028040,0.595395,0.177594,0.185530,0.581023,41.633429,0.000000,41.633429,200.000000,0.000000
294,0.021033,0.005890,0.029591,0.369188,0.563688,0.492315,0.400033,50.175473,1.983448,48.192025,200.000000,0.000000
295,0.015194,0.015636,0.029416,0.567924,0.605281,0.349852,0.191783,62.396330,89.103031,-26.706702,51.494797,58.000000
296,0.020367,0.010973,0.012734,0.362540,0.804765,0.781058,0.578519,74.513320,95.000000,-20.486680,28.880082,58.000000
297,0.019917,0.019820,0.020286,0.675928,0.633092,0.352772,0.446132,65.786983,94.187641,-28.400658,39.087905,58.000000
298,0.015876,0.009126,0.020222,0.445285,0.277639,0.354442,0.572031,45.109493,0.000000,45.109493,200.000000,0.000000
299,0.013725,0.019068,0.016416,0.633182,0.844696,0.701258,0.171957,67.614629,93.284429,-25.669800,26.633434,58.000000
300,0.013543,0.008101,0.017607,0.722255,0.889939,0.591703,0.479904,72.299163,95.000000,-22.700837,26.965043,58.000000
