x,y,population,hazard,vulnerability,risk_score,accessibility,service_gap_score
14,24,  226.949336,    0.070393,    0.390783,    6.242975,   28.205565,    7.770757
14,25,  185.539360,    0.067447,    0.396986,    4.967877,   24.255325,    7.346544
15,1,  224.199059,    0.098774,    0.357820,    7.923953,   18.678343,   11.393188
15,2,  196.531389,    0.114114,    0.351087,    7.873806,   21.520218,    8.726887
15,3,  257.755593,    0.135522,    0.372383,   13.007908,   25.071904,    9.886336
15,4,  246.338270,    0.165399,    0.416053,   16.951714,   29.656089,    8.035541
15,5,  264.247769,    0.207096,    0.457396,   25.030921,   35.795575,    7.181509
15,6,  319.074483,    0.265290,    0.475506,   40.250225,   44.288003,    7.045453
15,7,  298.309594,    0.346505,    0.472589,   48.849494,   56.116653,    5.222813
15,8,  366.181780,    0.459850,    0.471986,   79.477053,   71.588551,    5.044622
15,9,  386.151785,    0.618035,    0.496618,  118.520501,   87.600335,    4.358356
15,10,  400.854860,    0.838801,    0.547487,  184.085747,   95.360810,    4.159937
15,11,  478.746624,    0.980044,    0.601522,  282.229732,   88.711938,    5.336487
15,12,  463.249705,    0.719241,    0.629695,  209.806679,   73.964638,    6.179576
15,13,  501.225013,    0.532367,    0.618459,  165.026776,   60.049368,    8.210159
15,14,  494.971484,    0.398465,    0.581094,  114.608655,   50.178391,    9.671494
15,15,  430.549320,    0.302521,    0.549004,   71.507901,   44.100022,    9.546543
15,16,  442.362899,    0.233774,    0.539337,   55.774403,   40.799734,   10.582912
15,17,  371.282777,    0.184514,    0.540328,   37.016270,   39.319568,    9.208501
15,18,  347.265352,    0.149219,    0.527370,   27.327481,   38.812515,    8.722517
15,19,  341.919765,    0.123928,    0.488727,   20.709018,   38.489065,    8.658594
15,20,  271.730671,    0.105806,    0.437561,   12.580231,   37.674519,    7.026090
15,21,  292.570641,    0.092822,    0.400255,   10.869675,   35.972870,    7.913117
15,22,  250.648995,    0.083518,    0.392250,    8.211223,   33.373394,    7.291948
15,23,  222.883109,    0.076851,    0.403804,    6.916689,   30.166660,    7.151331
15,24,  245.205073,    0.072074,    0.408843,    7.225483,   26.739869,    8.839446
15,25,  185.117924,    0.068652,    0.388810,    4.941260,   23.411936,    7.583091
16,1,  198.220928,    0.093373,    0.335008,    6.200503,   18.150448,   10.350720
16,2,  231.865921,    0.106576,    0.354242,    8.753804,   21.110191,   10.486835
16,3,  213.314169,    0.125002,    0.395560,   10.547517,   24.987490,    8.208341
16,4,  271.940530,    0.150718,    0.434217,   17.796965,   30.312978,    8.684595
16,5,  242.683461,    0.186607,    0.449249,   20.344901,   38.053861,    6.214071
16,6,  313.039953,    0.236694,    0.442804,   32.809484,   50.022961,    6.135276
16,7,  289.519441,    0.306597,    0.438168,   38.894306,   69.573890,    4.102359
16,8,  355.398986,    0.404154,    0.458251,   65.821266,  101.809446,    3.456871
16,9,  352.495290,    0.540305,    0.504218,   96.030969,  146.767163,    2.385478
16,10,  398.224980,    0.730320,    0.553733,  161.043110,  174.019629,    2.275316
16,11,  420.495576,    0.995507,    0.580149,  242.854142,  148.067249,    2.820845
16,12,  429.381923,    0.825928,    0.574805,  203.847924,  104.524134,    4.069040
16,13,  460.946227,    0.608812,    0.552530,  155.056198,   73.922167,    6.152334
16,14,  417.964857,    0.453241,    0.537036,  101.735472,   56.306041,    7.293557
16,15,  442.362899,    0.341769,    0.539337,   81.540216,   46.616146,    9.290187
16,16,  367.759148,    0.261897,    0.547399,   52.722655,   41.479250,    8.657383
16,17,  388.979753,    0.204665,    0.538186,   42.845347,   38.969430,    9.731931
16,18,  315.985434,    0.163657,    0.501291,   25.923386,   37.884264,    8.126306
16,19,  328.524502,    0.134274,    0.450709,   19.881744,   37.335329,    8.569758
16,20,  277.746374,    0.113219,    0.413316,   12.997250,   36.607131,    7.385471
16,21,  271.276862,    0.098133,    0.404843,   10.777455,   35.201478,    7.493530
16,22,  252.468626,    0.087324,    0.415720,    9.165169,   32.945012,    7.437577
16,23,  222.015675,    0.079578,    0.419978,    7.420013,   29.999553,    7.161899
16,24,  234.671665,    0.074028,    0.399125,    6.933750,   26.716087,    8.466984
16,25,  184.145527,    0.070052,    0.359091,    4.632178,   23.442244,    7.533904
17,1,  178.036684,    0.088725,    0.337835,    5.336525,   17.632202,    9.555321
17,2,  227.153149,    0.100088,    0.377072,    8.572877,   20.674215,   10.480340
17,3,  244.094464,    0.115948,    0.413373,   11.699397,   24.795160,    9.462801
17,4,  219.992702,    0.138082,    0.425745,   12.932846,   30.705124,    6.938711
17,5,  254.929468,    0.168972,    0.416308,   17.932851,   39.808442,    6.246979
17,6,  302.912065,    0.212082,    0.408339,   26.232607,   55.133794,    5.396251
17,7,  289.190264,    0.272248,    0.424781,   33.443661,   83.921686,    3.405376
17,8,  300.551153,    0.356216,    0.466947,   49.991855,  145.047752,    2.057896
17,9,  363.007154,    0.473403,    0.512893,   88.139975,  278.946623,    1.296701
17,10,  373.437066,    0.636950,    0.536880,  127.702711,  412.930817,    0.902173
17,11,  359.013292,    0.865198,    0.531912,  165.221375,  280.381093,    1.275897
17,12,  402.489767,    0.949882,    0.514702,  196.779827,  148.017366,    2.700959
17,13,  424.507531,    0.697628,    0.508890,  150.707028,   88.623758,    4.736551
17,14,  380.194855,    0.516881,    0.522490,  102.677343,   61.852975,    6.048956
17,15,  371.282777,    0.387369,    0.540328,   77.711862,   48.898669,    7.440735
17,16,  388.979753,    0.294570,    0.538186,   61.666408,   42.554714,    8.930830
17,17,  342.184114,    0.228077,    0.505889,   39.481767,   39.758279,    8.395451
17,18,  296.467940,    0.180432,    0.458072,   24.503382,   38.941403,    7.422572
17,19,  312.260405,    0.146294,    0.422195,   19.286601,   39.019948,    7.802619
17,20,  294.299163,    0.121832,    0.414419,   14.859025,   39.000952,    7.357304
17,21,  236.599236,    0.104305,    0.425465,   10.499792,   38.015752,    6.064198
17,22,  238.693218,    0.091746,    0.429559,    9.406949,   35.662649,    6.510528
17,23,  252.133303,    0.082747,    0.408338,    8.519249,   32.202546,    7.593794
17,24,  204.028645,    0.076299,    0.367817,    5.725849,   28.269786,    6.970623
17,25,  182.723877,    0.071679,    0.332869,    4.359715,   24.429869,    7.185404
18,1,  179.284341,    0.084724,    0.360641,    5.477993,   17.037792,    9.939373
18,2,  184.189715,    0.094504,    0.394918,    6.874231,   20.070139,    8.741742
18,3,  207.262453,    0.108155,    0.405029,    9.079299,   24.246230,    8.209640
18,4,  241.215899,    0.127206,    0.393084,   12.061398,   30.351099,    7.694017
18,5,  272.267011,    0.153793,    0.382366,   16.010700,   39.981154,    6.643713
18,6,  289.477073,    0.190898,    0.395857,   21.875359,   56.757186,    5.011966
18,7,  292.084496,    0.242684,    0.434972,   30.832584,   90.200217,    3.202673
18,8,  289.806172,    0.314955,    0.477992,   43.629232,  170.736692,    1.687503
18,9,  295.850724,    0.415819,    0.499609,   61.462036,  411.335493,    0.717500
18,10,  317.344227,    0.556585,    0.493545,   87.174514,  812.033327,    0.390321
18,11,  349.677036,    0.753041,    0.477464,  125.726209,  412.876619,    0.844882
18,12,  378.734225,    1.000000,    0.475723,  180.172590,  173.923028,    2.165148
18,13,  389.741247,    0.800818,    0.496068,  154.828694,   95.244261,    4.049501
18,14,  376.908068,    0.590819,    0.521907,  116.220610,   63.989210,    5.799548
18,15,  347.265352,    0.440349,    0.527370,   80.644297,   49.863617,    6.827382
18,16,  315.985434,    0.332532,    0.501291,   52.673233,   43.492370,    7.102014
18,17,  296.467940,    0.255278,    0.458072,   34.667629,   41.387156,    6.994287
18,18,  291.980082,    0.199922,    0.425362,   24.829829,   41.962843,    6.796107
18,19,  294.338217,    0.160259,    0.419636,   19.794368,   44.051814,    6.533327
18,20,  290.279503,    0.131839,    0.431916,   16.529430,   46.084416,    6.165087
18,21,  271.073006,    0.111475,    0.436666,   13.195078,   46.078948,    5.757839
18,22,  238.836625,    0.096883,    0.415703,    9.619063,   42.965835,    5.432323
18,23,  205.314310,    0.086428,    0.375170,    6.657356,   37.619048,    5.316400
18,24,  183.996206,    0.078936,    0.340034,    4.938650,   31.746198,    5.618857
18,25,  180.976930,    0.073569,    0.331191,    4.409553,   26.461020,    6.590321
19,1,  197.297883,    0.081280,    0.378734,    6.073498,   16.319047,   11.391960
19,2,  210.889728,    0.089698,    0.386935,    7.319438,   19.223685,   10.427859
19,3,  225.406199,    0.101447,    0.372894,    8.526908,   23.218879,    9.307045
19,4,  240.783431,    0.117844,    0.359900,   10.212154,   29.023213,    8.019909
19,5,  256.907061,    0.140728,    0.370969,   13.412061,   38.048648,    6.579154
19,6,  273.583046,    0.172665,    0.407586,   19.253664,   53.329184,    5.035655
19,7,  290.497648,    0.217237,    0.448166,   28.282373,   82.107319,    3.495452
19,8,  307.167738,    0.279442,    0.467634,   40.139620,  143.257303,    2.129305
19,9,  322.890139,    0.366256,    0.460076,   54.408813,  277.210280,    1.160597
19,10,  336.714313,    0.487415,    0.443645,   72.810895,  411.275977,    0.816721
19,11,  347.484642,    0.656506,    0.443214,  101.108368,  278.837604,    1.241737
19,12,  354.008045,    0.892491,    0.466802,  147.485472,  146.629894,    2.397943
19,13,  355.356602,    0.920708,    0.497581,  162.798219,   87.475899,    4.016423
19,14,  351.193819,    0.676724,    0.508920,  120.950671,   61.111822,    5.654219
19,15,  341.919765,    0.501902,    0.488727,   83.870581,   48.895335,    6.852740
19,16,  328.524502,    0.376637,    0.450709,   55.768201,   43.924204,    7.312862
19,17,  312.260405,    0.286880,    0.422195,   37.820818,   43.656323,    6.992524
19,18,  294.338217,    0.222567,    0.419636,   27.490326,   47.266774,    6.098154
19,19,  275.758168,    0.176484,    0.434180,   21.130240,   54.184405,    4.997031
19,20,  257.266583,    0.143465,    0.440470,   16.257152,   62.023403,    4.082080
19,21,  239.382217,    0.119805,    0.420490,   12.059314,   65.009315,    3.626491
19,22,  222.446104,    0.102852,    0.380528,    8.706124,   59.111229,    3.700575
19,23,  206.670645,    0.090705,    0.345664,    6.479828,   48.153591,    4.204589
19,24,  192.179196,    0.082001,    0.336882,    5.308891,   37.639196,    4.973685
19,25,  179.035060,    0.075764,    0.351877,    4.773025,   29.526632,    5.864881
20,1,  211.539025,    0.078316,    0.371224,    6.149999,   15.468307,   12.845220
20,2,  216.259761,    0.085562,    0.355427,    6.576653,   18.136730,   11.300769
20,3,  199.807633,    0.095674,    0.340541,    6.509911,   21.745867,    8.784349
20,4,  193.233038,    0.109787,    0.349604,    7.416673,   26.845496,    6.939472
20,5,  216.850856,    0.129483,    0.384149,   10.786368,   34.420332,    6.122214
20,6,  256.073647,    0.156972,    0.422677,   16.990093,   46.295477,    5.414337
20,7,  278.464527,    0.195335,    0.440248,   23.946804,   65.828854,    4.166831
20,8,  271.792242,    0.248876,    0.431152,   29.164164,   98.119105,    2.742077
20,9,  258.012579,    0.323597,    0.413816,   34.550396,  143.193722,    1.789347
20,10,  266.617827,    0.427879,    0.413429,   47.164055,  170.615190,    1.553579
20,11,  298.934534,    0.573417,    0.438285,   75.128282,  144.882866,    2.049141
20,12,  325.717841,    0.776531,    0.471658,  119.296590,  101.632581,    3.173630
20,13,  321.020713,    1.000000,    0.486739,  156.253293,   71.463131,    4.430125
20,14,  292.386477,    0.776531,    0.470988,  106.936534,   54.571870,    5.261412
20,15,  271.730671,    0.573417,    0.437561,   68.178537,   46.215153,    5.755158
20,16,  277.746374,    0.427879,    0.413316,   49.119309,   43.649743,    6.220559
20,17,  294.299163,    0.323597,    0.414419,   39.466937,   46.179831,    6.237817
20,18,  290.279503,    0.248876,    0.431916,   31.203091,   54.899651,    5.192868
20,19,  257.266583,    0.195335,    0.440470,   22.135054,   72.420915,    3.503996
20,20,  220.285383,    0.156972,    0.422154,   14.597500,   98.412951,    2.215862
20,21,  208.839704,    0.129483,    0.383361,   10.366573,  113.629325,    1.821870
20,22,  222.482886,    0.109787,    0.349276,    8.531322,   95.728411,    2.300078
20,23,  231.691462,    0.095674,    0.340974,    7.558321,   66.862662,    3.414123
20,24,  213.032350,    0.085562,    0.356224,    6.493024,   46.040894,    4.528663
20,25,  177.021098,    0.078316,    0.371651,    5.152398,   33.242773,    5.169590
21,1,  204.623304,    0.075764,    0.340364,    5.276720,   14.511064,   13.192087
21,2,  168.718888,    0.082001,    0.323896,    4.481144,   16.870852,    9.441010
21,3,  204.433673,    0.090705,    0.331287,    6.143103,   19.974219,    9.746903
21,4,  227.842439,    0.102852,    0.364101,    8.532377,   24.178741,    9.049000
21,5,  195.058313,    0.119805,    0.400894,    9.368485,   30.040256,    6.284043
21,6,  237.759767,    0.143465,    0.416811,   14.217461,   38.379978,    6.037580
21,7,  255.051619,    0.176484,    0.406264,   18.286988,   50.188951,    4.982552
21,8,  224.987762,    0.222567,    0.387844,   19.421183,   65.764245,    3.369884
21,9,  271.414307,    0.286880,    0.386933,   30.127914,   81.978998,    3.270880
21,10,  279.223640,    0.376637,    0.412028,   43.331325,   90.014805,    3.067893
21,11,  249.050205,    0.501902,    0.446551,   55.818349,   83.696829,    2.940490
21,12,  293.616700,    0.676724,    0.463723,   92.140527,   69.348674,    4.173735
21,13,  287.283283,    0.920708,    0.450873,  119.257719,   55.972713,    5.042472
21,14,  253.888645,    0.892491,    0.420880,   95.368496,   46.968051,    5.292870
21,15,  292.570641,    0.656506,    0.400255,   76.878634,   42.501289,    6.725563
21,16,  271.276862,    0.487415,    0.404843,   53.530160,   42.468098,    6.240827
21,17,  236.599236,    0.366256,    0.425465,   36.869071,   47.938831,    4.834591
21,18,  271.073006,    0.279442,    0.436666,   33.077138,   62.872161,    4.243993
21,19,  239.382217,    0.217237,    0.420490,   21.866634,   98.689273,    2.401284
21,20,  208.839704,    0.172665,    0.383361,   13.823759,  180.408908,    1.151210
21,21,  242.408445,    0.140728,    0.350522,   11.957612,  262.426145,    0.920214
21,22,  204.892397,    0.117844,    0.343119,    8.284736,  177.978274,    1.144789
21,23,  182.224360,    0.101447,    0.358986,    6.636266,   93.671738,    1.924802
21,24,  215.998312,    0.089698,    0.374810,    7.261821,   54.924361,    3.862330
21,25,  175.039970,    0.081280,    0.367683,    5.231103,   36.461873,    4.672483
22,1,  178.438300,    0.073569,    0.309607,    4.064355,   13.491396,   12.313396
22,2,  186.085262,    0.078936,    0.315597,    4.635775,   15.514725,   11.267839
22,3,  192.497171,    0.086428,    0.346957,    5.772366,   18.085829,   10.085869
22,4,  202.037735,    0.096883,    0.382279,    7.482756,   21.405524,    9.017318
22,5,  208.406614,    0.111475,    0.396763,    9.217617,   25.731497,    7.796294
22,6,  219.407344,    0.131839,    0.384899,   11.133716,   31.334218,    6.785608
22,7,  225.082732,    0.160259,    0.365378,   13.179725,   38.317489,    5.724748
22,8,  236.639120,    0.199922,    0.363709,   17.206883,   46.167703,    5.016974
22,9,  240.451429,    0.255278,    0.388524,   23.848353,   53.136431,    4.441583
22,10,  251.149847,    0.332532,    0.423372,   35.358013,   56.505768,    4.367385
22,11,  251.528238,    0.440349,    0.441554,   48.906549,   54.841724,    4.504306
22,12,  259.787605,    0.590819,    0.430403,   66.061450,   49.731313,    5.120853
22,13,  255.356154,    0.800818,    0.402700,   82.349733,   44.084442,    5.663953
22,14,  260.227244,    1.000000,    0.384777,  100.129395,   39.940137,    6.356287
22,15,  250.648995,    0.753041,    0.392250,   74.036778,   38.320342,    6.374538
22,16,  252.468626,    0.556585,    0.415720,   58.417096,   40.127425,    6.138693
22,17,  238.693218,    0.415819,    0.429559,   42.635132,   47.354043,    4.936365
22,18,  238.836625,    0.314955,    0.415703,   31.270403,   65.685908,    3.581516
22,19,  222.446104,    0.242684,    0.380528,   20.542433,  113.925219,    1.935573
22,20,  222.482886,    0.190898,    0.349276,   14.834317,  262.512988,    0.844296
22,21,  204.892397,    0.153793,    0.343119,   10.812003,  511.345844,    0.399910
22,22,  205.990352,    0.127206,    0.359934,    9.431379,  260.352928,    0.788169
22,23,  188.106465,    0.108155,    0.376454,    7.658825,  109.486764,    1.702525
22,24,  190.913714,    0.094504,    0.369818,    6.672329,   58.716290,    3.197012
22,25,  173.172481,    0.084724,    0.338701,    4.969351,   37.433372,    4.505784
23,1,  152.528124,    0.071679,    0.302164,    3.303561,   12.456720,   11.334718
23,2,  202.337433,    0.076299,    0.332298,    5.130044,   14.153196,   13.352789
23,3,  183.437879,    0.082747,    0.366371,    5.561103,   16.232468,   10.644899
23,4,  173.674298,    0.091746,    0.379619,    6.048789,   18.791880,    8.775028
23,5,  223.885664,    0.104305,    0.366582,    8.560528,   21.925280,    9.765886
23,6,  201.726592,    0.121832,    0.346018,    8.504011,   25.673437,    7.562827
23,7,  196.941885,    0.146294,    0.343519,    9.897229,   29.919088,    6.369589
23,8,  245.646789,    0.180432,    0.367808,   16.302213,   34.232364,    6.972192
23,9,  218.881109,    0.228077,    0.402528,   20.094885,   37.792923,    5.642295
23,10,  217.118930,    0.294570,    0.421061,   26.929729,   39.662120,    5.339587
23,11,  261.353598,    0.387369,    0.410785,   41.588039,   39.441148,    6.462566
23,12,  227.872644,    0.516881,    0.384473,   45.284323,   37.674259,    5.892101
23,13,  226.786100,    0.697628,    0.368383,   58.282822,   35.481594,    6.216453
23,14,  263.972592,    0.949882,    0.378012,   94.783778,   33.954865,    7.551813
23,15,  222.883109,    0.865198,    0.403804,   77.868764,   33.988846,    6.370119
23,16,  222.015675,    0.636950,    0.419978,   59.390260,   36.591035,    5.906080
23,17,  252.133303,    0.473403,    0.408338,   48.739496,   43.617721,    5.650968
23,18,  205.314310,    0.356216,    0.375170,   27.438535,   59.496242,    3.393836
23,19,  206.670645,    0.272248,    0.345664,   19.449008,   95.914659,    2.132501
23,20,  231.691462,    0.212082,    0.340974,   16.754670,  178.042813,    1.294056
23,21,  182.224360,    0.168972,    0.358986,   11.053442,  260.361369,    0.697212
23,22,  188.106465,    0.138082,    0.376454,    9.778047,  176.155433,    1.061816
23,23,  209.719313,    0.115948,    0.370548,    9.010436,   92.057035,    2.253664
23,24,  159.898035,    0.100088,    0.339975,    5.440950,   53.496541,    2.934095
23,25,  171.472916,    0.088725,    0.306284,    4.659765,   35.204910,    4.736178
24,1,  146.225585,    0.070052,    0.319765,    3.275475,   11.447136,   11.747730
24,2,  154.971502,    0.074028,    0.352776,    4.047151,   12.849683,   11.189534
24,3,  186.138309,    0.079578,    0.364960,    5.405989,   14.510094,   12.001107
24,4,  210.232408,    0.087324,    0.350891,    6.441763,   16.467148,   12.035875
24,5,  206.147207,    0.098133,    0.329374,    6.663204,   18.739515,   10.443377
24,6,  185.356392,    0.113219,    0.326052,    6.842499,   21.294725,    8.313913
24,7,  178.551181,    0.134274,    0.349714,    8.384300,   24.003775,    7.140969
24,8,  200.110728,    0.163657,    0.384072,   12.578184,   26.601531,    7.249986
24,9,  231.327544,    0.204665,    0.402573,   19.059678,   28.707411,    7.786863
24,10,  241.716383,    0.261897,    0.392644,   24.856199,   29.964693,    7.806193
24,11,  223.882617,    0.341769,    0.367083,   28.087832,   30.257382,    7.162552
24,12,  201.815541,    0.453241,    0.352139,   32.210503,   29.828834,    6.546324
24,13,  203.079307,    0.608812,    0.363253,   44.911469,   29.191099,    6.726463
24,14,  226.949336,    0.825928,    0.390783,   73.249941,   28.947191,    7.578318
24,15,  245.205073,    0.995507,    0.408843,   99.799900,   29.719592,    7.982042
24,16,  234.671665,    0.730320,    0.399125,   68.404183,   32.259573,    7.055763
24,17,  204.028645,    0.540305,    0.367817,   40.547278,   37.741161,    5.266457
24,18,  183.996206,    0.404154,    0.340034,   25.285836,   48.239821,    3.736736
24,19,  192.179196,    0.306597,    0.336882,   19.849630,   66.893568,    2.830595
24,20,  213.032350,    0.236694,    0.356224,   17.962076,   93.661759,    2.250458
24,21,  215.998312,    0.186607,    0.374810,   15.107398,  109.459947,    1.955445
24,22,  190.913714,    0.150718,    0.369818,   10.641188,   92.035620,    2.052050
24,23,  159.898035,    0.125002,    0.339975,    6.795299,   63.587497,    2.475681
24,24,  152.029049,    0.106576,    0.306851,    4.971813,   43.145666,    3.443805
24,25,  169.969605,    0.093373,    0.295123,    4.683789,   30.697414,    5.362255
25,1,  160.958317,    0.068652,    0.341158,    3.769813,   10.490838,   14.007535
25,2,  162.305673,    0.072074,    0.352427,    4.122723,   11.642287,   12.838316
25,3,  163.989093,    0.076851,    0.337459,    4.252912,   12.963412,   11.744199
25,4,  166.000442,    0.083518,    0.315085,    4.368333,   14.463845,   10.734746
25,5,  168.305902,    0.092822,    0.310989,    4.858399,   16.133720,    9.823080
25,6,  170.843483,    0.105806,    0.334003,    6.037549,   17.928139,    9.025899
25,7,  173.522588,    0.123928,    0.367888,    7.911174,   19.751134,    8.362077
25,8,  176.226590,    0.149219,    0.386142,   10.154096,   21.451281,    7.849289
25,9,  178.819249,    0.184514,    0.376237,   12.413850,   22.847726,    7.498377
25,10,  181.155310,    0.233774,    0.351004,   14.864814,   23.795796,    7.305888
25,11,  183.094730,    0.302521,    0.336704,   18.650022,   24.267482,    7.246259
25,12,  184.518785,    0.398465,    0.348766,   25.642768,   24.393739,    7.266310
25,13,  185.345249,    0.532367,    0.377510,   37.249497,   24.440262,    7.285509
25,14,  185.539360,    0.719241,    0.396986,   52.976718,   24.749702,    7.205495
25,15,  185.117924,    0.980044,    0.388810,   70.539464,   25.708416,    6.931071
25,16,  184.145527,    0.838801,    0.359091,   55.465704,   27.765399,    6.401633
25,17,  182.723877,    0.618035,    0.332869,   37.590835,   31.479324,    5.625852
25,18,  180.976930,    0.459850,    0.331191,   27.562474,   37.475131,    4.703738
25,19,  179.035060,    0.346505,    0.351877,   21.829193,   45.919483,    3.815794
25,20,  177.021098,    0.265290,    0.371651,   17.453446,   54.824599,    3.171023
25,21,  175.039970,    0.207096,    0.367683,   13.328575,   58.635442,    2.935167
25,22,  173.172481,    0.165399,    0.338701,    9.701281,   53.438541,    3.181064
25,23,  171.472916,    0.135522,    0.306284,    7.117526,   43.115211,    3.886934
25,24,  169.969605,    0.114114,    0.295123,    5.724174,   33.190154,    4.971303
25,25,  168.667518,    0.098774,    0.310410,    5.171424,   25.625927,    6.334710
