scenario,x,y,population,hazard,vulnerability,risk_score,accessibility,service_gap_score
higher_hazard_system,4,16,271.940530,0.126054,0.434217,14.884604,29.161768,9.016067
higher_hazard_system,4,17,219.992702,0.113283,0.425745,10.610139,30.606810,6.960294
higher_hazard_system,4,18,241.215899,0.104131,0.393084,9.873557,32.393190,7.223506
higher_hazard_system,4,19,240.783431,0.097574,0.359900,8.455604,33.734687,6.932074
higher_hazard_system,4,20,193.233038,0.092876,0.349604,6.274250,33.772800,5.557017
higher_hazard_system,4,21,227.842439,0.089510,0.364101,7.425510,32.093017,6.884910
higher_hazard_system,4,22,202.037735,0.087097,0.382279,6.726953,29.034822,6.726783
higher_hazard_system,4,23,173.674298,0.085369,0.379619,5.628375,25.369761,6.586116
higher_hazard_system,4,24,210.232408,0.084131,0.350891,6.206203,21.769556,9.233048
higher_hazard_system,4,25,166.000442,0.083243,0.315085,4.353968,18.586447,8.475271
higher_hazard_system,5,1,159.733806,0.315595,0.332247,16.748962,40.246850,3.872630
higher_hazard_system,5,2,178.031399,0.408403,0.368992,26.828940,59.034187,2.965500
higher_hazard_system,5,3,216.506977,0.537928,0.388135,45.204267,96.591483,2.218503
higher_hazard_system,5,4,232.336312,0.718695,0.380435,63.524675,187.128005,1.234991
higher_hazard_system,5,5,216.012901,0.970975,0.361697,75.863471,457.704265,0.470920
higher_hazard_system,5,6,204.809206,1.000000,0.358120,73.346259,908.323592,0.225232
higher_hazard_system,5,7,229.120951,1.000000,0.382040,87.533290,458.992704,0.498097
higher_hazard_system,5,8,268.544923,0.834347,0.420358,94.185211,189.724293,1.408027
higher_hazard_system,5,9,280.603946,0.620797,0.446292,77.743254,100.540581,2.763466
higher_hazard_system,5,10,260.971306,0.467781,0.443658,54.160689,64.419159,3.989218
higher_hazard_system,5,11,248.948430,0.358141,0.421371,37.568870,47.208452,5.164000
higher_hazard_system,5,12,270.421129,0.279580,0.404883,30.610958,38.294426,6.881921
higher_hazard_system,5,13,300.123996,0.223289,0.412471,27.641480,33.730188,8.641589
higher_hazard_system,5,14,297.388662,0.182954,0.438222,23.843015,31.886306,9.042933
higher_hazard_system,5,15,264.247769,0.154054,0.457396,18.619840,32.088107,7.986186
higher_hazard_system,5,16,242.683461,0.133345,0.449249,14.538002,34.078658,6.918265
higher_hazard_system,5,17,254.929468,0.118507,0.416308,12.577060,37.664004,6.593457
higher_hazard_system,5,18,272.267011,0.107875,0.382366,11.230385,42.250322,6.295144
higher_hazard_system,5,19,256.907061,0.100257,0.370969,9.554934,46.293160,5.432224
higher_hazard_system,5,20,216.850856,0.094798,0.384149,7.896967,47.484998,4.472535
higher_hazard_system,5,21,195.058313,0.090887,0.400894,7.107142,44.566691,4.280721
higher_hazard_system,5,22,208.406614,0.088084,0.396763,7.283506,38.720310,5.246853
higher_hazard_system,5,23,223.885664,0.086076,0.366582,7.064464,32.164011,6.750862
higher_hazard_system,5,24,206.147207,0.084637,0.329374,5.746818,26.324234,7.544483
higher_hazard_system,5,25,168.305902,0.083606,0.310989,4.376046,21.621682,7.440026
higher_hazard_system,6,1,181.730006,0.282918,0.365834,18.809215,39.386213,4.499803
higher_hazard_system,6,2,184.217609,0.362799,0.385373,25.756019,56.582920,3.199171
higher_hazard_system,6,3,188.653218,0.474282,0.378291,33.847501,88.976391,2.096697
higher_hazard_system,6,4,195.440795,0.629869,0.360451,44.372257,157.779249,1.230896
higher_hazard_system,6,5,204.809206,0.847008,0.358120,62.124902,308.446499,0.661857
higher_hazard_system,6,6,216.763896,1.000000,0.383703,83.173002,459.161628,0.471060
higher_hazard_system,6,7,231.045497,1.000000,0.424161,98.000563,309.929843,0.743079
higher_hazard_system,6,8,247.100244,0.956265,0.452743,106.980081,160.763616,1.527539
higher_hazard_system,6,9,264.071669,0.708155,0.453234,84.756353,93.506349,2.794221
higher_hazard_system,6,10,280.829994,0.530376,0.434432,64.706752,62.749084,4.405240
higher_hazard_system,6,11,296.060788,0.402992,0.421564,50.296886,47.356203,6.122499
higher_hazard_system,6,12,308.427296,0.311717,0.432586,41.589730,39.316412,7.650167
higher_hazard_system,6,13,316.789182,0.246316,0.461238,35.990535,35.416446,8.699069
higher_hazard_system,6,14,320.411470,0.199454,0.482504,30.835578,34.369729,9.058918
higher_hazard_system,6,15,319.074483,0.165876,0.475506,25.167029,35.827169,8.664106
higher_hazard_system,6,16,313.039953,0.141816,0.442804,19.657933,40.016469,7.632055
higher_hazard_system,6,17,302.912065,0.124577,0.408339,15.408999,47.482813,6.247824
higher_hazard_system,6,18,289.477073,0.112224,0.395857,12.859949,58.300405,4.881536
higher_hazard_system,6,19,273.583046,0.103373,0.407586,11.526986,69.809599,3.863643
higher_hazard_system,6,20,256.073647,0.097031,0.422677,10.502298,74.748745,3.380566
higher_hazard_system,6,21,237.759767,0.092487,0.416811,9.165516,68.008711,3.445359
higher_hazard_system,6,22,219.407344,0.089231,0.384899,7.535488,54.623094,3.944537
higher_hazard_system,6,23,201.726592,0.086897,0.346018,6.065540,41.766789,4.716898
higher_hazard_system,6,24,185.356392,0.085226,0.326052,5.150684,31.986477,5.619163
higher_hazard_system,6,25,170.843483,0.084028,0.334003,4.794821,25.044431,6.559693
higher_hazard_system,7,1,209.975618,0.254792,0.381026,20.384956,36.515565,5.597027
higher_hazard_system,7,2,228.245697,0.323546,0.374199,27.633885,49.985691,4.476662
higher_hazard_system,7,3,235.418471,0.419501,0.356839,35.240782,72.084052,3.221202
higher_hazard_system,7,4,233.403385,0.553416,0.355287,45.892138,108.524586,2.131059
higher_hazard_system,7,5,229.120951,0.740310,0.382040,64.801733,159.305608,1.429276
higher_hazard_system,7,6,231.045497,1.000000,0.424161,98.000563,190.139580,1.208779
higher_hazard_system,7,7,244.929688,1.000000,0.455008,111.444884,161.027337,1.511657
higher_hazard_system,7,8,270.795950,1.000000,0.458451,124.146676,111.977445,2.396903
higher_hazard_system,7,9,302.659259,0.809650,0.443312,108.632635,77.299861,3.865387
higher_hazard_system,7,10,331.116598,0.603100,0.434712,86.810580,57.045918,5.704391
higher_hazard_system,7,11,347.560980,0.455101,0.450325,71.230342,45.595947,7.459039
higher_hazard_system,7,12,348.022227,0.349055,0.483419,58.725275,39.349380,8.625219
higher_hazard_system,7,13,334.836111,0.273070,0.508426,46.487274,36.534712,8.920706
higher_hazard_system,7,14,315.357922,0.218624,0.504023,34.749764,36.512420,8.406760
higher_hazard_system,7,15,298.309594,0.179612,0.472589,25.321313,39.482357,7.368879
higher_hazard_system,7,16,289.519441,0.151659,0.438168,19.239121,46.579133,6.085009
higher_hazard_system,7,17,289.190264,0.131629,0.424781,16.169667,60.315907,4.716399
higher_hazard_system,7,18,292.084496,0.117277,0.434972,14.899913,84.691226,3.408569
higher_hazard_system,7,19,290.497648,0.106994,0.448166,13.929660,119.620547,2.408360
higher_hazard_system,7,20,278.464527,0.099625,0.440248,12.213411,140.283859,1.970958
higher_hazard_system,7,21,255.051619,0.094346,0.406264,9.775939,117.750947,2.147786
higher_hazard_system,7,22,225.082732,0.090563,0.365378,7.447890,80.880660,2.748912
higher_hazard_system,7,23,196.941885,0.087852,0.343519,5.943462,54.412850,3.554083
higher_hazard_system,7,24,178.551181,0.085910,0.349714,5.364361,38.331326,4.539668
higher_hazard_system,7,25,173.522588,0.084518,0.367888,5.395362,28.497274,5.882665
higher_hazard_system,8,1,222.792979,0.230584,0.368508,18.931210,32.738045,6.603613
higher_hazard_system,8,2,201.786604,0.289762,0.351209,20.535173,42.353792,4.654416
higher_hazard_system,8,3,198.592720,0.372350,0.349929,25.875891,55.895124,3.490505
higher_hazard_system,8,4,248.655982,0.487612,0.377253,45.741022,73.673317,3.329917
higher_hazard_system,8,5,268.544923,0.648473,0.420358,73.202799,92.134577,2.883407
higher_hazard_system,8,6,247.100244,0.872972,0.452743,97.661915,101.305269,2.415323
higher_hazard_system,8,7,270.795950,1.000000,0.458451,124.146676,94.164343,2.845561
higher_hazard_system,8,8,325.082363,1.000000,0.446478,145.142263,77.722937,4.129449
higher_hazard_system,8,9,326.657567,0.927570,0.442076,133.947947,61.962387,5.188138
higher_hazard_system,8,10,312.525827,0.687594,0.462889,99.470578,50.481053,6.070696
higher_hazard_system,8,11,352.551458,0.515644,0.501869,91.235226,43.072250,7.999398
higher_hazard_system,8,12,385.922456,0.392436,0.532752,80.685226,38.831311,9.688922
higher_hazard_system,8,13,356.730270,0.304153,0.533289,57.862230,37.187771,9.341479
higher_hazard_system,8,14,339.082873,0.240896,0.505098,41.258393,38.137552,8.663875
higher_hazard_system,8,15,366.181780,0.195571,0.471986,33.801032,42.459313,8.425853
higher_hazard_system,8,16,355.398986,0.163094,0.458251,26.561736,52.384598,6.657332
higher_hazard_system,8,17,300.551153,0.139823,0.466947,19.622909,73.641889,4.026575
higher_hazard_system,8,18,289.806172,0.123148,0.477992,17.059126,121.453158,2.366670
higher_hazard_system,8,19,307.167738,0.111201,0.467634,15.973065,228.577766,1.337968
higher_hazard_system,8,20,271.792242,0.102640,0.431152,12.027692,335.874284,0.806806
higher_hazard_system,8,21,224.987762,0.096505,0.387844,8.421072,226.638129,0.988357
higher_hazard_system,8,22,236.639120,0.092110,0.363709,7.927716,117.507351,1.996831
higher_hazard_system,8,23,245.646789,0.088961,0.367808,8.037678,67.551468,3.583392
higher_hazard_system,8,24,200.110728,0.086704,0.384072,6.663814,43.926509,4.454179
higher_hazard_system,8,25,176.226590,0.085087,0.386142,5.790056,31.301356,5.455703
higher_hazard_system,9,1,212.374583,0.209748,0.344044,15.325522,29.009320,7.076954
higher_hazard_system,9,2,195.151401,0.260683,0.342576,17.427716,35.693799,5.318375
higher_hazard_system,9,3,251.248133,0.331768,0.369888,30.832360,43.975780,5.586299
higher_hazard_system,9,4,217.646422,0.430974,0.413251,38.762918,53.255311,4.011523
higher_hazard_system,9,5,280.603946,0.569429,0.446292,71.310310,61.526451,4.487764
higher_hazard_system,9,6,264.071669,0.762657,0.453234,91.279525,65.669757,3.960891
higher_hazard_system,9,7,302.659259,1.000000,0.443312,134.172377,63.980858,4.657668
higher_hazard_system,9,8,326.657567,1.000000,0.442076,144.407332,58.117153,5.525597
higher_hazard_system,9,9,327.099940,1.000000,0.467487,152.914974,51.174164,6.269385
higher_hazard_system,9,10,387.120746,0.785762,0.512685,155.951038,45.182681,8.382379
higher_hazard_system,9,11,358.962397,0.585984,0.551173,115.937239,40.845807,8.578217
higher_hazard_system,9,12,420.607221,0.442837,0.559711,104.251976,38.275490,10.709153
higher_hazard_system,9,13,385.116612,0.340267,0.538266,70.535739,37.564325,9.986344
higher_hazard_system,9,14,405.686529,0.266773,0.509225,55.111510,39.125049,10.110555
higher_hazard_system,9,15,386.151785,0.214112,0.496618,41.060283,44.087493,8.564499
higher_hazard_system,9,16,352.495290,0.176379,0.504218,31.348683,55.271365,6.264204
higher_hazard_system,9,17,363.007154,0.149342,0.512893,27.805112,80.316781,4.464111
higher_hazard_system,9,18,295.850724,0.129969,0.499609,19.210710,143.862810,2.042282
higher_hazard_system,9,19,322.890139,0.116088,0.460076,17.245338,337.620248,0.953546
higher_hazard_system,9,20,258.012579,0.106142,0.413816,11.332723,661.544933,0.389427
higher_hazard_system,9,21,271.414307,0.099015,0.386933,10.398451,335.601071,0.806338
higher_hazard_system,9,22,240.451429,0.093908,0.388524,8.773019,139.760503,1.708231
higher_hazard_system,9,23,218.881109,0.090249,0.402528,7.951462,74.001991,2.918337
higher_hazard_system,9,24,231.327544,0.087627,0.402573,8.160389,46.545584,4.865384
higher_hazard_system,9,25,178.819249,0.085749,0.376237,5.769037,32.674988,5.310150
higher_hazard_system,10,1,191.817983,0.191815,0.333850,12.283515,25.834576,7.148165
higher_hazard_system,10,2,240.903885,0.235654,0.360674,20.475504,30.612129,7.620616
higher_hazard_system,10,3,207.819745,0.296838,0.403669,24.901826,36.031605,5.611956
higher_hazard_system,10,4,267.567708,0.382226,0.436547,44.646218,41.592246,6.282076
higher_hazard_system,10,5,260.971306,0.501394,0.443658,58.052456,46.332541,5.513571
higher_hazard_system,10,6,280.829994,0.667708,0.434432,81.461438,49.126107,5.602470
higher_hazard_system,10,7,331.116598,0.899816,0.434712,129.520035,49.411589,6.568263
higher_hazard_system,10,8,312.525827,1.000000,0.462889,144.664676,47.638614,6.425467
higher_hazard_system,10,9,387.120746,1.000000,0.512685,198.471138,44.850154,8.443172
higher_hazard_system,10,10,380.080207,0.899816,0.558245,190.921004,41.988512,8.841437
higher_hazard_system,10,11,417.620704,0.667708,0.576558,160.772253,39.640413,10.275996
higher_hazard_system,10,12,452.770661,0.501394,0.566412,128.584911,38.171206,11.558762
higher_hazard_system,10,13,422.466880,0.382226,0.547052,88.336779,37.948253,10.846876
higher_hazard_system,10,14,462.761373,0.296838,0.539510,74.109791,39.559126,11.409550
higher_hazard_system,10,15,400.854860,0.235654,0.547487,51.717433,44.136609,8.880925
higher_hazard_system,10,16,398.224980,0.191815,0.553733,42.297132,54.115937,7.225224
higher_hazard_system,10,17,373.437066,0.160402,0.536880,32.159207,75.336492,4.891986
higher_hazard_system,10,18,317.344227,0.137894,0.493545,21.597514,123.075755,2.557665
higher_hazard_system,10,19,336.714313,0.121766,0.443645,18.189688,230.117208,1.456898
higher_hazard_system,10,20,266.617827,0.110210,0.413429,12.148216,337.327196,0.788047
higher_hazard_system,10,21,279.223640,0.101930,0.412028,11.726871,228.001675,1.219308
higher_hazard_system,10,22,251.149847,0.095997,0.423372,10.207350,118.777231,2.096808
higher_hazard_system,10,23,217.118930,0.091746,0.421061,8.387448,68.722560,3.114041
higher_hazard_system,10,24,241.716383,0.088700,0.392644,8.418362,44.994427,5.255341
higher_hazard_system,10,25,181.155310,0.086517,0.351004,5.501303,32.263866,5.446009
higher_hazard_system,11,1,182.942108,0.176379,0.350360,11.305122,23.356810,7.510922
higher_hazard_system,11,2,221.010897,0.214112,0.392534,18.575159,27.009557,7.890553
higher_hazard_system,11,3,261.480801,0.266773,0.424631,29.620590,30.977986,8.176900
higher_hazard_system,11,4,254.401084,0.340267,0.431065,37.314874,34.960512,7.074457
higher_hazard_system,11,5,248.948430,0.442837,0.421371,46.453423,38.499715,6.302537
higher_hazard_system,11,6,296.060788,0.585984,0.421564,73.135866,41.120289,7.028935
higher_hazard_system,11,7,347.560980,0.785762,0.450325,122.983796,42.551492,7.980461
higher_hazard_system,11,8,352.551458,1.000000,0.501869,176.934639,42.846663,8.040554
higher_hazard_system,11,9,358.962397,1.000000,0.551173,197.850555,42.289921,8.292055
higher_hazard_system,11,10,417.620704,1.000000,0.576558,240.782428,41.229221,9.889377
higher_hazard_system,11,11,478.772073,0.762657,0.578379,211.188784,40.012795,11.673724
higher_hazard_system,11,12,484.605611,0.569429,0.575617,158.840427,39.026926,12.106990
higher_hazard_system,11,13,470.780013,0.430974,0.583164,118.320639,38.749647,11.843627
higher_hazard_system,11,14,481.730513,0.331768,0.597033,95.419304,39.809738,11.804303
higher_hazard_system,11,15,478.746624,0.260683,0.601522,75.070520,43.125009,10.849780
higher_hazard_system,11,16,420.495576,0.209748,0.580149,51.168160,50.225410,8.208730
higher_hazard_system,11,17,359.013292,0.173252,0.531912,33.084869,63.828770,5.537870
higher_hazard_system,11,18,349.677036,0.147102,0.477464,24.559802,88.028936,3.927678
higher_hazard_system,11,19,347.484642,0.128364,0.443214,19.769309,122.777390,2.807335
higher_hazard_system,11,20,298.934534,0.114938,0.438285,15.058971,143.261035,2.072178
higher_hazard_system,11,21,249.050205,0.105317,0.446551,11.712730,120.545171,2.049034
higher_hazard_system,11,22,251.528238,0.098424,0.441554,10.931308,83.482647,2.977277
higher_hazard_system,11,23,261.353598,0.093485,0.410785,10.036567,56.810530,4.520865
higher_hazard_system,11,24,223.882617,0.089946,0.367083,7.392077,40.514282,5.392906
higher_hazard_system,11,25,183.094730,0.087410,0.336704,5.388711,30.460253,5.819875
higher_hazard_system,12,1,196.098358,0.163094,0.380677,12.174951,21.529687,8.703998
higher_hazard_system,12,2,200.563692,0.195571,0.411610,16.145176,24.585515,7.838955
higher_hazard_system,12,3,214.180314,0.240896,0.416827,21.506297,27.906947,7.409303
higher_hazard_system,12,4,237.930801,0.304153,0.405893,29.373458,31.351231,7.354614
higher_hazard_system,12,5,270.421129,0.392436,0.404883,42.967400,34.716802,7.571258
higher_hazard_system,12,6,308.427296,0.515644,0.432586,68.797850,37.783422,7.952555
higher_hazard_system,12,7,348.022227,0.687594,0.483419,115.681256,40.353150,8.415858
higher_hazard_system,12,8,385.922456,0.927570,0.532752,190.709454,42.251493,8.922755
higher_hazard_system,12,9,420.607221,1.000000,0.559711,235.418517,43.309517,9.492480
higher_hazard_system,12,10,452.770661,1.000000,0.566412,256.454645,43.419328,10.193100
higher_hazard_system,12,11,484.605611,0.872972,0.575617,243.513092,42.683051,11.093676
higher_hazard_system,12,12,516.259460,0.648473,0.607398,203.344775,41.508348,12.144896
higher_hazard_system,12,13,531.394334,0.487612,0.648707,168.089331,40.529466,12.795598
higher_hazard_system,12,14,503.605668,0.372350,0.657442,123.281994,40.452845,12.148881
higher_hazard_system,12,15,463.249705,0.289762,0.629695,84.525162,41.994518,10.774622
higher_hazard_system,12,16,429.381923,0.230584,0.574805,56.910656,45.927158,9.149966
higher_hazard_system,12,17,402.489767,0.188182,0.514702,38.984203,53.049514,7.446686
higher_hazard_system,12,18,378.734225,0.157799,0.475723,28.431076,63.533993,5.868755
higher_hazard_system,12,19,354.008045,0.136029,0.466802,22.479001,74.742064,4.673863
higher_hazard_system,12,20,325.717841,0.120430,0.471658,18.501361,79.399913,4.051221
higher_hazard_system,12,21,293.616700,0.109253,0.463723,14.875502,72.377423,4.001458
higher_hazard_system,12,22,259.787605,0.101244,0.430403,11.320425,58.691598,4.352164
higher_hazard_system,12,23,227.872644,0.095505,0.384473,8.367313,45.510793,4.899350
higher_hazard_system,12,24,201.815541,0.091394,0.352139,6.495080,35.385348,5.546616
higher_hazard_system,12,25,184.518785,0.088447,0.348766,5.691925,28.088149,6.343435
higher_hazard_system,13,1,220.550332,0.151659,0.398337,13.323715,20.233557,10.386877
higher_hazard_system,13,2,242.938055,0.179612,0.402067,17.544044,23.034827,10.107752
higher_hazard_system,13,3,263.920403,0.218624,0.389500,22.473893,26.184539,9.708474
higher_hazard_system,13,4,282.892213,0.273070,0.386704,29.872629,29.675365,9.222130
higher_hazard_system,13,5,300.123996,0.349055,0.412471,43.210397,33.487879,8.702304
higher_hazard_system,13,6,316.789182,0.455101,0.461238,66.497208,37.574081,8.212488
higher_hazard_system,13,7,334.836111,0.603100,0.508426,102.671450,41.786691,7.825707
higher_hazard_system,13,8,356.730270,0.809650,0.533289,154.027956,45.739444,7.632317
higher_hazard_system,13,9,385.116612,1.000000,0.538266,207.295038,48.714326,7.746592
higher_hazard_system,13,10,422.466880,1.000000,0.547052,231.111553,49.898952,8.300110
higher_hazard_system,13,11,470.780013,1.000000,0.583164,274.542181,49.009535,9.413805
higher_hazard_system,13,12,531.394334,0.740310,0.648707,255.199001,46.669734,11.147416
higher_hazard_system,13,13,604.950003,0.553416,0.722877,242.011176,44.025022,13.435862
higher_hazard_system,13,14,548.169423,0.419501,0.681369,156.685923,42.105308,12.716982
higher_hazard_system,13,15,501.225013,0.323546,0.618459,100.295231,41.564137,11.775759
higher_hazard_system,13,16,460.946227,0.254792,0.552530,64.892152,42.727638,10.541302
higher_hazard_system,13,17,424.507531,0.205527,0.508890,44.399639,45.607417,9.108154
higher_hazard_system,13,18,389.741247,0.170228,0.496068,32.911533,49.641995,7.696009
higher_hazard_system,13,19,355.356602,0.144935,0.497581,25.627112,53.247854,6.550611
higher_hazard_system,13,20,321.020713,0.126811,0.486739,19.814653,54.056873,5.830711
higher_hazard_system,13,21,287.283283,0.113825,0.450873,14.743568,50.754297,5.550907
higher_hazard_system,13,22,255.356154,0.104520,0.402700,10.748021,44.486098,5.613938
higher_hazard_system,13,23,226.786100,0.097853,0.368383,8.175053,37.458890,5.896845
higher_hazard_system,13,24,203.079307,0.093076,0.363253,6.866106,31.108703,6.324743
higher_hazard_system,13,25,185.345249,0.089653,0.377510,6.272960,25.878158,6.895757
higher_hazard_system,14,1,234.277865,0.141816,0.387580,12.877145,19.329336,11.524128
higher_hazard_system,14,2,229.975795,0.165876,0.373255,14.238751,22.091068,9.959513
higher_hazard_system,14,3,216.061746,0.199454,0.368476,15.879273,25.360161,8.196526
higher_hazard_system,14,4,244.098393,0.246316,0.392001,23.569181,29.276850,8.062212
higher_hazard_system,14,5,297.388662,0.311717,0.438222,40.623658,34.038266,8.487539
higher_hazard_system,14,6,320.411470,0.402992,0.482504,62.302466,39.870100,7.839753
higher_hazard_system,14,7,315.357922,0.530376,0.504023,84.301932,46.861646,6.588948
higher_hazard_system,14,8,339.082873,0.708155,0.505098,121.285812,54.520636,6.107330
higher_hazard_system,14,9,405.686529,0.956265,0.509225,197.550584,61.148668,6.527679
higher_hazard_system,14,10,462.761373,1.000000,0.539510,249.664383,64.089399,7.109627
higher_hazard_system,14,11,481.730513,1.000000,0.597033,287.608885,61.960729,7.651286
higher_hazard_system,14,12,503.605668,0.847008,0.657442,280.437195,56.369236,8.778323
higher_hazard_system,14,13,548.169423,0.629869,0.681369,235.259636,50.182095,10.710179
higher_hazard_system,14,14,552.023251,0.474282,0.642692,168.266193,45.276644,11.928766
higher_hazard_system,14,15,494.971484,0.362799,0.581094,104.350028,42.264685,11.440543
higher_hazard_system,14,16,417.964857,0.282918,0.537036,63.504354,41.071141,9.934717
higher_hazard_system,14,17,380.194855,0.225680,0.522490,44.830967,41.298978,8.988275
higher_hazard_system,14,18,376.908068,0.184668,0.521907,36.326198,42.282268,8.708141
higher_hazard_system,14,19,351.193819,0.155281,0.508920,27.753378,43.069374,7.969113
higher_hazard_system,14,20,292.386477,0.134225,0.470988,18.484183,42.650774,6.698311
higher_hazard_system,14,21,253.888645,0.119137,0.420880,12.730606,40.495079,6.118524
higher_hazard_system,14,22,260.227244,0.108327,0.384777,10.846675,36.874090,6.870851
higher_hazard_system,14,23,263.972592,0.100580,0.378012,10.036392,32.544757,7.869265
higher_hazard_system,14,24,226.949336,0.095030,0.390783,8.428016,28.205565,7.770757
higher_hazard_system,14,25,185.539360,0.091053,0.396986,6.706633,24.255325,7.346544
higher_hazard_system,15,1,224.199059,0.133345,0.357820,10.697337,18.678343,11.393188
higher_hazard_system,15,2,196.531389,0.154054,0.351087,10.629638,21.520218,8.726887
higher_hazard_system,15,3,257.755593,0.182954,0.372383,17.560676,25.071904,9.886336
higher_hazard_system,15,4,246.338270,0.223289,0.416053,22.884814,29.656089,8.035541
higher_hazard_system,15,5,264.247769,0.279580,0.457396,33.791743,35.795575,7.181509
higher_hazard_system,15,6,319.074483,0.358141,0.475506,54.337803,44.288003,7.045453
higher_hazard_system,15,7,298.309594,0.467781,0.472589,65.946817,56.116653,5.222813
higher_hazard_system,15,8,366.181780,0.620797,0.471986,107.294022,71.588551,5.044622
higher_hazard_system,15,9,386.151785,0.834347,0.496618,160.002677,87.600335,4.358356
higher_hazard_system,15,10,400.854860,1.000000,0.547487,219.463013,95.360810,4.159937
higher_hazard_system,15,11,478.746624,1.000000,0.601522,287.976471,88.711938,5.336487
higher_hazard_system,15,12,463.249705,0.970975,0.629695,283.239016,73.964638,6.179576
higher_hazard_system,15,13,501.225013,0.718695,0.618459,222.786148,60.049368,8.210159
higher_hazard_system,15,14,494.971484,0.537928,0.581094,154.721684,50.178391,9.671494
higher_hazard_system,15,15,430.549320,0.408403,0.549004,96.535666,44.100022,9.546543
higher_hazard_system,15,16,442.362899,0.315595,0.539337,75.295443,40.799734,10.582912
higher_hazard_system,15,17,371.282777,0.249095,0.540328,49.971964,39.319568,9.208501
higher_hazard_system,15,18,347.265352,0.201445,0.527370,36.892100,38.812515,8.722517
higher_hazard_system,15,19,341.919765,0.167303,0.488727,27.957174,38.489065,8.658594
higher_hazard_system,15,20,271.730671,0.142839,0.437561,16.983312,37.674519,7.026090
higher_hazard_system,15,21,292.570641,0.125309,0.400255,14.674061,35.972870,7.913117
higher_hazard_system,15,22,250.648995,0.112749,0.392250,11.085152,33.373394,7.291948
higher_hazard_system,15,23,222.883109,0.103749,0.403804,9.337531,30.166660,7.151331
higher_hazard_system,15,24,245.205073,0.097300,0.408843,9.754403,26.739869,8.839446
higher_hazard_system,15,25,185.117924,0.092680,0.388810,6.670700,23.411936,7.583091
higher_hazard_system,16,1,198.220928,0.126054,0.335008,8.370679,18.150448,10.350720
higher_hazard_system,16,2,231.865921,0.143878,0.354242,11.817635,21.110191,10.486835
higher_hazard_system,16,3,213.314169,0.168753,0.395560,14.239148,24.987490,8.208341
higher_hazard_system,16,4,271.940530,0.203469,0.434217,24.025903,30.312978,8.684595
higher_hazard_system,16,5,242.683461,0.251920,0.449249,27.465616,38.053861,6.214071
higher_hazard_system,16,6,313.039953,0.319538,0.442804,44.292803,50.022961,6.135276
higher_hazard_system,16,7,289.519441,0.413906,0.438168,52.507313,69.573890,4.102359
higher_hazard_system,16,8,355.398986,0.545608,0.458251,88.858710,101.809446,3.456871
higher_hazard_system,16,9,352.495290,0.729412,0.504218,129.641808,146.767163,2.385478
higher_hazard_system,16,10,398.224980,0.985932,0.553733,217.408199,174.019629,2.275316
higher_hazard_system,16,11,420.495576,1.000000,0.580149,243.950214,148.067249,2.820845
higher_hazard_system,16,12,429.381923,1.000000,0.574805,246.810667,104.524134,4.069040
higher_hazard_system,16,13,460.946227,0.821896,0.552530,209.325867,73.922167,6.152334
higher_hazard_system,16,14,417.964857,0.611875,0.537036,137.342887,56.306041,7.293557
higher_hazard_system,16,15,442.362899,0.461389,0.539337,110.079292,46.616146,9.290187
higher_hazard_system,16,16,367.759148,0.353560,0.547399,71.175584,41.479250,8.657383
higher_hazard_system,16,17,388.979753,0.276298,0.538186,57.841219,38.969430,9.731931
higher_hazard_system,16,18,315.985434,0.220937,0.501291,34.996571,37.884264,8.126306
higher_hazard_system,16,19,328.524502,0.181269,0.450709,26.840354,37.335329,8.569758
higher_hazard_system,16,20,277.746374,0.152846,0.413316,17.546287,36.607131,7.385471
higher_hazard_system,16,21,271.276862,0.132480,0.404843,14.549565,35.201478,7.493530
higher_hazard_system,16,22,252.468626,0.117887,0.415720,12.372978,32.945012,7.437577
higher_hazard_system,16,23,222.015675,0.107431,0.419978,10.017018,29.999553,7.161899
higher_hazard_system,16,24,234.671665,0.099938,0.399125,9.360563,26.716087,8.466984
higher_hazard_system,16,25,184.145527,0.094570,0.359091,6.253440,23.442244,7.533904
higher_hazard_system,17,1,178.036684,0.119778,0.337835,7.204309,17.632202,9.555321
higher_hazard_system,17,2,227.153149,0.135119,0.377072,11.573384,20.674215,10.480340
higher_hazard_system,17,3,244.094464,0.156530,0.413373,15.794186,24.795160,9.462801
higher_hazard_system,17,4,219.992702,0.186410,0.425745,17.459343,30.705124,6.938711
higher_hazard_system,17,5,254.929468,0.228112,0.416308,24.209349,39.808442,6.246979
higher_hazard_system,17,6,302.912065,0.286311,0.408339,35.414020,55.133794,5.396251
higher_hazard_system,17,7,289.190264,0.367535,0.424781,45.148943,83.921686,3.405376
higher_hazard_system,17,8,300.551153,0.480891,0.466947,67.489004,145.047752,2.057896
higher_hazard_system,17,9,363.007154,0.639094,0.512893,118.988967,278.946623,1.296701
higher_hazard_system,17,10,373.437066,0.859882,0.536880,172.398660,412.930817,0.902173
higher_hazard_system,17,11,359.013292,1.000000,0.531912,190.963586,280.381093,1.275897
higher_hazard_system,17,12,402.489767,1.000000,0.514702,207.162442,148.017366,2.700959
higher_hazard_system,17,13,424.507531,0.941798,0.508890,203.454488,88.623758,4.736551
higher_hazard_system,17,14,380.194855,0.697789,0.522490,138.614412,61.852975,6.048956
