scenario,cell_id,x,y,population,hazard,vulnerability,risk_score,accessibility,nearest_service,nearest_distance,service_gap_score,priority_zone
baseline_spatial_system,baseline_spatial_system_cell_17_6,17,6,265,0.249887,0.380979,25.228424,55.133794,clinic_c,4.123106,4.720864,standard_monitoring
baseline_spatial_system,baseline_spatial_system_cell_17_7,17,7,309,0.284536,0.503992,44.311756,83.921686,clinic_c,3.162278,3.638647,standard_monitoring
baseline_spatial_system,baseline_spatial_system_cell_17_8,17,8,333,0.374877,0.406347,50.725903,145.047752,clinic_c,2.236068,2.280076,standard_monitoring
baseline_spatial_system,baseline_spatial_system_cell_17_9,17,9,347,0.503936,0.541992,94.775891,278.946623,clinic_c,1.414214,1.239522,high_risk
baseline_spatial_system,baseline_spatial_system_cell_17_10,17,10,336,0.630818,0.59302,125.693529,412.930817,clinic_c,1.0,0.81173,high_risk
baseline_spatial_system,baseline_spatial_system_cell_17_11,17,11,351,0.880141,0.596635,184.31798,280.381093,clinic_c,1.414214,1.247419,high_risk
baseline_spatial_system,baseline_spatial_system_cell_17_12,17,12,383,0.965148,0.464803,171.815142,148.017366,clinic_c,2.236068,2.57017,high_risk
baseline_spatial_system,baseline_spatial_system_cell_17_13,17,13,427,0.673967,0.493466,142.011465,88.623758,clinic_c,3.162278,4.764362,high_risk
baseline_spatial_system,baseline_spatial_system_cell_17_14,17,14,409,0.463621,0.536079,101.651829,61.852975,clinic_c,4.123106,6.50725,high_risk
baseline_spatial_system,baseline_spatial_system_cell_17_15,17,15,374,0.334196,0.590124,73.759248,48.898669,clinic_c,5.09902,7.49519,standard_monitoring
baseline_spatial_system,baseline_spatial_system_cell_17_16,17,16,390,0.243778,0.581039,55.241371,42.554714,clinic_c,6.082763,8.954255,standard_monitoring
baseline_spatial_system,baseline_spatial_system_cell_17_17,17,17,364,0.228925,0.482559,40.211028,39.758279,clinic_d,6.403124,8.930701,standard_monitoring
baseline_spatial_system,baseline_spatial_system_cell_17_18,17,18,293,0.18695,0.529281,28.992141,38.941403,clinic_d,5.830952,7.335746,standard_monitoring
baseline_spatial_system,baseline_spatial_system_cell_17_19,17,19,320,0.183471,0.482316,28.317211,39.019948,clinic_d,5.385165,7.996012,standard_monitoring
baseline_spatial_system,baseline_spatial_system_cell_17_20,17,20,261,0.100415,0.428851,11.239492,39.000952,clinic_d,5.09902,6.524845,standard_monitoring
baseline_spatial_system,baseline_spatial_system_cell_17_21,17,21,265,0.056725,0.496399,7.461915,38.015752,clinic_d,5.0,6.792129,standard_monitoring
baseline_spatial_system,baseline_spatial_system_cell_17_22,17,22,250,0.072958,0.443509,8.089396,35.662649,clinic_d,5.09902,6.818929,standard_monitoring
baseline_spatial_system,baseline_spatial_system_cell_17_23,17,23,212,0.052476,0.373537,4.155561,32.202546,clinic_d,5.385165,6.385053,standard_monitoring
baseline_spatial_system,baseline_spatial_system_cell_17_24,17,24,213,0.069029,0.377125,5.544964,28.269786,clinic_d,5.830952,7.277129,standard_monitoring
baseline_spatial_system,baseline_spatial_system_cell_17_25,17,25,215,0.045626,0.342119,3.356029,24.429869,clinic_d,6.403124,8.454625,standard_monitoring
baseline_spatial_system,baseline_spatial_system_cell_18_1,18,1,218,0.065328,0.375722,5.35081,17.037792,clinic_c,9.0,12.085737,high_service_gap
baseline_spatial_system,baseline_spatial_system_cell_18_2,18,2,218,0.042414,0.28643,2.6484,20.070139,clinic_c,8.0,10.346396,high_service_gap
baseline_spatial_system,baseline_spatial_system_cell_18_3,18,3,186,0.12956,0.336758,8.115279,24.24623,clinic_c,7.0,7.367437,standard_monitoring
baseline_spatial_system,baseline_spatial_system_cell_18_4,18,4,229,0.175967,0.468006,18.858932,30.351099,clinic_c,6.0,7.304369,standard_monitoring
baseline_spatial_system,baseline_spatial_system_cell_18_5,18,5,214,0.133796,0.4243,12.148742,39.981154,clinic_c,5.0,5.221912,standard_monitoring
baseline_spatial_system,baseline_spatial_system_cell_18_6,18,6,281,0.247022,0.462721,32.118913,56.757186,clinic_c,4.0,4.865195,standard_monitoring
baseline_spatial_system,baseline_spatial_system_cell_18_7,18,7,302,0.229718,0.457951,31.770316,90.200217,clinic_c,3.0,3.311396,standard_monitoring
baseline_spatial_system,baseline_spatial_system_cell_18_8,18,8,322,0.300157,0.513448,49.625012,170.736692,clinic_c,2.0,1.874963,standard_monitoring
baseline_spatial_system,baseline_spatial_system_cell_18_9,18,9,312,0.453401,0.504941,71.429499,411.335493,clinic_c,1.0,0.756665,standard_monitoring
baseline_spatial_system,baseline_spatial_system_cell_18_10,18,10,357,0.578835,0.490697,101.399642,812.033327,clinic_c,0.0,0.439096,high_risk
baseline_spatial_system,baseline_spatial_system_cell_18_11,18,11,316,0.770564,0.482054,117.379215,412.876619,clinic_c,1.0,0.763513,high_risk
baseline_spatial_system,baseline_spatial_system_cell_18_12,18,12,346,0.988848,0.448203,153.348581,173.923028,clinic_c,2.0,1.978013,high_risk
baseline_spatial_system,baseline_spatial_system_cell_18_13,18,13,383,0.854538,0.505443,165.425609,95.244261,clinic_c,3.0,3.979458,high_risk
baseline_spatial_system,baseline_spatial_system_cell_18_14,18,14,363,0.540079,0.57425,112.580938,63.98921,clinic_c,4.0,5.585543,high_risk
baseline_spatial_system,baseline_spatial_system_cell_18_15,18,15,365,0.392486,0.551548,79.013199,49.863617,clinic_c,5.0,7.176053,standard_monitoring
baseline_spatial_system,baseline_spatial_system_cell_18_16,18,16,364,0.277061,0.452771,45.662149,43.49237,clinic_c,6.0,8.181178,standard_monitoring
baseline_spatial_system,baseline_spatial_system_cell_18_17,18,17,276,0.287234,0.397127,31.482949,41.387156,clinic_d,5.656854,6.511406,standard_monitoring
baseline_spatial_system,baseline_spatial_system_cell_18_18,18,18,291,0.239684,0.509335,35.525111,41.962843,clinic_d,5.0,6.773295,standard_monitoring
baseline_spatial_system,baseline_spatial_system_cell_18_19,18,19,294,0.197344,0.37205,21.586041,44.051814,clinic_d,4.472136,6.525819,standard_monitoring
baseline_spatial_system,baseline_spatial_system_cell_18_20,18,20,243,0.153002,0.370531,13.776152,46.084416,clinic_d,4.123106,5.160943,standard_monitoring
baseline_spatial_system,baseline_spatial_system_cell_18_21,18,21,260,0.104778,0.364738,9.93634,46.078948,clinic_d,4.0,5.522638,standard_monitoring
baseline_spatial_system,baseline_spatial_system_cell_18_22,18,22,235,0.100965,0.355244,8.428741,42.965835,clinic_d,4.123106,5.345059,standard_monitoring
baseline_spatial_system,baseline_spatial_system_cell_18_23,18,23,194,0.123463,0.373732,8.95155,37.619048,clinic_d,4.472136,5.023428,standard_monitoring
baseline_spatial_system,baseline_spatial_system_cell_18_24,18,24,221,0.132592,0.464417,13.608746,31.746198,clinic_d,5.0,6.748875,standard_monitoring
baseline_spatial_system,baseline_spatial_system_cell_18_25,18,25,177,0.06897,0.312499,3.8149,26.46102,clinic_d,5.656854,6.4455,standard_monitoring
baseline_spatial_system,baseline_spatial_system_cell_19_1,19,1,171,0.137232,0.414724,9.73218,16.319047,clinic_c,9.055385,9.873523,high_service_gap
baseline_spatial_system,baseline_spatial_system_cell_19_2,19,2,224,0.125849,0.289515,8.16151,19.223685,clinic_c,8.062258,11.076122,high_service_gap
baseline_spatial_system,baseline_spatial_system_cell_19_3,19,3,215,0.146341,0.384068,12.084067,23.218879,clinic_c,7.071068,8.877372,standard_monitoring
baseline_spatial_system,baseline_spatial_system_cell_19_4,19,4,262,0.070155,0.454465,8.35336,29.023213,clinic_c,6.082763,8.726581,standard_monitoring
baseline_spatial_system,baseline_spatial_system_cell_19_5,19,5,252,0.172302,0.352695,15.314082,38.048648,clinic_c,5.09902,6.453488,standard_monitoring
baseline_spatial_system,baseline_spatial_system_cell_19_6,19,6,237,0.221302,0.341026,17.886338,53.329184,clinic_c,4.123106,4.362296,standard_monitoring
baseline_spatial_system,baseline_spatial_system_cell_19_7,19,7,213,0.183882,0.415515,16.274398,82.107319,clinic_c,3.162278,2.562951,standard_monitoring
baseline_spatial_system,baseline_spatial_system_cell_19_8,19,8,307,0.261392,0.344276,27.627305,143.257303,clinic_c,2.236068,2.128142,standard_monitoring
baseline_spatial_system,baseline_spatial_system_cell_19_9,19,9,326,0.33455,0.550854,60.077855,277.21028,clinic_c,1.414214,1.171776,standard_monitoring
baseline_spatial_system,baseline_spatial_system_cell_19_10,19,10,321,0.472404,0.369192,55.984936,411.275977,clinic_c,1.0,0.778605,standard_monitoring
baseline_spatial_system,baseline_spatial_system_cell_19_11,19,11,366,0.674501,0.531131,131.118801,278.837604,clinic_c,1.414214,1.307901,high_risk
baseline_spatial_system,baseline_spatial_system_cell_19_12,19,12,310,0.849003,0.436299,114.829811,146.629894,clinic_c,2.236068,2.099846,high_risk
baseline_spatial_system,baseline_spatial_system_cell_19_13,19,13,351,0.877363,0.522145,160.796856,87.475899,clinic_c,3.162278,3.967182,high_risk
baseline_spatial_system,baseline_spatial_system_cell_19_14,19,14,296,0.670556,0.379973,75.418843,61.111822,clinic_c,4.123106,4.765598,standard_monitoring
baseline_spatial_system,baseline_spatial_system_cell_19_15,19,15,339,0.542098,0.482615,88.690782,48.895335,clinic_c,5.09902,6.794222,high_risk
baseline_spatial_system,baseline_spatial_system_cell_19_16,19,16,321,0.403905,0.469109,60.821579,43.924204,clinic_d,5.830952,7.145369,standard_monitoring
baseline_spatial_system,baseline_spatial_system_cell_19_17,19,17,314,0.263018,0.361499,29.855358,43.656323,clinic_d,5.0,7.031479,standard_monitoring
baseline_spatial_system,baseline_spatial_system_cell_19_18,19,18,297,0.212946,0.497722,31.478392,47.266774,clinic_d,4.242641,6.153301,standard_monitoring
baseline_spatial_system,baseline_spatial_system_cell_19_19,19,19,257,0.225102,0.444637,25.72278,54.184405,clinic_d,3.605551,4.657113,standard_monitoring
baseline_spatial_system,baseline_spatial_system_cell_19_20,19,20,257,0.085437,0.414631,9.104168,62.023403,clinic_d,3.162278,4.07785,standard_monitoring
baseline_spatial_system,baseline_spatial_system_cell_19_21,19,21,241,0.111314,0.421099,11.296641,65.009315,clinic_d,3.0,3.651,standard_monitoring
baseline_spatial_system,baseline_spatial_system_cell_19_22,19,22,241,0.07172,0.3686,6.371065,59.111229,clinic_d,3.162278,4.009234,standard_monitoring
baseline_spatial_system,baseline_spatial_system_cell_19_23,19,23,209,0.147663,0.286695,8.847895,48.153591,clinic_d,3.605551,4.251978,standard_monitoring
baseline_spatial_system,baseline_spatial_system_cell_19_24,19,24,194,0.085128,0.363301,5.999867,37.639196,clinic_d,4.242641,5.020808,standard_monitoring
baseline_spatial_system,baseline_spatial_system_cell_19_25,19,25,225,0.062619,0.345373,4.866038,29.526632,clinic_d,5.0,7.370613,standard_monitoring
baseline_spatial_system,baseline_spatial_system_cell_20_1,20,1,186,0.094596,0.442332,7.782783,15.468307,clinic_c,9.219544,11.294422,high_service_gap
baseline_spatial_system,baseline_spatial_system_cell_20_2,20,2,198,0.120184,0.324653,7.725584,18.13673,clinic_c,8.246211,10.346595,high_service_gap
baseline_spatial_system,baseline_spatial_system_cell_20_3,20,3,212,0.123627,0.391579,10.26285,21.745867,clinic_c,7.28011,9.320374,standard_monitoring
baseline_spatial_system,baseline_spatial_system_cell_20_4,20,4,224,0.089689,0.285639,5.738595,26.845496,clinic_c,6.324555,8.044389,standard_monitoring
baseline_spatial_system,baseline_spatial_system_cell_20_5,20,5,189,0.135005,0.450821,11.503143,34.420332,clinic_c,5.385165,5.335918,standard_monitoring
baseline_spatial_system,baseline_spatial_system_cell_20_6,20,6,261,0.152727,0.438878,17.494421,46.295477,clinic_c,4.472136,5.518498,standard_monitoring
baseline_spatial_system,baseline_spatial_system_cell_20_7,20,7,293,0.211144,0.473856,29.315125,65.828854,clinic_c,3.605551,4.384334,standard_monitoring
baseline_spatial_system,baseline_spatial_system_cell_20_8,20,8,306,0.243797,0.381713,28.476533,98.119105,clinic_c,2.828427,3.087195,standard_monitoring
baseline_spatial_system,baseline_spatial_system_cell_20_9,20,9,295,0.268854,0.373619,29.632445,143.193722,clinic_c,2.236068,2.045859,standard_monitoring
baseline_spatial_system,baseline_spatial_system_cell_20_10,20,10,345,0.429725,0.540894,80.190411,170.61519,clinic_c,2.0,2.010312,standard_monitoring
baseline_spatial_system,baseline_spatial_system_cell_20_11,20,11,312,0.578581,0.401069,72.399855,144.882866,clinic_c,2.236068,2.138702,standard_monitoring
baseline_spatial_system,baseline_spatial_system_cell_20_12,20,12,302,0.759368,0.511284,117.252315,101.632581,clinic_c,2.828427,2.942535,high_risk
baseline_spatial_system,baseline_spatial_system_cell_20_13,20,13,288,1.0,0.423127,121.860449,71.463131,clinic_c,3.605551,3.974435,high_risk
baseline_spatial_system,baseline_spatial_system_cell_20_14,20,14,319,0.82327,0.503777,132.303462,54.57187,clinic_c,4.472136,5.740314,high_risk
baseline_spatial_system,baseline_spatial_system_cell_20_15,20,15,314,0.620774,0.427735,83.37539,46.215153,clinic_c,5.385165,6.650407,high_risk
baseline_spatial_system,baseline_spatial_system_cell_20_16,20,16,317,0.427582,0.527932,71.557743,43.649743,clinic_d,5.385165,7.099705,standard_monitoring
baseline_spatial_system,baseline_spatial_system_cell_20_17,20,17,273,0.32591,0.493955,43.948887,46.179831,clinic_d,4.472136,5.786371,standard_monitoring
baseline_spatial_system,baseline_spatial_system_cell_20_18,20,18,265,0.26117,0.487493,33.739403,54.899651,clinic_d,3.605551,4.740638,standard_monitoring
baseline_spatial_system,baseline_spatial_system_cell_20_19,20,19,244,0.200792,0.375799,18.411613,72.420915,clinic_d,2.828427,3.323304,standard_monitoring
baseline_spatial_system,baseline_spatial_system_cell_20_20,20,20,274,0.133751,0.420325,15.40402,98.412951,clinic_d,2.236068,2.75618,standard_monitoring
baseline_spatial_system,baseline_spatial_system_cell_20_21,20,21,247,0.120617,0.426073,12.693765,113.629325,clinic_d,2.0,2.154771,standard_monitoring
baseline_spatial_system,baseline_spatial_system_cell_20_22,20,22,214,0.154192,0.347283,11.459304,95.728411,clinic_d,2.236068,2.21238,standard_monitoring
baseline_spatial_system,baseline_spatial_system_cell_20_23,20,23,213,0.155452,0.320838,10.623374,66.862662,clinic_d,2.828427,3.138692,standard_monitoring
baseline_spatial_system,baseline_spatial_system_cell_20_24,20,24,258,0.034566,0.383195,3.417392,46.040894,clinic_d,3.605551,5.48459,standard_monitoring
baseline_spatial_system,baseline_spatial_system_cell_20_25,20,25,181,0.061913,0.406344,4.553587,33.242773,clinic_d,4.472136,5.285787,standard_monitoring
baseline_spatial_system,baseline_spatial_system_cell_21_1,21,1,157,0.032898,0.362144,1.870467,14.511064,clinic_c,9.486833,10.121807,high_service_gap
baseline_spatial_system,baseline_spatial_system_cell_21_2,21,2,136,0.115758,0.256243,4.034067,16.870852,clinic_c,8.544004,7.610158,standard_monitoring
baseline_spatial_system,baseline_spatial_system_cell_21_3,21,3,240,0.074664,0.335025,6.003466,19.974219,clinic_c,7.615773,11.442619,high_service_gap
baseline_spatial_system,baseline_spatial_system_cell_21_4,21,4,227,0.110921,0.389091,9.796984,24.178741,clinic_c,6.708204,9.015542,standard_monitoring
baseline_spatial_system,baseline_spatial_system_cell_21_5,21,5,193,0.104447,0.430635,8.680814,30.040256,clinic_c,5.830952,6.217732,standard_monitoring
baseline_spatial_system,baseline_spatial_system_cell_21_6,21,6,175,0.152335,0.394012,10.503819,38.379978,clinic_c,5.0,4.443883,standard_monitoring
baseline_spatial_system,baseline_spatial_system_cell_21_7,21,7,211,0.146438,0.320827,9.913003,50.188951,clinic_c,4.242641,4.121983,standard_monitoring
baseline_spatial_system,baseline_spatial_system_cell_21_8,21,8,272,0.250848,0.407561,27.808145,65.764245,clinic_c,3.605551,4.074037,standard_monitoring
baseline_spatial_system,baseline_spatial_system_cell_21_9,21,9,235,0.258293,0.368632,22.375568,81.978998,clinic_c,3.162278,2.832042,standard_monitoring
baseline_spatial_system,baseline_spatial_system_cell_21_10,21,10,288,0.37019,0.523422,55.804471,90.014805,clinic_c,3.0,3.16432,standard_monitoring
baseline_spatial_system,baseline_spatial_system_cell_21_11,21,11,262,0.500846,0.354536,46.522768,83.696829,clinic_c,3.162278,3.093386,standard_monitoring
baseline_spatial_system,baseline_spatial_system_cell_21_12,21,12,332,0.719063,0.424134,101.253039,69.348674,clinic_c,3.605551,4.71935,high_risk
baseline_spatial_system,baseline_spatial_system_cell_21_13,21,13,301,0.871243,0.471386,123.618299,55.972713,clinic_c,4.242641,5.283231,high_risk
baseline_spatial_system,baseline_spatial_system_cell_21_14,21,14,262,0.933953,0.397643,97.301483,46.968051,clinic_c,5.0,5.461969,high_risk
baseline_spatial_system,baseline_spatial_system_cell_21_15,21,15,269,0.661566,0.508274,90.453178,42.501289,clinic_c,5.830952,6.183725,high_risk
baseline_spatial_system,baseline_spatial_system_cell_21_16,21,16,275,0.529578,0.466511,67.939927,42.468098,clinic_d,5.09902,6.326479,standard_monitoring
baseline_spatial_system,baseline_spatial_system_cell_21_17,21,17,291,0.4015,0.418325,48.875614,47.938831,clinic_d,4.123106,5.946198,standard_monitoring
baseline_spatial_system,baseline_spatial_system_cell_21_18,21,18,234,0.234006,0.347949,19.052732,62.872161,clinic_d,3.162278,3.663568,standard_monitoring
baseline_spatial_system,baseline_spatial_system_cell_21_19,21,19,268,0.160391,0.408941,17.578275,98.689273,clinic_d,2.236068,2.688353,standard_monitoring
baseline_spatial_system,baseline_spatial_system_cell_21_20,21,20,263,0.156935,0.448852,18.525838,180.408908,clinic_d,1.414214,1.449763,standard_monitoring
baseline_spatial_system,baseline_spatial_system_cell_21_21,21,21,187,0.091074,0.339876,5.788378,262.426145,clinic_d,1.0,0.709876,standard_monitoring
baseline_spatial_system,baseline_spatial_system_cell_21_22,21,22,199,0.177796,0.411846,14.571657,177.978274,clinic_d,1.414214,1.111867,standard_monitoring
baseline_spatial_system,baseline_spatial_system_cell_21_23,21,23,158,0.140248,0.273205,6.053993,93.671738,clinic_d,2.236068,1.668925,standard_monitoring
baseline_spatial_system,baseline_spatial_system_cell_21_24,21,24,185,0.146384,0.377751,10.229867,54.924361,clinic_d,3.162278,3.30804,standard_monitoring
baseline_spatial_system,baseline_spatial_system_cell_21_25,21,25,148,0.062622,0.416222,3.857535,36.461873,clinic_d,4.123106,3.950683,standard_monitoring
baseline_spatial_system,baseline_spatial_system_cell_22_1,22,1,190,0.1072,0.362953,7.39263,13.491396,clinic_c,9.848858,13.111228,high_service_gap
baseline_spatial_system,baseline_spatial_system_cell_22_2,22,2,213,0.070851,0.424907,6.412348,15.514725,clinic_c,8.944272,12.897581,high_service_gap
baseline_spatial_system,baseline_spatial_system_cell_22_3,22,3,252,0.033077,0.27576,2.298601,18.085829,clinic_c,8.062258,13.203513,high_service_gap
baseline_spatial_system,baseline_spatial_system_cell_22_4,22,4,210,0.075602,0.401269,6.370753,21.405524,clinic_c,7.211103,9.372689,standard_monitoring
baseline_spatial_system,baseline_spatial_system_cell_22_5,22,5,222,0.092997,0.456253,9.419525,25.731497,clinic_c,6.403124,8.30481,standard_monitoring
baseline_spatial_system,baseline_spatial_system_cell_22_6,22,6,256,0.101911,0.403783,10.534404,31.334218,clinic_c,5.656854,7.917309,standard_monitoring
baseline_spatial_system,baseline_spatial_system_cell_22_7,22,7,197,0.16636,0.310321,10.17011,38.317489,clinic_c,5.0,5.010493,standard_monitoring
baseline_spatial_system,baseline_spatial_system_cell_22_8,22,8,225,0.200231,0.327077,14.735489,46.167703,clinic_c,4.472136,4.770213,standard_monitoring
baseline_spatial_system,baseline_spatial_system_cell_22_9,22,9,272,0.30827,0.331484,27.794822,53.136431,clinic_c,4.123106,5.024343,standard_monitoring
baseline_spatial_system,baseline_spatial_system_cell_22_10,22,10,227,0.345148,0.475335,37.241867,56.505768,clinic_c,4.0,3.94743,standard_monitoring
baseline_spatial_system,baseline_spatial_system_cell_22_11,22,11,220,0.447983,0.476604,46.972256,54.841724,clinic_c,4.123106,3.939706,standard_monitoring
baseline_spatial_system,baseline_spatial_system_cell_22_12,22,12,265,0.607794,0.429884,69.239491,49.731313,clinic_c,4.472136,5.223598,standard_monitoring
baseline_spatial_system,baseline_spatial_system_cell_22_13,22,13,260,0.818954,0.468938,99.849931,44.084442,clinic_c,5.0,5.766956,high_risk
baseline_spatial_system,baseline_spatial_system_cell_22_14,22,14,226,1.0,0.439963,99.431621,39.940137,clinic_c,5.656854,5.520255,high_risk
baseline_spatial_system,baseline_spatial_system_cell_22_15,22,15,272,0.727801,0.502886,99.552352,38.320342,clinic_d,6.0,6.917539,high_risk
baseline_spatial_system,baseline_spatial_system_cell_22_16,22,16,204,0.578784,0.366316,43.251609,40.127425,clinic_d,5.0,4.960194,standard_monitoring
baseline_spatial_system,baseline_spatial_system_cell_22_17,22,17,247,0.364576,0.312628,28.15223,47.354043,clinic_d,4.0,5.108156,standard_monitoring
baseline_spatial_system,baseline_spatial_system_cell_22_18,22,18,208,0.279438,0.414682,24.102617,65.685908,clinic_d,3.0,3.1191,standard_monitoring
baseline_spatial_system,baseline_spatial_system_cell_22_19,22,19,237,0.220193,0.428959,22.385607,113.925219,clinic_d,2.0,2.062211,standard_monitoring
baseline_spatial_system,baseline_spatial_system_cell_22_20,22,20,213,0.247943,0.302925,15.99804,262.512988,clinic_d,1.0,0.808309,standard_monitoring
baseline_spatial_system,baseline_spatial_system_cell_22_21,22,21,160,0.138258,0.380402,8.414959,511.345844,clinic_d,0.0,0.312289,standard_monitoring
baseline_spatial_system,baseline_spatial_system_cell_22_22,22,22,189,0.099302,0.308986,5.799086,260.352928,clinic_d,1.0,0.72316,standard_monitoring
baseline_spatial_system,baseline_spatial_system_cell_22_23,22,23,219,0.059772,0.30897,4.044451,109.486764,clinic_d,2.0,1.982138,standard_monitoring
baseline_spatial_system,baseline_spatial_system_cell_22_24,22,24,160,0.064297,0.415826,4.277809,58.71629,clinic_d,3.0,2.679336,standard_monitoring
baseline_spatial_system,baseline_spatial_system_cell_22_25,22,25,202,0.043887,0.300481,2.663847,37.433372,clinic_d,4.0,5.255849,standard_monitoring
baseline_spatial_system,baseline_spatial_system_cell_23_1,23,1,155,0.103253,0.328985,5.265149,12.45672,clinic_c,10.29563,11.518409,high_service_gap
baseline_spatial_system,baseline_spatial_system_cell_23_2,23,2,170,0.078066,0.33602,4.459383,14.153196,clinic_c,9.433981,11.218755,high_service_gap
baseline_spatial_system,baseline_spatial_system_cell_23_3,23,3,184,0.136175,0.344583,8.633922,16.232468,clinic_c,8.602325,10.677519,high_service_gap
baseline_spatial_system,baseline_spatial_system_cell_23_4,23,4,198,0.147748,0.293956,8.599427,18.79188,clinic_c,7.81025,10.004103,high_service_gap
baseline_spatial_system,baseline_spatial_system_cell_23_5,23,5,195,0.103692,0.434922,8.794098,21.92528,clinic_c,7.071068,8.505894,standard_monitoring
baseline_spatial_system,baseline_spatial_system_cell_23_6,23,6,214,0.140343,0.360045,10.813388,25.673437,clinic_c,6.403124,8.022963,standard_monitoring
baseline_spatial_system,baseline_spatial_system_cell_23_7,23,7,167,0.138005,0.449651,10.363019,29.919088,clinic_c,5.830952,5.401194,standard_monitoring
baseline_spatial_system,baseline_spatial_system_cell_23_8,23,8,210,0.207733,0.4327,18.87612,34.232364,clinic_c,5.385165,5.960429,standard_monitoring
baseline_spatial_system,baseline_spatial_system_cell_23_9,23,9,211,0.236511,0.324916,16.214534,37.792923,clinic_c,5.09902,5.439136,standard_monitoring
baseline_spatial_system,baseline_spatial_system_cell_23_10,23,10,251,0.300957,0.30577,23.097957,39.66212,clinic_c,5.0,6.172821,standard_monitoring
baseline_spatial_system,baseline_spatial_system_cell_23_11,23,11,194,0.360936,0.492731,34.501771,39.441148,clinic_c,5.09902,4.797094,standard_monitoring
baseline_spatial_system,baseline_spatial_system_cell_23_12,23,12,238,0.538528,0.32108,41.152793,37.674259,clinic_c,5.385165,6.153964,standard_monitoring
baseline_spatial_system,baseline_spatial_system_cell_23_13,23,13,265,0.733016,0.365954,71.08625,35.481594,clinic_c,5.830952,7.263937,standard_monitoring
baseline_spatial_system,baseline_spatial_system_cell_23_14,23,14,235,1.0,0.448311,105.353135,33.954865,clinic_c,6.403124,6.722955,high_risk
baseline_spatial_system,baseline_spatial_system_cell_23_15,23,15,246,0.865208,0.303973,64.698043,33.988846,clinic_d,6.082763,7.030812,standard_monitoring
baseline_spatial_system,baseline_spatial_system_cell_23_16,23,16,261,0.593394,0.357672,55.394784,36.591035,clinic_d,5.09902,6.943145,standard_monitoring
baseline_spatial_system,baseline_spatial_system_cell_23_17,23,17,200,0.486154,0.389086,37.831143,43.617721,clinic_d,4.123106,4.482524,standard_monitoring
baseline_spatial_system,baseline_spatial_system_cell_23_18,23,18,226,0.335572,0.402543,30.528517,59.496242,clinic_d,3.162278,3.735769,standard_monitoring
baseline_spatial_system,baseline_spatial_system_cell_23_19,23,19,254,0.300966,0.333006,25.45682,95.914659,clinic_d,2.236068,2.620863,standard_monitoring
baseline_spatial_system,baseline_spatial_system_cell_23_20,23,20,273,0.192447,0.431585,22.674653,178.042813,clinic_d,1.414214,1.524775,standard_monitoring
baseline_spatial_system,baseline_spatial_system_cell_23_21,23,21,162,0.144947,0.421604,9.899839,260.361369,clinic_d,1.0,0.619831,standard_monitoring
baseline_spatial_system,baseline_spatial_system_cell_23_22,23,22,185,0.122285,0.385689,8.725298,176.155433,clinic_d,1.414214,1.044281,standard_monitoring
baseline_spatial_system,baseline_spatial_system_cell_23_23,23,23,219,0.151559,0.388559,12.896787,92.057035,clinic_d,2.236068,2.353395,standard_monitoring
baseline_spatial_system,baseline_spatial_system_cell_23_24,23,24,176,0.122654,0.241598,5.215383,53.496541,clinic_d,3.162278,3.229563,standard_monitoring
baseline_spatial_system,baseline_spatial_system_cell_23_25,23,25,109,0.122673,0.384564,5.142148,35.20491,clinic_d,4.123106,3.010641,standard_monitoring
baseline_spatial_system,baseline_spatial_system_cell_24_1,24,1,179,0.079368,0.368016,5.228353,11.447136,clinic_c,10.816654,14.380819,high_service_gap
baseline_spatial_system,baseline_spatial_system_cell_24_2,24,2,161,0.089511,0.353846,5.099402,12.849683,clinic_c,10.0,11.624815,high_service_gap
baseline_spatial_system,baseline_spatial_system_cell_24_3,24,3,172,0.120518,0.265823,5.510296,14.510094,clinic_c,9.219544,11.089552,high_service_gap
baseline_spatial_system,baseline_spatial_system_cell_24_4,24,4,183,0.141108,0.264743,6.836423,16.467148,clinic_c,8.485281,10.47681,high_service_gap
baseline_spatial_system,baseline_spatial_system_cell_24_5,24,5,186,0.040406,0.312021,2.344991,18.739515,clinic_c,7.81025,9.422724,high_service_gap
baseline_spatial_system,baseline_spatial_system_cell_24_6,24,6,220,0.102465,0.410687,9.2578,21.294725,clinic_c,7.211103,9.867805,high_service_gap
baseline_spatial_system,baseline_spatial_system_cell_24_7,24,7,235,0.184736,0.436399,18.945385,24.003775,clinic_c,6.708204,9.398581,standard_monitoring
baseline_spatial_system,baseline_spatial_system_cell_24_8,24,8,208,0.120227,0.308998,7.72717,26.601531,clinic_c,6.324555,7.535814,standard_monitoring
baseline_spatial_system,baseline_spatial_system_cell_24_9,24,9,205,0.183671,0.405021,15.250072,28.707411,clinic_c,6.082763,6.900635,standard_monitoring
baseline_spatial_system,baseline_spatial_system_cell_24_10,24,10,197,0.222678,0.459196,20.143861,29.964693,clinic_c,6.0,6.362085,standard_monitoring
baseline_spatial_system,baseline_spatial_system_cell_24_11,24,11,218,0.322849,0.350786,24.688685,30.257382,clinic_c,6.082763,6.974353,standard_monitoring
baseline_spatial_system,baseline_spatial_system_cell_24_12,24,12,229,0.470438,0.420555,45.306489,29.828834,clinic_c,6.324555,7.428111,standard_monitoring
baseline_spatial_system,baseline_spatial_system_cell_24_13,24,13,184,0.622021,0.321012,36.740355,29.191099,clinic_c,6.708204,6.094512,standard_monitoring
