scenario,time,exponential,logistic,delayed_feedback,delayed_state,delayed_feedback_inflow,delayed_feedback_outflow,shock
long_delay,20,46.609571,32.536096,46.609571,15.868743,3.728766,0.0,0.0
long_delay,21,50.338337,34.080386,50.338337,17.138243,4.027067,0.0,0.0
long_delay,22,54.365404,35.645345,54.365404,18.509302,4.349232,0.0,0.0
long_delay,23,58.714636,37.226382,58.714636,19.990046,4.697171,0.0,0.0
long_delay,24,63.411807,38.818689,63.411807,21.58925,5.072945,0.0,0.0
long_delay,25,68.484752,40.417293,68.484752,23.31639,5.47878,0.0,0.0
long_delay,26,73.963532,42.017119,73.963532,25.181701,5.917083,0.0,0.0
long_delay,27,79.880615,43.61305,79.880615,27.196237,6.390449,0.0,0.0
long_delay,28,86.271064,45.199996,86.271064,29.371936,6.901685,0.0,0.0
long_delay,29,93.172749,46.772956,93.172749,31.721691,7.45382,0.0,0.0
long_delay,30,100.626569,48.327083,100.626569,34.259426,8.050126,0.0,0.0
long_delay,31,108.676694,49.857743,108.676694,37.000181,8.694136,0.0,0.0
long_delay,32,117.37083,51.360568,117.37083,39.960195,9.389666,0.0,0.0
long_delay,33,126.760496,52.831505,126.760496,43.157011,10.14084,0.0,0.0
long_delay,34,136.901336,54.266858,136.901336,46.609571,10.952107,0.0,0.0
long_delay,35,147.853443,55.663315,147.853443,50.338337,11.828275,0.0,0.0
long_delay,36,159.681718,57.017975,159.681718,54.365404,12.774537,0.0,0.0
long_delay,37,172.456256,58.328364,172.456256,58.714636,13.7965,0.222878,0.0
long_delay,38,186.252756,59.592435,186.029878,63.411807,14.88239,0.504708,0.0
long_delay,39,201.152977,60.808571,200.40756,68.484752,16.032605,0.809085,0.0
long_delay,40,217.245215,61.975575,215.63108,73.963532,17.250486,1.137812,0.0
long_delay,41,234.624832,63.092649,231.743754,79.880615,18.5395,1.492837,0.0
long_delay,42,250.0,64.159378,248.790418,86.271064,19.903233,1.876264,0.0
long_delay,43,250.0,65.175703,250.0,93.172749,20.0,2.290365,0.0
long_delay,44,250.0,66.141887,250.0,100.626569,20.0,2.737594,0.0
long_delay,45,250.0,67.058489,250.0,108.676694,20.0,3.220602,0.0
long_delay,46,250.0,67.926327,250.0,117.37083,20.0,3.74225,0.0
long_delay,47,250.0,68.746447,250.0,126.760496,20.0,4.30563,0.0
long_delay,48,250.0,69.520089,250.0,136.901336,20.0,4.91408,0.0
long_delay,49,250.0,70.248653,250.0,147.853443,20.0,5.571207,0.0
long_delay,50,250.0,70.933672,250.0,159.681718,20.0,6.280903,0.0
long_delay,51,250.0,71.57678,250.0,172.456256,20.0,7.047375,0.0
long_delay,52,250.0,72.179687,250.0,186.029878,20.0,7.861793,0.0
long_delay,53,250.0,72.744155,250.0,200.40756,20.0,8.724454,0.0
long_delay,54,250.0,73.271975,250.0,215.63108,20.0,9.637865,0.0
long_delay,55,250.0,73.764951,250.0,231.743754,20.0,10.604625,0.0
long_delay,56,250.0,74.224879,250.0,248.790418,20.0,11.627425,0.0
long_delay,57,250.0,74.653537,250.0,250.0,20.0,11.7,0.0
long_delay,58,250.0,75.052669,250.0,250.0,20.0,11.7,0.0
long_delay,59,250.0,75.423979,250.0,250.0,20.0,11.7,0.0
long_delay,60,250.0,75.769121,250.0,250.0,20.0,11.7,0.0
long_delay,61,250.0,76.089691,250.0,250.0,20.0,11.7,0.0
long_delay,62,250.0,76.387225,250.0,250.0,20.0,11.7,0.0
long_delay,63,250.0,76.663195,250.0,250.0,20.0,11.7,0.0
long_delay,64,250.0,76.919005,250.0,250.0,20.0,11.7,0.0
long_delay,65,250.0,77.155992,250.0,250.0,20.0,11.7,0.0
long_delay,66,250.0,77.375424,250.0,250.0,20.0,11.7,0.0
long_delay,67,250.0,77.578502,250.0,250.0,20.0,11.7,0.0
long_delay,68,250.0,77.766358,250.0,250.0,20.0,11.7,0.0
long_delay,69,250.0,77.94006,250.0,250.0,20.0,11.7,0.0
long_delay,70,250.0,78.100612,250.0,250.0,20.0,11.7,0.0
long_delay,71,250.0,78.248956,250.0,250.0,20.0,11.7,0.0
long_delay,72,250.0,78.385973,250.0,250.0,20.0,11.7,0.0
long_delay,73,250.0,78.51249,250.0,250.0,20.0,11.7,0.0
long_delay,74,250.0,78.629278,250.0,250.0,20.0,11.7,0.0
long_delay,75,250.0,78.737057,250.0,250.0,20.0,11.7,0.0
long_delay,76,250.0,78.836497,250.0,250.0,20.0,11.7,0.0
long_delay,77,250.0,78.928224,250.0,250.0,20.0,11.7,0.0
long_delay,78,250.0,79.012817,250.0,250.0,20.0,11.7,0.0
long_delay,79,250.0,79.090817,250.0,250.0,20.0,11.7,0.0
long_delay,80,250.0,79.162725,250.0,250.0,20.0,11.7,0.0
long_delay,81,250.0,79.229006,250.0,250.0,20.0,11.7,0.0
long_delay,82,250.0,79.290091,250.0,250.0,20.0,11.7,0.0
long_delay,83,250.0,79.34638,250.0,250.0,20.0,11.7,0.0
long_delay,84,250.0,79.398242,250.0,250.0,20.0,11.7,0.0
long_delay,85,250.0,79.446021,250.0,250.0,20.0,11.7,0.0
long_delay,86,250.0,79.490032,250.0,250.0,20.0,11.7,0.0
long_delay,87,250.0,79.53057,250.0,250.0,20.0,11.7,0.0
long_delay,88,250.0,79.567904,250.0,250.0,20.0,11.7,0.0
long_delay,89,250.0,79.602285,250.0,250.0,20.0,11.7,0.0
long_delay,90,250.0,79.633944,250.0,250.0,20.0,11.7,-8.0
long_delay,91,250.0,79.663094,250.0,250.0,20.0,11.7,0.0
long_delay,92,250.0,79.689933,250.0,250.0,20.0,11.7,0.0
long_delay,93,250.0,79.714642,250.0,250.0,20.0,11.7,0.0
long_delay,94,250.0,79.73739,250.0,250.0,20.0,11.7,0.0
long_delay,95,250.0,79.75833,250.0,250.0,20.0,11.7,0.0
long_delay,96,250.0,79.777605,250.0,250.0,20.0,11.7,0.0
long_delay,97,250.0,79.795347,250.0,250.0,20.0,11.7,0.0
long_delay,98,250.0,79.811677,250.0,250.0,20.0,11.7,0.0
long_delay,99,250.0,79.826708,250.0,250.0,20.0,11.7,0.0
long_delay,100,250.0,79.840541,250.0,250.0,20.0,11.7,0.0
long_delay,101,250.0,79.853272,250.0,250.0,20.0,11.7,0.0
long_delay,102,250.0,79.864989,250.0,250.0,20.0,11.7,0.0
long_delay,103,250.0,79.875772,250.0,250.0,20.0,11.7,0.0
long_delay,104,250.0,79.885694,250.0,250.0,20.0,11.7,0.0
long_delay,105,250.0,79.894826,250.0,250.0,20.0,11.7,0.0
long_delay,106,250.0,79.903229,250.0,250.0,20.0,11.7,0.0
long_delay,107,250.0,79.910961,250.0,250.0,20.0,11.7,0.0
long_delay,108,250.0,79.918076,250.0,250.0,20.0,11.7,0.0
long_delay,109,250.0,79.924623,250.0,250.0,20.0,11.7,0.0
long_delay,110,250.0,79.930648,250.0,250.0,20.0,11.7,0.0
long_delay,111,250.0,79.936191,250.0,250.0,20.0,11.7,0.0
long_delay,112,250.0,79.941292,250.0,250.0,20.0,11.7,0.0
long_delay,113,250.0,79.945985,250.0,250.0,20.0,11.7,0.0
long_delay,114,250.0,79.950303,250.0,250.0,20.0,11.7,0.0
long_delay,115,250.0,79.954277,250.0,250.0,20.0,11.7,0.0
long_delay,116,250.0,79.957932,250.0,250.0,20.0,11.7,0.0
long_delay,117,250.0,79.961296,250.0,250.0,20.0,11.7,0.0
long_delay,118,250.0,79.964391,250.0,250.0,20.0,11.7,0.0
long_delay,119,250.0,79.967238,250.0,250.0,20.0,11.7,0.0
long_delay,120,250.0,79.969858,250.0,250.0,20.0,11.7,0.0
long_delay,121,250.0,79.972269,250.0,250.0,20.0,11.7,0.0
long_delay,122,250.0,79.974486,250.0,250.0,20.0,11.7,0.0
long_delay,123,250.0,79.976527,250.0,250.0,20.0,11.7,0.0
long_delay,124,250.0,79.978404,250.0,250.0,20.0,11.7,0.0
long_delay,125,250.0,79.980131,250.0,250.0,20.0,11.7,0.0
long_delay,126,250.0,79.98172,250.0,250.0,20.0,11.7,0.0
long_delay,127,250.0,79.983182,250.0,250.0,20.0,11.7,0.0
long_delay,128,250.0,79.984528,250.0,250.0,20.0,11.7,0.0
long_delay,129,250.0,79.985765,250.0,250.0,20.0,11.7,0.0
long_delay,130,250.0,79.986904,250.0,250.0,20.0,11.7,0.0
long_delay,131,250.0,79.987951,250.0,250.0,20.0,11.7,0.0
long_delay,132,250.0,79.988915,250.0,250.0,20.0,11.7,0.0
long_delay,133,250.0,79.989802,250.0,250.0,20.0,11.7,0.0
long_delay,134,250.0,79.990617,250.0,250.0,20.0,11.7,0.0
long_delay,135,250.0,79.991368,250.0,250.0,20.0,11.7,0.0
long_delay,136,250.0,79.992058,250.0,250.0,20.0,11.7,0.0
long_delay,137,250.0,79.992694,250.0,250.0,20.0,11.7,0.0
long_delay,138,250.0,79.993278,250.0,250.0,20.0,11.7,0.0
long_delay,139,250.0,79.993816,250.0,250.0,20.0,11.7,0.0
long_delay,140,250.0,79.994311,250.0,250.0,20.0,11.7,0.0
long_delay,141,250.0,79.994766,250.0,250.0,20.0,11.7,0.0
long_delay,142,250.0,79.995184,250.0,250.0,20.0,11.7,0.0
long_delay,143,250.0,79.99557,250.0,250.0,20.0,11.7,0.0
long_delay,144,250.0,79.995924,250.0,250.0,20.0,11.7,0.0
long_delay,145,250.0,79.99625,250.0,250.0,20.0,11.7,0.0
long_delay,146,250.0,79.99655,250.0,250.0,20.0,11.7,0.0
long_delay,147,250.0,79.996826,250.0,250.0,20.0,11.7,0.0
long_delay,148,250.0,79.99708,250.0,250.0,20.0,11.7,0.0
long_delay,149,250.0,79.997314,250.0,250.0,20.0,11.7,0.0
long_delay,150,250.0,79.997528,250.0,250.0,20.0,11.7,0.0
long_delay,151,250.0,79.997726,250.0,250.0,20.0,11.7,0.0
long_delay,152,250.0,79.997908,250.0,250.0,20.0,11.7,0.0
long_delay,153,250.0,79.998075,250.0,250.0,20.0,11.7,0.0
long_delay,154,250.0,79.998229,250.0,250.0,20.0,11.7,0.0
long_delay,155,250.0,79.998371,250.0,250.0,20.0,11.7,0.0
long_delay,156,250.0,79.998501,250.0,250.0,20.0,11.7,0.0
long_delay,157,250.0,79.998621,250.0,250.0,20.0,11.7,0.0
long_delay,158,250.0,79.998732,250.0,250.0,20.0,11.7,0.0
long_delay,159,250.0,79.998833,250.0,250.0,20.0,11.7,0.0
long_delay,160,250.0,79.998926,250.0,250.0,20.0,11.7,0.0
weak_balancing,0,10.0,10.0,10.0,10.0,0.8,0.0,0.0
weak_balancing,1,10.8,10.7,10.8,10.0,0.864,0.0,0.0
weak_balancing,2,11.664,11.44151,11.664,10.0,0.93312,0.0,0.0
weak_balancing,3,12.59712,12.225923,12.59712,10.0,1.00777,0.0,0.0
weak_balancing,4,13.60489,13.054523,13.60489,10.0,1.088391,0.0,0.0
weak_balancing,5,14.693281,13.928465,14.693281,10.0,1.175462,0.0,0.0
weak_balancing,6,15.868743,14.84874,15.868743,10.0,1.269499,0.0,0.0
weak_balancing,7,17.138243,15.816154,17.138243,10.0,1.371059,0.0,0.0
weak_balancing,8,18.509302,16.831295,18.509302,10.8,1.480744,0.0,0.0
weak_balancing,9,19.990046,17.894506,19.990046,11.664,1.599204,0.0,0.0
weak_balancing,10,21.58925,19.005854,21.58925,12.59712,1.72714,0.0,0.0
weak_balancing,11,23.31639,20.165099,23.31639,13.60489,1.865311,0.0,0.0
weak_balancing,12,25.181701,21.371676,25.181701,14.693281,2.014536,0.0,0.0
weak_balancing,13,27.196237,22.624662,27.196237,15.868743,2.175699,0.0,0.0
weak_balancing,14,29.371936,23.922759,29.371936,17.138243,2.349755,0.0,0.0
weak_balancing,15,31.721691,25.264282,31.721691,18.509302,2.537735,0.0,0.0
weak_balancing,16,34.259426,26.64714,34.259426,19.990046,2.740754,0.0,0.0
weak_balancing,17,37.000181,28.068841,37.000181,21.58925,2.960014,0.0,0.0
weak_balancing,18,39.960195,29.526489,39.960195,23.31639,3.196816,0.0,0.0
weak_balancing,19,43.157011,31.016794,43.157011,25.181701,3.452561,0.0,0.0
weak_balancing,20,46.609571,32.536096,46.609571,27.196237,3.728766,0.0,0.0
weak_balancing,21,50.338337,34.080386,50.338337,29.371936,4.027067,0.0,0.0
weak_balancing,22,54.365404,35.645345,54.365404,31.721691,4.349232,0.0,0.0
weak_balancing,23,58.714636,37.226382,58.714636,34.259426,4.697171,0.0,0.0
weak_balancing,24,63.411807,38.818689,63.411807,37.000181,5.072945,0.0,0.0
weak_balancing,25,68.484752,40.417293,68.484752,39.960195,5.47878,0.0,0.0
weak_balancing,26,73.963532,42.017119,73.963532,43.157011,5.917083,0.0,0.0
weak_balancing,27,79.880615,43.61305,79.880615,46.609571,6.390449,0.0,0.0
weak_balancing,28,86.271064,45.199996,86.271064,50.338337,6.901685,0.0,0.0
weak_balancing,29,93.172749,46.772956,93.172749,54.365404,7.45382,0.0,0.0
weak_balancing,30,100.626569,48.327083,100.626569,58.714636,8.050126,0.111439,0.0
weak_balancing,31,108.676694,49.857743,108.565255,63.411807,8.68522,0.252354,0.0
weak_balancing,32,117.37083,51.360568,116.998122,68.484752,9.35985,0.404543,0.0
weak_balancing,33,126.760496,52.831505,125.953429,73.963532,10.076274,0.568906,0.0
weak_balancing,34,136.901336,54.266858,135.460797,79.880615,10.836864,0.746418,0.0
weak_balancing,35,147.853443,55.663315,145.551242,86.271064,11.644099,0.938132,0.0
weak_balancing,36,159.681718,57.017975,156.25721,93.172749,12.500577,1.145182,0.0
weak_balancing,37,172.456256,58.328364,167.612604,100.626569,13.409008,1.368797,0.0
weak_balancing,38,186.252756,59.592435,179.652815,108.565255,14.372225,1.606958,0.0
weak_balancing,39,201.152977,60.808571,192.418083,116.998122,15.393447,1.859944,0.0
weak_balancing,40,217.245215,61.975575,205.951586,125.953429,16.476127,2.128603,0.0
weak_balancing,41,234.624832,63.092649,220.29911,135.460797,17.623929,2.413824,0.0
weak_balancing,42,250.0,64.159378,235.509215,145.551242,18.840737,2.716537,0.0
weak_balancing,43,250.0,65.175703,250.0,156.25721,20.0,3.037716,0.0
weak_balancing,44,250.0,66.141887,250.0,167.612604,20.0,3.378378,0.0
weak_balancing,45,250.0,67.058489,250.0,179.652815,20.0,3.739584,0.0
weak_balancing,46,250.0,67.926327,250.0,192.418083,20.0,4.122542,0.0
weak_balancing,47,250.0,68.746447,250.0,205.951586,20.0,4.528548,0.0
weak_balancing,48,250.0,69.520089,250.0,220.29911,20.0,4.958973,0.0
weak_balancing,49,250.0,70.248653,250.0,235.509215,20.0,5.415276,0.0
weak_balancing,50,250.0,70.933672,250.0,250.0,20.0,5.85,0.0
weak_balancing,51,250.0,71.57678,250.0,250.0,20.0,5.85,0.0
weak_balancing,52,250.0,72.179687,250.0,250.0,20.0,5.85,0.0
weak_balancing,53,250.0,72.744155,250.0,250.0,20.0,5.85,0.0
weak_balancing,54,250.0,73.271975,250.0,250.0,20.0,5.85,0.0
weak_balancing,55,250.0,73.764951,250.0,250.0,20.0,5.85,0.0
weak_balancing,56,250.0,74.224879,250.0,250.0,20.0,5.85,0.0
weak_balancing,57,250.0,74.653537,250.0,250.0,20.0,5.85,0.0
weak_balancing,58,250.0,75.052669,250.0,250.0,20.0,5.85,0.0
weak_balancing,59,250.0,75.423979,250.0,250.0,20.0,5.85,0.0
weak_balancing,60,250.0,75.769121,250.0,250.0,20.0,5.85,0.0
weak_balancing,61,250.0,76.089691,250.0,250.0,20.0,5.85,0.0
weak_balancing,62,250.0,76.387225,250.0,250.0,20.0,5.85,0.0
weak_balancing,63,250.0,76.663195,250.0,250.0,20.0,5.85,0.0
weak_balancing,64,250.0,76.919005,250.0,250.0,20.0,5.85,0.0
weak_balancing,65,250.0,77.155992,250.0,250.0,20.0,5.85,0.0
weak_balancing,66,250.0,77.375424,250.0,250.0,20.0,5.85,0.0
weak_balancing,67,250.0,77.578502,250.0,250.0,20.0,5.85,0.0
weak_balancing,68,250.0,77.766358,250.0,250.0,20.0,5.85,0.0
weak_balancing,69,250.0,77.94006,250.0,250.0,20.0,5.85,0.0
weak_balancing,70,250.0,78.100612,250.0,250.0,20.0,5.85,0.0
weak_balancing,71,250.0,78.248956,250.0,250.0,20.0,5.85,0.0
weak_balancing,72,250.0,78.385973,250.0,250.0,20.0,5.85,0.0
weak_balancing,73,250.0,78.51249,250.0,250.0,20.0,5.85,0.0
weak_balancing,74,250.0,78.629278,250.0,250.0,20.0,5.85,0.0
weak_balancing,75,250.0,78.737057,250.0,250.0,20.0,5.85,0.0
weak_balancing,76,250.0,78.836497,250.0,250.0,20.0,5.85,0.0
weak_balancing,77,250.0,78.928224,250.0,250.0,20.0,5.85,0.0
weak_balancing,78,250.0,79.012817,250.0,250.0,20.0,5.85,0.0
weak_balancing,79,250.0,79.090817,250.0,250.0,20.0,5.85,0.0
weak_balancing,80,250.0,79.162725,250.0,250.0,20.0,5.85,0.0
weak_balancing,81,250.0,79.229006,250.0,250.0,20.0,5.85,0.0
weak_balancing,82,250.0,79.290091,250.0,250.0,20.0,5.85,0.0
weak_balancing,83,250.0,79.34638,250.0,250.0,20.0,5.85,0.0
weak_balancing,84,250.0,79.398242,250.0,250.0,20.0,5.85,0.0
weak_balancing,85,250.0,79.446021,250.0,250.0,20.0,5.85,0.0
weak_balancing,86,250.0,79.490032,250.0,250.0,20.0,5.85,0.0
weak_balancing,87,250.0,79.53057,250.0,250.0,20.0,5.85,0.0
weak_balancing,88,250.0,79.567904,250.0,250.0,20.0,5.85,0.0
weak_balancing,89,250.0,79.602285,250.0,250.0,20.0,5.85,0.0
weak_balancing,90,250.0,79.633944,250.0,250.0,20.0,5.85,-8.0
weak_balancing,91,250.0,79.663094,250.0,250.0,20.0,5.85,0.0
weak_balancing,92,250.0,79.689933,250.0,250.0,20.0,5.85,0.0
weak_balancing,93,250.0,79.714642,250.0,250.0,20.0,5.85,0.0
weak_balancing,94,250.0,79.73739,250.0,250.0,20.0,5.85,0.0
weak_balancing,95,250.0,79.75833,250.0,250.0,20.0,5.85,0.0
weak_balancing,96,250.0,79.777605,250.0,250.0,20.0,5.85,0.0
weak_balancing,97,250.0,79.795347,250.0,250.0,20.0,5.85,0.0
weak_balancing,98,250.0,79.811677,250.0,250.0,20.0,5.85,0.0
weak_balancing,99,250.0,79.826708,250.0,250.0,20.0,5.85,0.0
weak_balancing,100,250.0,79.840541,250.0,250.0,20.0,5.85,0.0
weak_balancing,101,250.0,79.853272,250.0,250.0,20.0,5.85,0.0
weak_balancing,102,250.0,79.864989,250.0,250.0,20.0,5.85,0.0
weak_balancing,103,250.0,79.875772,250.0,250.0,20.0,5.85,0.0
weak_balancing,104,250.0,79.885694,250.0,250.0,20.0,5.85,0.0
weak_balancing,105,250.0,79.894826,250.0,250.0,20.0,5.85,0.0
weak_balancing,106,250.0,79.903229,250.0,250.0,20.0,5.85,0.0
weak_balancing,107,250.0,79.910961,250.0,250.0,20.0,5.85,0.0
weak_balancing,108,250.0,79.918076,250.0,250.0,20.0,5.85,0.0
weak_balancing,109,250.0,79.924623,250.0,250.0,20.0,5.85,0.0
weak_balancing,110,250.0,79.930648,250.0,250.0,20.0,5.85,0.0
weak_balancing,111,250.0,79.936191,250.0,250.0,20.0,5.85,0.0
weak_balancing,112,250.0,79.941292,250.0,250.0,20.0,5.85,0.0
weak_balancing,113,250.0,79.945985,250.0,250.0,20.0,5.85,0.0
weak_balancing,114,250.0,79.950303,250.0,250.0,20.0,5.85,0.0
weak_balancing,115,250.0,79.954277,250.0,250.0,20.0,5.85,0.0
weak_balancing,116,250.0,79.957932,250.0,250.0,20.0,5.85,0.0
weak_balancing,117,250.0,79.961296,250.0,250.0,20.0,5.85,0.0
weak_balancing,118,250.0,79.964391,250.0,250.0,20.0,5.85,0.0
weak_balancing,119,250.0,79.967238,250.0,250.0,20.0,5.85,0.0
weak_balancing,120,250.0,79.969858,250.0,250.0,20.0,5.85,0.0
weak_balancing,121,250.0,79.972269,250.0,250.0,20.0,5.85,0.0
weak_balancing,122,250.0,79.974486,250.0,250.0,20.0,5.85,0.0
weak_balancing,123,250.0,79.976527,250.0,250.0,20.0,5.85,0.0
weak_balancing,124,250.0,79.978404,250.0,250.0,20.0,5.85,0.0
weak_balancing,125,250.0,79.980131,250.0,250.0,20.0,5.85,0.0
weak_balancing,126,250.0,79.98172,250.0,250.0,20.0,5.85,0.0
weak_balancing,127,250.0,79.983182,250.0,250.0,20.0,5.85,0.0
weak_balancing,128,250.0,79.984528,250.0,250.0,20.0,5.85,0.0
weak_balancing,129,250.0,79.985765,250.0,250.0,20.0,5.85,0.0
weak_balancing,130,250.0,79.986904,250.0,250.0,20.0,5.85,0.0
weak_balancing,131,250.0,79.987951,250.0,250.0,20.0,5.85,0.0
weak_balancing,132,250.0,79.988915,250.0,250.0,20.0,5.85,0.0
weak_balancing,133,250.0,79.989802,250.0,250.0,20.0,5.85,0.0
weak_balancing,134,250.0,79.990617,250.0,250.0,20.0,5.85,0.0
weak_balancing,135,250.0,79.991368,250.0,250.0,20.0,5.85,0.0
weak_balancing,136,250.0,79.992058,250.0,250.0,20.0,5.85,0.0
weak_balancing,137,250.0,79.992694,250.0,250.0,20.0,5.85,0.0
weak_balancing,138,250.0,79.993278,250.0,250.0,20.0,5.85,0.0
weak_balancing,139,250.0,79.993816,250.0,250.0,20.0,5.85,0.0
weak_balancing,140,250.0,79.994311,250.0,250.0,20.0,5.85,0.0
weak_balancing,141,250.0,79.994766,250.0,250.0,20.0,5.85,0.0
weak_balancing,142,250.0,79.995184,250.0,250.0,20.0,5.85,0.0
weak_balancing,143,250.0,79.99557,250.0,250.0,20.0,5.85,0.0
weak_balancing,144,250.0,79.995924,250.0,250.0,20.0,5.85,0.0
weak_balancing,145,250.0,79.99625,250.0,250.0,20.0,5.85,0.0
weak_balancing,146,250.0,79.99655,250.0,250.0,20.0,5.85,0.0
weak_balancing,147,250.0,79.996826,250.0,250.0,20.0,5.85,0.0
weak_balancing,148,250.0,79.99708,250.0,250.0,20.0,5.85,0.0
weak_balancing,149,250.0,79.997314,250.0,250.0,20.0,5.85,0.0
weak_balancing,150,250.0,79.997528,250.0,250.0,20.0,5.85,0.0
weak_balancing,151,250.0,79.997726,250.0,250.0,20.0,5.85,0.0
weak_balancing,152,250.0,79.997908,250.0,250.0,20.0,5.85,0.0
weak_balancing,153,250.0,79.998075,250.0,250.0,20.0,5.85,0.0
weak_balancing,154,250.0,79.998229,250.0,250.0,20.0,5.85,0.0
weak_balancing,155,250.0,79.998371,250.0,250.0,20.0,5.85,0.0
weak_balancing,156,250.0,79.998501,250.0,250.0,20.0,5.85,0.0
weak_balancing,157,250.0,79.998621,250.0,250.0,20.0,5.85,0.0
weak_balancing,158,250.0,79.998732,250.0,250.0,20.0,5.85,0.0
weak_balancing,159,250.0,79.998833,250.0,250.0,20.0,5.85,0.0
weak_balancing,160,250.0,79.998926,250.0,250.0,20.0,5.85,0.0
higher_growth,0,10.0,10.0,10.0,10.0,1.05,0.0,0.0
higher_growth,1,11.05,10.91875,11.05,10.0,1.16025,0.0,0.0
higher_growth,2,12.21025,11.908744,12.21025,10.0,1.282076,0.0,0.0
higher_growth,3,13.492326,12.973025,13.492326,10.0,1.416694,0.0,0.0
higher_growth,4,14.909021,14.1143,14.909021,10.0,1.565447,0.0,0.0
higher_growth,5,16.474468,15.334834,16.474468,10.0,1.729819,0.0,0.0
higher_growth,6,18.204287,16.636348,18.204287,10.0,1.91145,0.0,0.0
higher_growth,7,20.115737,18.019906,20.115737,10.0,2.112152,0.0,0.0
higher_growth,8,22.227889,19.485805,22.227889,11.05,2.333928,0.0,0.0
higher_growth,9,24.561818,21.033463,24.561818,12.21025,2.578991,0.0,0.0
higher_growth,10,27.140808,22.661318,27.140808,13.492326,2.849785,0.0,0.0
higher_growth,11,29.990593,24.366741,29.990593,14.909021,3.149012,0.0,0.0
higher_growth,12,33.139606,26.145968,33.139606,16.474468,3.479659,0.0,0.0
higher_growth,13,36.619264,27.994054,36.619264,18.204287,3.845023,0.0,0.0
higher_growth,14,40.464287,29.904867,40.464287,20.115737,4.24875,0.0,0.0
higher_growth,15,44.713037,31.871108,44.713037,22.227889,4.694869,0.0,0.0
higher_growth,16,49.407906,33.884379,49.407906,24.561818,5.18783,0.0,0.0
higher_growth,17,54.595736,35.935291,54.595736,27.140808,5.732552,0.0,0.0
higher_growth,18,60.328288,38.013606,60.328288,29.990593,6.33447,0.0,0.0
higher_growth,19,66.662759,40.108427,66.662759,33.139606,6.99959,0.0,0.0
higher_growth,20,73.662348,42.208412,73.662348,36.619264,7.734547,0.0,0.0
higher_growth,21,81.396895,44.30201,81.396895,40.464287,8.546674,0.0,0.0
higher_growth,22,89.943569,46.37772,89.943569,44.713037,9.444075,0.0,0.0
higher_growth,23,99.387644,48.424333,99.387644,49.407906,10.435703,0.0,0.0
higher_growth,24,109.823346,50.431186,109.823346,54.595736,11.531451,0.0,0.0
higher_growth,25,121.354798,52.388373,121.354798,60.328288,12.742254,0.319697,0.0
higher_growth,26,134.097051,54.286941,133.777354,66.662759,14.046622,0.699766,0.0
higher_growth,27,148.177242,56.119038,147.124211,73.662348,15.448042,1.119741,0.0
higher_growth,28,163.735852,57.87802,161.452512,81.396895,16.952514,1.583814,0.0
higher_growth,29,180.928117,59.558514,176.821212,89.943569,18.566227,2.096614,0.0
higher_growth,30,199.925569,61.156436,193.290825,99.387644,20.295537,2.663259,0.0
higher_growth,31,220.917754,62.668968,210.923103,109.823346,22.146926,3.289401,0.0
higher_growth,32,244.114118,64.094498,229.780628,121.354798,24.126966,3.981288,0.0
higher_growth,33,250.0,65.432533,249.926306,133.777354,26.242262,4.726641,0.0
higher_growth,34,250.0,66.68359,250.0,147.124211,26.25,5.527453,0.0
higher_growth,35,250.0,67.849071,250.0,161.452512,26.25,6.387151,0.0
higher_growth,36,250.0,68.931135,250.0,176.821212,26.25,7.309273,0.0
higher_growth,37,250.0,69.932558,250.0,193.290825,26.25,8.29745,0.0
higher_growth,38,250.0,70.856613,250.0,210.923103,26.25,9.355386,0.0
higher_growth,39,250.0,71.706942,250.0,229.780628,26.25,10.486838,0.0
higher_growth,40,250.0,72.487446,250.0,249.926306,26.25,11.695578,0.0
higher_growth,41,250.0,73.202189,250.0,250.0,26.25,11.7,0.0
higher_growth,42,250.0,73.855308,250.0,250.0,26.25,11.7,0.0
higher_growth,43,250.0,74.450944,250.0,250.0,26.25,11.7,0.0
higher_growth,44,250.0,74.993181,250.0,250.0,26.25,11.7,0.0
higher_growth,45,250.0,75.485995,250.0,250.0,26.25,11.7,0.0
higher_growth,46,250.0,75.933221,250.0,250.0,26.25,11.7,0.0
higher_growth,47,250.0,76.338526,250.0,250.0,26.25,11.7,0.0
higher_growth,48,250.0,76.705385,250.0,250.0,26.25,11.7,0.0
higher_growth,49,250.0,77.037073,250.0,250.0,26.25,11.7,0.0
higher_growth,50,250.0,77.336658,250.0,250.0,26.25,11.7,0.0
higher_growth,51,250.0,77.606999,250.0,250.0,26.25,11.7,0.0
higher_growth,52,250.0,77.850748,250.0,250.0,26.25,11.7,0.0
higher_growth,53,250.0,78.070357,250.0,250.0,26.25,11.7,0.0
higher_growth,54,250.0,78.268082,250.0,250.0,26.25,11.7,0.0
higher_growth,55,250.0,78.445997,250.0,250.0,26.25,11.7,0.0
higher_growth,56,250.0,78.605997,250.0,250.0,26.25,11.7,0.0
higher_growth,57,250.0,78.749817,250.0,250.0,26.25,11.7,0.0
higher_growth,58,250.0,78.879035,250.0,250.0,26.25,11.7,0.0
higher_growth,59,250.0,78.995087,250.0,250.0,26.25,11.7,0.0
higher_growth,60,250.0,79.099277,250.0,250.0,26.25,11.7,0.0
higher_growth,61,250.0,79.192788,250.0,250.0,26.25,11.7,0.0
