run_id,growth_rate,carrying_capacity,balancing_strength,target,delay,shock_size,final_exponential,final_logistic,final_delayed_feedback,maximum_delayed_feedback,time_to_peak,maximum_outflow
243,0.071533,92.797557,0.063399,69.734672,9,-9.874704,250.000000,92.791233,250.000000,250.000000,49,11.428713
244,0.094507,100.467555,0.037140,59.270563,15,-9.318289,250.000000,100.467410,250.000000,250.000000,36,7.083757
245,0.108079,84.273923,0.042660,51.416033,14,-14.188175,250.000000,84.273914,250.000000,250.000000,32,8.471570
246,0.091811,77.316844,0.076999,52.966314,6,-7.387057,250.000000,77.316714,250.000000,250.000000,40,15.171378
247,0.092501,93.694068,0.060798,50.525416,11,-14.520497,250.000000,93.693892,250.000000,250.000000,37,12.127704
248,0.061515,67.881665,0.094109,62.292648,9,-15.617223,250.000000,67.864443,186.655597,223.975814,67,15.215864
249,0.110330,69.582882,0.054138,61.043116,4,-5.921264,250.000000,69.582878,250.000000,250.000000,33,10.229682
250,0.099188,98.657832,0.038116,54.368004,2,-6.249568,250.000000,98.657771,250.000000,250.000000,37,7.456662
251,0.074959,82.948401,0.089064,48.884177,11,-12.349296,250.000000,82.945645,250.000000,250.000000,48,17.912259
252,0.068241,98.262195,0.093213,47.994008,4,-12.538766,250.000000,98.249669,177.631355,177.631355,160,12.056966
253,0.056916,56.314509,0.067601,66.903323,15,-13.753174,250.000000,56.290030,250.000000,250.000000,60,12.377598
254,0.106968,99.085075,0.026246,50.437886,6,-9.457878,250.000000,99.085059,250.000000,250.000000,33,5.237627
255,0.101141,64.222717,0.051276,55.354746,5,-9.104222,250.000000,64.222701,250.000000,250.000000,35,9.980563
256,0.074050,64.445693,0.071708,59.358781,7,-10.804993,250.000000,64.443863,250.000000,250.000000,50,13.670485
257,0.098555,92.557307,0.068090,61.485329,12,-7.903882,250.000000,92.557248,250.000000,250.000000,35,12.835873
258,0.111847,78.523229,0.066997,60.021795,14,-8.292797,250.000000,78.523225,250.000000,250.000000,31,12.728041
259,0.058417,61.555821,0.090398,62.312248,13,-15.747264,250.000000,61.532543,248.721101,250.000000,61,16.966680
260,0.066911,68.063907,0.026046,62.709191,5,-13.391151,250.000000,68.056940,250.000000,250.000000,52,4.878260
261,0.094072,83.169751,0.091746,69.590129,15,-8.215552,250.000000,83.169648,250.000000,250.000000,36,16.551944
262,0.108043,80.971087,0.065142,46.855135,9,-7.515427,250.000000,80.971078,250.000000,250.000000,32,13.233339
263,0.074435,58.898236,0.089161,66.545489,7,-8.217485,250.000000,58.896839,250.000000,250.000000,51,16.357050
264,0.089593,74.737558,0.048485,67.074137,7,-8.480590,250.000000,74.737382,250.000000,250.000000,39,8.869080
265,0.059681,93.356214,0.091735,47.987092,15,-8.139677,250.000000,93.308867,0.000000,250.000000,61,18.531738
266,0.071208,84.040150,0.087363,62.606779,7,-4.096398,250.000000,84.034778,250.000000,250.000000,56,16.371195
267,0.096275,78.949061,0.081727,48.263022,2,-9.767245,250.000000,78.948999,250.000000,250.000000,46,16.487399
268,0.109224,78.301235,0.067667,63.806884,13,-4.457266,250.000000,78.301228,250.000000,250.000000,32,12.599153
269,0.060318,66.807499,0.084151,53.857974,16,-9.039251,250.000000,66.787171,174.146700,250.000000,57,16.505553
270,0.075216,98.236650,0.028988,64.982529,4,-13.105480,250.000000,98.232821,250.000000,250.000000,47,5.363261
271,0.099287,97.459071,0.035009,51.507093,6,-13.571182,250.000000,97.459013,250.000000,250.000000,35,6.948960
272,0.101532,70.195291,0.076702,60.200160,7,-4.500511,250.000000,70.195272,250.000000,250.000000,35,14.558056
273,0.074611,81.398960,0.082749,69.118469,7,-13.000738,250.000000,81.396155,250.000000,250.000000,49,14.967798
274,0.057537,80.246223,0.054003,69.586324,2,-9.797386,250.000000,80.197547,250.000000,250.000000,73,9.742935
275,0.090467,57.534234,0.059018,61.734522,3,-10.359214,250.000000,57.534150,250.000000,250.000000,41,11.111045
276,0.104492,89.344288,0.059154,51.261770,12,-11.493663,250.000000,89.344268,250.000000,250.000000,33,11.756121
277,0.100134,69.227635,0.026670,62.788417,10,-11.155655,250.000000,69.227611,250.000000,250.000000,34,4.992937
278,0.080185,72.663793,0.066376,57.645607,10,-11.313796,250.000000,72.662954,250.000000,250.000000,43,12.767623
279,0.086883,75.274095,0.081265,57.828515,12,-12.767121,250.000000,75.273808,250.000000,250.000000,39,15.616734
280,0.063846,64.976439,0.036100,49.232615,9,-6.269789,250.000000,64.965898,250.000000,250.000000,55,7.247648
281,0.077603,86.683786,0.041926,57.121735,5,-10.696049,250.000000,86.681852,250.000000,250.000000,46,8.086683
282,0.056867,65.389802,0.049451,55.926567,14,-7.213532,250.000000,65.355227,250.000000,250.000000,61,9.597096
283,0.110131,100.243103,0.090102,48.880578,13,-4.176633,250.000000,100.243093,250.000000,250.000000,31,18.121302
284,0.089635,83.344990,0.087250,68.796361,6,-5.051304,250.000000,83.344767,250.000000,250.000000,40,15.810001
285,0.075327,89.001082,0.066791,48.209963,11,-14.299117,250.000000,88.998058,250.000000,250.000000,47,13.477678
286,0.111773,67.812615,0.053005,60.068292,5,-15.544582,250.000000,67.812613,250.000000,250.000000,32,10.067385
287,0.095251,66.425982,0.047181,67.326017,15,-7.405684,250.000000,66.425931,250.000000,250.000000,36,8.618703
288,0.064596,77.025523,0.037573,57.223280,14,-7.438254,250.000000,77.011948,250.000000,250.000000,52,7.243274
289,0.082600,67.747797,0.093771,48.456059,6,-4.807918,250.000000,67.747324,250.000000,250.000000,54,18.898932
290,0.098596,101.000703,0.088123,51.023483,6,-9.301859,250.000000,101.000632,250.000000,250.000000,38,17.534320
291,0.070535,58.926595,0.085831,52.311757,16,-7.931375,250.000000,58.923875,250.000000,250.000000,48,16.967850
292,0.104736,69.353464,0.073287,67.980462,9,-4.787619,250.000000,69.353454,250.000000,250.000000,33,13.339623
293,0.061929,80.198673,0.065335,66.371858,9,-14.839060,250.000000,80.175408,250.000000,250.000000,58,11.997339
294,0.066728,87.717866,0.043329,49.088662,3,-4.686416,250.000000,87.705249,250.000000,250.000000,59,8.705333
295,0.076215,77.571897,0.059668,63.832517,13,-4.811206,250.000000,77.569981,250.000000,250.000000,45,11.108225
296,0.072393,61.501820,0.071194,45.810052,12,-8.738613,250.000000,61.499636,250.000000,250.000000,49,14.537168
297,0.100800,65.240281,0.070668,66.625240,11,-14.707522,250.000000,65.240262,250.000000,250.000000,34,12.958772
298,0.070711,85.589593,0.053111,55.972726,7,-6.388640,250.000000,85.583506,250.000000,250.000000,51,10.304909
299,0.073267,93.111345,0.044178,49.779071,10,-8.268280,250.000000,93.106600,250.000000,250.000000,48,8.845430
300,0.110933,100.490852,0.037045,69.779500,3,-8.862813,250.000000,100.490844,250.000000,250.000000,32,6.676213
