agent_id,group,threshold,perceived_benefit,cost_sensitivity,trust,resistance,adopted,scenario,degree
75,high_barrier,0.761536,0.5518,1.0,0.48472,0.577478,0,high_cost_barrier,6
76,early_access,0.267493,0.749271,0.471231,0.65987,0.404405,0,high_cost_barrier,1
77,mainstream,0.615926,0.540097,0.551138,0.592938,0.37072,0,high_cost_barrier,2
78,high_barrier,0.688697,0.344551,0.941161,0.579127,0.687061,0,high_cost_barrier,5
79,early_access,0.475701,0.734654,0.459385,0.741778,0.150122,0,high_cost_barrier,4
80,mainstream,0.486074,0.578966,0.679043,0.679147,0.389496,0,high_cost_barrier,2
81,high_barrier,0.732648,0.374795,0.96608,0.565413,0.728609,0,high_cost_barrier,4
82,early_access,0.292423,0.575439,0.546259,0.771529,0.250556,0,high_cost_barrier,4
83,mainstream,0.645527,0.675341,0.722895,0.528624,0.309739,0,high_cost_barrier,1
84,high_barrier,0.607328,0.385695,0.967002,0.547408,0.47549,1,high_cost_barrier,3
85,early_access,0.35361,0.73893,0.416247,0.793724,0.298313,0,high_cost_barrier,4
86,mainstream,0.473195,0.646817,0.40762,0.712838,0.481014,0,high_cost_barrier,5
87,high_barrier,0.631976,0.448801,0.825606,0.585288,0.631285,0,high_cost_barrier,5
88,early_access,0.262555,0.624759,0.681076,0.709762,0.390425,0,high_cost_barrier,4
89,mainstream,0.600273,0.746368,0.686351,0.782514,0.517428,0,high_cost_barrier,2
90,high_barrier,0.783796,0.551746,0.981007,0.540699,0.641755,0,high_cost_barrier,6
91,early_access,0.474302,0.773097,0.529743,0.640717,0.224172,0,high_cost_barrier,2
92,mainstream,0.591298,0.679744,0.651314,0.669362,0.332379,0,high_cost_barrier,3
93,high_barrier,0.623245,0.400005,0.870885,0.361898,0.639053,0,high_cost_barrier,7
94,early_access,0.284594,0.619378,0.61855,0.797247,0.169269,0,high_cost_barrier,6
95,mainstream,0.52228,0.612783,0.601453,0.522392,0.376043,0,high_cost_barrier,6
96,high_barrier,0.871452,0.504428,1.0,0.549856,0.717958,0,high_cost_barrier,1
97,early_access,0.345095,0.551769,0.479963,0.813716,0.406034,0,high_cost_barrier,2
98,mainstream,0.686029,0.575706,0.7582,0.641146,0.430976,0,high_cost_barrier,3
99,high_barrier,0.666162,0.376798,0.948433,0.260159,0.567645,0,high_cost_barrier,1
100,early_access,0.419785,0.671295,0.404343,0.713587,0.188288,0,high_cost_barrier,4
101,mainstream,0.586677,0.45809,0.591174,0.647537,0.258131,0,high_cost_barrier,3
102,high_barrier,0.792825,0.347495,0.960652,0.2676,0.582686,0,high_cost_barrier,3
103,early_access,0.302915,0.648054,0.645798,0.682694,0.375603,0,high_cost_barrier,6
104,mainstream,0.649577,0.525681,0.4437,0.456784,0.411826,0,high_cost_barrier,5
105,high_barrier,0.899972,0.422486,1.0,0.523432,0.678114,0,high_cost_barrier,2
106,early_access,0.438558,0.834884,0.418241,0.557133,0.195715,0,high_cost_barrier,6
107,mainstream,0.437866,0.650838,0.671475,0.526288,0.459839,0,high_cost_barrier,3
108,high_barrier,0.830069,0.358726,1.0,0.511774,0.490087,0,high_cost_barrier,4
109,early_access,0.454825,0.839416,0.381281,0.558987,0.243587,0,high_cost_barrier,3
110,mainstream,0.603204,0.737452,0.592419,0.700255,0.272799,0,high_cost_barrier,2
111,high_barrier,0.807184,0.519535,0.790648,0.520368,0.747603,0,high_cost_barrier,3
112,early_access,0.400103,0.586317,0.735957,0.823922,0.254161,0,high_cost_barrier,2
113,mainstream,0.528513,0.561171,0.644066,0.569431,0.504873,0,high_cost_barrier,2
114,high_barrier,0.846699,0.336939,1.0,0.472455,0.740048,0,high_cost_barrier,2
115,early_access,0.426827,0.680646,0.634688,0.887916,0.231025,0,high_cost_barrier,1
116,mainstream,0.64246,0.611452,0.633452,0.602451,0.469308,0,high_cost_barrier,4
117,high_barrier,0.680519,0.5981,1.0,0.280332,0.758571,0,high_cost_barrier,4
118,early_access,0.310966,0.689413,0.584685,0.682646,0.15861,0,high_cost_barrier,4
119,mainstream,0.655286,0.504552,0.505227,0.729241,0.352102,0,high_cost_barrier,8
120,high_barrier,0.864096,0.545414,0.873037,0.253553,0.781822,0,high_cost_barrier,4
1,early_access,0.409857,0.557503,0.332509,0.628124,0.370941,0,targeted_seeding,5
2,mainstream,0.60301,0.717654,0.330429,0.597673,0.258939,0,targeted_seeding,4
3,high_barrier,0.665591,0.476874,0.559288,0.319593,0.67746,0,targeted_seeding,2
4,early_access,0.386235,0.616132,0.42678,0.833301,0.15195,1,targeted_seeding,9
5,mainstream,0.641746,0.659442,0.419088,0.504418,0.537164,0,targeted_seeding,0
6,high_barrier,0.700978,0.332461,0.583851,0.546623,0.661304,0,targeted_seeding,5
7,early_access,0.451782,0.76892,0.410868,0.890591,0.26356,0,targeted_seeding,3
8,mainstream,0.565612,0.698821,0.516482,0.751597,0.423206,0,targeted_seeding,2
9,high_barrier,0.811372,0.316039,0.629764,0.351286,0.477927,0,targeted_seeding,1
10,early_access,0.308198,0.5803,0.333392,0.77249,0.25945,0,targeted_seeding,4
11,mainstream,0.511054,0.512852,0.393442,0.777829,0.444411,0,targeted_seeding,4
12,high_barrier,0.782739,0.359899,0.805194,0.307191,0.582809,0,targeted_seeding,4
13,early_access,0.497381,0.742,0.417085,0.789615,0.402856,0,targeted_seeding,5
14,mainstream,0.6328,0.518714,0.311235,0.560409,0.330322,0,targeted_seeding,1
15,high_barrier,0.663295,0.630018,0.856729,0.360137,0.679404,0,targeted_seeding,5
16,early_access,0.348908,0.824364,0.387656,0.642708,0.223988,0,targeted_seeding,2
17,mainstream,0.56841,0.528822,0.504605,0.764238,0.36982,0,targeted_seeding,1
18,high_barrier,0.665796,0.649138,0.728334,0.281818,0.466491,1,targeted_seeding,8
19,early_access,0.277412,0.738234,0.487624,0.697756,0.169058,1,targeted_seeding,7
20,mainstream,0.514486,0.748836,0.48519,0.789877,0.508234,0,targeted_seeding,2
21,high_barrier,0.603444,0.552253,0.788599,0.43794,0.543389,0,targeted_seeding,3
22,early_access,0.41024,0.583466,0.38043,0.708803,0.436145,0,targeted_seeding,3
23,mainstream,0.662756,0.529017,0.475205,0.512528,0.523788,0,targeted_seeding,2
24,high_barrier,0.861156,0.404456,0.773632,0.46314,0.503494,0,targeted_seeding,5
25,early_access,0.440628,0.711814,0.483588,0.735624,0.150172,0,targeted_seeding,5
26,mainstream,0.497247,0.455843,0.625185,0.757553,0.4995,0,targeted_seeding,5
27,high_barrier,0.692254,0.320274,0.857303,0.581432,0.479979,0,targeted_seeding,4
28,early_access,0.371498,0.570764,0.478181,0.818042,0.188517,0,targeted_seeding,3
29,mainstream,0.542585,0.614941,0.39277,0.755352,0.376941,0,targeted_seeding,7
30,high_barrier,0.663539,0.488754,0.805476,0.320403,0.559101,0,targeted_seeding,2
31,early_access,0.498787,0.744963,0.38143,0.731152,0.186301,0,targeted_seeding,4
32,mainstream,0.467409,0.551426,0.505908,0.53054,0.316065,0,targeted_seeding,2
33,high_barrier,0.621298,0.520886,0.63013,0.566897,0.750872,0,targeted_seeding,4
34,early_access,0.267714,0.621401,0.450693,0.624983,0.189694,0,targeted_seeding,6
35,mainstream,0.680654,0.621313,0.465435,0.724617,0.492249,0,targeted_seeding,4
36,high_barrier,0.657123,0.333926,0.700868,0.398253,0.613459,0,targeted_seeding,1
37,early_access,0.432269,0.752009,0.54525,0.584446,0.270786,0,targeted_seeding,3
38,mainstream,0.501791,0.708502,0.38703,0.516573,0.384584,0,targeted_seeding,6
39,high_barrier,0.726564,0.397491,0.637432,0.573143,0.605096,0,targeted_seeding,2
40,early_access,0.465337,0.715098,0.265176,0.899749,0.400808,0,targeted_seeding,7
41,mainstream,0.690699,0.72791,0.597044,0.508209,0.395692,0,targeted_seeding,1
42,high_barrier,0.664124,0.440364,0.570522,0.382641,0.794858,0,targeted_seeding,4
43,early_access,0.316301,0.785221,0.386503,0.698053,0.437195,0,targeted_seeding,6
44,mainstream,0.698627,0.61673,0.551443,0.504179,0.339012,1,targeted_seeding,10
45,high_barrier,0.890613,0.502713,0.739768,0.511791,0.470008,0,targeted_seeding,2
46,early_access,0.396044,0.700855,0.505816,0.605101,0.438234,0,targeted_seeding,5
47,mainstream,0.424033,0.505747,0.508262,0.686324,0.320561,0,targeted_seeding,4
48,high_barrier,0.635966,0.611601,0.636175,0.458082,0.666784,0,targeted_seeding,3
49,early_access,0.354806,0.725102,0.406835,0.877147,0.211278,0,targeted_seeding,3
50,mainstream,0.614858,0.521606,0.438525,0.685092,0.339999,0,targeted_seeding,6
51,high_barrier,0.694853,0.563153,0.57539,0.4104,0.799459,0,targeted_seeding,3
52,early_access,0.499024,0.571978,0.313946,0.64282,0.429978,0,targeted_seeding,1
53,mainstream,0.664259,0.713781,0.429334,0.505211,0.500123,0,targeted_seeding,3
54,high_barrier,0.811062,0.514087,0.895532,0.478892,0.452738,0,targeted_seeding,3
55,early_access,0.454276,0.639814,0.449017,0.878626,0.190287,0,targeted_seeding,6
56,mainstream,0.434629,0.482111,0.493628,0.545322,0.431449,0,targeted_seeding,1
57,high_barrier,0.815284,0.371259,0.771983,0.342394,0.620986,0,targeted_seeding,4
58,early_access,0.476334,0.803831,0.27769,0.698252,0.233004,1,targeted_seeding,1
59,mainstream,0.401064,0.681336,0.52299,0.541684,0.472369,0,targeted_seeding,2
60,high_barrier,0.765504,0.44969,0.553384,0.276335,0.759087,0,targeted_seeding,2
61,early_access,0.475982,0.713677,0.500379,0.753878,0.194428,0,targeted_seeding,4
62,mainstream,0.438234,0.542478,0.614644,0.728643,0.508211,1,targeted_seeding,8
63,high_barrier,0.869677,0.373527,0.637335,0.285978,0.723041,0,targeted_seeding,6
64,early_access,0.471034,0.671913,0.436198,0.604094,0.428964,0,targeted_seeding,7
65,mainstream,0.659382,0.742862,0.58377,0.758496,0.257436,0,targeted_seeding,2
66,high_barrier,0.820969,0.416265,0.875786,0.530782,0.752422,0,targeted_seeding,2
67,early_access,0.452687,0.630042,0.486212,0.587833,0.41165,0,targeted_seeding,4
68,mainstream,0.657578,0.51673,0.585805,0.611106,0.341557,0,targeted_seeding,3
69,high_barrier,0.838604,0.379658,0.558283,0.317595,0.564892,0,targeted_seeding,6
70,early_access,0.466088,0.840067,0.333737,0.774519,0.269904,0,targeted_seeding,3
71,mainstream,0.694345,0.610865,0.628733,0.49037,0.54112,0,targeted_seeding,4
72,high_barrier,0.65357,0.636887,0.642913,0.287941,0.602097,0,targeted_seeding,4
73,early_access,0.432136,0.644103,0.431863,0.728998,0.265559,0,targeted_seeding,1
74,mainstream,0.572976,0.526417,0.548075,0.450592,0.527673,0,targeted_seeding,6
75,high_barrier,0.761536,0.5518,0.809683,0.48472,0.577478,0,targeted_seeding,6
76,early_access,0.267493,0.749271,0.34906,0.65987,0.404405,0,targeted_seeding,1
77,mainstream,0.615926,0.540097,0.40825,0.592938,0.37072,0,targeted_seeding,2
78,high_barrier,0.688697,0.344551,0.697156,0.579127,0.687061,0,targeted_seeding,5
79,early_access,0.475701,0.734654,0.340285,0.741778,0.150122,0,targeted_seeding,4
80,mainstream,0.486074,0.578966,0.502995,0.679147,0.389496,0,targeted_seeding,2
81,high_barrier,0.732648,0.374795,0.715615,0.565413,0.728609,0,targeted_seeding,4
82,early_access,0.292423,0.575439,0.404636,0.771529,0.250556,0,targeted_seeding,4
83,mainstream,0.645527,0.675341,0.535478,0.528624,0.309739,0,targeted_seeding,1
84,high_barrier,0.607328,0.385695,0.716298,0.547408,0.47549,0,targeted_seeding,3
85,early_access,0.35361,0.73893,0.308331,0.793724,0.298313,0,targeted_seeding,4
86,mainstream,0.473195,0.646817,0.301941,0.712838,0.481014,0,targeted_seeding,5
87,high_barrier,0.631976,0.448801,0.61156,0.585288,0.631285,0,targeted_seeding,5
88,early_access,0.262555,0.624759,0.504501,0.709762,0.390425,0,targeted_seeding,4
89,mainstream,0.600273,0.746368,0.508408,0.782514,0.517428,0,targeted_seeding,2
90,high_barrier,0.783796,0.551746,0.726672,0.540699,0.641755,0,targeted_seeding,6
91,early_access,0.474302,0.773097,0.392402,0.640717,0.224172,0,targeted_seeding,2
92,mainstream,0.591298,0.679744,0.482455,0.669362,0.332379,0,targeted_seeding,3
93,high_barrier,0.623245,0.400005,0.6451,0.361898,0.639053,0,targeted_seeding,7
94,early_access,0.284594,0.619378,0.458185,0.797247,0.169269,0,targeted_seeding,6
95,mainstream,0.52228,0.612783,0.445521,0.522392,0.376043,0,targeted_seeding,6
96,high_barrier,0.871452,0.504428,0.793433,0.549856,0.717958,0,targeted_seeding,1
97,early_access,0.345095,0.551769,0.355528,0.813716,0.406034,0,targeted_seeding,2
98,mainstream,0.686029,0.575706,0.56163,0.641146,0.430976,0,targeted_seeding,3
99,high_barrier,0.666162,0.376798,0.702543,0.260159,0.567645,0,targeted_seeding,1
100,early_access,0.419785,0.671295,0.299513,0.713587,0.188288,0,targeted_seeding,4
101,mainstream,0.586677,0.45809,0.437907,0.647537,0.258131,0,targeted_seeding,3
102,high_barrier,0.792825,0.347495,0.711594,0.2676,0.582686,0,targeted_seeding,3
103,early_access,0.302915,0.648054,0.478369,0.682694,0.375603,0,targeted_seeding,6
104,mainstream,0.649577,0.525681,0.328667,0.456784,0.411826,0,targeted_seeding,5
105,high_barrier,0.899972,0.422486,0.77755,0.523432,0.678114,0,targeted_seeding,2
106,early_access,0.438558,0.834884,0.309808,0.557133,0.195715,0,targeted_seeding,6
107,mainstream,0.437866,0.650838,0.497389,0.526288,0.459839,0,targeted_seeding,3
108,high_barrier,0.830069,0.358726,0.762537,0.511774,0.490087,0,targeted_seeding,4
109,early_access,0.454825,0.839416,0.28243,0.558987,0.243587,0,targeted_seeding,3
110,mainstream,0.603204,0.737452,0.438829,0.700255,0.272799,0,targeted_seeding,2
111,high_barrier,0.807184,0.519535,0.585665,0.520368,0.747603,0,targeted_seeding,3
112,early_access,0.400103,0.586317,0.545153,0.823922,0.254161,0,targeted_seeding,2
113,mainstream,0.528513,0.561171,0.477086,0.569431,0.504873,0,targeted_seeding,2
114,high_barrier,0.846699,0.336939,0.886276,0.472455,0.740048,0,targeted_seeding,2
115,early_access,0.426827,0.680646,0.470139,0.887916,0.231025,0,targeted_seeding,1
116,mainstream,0.64246,0.611452,0.469224,0.602451,0.469308,0,targeted_seeding,4
117,high_barrier,0.680519,0.5981,0.840756,0.280332,0.758571,0,targeted_seeding,4
118,early_access,0.310966,0.689413,0.4331,0.682646,0.15861,1,targeted_seeding,4
119,mainstream,0.655286,0.504552,0.374242,0.729241,0.352102,1,targeted_seeding,8
120,high_barrier,0.864096,0.545414,0.646694,0.253553,0.781822,0,targeted_seeding,4
1,early_access,0.409857,0.557503,0.332509,0.628124,0.370941,0,network_fragmentation,5
2,mainstream,0.60301,0.717654,0.330429,0.597673,0.258939,0,network_fragmentation,3
3,high_barrier,0.665591,0.476874,0.559288,0.319593,0.67746,0,network_fragmentation,1
4,early_access,0.386235,0.616132,0.42678,0.833301,0.15195,0,network_fragmentation,7
5,mainstream,0.641746,0.659442,0.419088,0.504418,0.537164,0,network_fragmentation,0
6,high_barrier,0.700978,0.332461,0.583851,0.546623,0.661304,0,network_fragmentation,3
7,early_access,0.451782,0.76892,0.410868,0.890591,0.26356,1,network_fragmentation,2
8,mainstream,0.565612,0.698821,0.516482,0.751597,0.423206,0,network_fragmentation,1
9,high_barrier,0.811372,0.316039,0.629764,0.351286,0.477927,0,network_fragmentation,2
10,early_access,0.308198,0.5803,0.333392,0.77249,0.25945,1,network_fragmentation,4
11,mainstream,0.511054,0.512852,0.393442,0.777829,0.444411,0,network_fragmentation,3
12,high_barrier,0.782739,0.359899,0.805194,0.307191,0.582809,0,network_fragmentation,2
13,early_access,0.497381,0.742,0.417085,0.789615,0.402856,0,network_fragmentation,2
14,mainstream,0.6328,0.518714,0.311235,0.560409,0.330322,0,network_fragmentation,1
15,high_barrier,0.663295,0.630018,0.856729,0.360137,0.679404,0,network_fragmentation,4
16,early_access,0.348908,0.824364,0.387656,0.642708,0.223988,0,network_fragmentation,1
17,mainstream,0.56841,0.528822,0.504605,0.764238,0.36982,0,network_fragmentation,1
18,high_barrier,0.665796,0.649138,0.728334,0.281818,0.466491,0,network_fragmentation,6
19,early_access,0.277412,0.738234,0.487624,0.697756,0.169058,0,network_fragmentation,4
20,mainstream,0.514486,0.748836,0.48519,0.789877,0.508234,1,network_fragmentation,1
21,high_barrier,0.603444,0.552253,0.788599,0.43794,0.543389,0,network_fragmentation,2
22,early_access,0.41024,0.583466,0.38043,0.708803,0.436145,0,network_fragmentation,3
23,mainstream,0.662756,0.529017,0.475205,0.512528,0.523788,0,network_fragmentation,1
24,high_barrier,0.861156,0.404456,0.773632,0.46314,0.503494,0,network_fragmentation,4
25,early_access,0.440628,0.711814,0.483588,0.735624,0.150172,0,network_fragmentation,4
26,mainstream,0.497247,0.455843,0.625185,0.757553,0.4995,0,network_fragmentation,2
27,high_barrier,0.692254,0.320274,0.857303,0.581432,0.479979,0,network_fragmentation,4
28,early_access,0.371498,0.570764,0.478181,0.818042,0.188517,0,network_fragmentation,2
29,mainstream,0.542585,0.614941,0.39277,0.755352,0.376941,0,network_fragmentation,5
30,high_barrier,0.663539,0.488754,0.805476,0.320403,0.559101,0,network_fragmentation,2
31,early_access,0.498787,0.744963,0.38143,0.731152,0.186301,0,network_fragmentation,2
32,mainstream,0.467409,0.551426,0.505908,0.53054,0.316065,0,network_fragmentation,2
33,high_barrier,0.621298,0.520886,0.63013,0.566897,0.750872,0,network_fragmentation,1
34,early_access,0.267714,0.621401,0.450693,0.624983,0.189694,0,network_fragmentation,4
35,mainstream,0.680654,0.621313,0.465435,0.724617,0.492249,0,network_fragmentation,2
36,high_barrier,0.657123,0.333926,0.700868,0.398253,0.613459,0,network_fragmentation,1
37,early_access,0.432269,0.752009,0.54525,0.584446,0.270786,0,network_fragmentation,2
38,mainstream,0.501791,0.708502,0.38703,0.516573,0.384584,0,network_fragmentation,4
39,high_barrier,0.726564,0.397491,0.637432,0.573143,0.605096,0,network_fragmentation,0
40,early_access,0.465337,0.715098,0.265176,0.899749,0.400808,0,network_fragmentation,4
41,mainstream,0.690699,0.72791,0.597044,0.508209,0.395692,0,network_fragmentation,0
42,high_barrier,0.664124,0.440364,0.570522,0.382641,0.794858,1,network_fragmentation,1
43,early_access,0.316301,0.785221,0.386503,0.698053,0.437195,0,network_fragmentation,4
44,mainstream,0.698627,0.61673,0.551443,0.504179,0.339012,0,network_fragmentation,5
45,high_barrier,0.890613,0.502713,0.739768,0.511791,0.470008,0,network_fragmentation,1
46,early_access,0.396044,0.700855,0.505816,0.605101,0.438234,0,network_fragmentation,3
47,mainstream,0.424033,0.505747,0.508262,0.686324,0.320561,0,network_fragmentation,3
48,high_barrier,0.635966,0.611601,0.636175,0.458082,0.666784,0,network_fragmentation,3
49,early_access,0.354806,0.725102,0.406835,0.877147,0.211278,0,network_fragmentation,3
50,mainstream,0.614858,0.521606,0.438525,0.685092,0.339999,0,network_fragmentation,4
51,high_barrier,0.694853,0.563153,0.57539,0.4104,0.799459,1,network_fragmentation,3
52,early_access,0.499024,0.571978,0.313946,0.64282,0.429978,0,network_fragmentation,0
53,mainstream,0.664259,0.713781,0.429334,0.505211,0.500123,0,network_fragmentation,2
54,high_barrier,0.811062,0.514087,0.895532,0.478892,0.452738,0,network_fragmentation,3
55,early_access,0.454276,0.639814,0.449017,0.878626,0.190287,0,network_fragmentation,6
56,mainstream,0.434629,0.482111,0.493628,0.545322,0.431449,0,network_fragmentation,0
57,high_barrier,0.815284,0.371259,0.771983,0.342394,0.620986,0,network_fragmentation,4
58,early_access,0.476334,0.803831,0.27769,0.698252,0.233004,0,network_fragmentation,1
59,mainstream,0.401064,0.681336,0.52299,0.541684,0.472369,0,network_fragmentation,2
60,high_barrier,0.765504,0.44969,0.553384,0.276335,0.759087,0,network_fragmentation,2
61,early_access,0.475982,0.713677,0.500379,0.753878,0.194428,0,network_fragmentation,4
62,mainstream,0.438234,0.542478,0.614644,0.728643,0.508211,0,network_fragmentation,4
63,high_barrier,0.869677,0.373527,0.637335,0.285978,0.723041,0,network_fragmentation,5
64,early_access,0.471034,0.671913,0.436198,0.604094,0.428964,0,network_fragmentation,4
65,mainstream,0.659382,0.742862,0.58377,0.758496,0.257436,0,network_fragmentation,1
66,high_barrier,0.820969,0.416265,0.875786,0.530782,0.752422,0,network_fragmentation,2
67,early_access,0.452687,0.630042,0.486212,0.587833,0.41165,0,network_fragmentation,2
68,mainstream,0.657578,0.51673,0.585805,0.611106,0.341557,0,network_fragmentation,3
69,high_barrier,0.838604,0.379658,0.558283,0.317595,0.564892,0,network_fragmentation,1
70,early_access,0.466088,0.840067,0.333737,0.774519,0.269904,0,network_fragmentation,3
71,mainstream,0.694345,0.610865,0.628733,0.49037,0.54112,0,network_fragmentation,2
72,high_barrier,0.65357,0.636887,0.642913,0.287941,0.602097,0,network_fragmentation,4
73,early_access,0.432136,0.644103,0.431863,0.728998,0.265559,0,network_fragmentation,2
74,mainstream,0.572976,0.526417,0.548075,0.450592,0.527673,0,network_fragmentation,5
75,high_barrier,0.761536,0.5518,0.809683,0.48472,0.577478,0,network_fragmentation,5
76,early_access,0.267493,0.749271,0.34906,0.65987,0.404405,0,network_fragmentation,1
77,mainstream,0.615926,0.540097,0.40825,0.592938,0.37072,0,network_fragmentation,0
78,high_barrier,0.688697,0.344551,0.697156,0.579127,0.687061,0,network_fragmentation,3
79,early_access,0.475701,0.734654,0.340285,0.741778,0.150122,0,network_fragmentation,2
80,mainstream,0.486074,0.578966,0.502995,0.679147,0.389496,0,network_fragmentation,1
81,high_barrier,0.732648,0.374795,0.715615,0.565413,0.728609,0,network_fragmentation,2
82,early_access,0.292423,0.575439,0.404636,0.771529,0.250556,0,network_fragmentation,4
83,mainstream,0.645527,0.675341,0.535478,0.528624,0.309739,0,network_fragmentation,0
84,high_barrier,0.607328,0.385695,0.716298,0.547408,0.47549,1,network_fragmentation,2
85,early_access,0.35361,0.73893,0.308331,0.793724,0.298313,0,network_fragmentation,2
86,mainstream,0.473195,0.646817,0.301941,0.712838,0.481014,0,network_fragmentation,3
87,high_barrier,0.631976,0.448801,0.61156,0.585288,0.631285,0,network_fragmentation,4
88,early_access,0.262555,0.624759,0.504501,0.709762,0.390425,1,network_fragmentation,2
89,mainstream,0.600273,0.746368,0.508408,0.782514,0.517428,0,network_fragmentation,1
90,high_barrier,0.783796,0.551746,0.726672,0.540699,0.641755,0,network_fragmentation,6
91,early_access,0.474302,0.773097,0.392402,0.640717,0.224172,0,network_fragmentation,0
92,mainstream,0.591298,0.679744,0.482455,0.669362,0.332379,0,network_fragmentation,3
93,high_barrier,0.623245,0.400005,0.6451,0.361898,0.639053,0,network_fragmentation,4
94,early_access,0.284594,0.619378,0.458185,0.797247,0.169269,0,network_fragmentation,5
95,mainstream,0.52228,0.612783,0.445521,0.522392,0.376043,0,network_fragmentation,1
96,high_barrier,0.871452,0.504428,0.793433,0.549856,0.717958,0,network_fragmentation,1
97,early_access,0.345095,0.551769,0.355528,0.813716,0.406034,0,network_fragmentation,1
98,mainstream,0.686029,0.575706,0.56163,0.641146,0.430976,0,network_fragmentation,1
99,high_barrier,0.666162,0.376798,0.702543,0.260159,0.567645,0,network_fragmentation,1
100,early_access,0.419785,0.671295,0.299513,0.713587,0.188288,0,network_fragmentation,3
101,mainstream,0.586677,0.45809,0.437907,0.647537,0.258131,0,network_fragmentation,2
102,high_barrier,0.792825,0.347495,0.711594,0.2676,0.582686,0,network_fragmentation,1
103,early_access,0.302915,0.648054,0.478369,0.682694,0.375603,0,network_fragmentation,4
104,mainstream,0.649577,0.525681,0.328667,0.456784,0.411826,0,network_fragmentation,4
105,high_barrier,0.899972,0.422486,0.77755,0.523432,0.678114,0,network_fragmentation,0
106,early_access,0.438558,0.834884,0.309808,0.557133,0.195715,0,network_fragmentation,4
107,mainstream,0.437866,0.650838,0.497389,0.526288,0.459839,0,network_fragmentation,3
108,high_barrier,0.830069,0.358726,0.762537,0.511774,0.490087,0,network_fragmentation,3
109,early_access,0.454825,0.839416,0.28243,0.558987,0.243587,0,network_fragmentation,1
110,mainstream,0.603204,0.737452,0.438829,0.700255,0.272799,0,network_fragmentation,0
111,high_barrier,0.807184,0.519535,0.585665,0.520368,0.747603,0,network_fragmentation,3
112,early_access,0.400103,0.586317,0.545153,0.823922,0.254161,0,network_fragmentation,1
113,mainstream,0.528513,0.561171,0.477086,0.569431,0.504873,0,network_fragmentation,1
114,high_barrier,0.846699,0.336939,0.886276,0.472455,0.740048,0,network_fragmentation,1
115,early_access,0.426827,0.680646,0.470139,0.887916,0.231025,0,network_fragmentation,1
116,mainstream,0.64246,0.611452,0.469224,0.602451,0.469308,0,network_fragmentation,3
117,high_barrier,0.680519,0.5981,0.840756,0.280332,0.758571,0,network_fragmentation,4
118,early_access,0.310966,0.689413,0.4331,0.682646,0.15861,1,network_fragmentation,2
119,mainstream,0.655286,0.504552,0.374242,0.729241,0.352102,0,network_fragmentation,6
120,high_barrier,0.864096,0.545414,0.646694,0.253553,0.781822,0,network_fragmentation,2
1,early_access,0.409857,0.557503,0.36576,0.408281,0.370941,0,trust_and_resistance,5
2,mainstream,0.60301,0.717654,0.363472,0.388487,0.258939,0,trust_and_resistance,4
3,high_barrier,0.665591,0.476874,0.615217,0.207735,0.67746,0,trust_and_resistance,2
4,early_access,0.386235,0.616132,0.469458,0.541646,0.15195,0,trust_and_resistance,9
5,mainstream,0.641746,0.659442,0.460997,0.327872,0.537164,0,trust_and_resistance,0
6,high_barrier,0.700978,0.332461,0.642236,0.355305,0.661304,0,trust_and_resistance,5
7,early_access,0.451782,0.76892,0.451955,0.578884,0.26356,1,trust_and_resistance,3
8,mainstream,0.565612,0.698821,0.56813,0.488538,0.423206,0,trust_and_resistance,2
9,high_barrier,0.811372,0.316039,0.69274,0.228336,0.477927,0,trust_and_resistance,1
10,early_access,0.308198,0.5803,0.366731,0.502119,0.25945,1,trust_and_resistance,4
11,mainstream,0.511054,0.512852,0.432786,0.505589,0.444411,0,trust_and_resistance,4
12,high_barrier,0.782739,0.359899,0.885713,0.199674,0.582809,0,trust_and_resistance,4
13,early_access,0.497381,0.742,0.458794,0.51325,0.402856,0,trust_and_resistance,5
14,mainstream,0.6328,0.518714,0.342359,0.364266,0.330322,0,trust_and_resistance,1
15,high_barrier,0.663295,0.630018,0.942402,0.234089,0.679404,0,trust_and_resistance,5
16,early_access,0.348908,0.824364,0.426422,0.41776,0.223988,0,trust_and_resistance,2
17,mainstream,0.56841,0.528822,0.555065,0.496755,0.36982,0,trust_and_resistance,1
18,high_barrier,0.665796,0.649138,0.801167,0.183182,0.466491,0,trust_and_resistance,8
19,early_access,0.277412,0.738234,0.536386,0.453541,0.169058,0,trust_and_resistance,7
20,mainstream,0.514486,0.748836,0.533709,0.51342,0.508234,1,trust_and_resistance,2
21,high_barrier,0.603444,0.552253,0.867459,0.284661,0.543389,0,trust_and_resistance,3
22,early_access,0.41024,0.583466,0.418473,0.460722,0.436145,0,trust_and_resistance,3
23,mainstream,0.662756,0.529017,0.522726,0.333143,0.523788,0,trust_and_resistance,2
24,high_barrier,0.861156,0.404456,0.850995,0.301041,0.503494,0,trust_and_resistance,5
25,early_access,0.440628,0.711814,0.531947,0.478156,0.150172,0,trust_and_resistance,5
26,mainstream,0.497247,0.455843,0.687704,0.492409,0.4995,0,trust_and_resistance,5
27,high_barrier,0.692254,0.320274,0.943033,0.377931,0.479979,0,trust_and_resistance,4
28,early_access,0.371498,0.570764,0.525999,0.531727,0.188517,0,trust_and_resistance,3
29,mainstream,0.542585,0.614941,0.432047,0.490979,0.376941,0,trust_and_resistance,7
