scenario,time,demand,capacity,effective_capacity,pressure,slack,burnout,attrition,served,unmet_need,backlog,trust,surge_active
higher_demand_growth,81,4083.046199,0.500000,0.000000,4083.046199,0.000000,4430.803964,66.462059,0.000000,4083.046199,53328.186186,0.000000,0
higher_demand_growth,82,4410.324895,0.000000,0.500000,4410.324895,0.000000,4805.596580,0.000000,0.500000,4409.824895,57738.011081,0.000000,0
higher_demand_growth,83,4763.745886,0.500000,0.000000,4763.745886,0.000000,5210.429980,78.156450,0.000000,4763.745886,62501.756967,0.000000,0
higher_demand_growth,84,5145.480557,0.000000,0.500000,5145.480557,0.000000,5647.710828,0.000000,0.500000,5144.980557,67646.737525,0.000000,0
higher_demand_growth,85,5557.714002,0.500000,0.000000,5557.714002,0.000000,6120.031518,91.800473,0.000000,5557.714002,73204.451527,0.000000,0
higher_demand_growth,86,6002.966122,0.000000,0.500000,6002.966122,0.000000,6630.198638,0.000000,0.500000,6002.466122,79206.917649,0.000000,0
higher_demand_growth,87,6483.798412,0.500000,0.000000,6483.798412,0.000000,7181.236503,107.718548,0.000000,6483.798412,85690.716061,0.000000,0
higher_demand_growth,88,7003.137285,0.000000,0.500000,7003.137285,0.000000,7776.418173,0.000000,0.500000,7002.637285,92693.353346,0.000000,0
higher_demand_growth,89,7563.983268,0.500000,0.000000,7563.983268,0.000000,8419.271750,126.289076,0.000000,7563.983268,100257.336613,0.000000,0
higher_demand_growth,90,8169.736929,0.000000,0.500000,8169.736929,0.000000,9113.614389,0.000000,0.500000,8169.236929,108426.573542,0.000000,0
higher_demand_growth,91,8823.910883,0.500000,0.000000,8823.910883,0.000000,9863.561814,147.953427,0.000000,8823.910883,117250.484426,0.000000,0
higher_demand_growth,92,9530.458754,0.000000,0.500000,9530.458754,0.000000,10673.565809,0.000000,0.500000,9529.958754,126780.443180,0.000000,0
higher_demand_growth,93,10293.490454,0.500000,0.000000,10293.490454,0.000000,11548.427497,173.226412,0.000000,10293.490454,137073.933634,0.000000,0
higher_demand_growth,94,11117.604691,0.000000,0.500000,11117.604691,0.000000,12493.338896,0.000000,0.500000,11117.104691,148191.038325,0.000000,0
higher_demand_growth,95,12007.608066,0.500000,0.000000,12007.608066,0.000000,13513.900581,202.708509,0.000000,12007.608066,160198.646391,0.000000,0
higher_demand_growth,96,12968.851711,0.000000,0.500000,12968.851711,0.000000,14616.167977,0.000000,0.500000,12968.351711,173166.998102,0.000000,0
higher_demand_growth,97,14006.954848,0.500000,0.000000,14006.954848,0.000000,15806.674139,237.100112,0.000000,14006.954848,187173.952951,0.000000,0
higher_demand_growth,98,15128.146236,0.000000,0.500000,15128.146236,0.000000,17092.481569,0.000000,0.500000,15127.646236,202301.599187,0.000000,0
higher_demand_growth,99,16338.992935,0.500000,0.000000,16338.992935,0.000000,18481.210969,277.218165,0.000000,16338.992935,218640.592122,0.000000,0
higher_demand_growth,100,17646.747370,0.000000,0.500000,17646.747370,0.000000,19981.099495,0.000000,0.500000,17646.247370,236286.839491,0.000000,0
higher_demand_growth,101,19059.082159,0.500000,0.000000,19059.082159,0.000000,21601.036479,324.015547,0.000000,19059.082159,255345.921651,0.000000,0
higher_demand_growth,102,20584.443732,0.000000,0.500000,20584.443732,0.000000,23350.629196,0.000000,0.500000,20583.943732,275929.865383,0.000000,0
higher_demand_growth,103,22231.794231,0.500000,0.000000,22231.794231,0.000000,25240.246705,378.603701,0.000000,22231.794231,298161.659613,0.000000,0
higher_demand_growth,104,24010.972769,0.000000,0.500000,24010.972769,0.000000,27281.094391,0.000000,0.500000,24010.472769,322172.132382,0.000000,0
higher_demand_growth,105,25932.445591,0.500000,0.000000,25932.445591,0.000000,29485.267266,442.279009,0.000000,25932.445591,348104.577973,0.000000,0
higher_demand_growth,106,28007.676238,0.000000,0.500000,28007.676238,0.000000,31865.834746,0.000000,0.500000,28007.176238,376111.754211,0.000000,0
higher_demand_growth,107,30248.885337,0.500000,0.000000,30248.885337,0.000000,34436.905000,516.553575,0.000000,30248.885337,406360.639548,0.000000,0
higher_demand_growth,108,32669.431164,0.000000,0.500000,32669.431164,0.000000,37213.721649,0.000000,0.500000,32668.931164,439029.570711,0.000000,0
higher_demand_growth,109,35283.580657,0.500000,0.000000,35283.580657,0.000000,40212.741005,603.191115,0.000000,35283.580657,474313.151368,0.000000,0
higher_demand_growth,110,38106.902109,0.000000,0.500000,38106.902109,0.000000,43451.742684,0.000000,0.500000,38106.402109,512419.553478,0.000000,0
higher_demand_growth,111,41156.049278,0.500000,0.000000,41156.049278,0.000000,46949.921873,704.248828,0.000000,41156.049278,553575.602756,0.000000,0
higher_demand_growth,112,44449.168220,0.000000,0.500000,44449.168220,0.000000,50728.016171,0.000000,0.500000,44448.668220,598024.270976,0.000000,0
higher_demand_growth,113,48005.696678,0.500000,0.000000,48005.696678,0.000000,54808.415389,822.126231,0.000000,48005.696678,646029.967655,0.000000,0
higher_demand_growth,114,51846.787412,0.000000,0.500000,51846.787412,0.000000,59215.307319,0.000000,0.500000,51846.287412,697876.255067,0.000000,0
higher_demand_growth,115,55995.125405,0.500000,0.000000,55995.125405,0.000000,63974.807978,959.622120,0.000000,55995.125405,753871.380472,0.000000,0
higher_demand_growth,116,60475.370438,0.000000,0.500000,60475.370438,0.000000,69115.129466,0.000000,0.500000,60474.870438,814346.250910,0.000000,0
higher_demand_growth,117,65313.995073,0.500000,0.000000,65313.995073,0.000000,74666.734047,1120.001011,0.000000,65313.995073,879660.245983,0.000000,0
higher_demand_growth,118,70539.749679,0.000000,0.500000,70539.749679,0.000000,80662.527769,0.000000,0.500000,70539.249679,950199.495661,0.000000,0
higher_demand_growth,119,76183.524653,0.500000,0.000000,76183.524653,0.000000,87138.042365,1307.070635,0.000000,76183.524653,1026383.020314,0.000000,0
stronger_prevention,0,92.000000,100.000000,100.148400,0.920000,0.080000,0.117200,0.351600,92.000000,0.000000,0.000000,0.700800,0
stronger_prevention,1,92.290000,100.148400,100.304530,0.921532,0.078468,0.114454,0.343870,92.290000,0.000000,0.000000,0.701572,0
stronger_prevention,2,92.580000,100.304530,100.468234,0.922989,0.077011,0.111758,0.336296,92.580000,0.000000,0.000000,0.702319,0
stronger_prevention,3,92.870000,100.468234,100.639367,0.924372,0.075628,0.109111,0.328866,92.870000,0.000000,0.000000,0.703040,0
stronger_prevention,4,93.160000,100.639367,100.817794,0.925681,0.074319,0.106510,0.321573,93.160000,0.000000,0.000000,0.703738,0
stronger_prevention,5,93.450000,100.817794,101.003387,0.926920,0.073080,0.103952,0.314407,93.450000,0.000000,0.000000,0.704413,0
stronger_prevention,6,93.740000,101.003387,101.196027,0.928088,0.071912,0.101435,0.307360,93.740000,0.000000,0.000000,0.705068,0
stronger_prevention,7,94.030000,101.196027,101.395606,0.929187,0.070813,0.098957,0.300421,94.030000,0.000000,0.000000,0.705702,0
stronger_prevention,8,94.320000,101.395606,101.602021,0.930218,0.069782,0.096515,0.293585,94.320000,0.000000,0.000000,0.706318,0
stronger_prevention,9,94.610000,101.602021,101.815181,0.931182,0.068818,0.094106,0.286841,94.610000,0.000000,0.000000,0.706917,0
stronger_prevention,10,94.900000,101.815181,102.034999,0.932081,0.067919,0.091729,0.280181,94.900000,0.000000,0.000000,0.707499,0
stronger_prevention,11,95.190000,102.034999,102.261400,0.932915,0.067085,0.089381,0.273599,95.190000,0.000000,0.000000,0.708067,0
stronger_prevention,12,95.480000,102.261400,102.494315,0.933686,0.066314,0.087060,0.267086,95.480000,0.000000,0.000000,0.708621,0
stronger_prevention,13,95.770000,102.494315,102.733681,0.934393,0.065607,0.084764,0.260633,95.770000,0.000000,0.000000,0.709162,0
stronger_prevention,14,96.060000,102.733681,102.979446,0.935039,0.064961,0.082490,0.254235,96.060000,0.000000,0.000000,0.709691,0
stronger_prevention,15,96.350000,102.979446,103.231564,0.935624,0.064376,0.080237,0.247882,96.350000,0.000000,0.000000,0.710210,0
stronger_prevention,16,96.640000,103.231564,103.489996,0.936148,0.063852,0.078002,0.241568,96.640000,0.000000,0.000000,0.710719,0
stronger_prevention,17,96.930000,103.489996,103.754712,0.936612,0.063388,0.075783,0.235285,96.930000,0.000000,0.000000,0.711220,0
stronger_prevention,18,97.220000,103.754712,104.025687,0.937018,0.062982,0.073579,0.229025,97.220000,0.000000,0.000000,0.711714,0
stronger_prevention,19,97.510000,104.025687,104.302905,0.937365,0.062635,0.071387,0.222782,97.510000,0.000000,0.000000,0.712201,0
stronger_prevention,20,97.800000,104.302905,104.586358,0.937654,0.062346,0.069205,0.216547,97.800000,0.000000,0.000000,0.712683,0
stronger_prevention,21,98.090000,104.586358,104.876044,0.937885,0.062115,0.067031,0.210315,98.090000,0.000000,0.000000,0.713161,0
stronger_prevention,22,98.380000,104.876044,105.171967,0.938060,0.061940,0.064863,0.204076,98.380000,0.000000,0.000000,0.713636,0
stronger_prevention,23,98.670000,105.171967,105.474142,0.938178,0.061822,0.062699,0.197825,98.670000,0.000000,0.000000,0.714109,0
stronger_prevention,24,98.960000,105.474142,105.782589,0.938239,0.061761,0.060537,0.191554,98.960000,0.000000,0.000000,0.714581,0
stronger_prevention,25,99.250000,105.782589,106.097334,0.938245,0.061755,0.058376,0.185254,99.250000,0.000000,0.000000,0.715052,0
stronger_prevention,26,99.540000,106.097334,106.418414,0.938195,0.061805,0.056213,0.178920,99.540000,0.000000,0.000000,0.715525,0
stronger_prevention,27,99.830000,106.418414,106.745870,0.938090,0.061910,0.054046,0.172544,99.830000,0.000000,0.000000,0.715999,0
stronger_prevention,28,100.120000,106.745870,107.079752,0.937929,0.062071,0.051873,0.166118,100.120000,0.000000,0.000000,0.716477,0
stronger_prevention,29,100.410000,107.079752,107.420118,0.937712,0.062288,0.049693,0.159634,100.410000,0.000000,0.000000,0.716958,0
stronger_prevention,30,100.700000,107.420118,107.767032,0.937441,0.062559,0.047504,0.153086,100.700000,0.000000,0.000000,0.717444,0
stronger_prevention,31,100.990000,107.767032,108.120568,0.937114,0.062886,0.045303,0.146464,100.990000,0.000000,0.000000,0.717936,0
stronger_prevention,32,101.280000,108.120568,108.480806,0.936732,0.063268,0.043088,0.139762,101.280000,0.000000,0.000000,0.718435,0
stronger_prevention,33,101.570000,108.480806,108.847835,0.936295,0.063705,0.040859,0.132971,101.570000,0.000000,0.000000,0.718941,0
stronger_prevention,34,101.860000,108.847835,109.221751,0.935802,0.064198,0.038612,0.126084,101.860000,0.000000,0.000000,0.719457,0
stronger_prevention,35,102.150000,109.221751,109.602659,0.935253,0.064747,0.036346,0.119092,102.150000,0.000000,0.000000,0.719982,0
stronger_prevention,36,102.440000,109.602659,109.990673,0.934649,0.065351,0.034058,0.111986,102.440000,0.000000,0.000000,0.720519,0
stronger_prevention,37,102.730000,109.990673,110.385914,0.933988,0.066012,0.031748,0.104759,102.730000,0.000000,0.000000,0.721067,0
stronger_prevention,38,103.020000,110.385914,110.788513,0.933271,0.066729,0.029412,0.097401,103.020000,0.000000,0.000000,0.721628,0
stronger_prevention,39,103.310000,110.788513,111.198609,0.932497,0.067503,0.027050,0.089904,103.310000,0.000000,0.000000,0.722203,0
stronger_prevention,40,103.600000,111.198609,111.616351,0.931666,0.068334,0.024658,0.082258,103.600000,0.000000,0.000000,0.722793,0
stronger_prevention,41,103.890000,111.616351,112.041896,0.930778,0.069222,0.022235,0.074455,103.890000,0.000000,0.000000,0.723399,0
stronger_prevention,42,104.180000,112.041896,112.475413,0.929831,0.070169,0.019779,0.066483,104.180000,0.000000,0.000000,0.724022,0
stronger_prevention,43,104.470000,112.475413,112.917078,0.928825,0.071175,0.017288,0.058335,104.470000,0.000000,0.000000,0.724663,0
stronger_prevention,44,104.760000,112.917078,113.367079,0.927760,0.072240,0.014760,0.049999,104.760000,0.000000,0.000000,0.725324,0
stronger_prevention,45,105.050000,113.367079,113.825613,0.926636,0.073364,0.012192,0.041465,105.050000,0.000000,0.000000,0.726004,1
stronger_prevention,46,123.340000,113.825613,113.308280,1.083587,0.000000,0.019297,0.065895,113.308280,10.031720,10.031720,0.723534,1
stronger_prevention,47,124.432538,113.308280,112.601891,1.098177,0.000000,0.027642,0.093962,112.601891,11.830646,21.862367,0.720747,1
stronger_prevention,48,125.668989,112.601891,111.668484,1.116047,0.000000,0.037506,0.126698,111.668484,14.000505,35.862872,0.717572,1
stronger_prevention,49,127.079030,111.668484,110.462485,1.138003,0.000000,0.049236,0.164944,110.462485,16.616544,52.479416,0.713925,1
stronger_prevention,50,128.698353,110.462485,108.929234,1.165087,0.000000,0.063269,0.209664,108.929234,19.769119,72.248536,0.709699,1
stronger_prevention,51,130.569883,108.929234,107.003232,1.198667,0.000000,0.080155,0.261938,107.003232,23.566651,95.815187,0.704761,1
stronger_prevention,52,132.745215,107.003232,104.606085,1.240572,0.000000,0.100604,0.322948,104.606085,28.139130,123.954317,0.698943,1
stronger_prevention,53,135.286345,104.606085,101.644110,1.293293,0.000000,0.125534,0.393948,101.644110,33.642235,157.596552,0.692029,1
stronger_prevention,54,138.267724,101.644110,98.005566,1.360312,0.000000,0.156160,0.476184,98.005566,40.262159,197.858711,0.683739,1
stronger_prevention,55,141.778697,98.005566,93.557493,1.446639,0.000000,0.194125,0.570759,93.557493,48.221204,246.079914,0.673699,1
stronger_prevention,56,145.926393,93.557493,88.142208,1.559751,0.000000,0.241704,0.678395,88.142208,57.784185,303.864100,0.661399,1
stronger_prevention,57,150.839128,88.142208,81.573510,1.711316,0.000000,0.302165,0.799006,81.573510,69.265618,373.129718,0.646119,1
stronger_prevention,58,156.670377,81.573510,73.632865,1.920604,0.000000,0.380417,0.930958,73.632865,83.037512,456.167230,0.626788,1
stronger_prevention,59,163.603378,73.632865,64.066054,2.221880,0.000000,0.484276,1.069760,64.066054,99.537324,555.704554,0.601720,1
stronger_prevention,60,171.856364,64.066054,52.581387,2.682487,0.000000,0.627288,1.205636,52.581387,119.274977,674.979531,0.568019,1
stronger_prevention,61,181.688362,52.581387,38.851957,3.455374,0.000000,0.835995,1.318733,38.851957,142.836406,817.815937,0.520038,1
stronger_prevention,62,193.405275,38.851957,22.528113,4.978006,0.000000,1.174125,1.368512,22.528113,170.877162,988.693098,0.444260,1
stronger_prevention,63,207.365448,22.528113,3.279520,9.204741,0.000000,1.871528,1.264860,3.279520,204.085928,1192.779027,0.291998,1
stronger_prevention,64,223.982322,3.279520,0.000000,68.297293,0.000000,7.591798,0.746924,0.000000,223.982322,1416.761349,0.000000,1
stronger_prevention,65,242.190908,0.000000,0.500000,242.190908,0.000000,28.093025,0.000000,0.500000,241.690908,1658.452257,0.000000,1
stronger_prevention,66,261.816181,0.500000,0.000000,261.816181,0.000000,50.262401,0.753936,0.000000,261.816181,1920.268437,0.000000,0
stronger_prevention,67,265.051475,0.000000,0.500000,265.051475,0.000000,72.706776,0.000000,0.500000,264.551475,2184.819912,0.000000,0
stronger_prevention,68,286.505593,0.500000,0.000000,286.505593,0.000000,96.974751,1.454621,0.000000,286.505593,2471.325505,0.000000,0
stronger_prevention,69,309.716040,0.000000,0.500000,309.716040,0.000000,123.215615,0.000000,0.500000,309.216040,2780.541545,0.000000,0
stronger_prevention,70,334.743324,0.500000,0.000000,334.743324,0.000000,151.583797,2.273757,0.000000,334.743324,3115.284869,0.000000,0
stronger_prevention,71,361.812790,0.000000,0.500000,361.812790,0.000000,182.252884,0.000000,0.500000,361.312790,3476.597659,0.000000,0
stronger_prevention,72,391.007813,0.500000,0.000000,391.007813,0.000000,215.403549,3.231053,0.000000,391.007813,3867.605471,0.000000,0
stronger_prevention,73,422.578438,0.000000,0.500000,422.578438,0.000000,251.237716,0.000000,0.500000,422.078438,4289.683909,0.000000,0
stronger_prevention,74,456.634713,0.500000,0.000000,456.634713,0.000000,289.966666,4.349500,0.000000,456.634713,4746.318622,0.000000,0
stronger_prevention,75,493.455490,0.000000,0.500000,493.455490,0.000000,331.825383,0.000000,0.500000,492.955490,5239.274111,0.000000,0
stronger_prevention,76,533.181929,0.500000,0.000000,533.181929,0.000000,377.060847,5.655913,0.000000,533.181929,5772.456040,0.000000,0
stronger_prevention,77,576.126483,0.000000,0.500000,576.126483,0.000000,425.946598,0.000000,0.500000,575.626483,6348.082523,0.000000,0
stronger_prevention,78,622.466602,0.500000,0.000000,622.466602,0.000000,478.771259,7.181569,0.000000,622.466602,6970.549125,0.000000,0
stronger_prevention,79,672.553930,0.000000,0.500000,672.553930,0.000000,535.853343,0.000000,0.500000,672.053930,7642.603055,0.000000,0
stronger_prevention,80,726.608244,0.500000,0.000000,726.608244,0.000000,597.530044,8.962951,0.000000,726.608244,8369.211300,0.000000,0
stronger_prevention,81,785.026904,0.000000,0.500000,785.026904,0.000000,664.172331,0.000000,0.500000,784.526904,9153.738204,0.000000,0
stronger_prevention,82,848.079056,0.500000,0.000000,848.079056,0.000000,736.174051,11.042611,0.000000,848.079056,10001.817260,0.000000,0
stronger_prevention,83,916.215381,0.000000,0.500000,916.215381,0.000000,813.967358,0.000000,0.500000,915.715381,10917.532641,0.000000,0
stronger_prevention,84,989.762611,0.500000,0.000000,989.762611,0.000000,898.012180,13.470183,0.000000,989.762611,11907.295252,0.000000,0
stronger_prevention,85,1069.233620,0.000000,0.500000,1069.233620,0.000000,988.812038,0.000000,0.500000,1068.733620,12976.028872,0.000000,0
stronger_prevention,86,1155.022310,0.500000,0.000000,1155.022310,0.000000,1086.903934,16.303559,0.000000,1155.022310,14131.051182,0.000000,0
stronger_prevention,87,1247.714095,0.000000,0.500000,1247.714095,0.000000,1192.874632,0.000000,0.500000,1247.214095,15378.265277,0.000000,0
stronger_prevention,88,1347.781222,0.500000,0.000000,1347.781222,0.000000,1307.351036,19.610266,0.000000,1347.781222,16726.046499,0.000000,0
stronger_prevention,89,1455.893720,0.000000,0.500000,1455.893720,0.000000,1431.017002,0.000000,0.500000,1455.393720,18181.440219,0.000000,0
stronger_prevention,90,1572.615217,0.500000,0.000000,1572.615217,0.000000,1564.604296,23.469064,0.000000,1572.615217,19754.055436,0.000000,0
stronger_prevention,91,1698.714435,0.000000,0.500000,1698.714435,0.000000,1708.910023,0.000000,0.500000,1698.214435,21452.269871,0.000000,0
stronger_prevention,92,1834.861590,0.500000,0.000000,1834.861590,0.000000,1864.788258,27.971824,0.000000,1834.861590,23287.131461,0.000000,0
stronger_prevention,93,1981.940517,0.000000,0.500000,1981.940517,0.000000,2033.168202,0.000000,0.500000,1981.440517,25268.571978,0.000000,0
stronger_prevention,94,2140.745758,0.500000,0.000000,2140.745758,0.000000,2215.046591,33.225699,0.000000,2140.745758,27409.317736,0.000000,0
stronger_prevention,95,2312.295419,0.000000,0.500000,2312.295419,0.000000,2411.506702,0.000000,0.500000,2311.795419,29721.113155,0.000000,0
stronger_prevention,96,2497.529052,0.500000,0.000000,2497.529052,0.000000,2623.711671,39.355675,0.000000,2497.529052,32218.642207,0.000000,0
stronger_prevention,97,2697.621377,0.000000,0.500000,2697.621377,0.000000,2852.924488,0.000000,0.500000,2697.121377,34915.763584,0.000000,0
stronger_prevention,98,2913.681087,0.500000,0.000000,2913.681087,0.000000,3100.502380,46.507536,0.000000,2913.681087,37829.444670,0.000000,0
stronger_prevention,99,3147.065574,0.000000,0.500000,3147.065574,0.000000,3367.917954,0.000000,0.500000,3146.565574,40976.010244,0.000000,0
stronger_prevention,100,3399.080820,0.500000,0.000000,3399.080820,0.000000,3656.754824,54.851322,0.000000,3399.080820,44375.091064,0.000000,0
stronger_prevention,101,3671.297285,0.000000,0.500000,3671.297285,0.000000,3968.730093,0.000000,0.500000,3670.797285,48045.888349,0.000000,0
stronger_prevention,102,3965.251068,0.500000,0.000000,3965.251068,0.000000,4305.691434,64.585372,0.000000,3965.251068,52011.139417,0.000000,0
stronger_prevention,103,4282.761153,0.000000,0.500000,4282.761153,0.000000,4669.641132,0.000000,0.500000,4282.261153,56293.400570,0.000000,0
stronger_prevention,104,4625.632046,0.500000,0.000000,4625.632046,0.000000,5062.734856,75.941023,0.000000,4625.632046,60919.032615,0.000000,0
stronger_prevention,105,4995.972609,0.000000,0.500000,4995.972609,0.000000,5487.307528,0.000000,0.500000,4995.472609,65914.505225,0.000000,0
stronger_prevention,106,5395.900418,0.500000,0.000000,5395.900418,0.000000,5945.874063,89.188111,0.000000,5395.900418,71310.405643,0.000000,0
stronger_prevention,107,5827.862451,0.000000,0.500000,5827.862451,0.000000,6441.157371,0.000000,0.500000,5827.362451,77137.768094,0.000000,0
stronger_prevention,108,6294.341448,0.500000,0.000000,6294.341448,0.000000,6976.091395,104.641371,0.000000,6294.341448,83432.109542,0.000000,0
stronger_prevention,109,6798.178763,0.000000,0.500000,6798.178763,0.000000,7553.851589,0.000000,0.500000,6797.678763,90229.788305,0.000000,0
stronger_prevention,110,7342.283064,0.500000,0.000000,7342.283064,0.000000,8177.860650,122.667910,0.000000,7342.283064,97572.071369,0.000000,0
stronger_prevention,111,7929.955710,0.000000,0.500000,7929.955710,0.000000,8851.821885,0.000000,0.500000,7929.455710,105501.527079,0.000000,0
stronger_prevention,112,8564.602166,0.500000,0.000000,8564.602166,0.000000,9579.728069,143.695921,0.000000,8564.602166,114066.129245,0.000000,0
stronger_prevention,113,9250.060340,0.000000,0.500000,9250.060340,0.000000,10365.898198,0.000000,0.500000,9249.560340,123315.689585,0.000000,0
stronger_prevention,114,9990.315167,0.500000,0.000000,9990.315167,0.000000,11214.989987,168.224850,0.000000,9990.315167,133306.004752,0.000000,0
stronger_prevention,115,10789.830380,0.000000,0.500000,10789.830380,0.000000,12132.040570,0.000000,0.500000,10789.330380,144095.335132,0.000000,0
stronger_prevention,116,11653.266811,0.500000,0.000000,11653.266811,0.000000,13122.483249,196.837249,0.000000,11653.266811,155748.601942,0.000000,0
stronger_prevention,117,12585.818155,0.000000,0.500000,12585.818155,0.000000,14192.192792,0.000000,0.500000,12585.318155,168333.920098,0.000000,0
stronger_prevention,118,13592.933608,0.500000,0.000000,13592.933608,0.000000,15347.507148,230.212607,0.000000,13592.933608,181926.853705,0.000000,0
stronger_prevention,119,14680.658296,0.000000,0.500000,14680.658296,0.000000,16595.278104,0.000000,0.500000,14680.158296,196607.012002,0.000000,0
larger_surge,0,92.000000,100.000000,100.148400,0.920000,0.080000,0.117200,0.351600,92.000000,0.000000,0.000000,0.640240,0
larger_surge,1,92.335000,100.148400,100.304482,0.921982,0.078018,0.114469,0.343918,92.335000,0.000000,0.000000,0.640456,0
larger_surge,2,92.670000,100.304482,100.468045,0.923887,0.076113,0.111805,0.336437,92.670000,0.000000,0.000000,0.640650,0
larger_surge,3,93.005000,100.468045,100.638895,0.925717,0.074283,0.109206,0.329150,93.005000,0.000000,0.000000,0.640821,0
larger_surge,4,93.340000,100.638895,100.816849,0.927474,0.072526,0.106667,0.322046,93.340000,0.000000,0.000000,0.640971,0
larger_surge,5,93.675000,100.816849,101.001733,0.929160,0.070840,0.104188,0.315116,93.675000,0.000000,0.000000,0.641101,0
larger_surge,6,94.010000,101.001733,101.193380,0.930776,0.069224,0.101765,0.308353,94.010000,0.000000,0.000000,0.641212,0
larger_surge,7,94.345000,101.193380,101.391633,0.932324,0.067676,0.099396,0.301747,94.345000,0.000000,0.000000,0.641304,0
larger_surge,8,94.680000,101.391633,101.596342,0.933805,0.066195,0.097079,0.295291,94.680000,0.000000,0.000000,0.641378,0
larger_surge,9,95.015000,101.596342,101.807365,0.935221,0.064779,0.094812,0.288977,95.015000,0.000000,0.000000,0.641436,0
larger_surge,10,95.350000,101.807365,102.024568,0.936573,0.063427,0.092592,0.282797,95.350000,0.000000,0.000000,0.641477,0
larger_surge,11,95.685000,102.024568,102.247824,0.937862,0.062138,0.090417,0.276744,95.685000,0.000000,0.000000,0.641503,0
larger_surge,12,96.020000,102.247824,102.477014,0.939091,0.060909,0.088286,0.270810,96.020000,0.000000,0.000000,0.641514,0
larger_surge,13,96.355000,102.477014,102.712025,0.940260,0.059740,0.086195,0.264989,96.355000,0.000000,0.000000,0.641510,0
larger_surge,14,96.690000,102.712025,102.952751,0.941370,0.058630,0.084143,0.259274,96.690000,0.000000,0.000000,0.641494,0
larger_surge,15,97.025000,102.952751,103.199094,0.942423,0.057577,0.082127,0.253657,97.025000,0.000000,0.000000,0.641465,0
larger_surge,16,97.360000,103.199094,103.450961,0.943419,0.056581,0.080147,0.248133,97.360000,0.000000,0.000000,0.641424,0
larger_surge,17,97.695000,103.450961,103.708267,0.944360,0.055640,0.078200,0.242695,97.695000,0.000000,0.000000,0.641372,0
larger_surge,18,98.030000,103.708267,103.970930,0.945248,0.054752,0.076283,0.237336,98.030000,0.000000,0.000000,0.641309,0
larger_surge,19,98.365000,103.970930,104.238879,0.946082,0.053918,0.074396,0.232051,98.365000,0.000000,0.000000,0.641236,0
larger_surge,20,98.700000,104.238879,104.512046,0.946864,0.053136,0.072536,0.226833,98.700000,0.000000,0.000000,0.641153,0
larger_surge,21,99.035000,104.512046,104.790369,0.947594,0.052406,0.070702,0.221677,99.035000,0.000000,0.000000,0.641062,0
larger_surge,22,99.370000,104.790369,105.073793,0.948274,0.051726,0.068892,0.216576,99.370000,0.000000,0.000000,0.640963,0
larger_surge,23,99.705000,105.073793,105.362269,0.948905,0.051095,0.067103,0.211524,99.705000,0.000000,0.000000,0.640856,0
larger_surge,24,100.040000,105.362269,105.655752,0.949486,0.050514,0.065335,0.206517,100.040000,0.000000,0.000000,0.640742,0
larger_surge,25,100.375000,105.655752,105.954205,0.950019,0.049981,0.063586,0.201547,100.375000,0.000000,0.000000,0.640622,0
larger_surge,26,100.710000,105.954205,106.257595,0.950505,0.049495,0.061854,0.196610,100.710000,0.000000,0.000000,0.640496,0
larger_surge,27,101.045000,106.257595,106.565895,0.950944,0.049056,0.060137,0.191700,101.045000,0.000000,0.000000,0.640365,0
larger_surge,28,101.380000,106.565895,106.879084,0.951336,0.048664,0.058434,0.186811,101.380000,0.000000,0.000000,0.640228,0
larger_surge,29,101.715000,106.879084,107.197147,0.951683,0.048317,0.056742,0.181938,101.715000,0.000000,0.000000,0.640088,0
larger_surge,30,102.050000,107.197147,107.520072,0.951984,0.048016,0.055062,0.177075,102.050000,0.000000,0.000000,0.639944,0
larger_surge,31,102.385000,107.520072,107.847856,0.952241,0.047759,0.053390,0.172216,102.385000,0.000000,0.000000,0.639798,0
larger_surge,32,102.720000,107.847856,108.180499,0.952453,0.047547,0.051726,0.167357,102.720000,0.000000,0.000000,0.639648,0
larger_surge,33,103.055000,108.180499,108.518008,0.952621,0.047379,0.050068,0.162491,103.055000,0.000000,0.000000,0.639497,0
larger_surge,34,103.390000,108.518008,108.860394,0.952745,0.047255,0.048414,0.157614,103.390000,0.000000,0.000000,0.639344,0
larger_surge,35,103.725000,108.860394,109.207675,0.952826,0.047174,0.046763,0.152719,103.725000,0.000000,0.000000,0.639190,0
larger_surge,36,104.060000,109.207675,109.559874,0.952863,0.047137,0.045113,0.147801,104.060000,0.000000,0.000000,0.639035,0
larger_surge,37,104.395000,109.559874,109.917019,0.952858,0.047142,0.043463,0.142855,104.395000,0.000000,0.000000,0.638881,0
larger_surge,38,104.730000,109.917019,110.279145,0.952810,0.047190,0.041812,0.137874,104.730000,0.000000,0.000000,0.638727,0
larger_surge,39,105.065000,110.279145,110.646292,0.952719,0.047281,0.040157,0.132853,105.065000,0.000000,0.000000,0.638575,0
larger_surge,40,105.400000,110.646292,111.018505,0.952585,0.047415,0.038497,0.127787,105.400000,0.000000,0.000000,0.638424,0
larger_surge,41,105.735000,111.018505,111.395836,0.952409,0.047591,0.036831,0.122669,105.735000,0.000000,0.000000,0.638275,0
larger_surge,42,106.070000,111.395836,111.778342,0.952190,0.047810,0.035158,0.117494,106.070000,0.000000,0.000000,0.638129,0
