"scenario","time","demand","effective_capacity","backlog","pressure","burnout","attrition","served","unmet_need","access_gap"
"higher_demand_growth",86,4402.35114506861,0,57293.5344809845,4402.35114506861,4773.37284776613,0,0.5,4401.85114506861,5194.27435118096
"higher_demand_growth",87,4730.72775847876,0.5,61695.3856260531,4730.72775847876,5147.48769509696,83.2427183185148,0,4730.72775847876,5582.25875500494
"higher_demand_growth",88,5083.51085008425,0,66426.1133845319,5083.51085008425,5549.51455456766,0,0.5,5083.01085008425,5998.04280309942
"higher_demand_growth",89,5462.60407076255,0.5,71509.1242346162,5462.60407076255,5981.52797682482,96.6864648425945,0,5462.60407076255,6445.87280349981
"higher_demand_growth",90,5869.87993876929,0,76971.7283053787,5869.87993876929,6445.76432283963,0,0.5,5869.37993876929,6925.95832774776
"higher_demand_growth",91,6307.5232644303,0.5,82841.108244148,6307.5232644303,6944.61911763502,112.210103926674,0,6307.5232644303,7442.87745202775
"higher_demand_growth",92,6777.70865953184,0,89148.6315085783,6777.70865953184,7480.6735951116,0,0.5,6777.20865953184,7997.19621824757
"higher_demand_growth",93,7282.94552068626,0.5,95925.8401681101,7282.94552068626,8056.69383117181,130.134888006452,0,7282.94552068626,8593.87571440979
"higher_demand_growth",94,7825.75721344881,0,103208.785688796,7825.75721344881,8675.65920043014,0,0.5,7825.25721344881,9233.8935118696
"higher_demand_growth",95,8409.02785510371,0.5,111034.042902245,8409.02785510371,9340.76356357329,150.831688968857,0,8409.02785510371,9922.65286902238
"higher_demand_growth",96,9035.68343217962,0,119443.070757349,9035.68343217962,10055.4459312571,0,0.5,9035.18343217962,10661.6064499719
"higher_demand_growth",97,9709.04066058791,0.5,128478.254189529,9709.04066058791,10823.3940229924,174.728662187135,0,9709.04066058791,11456.6679794937
"higher_demand_growth",98,10432.4903351623,0,138187.294850116,10432.4903351623,11648.5774791423,0,0.5,10431.9903351623,12309.8385954915
"higher_demand_growth",99,11209.8485880093,0.5,148619.285185279,11209.8485880093,12535.2541576311,202.320094314179,0,11209.8485880093,13227.621333851
"higher_demand_growth",100,12045.0428148223,0,159829.133773288,12045.0428148223,13488.0062876119,0,0.5,12044.5428148223,14212.6505214903
"higher_demand_growth",101,12942.465701863,0.5,171873.67658811,12942.465701863,14511.7499268718,234.176617672953,0,12942.465701863,15272.1095281984
"higher_demand_growth",102,13906.6641270488,0,184816.142289973,13906.6641270488,15611.7745115302,0,0.5,13906.1641270488,16409.3636699176
"higher_demand_growth",103,14942.6963831979,0.5,198722.306417022,14942.6963831979,16793.7559623293,270.957002323517,0,14942.6963831979,17632.3817321735
"higher_demand_growth",104,16055.8245133618,0,213665.00280022,16055.8245133618,18063.8001549012,0,0.5,16055.3245133618,18945.3729257669
"higher_demand_growth",105,17251.8752240176,0.5,229720.327313582,17251.8752240176,19428.4602385369,313.421769488676,0,17251.8752240176,20357.2127643408
"higher_demand_growth",106,18536.9361850866,0,246972.2025376,18536.9361850866,20894.7846325784,0,0.5,18536.4361850866,21873.0846984021
"higher_demand_growth",107,19917.721203008,0.5,265508.638722686,19917.721203008,22470.3392083108,362.448907658496,0,19917.721203008,23502.9110195494
"higher_demand_growth",108,21401.2710978149,0,285426.359925694,21401.2710978149,24163.2605105664,0,0.5,21400.7710978149,25252.9998954216
"higher_demand_growth",109,22995.3237940555,0.5,306827.131023509,22995.3237940555,25982.2835538807,419.052016145631,0,22995.3237940555,27134.4820769855
"higher_demand_growth",110,24708.0204818807,0,329822.454817564,24708.0204818807,27936.8010763754,0,0.5,24707.5204818807,29154.9641686192
"higher_demand_growth",111,26548.2813854052,0.5,354529.975299445,26548.2813854052,30036.8978173353,484.401251026421,0,26548.2813854052,31326.9720347781
"higher_demand_growth",112,28525.5180239556,0,381078.25668485,28525.5180239556,32293.4167350947,0,0.5,28525.0180239556,33659.6112682676
"higher_demand_growth",113,30650.015534788,0.5,409603.274708806,30650.015534788,34718.0007671309,559.847506313819,0,30650.015534788,36167.0183310499
"higher_demand_growth",114,32932.6519767045,0,440253.290243594,32932.6519767045,37323.1670875879,0,0.5,32932.1519767045,38860.0293325113
"higher_demand_growth",115,35385.2882194875,0.5,473185.442220298,35385.2882194875,40122.3575056078,646.950330063964,0,35385.2882194875,41754.6400989953
"higher_demand_growth",116,38020.4953776239,0,508570.730439786,38020.4953776239,43130.0220042643,0,0.5,38019.9953776239,44863.6845455962
"higher_demand_growth",117,40851.9534351829,0.5,546590.72581741,40851.9534351829,46361.6791113623,747.510152300292,0,40851.9534351829,48205.3050535158
"higher_demand_growth",118,43894.1880653928,0,587442.679252593,43894.1880653928,49834.0101533528,0,0.5,43893.6880653928,51794.6419171635
"higher_demand_growth",119,47162.9793402074,0.5,631336.367317986,47162.9793402074,53564.9311389112,863.605490742433,0,47162.9793402074,55652.3156214448
"higher_demand_growth",120,50675.1093854388,0,678499.346658193,50675.1093854388,57573.6993828288,0,0,50675.1093854388,59796.6290748178
"stronger_prevention",1,92,100,0,0.92,0.12,0.3516,92,0,16.56
"stronger_prevention",2,92.58,100.1484,0,0.924428148627437,0.1172,0.3441749544,92.58,0,16.6644
"stronger_prevention",3,92.87,100.3042250456,0,0.925883231317322,0.11455498520196,0.336904534175904,92.87,0,16.7166
"stronger_prevention",4,93.16,100.467320511424,0,0.92726669255011,0.111960898298067,0.329779657084769,93.16,0,16.7688
"stronger_prevention",5,93.45,100.637540854339,0,0.928579923621719,0.10941523253732,0.322791480139792,93.45,0,16.821
"stronger_prevention",6,93.74,100.8147493742,0,0.929824262638993,0.106915529864081,0.315931383580801,93.74,0,16.8732
"stronger_prevention",7,94.03,100.998817990619,0,0.931000994573362,0.104459379056445,0.309190955491899,94.03,0,16.9254
"stronger_prevention",8,94.32,101.189627035127,0,0.932111351366656,0.102044413866513,0.302561977018234,94.32,0,16.9776
"stronger_prevention",9,94.61,101.387065058109,0,0.933156512083426,0.099668311164346,0.296036408136527,94.61,0,17.0298
"stronger_prevention",10,94.9,101.591028649972,0,0.934137603104446,0.0973287890872659,0.289606373936475,94.9,0,17.082
"stronger_prevention",11,95.19,101.801422276036,0,0.935055698356467,0.0950236051959215,0.283264151372401,95.19,0,17.1342
"stronger_prevention",12,95.48,102.018158124663,0,0.935911819573593,0.0927505546383978,0.277002156446612,95.48,0,17.1864
"stronger_prevention",13,95.77,102.241155968217,0,0.936706936586004,0.0905074683234735,0.270812931787833,95.77,0,17.2386
"stronger_prevention",14,96.06,102.470343036429,0,0.937441967632041,0.0882922111039837,0.26468913458985,96.06,0,17.2908
"stronger_prevention",15,96.35,102.705653901839,0,0.938117779689974,0.0861026799711051,0.258623524877063,96.35,0,17.343
"stronger_prevention",16,96.64,102.947030376962,0,0.938735188826066,0.0839368022602542,0.252608954065133,96.64,0,17.3952
"stronger_prevention",17,96.93,103.194421422897,0,0.939294960555816,0.0817925338691665,0.246638353786198,96.93,0,17.4474
"stronger_prevention",18,97.22,103.44778306911,0,0.939797810215518,0.0796678574886201,0.240704724949341,97.22,0,17.4996
"stronger_prevention",19,97.51,103.707078344161,0,0.940244403341539,0.0775607808461632,0.234801127008052,97.51,0,17.5518
"stronger_prevention",20,97.8,103.972277217153,0,0.940635356054943,0.0754693349631171,0.228920667407371,97.8,0,17.604
"stronger_prevention",21,98.09,104.243356549746,0,0.940971235449337,0.0733915724250401,0.223056491184265,98.09,0,17.6562
"stronger_prevention",22,98.38,104.520300058561,0,0.941252559980012,0.0713255656657669,0.217201770695488,98.38,0,17.7084
"stronger_prevention",23,98.67,104.803098287866,0,0.941479799852672,0.0692694052650673,0.211349695447847,98.67,0,17.7606
"stronger_prevention",24,98.96,105.091748592418,0,0.941653377410256,0.0672211982599108,0.20549346200631,98.96,0,17.8128
"stronger_prevention",25,99.25,105.386255130412,0,0.941773667516524,0.0651790664692698,0.199626263955844,99.25,0,17.865
"stronger_prevention",26,99.54,105.686628866456,0,0.941840997935295,0.0631411448323481,0.193741281893207,99.54,0,17.9172
"stronger_prevention",27,99.83,105.992887584563,0,0.941855649704364,0.0611055797600834,0.187831673425211,99.83,0,17.9694
"stronger_prevention",28,100.12,106.305055911138,0,0.941817857503337,0.0590705274997362,0.181890563150101,100.12,0,18.0216
"stronger_prevention",29,100.41,106.623165347987,0,0.941727810014743,0.057034152512353,0.175911032598821,100.41,0,18.0738
"stronger_prevention",30,100.7,106.947254315389,0,0.941585650277983,0.054994625862869,0.169886110112919,100.7,0,18.126
"stronger_prevention",31,100.99,107.277368205276,0,0.941391476035795,0.0529501236225984,0.163808760635751,100.99,0,18.1782
"stronger_prevention",32,101.28,107.61355944464,0,0.941145340073077,0.0508988252838512,0.15767187539351,101.28,0,18.2304
"stronger_prevention",33,101.57,107.955887569246,0,0.94084725054805,0.0488389121864089,0.151468261442299,101.57,0,18.2826
"stronger_prevention",34,101.86,108.304419307804,0,0.940497171315891,0.0467685659555907,0.145190631057175,101.86,0,18.3348
"stronger_prevention",35,102.15,108.659228676747,0,0.940095022245083,0.0446859669516469,0.138831590938632,102.15,0,18.387
"stronger_prevention",36,102.44,109.020397085808,0,0.939640679526887,0.0425892927302248,0.132383631211486,102.44,0,18.4392
"stronger_prevention",37,102.73,109.388013454597,0,0.939133975978452,0.0404767165136658,0.125839114190517,102.73,0,18.4914
"stronger_prevention",38,103.02,109.762174340406,0,0.93857470134022,0.0383464056729117,0.119190262886516,103.02,0,18.5436
"stronger_prevention",39,103.31,110.14298407752,0,0.937962602568397,0.0361965202198193,0.1124291492256,103.31,0,18.5958
"stronger_prevention",40,103.6,110.530554928294,0,0.937297384123418,0.0340252113097132,0.105547681953743,103.6,0,18.648
"stronger_prevention",41,103.89,110.92500724634,0,0.936578708255414,0.0318306197540329,0.0985375941974906,103.89,0,18.7002
"stronger_prevention",42,104.18,111.326469652143,0,0.935806195287848,0.0296108745429724,0.0913904306506986,104.18,0,18.7524
"stronger_prevention",43,104.47,111.735079221492,0,0.934979423900611,0.027364091378047,0.0840975343559403,104.47,0,18.8046
"stronger_prevention",44,104.76,112.150981687136,0,0.934097931413969,0.0250883712145684,0.0766500330478611,104.76,0,18.8568
"stronger_prevention",45,123.05,112.574331654088,0,1.0930555677479,0.0227817988140573,0.103652327543187,111.923112491954,11.1268875080458,33.2758875080458
"stronger_prevention",46,123.34,111.923112491954,11.1268875080458,1.10200652263728,0.0306915220726288,0.132165783470041,111.14925795768,12.1907420423205,34.3919420423205
"stronger_prevention",47,124.520151000644,111.14925795768,23.3176295503663,1.12029673691618,0.0393620764967979,0.165347745088334,110.146820908295,14.3733300923489,36.7869572724648
"stronger_prevention",48,125.785410364029,110.146820908295,37.6909596427152,1.14197948998233,0.0495872991346737,0.203734903825511,108.879227058896,16.9061833051335,39.5475571706588
"stronger_prevention",49,127.225276771417,108.879227058896,54.5971429478487,1.16849908112038,0.0616555557831715,0.24817270449368,107.29644938315,19.9288273882672,42.8293772071223
"stronger_prevention",50,128.867771435828,107.29644938315,74.5259703361159,1.20104413684415,0.0759779776784041,0.299571888320478,105.339745289562,23.5280261462662,46.7242250047152
"stronger_prevention",51,130.752077626889,105.339745289562,98.0539964823821,1.24124163455563,0.0930667293101572,0.358910214274122,102.939601841555,27.8124757853344,51.3478497581745
"stronger_prevention",52,132.924319718591,102.939601841555,125.866472267716,1.29128457212403,0.113572268247386,0.427193552795286,100.013936501056,32.9103832175345,56.8367607668808
"stronger_prevention",53,135.439317781417,100.013936501056,158.776855485251,1.35420444909682,0.138331456877929,0.505386928593553,96.4660114444263,38.973306336991,63.3523835376461
"stronger_prevention",54,138.36214843882,96.4660114444263,197.750161822242,1.43430982961838,0.168438835051159,0.594293827027631,92.1821039179593,46.1800445208608,71.0852312398484
"stronger_prevention",55,141.770012945779,92.1821039179593,243.930206343103,1.53793422931584,0.205355170568721,0.694351318224625,87.0289616969527,54.7410512488267,80.259653579067
"stronger_prevention",56,145.754416507448,87.0289616969527,298.671257591929,1.67478059792309,0.251079580060568,0.805285764446106,80.851130451457,64.9032860559912,91.1390810273319
"stronger_prevention",57,150.423700607354,80.851130451457,363.574543647921,1.86050213234395,0.30843593088403,0.925531864412178,73.4683415714551,76.9553590358992,104.031625145223
"stronger_prevention",58,155.905963491834,73.4683415714551,440.52990268382,2.12208360985255,0.381578612133266,1.05123437027402,64.6733450091432,91.2326184826904,119.29569191122
"stronger_prevention",59,162.352392214706,64.6733450091432,531.76252116651,2.51034475164,0.476955718970732,1.17447122338653,54.2309690652005,108.121423149505,137.344853748152
"stronger_prevention",60,169.941001693321,54.2309690652005,639.883944316015,3.13365231384682,0.605335022860132,1.27989773016601,41.8800680722224,128.060933621098,158.650313925896
"stronger_prevention",61,178.880715545281,41.8800680722224,767.944877937114,4.27126133693957,0.786695469537112,1.337757445546,27.3422458793706,151.538469665911,183.736998464061
"stronger_prevention",62,189.415590234969,27.3422458793706,919.483347603024,6.92757979979549,1.06475268317698,1.28666891803111,10.3482425257796,179.067347709189,213.162153951484
"stronger_prevention",63,201.828667808242,10.3482425257796,1098.55069531221,19.5036661834553,1.56859696615959,0.975241739400926,0,201.828667808242,238.157828013726
"stronger_prevention",64,216.444055624977,0,1300.37936312046,216.444055624977,3.1414085917533,0,0.5,215.944055624977,254.903985637473
"stronger_prevention",65,232.880349049636,0.5,1516.32341874543,232.880349049636,21.4541533198764,0.617459744836432,0,232.880349049636,274.798811878571
"stronger_prevention",66,232.445873499635,0,1749.20376779507,232.445873499635,41.1639829890955,0,0.5,231.945873499635,273.786130729569
"stronger_prevention",67,251.366301423606,0.5,1981.1496412947,251.366301423606,60.8368822365644,1.23177026786356,0,251.366301423606,296.612235679855
"stronger_prevention",68,270.211971303576,0,2232.51594271831,270.211971303576,82.1180178575709,0,0.5,269.711971303576,318.35012613822
"stronger_prevention",69,290.611275417465,0.5,2502.22791402189,290.611275417465,105.001035418375,1.94426990743289,0,290.611275417465,342.921304992608
"stronger_prevention",70,312.478233121751,0,2792.83918943935,312.478233121751,129.617993828859,0,0.5,311.978233121751,368.224315083666
"stronger_prevention",71,336.017135155148,0.5,3104.8174225611,336.017135155148,156.093643644208,2.76855150198594,0,336.017135155148,396.500219483075
"stronger_prevention",72,361.265393804888,0,3440.83455771625,361.265393804888,184.570100132396,0,0.5,360.765393804888,425.793164689768
"stronger_prevention",73,388.4367646173,0.5,3801.59995152114,388.4367646173,215.192658605811,3.72187175397423,0,388.4367646173,458.355382248414
"stronger_prevention",74,417.587996121691,0,4190.03671613844,417.587996121691,248.124783598282,0,0.5,417.087996121691,492.253835423595
"stronger_prevention",75,448.952937291075,0.5,4607.12471226013,448.952937291075,283.534763268626,4.8241614440755,0,448.952937291075,529.764466003468
"stronger_prevention",76,482.60997698081,0,5056.0776495512,482.60997698081,321.610762938367,0,0.5,482.10997698081,568.979772837356
"stronger_prevention",77,518.816211964096,0.5,5538.18762653201,518.816211964096,362.547610981736,6.09842983498026,0,518.816211964096,612.203130117633
"stronger_prevention",78,557.675010122561,0,6057.00383849611,557.675010122561,406.561988998684,0,0.5,557.175010122561,657.556511944622
"stronger_prevention",79,599.470307079689,0.5,6614.17884861867,599.470307079689,453.879364859102,7.57124011441313,0,599.470307079689,707.374962354033
"stronger_prevention",80,644.334307889494,0,7213.64915569836,644.334307889494,504.749340960875,0,0.5,643.834307889494,759.814483309602
"stronger_prevention",81,692.581932455869,0.5,7857.48346358785,692.581932455869,559.432757131482,9.27325832085346,0,692.581932455869,817.246680297925
"stronger_prevention",82,744.378677087028,0,8550.06539604372,744.378677087028,618.217221390231,0,0.5,743.878677087028,877.866838962693
"stronger_prevention",83,800.075231683498,0.5,9293.94407313075,800.075231683498,681.404408942628,11.2398870545359,0,800.075231683498,944.088773386527
"stronger_prevention",84,859.87552585046,0,10094.0193048142,859.87552585046,749.325803635726,0,0.5,859.37552585046,1014.15312050354
"stronger_prevention",85,924.17154438514,0.5,10953.3948306647,924.17154438514,822.330223333015,13.5119970690863,0,924.17154438514,1090.52242237446
"stronger_prevention",86,993.211586453177,0,11877.5663750498,993.211586453177,900.799804605752,0,0.5,992.711586453177,1171.48967201475
"stronger_prevention",87,1067.43531000399,0.5,12870.277961503,1067.43531000399,985.137789454272,16.1367718620692,0,1067.43531000399,1259.57366580471
"stronger_prevention",88,1147.14223692024,0,13937.713271507,1147.14223692024,1075.78479080461,0,0.5,1146.64223692024,1353.12783956589
"stronger_prevention",89,1232.82706172056,0.5,15084.3555084273,1232.82706172056,1173.20688094283,19.1686827178362,0,1232.82706172056,1454.73593283026
"stronger_prevention",90,1324.84844067418,0,16317.1825701478,1324.84844067418,1277.91218118908,0,0.5,1324.34844067418,1562.82115999553
"stronger_prevention",91,1423.76460561183,0.5,17641.531010822,1423.76460561183,1390.43929864638,22.6706143518508,0,1423.76460561183,1680.04223462195
"stronger_prevention",92,1530.00248086576,0,19065.2956164338,1530.00248086576,1511.37429012339,0,0.5,1529.50248086576,1804.9029274216
"stronger_prevention",93,1644.19364931471,0.5,20594.7980972996,1644.19364931471,1641.33950099698,26.7151644178309,0,1644.19364931471,1940.14850619135
"stronger_prevention",94,1766.84384778397,0,22238.9917466143,1766.84384778397,1781.01096118873,0,0.5,1766.34384778397,2084.37574038508
"stronger_prevention",95,1898.66933972914,0.5,24005.3355943982,1898.66933972914,1931.10768825037,31.3861437319101,0,1898.66933972914,2240.42982088039
"stronger_prevention",96,2040.26684755186,0,25904.0049341274,2040.26684755186,2092.40958212734,0,0.5,2039.76684755186,2407.01488011119
"stronger_prevention",97,2192.45039473019,0.5,27943.7717816792,2192.45039473019,2265.74726416925,36.7803082158198,0,2192.45039473019,2587.09146578163
"stronger_prevention",98,2355.92174253434,0,30136.2221764094,2355.92174253434,2452.02054772132,0,0.5,2355.42174253434,2779.48765619052
"stronger_prevention",99,2531.60777411276,0.5,32491.6439189438,2531.60777411276,2652.18889583674,43.0093583495448,0,2531.60777411276,2987.29717345305
"stronger_prevention",100,2720.3315135155,0,35023.2516930565,2720.3315135155,2867.29055663632,0,0.5,2719.8315135155,3209.49118594829
"stronger_prevention",101,2923.15013544452,0.5,37743.083206572,2923.15013544452,3098.43373528514,50.2022474519688,0,2923.15013544452,3449.31715982454
"stronger_prevention",102,3141.02665652576,0,40666.2333420166,3141.02665652576,3346.81649679792,0,0.5,3140.52665652576,3705.9114547004
"stronger_prevention",103,3375.16866736132,0.5,43806.7599985423,3375.16866736132,3613.71876260261,58.5078464899249,0,3375.16866736132,3982.69902748636
"stronger_prevention",104,3626.70079988339,0,47181.9286659036,3626.70079988339,3900.52309932832,0,0.5,3626.20079988339,4279.00694386239
"stronger_prevention",105,3897.00429327229,0.5,50808.129465787,3897.00429327229,4208.70766731841,68.0980204836984,0,3897.00429327229,4598.4650660613
"stronger_prevention",106,4187.39035726296,0,54705.1337590593,4187.39035726296,4539.86803224656,0,0.5,4186.89035726296,4940.6206215703
"stronger_prevention",107,4499.44070072475,0.5,58892.0241163223,4499.44070072475,4895.71121261391,79.1711800826327,0,4499.44070072475,5309.3400268552
"stronger_prevention",108,4834.68192930578,0,63391.464817047,4834.68192930578,5278.07867217551,0,0.5,4834.18192930578,5704.42467658082
"stronger_prevention",109,5194.92718536376,0.5,68225.6467463528,5194.92718536376,5688.9416361665,91.9563817038364,0,5194.92718536376,6130.01407872924
"stronger_prevention",110,5581.95173970822,0,73420.5739317166,5581.95173970822,6130.42544692242,0,0.5,5581.45173970822,6586.2030528557
"stronger_prevention",111,5997.83591453733,0.5,79002.0256714248,5997.83591453733,6604.80634479762,106.718060962999,0,5997.83591453733,7077.44637915404
"stronger_prevention",112,6444.64205371398,0,84999.8615859621,6444.64205371398,7114.5373975333,0,0.5,6444.14205371398,7604.1776233825
"stronger_prevention",113,6924.75892687697,0.5,91444.0036396761,6924.75892687697,7662.24697209899,123.761497213253,0,6924.75892687697,8171.21553371482
"stronger_prevention",114,7440.58029117409,0,98368.7625665531,7440.58029117409,8250.76648088353,0,0.5,7440.08029117409,8779.38474358542
"stronger_prevention",115,7994.85100532425,0.5,105808.842857727,7994.85100532425,8883.13080563333,143.439122116288,0,7994.85100532425,9433.92418628261
"stronger_prevention",116,8590.34742861817,0,113803.693863051,8590.34742861817,9562.60814108589,0,0.5,8589.84742861817,10136.1099657694
"stronger_prevention",117,9230.22550904411,0.5,122393.54129167,9230.22550904411,10292.7026725184,166.157802611808,0,9230.22550904411,10891.6661006721
"stronger_prevention",118,9917.70330333357,0,131623.766800714,9917.70330333357,11077.1868407872,0,0.5,9917.20330333357,11702.3898979336
"stronger_prevention",119,10656.4113440571,0.5,141540.970104047,10656.4113440571,11920.1066215705,192.387248787231,0,10656.4113440571,12574.5653859874
"stronger_prevention",120,11450.0776083238,0,152197.381448104,11450.0776083238,12825.8165858154,0,0,11450.0776083238,13511.0915778221
"larger_surge",1,92,100,0,0.92,0.12,0.3516,92,0,16.56
"larger_surge",2,92.67,100.1484,0,0.92532681500653,0.1172,0.3442694544,92.67,0,16.6806
"larger_surge",3,93.005,100.3041305456,0,0.927230010310675,0.114586438525229,0.337140705584817,93.005,0,16.7409
"larger_surge",4,93.34,100.466989840015,0,0.929061377758364,0.112039488886102,0.330204766416,93.34,0,16.8012
"larger_surge",5,93.675,100.636785073599,0,0.930822660237926,0.109556637107645,0.323452957932372,93.675,0,16.8615
"larger_surge",6,94.01,100.813332115667,0,0.932515551535772,0.107135430215972,0.31687689251008,94.01,0,16.9218
"larger_surge",7,94.345,100.996455223157,0,0.934141696275775,0.104773474519724,0.310468457852862,94.345,0,16.9821
"larger_surge",8,94.68,101.185986765304,0,0.935702689934781,0.102468433889376,0.304219801758187,94.68,0,17.0424
"larger_surge",9,95.015,101.381766963546,0,0.937200078927062,0.100218028037094,0.298123317608359,95.015,0,17.1027
"larger_surge",10,95.35,101.583643645937,0,0.938635360750947,0.098020030799541,0.292171630538897,95.35,0,17.163
"larger_surge",11,95.685,101.791472015398,0,0.940009984191262,0.0958722684258241,0.286357584239433,95.685,0,17.2233
"larger_surge",12,96.02,102.005114431159,0,0.941325349571583,0.0937726178725183,0.28067422834515,96.02,0,17.2836
"larger_surge",13,96.355,102.224440202814,0,0.942582809050665,0.0917190051075237,0.275114806379315,96.355,0,17.3439
"larger_surge",14,96.69,102.449325396434,0,0.943783666957802,0.089709403424297,0.269672744209818,96.69,0,17.4042
"larger_surge",15,97.025,102.679652652225,0,0.94492918016214,0.0877418317678201,0.264341638984855,97.025,0,17.4645
"larger_surge",16,97.36,102.91531101324,0,0.946020558471371,0.085814353073495,0.259115248514859,97.36,0,17.5248
"larger_surge",17,97.695,103.156195764725,0,0.947058965055471,0.083925072619993,0.253987481069741,97.695,0,17.5851
"larger_surge",18,98.03,103.402208283655,0,0.948045516891496,0.0820721363969345,0.248952385562173,98.03,0,17.6454
"larger_surge",19,98.365,103.653255898093,0,0.948981285225693,0.0802537294881368,0.244004142089308,98.365,0,17.7057
"larger_surge",20,98.7,103.909251756004,0,0.949867296049481,0.0784680744710361,0.239137052806788,98.7,0,17.766
"larger_surge",21,99.035,104.170114703197,0,0.950704530586071,0.0767134298327679,0.234345533110296,99.035,0,17.8263
"larger_surge",22,99.37,104.435769170087,0,0.951493925784791,0.0749880884032804,0.22962410310114,99.37,0,17.8866
"larger_surge",23,99.705,104.706145066985,0,0.95223637482035,0.0732903758057481,0.224967379313582,99.705,0,17.9469
"larger_surge",24,100.04,104.981177687672,0,0.952932727594538,0.0716186489244603,0.220370066682637,100.04,0,18.0072
"larger_surge",25,100.375,105.260807620989,0,0.953583791238031,0.0699712943902692,0.215826950732133,100.375,0,18.0675
"larger_surge",26,100.71,105.544980670257,0,0.954190330610202,0.0683467270836003,0.211332889963648,100.71,0,18.1278
"larger_surge",27,101.045,105.833647780294,0,0.954753068794959,0.0667433886549573,0.206882808427851,101.045,0,18.1881
"larger_surge",28,101.38,106.126764971866,0,0.955272687590882,0.0651597460627809,0.202471688460477,101.38,0,18.2484
"larger_surge",29,101.715,106.424293283405,0,0.955749827994023,0.0635942901284617,0.198094563565866,101.715,0,18.3087
"larger_surge",30,102.05,106.726198719839,0,0.95618509067193,0.0620455341082526,0.193746511431647,102.05,0,18.369
"larger_surge",31,102.385,107.032452208408,0,0.956579036427583,0.0605120122817701,0.189422647058666,102.385,0,18.4293
"larger_surge",32,102.72,107.343029561349,0,0.956932186652075,0.0589922785567355,0.185118115990793,102.72,0,18.4896
"larger_surge",33,103.055,107.657911445358,0,0.95724502376498,0.0574849050895581,0.180828087629668,103.055,0,18.5499
"larger_surge",34,103.39,107.977083357729,0,0.957517991641509,0.0559884809213324,0.176547748619844,103.39,0,18.6102
"larger_surge",35,103.725,108.300535609109,0,0.957751496025622,0.0545016106287852,0.172272296290132,103.725,0,18.6705
"larger_surge",36,104.06,108.628263312819,0,0.957945904928414,0.053022912989682,0.167996932137216,104.06,0,18.7308
"larger_surge",37,104.395,108.960266380681,0,0.958101549011165,0.0515510196621765,0.163716855337879,104.395,0,18.7911
"larger_surge",38,104.73,109.296549525343,0,0.958218721952566,0.0500845738775672,0.159427256276347,104.73,0,18.8514
"larger_surge",39,105.065,109.637122269067,0,0.958297680799698,0.0486222291459071,0.155123310073412,105.065,0,18.9117
"larger_surge",40,105.4,109.981998958994,0,0.958338646302454,0.0471626479738965,0.150800170104111,105.4,0,18.972
"larger_surge",41,105.735,110.33119878889,0,0.958341803231159,0.0457045005944824,0.146452961490769,105.735,0,19.0323
"larger_surge",42,106.07,110.684745827399,0,0.958307300677231,0.044246463707573,0.14207677455825,106.07,0,19.0926
"larger_surge",43,106.405,111.042669052841,0,0.958235252336795,0.0427872192312761,0.137666658238215,106.405,0,19.1529
"larger_surge",44,106.74,111.405002394602,0,0.958125736777253,0.0413254530630639,0.133217613409127,106.74,0,19.2132
"larger_surge",45,139.075,111.771784781193,0,1.24427645377817,0.0398598538502677,0.203279408986815,109.338183850326,29.7368161496742,54.7703161496742
"larger_surge",46,139.41,109.338183850326,29.7368161496742,1.27503489714846,0.0606233524214122,0.275536548761933,106.555465686596,32.8545343134036,57.9483343134036
"larger_surge",47,142.123945291974,106.555465686596,62.5913504630777,1.33380248846167,0.0840013186790316,0.359223611897685,103.139394114161,38.9845511778129,64.5668613303682
"larger_surge",48,145.087308037046,103.139394114161,101.575901640891,1.40671088174568,0.112374530198273,0.454674409258759,98.9899283126137,46.0973797244325,72.2130951711008
"larger_surge",49,148.541072131271,98.9899283126137,147.673281365323,1.500567529074,0.146944955146656,0.562737534013607,93.9720763967344,54.5689957345369,81.3063887181657
"larger_surge",50,152.563862509226,93.9720763967344,202.24227709986,1.62350209082458,0.189493195117946,0.6836211248354,87.9292766606498,64.634585848576,92.0960811002367
"larger_surge",51,157.264382167989,87.9292766606498,266.876862948436,1.78853264965351,0.242490872838035,0.816465930407457,80.6793001795084,76.5850819884804,104.892670778718
"larger_surge",52,162.770149035875,80.6793001795084,343.461944936916,2.01749579723321,0.309516148058584,0.958478051172445,72.0117372426994,90.7584117931755,120.057038619633
"larger_surge",53,169.231955594953,72.0117372426994,434.220356730092,2.35006072724777,0.396003290823407,1.10341810457883,61.6862973028951,107.545658292058,138.00741029915
"larger_surge",54,176.827628538407,61.6862973028951,541.76601502215,2.86656253122374,0.510758452639467,1.2388143274351,49.4333498519088,127.394278686499,159.223251823412
"larger_surge",55,185.766281201772,49.4333498519088,669.160293708649,3.75791407538203,0.669416267793486,1.34039363181398,34.9596630851085,150.806618116664,184.244548732982
"larger_surge",56,196.292823496692,34.9596630851085,819.966911825312,5.61483739184847,0.903838964200958,1.3593367291993,17.9670103147508,178.325813181941,213.658521411346
"larger_surge",57,208.692352946025,17.9670103147508,998.292725007253,11.6153076828085,1.29610014250808,1.18496096259153,0,208.692352946025,246.25697647631
"larger_surge",58,223.29341800058,0,1206.98507795328,223.29341800058,2.1984012955468,0,0.5,222.79341800058,262.986233240685
