scenario,time,demand,capacity,effective_capacity,pressure,slack,burnout,attrition,served,unmet_need,backlog,access_gap,trust,surge_active
higher_demand_growth,76,2753.90393,0.0,0.5,2753.90393,0.0,2910.66354,0.0,0.5,2753.40393,35422.221757,3249.106637,0.0,0
higher_demand_growth,77,2974.391242,0.5,0.0,2974.391242,0.0,3163.401796,47.451027,0.0,2974.391242,38396.612999,3509.781665,0.0,0
higher_demand_growth,78,3213.100597,0.0,0.5,3213.100597,0.0,3436.430347,0.0,0.5,3212.600597,41609.213596,3790.958705,0.0,0
higher_demand_growth,79,3470.718411,0.5,0.0,3470.718411,0.0,3731.356412,55.970346,0.0,3470.718411,45079.932007,4095.447725,0.0,0
higher_demand_growth,80,3749.226923,0.0,0.5,3749.226923,0.0,4049.9557,0.0,0.5,3748.726923,48828.65893,4423.587769,0.0,0
higher_demand_growth,81,4049.508906,0.5,0.0,4049.508906,0.0,4394.078957,65.911184,0.0,4049.508906,52878.167835,4778.420509,0.0,0
higher_demand_growth,82,4374.178461,0.0,0.5,4374.178461,0.0,4765.799126,0.0,0.5,4373.678461,57251.846297,5161.030584,0.0,0
higher_demand_growth,83,4724.596962,0.5,0.0,4724.596962,0.0,5167.304868,77.509573,0.0,4724.596962,61976.443259,5575.024415,0.0,0
higher_demand_growth,84,5103.418468,0.0,0.5,5103.418468,0.0,5601.010438,0.0,0.5,5102.918468,67079.361727,6021.533793,0.0,0
higher_demand_growth,85,5512.88664,0.5,0.0,5512.88664,0.0,6069.520802,91.042812,0.0,5512.88664,72592.248367,6505.206235,0.0,0
higher_demand_growth,86,5953.634813,0.0,0.5,5953.634813,0.0,6575.494761,0.0,0.5,5953.134813,78545.38318,7024.78908,0.0,0
higher_demand_growth,87,6430.840921,0.5,0.0,6430.840921,0.0,7122.03124,106.830469,0.0,6430.840921,84976.224102,7588.392287,0.0,0
higher_demand_growth,88,6946.302641,0.0,0.5,6946.302641,0.0,7712.381964,0.0,0.5,6945.802641,91922.026743,8196.137117,0.0,0
higher_demand_growth,89,7501.762322,0.5,0.0,7501.762322,0.0,8349.946761,125.249201,0.0,7501.762322,99423.789065,8852.07954,0.0,0
higher_demand_growth,90,8102.94062,0.0,0.5,8102.94062,0.0,9038.611714,0.0,0.5,8102.44062,107526.229686,9560.969932,0.0,0
higher_demand_growth,91,8751.851415,0.5,0.0,8751.851415,0.0,9782.434084,146.736511,0.0,8751.851415,116278.081101,10327.18467,0.0,0
higher_demand_growth,92,9452.367425,0.0,0.5,9452.367425,0.0,10585.800316,0.0,0.5,9451.867425,125729.948526,11153.293562,0.0,0
higher_demand_growth,93,10209.739101,0.5,0.0,10209.739101,0.0,11453.543139,171.803147,0.0,10209.739101,135939.687627,12047.49214,0.0,0
higher_demand_growth,94,11026.914592,0.0,0.5,11026.914592,0.0,12390.74588,0.0,0.5,11026.414592,146966.102219,13011.259218,0.0,0
higher_demand_growth,95,11909.839809,0.5,0.0,11909.839809,0.0,13402.997263,201.044959,0.0,11909.839809,158875.942028,14053.610975,0.0,0
higher_demand_growth,96,12863.171565,0.0,0.5,12863.171565,0.0,14496.281846,0.0,0.5,12862.671565,171738.613593,15178.042447,0.0,0
higher_demand_growth,97,13892.462248,0.5,0.0,13892.462248,0.0,15677.056137,235.155842,0.0,13892.462248,185631.075841,16393.105453,0.0,0
higher_demand_growth,98,15005.044401,0.0,0.5,15005.044401,0.0,16952.399912,0.0,0.5,15004.544401,200635.620243,17705.452394,0.0,0
higher_demand_growth,99,16205.456564,0.5,0.0,16205.456564,0.0,18329.77872,274.946681,0.0,16205.456564,216841.076807,19122.438746,0.0,0
higher_demand_growth,100,17503.200976,0.0,0.5,17503.200976,0.0,19817.465802,0.0,0.5,17502.700976,234343.777783,20653.277152,0.0,0
higher_demand_growth,101,18903.915028,0.5,0.0,18903.915028,0.0,21424.21358,321.363204,0.0,18903.915028,253247.692811,22306.619733,0.0,0
higher_demand_growth,102,20417.161171,0.0,0.5,20417.161171,0.0,23159.587279,0.0,0.5,20416.661171,273664.353982,24091.750182,0.0,0
higher_demand_growth,103,22050.888058,0.5,0.0,22050.888058,0.0,25033.827764,375.507416,0.0,22050.888058,295715.24204,26020.047909,0.0,0
higher_demand_growth,104,23815.245961,0.0,0.5,23815.245961,0.0,27058.038671,0.0,0.5,23814.745961,319529.988001,28101.490234,0.0,0
higher_demand_growth,105,25721.547476,0.5,0.0,25721.547476,0.0,29244.285206,438.664278,0.0,25721.547476,345251.535477,30351.426021,0.0,0
higher_demand_growth,106,27779.264659,0.0,0.5,27779.264659,0.0,31605.437702,0.0,0.5,27778.764659,373030.300136,32779.032298,0.0,0
higher_demand_growth,107,30002.900782,0.5,0.0,30002.900782,0.0,34155.599269,512.333989,0.0,30002.900782,403033.200918,35403.422923,0.0,0
higher_demand_growth,108,32403.026212,0.0,0.5,32403.026212,0.0,36909.771497,0.0,0.5,32402.526212,435435.727131,38235.070931,0.0,0
higher_demand_growth,109,34995.966027,0.5,0.0,34995.966027,0.0,39884.343609,598.265154,0.0,34995.966027,470431.693158,41295.239912,0.0,0
higher_demand_growth,110,37796.386115,0.0,0.5,37796.386115,0.0,43096.951429,0.0,0.5,37795.886115,508227.579273,44599.235615,0.0,0
higher_demand_growth,111,40820.867849,0.5,0.0,40820.867849,0.0,46566.640196,698.499603,0.0,40820.867849,549048.447122,48168.624062,0.0,0
higher_demand_growth,112,44086.670916,0.0,0.5,44086.670916,0.0,50313.922224,0.0,0.5,44086.170916,593134.618038,52021.771681,0.0,0
higher_demand_growth,113,47614.511505,0.5,0.0,47614.511505,0.0,54361.070702,815.416061,0.0,47614.511505,640749.129542,56185.123575,0.0,0
higher_demand_growth,114,51424.134404,0.0,0.5,51424.134404,0.0,58732.037126,0.0,0.5,51423.634404,692172.763947,60679.978597,0.0,0
higher_demand_growth,115,55538.654574,0.5,0.0,55538.654574,0.0,63452.737765,951.791066,0.0,55538.654574,747711.418521,65535.612397,0.0,0
higher_demand_growth,116,59982.890074,0.0,0.5,59982.890074,0.0,68551.198421,0.0,0.5,59982.390074,807693.808595,70779.310287,0.0,0
higher_demand_growth,117,64781.950747,0.5,0.0,64781.950747,0.0,74057.579235,1110.863689,0.0,64781.950747,872475.759342,76442.701882,0.0,0
higher_demand_growth,118,69965.093956,0.0,0.5,69965.093956,0.0,80004.527221,0.0,0.5,69964.593956,942440.353298,82558.310868,0.0,0
higher_demand_growth,119,75562.859228,0.5,0.0,75562.859228,0.0,86427.285256,1296.409279,0.0,75562.859228,1018003.212526,89164.173889,0.0,0
stronger_prevention,0,92.0,100.0,100.1484,0.92,0.08,0.1172,0.3516,92.0,0.0,0.0,14.72,0.696604,0
stronger_prevention,1,92.45982,100.1484,100.304351,0.923228,0.076772,0.114513,0.344049,92.45982,0.0,0.0,14.793571,0.69896,0
stronger_prevention,2,92.461172,100.304351,100.468002,0.921806,0.078194,0.111776,0.336349,92.461172,0.0,0.0,14.793788,0.699879,0
stronger_prevention,3,92.930016,100.468002,100.639019,0.924971,0.075029,0.10915,0.328983,92.930016,0.0,0.0,14.868803,0.700985,0
stronger_prevention,4,93.182246,100.639019,100.817306,0.925906,0.074094,0.106557,0.321713,93.182246,0.0,0.0,14.909159,0.704336,0
stronger_prevention,5,93.700067,100.817306,101.002495,0.929405,0.070595,0.104086,0.31481,93.700067,0.0,0.0,14.992011,0.711105,0
stronger_prevention,6,93.714636,101.002495,101.194759,0.927845,0.072155,0.101561,0.307736,93.714636,0.0,0.0,14.994342,0.70882,0
stronger_prevention,7,94.206232,101.194759,101.393775,0.93094,0.06906,0.099144,0.300984,94.206232,0.0,0.0,15.072997,0.708142,0
stronger_prevention,8,94.112811,101.393775,101.599844,0.928191,0.071809,0.09663,0.293931,94.112811,0.0,0.0,15.05805,0.715667,0
stronger_prevention,9,94.823958,101.599844,101.81243,0.933308,0.066692,0.094296,0.287414,94.823958,0.0,0.0,15.171833,0.714783,0
stronger_prevention,10,94.818147,101.81243,102.031759,0.931302,0.068698,0.091892,0.280671,94.818147,0.0,0.0,15.170904,0.716993,0
stronger_prevention,11,95.237505,102.031759,102.257617,0.93341,0.06659,0.089561,0.274142,95.237505,0.0,0.0,15.238001,0.719398,0
stronger_prevention,12,95.449535,102.257617,102.490017,0.933422,0.066578,0.087231,0.2676,95.449535,0.0,0.0,15.271926,0.712496,0
stronger_prevention,13,95.301882,102.490017,102.729356,0.929865,0.070135,0.084776,0.260661,95.301882,0.0,0.0,15.248301,0.716974,0
stronger_prevention,14,96.113858,102.729356,102.975033,0.935603,0.064397,0.082522,0.254323,96.113858,0.0,0.0,15.378217,0.708662,0
stronger_prevention,15,96.42933,102.975033,103.226974,0.936434,0.063566,0.080297,0.248058,96.42933,0.0,0.0,15.428693,0.71033,0
stronger_prevention,16,96.819076,103.226974,103.485037,0.937924,0.062076,0.078125,0.241937,96.819076,0.0,0.0,15.491052,0.710823,0
stronger_prevention,17,97.009411,103.485037,103.749295,0.937425,0.062575,0.075934,0.235742,97.009411,0.0,0.0,15.521506,0.707912,0
stronger_prevention,18,96.811369,103.749295,104.020235,0.933128,0.066872,0.073594,0.22906,96.811369,0.0,0.0,15.489819,0.707452,0
stronger_prevention,19,97.537028,104.020235,104.297385,0.937674,0.062326,0.071413,0.22285,97.537028,0.0,0.0,15.605924,0.706451,0
stronger_prevention,20,97.40203,104.297385,104.581181,0.933888,0.066112,0.069099,0.216204,97.40203,0.0,0.0,15.584325,0.704965,0
stronger_prevention,21,97.906647,104.581181,104.871397,0.936178,0.063822,0.066865,0.209784,97.906647,0.0,0.0,15.665064,0.708208,0
stronger_prevention,22,98.071352,104.871397,105.16817,0.935158,0.064842,0.064595,0.203226,98.071352,0.0,0.0,15.691416,0.704523,0
stronger_prevention,23,98.502981,105.16817,105.471367,0.936624,0.063376,0.062377,0.196803,98.502981,0.0,0.0,15.760477,0.705487,0
stronger_prevention,24,99.234162,105.471367,105.780546,0.940864,0.059136,0.060307,0.190821,99.234162,0.0,0.0,15.877466,0.70757,0
stronger_prevention,25,98.885096,105.780546,106.096406,0.934814,0.065186,0.058026,0.18414,98.885096,0.0,0.0,15.821615,0.703907,0
stronger_prevention,26,99.921193,106.096406,106.4182,0.941796,0.058204,0.055989,0.178206,99.921193,0.0,0.0,15.987391,0.704951,0
stronger_prevention,27,99.766809,106.4182,106.746437,0.937498,0.062502,0.053801,0.171763,99.766809,0.0,0.0,15.962689,0.707001,0
stronger_prevention,28,100.268348,106.746437,107.080946,0.939313,0.060687,0.051677,0.165491,100.268348,0.0,0.0,16.042936,0.714119,0
stronger_prevention,29,100.448294,107.080946,107.421901,0.938059,0.061941,0.049509,0.159045,100.448294,0.0,0.0,16.071727,0.711569,0
stronger_prevention,30,100.450577,107.421901,107.76967,0.935103,0.064897,0.047238,0.152231,100.450577,0.0,0.0,16.072092,0.715852,0
stronger_prevention,31,100.982131,107.76967,108.124073,0.937018,0.062982,0.045033,0.145597,100.982131,0.0,0.0,16.157141,0.716958,0
stronger_prevention,32,101.395397,108.124073,108.485062,0.937769,0.062231,0.042855,0.139011,101.395397,0.0,0.0,16.223263,0.713343,0
stronger_prevention,33,101.972565,108.485062,108.852425,0.939969,0.060031,0.040754,0.132637,101.972565,0.0,0.0,16.31561,0.712688,0
stronger_prevention,34,101.805689,108.852425,109.226737,0.935263,0.064737,0.038489,0.125687,101.805689,0.0,0.0,16.28891,0.712068,0
stronger_prevention,35,102.181932,109.226737,109.608015,0.935503,0.064497,0.036231,0.118722,102.181932,0.0,0.0,16.349109,0.711126,0
stronger_prevention,36,102.350723,109.608015,109.996499,0.933789,0.066211,0.033914,0.111517,102.350723,0.0,0.0,16.376116,0.714139,0
stronger_prevention,37,103.053889,109.996499,110.391877,0.936883,0.063117,0.031705,0.104622,103.053889,0.0,0.0,16.488622,0.717482,0
stronger_prevention,38,102.721421,110.391877,110.794933,0.930516,0.069484,0.029273,0.096944,102.721421,0.0,0.0,16.435427,0.716532,0
stronger_prevention,39,103.65647,110.794933,111.20513,0.93557,0.06443,0.027018,0.089803,103.65647,0.0,0.0,16.585035,0.716987,0
stronger_prevention,40,103.628795,111.20513,111.62295,0.931871,0.068129,0.024633,0.08218,103.628795,0.0,0.0,16.580607,0.716659,0
stronger_prevention,41,104.267392,111.62295,112.048185,0.934104,0.065896,0.022327,0.074765,104.267392,0.0,0.0,16.682783,0.715372,0
stronger_prevention,42,104.06329,112.048185,112.481518,0.928737,0.071263,0.019833,0.066666,104.06329,0.0,0.0,16.650126,0.720079,0
stronger_prevention,43,104.07318,112.481518,112.923423,0.925247,0.074753,0.017216,0.058095,104.07318,0.0,0.0,16.651709,0.718916,0
stronger_prevention,44,105.385822,112.923423,113.373014,0.93325,0.06675,0.01488,0.050409,105.385822,0.0,0.0,16.861732,0.719362,0
stronger_prevention,45,105.141282,113.373014,113.831048,0.927392,0.072608,0.012339,0.041966,105.141282,0.0,0.0,16.822605,0.712048,1
stronger_prevention,46,123.301582,113.831048,113.317709,1.083198,0.0,0.019411,0.066286,113.317709,9.983874,9.983874,29.712127,0.705512,1
stronger_prevention,47,124.24444,113.317709,112.631186,1.096426,0.0,0.027607,0.09385,112.631186,11.613254,21.597128,31.492364,0.699502,1
stronger_prevention,48,125.663615,112.631186,111.701429,1.115709,0.0,0.037442,0.126514,111.701429,13.962186,35.559313,34.068364,0.695082,1
stronger_prevention,49,127.296339,111.701429,110.476701,1.139612,0.0,0.049309,0.165237,110.476701,16.819638,52.378951,37.187052,0.682246,1
stronger_prevention,50,128.515858,110.476701,108.96336,1.163285,0.0,0.063188,0.209425,108.96336,19.552498,71.931449,40.115035,0.680795,1
stronger_prevention,51,130.628651,108.96336,107.035029,1.198831,0.0,0.080089,0.261803,107.035029,23.593622,95.525071,44.494206,0.681342,1
stronger_prevention,52,132.594803,107.035029,104.656705,1.238798,0.0,0.100387,0.322347,104.656705,27.938098,123.463169,49.153267,0.679416,1
stronger_prevention,53,135.368613,104.656705,101.692014,1.293454,0.0,0.12533,0.3935,101.692014,33.676599,157.139768,55.335577,0.667361,1
stronger_prevention,54,137.783283,101.692014,98.108502,1.354908,0.0,0.155497,0.474385,98.108502,39.674782,196.81455,61.720107,0.666627,1
stronger_prevention,55,141.967376,98.108502,93.653105,1.447045,0.0,0.193496,0.569509,93.653105,48.314271,245.12882,71.029051,0.656998,1
stronger_prevention,56,145.649974,93.653105,88.277181,1.555207,0.0,0.240689,0.676238,88.277181,57.372793,302.501613,80.676789,0.63748,1
stronger_prevention,57,150.632784,88.277181,81.745194,1.706362,0.0,0.30073,0.796427,81.745194,68.88759,371.389203,92.988835,0.622564,1
stronger_prevention,58,156.919435,81.745194,73.798579,1.919617,0.0,0.378897,0.92919,73.798579,83.120855,454.510059,108.227965,0.601804,1
stronger_prevention,59,163.434937,73.798579,64.267509,2.214608,0.0,0.482139,1.067434,64.267509,99.167427,553.677486,125.317017,0.576313,1
stronger_prevention,60,171.949624,64.267509,52.795133,2.67553,0.0,0.624559,1.204165,52.795133,119.154491,672.831977,146.666431,0.548881,1
stronger_prevention,61,181.977767,52.795133,39.058244,3.446866,0.0,0.832542,1.318625,39.058244,142.919523,815.7515,172.035966,0.501054,1
stronger_prevention,62,193.421655,39.058244,22.752747,4.952134,0.0,1.168474,1.369156,22.752747,170.668908,986.420407,201.616372,0.421733,1
stronger_prevention,63,207.008098,22.752747,3.559781,9.098158,0.0,1.856817,1.267431,3.559781,203.448317,1189.868724,236.569612,0.269902,1
stronger_prevention,64,223.950747,3.559781,0.0,62.911382,0.0,7.119285,0.760293,0.0,223.950747,1413.819471,259.782866,0.0,1
stronger_prevention,65,241.967484,0.0,0.5,241.967484,0.0,27.601521,0.0,0.5,241.467484,1655.286954,280.182281,0.0,1
stronger_prevention,66,261.82539,0.5,0.0,261.82539,0.0,49.771679,0.746575,0.0,261.82539,1917.112345,303.717453,0.0,0
stronger_prevention,67,264.655009,0.0,0.5,264.655009,0.0,72.182355,0.0,0.5,264.155009,2181.267354,306.49981,0.0,0
stronger_prevention,68,285.989395,0.5,0.0,285.989395,0.0,96.406453,1.446097,0.0,285.989395,2467.256749,331.747698,0.0,0
stronger_prevention,69,309.294756,0.0,0.5,309.294756,0.0,122.611507,0.0,0.5,308.794756,2776.051505,358.281917,0.0,0
stronger_prevention,70,334.132458,0.5,0.0,334.132458,0.0,150.927766,2.263916,0.0,334.132458,3110.183963,387.593651,0.0,0
stronger_prevention,71,361.78164,0.0,0.5,361.78164,0.0,181.594206,0.0,0.5,361.28164,3471.465603,419.166703,0.0,0
stronger_prevention,72,390.572064,0.5,0.0,390.572064,0.0,214.707831,3.220617,0.0,390.572064,3862.037667,453.063595,0.0,0
stronger_prevention,73,422.42005,0.0,0.5,422.42005,0.0,250.528536,0.0,0.5,421.92005,4283.957717,489.507258,0.0,0
stronger_prevention,74,456.304447,0.5,0.0,456.304447,0.0,289.229414,4.338441,0.0,456.304447,4740.262165,529.313159,0.0,0
stronger_prevention,75,493.012041,0.0,0.5,493.012041,0.0,331.050437,0.0,0.5,492.512041,5232.774206,571.393968,0.0,0
stronger_prevention,76,532.833197,0.5,0.0,532.833197,0.0,376.256259,5.643844,0.0,532.833197,5765.607403,618.086509,0.0,0
stronger_prevention,77,575.575382,0.0,0.5,575.575382,0.0,425.095166,0.0,0.5,575.075382,6340.682785,667.167443,0.0,0
stronger_prevention,78,621.996947,0.5,0.0,621.996947,0.0,477.879907,7.168199,0.0,621.996947,6962.679732,721.516458,0.0,0
stronger_prevention,79,671.754453,0.0,0.5,671.754453,0.0,534.894035,0.0,0.5,671.254453,7633.934185,778.735166,0.0,0
stronger_prevention,80,725.57015,0.5,0.0,725.57015,0.0,596.482498,8.947237,0.0,725.57015,8359.504335,841.661374,0.0,0
stronger_prevention,81,784.552289,0.0,0.5,784.552289,0.0,663.084443,0.0,0.5,784.052289,9143.556624,909.580656,0.0,0
stronger_prevention,82,847.594767,0.5,0.0,847.594767,0.0,735.044998,11.025675,0.0,847.594767,9991.151392,983.20993,0.0,0
stronger_prevention,83,915.320835,0.0,0.5,915.320835,0.0,812.762269,0.0,0.5,914.820835,10905.972227,1061.272169,0.0,0
stronger_prevention,84,988.718083,0.5,0.0,988.718083,0.0,896.718306,13.450775,0.0,988.718083,11894.690309,1146.912976,0.0,0
stronger_prevention,85,1068.235213,0.0,0.5,1068.235213,0.0,987.433299,0.0,0.5,1067.735213,12962.425523,1238.652847,0.0,0
stronger_prevention,86,1153.745405,0.5,0.0,1153.745405,0.0,1085.416658,16.28125,0.0,1153.745405,14116.170928,1338.34467,0.0,0
stronger_prevention,87,1246.457488,0.0,0.5,1246.457488,0.0,1191.280545,0.0,0.5,1245.957488,15362.128416,1445.390686,0.0,0
stronger_prevention,88,1346.747619,0.5,0.0,1346.747619,0.0,1305.669093,19.585036,0.0,1346.747619,16708.876035,1562.227238,0.0,0
stronger_prevention,89,1454.216327,0.0,0.5,1454.216327,0.0,1429.19248,0.0,0.5,1453.716327,18162.592362,1686.390939,0.0,0
stronger_prevention,90,1571.307724,0.5,0.0,1571.307724,0.0,1562.668637,23.44003,0.0,1571.307724,19733.900086,1822.71696,0.0,0
stronger_prevention,91,1697.259448,0.0,0.5,1697.259448,0.0,1706.85069,0.0,0.5,1696.759448,21430.659534,1968.320959,0.0,0
stronger_prevention,92,1833.384603,0.5,0.0,1833.384603,0.0,1862.603381,27.939051,0.0,1833.384603,23264.044137,2126.726139,0.0,0
stronger_prevention,93,1979.963865,0.0,0.5,1979.963865,0.0,2030.81531,0.0,0.5,1979.463865,25243.508002,2296.258084,0.0,0
stronger_prevention,94,2138.987259,0.5,0.0,2138.987259,0.0,2212.544227,33.188163,0.0,2138.987259,27382.495262,2481.225221,0.0,0
stronger_prevention,95,2309.970057,0.0,0.5,2309.970057,0.0,2408.806682,0.0,0.5,2309.470057,29691.965319,2679.065267,0.0,0
stronger_prevention,96,2494.826677,0.5,0.0,2494.826677,0.0,2620.781949,39.311729,0.0,2494.826677,32186.791996,2893.998946,0.0,0
stronger_prevention,97,2694.870219,0.0,0.5,2694.870219,0.0,2849.760918,0.0,0.5,2694.370219,34881.162216,3125.549454,0.0,0
stronger_prevention,98,2911.104894,0.5,0.0,2911.104894,0.0,3097.119834,46.456798,0.0,2911.104894,37792.267109,3376.881677,0.0,0
stronger_prevention,99,3143.900029,0.0,0.5,3143.900029,0.0,3364.266336,0.0,0.5,3143.400029,40935.667138,3646.424033,0.0,0
stronger_prevention,100,3396.299521,0.5,0.0,3396.299521,0.0,3652.866796,54.793002,0.0,3396.299521,44331.966658,3939.707444,0.0,0
stronger_prevention,101,3667.89147,0.0,0.5,3667.89147,0.0,3964.55257,0.0,0.5,3667.39147,47999.358128,4254.254105,0.0,0
stronger_prevention,102,3961.593256,0.5,0.0,3961.593256,0.0,4301.202997,64.518045,0.0,3961.593256,51960.951384,4595.448177,0.0,0
stronger_prevention,103,4279.007681,0.0,0.5,4279.007681,0.0,4664.83365,0.0,0.5,4278.507681,56239.459065,4963.14891,0.0,0
stronger_prevention,104,4621.357824,0.5,0.0,4621.357824,0.0,5057.564065,75.863461,0.0,4621.357824,60860.816889,5360.775076,0.0,0
stronger_prevention,105,4991.221459,0.0,0.5,4991.221459,0.0,5481.732889,0.0,0.5,4990.721459,65851.538348,5789.316892,0.0,0
stronger_prevention,106,5390.875927,0.5,0.0,5390.875927,0.0,5939.872343,89.098085,0.0,5390.875927,71242.414275,6253.416076,0.0,0
stronger_prevention,107,5822.569077,0.0,0.5,5822.569077,0.0,6434.705715,0.0,0.5,5822.069077,77064.483352,6753.68013,0.0,0
stronger_prevention,108,6288.197004,0.5,0.0,6288.197004,0.0,6969.11746,104.536762,0.0,6288.197004,83352.680357,7294.308525,0.0,0
stronger_prevention,109,6792.175986,0.0,0.5,6792.175986,0.0,7546.367419,0.0,0.5,6791.675986,90144.356343,7878.424144,0.0,0
stronger_prevention,110,7335.287957,0.5,0.0,7335.287957,0.0,8169.781895,122.546728,0.0,7335.287957,97479.6443,8508.93403,0.0,0
stronger_prevention,111,7922.562023,0.0,0.5,7922.562023,0.0,8843.114667,0.0,0.5,7922.062023,105401.706323,9189.671947,0.0,0
stronger_prevention,112,8556.503552,0.5,0.0,8556.503552,0.0,9570.332469,143.554987,0.0,8556.503552,113958.209876,9925.544121,0.0,0
stronger_prevention,113,9241.082344,0.0,0.5,9241.082344,0.0,10355.739468,0.0,0.5,9240.582344,123198.79222,10719.155519,0.0,0
stronger_prevention,114,9981.275855,0.5,0.0,9981.275855,0.0,11204.062916,168.060944,0.0,9981.275855,133180.068075,11578.279992,0.0,0
stronger_prevention,115,10779.701815,0.0,0.5,10779.701815,0.0,12120.25257,0.0,0.5,10779.201815,143959.269889,12503.954105,0.0,0
stronger_prevention,116,11642.109456,0.5,0.0,11642.109456,0.0,13109.746874,196.646203,0.0,11642.109456,155601.379345,13504.846968,0.0,0
stronger_prevention,117,12574.006572,0.0,0.5,12574.006572,0.0,14178.452432,0.0,0.5,12573.506572,168174.885916,14585.347623,0.0,0
stronger_prevention,118,13580.310572,0.5,0.0,13580.310572,0.0,15332.693831,229.990407,0.0,13580.310572,181755.196488,15753.160263,0.0,0
stronger_prevention,119,14667.450314,0.0,0.5,14667.450314,0.0,16579.342108,0.0,0.5,14666.950314,196422.146802,17013.742364,0.0,0
larger_surge,0,92.0,100.0,100.1484,0.92,0.08,0.1172,0.3516,92.0,0.0,0.0,16.56,0.639606,0
larger_surge,1,92.621557,100.1484,100.304181,0.924843,0.075157,0.11457,0.344219,92.621557,0.0,0.0,16.67188,0.642955,0
larger_surge,2,92.781884,100.304181,100.467326,0.925005,0.074995,0.111945,0.336856,92.781884,0.0,0.0,16.700739,0.64367,0
larger_surge,3,93.021351,100.467326,100.637741,0.925887,0.074113,0.109351,0.329585,93.021351,0.0,0.0,16.743843,0.643417,0
larger_surge,4,93.462296,100.637741,100.815131,0.9287,0.0713,0.106855,0.32261,93.462296,0.0,0.0,16.823213,0.641084,0
larger_surge,5,94.05743,100.815131,100.999047,0.932969,0.067031,0.104509,0.316083,94.05743,0.0,0.0,16.930337,0.646629,0
larger_surge,6,94.087998,100.999047,101.189644,0.931573,0.068427,0.102114,0.309403,94.087998,0.0,0.0,16.93584,0.65144,0
larger_surge,7,94.678914,101.189644,101.386493,0.935658,0.064342,0.099862,0.303151,94.678914,0.0,0.0,17.042205,0.651267,0
larger_surge,8,94.508457,101.386493,101.589975,0.93216,0.06784,0.097488,0.296519,94.508457,0.0,0.0,17.011522,0.655036,0
larger_surge,9,94.690702,101.589975,101.800105,0.932087,0.067913,0.095111,0.289869,94.690702,0.0,0.0,17.044326,0.658781,0
larger_surge,10,95.466172,101.800105,102.016287,0.937781,0.062219,0.092933,0.283818,95.466172,0.0,0.0,17.183911,0.656034,0
larger_surge,11,95.14615,102.016287,102.23908,0.932656,0.067344,0.090576,0.277207,95.14615,0.0,0.0,17.126307,0.657552,0
larger_surge,12,96.188151,102.23908,102.46762,0.940816,0.059184,0.088505,0.271459,96.188151,0.0,0.0,17.313867,0.659153,0
larger_surge,13,95.721857,102.46762,102.702637,0.934167,0.065833,0.086201,0.264983,95.721857,0.0,0.0,17.229934,0.660666,0
larger_surge,14,96.750264,102.702637,102.943296,0.942043,0.057957,0.084172,0.259341,96.750264,0.0,0.0,17.415048,0.660668,0
larger_surge,15,96.806704,102.943296,103.189791,0.940389,0.059611,0.082086,0.253505,96.806704,0.0,0.0,17.425207,0.654468,0
larger_surge,16,97.693726,103.189791,103.44145,0.946738,0.053262,0.080222,0.248341,97.693726,0.0,0.0,17.584871,0.654232,0
larger_surge,17,97.327548,103.44145,103.698922,0.940895,0.059105,0.078153,0.242527,97.327548,0.0,0.0,17.518959,0.658595,0
larger_surge,18,97.730171,103.698922,103.962059,0.942442,0.057558,0.076138,0.236864,97.730171,0.0,0.0,17.591431,0.660688,0
larger_surge,19,98.03147,103.962059,104.230821,0.942954,0.057046,0.074142,0.231238,98.03147,0.0,0.0,17.645665,0.659481,0
larger_surge,20,98.651469,104.230821,104.504844,0.946471,0.053529,0.072268,0.225977,98.651469,0.0,0.0,17.757264,0.666834,0
larger_surge,21,98.73869,104.504844,104.784327,0.944824,0.055176,0.070337,0.220517,98.73869,0.0,0.0,17.772964,0.663439,0
larger_surge,22,99.652044,104.784327,105.068609,0.951021,0.048979,0.068623,0.215718,99.652044,0.0,0.0,17.937368,0.66799,0
larger_surge,23,99.736194,105.068609,105.357905,0.949248,0.050752,0.066846,0.210704,99.736194,0.0,0.0,17.952515,0.665495,0
larger_surge,24,99.894071,105.357905,105.652358,0.94814,0.05186,0.065031,0.205547,99.894071,0.0,0.0,17.980933,0.658869,0
larger_surge,25,100.618052,105.652358,105.951522,0.95235,0.04765,0.063364,0.200836,100.618052,0.0,0.0,18.111249,0.661458,0
larger_surge,26,100.926126,105.951522,106.255395,0.952569,0.047431,0.061704,0.196128,100.926126,0.0,0.0,18.166703,0.664682,0
larger_surge,27,101.172184,106.255395,106.564042,0.95216,0.04784,0.060029,0.191353,101.172184,0.0,0.0,18.210993,0.66861,0
larger_surge,28,101.148372,106.564042,106.87782,0.949179,0.050821,0.05825,0.186222,101.148372,0.0,0.0,18.206707,0.676281,0
larger_surge,29,101.804619,106.87782,107.196377,0.952533,0.047467,0.056589,0.181443,101.804619,0.0,0.0,18.324831,0.673489,0
larger_surge,30,101.7958,107.196377,107.520063,0.94962,0.05038,0.054826,0.176314,101.7958,0.0,0.0,18.323244,0.672563,0
larger_surge,31,102.590361,107.520063,107.848393,0.954151,0.045849,0.053221,0.17167,102.590361,0.0,0.0,18.466265,0.674678,0
larger_surge,32,103.038227,107.848393,108.18125,0.955399,0.044601,0.05166,0.167143,103.038227,0.0,0.0,18.546881,0.683655,0
