scenario,time,active_load,concentration,decay_loss,flow_loss,exposure_weight,exposure,cumulative_exposure,intervention_active
restoration_investment,77,3.15,0.72804,0.025935,0.018525,1.0,0.72804,229.094033,1
restoration_investment,78,3.15,0.715858,0.025481,0.018201,1.0,0.715858,229.809891,1
restoration_investment,79,3.15,0.704407,0.025055,0.017896,1.0,0.704407,230.514298,1
restoration_investment,80,3.15,0.693642,0.024654,0.01761,1.0,0.693642,231.20794,1
restoration_investment,81,3.15,0.683524,0.024277,0.017341,1.0,0.683524,231.891464,1
restoration_investment,82,3.15,0.674012,0.023923,0.017088,1.0,0.674012,232.565476,1
restoration_investment,83,3.15,0.665071,0.02359,0.01685,1.0,0.665071,233.230547,1
restoration_investment,84,3.15,0.656667,0.023278,0.016627,1.0,0.656667,233.887214,1
restoration_investment,85,3.15,0.648767,0.022983,0.016417,1.0,0.648767,234.535982,1
restoration_investment,86,3.15,0.641341,0.022707,0.016219,1.0,0.641341,235.177323,1
restoration_investment,87,3.15,0.634361,0.022447,0.016034,1.0,0.634361,235.811683,1
restoration_investment,88,3.15,0.627799,0.022203,0.015859,1.0,0.627799,236.439482,1
restoration_investment,89,3.15,0.621631,0.021973,0.015695,1.0,0.621631,237.061113,1
restoration_investment,90,3.15,0.615833,0.021757,0.015541,1.0,0.615833,237.676947,1
restoration_investment,91,3.15,0.610383,0.021554,0.015396,1.0,0.610383,238.28733,1
restoration_investment,92,3.15,0.60526,0.021363,0.01526,1.0,0.60526,238.89259,1
restoration_investment,93,3.15,0.600445,0.021184,0.015132,1.0,0.600445,239.493035,1
restoration_investment,94,3.15,0.595918,0.021016,0.015011,1.0,0.595918,240.088953,1
restoration_investment,95,3.15,0.591663,0.020857,0.014898,1.0,0.591663,240.680615,1
restoration_investment,96,3.15,0.587663,0.020708,0.014792,1.0,0.587663,241.268278,1
restoration_investment,97,3.15,0.583903,0.020568,0.014692,1.0,0.583903,241.852182,1
restoration_investment,98,3.15,0.580369,0.020437,0.014598,1.0,0.580369,242.432551,1
restoration_investment,99,3.15,0.577047,0.020313,0.014509,1.0,0.577047,243.009598,1
restoration_investment,100,3.15,0.573924,0.020197,0.014426,1.0,0.573924,243.583522,1
restoration_investment,101,3.15,0.570989,0.020087,0.014348,1.0,0.570989,244.154511,1
restoration_investment,102,3.15,0.568229,0.019985,0.014275,1.0,0.568229,244.72274,1
restoration_investment,103,3.15,0.565636,0.019888,0.014206,1.0,0.565636,245.288376,1
restoration_investment,104,3.15,0.563197,0.019797,0.014141,1.0,0.563197,245.851573,1
restoration_investment,105,3.15,0.560906,0.019712,0.01408,1.0,0.560906,246.412479,1
restoration_investment,106,3.15,0.558751,0.019632,0.014023,1.0,0.558751,246.97123,1
restoration_investment,107,3.15,0.556726,0.019556,0.013969,1.0,0.556726,247.527956,1
restoration_investment,108,3.15,0.554823,0.019485,0.013918,1.0,0.554823,248.082779,1
restoration_investment,109,3.15,0.553033,0.019419,0.013871,1.0,0.553033,248.635812,1
restoration_investment,110,3.15,0.551351,0.019356,0.013826,1.0,0.551351,249.187163,1
restoration_investment,111,3.15,0.54977,0.019297,0.013784,1.0,0.54977,249.736934,1
restoration_investment,112,3.15,0.548284,0.019242,0.013744,1.0,0.548284,250.285218,1
restoration_investment,113,3.15,0.546887,0.01919,0.013707,1.0,0.546887,250.832104,1
restoration_investment,114,3.15,0.545574,0.019141,0.013672,1.0,0.545574,251.377678,1
restoration_investment,115,3.15,0.544339,0.019095,0.013639,1.0,0.544339,251.922018,1
restoration_investment,116,3.15,0.543179,0.019052,0.013608,1.0,0.543179,252.465196,1
restoration_investment,117,3.15,0.542088,0.019011,0.013579,1.0,0.542088,253.007285,1
restoration_investment,118,3.15,0.541063,0.018973,0.013552,1.0,0.541063,253.548348,1
restoration_investment,119,3.15,0.540099,0.018937,0.013527,1.0,0.540099,254.088447,1
restoration_investment,120,3.15,0.539193,0.018903,0.013502,1.0,0.539193,254.62764,1
larger_disturbance,1,4.2,11.322,0.42,0.3,1.0,11.322,11.322,0
larger_disturbance,2,4.2,10.68468,0.39627,0.28305,1.0,10.68468,22.00668,0
larger_disturbance,3,4.2,10.085599,0.373964,0.267117,1.0,10.085599,32.092279,0
larger_disturbance,4,4.2,9.522463,0.352996,0.25214,1.0,9.522463,41.614742,0
larger_disturbance,5,4.2,8.993115,0.333286,0.238062,1.0,8.993115,50.607858,0
larger_disturbance,6,4.2,8.495529,0.314759,0.224828,1.0,8.495529,59.103386,0
larger_disturbance,7,4.2,8.027797,0.297343,0.212388,1.0,8.027797,67.131183,0
larger_disturbance,8,4.2,7.588129,0.280973,0.200695,1.0,7.588129,74.719312,0
larger_disturbance,9,4.2,7.174841,0.265585,0.189703,1.0,7.174841,81.894154,0
larger_disturbance,10,4.2,6.786351,0.251119,0.179371,1.0,6.786351,88.680504,0
larger_disturbance,11,4.2,6.42117,0.237522,0.169659,1.0,6.42117,95.101674,0
larger_disturbance,12,4.2,6.0779,0.224741,0.160529,1.0,6.0779,101.179574,0
larger_disturbance,13,4.2,5.755226,0.212726,0.151947,1.0,5.755226,106.934799,0
larger_disturbance,14,4.2,5.451912,0.201433,0.143881,1.0,5.451912,112.386711,0
larger_disturbance,15,4.2,5.166797,0.190817,0.136298,1.0,5.166797,117.553509,0
larger_disturbance,16,4.2,4.898789,0.180838,0.12917,1.0,4.898789,122.452298,0
larger_disturbance,17,4.2,4.646862,0.171458,0.12247,1.0,4.646862,127.09916,0
larger_disturbance,18,4.2,4.41005,0.16264,0.116172,1.0,4.41005,131.509211,0
larger_disturbance,19,4.2,4.187447,0.154352,0.110251,1.0,4.187447,135.696658,0
larger_disturbance,20,4.2,3.978201,0.146561,0.104686,1.0,3.978201,139.674858,0
larger_disturbance,21,4.2,3.781508,0.139237,0.099455,1.0,3.781508,143.456367,0
larger_disturbance,22,4.2,3.596618,0.132353,0.094538,1.0,3.596618,147.052985,0
larger_disturbance,23,4.2,3.422821,0.125882,0.089915,1.0,3.422821,150.475806,0
larger_disturbance,24,4.2,3.259452,0.119799,0.085571,1.0,3.259452,153.735257,0
larger_disturbance,25,4.2,3.105885,0.114081,0.081486,1.0,3.105885,156.841142,0
larger_disturbance,26,4.2,2.961531,0.108706,0.077647,1.0,2.961531,159.802674,0
larger_disturbance,27,4.2,2.82584,0.103654,0.074038,1.0,2.82584,162.628513,0
larger_disturbance,28,4.2,2.698289,0.098904,0.070646,1.0,2.698289,165.326802,0
larger_disturbance,29,4.2,2.578392,0.09444,0.067457,1.0,2.578392,167.905194,0
larger_disturbance,30,4.2,2.465688,0.090244,0.06446,1.0,2.465688,170.370883,0
larger_disturbance,31,4.2,2.359747,0.086299,0.061642,1.0,2.359747,172.73063,0
larger_disturbance,32,4.2,2.260162,0.082591,0.058994,1.0,2.260162,174.990792,0
larger_disturbance,33,4.2,2.166552,0.079106,0.056504,1.0,2.166552,177.157344,0
larger_disturbance,34,4.2,2.078559,0.075829,0.054164,1.0,2.078559,179.235904,0
larger_disturbance,35,4.2,1.995846,0.07275,0.051964,1.0,1.995846,181.231749,0
larger_disturbance,36,4.2,1.918095,0.069855,0.049896,1.0,1.918095,183.149844,0
larger_disturbance,37,4.2,1.845009,0.067133,0.047952,1.0,1.845009,184.994854,0
larger_disturbance,38,4.2,1.776309,0.064575,0.046125,1.0,1.776309,186.771163,0
larger_disturbance,39,4.2,1.71173,0.062171,0.044408,1.0,1.71173,188.482893,0
larger_disturbance,40,4.2,1.651026,0.059911,0.042793,1.0,1.651026,190.133919,0
larger_disturbance,41,4.2,1.593965,0.057786,0.041276,1.0,1.593965,191.727884,0
larger_disturbance,42,4.2,1.540327,0.055789,0.039849,1.0,1.540327,193.268211,0
larger_disturbance,43,4.2,1.489907,0.053911,0.038508,1.0,1.489907,194.758118,0
larger_disturbance,44,4.2,1.442513,0.052147,0.037248,1.0,1.442513,196.200631,0
larger_disturbance,45,4.2,1.397962,0.050488,0.036063,1.0,1.397962,197.598593,0
larger_disturbance,46,4.2,1.356084,0.048929,0.034949,1.0,1.356084,198.954678,0
larger_disturbance,47,4.2,1.316719,0.047463,0.033902,1.0,1.316719,200.271397,0
larger_disturbance,48,4.2,1.279716,0.046085,0.032918,1.0,1.279716,201.551113,0
larger_disturbance,49,4.2,1.244933,0.04479,0.031993,1.0,1.244933,202.796046,0
larger_disturbance,50,4.2,1.212237,0.043573,0.031123,1.0,1.212237,204.008284,0
larger_disturbance,51,4.2,1.181503,0.042428,0.030306,1.0,1.181503,205.189787,0
larger_disturbance,52,4.2,1.152613,0.041353,0.029538,1.0,1.152613,206.342399,0
larger_disturbance,53,4.2,1.125456,0.040341,0.028815,1.0,1.125456,207.467856,0
larger_disturbance,54,4.2,1.099929,0.039391,0.028136,1.0,1.099929,208.567784,0
larger_disturbance,55,4.2,1.075933,0.038498,0.027498,1.0,1.075933,209.643717,0
larger_disturbance,56,4.2,1.053377,0.037658,0.026898,1.0,1.053377,210.697094,0
larger_disturbance,57,4.2,1.032174,0.036868,0.026334,1.0,1.032174,211.729268,0
larger_disturbance,58,4.2,1.012244,0.036126,0.025804,1.0,1.012244,212.741512,0
larger_disturbance,59,4.2,0.993509,0.035429,0.025306,1.0,0.993509,213.735022,0
larger_disturbance,60,4.2,0.975899,0.034773,0.024838,1.0,0.975899,214.71092,0
larger_disturbance,61,4.2,0.959345,0.034156,0.024397,1.0,0.959345,215.670265,0
larger_disturbance,62,4.2,0.943784,0.033577,0.023984,1.0,0.943784,216.614049,0
larger_disturbance,63,4.2,0.929157,0.033032,0.023595,1.0,0.929157,217.543206,0
larger_disturbance,64,4.2,0.915408,0.03252,0.023229,1.0,0.915408,218.458614,0
larger_disturbance,65,4.2,0.902483,0.032039,0.022885,1.0,0.902483,219.361097,0
larger_disturbance,66,4.2,0.890334,0.031587,0.022562,1.0,0.890334,220.251431,0
larger_disturbance,67,4.2,0.878914,0.031162,0.022258,1.0,0.878914,221.130345,0
larger_disturbance,68,4.2,0.868179,0.030762,0.021973,1.0,0.868179,221.998525,0
larger_disturbance,69,4.2,0.858089,0.030386,0.021704,1.0,0.858089,222.856613,0
larger_disturbance,70,3.15,0.838103,0.030033,0.021452,1.0,0.838103,223.694716,1
larger_disturbance,71,3.15,0.819317,0.029334,0.020953,1.0,0.819317,224.514033,1
larger_disturbance,72,3.15,0.801658,0.028676,0.020483,1.0,0.801658,225.315691,1
larger_disturbance,73,3.15,0.785059,0.028058,0.020041,1.0,0.785059,226.10075,1
larger_disturbance,74,3.15,0.769455,0.027477,0.019626,1.0,0.769455,226.870205,1
larger_disturbance,75,3.15,0.754788,0.026931,0.019236,1.0,0.754788,227.624993,1
larger_disturbance,76,3.15,0.741,0.026418,0.01887,1.0,0.741,228.365993,1
larger_disturbance,77,3.15,0.72804,0.025935,0.018525,1.0,0.72804,229.094033,1
larger_disturbance,78,3.15,0.715858,0.025481,0.018201,1.0,0.715858,229.809891,1
larger_disturbance,79,3.15,0.704407,0.025055,0.017896,1.0,0.704407,230.514298,1
larger_disturbance,80,3.15,0.693642,0.024654,0.01761,1.0,0.693642,231.20794,1
larger_disturbance,81,3.15,0.683524,0.024277,0.017341,1.0,0.683524,231.891464,1
larger_disturbance,82,3.15,0.674012,0.023923,0.017088,1.0,0.674012,232.565476,1
larger_disturbance,83,3.15,0.665071,0.02359,0.01685,1.0,0.665071,233.230547,1
larger_disturbance,84,3.15,0.656667,0.023278,0.016627,1.0,0.656667,233.887214,1
larger_disturbance,85,3.15,0.648767,0.022983,0.016417,1.0,0.648767,234.535982,1
larger_disturbance,86,3.15,0.641341,0.022707,0.016219,1.0,0.641341,235.177323,1
larger_disturbance,87,3.15,0.634361,0.022447,0.016034,1.0,0.634361,235.811683,1
larger_disturbance,88,3.15,0.627799,0.022203,0.015859,1.0,0.627799,236.439482,1
larger_disturbance,89,3.15,0.621631,0.021973,0.015695,1.0,0.621631,237.061113,1
larger_disturbance,90,3.15,0.615833,0.021757,0.015541,1.0,0.615833,237.676947,1
larger_disturbance,91,3.15,0.610383,0.021554,0.015396,1.0,0.610383,238.28733,1
larger_disturbance,92,3.15,0.60526,0.021363,0.01526,1.0,0.60526,238.89259,1
larger_disturbance,93,3.15,0.600445,0.021184,0.015132,1.0,0.600445,239.493035,1
larger_disturbance,94,3.15,0.595918,0.021016,0.015011,1.0,0.595918,240.088953,1
larger_disturbance,95,3.15,0.591663,0.020857,0.014898,1.0,0.591663,240.680615,1
larger_disturbance,96,3.15,0.587663,0.020708,0.014792,1.0,0.587663,241.268278,1
larger_disturbance,97,3.15,0.583903,0.020568,0.014692,1.0,0.583903,241.852182,1
larger_disturbance,98,3.15,0.580369,0.020437,0.014598,1.0,0.580369,242.432551,1
larger_disturbance,99,3.15,0.577047,0.020313,0.014509,1.0,0.577047,243.009598,1
larger_disturbance,100,3.15,0.573924,0.020197,0.014426,1.0,0.573924,243.583522,1
larger_disturbance,101,3.15,0.570989,0.020087,0.014348,1.0,0.570989,244.154511,1
larger_disturbance,102,3.15,0.568229,0.019985,0.014275,1.0,0.568229,244.72274,1
larger_disturbance,103,3.15,0.565636,0.019888,0.014206,1.0,0.565636,245.288376,1
larger_disturbance,104,3.15,0.563197,0.019797,0.014141,1.0,0.563197,245.851573,1
larger_disturbance,105,3.15,0.560906,0.019712,0.01408,1.0,0.560906,246.412479,1
larger_disturbance,106,3.15,0.558751,0.019632,0.014023,1.0,0.558751,246.97123,1
larger_disturbance,107,3.15,0.556726,0.019556,0.013969,1.0,0.556726,247.527956,1
larger_disturbance,108,3.15,0.554823,0.019485,0.013918,1.0,0.554823,248.082779,1
larger_disturbance,109,3.15,0.553033,0.019419,0.013871,1.0,0.553033,248.635812,1
larger_disturbance,110,3.15,0.551351,0.019356,0.013826,1.0,0.551351,249.187163,1
larger_disturbance,111,3.15,0.54977,0.019297,0.013784,1.0,0.54977,249.736934,1
larger_disturbance,112,3.15,0.548284,0.019242,0.013744,1.0,0.548284,250.285218,1
larger_disturbance,113,3.15,0.546887,0.01919,0.013707,1.0,0.546887,250.832104,1
larger_disturbance,114,3.15,0.545574,0.019141,0.013672,1.0,0.545574,251.377678,1
larger_disturbance,115,3.15,0.544339,0.019095,0.013639,1.0,0.544339,251.922018,1
larger_disturbance,116,3.15,0.543179,0.019052,0.013608,1.0,0.543179,252.465196,1
larger_disturbance,117,3.15,0.542088,0.019011,0.013579,1.0,0.542088,253.007285,1
larger_disturbance,118,3.15,0.541063,0.018973,0.013552,1.0,0.541063,253.548348,1
larger_disturbance,119,3.15,0.540099,0.018937,0.013527,1.0,0.540099,254.088447,1
larger_disturbance,120,3.15,0.539193,0.018903,0.013502,1.0,0.539193,254.62764,1
lower_growth,1,4.2,11.322,0.42,0.3,1.0,11.322,11.322,0
lower_growth,2,4.2,10.68468,0.39627,0.28305,1.0,10.68468,22.00668,0
lower_growth,3,4.2,10.085599,0.373964,0.267117,1.0,10.085599,32.092279,0
lower_growth,4,4.2,9.522463,0.352996,0.25214,1.0,9.522463,41.614742,0
lower_growth,5,4.2,8.993115,0.333286,0.238062,1.0,8.993115,50.607858,0
lower_growth,6,4.2,8.495529,0.314759,0.224828,1.0,8.495529,59.103386,0
lower_growth,7,4.2,8.027797,0.297343,0.212388,1.0,8.027797,67.131183,0
lower_growth,8,4.2,7.588129,0.280973,0.200695,1.0,7.588129,74.719312,0
lower_growth,9,4.2,7.174841,0.265585,0.189703,1.0,7.174841,81.894154,0
lower_growth,10,4.2,6.786351,0.251119,0.179371,1.0,6.786351,88.680504,0
lower_growth,11,4.2,6.42117,0.237522,0.169659,1.0,6.42117,95.101674,0
lower_growth,12,4.2,6.0779,0.224741,0.160529,1.0,6.0779,101.179574,0
lower_growth,13,4.2,5.755226,0.212726,0.151947,1.0,5.755226,106.934799,0
lower_growth,14,4.2,5.451912,0.201433,0.143881,1.0,5.451912,112.386711,0
lower_growth,15,4.2,5.166797,0.190817,0.136298,1.0,5.166797,117.553509,0
lower_growth,16,4.2,4.898789,0.180838,0.12917,1.0,4.898789,122.452298,0
lower_growth,17,4.2,4.646862,0.171458,0.12247,1.0,4.646862,127.09916,0
lower_growth,18,4.2,4.41005,0.16264,0.116172,1.0,4.41005,131.509211,0
lower_growth,19,4.2,4.187447,0.154352,0.110251,1.0,4.187447,135.696658,0
lower_growth,20,4.2,3.978201,0.146561,0.104686,1.0,3.978201,139.674858,0
lower_growth,21,4.2,3.781508,0.139237,0.099455,1.0,3.781508,143.456367,0
lower_growth,22,4.2,3.596618,0.132353,0.094538,1.0,3.596618,147.052985,0
lower_growth,23,4.2,3.422821,0.125882,0.089915,1.0,3.422821,150.475806,0
lower_growth,24,4.2,3.259452,0.119799,0.085571,1.0,3.259452,153.735257,0
lower_growth,25,4.2,3.105885,0.114081,0.081486,1.0,3.105885,156.841142,0
lower_growth,26,4.2,2.961531,0.108706,0.077647,1.0,2.961531,159.802674,0
lower_growth,27,4.2,2.82584,0.103654,0.074038,1.0,2.82584,162.628513,0
lower_growth,28,4.2,2.698289,0.098904,0.070646,1.0,2.698289,165.326802,0
lower_growth,29,4.2,2.578392,0.09444,0.067457,1.0,2.578392,167.905194,0
lower_growth,30,4.2,2.465688,0.090244,0.06446,1.0,2.465688,170.370883,0
lower_growth,31,4.2,2.359747,0.086299,0.061642,1.0,2.359747,172.73063,0
lower_growth,32,4.2,2.260162,0.082591,0.058994,1.0,2.260162,174.990792,0
lower_growth,33,4.2,2.166552,0.079106,0.056504,1.0,2.166552,177.157344,0
lower_growth,34,4.2,2.078559,0.075829,0.054164,1.0,2.078559,179.235904,0
lower_growth,35,4.2,1.995846,0.07275,0.051964,1.0,1.995846,181.231749,0
lower_growth,36,4.2,1.918095,0.069855,0.049896,1.0,1.918095,183.149844,0
lower_growth,37,4.2,1.845009,0.067133,0.047952,1.0,1.845009,184.994854,0
lower_growth,38,4.2,1.776309,0.064575,0.046125,1.0,1.776309,186.771163,0
lower_growth,39,4.2,1.71173,0.062171,0.044408,1.0,1.71173,188.482893,0
lower_growth,40,4.2,1.651026,0.059911,0.042793,1.0,1.651026,190.133919,0
lower_growth,41,4.2,1.593965,0.057786,0.041276,1.0,1.593965,191.727884,0
lower_growth,42,4.2,1.540327,0.055789,0.039849,1.0,1.540327,193.268211,0
lower_growth,43,4.2,1.489907,0.053911,0.038508,1.0,1.489907,194.758118,0
lower_growth,44,4.2,1.442513,0.052147,0.037248,1.0,1.442513,196.200631,0
lower_growth,45,4.2,1.397962,0.050488,0.036063,1.0,1.397962,197.598593,0
lower_growth,46,4.2,1.356084,0.048929,0.034949,1.0,1.356084,198.954678,0
lower_growth,47,4.2,1.316719,0.047463,0.033902,1.0,1.316719,200.271397,0
lower_growth,48,4.2,1.279716,0.046085,0.032918,1.0,1.279716,201.551113,0
lower_growth,49,4.2,1.244933,0.04479,0.031993,1.0,1.244933,202.796046,0
lower_growth,50,4.2,1.212237,0.043573,0.031123,1.0,1.212237,204.008284,0
lower_growth,51,4.2,1.181503,0.042428,0.030306,1.0,1.181503,205.189787,0
lower_growth,52,4.2,1.152613,0.041353,0.029538,1.0,1.152613,206.342399,0
lower_growth,53,4.2,1.125456,0.040341,0.028815,1.0,1.125456,207.467856,0
lower_growth,54,4.2,1.099929,0.039391,0.028136,1.0,1.099929,208.567784,0
lower_growth,55,4.2,1.075933,0.038498,0.027498,1.0,1.075933,209.643717,0
lower_growth,56,4.2,1.053377,0.037658,0.026898,1.0,1.053377,210.697094,0
lower_growth,57,4.2,1.032174,0.036868,0.026334,1.0,1.032174,211.729268,0
lower_growth,58,4.2,1.012244,0.036126,0.025804,1.0,1.012244,212.741512,0
lower_growth,59,4.2,0.993509,0.035429,0.025306,1.0,0.993509,213.735022,0
lower_growth,60,4.2,0.975899,0.034773,0.024838,1.0,0.975899,214.71092,0
lower_growth,61,4.2,0.959345,0.034156,0.024397,1.0,0.959345,215.670265,0
lower_growth,62,4.2,0.943784,0.033577,0.023984,1.0,0.943784,216.614049,0
lower_growth,63,4.2,0.929157,0.033032,0.023595,1.0,0.929157,217.543206,0
lower_growth,64,4.2,0.915408,0.03252,0.023229,1.0,0.915408,218.458614,0
lower_growth,65,4.2,0.902483,0.032039,0.022885,1.0,0.902483,219.361097,0
lower_growth,66,4.2,0.890334,0.031587,0.022562,1.0,0.890334,220.251431,0
lower_growth,67,4.2,0.878914,0.031162,0.022258,1.0,0.878914,221.130345,0
lower_growth,68,4.2,0.868179,0.030762,0.021973,1.0,0.868179,221.998525,0
lower_growth,69,4.2,0.858089,0.030386,0.021704,1.0,0.858089,222.856613,0
lower_growth,70,3.15,0.838103,0.030033,0.021452,1.0,0.838103,223.694716,1
lower_growth,71,3.15,0.819317,0.029334,0.020953,1.0,0.819317,224.514033,1
lower_growth,72,3.15,0.801658,0.028676,0.020483,1.0,0.801658,225.315691,1
lower_growth,73,3.15,0.785059,0.028058,0.020041,1.0,0.785059,226.10075,1
lower_growth,74,3.15,0.769455,0.027477,0.019626,1.0,0.769455,226.870205,1
lower_growth,75,3.15,0.754788,0.026931,0.019236,1.0,0.754788,227.624993,1
lower_growth,76,3.15,0.741,0.026418,0.01887,1.0,0.741,228.365993,1
lower_growth,77,3.15,0.72804,0.025935,0.018525,1.0,0.72804,229.094033,1
lower_growth,78,3.15,0.715858,0.025481,0.018201,1.0,0.715858,229.809891,1
lower_growth,79,3.15,0.704407,0.025055,0.017896,1.0,0.704407,230.514298,1
lower_growth,80,3.15,0.693642,0.024654,0.01761,1.0,0.693642,231.20794,1
lower_growth,81,3.15,0.683524,0.024277,0.017341,1.0,0.683524,231.891464,1
lower_growth,82,3.15,0.674012,0.023923,0.017088,1.0,0.674012,232.565476,1
lower_growth,83,3.15,0.665071,0.02359,0.01685,1.0,0.665071,233.230547,1
lower_growth,84,3.15,0.656667,0.023278,0.016627,1.0,0.656667,233.887214,1
lower_growth,85,3.15,0.648767,0.022983,0.016417,1.0,0.648767,234.535982,1
lower_growth,86,3.15,0.641341,0.022707,0.016219,1.0,0.641341,235.177323,1
lower_growth,87,3.15,0.634361,0.022447,0.016034,1.0,0.634361,235.811683,1
lower_growth,88,3.15,0.627799,0.022203,0.015859,1.0,0.627799,236.439482,1
lower_growth,89,3.15,0.621631,0.021973,0.015695,1.0,0.621631,237.061113,1
lower_growth,90,3.15,0.615833,0.021757,0.015541,1.0,0.615833,237.676947,1
lower_growth,91,3.15,0.610383,0.021554,0.015396,1.0,0.610383,238.28733,1
lower_growth,92,3.15,0.60526,0.021363,0.01526,1.0,0.60526,238.89259,1
lower_growth,93,3.15,0.600445,0.021184,0.015132,1.0,0.600445,239.493035,1
lower_growth,94,3.15,0.595918,0.021016,0.015011,1.0,0.595918,240.088953,1
lower_growth,95,3.15,0.591663,0.020857,0.014898,1.0,0.591663,240.680615,1
lower_growth,96,3.15,0.587663,0.020708,0.014792,1.0,0.587663,241.268278,1
lower_growth,97,3.15,0.583903,0.020568,0.014692,1.0,0.583903,241.852182,1
lower_growth,98,3.15,0.580369,0.020437,0.014598,1.0,0.580369,242.432551,1
lower_growth,99,3.15,0.577047,0.020313,0.014509,1.0,0.577047,243.009598,1
lower_growth,100,3.15,0.573924,0.020197,0.014426,1.0,0.573924,243.583522,1
lower_growth,101,3.15,0.570989,0.020087,0.014348,1.0,0.570989,244.154511,1
lower_growth,102,3.15,0.568229,0.019985,0.014275,1.0,0.568229,244.72274,1
lower_growth,103,3.15,0.565636,0.019888,0.014206,1.0,0.565636,245.288376,1
lower_growth,104,3.15,0.563197,0.019797,0.014141,1.0,0.563197,245.851573,1
lower_growth,105,3.15,0.560906,0.019712,0.01408,1.0,0.560906,246.412479,1
lower_growth,106,3.15,0.558751,0.019632,0.014023,1.0,0.558751,246.97123,1
lower_growth,107,3.15,0.556726,0.019556,0.013969,1.0,0.556726,247.527956,1
lower_growth,108,3.15,0.554823,0.019485,0.013918,1.0,0.554823,248.082779,1
lower_growth,109,3.15,0.553033,0.019419,0.013871,1.0,0.553033,248.635812,1
lower_growth,110,3.15,0.551351,0.019356,0.013826,1.0,0.551351,249.187163,1
lower_growth,111,3.15,0.54977,0.019297,0.013784,1.0,0.54977,249.736934,1
lower_growth,112,3.15,0.548284,0.019242,0.013744,1.0,0.548284,250.285218,1
lower_growth,113,3.15,0.546887,0.01919,0.013707,1.0,0.546887,250.832104,1
lower_growth,114,3.15,0.545574,0.019141,0.013672,1.0,0.545574,251.377678,1
lower_growth,115,3.15,0.544339,0.019095,0.013639,1.0,0.544339,251.922018,1
lower_growth,116,3.15,0.543179,0.019052,0.013608,1.0,0.543179,252.465196,1
lower_growth,117,3.15,0.542088,0.019011,0.013579,1.0,0.542088,253.007285,1
lower_growth,118,3.15,0.541063,0.018973,0.013552,1.0,0.541063,253.548348,1
lower_growth,119,3.15,0.540099,0.018937,0.013527,1.0,0.540099,254.088447,1
lower_growth,120,3.15,0.539193,0.018903,0.013502,1.0,0.539193,254.62764,1
strong_intervention,1,4.2,11.322,0.42,0.3,1.0,11.322,11.322,0
strong_intervention,2,4.2,10.68468,0.39627,0.28305,1.0,10.68468,22.00668,0
strong_intervention,3,4.2,10.085599,0.373964,0.267117,1.0,10.085599,32.092279,0
strong_intervention,4,4.2,9.522463,0.352996,0.25214,1.0,9.522463,41.614742,0
strong_intervention,5,4.2,8.993115,0.333286,0.238062,1.0,8.993115,50.607858,0
strong_intervention,6,4.2,8.495529,0.314759,0.224828,1.0,8.495529,59.103386,0
strong_intervention,7,4.2,8.027797,0.297343,0.212388,1.0,8.027797,67.131183,0
strong_intervention,8,4.2,7.588129,0.280973,0.200695,1.0,7.588129,74.719312,0
strong_intervention,9,4.2,7.174841,0.265585,0.189703,1.0,7.174841,81.894154,0
strong_intervention,10,4.2,6.786351,0.251119,0.179371,1.0,6.786351,88.680504,0
strong_intervention,11,4.2,6.42117,0.237522,0.169659,1.0,6.42117,95.101674,0
strong_intervention,12,4.2,6.0779,0.224741,0.160529,1.0,6.0779,101.179574,0
strong_intervention,13,4.2,5.755226,0.212726,0.151947,1.0,5.755226,106.934799,0
strong_intervention,14,4.2,5.451912,0.201433,0.143881,1.0,5.451912,112.386711,0
strong_intervention,15,4.2,5.166797,0.190817,0.136298,1.0,5.166797,117.553509,0
strong_intervention,16,4.2,4.898789,0.180838,0.12917,1.0,4.898789,122.452298,0
strong_intervention,17,4.2,4.646862,0.171458,0.12247,1.0,4.646862,127.09916,0
strong_intervention,18,4.2,4.41005,0.16264,0.116172,1.0,4.41005,131.509211,0
strong_intervention,19,4.2,4.187447,0.154352,0.110251,1.0,4.187447,135.696658,0
strong_intervention,20,4.2,3.978201,0.146561,0.104686,1.0,3.978201,139.674858,0
strong_intervention,21,4.2,3.781508,0.139237,0.099455,1.0,3.781508,143.456367,0
strong_intervention,22,4.2,3.596618,0.132353,0.094538,1.0,3.596618,147.052985,0
strong_intervention,23,4.2,3.422821,0.125882,0.089915,1.0,3.422821,150.475806,0
strong_intervention,24,4.2,3.259452,0.119799,0.085571,1.0,3.259452,153.735257,0
strong_intervention,25,4.2,3.105885,0.114081,0.081486,1.0,3.105885,156.841142,0
strong_intervention,26,4.2,2.961531,0.108706,0.077647,1.0,2.961531,159.802674,0
strong_intervention,27,4.2,2.82584,0.103654,0.074038,1.0,2.82584,162.628513,0
strong_intervention,28,4.2,2.698289,0.098904,0.070646,1.0,2.698289,165.326802,0
strong_intervention,29,4.2,2.578392,0.09444,0.067457,1.0,2.578392,167.905194,0
strong_intervention,30,4.2,2.465688,0.090244,0.06446,1.0,2.465688,170.370883,0
strong_intervention,31,4.2,2.359747,0.086299,0.061642,1.0,2.359747,172.73063,0
strong_intervention,32,4.2,2.260162,0.082591,0.058994,1.0,2.260162,174.990792,0
strong_intervention,33,4.2,2.166552,0.079106,0.056504,1.0,2.166552,177.157344,0
