pathway,year,energy_demand,clean_energy_share,emissions_intensity,annual_emissions,cumulative_emissions,climate_stress,adaptation_capacity,climate_damages,transition_cost,land_pressure,water_stress,equity_score,sustainability_score,land_breach,water_breach,equity_breach
equity_centered_transition,9,1.027326,0.454,0.39312,0.403863,4.833873,0.26701,0.416954,0.017458,0.08112,0.446419,0.446782,0.718358,0.200605,False,False,False
equity_centered_transition,10,1.030408,0.48,0.3744,0.385785,5.219658,0.273954,0.430215,0.01796,0.08112,0.453473,0.44778,0.718247,0.209927,False,False,False
equity_centered_transition,11,1.033499,0.506,0.35568,0.367595,5.587253,0.280571,0.443409,0.018402,0.08112,0.46053,0.448677,0.71815,0.219272,False,False,False
equity_centered_transition,12,1.0366,0.532,0.33696,0.349293,5.936545,0.286858,0.45654,0.018782,0.08112,0.467588,0.449472,0.718066,0.22864,False,False,False
equity_centered_transition,13,1.03971,0.558,0.31824,0.330877,6.267423,0.292814,0.469612,0.0191,0.08112,0.474648,0.450164,0.717996,0.238032,False,False,False
equity_centered_transition,14,1.042829,0.584,0.29952,0.312348,6.579771,0.298436,0.482628,0.019353,0.08112,0.481709,0.450753,0.717941,0.247449,False,False,False
equity_centered_transition,15,1.045957,0.61,0.2808,0.293705,6.873476,0.303723,0.495591,0.019543,0.08112,0.488772,0.451236,0.717899,0.256892,False,False,False
equity_centered_transition,16,1.049095,0.636,0.26208,0.274947,7.148422,0.308672,0.508504,0.019668,0.08112,0.495837,0.451613,0.717871,0.266361,False,False,False
equity_centered_transition,17,1.052243,0.662,0.24336,0.256074,7.404496,0.313281,0.521371,0.01973,0.08112,0.502904,0.451882,0.717858,0.275857,False,False,False
equity_centered_transition,18,1.055399,0.688,0.22464,0.237085,7.641581,0.317548,0.534196,0.019728,0.08112,0.509972,0.452043,0.717858,0.285381,False,False,False
equity_centered_transition,19,1.058565,0.714,0.20592,0.21798,7.859561,0.321472,0.546981,0.019663,0.08112,0.517042,0.452094,0.717873,0.294933,False,False,False
equity_centered_transition,20,1.061741,0.74,0.1872,0.198758,8.058319,0.32505,0.55973,0.019537,0.08112,0.524113,0.452033,0.7179,0.304514,False,False,False
equity_centered_transition,21,1.064926,0.766,0.16848,0.179419,8.237738,0.328279,0.572448,0.019352,0.08112,0.531187,0.451861,0.717941,0.314124,False,False,False
equity_centered_transition,22,1.068121,0.792,0.14976,0.159962,8.397699,0.331159,0.585136,0.019109,0.08112,0.538262,0.451574,0.717995,0.323764,False,False,False
equity_centered_transition,23,1.071326,0.818,0.13104,0.140386,8.538086,0.333686,0.597799,0.018809,0.08112,0.545339,0.451173,0.71806,0.333434,False,False,False
equity_centered_transition,24,1.07454,0.844,0.11232,0.120692,8.658778,0.335858,0.610441,0.018456,0.08112,0.552417,0.450656,0.718138,0.343135,False,False,False
equity_centered_transition,25,1.077763,0.87,0.0936,0.100879,8.759657,0.337674,0.623064,0.018051,0.08112,0.559497,0.450022,0.718227,0.352866,False,False,False
equity_centered_transition,26,1.080996,0.896,0.07488,0.080945,8.840602,0.339131,0.635673,0.017599,0.08112,0.566579,0.44927,0.718327,0.362629,False,False,False
equity_centered_transition,27,1.084239,0.922,0.05616,0.060891,8.901493,0.340227,0.64827,0.0171,0.08112,0.573663,0.448398,0.718436,0.372423,False,False,False
equity_centered_transition,28,1.087492,0.948,0.03744,0.040716,8.942209,0.34096,0.660861,0.016559,0.08112,0.580749,0.447405,0.718555,0.38225,False,False,False
equity_centered_transition,29,1.090755,0.974,0.01872,0.020419,8.962627,0.341327,0.673447,0.015979,0.08112,0.587836,0.446289,0.718683,0.392108,False,False,False
equity_centered_transition,30,1.094027,1.0,0.0,0.0,8.962627,0.341327,0.686034,0.015363,0.08112,0.594925,0.445051,0.718819,0.401998,False,False,False
equity_centered_transition,31,1.097309,1.0,0.0,0.0,8.962627,0.341327,0.698621,0.014747,0.08112,0.595516,0.443814,0.718954,0.404145,False,False,False
equity_centered_transition,32,1.100601,1.0,0.0,0.0,8.962627,0.341327,0.711208,0.014131,0.08112,0.596108,0.442578,0.71909,0.406292,False,False,False
equity_centered_transition,33,1.103903,1.0,0.0,0.0,8.962627,0.341327,0.723794,0.013515,0.08112,0.596702,0.441345,0.719225,0.408439,False,False,False
equity_centered_transition,34,1.107214,1.0,0.0,0.0,8.962627,0.341327,0.736381,0.012899,0.08112,0.597299,0.440112,0.719361,0.410586,False,False,False
equity_centered_transition,35,1.110536,1.0,0.0,0.0,8.962627,0.341327,0.748968,0.012283,0.08112,0.597896,0.438882,0.719496,0.412732,False,False,False
equity_centered_transition,36,1.113868,1.0,0.0,0.0,8.962627,0.341327,0.761555,0.011668,0.08112,0.598496,0.437652,0.719632,0.414878,False,False,False
equity_centered_transition,37,1.117209,1.0,0.0,0.0,8.962627,0.341327,0.774141,0.011052,0.08112,0.599098,0.436425,0.719767,0.417024,False,False,False
equity_centered_transition,38,1.120561,1.0,0.0,0.0,8.962627,0.341327,0.786728,0.010436,0.08112,0.599701,0.435199,0.719903,0.419169,False,False,False
equity_centered_transition,39,1.123923,1.0,0.0,0.0,8.962627,0.341327,0.799315,0.00982,0.08112,0.600306,0.433975,0.720038,0.421315,False,False,False
equity_centered_transition,40,1.127294,1.0,0.0,0.0,8.962627,0.341327,0.811901,0.009204,0.08112,0.600913,0.432752,0.720174,0.42346,False,False,False
ecological_constraint,0,1.0,0.22,0.5616,0.5616,0.5616,0.190109,0.292099,0.010745,0.056,0.302,0.433743,0.630756,0.102281,False,False,False
ecological_constraint,1,0.999,0.24,0.5472,0.546653,1.108253,0.199949,0.304099,0.011685,0.056,0.30682,0.435249,0.630549,0.109808,False,False,False
ecological_constraint,2,0.998001,0.26,0.5328,0.531735,1.639988,0.20952,0.316004,0.012611,0.056,0.31164,0.436676,0.630346,0.117324,False,False,False
ecological_constraint,3,0.997003,0.28,0.5184,0.516846,2.156834,0.218823,0.327816,0.013518,0.056,0.316461,0.438026,0.630146,0.124828,False,False,False
ecological_constraint,4,0.996006,0.3,0.504,0.501987,2.658821,0.227859,0.339537,0.014402,0.056,0.321281,0.439298,0.629952,0.132323,False,False,False
ecological_constraint,5,0.99501,0.32,0.4896,0.487157,3.145978,0.236628,0.351171,0.015258,0.056,0.326102,0.440491,0.629763,0.139809,False,False,False
ecological_constraint,6,0.994015,0.34,0.4752,0.472356,3.618334,0.24513,0.36272,0.016083,0.056,0.330923,0.441606,0.629582,0.147287,False,False,False
ecological_constraint,7,0.993021,0.36,0.4608,0.457584,4.075918,0.253367,0.374186,0.016873,0.056,0.335744,0.442642,0.629408,0.154758,False,False,False
ecological_constraint,8,0.992028,0.38,0.4464,0.442841,4.518759,0.261338,0.385573,0.017625,0.056,0.340565,0.443599,0.629243,0.162224,False,False,False
ecological_constraint,9,0.991036,0.4,0.432,0.428128,4.946887,0.269044,0.396882,0.018336,0.056,0.345386,0.444477,0.629086,0.169685,False,False,False
ecological_constraint,10,0.990045,0.42,0.4176,0.413443,5.36033,0.276486,0.408117,0.019003,0.056,0.350208,0.445276,0.628939,0.177142,False,False,False
ecological_constraint,11,0.989055,0.44,0.4032,0.398787,5.759116,0.283664,0.419281,0.019626,0.056,0.35503,0.445995,0.628802,0.184595,False,False,False
ecological_constraint,12,0.988066,0.46,0.3888,0.38416,6.143276,0.290579,0.430375,0.020201,0.056,0.359852,0.446635,0.628676,0.192046,False,False,False
ecological_constraint,13,0.987078,0.48,0.3744,0.369562,6.512838,0.297231,0.441403,0.020727,0.056,0.364674,0.447195,0.62856,0.199494,False,False,False
ecological_constraint,14,0.986091,0.5,0.36,0.354993,6.867831,0.303621,0.452367,0.021203,0.056,0.369496,0.447674,0.628455,0.206942,False,False,False
ecological_constraint,15,0.985105,0.52,0.3456,0.340452,7.208283,0.309749,0.463269,0.021628,0.0616,0.374319,0.448074,0.627354,0.214147,False,False,False
ecological_constraint,16,0.984119,0.542,0.32976,0.324523,7.532806,0.315591,0.474113,0.021998,0.0616,0.379641,0.448384,0.627272,0.222167,False,False,False
ecological_constraint,17,0.983135,0.564,0.31392,0.308626,7.841432,0.321146,0.484902,0.022312,0.0616,0.384964,0.448605,0.627203,0.230188,False,False,False
ecological_constraint,18,0.982152,0.586,0.29808,0.29276,8.134192,0.326415,0.495638,0.02257,0.0616,0.390287,0.448736,0.627147,0.238212,False,False,False
ecological_constraint,19,0.98117,0.608,0.28224,0.276925,8.411117,0.3314,0.506324,0.022772,0.0616,0.395611,0.448778,0.627102,0.246237,False,False,False
ecological_constraint,20,0.980189,0.63,0.2664,0.261122,8.67224,0.3361,0.516963,0.022918,0.0616,0.400934,0.44873,0.62707,0.254265,False,False,False
ecological_constraint,21,0.979209,0.652,0.25056,0.245351,8.91759,0.340517,0.527557,0.023008,0.0616,0.406258,0.448591,0.62705,0.262296,False,False,False
ecological_constraint,22,0.978229,0.674,0.23472,0.22961,9.1472,0.34465,0.538111,0.023043,0.0616,0.411581,0.448362,0.627042,0.27033,False,False,False
ecological_constraint,23,0.977251,0.696,0.21888,0.213901,9.361101,0.3485,0.548626,0.023025,0.0616,0.416905,0.448043,0.627047,0.278368,False,False,False
ecological_constraint,24,0.976274,0.718,0.20304,0.198223,9.559324,0.352068,0.559105,0.022953,0.0616,0.422229,0.447632,0.627062,0.286411,False,False,False
ecological_constraint,25,0.975298,0.74,0.1872,0.182576,9.741899,0.355354,0.569552,0.022829,0.0616,0.427554,0.447131,0.62709,0.294457,False,False,False
ecological_constraint,26,0.974322,0.762,0.17136,0.16696,9.908859,0.358359,0.579968,0.022655,0.0616,0.432878,0.446538,0.627128,0.302508,False,False,False
ecological_constraint,27,0.973348,0.784,0.15552,0.151375,10.060234,0.361084,0.590357,0.022432,0.0616,0.438203,0.445854,0.627177,0.310564,False,False,False
ecological_constraint,28,0.972375,0.806,0.13968,0.135821,10.196056,0.363529,0.600722,0.022162,0.0616,0.443527,0.445079,0.627236,0.318625,False,False,False
ecological_constraint,29,0.971402,0.828,0.12384,0.120298,10.316354,0.365694,0.611065,0.021846,0.0616,0.448852,0.444211,0.627306,0.326692,False,False,False
ecological_constraint,30,0.970431,0.85,0.108,0.104807,10.421161,0.367581,0.621389,0.021486,0.0616,0.454178,0.443252,0.627385,0.334763,False,False,False
ecological_constraint,31,0.969461,0.872,0.09216,0.089345,10.510506,0.369189,0.631697,0.021084,0.0616,0.459503,0.4422,0.627474,0.342841,False,False,False
ecological_constraint,32,0.968491,0.894,0.07632,0.073915,10.584422,0.37052,0.641992,0.020643,0.0616,0.464828,0.441056,0.627571,0.350924,False,False,False
ecological_constraint,33,0.967523,0.916,0.06048,0.058516,10.642937,0.371573,0.652276,0.020164,0.0616,0.470154,0.43982,0.627676,0.359013,False,False,False
ecological_constraint,34,0.966555,0.938,0.04464,0.043147,10.686084,0.37235,0.662553,0.01965,0.0616,0.47548,0.43849,0.627789,0.367108,False,False,False
ecological_constraint,35,0.965589,0.96,0.0288,0.027809,10.713893,0.37285,0.672824,0.019103,0.0616,0.480806,0.437068,0.627909,0.375209,False,False,False
ecological_constraint,36,0.964623,0.982,0.01296,0.012502,10.726395,0.373075,0.683094,0.018526,0.0616,0.486132,0.435552,0.628036,0.383317,False,False,False
ecological_constraint,37,0.963658,1.0,0.0,0.0,10.726395,0.373075,0.693363,0.017925,0.0616,0.490458,0.43396,0.628168,0.390292,False,False,False
ecological_constraint,38,0.962695,1.0,0.0,0.0,10.726395,0.373075,0.703632,0.017325,0.0616,0.490285,0.432368,0.628301,0.392152,False,False,False
ecological_constraint,39,0.961732,1.0,0.0,0.0,10.726395,0.373075,0.713901,0.016725,0.0616,0.490112,0.430776,0.628433,0.394012,False,False,False
ecological_constraint,40,0.96077,1.0,0.0,0.0,10.726395,0.373075,0.724171,0.016124,0.0616,0.489939,0.429185,0.628565,0.395872,False,False,False
