scenario,time,state,perceived_state,target,intervention,counterresponse
slow_recognition_high_resistance,9,86.639448,84.234730,50.000000,7.200000,3.960000
slow_recognition_high_resistance,10,87.565434,85.076381,50.000000,7.200000,3.960000
slow_recognition_high_resistance,11,88.514570,85.947550,50.000000,7.200000,3.960000
slow_recognition_high_resistance,12,89.487434,86.846007,50.000000,7.200000,3.960000
slow_recognition_high_resistance,13,90.455892,87.770507,50.000000,7.263840,3.995112
slow_recognition_high_resistance,14,91.400442,88.710392,50.000000,7.370772,4.053925
slow_recognition_high_resistance,15,92.307146,89.651909,50.000000,7.507350,4.129042
slow_recognition_high_resistance,16,93.165631,90.581242,50.000000,7.664874,4.215681
slow_recognition_high_resistance,17,93.967793,91.485778,50.000000,7.837732,4.310753
slow_recognition_high_resistance,18,94.706944,92.354483,50.000000,8.022319,4.412275
slow_recognition_high_resistance,19,95.377267,93.177845,50.000000,8.216335,4.518984
slow_recognition_high_resistance,20,95.973449,93.947642,50.000000,8.418332,4.630082
slow_recognition_high_resistance,21,96.490450,94.656675,50.000000,8.627412,4.745077
slow_recognition_high_resistance,22,96.923342,95.298496,50.000000,8.843042,4.863673
slow_recognition_high_resistance,23,97.267211,95.867192,50.000000,9.064922,4.985707
slow_recognition_high_resistance,24,97.518169,96.357199,50.000000,9.290494,5.109772
slow_recognition_high_resistance,25,97.673717,96.763539,50.000000,9.516458,5.234052
slow_recognition_high_resistance,26,97.732786,97.082101,50.000000,9.739498,5.356724
slow_recognition_high_resistance,27,97.695642,97.309841,50.000000,9.956587,5.476123
slow_recognition_high_resistance,28,97.563749,97.444871,50.000000,10.165076,5.590792
slow_recognition_high_resistance,29,97.339635,97.486478,50.000000,10.362683,5.699475
slow_recognition_high_resistance,30,97.026781,97.435083,50.000000,10.547434,5.801089
slow_recognition_high_resistance,31,96.629529,97.292177,50.000000,10.717602,5.894681
slow_recognition_high_resistance,32,96.153030,97.060250,50.000000,10.871639,5.979401
slow_recognition_high_resistance,33,95.603199,96.742723,50.000000,11.008126,6.054469
slow_recognition_high_resistance,34,94.986701,96.343890,50.000000,11.125728,6.119150
slow_recognition_high_resistance,35,94.310907,95.868874,50.000000,11.223249,6.172787
slow_recognition_high_resistance,36,93.583812,95.323585,50.000000,11.299704,6.214837
slow_recognition_high_resistance,37,92.813945,94.714665,50.000000,11.354362,6.244899
slow_recognition_high_resistance,38,92.010247,94.049413,50.000000,11.386769,6.262723
slow_recognition_high_resistance,39,91.181964,93.335705,50.000000,11.396755,6.268215
slow_recognition_high_resistance,40,90.338524,92.581896,50.000000,11.384420,6.261431
slow_recognition_high_resistance,41,89.489432,91.796716,50.000000,11.350123,6.242567
slow_recognition_high_resistance,42,88.644161,90.989166,50.000000,11.294460,6.211953
slow_recognition_high_resistance,43,87.812051,90.168414,50.000000,11.218254,6.170039
slow_recognition_high_resistance,44,87.002212,89.343687,50.000000,11.122534,6.117393
slow_recognition_high_resistance,45,86.223429,88.524171,50.000000,11.008530,6.054691
slow_recognition_high_resistance,46,85.484067,87.718911,50.000000,10.877660,5.982713
slow_recognition_high_resistance,47,84.791985,86.936716,50.000000,10.731520,5.902336
slow_recognition_high_resistance,48,84.154448,86.186060,50.000000,10.571859,5.814522
slow_recognition_high_resistance,49,83.578053,85.474996,50.000000,10.400569,5.720313
slow_recognition_high_resistance,50,83.068660,84.811066,50.000000,10.219655,5.620810
slow_recognition_high_resistance,51,82.631331,84.201224,50.000000,10.031212,5.517166
slow_recognition_high_resistance,52,82.270285,83.651762,50.000000,9.837400,5.410570
slow_recognition_high_resistance,53,81.988853,83.168245,50.000000,9.640419,5.302231
slow_recognition_high_resistance,54,81.789456,82.755458,50.000000,9.442485,5.193367
slow_recognition_high_resistance,55,81.673582,82.417357,50.000000,9.245801,5.085191
slow_recognition_high_resistance,56,81.641779,82.157036,50.000000,9.052539,4.978896
slow_recognition_high_resistance,57,81.693658,81.976696,50.000000,8.864812,4.875646
slow_recognition_high_resistance,58,81.827905,81.877633,50.000000,8.684654,4.776560
slow_recognition_high_resistance,59,82.042303,81.860228,50.000000,8.513999,4.682699
slow_recognition_high_resistance,60,82.333766,81.923954,50.000000,8.354656,4.595061
slow_recognition_high_resistance,61,82.698378,82.067388,50.000000,8.208294,4.514562
slow_recognition_high_resistance,62,83.131447,82.288235,50.000000,8.076423,4.442033
slow_recognition_high_resistance,63,83.627563,82.583359,50.000000,7.960379,4.378208
slow_recognition_high_resistance,64,84.180662,82.948830,50.000000,7.861310,4.323720
slow_recognition_high_resistance,65,84.784104,83.379971,50.000000,7.780166,4.279091
slow_recognition_high_resistance,66,85.430747,83.871418,50.000000,7.717689,4.244729
slow_recognition_high_resistance,67,86.113033,84.417183,50.000000,7.674407,4.220924
slow_recognition_high_resistance,68,86.823074,85.010730,50.000000,7.650632,4.207848
slow_recognition_high_resistance,69,87.552746,85.645051,50.000000,7.646455,4.205550
slow_recognition_high_resistance,70,88.293778,86.312744,50.000000,7.661749,4.213962
slow_recognition_high_resistance,71,89.037844,87.006106,50.000000,7.696173,4.232895
slow_recognition_high_resistance,72,89.776661,87.717214,50.000000,7.749176,4.262047
slow_recognition_high_resistance,73,90.502075,88.438021,50.000000,7.820006,4.301003
slow_recognition_high_resistance,74,91.206153,89.160440,50.000000,7.907719,4.349246
slow_recognition_high_resistance,75,91.881270,89.876439,50.000000,8.011193,4.406156
slow_recognition_high_resistance,76,92.520189,90.578130,50.000000,8.129140,4.471027
slow_recognition_high_resistance,77,93.116138,91.257851,50.000000,8.260124,4.543068
slow_recognition_high_resistance,78,93.662882,91.908251,50.000000,8.402575,4.621416
slow_recognition_high_resistance,79,94.154789,92.522372,50.000000,8.554812,4.705147
slow_recognition_high_resistance,80,94.586882,93.093718,50.000000,8.715059,4.793282
slow_recognition_high_resistance,81,94.954895,93.616325,50.000000,8.881465,4.884806
slow_recognition_high_resistance,82,95.255308,94.084825,50.000000,9.052131,4.978672
slow_recognition_high_resistance,83,95.485384,94.494494,50.000000,9.225125,5.073819
slow_recognition_high_resistance,84,95.643191,94.841305,50.000000,9.398506,5.169178
slow_recognition_high_resistance,85,95.727616,95.121965,50.000000,9.570345,5.263690
slow_recognition_high_resistance,86,95.738368,95.333943,50.000000,9.738751,5.356313
slow_recognition_high_resistance,87,95.675979,95.475492,50.000000,9.901884,5.446036
slow_recognition_high_resistance,88,95.541788,95.545662,50.000000,10.057980,5.531889
slow_recognition_high_resistance,89,95.337916,95.544306,50.000000,10.205369,5.612953
slow_recognition_high_resistance,90,95.067243,95.472070,50.000000,10.342492,5.688371
slow_recognition_high_resistance,91,94.733361,95.330380,50.000000,10.467918,5.757355
slow_recognition_high_resistance,92,94.340534,95.121423,50.000000,10.580358,5.819197
slow_recognition_high_resistance,93,93.893642,94.848112,50.000000,10.678678,5.873273
slow_recognition_high_resistance,94,93.398122,94.514047,50.000000,10.761913,5.919052
slow_recognition_high_resistance,95,92.859902,94.123473,50.000000,10.829272,5.956099
slow_recognition_high_resistance,96,92.285334,93.681224,50.000000,10.880146,5.984080
slow_recognition_high_resistance,97,91.681114,93.192662,50.000000,10.914118,6.002765
slow_recognition_high_resistance,98,91.054211,92.663621,50.000000,10.930959,6.012027
slow_recognition_high_resistance,99,90.411781,92.100327,50.000000,10.930634,6.011848
slow_recognition_high_resistance,100,89.761092,91.509336,50.000000,10.913297,6.002313
