scenario,time,state,perceived_state,target,intervention,counterresponse,target_gap,delay,correction_strength,counterresponse_strength,perception_smoothing,natural_pressure_base,natural_pressure_slope
overcorrection,35,82.507985,81.272352,50.0,4.252488,0.0,32.507985,6,0.34,0.0,0.55,2.0,0.025
overcorrection,36,81.106887,81.95195,50.0,5.463797,0.0,31.106887,6,0.34,0.0,0.55,2.0,0.025
overcorrection,37,78.429168,81.487166,50.0,6.705391,0.0,28.429168,6,0.34,0.0,0.55,2.0,0.025
overcorrection,38,74.411873,79.805267,50.0,7.978025,0.0,24.411873,6,0.34,0.0,0.55,2.0,0.025
overcorrection,39,69.137984,76.8389,50.0,9.134185,0.0,19.137984,6,0.34,0.0,0.55,2.0,0.025
overcorrection,40,62.824252,72.603396,50.0,10.042182,0.0,12.824252,6,0.34,0.0,0.55,2.0,0.025
overcorrection,41,55.762258,67.224867,50.0,10.6326,0.0,5.762258,6,0.34,0.0,0.55,2.0,0.025
overcorrection,42,48.292652,60.920432,50.0,10.863663,0.0,-1.707348,6,0.34,0.0,0.55,2.0,0.025
overcorrection,43,40.794332,53.975153,50.0,10.705636,0.0,-9.205668,6,0.34,0.0,0.55,2.0,0.025
overcorrection,44,33.680399,46.725701,50.0,10.133791,0.0,-16.319601,6,0.34,0.0,0.55,2.0,0.025
overcorrection,45,27.397183,39.550785,50.0,9.125226,0.0,-22.602817,6,0.34,0.0,0.55,2.0,0.025
overcorrection,46,22.396958,32.866304,50.0,7.685155,0.0,-27.603042,6,0.34,0.0,0.55,2.0,0.025
overcorrection,47,19.100427,27.108164,50.0,5.856455,0.0,-30.899573,6,0.34,0.0,0.55,2.0,0.025
overcorrection,48,17.864991,22.703909,50.0,3.712947,0.0,-32.135009,6,0.34,0.0,0.55,2.0,0.025
overcorrection,49,18.960064,20.042504,50.0,1.351552,0.0,-31.039936,6,0.34,0.0,0.55,2.0,0.025
overcorrection,50,21.434065,19.447162,50.0,0.0,0.0,-28.565935,6,0.34,0.0,0.55,2.0,0.025
overcorrection,51,23.969917,20.539959,50.0,0.0,0.0,-26.030083,6,0.34,0.0,0.55,2.0,0.025
overcorrection,52,26.569165,22.426436,50.0,0.0,0.0,-23.430835,6,0.34,0.0,0.55,2.0,0.025
overcorrection,53,29.233394,24.704937,50.0,0.0,0.0,-20.766606,6,0.34,0.0,0.55,2.0,0.025
overcorrection,54,31.964229,27.195588,50.0,0.0,0.0,-18.035771,6,0.34,0.0,0.55,2.0,0.025
overcorrection,55,34.763335,29.818341,50.0,0.0,0.0,-15.236665,6,0.34,0.0,0.55,2.0,0.025
overcorrection,56,37.632418,32.538087,50.0,0.0,0.0,-12.367582,6,0.34,0.0,0.55,2.0,0.025
overcorrection,57,40.573228,35.339969,50.0,0.0,0.0,-9.426772,6,0.34,0.0,0.55,2.0,0.025
overcorrection,58,43.587559,38.218262,50.0,0.0,0.0,-6.412441,6,0.34,0.0,0.55,2.0,0.025
overcorrection,59,46.677248,41.171375,50.0,0.0,0.0,-3.322752,6,0.34,0.0,0.55,2.0,0.025
overcorrection,60,49.844179,44.199605,50.0,0.0,0.0,-0.155821,6,0.34,0.0,0.55,2.0,0.025
overcorrection,61,53.090284,47.304121,50.0,0.0,0.0,3.090284,6,0.34,0.0,0.55,2.0,0.025
overcorrection,62,56.417541,50.486511,50.0,0.0,0.0,6.417541,6,0.34,0.0,0.55,2.0,0.025
overcorrection,63,59.827979,53.748577,50.0,0.0,0.0,9.827979,6,0.34,0.0,0.55,2.0,0.025
overcorrection,64,63.323679,57.092249,50.0,0.0,0.0,13.323679,6,0.34,0.0,0.55,2.0,0.025
overcorrection,65,66.906771,60.519535,50.0,0.0,0.0,16.906771,6,0.34,0.0,0.55,2.0,0.025
overcorrection,66,70.57944,64.032515,50.0,0.0,0.0,20.57944,6,0.34,0.0,0.55,2.0,0.025
overcorrection,67,74.343926,67.633324,50.0,0.0,0.0,24.343926,6,0.34,0.0,0.55,2.0,0.025
overcorrection,68,78.037111,71.324155,50.0,0.165414,0.0,28.037111,6,0.34,0.0,0.55,2.0,0.025
overcorrection,69,80.713522,75.016281,50.0,1.274516,0.0,30.713522,6,0.34,0.0,0.55,2.0,0.025
overcorrection,70,82.319996,78.149764,50.0,2.411364,0.0,32.319996,6,0.34,0.0,0.55,2.0,0.025
overcorrection,71,82.801354,80.443391,50.0,3.576642,0.0,32.801354,6,0.34,0.0,0.55,2.0,0.025
overcorrection,72,82.100333,81.740271,50.0,4.771055,0.0,32.100333,6,0.34,0.0,0.55,2.0,0.025
overcorrection,73,80.157511,81.938305,50.0,5.99533,0.0,30.157511,6,0.34,0.0,0.55,2.0,0.025
overcorrection,74,76.911236,80.958868,50.0,7.250213,0.0,26.911236,6,0.34,0.0,0.55,2.0,0.025
overcorrection,75,72.328481,78.73267,50.0,8.505535,0.0,22.328481,6,0.34,0.0,0.55,2.0,0.025
overcorrection,76,66.565774,75.210366,50.0,9.57092,0.0,16.565774,6,0.34,0.0,0.55,2.0,0.025
overcorrection,77,59.879165,70.45584,50.0,10.350753,0.0,9.879165,6,0.34,0.0,0.55,2.0,0.025
overcorrection,78,52.584452,64.638669,50.0,10.791692,0.0,2.584452,6,0.34,0.0,0.55,2.0,0.025
overcorrection,79,45.04004,58.00885,50.0,10.859024,0.0,-4.95996,6,0.34,0.0,0.55,2.0,0.025
overcorrection,80,37.640026,50.876004,50.0,10.526015,0.0,-12.359974,6,0.34,0.0,0.55,2.0,0.025
overcorrection,81,30.811918,43.596216,50.0,9.769108,0.0,-19.188082,6,0.34,0.0,0.55,2.0,0.025
overcorrection,82,25.010692,36.564852,50.0,8.571525,0.0,-24.989308,6,0.34,0.0,0.55,2.0,0.025
overcorrection,83,20.680973,30.210064,50.0,6.954986,0.0,-29.319027,6,0.34,0.0,0.55,2.0,0.025
overcorrection,84,18.22085,24.969064,50.0,4.977147,0.0,-31.77915,6,0.34,0.0,0.55,2.0,0.025
overcorrection,85,17.953363,21.257547,50.0,2.723009,0.0,-32.046637,6,0.34,0.0,0.55,2.0,0.025
overcorrection,86,20.104355,19.440245,50.0,0.297841,0.0,-29.895645,6,0.34,0.0,0.55,2.0,0.025
overcorrection,87,22.606964,19.805506,50.0,0.0,0.0,-27.393036,6,0.34,0.0,0.55,2.0,0.025
overcorrection,88,25.172138,21.346308,50.0,0.0,0.0,-24.827862,6,0.34,0.0,0.55,2.0,0.025
overcorrection,89,27.801442,23.450515,50.0,0.0,0.0,-22.198558,6,0.34,0.0,0.55,2.0,0.025
overcorrection,90,30.496478,25.843525,50.0,0.0,0.0,-19.503522,6,0.34,0.0,0.55,2.0,0.025
overcorrection,91,33.25889,28.402649,50.0,0.0,0.0,-16.74111,6,0.34,0.0,0.55,2.0,0.025
overcorrection,92,36.090362,31.073581,50.0,0.0,0.0,-13.909638,6,0.34,0.0,0.55,2.0,0.025
overcorrection,93,38.992621,33.832811,50.0,0.0,0.0,-11.007379,6,0.34,0.0,0.55,2.0,0.025
overcorrection,94,41.967437,36.670706,50.0,0.0,0.0,-8.032563,6,0.34,0.0,0.55,2.0,0.025
overcorrection,95,45.016623,39.583908,50.0,0.0,0.0,-4.983377,6,0.34,0.0,0.55,2.0,0.025
overcorrection,96,48.142038,42.571901,50.0,0.0,0.0,-1.857962,6,0.34,0.0,0.55,2.0,0.025
overcorrection,97,51.345589,45.635476,50.0,0.0,0.0,1.345589,6,0.34,0.0,0.55,2.0,0.025
overcorrection,98,54.629229,48.776038,50.0,0.0,0.0,4.629229,6,0.34,0.0,0.55,2.0,0.025
overcorrection,99,57.99496,51.995293,50.0,0.0,0.0,7.99496,6,0.34,0.0,0.55,2.0,0.025
overcorrection,100,61.444833,55.29511,50.0,0.0,0.0,11.444833,6,0.34,0.0,0.55,2.0,0.025
undercorrection,1,80.0,80.0,50.0,0.0,0.0,30.0,6,0.09,0.0,0.55,2.0,0.025
undercorrection,2,81.3,80.0,50.0,2.7,0.0,31.3,6,0.09,0.0,0.55,2.0,0.025
undercorrection,3,82.6325,80.715,50.0,2.7,0.0,32.6325,6,0.09,0.0,0.55,2.0,0.025
undercorrection,4,83.998312,81.769625,50.0,2.7,0.0,33.998312,6,0.09,0.0,0.55,2.0,0.025
undercorrection,5,85.39827,82.995403,50.0,2.7,0.0,35.39827,6,0.09,0.0,0.55,2.0,0.025
undercorrection,6,86.833227,84.31698,50.0,2.7,0.0,36.833227,6,0.09,0.0,0.55,2.0,0.025
undercorrection,7,88.304058,85.700916,50.0,2.7,0.0,38.304058,6,0.09,0.0,0.55,2.0,0.025
undercorrection,8,89.811659,87.132644,50.0,2.7,0.0,39.811659,6,0.09,0.0,0.55,2.0,0.025
undercorrection,9,91.292601,88.606102,50.0,2.76435,0.0,41.292601,6,0.09,0.0,0.55,2.0,0.025
undercorrection,10,92.715649,90.083676,50.0,2.859266,0.0,42.715649,6,0.09,0.0,0.55,2.0,0.025
undercorrection,11,94.063954,91.531262,50.0,2.969586,0.0,44.063954,6,0.09,0.0,0.55,2.0,0.025
undercorrection,12,95.327025,92.924243,50.0,3.088528,0.0,45.327025,6,0.09,0.0,0.55,2.0,0.025
undercorrection,13,96.497118,94.245773,50.0,3.213082,0.0,46.497118,6,0.09,0.0,0.55,2.0,0.025
undercorrection,14,97.567608,95.484013,50.0,3.341938,0.0,47.567608,6,0.09,0.0,0.55,2.0,0.025
undercorrection,15,98.532249,96.62999,50.0,3.474549,0.0,48.532249,6,0.09,0.0,0.55,2.0,0.025
undercorrection,16,99.388025,97.676233,50.0,3.607531,0.0,49.388025,6,0.09,0.0,0.55,2.0,0.025
undercorrection,17,100.134912,98.617718,50.0,3.737814,0.0,50.134912,6,0.09,0.0,0.55,2.0,0.025
undercorrection,18,100.775103,99.452175,50.0,3.863182,0.0,50.775103,6,0.09,0.0,0.55,2.0,0.025
undercorrection,19,101.312361,100.179785,50.0,3.98212,0.0,51.312361,6,0.09,0.0,0.55,2.0,0.025
undercorrection,20,101.751608,100.802702,50.0,4.093561,0.0,51.751608,6,0.09,0.0,0.55,2.0,0.025
undercorrection,21,102.0987,101.3246,50.0,4.196699,0.0,52.0987,6,0.09,0.0,0.55,2.0,0.025
undercorrection,22,102.360306,101.750355,50.0,4.290861,0.0,52.360306,6,0.09,0.0,0.55,2.0,0.025
undercorrection,23,102.543719,102.085828,50.0,4.375595,0.0,52.543719,6,0.09,0.0,0.55,2.0,0.025
undercorrection,24,102.656616,102.337668,50.0,4.450696,0.0,52.656616,6,0.09,0.0,0.55,2.0,0.025
undercorrection,25,102.706851,102.51309,50.0,4.516181,0.0,52.706851,6,0.09,0.0,0.55,2.0,0.025
undercorrection,26,102.702279,102.619658,50.0,4.572243,0.0,52.702279,6,0.09,0.0,0.55,2.0,0.025
undercorrection,27,102.650622,102.6651,50.0,4.619214,0.0,52.650622,6,0.09,0.0,0.55,2.0,0.025
undercorrection,28,102.559356,102.657137,50.0,4.657532,0.0,52.559356,6,0.09,0.0,0.55,2.0,0.025
undercorrection,29,102.435615,102.603357,50.0,4.687725,0.0,52.435615,6,0.09,0.0,0.55,2.0,0.025
undercorrection,30,102.286115,102.511099,50.0,4.71039,0.0,52.286115,6,0.09,0.0,0.55,2.0,0.025
undercorrection,31,102.11709,102.387358,50.0,4.726178,0.0,52.11709,6,0.09,0.0,0.55,2.0,0.025
undercorrection,32,101.934248,102.238711,50.0,4.735769,0.0,51.934248,6,0.09,0.0,0.55,2.0,0.025
undercorrection,33,101.742745,102.071256,50.0,4.739859,0.0,51.742745,6,0.09,0.0,0.55,2.0,0.025
undercorrection,34,101.547172,101.890575,50.0,4.739142,0.0,51.547172,6,0.09,0.0,0.55,2.0,0.025
undercorrection,35,101.351549,101.701703,50.0,4.734302,0.0,51.351549,6,0.09,0.0,0.55,2.0,0.025
undercorrection,36,101.159339,101.509118,50.0,4.725999,0.0,51.159339,6,0.09,0.0,0.55,2.0,0.025
undercorrection,37,100.97346,101.31674,50.0,4.714862,0.0,50.97346,6,0.09,0.0,0.55,2.0,0.025
undercorrection,38,100.796312,101.127936,50.0,4.701484,0.0,50.796312,6,0.09,0.0,0.55,2.0,0.025
undercorrection,39,100.629807,100.945543,50.0,4.686413,0.0,50.629807,6,0.09,0.0,0.55,2.0,0.025
undercorrection,40,100.475401,100.771888,50.0,4.670152,0.0,50.475401,6,0.09,0.0,0.55,2.0,0.025
undercorrection,41,100.334132,100.60882,50.0,4.653153,0.0,50.334132,6,0.09,0.0,0.55,2.0,0.025
undercorrection,42,100.206665,100.457742,50.0,4.635821,0.0,50.206665,6,0.09,0.0,0.55,2.0,0.025
undercorrection,43,100.093325,100.31965,50.0,4.618507,0.0,50.093325,6,0.09,0.0,0.55,2.0,0.025
undercorrection,44,99.994144,100.195171,50.0,4.601514,0.0,49.994144,6,0.09,0.0,0.55,2.0,0.025
undercorrection,45,99.908899,100.084606,50.0,4.585099,0.0,49.908899,6,0.09,0.0,0.55,2.0,0.025
undercorrection,46,99.837151,99.987967,50.0,4.56947,0.0,49.837151,6,0.09,0.0,0.55,2.0,0.025
undercorrection,47,99.778286,99.905018,50.0,4.554794,0.0,49.778286,6,0.09,0.0,0.55,2.0,0.025
undercorrection,48,99.731547,99.835316,50.0,4.541197,0.0,49.731547,6,0.09,0.0,0.55,2.0,0.025
undercorrection,49,99.696067,99.778243,50.0,4.528768,0.0,49.696067,6,0.09,0.0,0.55,2.0,0.025
undercorrection,50,99.670903,99.733046,50.0,4.517565,0.0,49.670903,6,0.09,0.0,0.55,2.0,0.025
undercorrection,51,99.655061,99.698867,50.0,4.507615,0.0,49.655061,6,0.09,0.0,0.55,2.0,0.025
undercorrection,52,99.647521,99.674774,50.0,4.498917,0.0,49.647521,6,0.09,0.0,0.55,2.0,0.025
undercorrection,53,99.647257,99.659785,50.0,4.491452,0.0,49.647257,6,0.09,0.0,0.55,2.0,0.025
undercorrection,54,99.65326,99.652894,50.0,4.485178,0.0,49.65326,6,0.09,0.0,0.55,2.0,0.025
undercorrection,55,99.66455,99.653095,50.0,4.480042,0.0,49.66455,6,0.09,0.0,0.55,2.0,0.025
undercorrection,56,99.680189,99.659395,50.0,4.475974,0.0,49.680189,6,0.09,0.0,0.55,2.0,0.025
undercorrection,57,99.699296,99.670832,50.0,4.472898,0.0,49.699296,6,0.09,0.0,0.55,2.0,0.025
undercorrection,58,99.721049,99.686487,50.0,4.47073,0.0,49.721049,6,0.09,0.0,0.55,2.0,0.025
undercorrection,59,99.744694,99.705496,50.0,4.469381,0.0,49.744694,6,0.09,0.0,0.55,2.0,0.025
undercorrection,60,99.769551,99.727055,50.0,4.46876,0.0,49.769551,6,0.09,0.0,0.55,2.0,0.025
undercorrection,61,99.795011,99.750428,50.0,4.468779,0.0,49.795011,6,0.09,0.0,0.55,2.0,0.025
undercorrection,62,99.820541,99.774949,50.0,4.469346,0.0,49.820541,6,0.09,0.0,0.55,2.0,0.025
undercorrection,63,99.84568,99.800024,50.0,4.470375,0.0,49.84568,6,0.09,0.0,0.55,2.0,0.025
undercorrection,64,99.870038,99.825135,50.0,4.471784,0.0,49.870038,6,0.09,0.0,0.55,2.0,0.025
undercorrection,65,99.893294,99.849831,50.0,4.473495,0.0,49.893294,6,0.09,0.0,0.55,2.0,0.025
undercorrection,66,99.915192,99.873736,50.0,4.475435,0.0,49.915192,6,0.09,0.0,0.55,2.0,0.025
undercorrection,67,99.935533,99.896536,50.0,4.477539,0.0,49.935533,6,0.09,0.0,0.55,2.0,0.025
undercorrection,68,99.954176,99.917984,50.0,4.479745,0.0,49.954176,6,0.09,0.0,0.55,2.0,0.025
undercorrection,69,99.971028,99.93789,50.0,4.482002,0.0,49.971028,6,0.09,0.0,0.55,2.0,0.025
undercorrection,70,99.986041,99.956116,50.0,4.484262,0.0,49.986041,6,0.09,0.0,0.55,2.0,0.025
undercorrection,71,99.999208,99.972575,50.0,4.486485,0.0,49.999208,6,0.09,0.0,0.55,2.0,0.025
undercorrection,72,100.010552,99.987223,50.0,4.488636,0.0,50.010552,6,0.09,0.0,0.55,2.0,0.025
undercorrection,73,100.020127,100.000054,50.0,4.490688,0.0,50.020127,6,0.09,0.0,0.55,2.0,0.025
undercorrection,74,100.028012,100.011094,50.0,4.492619,0.0,50.028012,6,0.09,0.0,0.55,2.0,0.025
undercorrection,75,100.034302,100.020399,50.0,4.49441,0.0,50.034302,6,0.09,0.0,0.55,2.0,0.025
undercorrection,76,100.039109,100.028046,50.0,4.49605,0.0,50.039109,6,0.09,0.0,0.55,2.0,0.025
undercorrection,77,100.042555,100.03413,50.0,4.497532,0.0,50.042555,6,0.09,0.0,0.55,2.0,0.025
undercorrection,78,100.044769,100.038764,50.0,4.49885,0.0,50.044769,6,0.09,0.0,0.55,2.0,0.025
undercorrection,79,100.045883,100.042067,50.0,4.500005,0.0,50.045883,6,0.09,0.0,0.55,2.0,0.025
undercorrection,80,100.046032,100.044166,50.0,4.500998,0.0,50.046032,6,0.09,0.0,0.55,2.0,0.025
undercorrection,81,100.045347,100.045192,50.0,4.501836,0.0,50.045347,6,0.09,0.0,0.55,2.0,0.025
undercorrection,82,100.043956,100.045277,50.0,4.502524,0.0,50.043956,6,0.09,0.0,0.55,2.0,0.025
undercorrection,83,100.041984,100.044551,50.0,4.503072,0.0,50.041984,6,0.09,0.0,0.55,2.0,0.025
undercorrection,84,100.039544,100.043139,50.0,4.503489,0.0,50.039544,6,0.09,0.0,0.55,2.0,0.025
undercorrection,85,100.036747,100.041162,50.0,4.503786,0.0,50.036747,6,0.09,0.0,0.55,2.0,0.025
undercorrection,86,100.033691,100.038734,50.0,4.503975,0.0,50.033691,6,0.09,0.0,0.55,2.0,0.025
undercorrection,87,100.030466,100.03596,50.0,4.504067,0.0,50.030466,6,0.09,0.0,0.55,2.0,0.025
undercorrection,88,100.027152,100.032938,50.0,4.504075,0.0,50.027152,6,0.09,0.0,0.55,2.0,0.025
undercorrection,89,100.023822,100.029756,50.0,4.50401,0.0,50.023822,6,0.09,0.0,0.55,2.0,0.025
undercorrection,90,100.020535,100.026492,50.0,4.503882,0.0,50.020535,6,0.09,0.0,0.55,2.0,0.025
undercorrection,91,100.017343,100.023216,50.0,4.503705,0.0,50.017343,6,0.09,0.0,0.55,2.0,0.025
undercorrection,92,100.014291,100.019986,50.0,4.503486,0.0,50.014291,6,0.09,0.0,0.55,2.0,0.025
undercorrection,93,100.011412,100.016854,50.0,4.503236,0.0,50.011412,6,0.09,0.0,0.55,2.0,0.025
undercorrection,94,100.008733,100.013861,50.0,4.502964,0.0,50.008733,6,0.09,0.0,0.55,2.0,0.025
undercorrection,95,100.006273,100.01104,50.0,4.502678,0.0,50.006273,6,0.09,0.0,0.55,2.0,0.025
undercorrection,96,100.004046,100.008418,50.0,4.502384,0.0,50.004046,6,0.09,0.0,0.55,2.0,0.025
undercorrection,97,100.002057,100.006013,50.0,4.502089,0.0,50.002057,6,0.09,0.0,0.55,2.0,0.025
undercorrection,98,100.00031,100.003838,50.0,4.501799,0.0,50.00031,6,0.09,0.0,0.55,2.0,0.025
undercorrection,99,99.998801,100.001897,50.0,4.501517,0.0,49.998801,6,0.09,0.0,0.55,2.0,0.025
undercorrection,100,99.997524,100.000194,50.0,4.501247,0.0,49.997524,6,0.09,0.0,0.55,2.0,0.025
policy_resistance,1,80.0,80.0,50.0,0.0,0.0,30.0,6,0.24,0.42,0.55,2.0,0.025
policy_resistance,2,79.824,80.0,50.0,7.2,3.024,29.824,6,0.24,0.42,0.55,2.0,0.025
policy_resistance,3,79.6436,79.9032,50.0,7.2,3.024,29.6436,6,0.24,0.42,0.55,2.0,0.025
policy_resistance,4,79.45869,79.76042,50.0,7.2,3.024,29.45869,6,0.24,0.42,0.55,2.0,0.025
policy_resistance,5,79.269157,79.594468,50.0,7.2,3.024,29.269157,6,0.24,0.42,0.55,2.0,0.025
policy_resistance,6,79.074886,79.415547,50.0,7.2,3.024,29.074886,6,0.24,0.42,0.55,2.0,0.025
policy_resistance,7,78.875758,79.228184,50.0,7.2,3.024,28.875758,6,0.24,0.42,0.55,2.0,0.025
policy_resistance,8,78.671652,79.03435,50.0,7.2,3.024,28.671652,6,0.24,0.42,0.55,2.0,0.025
policy_resistance,9,78.475918,78.834866,50.0,7.176768,3.014243,28.475918,6,0.24,0.42,0.55,2.0,0.025
policy_resistance,10,78.295166,78.637445,50.0,7.142501,2.99985,28.295166,6,0.24,0.42,0.55,2.0,0.025
policy_resistance,11,78.132995,78.449191,50.0,7.102672,2.983122,28.132995,6,0.24,0.42,0.55,2.0,0.025
policy_resistance,12,77.991675,78.275283,50.0,7.059731,2.965087,27.991675,6,0.24,0.42,0.55,2.0,0.025
policy_resistance,13,77.872904,78.119299,50.0,7.014764,2.946201,27.872904,6,0.24,0.42,0.55,2.0,0.025
policy_resistance,14,77.778145,77.983782,50.0,6.968244,2.926662,27.778145,6,0.24,0.42,0.55,2.0,0.025
policy_resistance,15,77.708786,77.870682,50.0,6.920368,2.906555,27.708786,6,0.24,0.42,0.55,2.0,0.025
policy_resistance,16,77.665173,77.781639,50.0,6.872987,2.886654,27.665173,6,0.24,0.42,0.55,2.0,0.025
policy_resistance,17,77.646675,77.717583,50.0,6.827806,2.867678,27.646675,6,0.24,0.42,0.55,2.0,0.025
policy_resistance,18,77.651922,77.678583,50.0,6.786068,2.850149,27.651922,6,0.24,0.42,0.55,2.0,0.025
policy_resistance,19,77.679014,77.66392,50.0,6.748632,2.834425,27.679014,6,0.24,0.42,0.55,2.0,0.025
policy_resistance,20,77.725647,77.672222,50.0,6.716108,2.820765,27.725647,6,0.24,0.42,0.55,2.0,0.025
policy_resistance,21,77.789189,77.701605,50.0,6.688964,2.809365,27.789189,6,0.24,0.42,0.55,2.0,0.025
policy_resistance,22,77.866715,77.749776,50.0,6.667593,2.800389,27.866715,6,0.24,0.42,0.55,2.0,0.025
policy_resistance,23,77.955095,77.814092,50.0,6.65222,2.793932,27.955095,6,0.24,0.42,0.55,2.0,0.025
policy_resistance,24,78.051114,77.891644,50.0,6.64286,2.790001,28.051114,6,0.24,0.42,0.55,2.0,0.025
policy_resistance,25,78.151574,77.979352,50.0,6.639341,2.788523,28.151574,6,0.24,0.42,0.55,2.0,0.025
policy_resistance,26,78.25339,78.074074,50.0,6.641333,2.78936,28.25339,6,0.24,0.42,0.55,2.0,0.025
policy_resistance,27,78.353661,78.172698,50.0,6.648385,2.792322,28.353661,6,0.24,0.42,0.55,2.0,0.025
policy_resistance,28,78.449734,78.272228,50.0,6.659946,2.797177,28.449734,6,0.24,0.42,0.55,2.0,0.025
policy_resistance,29,78.539256,78.369856,50.0,6.675382,2.803661,28.539256,6,0.24,0.42,0.55,2.0,0.025
policy_resistance,30,78.62022,78.463026,50.0,6.693995,2.811478,28.62022,6,0.24,0.42,0.55,2.0,0.025
policy_resistance,31,78.691,78.549483,50.0,6.715045,2.820319,28.691,6,0.24,0.42,0.55,2.0,0.025
policy_resistance,32,78.750364,78.627317,50.0,6.737778,2.829867,28.750364,6,0.24,0.42,0.55,2.0,0.025
policy_resistance,33,78.797483,78.694993,50.0,6.761447,2.839808,28.797483,6,0.24,0.42,0.55,2.0,0.025
policy_resistance,34,78.831926,78.751362,50.0,6.785335,2.849841,28.831926,6,0.24,0.42,0.55,2.0,0.025
policy_resistance,35,78.85364,78.795673,50.0,6.808765,2.859681,28.85364,6,0.24,0.42,0.55,2.0,0.025
policy_resistance,36,78.862928,78.827555,50.0,6.831126,2.869073,28.862928,6,0.24,0.42,0.55,2.0,0.025
policy_resistance,37,78.860413,78.84701,50.0,6.851876,2.877788,28.860413,6,0.24,0.42,0.55,2.0,0.025
policy_resistance,38,78.847001,78.854382,50.0,6.870556,2.885634,28.847001,6,0.24,0.42,0.55,2.0,0.025
policy_resistance,39,78.823833,78.850323,50.0,6.886798,2.892455,28.823833,6,0.24,0.42,0.55,2.0,0.025
policy_resistance,40,78.792239,78.835753,50.0,6.900327,2.898137,28.792239,6,0.24,0.42,0.55,2.0,0.025
policy_resistance,41,78.753688,78.811821,50.0,6.910961,2.902604,28.753688,6,0.24,0.42,0.55,2.0,0.025
policy_resistance,42,78.709734,78.779848,50.0,6.918613,2.905818,28.709734,6,0.24,0.42,0.55,2.0,0.025
policy_resistance,43,78.661974,78.741285,50.0,6.923282,2.907779,28.661974,6,0.24,0.42,0.55,2.0,0.025
policy_resistance,44,78.611993,78.697664,50.0,6.925052,2.908522,28.611993,6,0.24,0.42,0.55,2.0,0.025
policy_resistance,45,78.561328,78.650545,50.0,6.924077,2.908113,28.561328,6,0.24,0.42,0.55,2.0,0.025
policy_resistance,46,78.511425,78.601476,50.0,6.920581,2.906644,28.511425,6,0.24,0.42,0.55,2.0,0.025
policy_resistance,47,78.463605,78.551948,50.0,6.914837,2.904232,28.463605,6,0.24,0.42,0.55,2.0,0.025
policy_resistance,48,78.41904,78.503359,50.0,6.907163,2.901009,28.41904,6,0.24,0.42,0.55,2.0,0.025
policy_resistance,49,78.378729,78.456984,50.0,6.897908,2.897122,28.378729,6,0.24,0.42,0.55,2.0,0.025
policy_resistance,50,78.343483,78.413944,50.0,6.887439,2.892725,28.343483,6,0.24,0.42,0.55,2.0,0.025
policy_resistance,51,78.313914,78.37519,50.0,6.876131,2.887975,28.313914,6,0.24,0.42,0.55,2.0,0.025
policy_resistance,52,78.290436,78.341488,50.0,6.864354,2.883029,28.290436,6,0.24,0.42,0.55,2.0,0.025
policy_resistance,53,78.273266,78.313409,50.0,6.852467,2.878036,28.273266,6,0.24,0.42,0.55,2.0,0.025
policy_resistance,54,78.26243,78.291331,50.0,6.840806,2.873139,28.26243,6,0.24,0.42,0.55,2.0,0.025
policy_resistance,55,78.257779,78.275435,50.0,6.829676,2.868464,28.257779,6,0.24,0.42,0.55,2.0,0.025
policy_resistance,56,78.259002,78.265724,50.0,6.819346,2.864126,28.259002,6,0.24,0.42,0.55,2.0,0.025
policy_resistance,57,78.265651,78.262027,50.0,6.810046,2.860219,28.265651,6,0.24,0.42,0.55,2.0,0.025
policy_resistance,58,78.277157,78.26402,50.0,6.801957,2.856822,28.277157,6,0.24,0.42,0.55,2.0,0.025
policy_resistance,59,78.292859,78.271245,50.0,6.795218,2.853992,28.292859,6,0.24,0.42,0.55,2.0,0.025
policy_resistance,60,78.312027,78.283133,50.0,6.789919,2.851766,28.312027,6,0.24,0.42,0.55,2.0,0.025
policy_resistance,61,78.333888,78.299025,50.0,6.786104,2.850164,28.333888,6,0.24,0.42,0.55,2.0,0.025
policy_resistance,62,78.357646,78.318199,50.0,6.783774,2.849185,28.357646,6,0.24,0.42,0.55,2.0,0.025
policy_resistance,63,78.382513,78.339895,50.0,6.782886,2.848812,28.382513,6,0.24,0.42,0.55,2.0,0.025
policy_resistance,64,78.407724,78.363335,50.0,6.783365,2.849013,28.407724,6,0.24,0.42,0.55,2.0,0.025
policy_resistance,65,78.43256,78.387749,50.0,6.785099,2.849742,28.43256,6,0.24,0.42,0.55,2.0,0.025
policy_resistance,66,78.456362,78.412395,50.0,6.787952,2.85094,28.456362,6,0.24,0.42,0.55,2.0,0.025
policy_resistance,67,78.478547,78.436577,50.0,6.791766,2.852542,28.478547,6,0.24,0.42,0.55,2.0,0.025
policy_resistance,68,78.498617,78.45966,50.0,6.796368,2.854474,28.498617,6,0.24,0.42,0.55,2.0,0.025
policy_resistance,69,78.516169,78.481086,50.0,6.801575,2.856661,28.516169,6,0.24,0.42,0.55,2.0,0.025
policy_resistance,70,78.530897,78.500382,50.0,6.8072,2.859024,28.530897,6,0.24,0.42,0.55,2.0,0.025
policy_resistance,71,78.542595,78.517165,50.0,6.81306,2.861485,28.542595,6,0.24,0.42,0.55,2.0,0.025
policy_resistance,72,78.551154,78.531151,50.0,6.818975,2.863969,28.551154,6,0.24,0.42,0.55,2.0,0.025
