scenario,time,state,pressure,resilience,learning_capacity,intervention,buffer_remaining
delay_intervention,95,4576.274342,1862.928937,0.0,0.0,218.938038,0.0
delay_intervention,96,4782.697205,1946.960421,0.0,0.0,228.813717,0.0
feedback_intervention,1,70.0,50.0,30.0,0.0,0.0,0.0
feedback_intervention,2,63.67225,48.15,28.75,0.0,3.5,0.0
feedback_intervention,3,58.383674,46.139999,27.54625,0.0,3.278529,0.0
feedback_intervention,4,53.870477,44.044378,26.39275,0.0,3.093429,0.0
feedback_intervention,5,49.942381,41.914967,25.291641,0.0,2.935467,0.0
feedback_intervention,6,46.46178,39.787526,24.243766,0.0,2.797983,0.0
feedback_intervention,7,43.328814,37.686374,23.249078,0.0,2.676162,0.0
feedback_intervention,8,40.509805,35.656176,22.306919,0.0,2.471592,0.0
feedback_intervention,9,37.942714,33.702451,21.415515,0.0,2.293598,0.0
feedback_intervention,10,35.581945,31.827784,20.572953,0.0,2.136052,0.0
feedback_intervention,11,33.391405,30.031101,19.777259,0.0,2.0,0.0
feedback_intervention,12,31.29501,28.27461,19.026481,0.0,2.0,0.0
feedback_intervention,13,29.280002,26.559487,18.319616,0.0,2.0,0.0
feedback_intervention,14,27.336526,24.885948,17.655629,0.0,2.0,0.0
feedback_intervention,15,25.456834,23.253545,17.03348,0.0,2.0,0.0
feedback_intervention,16,23.634712,21.661365,16.452141,0.0,2.0,0.0
feedback_intervention,17,21.865063,20.108186,15.910607,0.0,2.0,0.0
feedback_intervention,18,20.143612,18.59258,15.407903,0.0,2.0,0.0
feedback_intervention,19,18.466695,17.112984,14.943088,0.0,2.0,0.0
feedback_intervention,20,16.831098,15.667761,14.515263,0.0,2.0,0.0
feedback_intervention,21,15.233951,14.255229,14.123569,0.0,2.0,0.0
feedback_intervention,22,13.672644,12.873692,13.767189,0.0,2.0,0.0
feedback_intervention,23,12.144771,11.521457,13.445346,0.0,2.0,0.0
feedback_intervention,24,10.648086,10.196846,13.15731,0.0,2.0,0.0
feedback_intervention,25,9.180468,8.898204,12.902389,0.0,2.0,0.0
feedback_intervention,26,7.739905,7.623902,12.679934,0.0,2.0,0.0
feedback_intervention,27,6.324469,6.372347,12.489336,0.0,2.0,0.0
feedback_intervention,28,4.932309,5.141975,12.330028,0.0,2.0,0.0
feedback_intervention,29,3.561636,3.931258,12.201478,0.0,2.0,0.0
feedback_intervention,30,2.21072,2.7387,12.103197,0.0,2.0,0.0
feedback_intervention,31,0.877881,1.56284,12.034729,0.0,2.0,0.0
feedback_intervention,32,0.0,0.402247,11.995658,0.0,2.0,0.0
feedback_intervention,33,0.0,0.0,11.985602,0.0,2.0,0.0
feedback_intervention,34,0.0,0.0,11.985602,0.0,2.0,0.0
feedback_intervention,35,0.0,0.0,11.985602,0.0,2.0,0.0
feedback_intervention,36,0.0,0.0,11.985602,0.0,2.0,0.0
feedback_intervention,37,0.0,0.0,11.985602,0.0,2.0,0.0
feedback_intervention,38,0.0,0.0,11.985602,0.0,2.0,0.0
feedback_intervention,39,0.0,0.0,11.985602,0.0,2.0,0.0
feedback_intervention,40,0.0,0.0,11.985602,0.0,2.0,0.0
feedback_intervention,41,0.0,0.0,11.985602,0.0,2.0,0.0
feedback_intervention,42,0.0,0.0,11.985602,0.0,2.0,0.0
feedback_intervention,43,0.0,0.0,11.985602,0.0,2.0,0.0
feedback_intervention,44,0.0,0.0,11.985602,0.0,2.0,0.0
feedback_intervention,45,0.0,0.0,11.985602,0.0,2.0,0.0
feedback_intervention,46,0.0,0.0,11.985602,0.0,2.0,0.0
feedback_intervention,47,0.0,0.0,11.985602,0.0,2.0,0.0
feedback_intervention,48,0.0,0.0,11.985602,0.0,2.0,0.0
feedback_intervention,49,0.0,0.0,11.985602,0.0,2.0,0.0
feedback_intervention,50,0.0,0.0,11.985602,0.0,2.0,0.0
feedback_intervention,51,0.0,0.0,11.985602,0.0,2.0,0.0
feedback_intervention,52,0.0,0.0,11.985602,0.0,2.0,0.0
feedback_intervention,53,0.0,0.0,11.985602,0.0,2.0,0.0
feedback_intervention,54,0.0,0.0,11.985602,0.0,2.0,0.0
feedback_intervention,55,0.0,0.0,11.985602,0.0,2.0,0.0
feedback_intervention,56,0.0,0.0,11.985602,0.0,2.0,0.0
feedback_intervention,57,0.0,0.0,11.985602,0.0,2.0,0.0
feedback_intervention,58,0.0,0.0,11.985602,0.0,2.0,0.0
feedback_intervention,59,0.0,0.0,11.985602,0.0,2.0,0.0
feedback_intervention,60,0.0,0.0,11.985602,0.0,2.0,0.0
feedback_intervention,61,0.0,0.0,11.985602,0.0,2.0,0.0
feedback_intervention,62,0.0,0.0,11.985602,0.0,2.0,0.0
feedback_intervention,63,0.0,0.0,11.985602,0.0,2.0,0.0
feedback_intervention,64,0.0,0.0,11.985602,0.0,2.0,0.0
feedback_intervention,65,0.0,0.0,11.985602,0.0,2.0,0.0
feedback_intervention,66,0.0,0.0,11.985602,0.0,2.0,0.0
feedback_intervention,67,0.0,0.0,11.985602,0.0,2.0,0.0
feedback_intervention,68,0.0,0.0,11.985602,0.0,2.0,0.0
feedback_intervention,69,0.0,0.0,11.985602,0.0,2.0,0.0
feedback_intervention,70,0.0,0.0,11.985602,0.0,2.0,0.0
feedback_intervention,71,0.0,0.0,11.985602,0.0,2.0,0.0
feedback_intervention,72,0.0,0.0,11.985602,0.0,2.0,0.0
feedback_intervention,73,0.0,0.0,11.985602,0.0,2.0,0.0
feedback_intervention,74,0.0,0.0,11.985602,0.0,2.0,0.0
feedback_intervention,75,0.0,0.0,11.985602,0.0,2.0,0.0
feedback_intervention,76,0.0,0.0,11.985602,0.0,2.0,0.0
feedback_intervention,77,0.0,0.0,11.985602,0.0,2.0,0.0
feedback_intervention,78,0.0,0.0,11.985602,0.0,2.0,0.0
feedback_intervention,79,0.0,0.0,11.985602,0.0,2.0,0.0
feedback_intervention,80,0.0,0.0,11.985602,0.0,2.0,0.0
feedback_intervention,81,0.0,0.0,11.985602,0.0,2.0,0.0
feedback_intervention,82,0.0,0.0,11.985602,0.0,2.0,0.0
feedback_intervention,83,0.0,0.0,11.985602,0.0,2.0,0.0
feedback_intervention,84,0.0,0.0,11.985602,0.0,2.0,0.0
feedback_intervention,85,0.0,0.0,11.985602,0.0,2.0,0.0
feedback_intervention,86,0.0,0.0,11.985602,0.0,2.0,0.0
feedback_intervention,87,0.0,0.0,11.985602,0.0,2.0,0.0
feedback_intervention,88,0.0,0.0,11.985602,0.0,2.0,0.0
feedback_intervention,89,0.0,0.0,11.985602,0.0,2.0,0.0
feedback_intervention,90,0.0,0.0,11.985602,0.0,2.0,0.0
feedback_intervention,91,0.0,0.0,11.985602,0.0,2.0,0.0
feedback_intervention,92,0.0,0.0,11.985602,0.0,2.0,0.0
feedback_intervention,93,0.0,0.0,11.985602,0.0,2.0,0.0
feedback_intervention,94,0.0,0.0,11.985602,0.0,2.0,0.0
feedback_intervention,95,0.0,0.0,11.985602,0.0,2.0,0.0
feedback_intervention,96,0.0,0.0,11.985602,0.0,2.0,0.0
information_flow_intervention,1,70.0,50.0,30.0,0.0,0.0,0.0
information_flow_intervention,2,73.47225,48.15,28.75,0.0,3.5,0.0
information_flow_intervention,3,76.315654,46.707474,27.54625,0.0,3.673612,0.0
information_flow_intervention,4,78.669835,45.599312,26.378563,0.0,3.815783,0.0
information_flow_intervention,5,80.647223,44.767072,25.23858,0.0,3.933492,0.0
information_flow_intervention,6,82.33845,44.16409,24.119404,0.0,4.032361,0.0
information_flow_intervention,7,83.816691,43.75316,23.015301,0.0,4.116923,0.0
information_flow_intervention,8,85.141129,43.504682,21.921472,0.0,4.190835,0.0
information_flow_intervention,9,86.359755,43.395164,20.833855,0.0,4.257056,0.0
information_flow_intervention,10,87.511603,43.406031,19.748976,0.0,4.317988,0.0
information_flow_intervention,11,88.628545,43.522668,18.663825,0.0,4.37558,0.0
information_flow_intervention,12,89.736742,43.733645,17.575759,0.0,4.431427,0.0
information_flow_intervention,13,90.857795,44.030107,16.482418,0.0,4.486837,0.0
information_flow_intervention,14,92.009681,44.405279,15.381665,0.0,4.54289,0.0
information_flow_intervention,15,93.2075,44.85407,14.271533,0.0,4.600484,0.0
information_flow_intervention,16,94.464075,45.372755,13.150181,0.0,4.660375,0.0
information_flow_intervention,17,95.79044,45.958724,12.015862,0.0,4.723204,0.0
information_flow_intervention,18,97.196224,46.610278,10.866894,0.0,4.789522,0.0
information_flow_intervention,19,98.689969,47.32647,9.701637,0.0,4.859811,0.0
information_flow_intervention,20,100.279384,48.10697,8.518475,0.0,4.934498,0.0
information_flow_intervention,21,101.971545,48.95197,7.315801,0.0,5.013969,0.0
information_flow_intervention,22,103.773068,49.862096,6.092002,0.0,5.098577,0.0
information_flow_intervention,23,105.690239,50.838346,4.84545,0.0,5.188653,0.0
information_flow_intervention,24,107.729123,51.88204,3.574491,0.0,5.284512,0.0
information_flow_intervention,25,109.89566,52.994778,2.27744,0.0,5.386456,0.0
information_flow_intervention,26,112.195734,54.178412,0.95257,0.0,5.494783,0.0
information_flow_intervention,27,114.617152,55.435018,0.0,0.0,5.609787,0.0
information_flow_intervention,28,117.119243,56.749809,0.0,0.0,5.730858,0.0
information_flow_intervention,29,119.698808,58.083885,0.0,0.0,5.855962,0.0
information_flow_intervention,30,122.353569,59.43977,0.0,0.0,5.98494,0.0
information_flow_intervention,31,125.081985,60.819637,0.0,0.0,6.117678,0.0
information_flow_intervention,32,127.883124,62.225379,0.0,0.0,6.254099,0.0
information_flow_intervention,33,130.756541,63.658666,0.0,0.0,6.394156,0.0
information_flow_intervention,34,133.702195,65.120996,0.0,0.0,6.537827,0.0
information_flow_intervention,35,136.720377,66.613727,0.0,0.0,6.68511,0.0
information_flow_intervention,36,139.811647,68.138112,0.0,0.0,6.836019,0.0
information_flow_intervention,37,142.976795,69.695323,0.0,0.0,6.990582,0.0
information_flow_intervention,38,146.216798,71.286468,0.0,0.0,7.14884,0.0
information_flow_intervention,39,149.532795,72.912609,0.0,0.0,7.31084,0.0
information_flow_intervention,40,152.926061,74.574778,0.0,0.0,7.47664,0.0
information_flow_intervention,41,156.397988,76.273982,0.0,0.0,7.646303,0.0
information_flow_intervention,42,159.950074,78.011213,0.0,0.0,7.819899,0.0
information_flow_intervention,43,163.583907,79.787458,0.0,0.0,7.997504,0.0
information_flow_intervention,44,167.301156,81.603701,0.0,0.0,8.179195,0.0
information_flow_intervention,45,171.103568,83.460932,0.0,0.0,8.365058,0.0
information_flow_intervention,46,174.992956,85.360144,0.0,0.0,8.555178,0.0
information_flow_intervention,47,178.971202,87.302344,0.0,0.0,8.749648,0.0
information_flow_intervention,48,183.040247,89.288549,0.0,0.0,8.94856,0.0
information_flow_intervention,49,187.202094,91.319793,0.0,0.0,9.152012,0.0
information_flow_intervention,50,191.458801,93.397127,0.0,0.0,9.360105,0.0
information_flow_intervention,51,195.812486,95.52162,0.0,0.0,9.57294,0.0
information_flow_intervention,52,200.265321,97.69436,0.0,0.0,9.790624,0.0
information_flow_intervention,53,204.819536,99.916461,0.0,0.0,10.013266,0.0
information_flow_intervention,54,209.477414,102.189054,0.0,0.0,10.240977,0.0
information_flow_intervention,55,214.241296,104.513297,0.0,0.0,10.473871,0.0
information_flow_intervention,56,219.113579,106.890371,0.0,0.0,10.712065,0.0
information_flow_intervention,57,224.096718,109.321485,0.0,0.0,10.955679,0.0
information_flow_intervention,58,229.193226,111.807871,0.0,0.0,11.204836,0.0
information_flow_intervention,59,234.405672,114.35079,0.0,0.0,11.459661,0.0
information_flow_intervention,60,239.736689,116.95153,0.0,0.0,11.720284,0.0
information_flow_intervention,61,245.188969,119.611411,0.0,0.0,11.986834,0.0
information_flow_intervention,62,250.765265,122.331777,0.0,0.0,12.259448,0.0
information_flow_intervention,63,256.468396,125.114007,0.0,0.0,12.538263,0.0
information_flow_intervention,64,262.301244,127.959508,0.0,0.0,12.82342,0.0
information_flow_intervention,65,268.266756,130.869721,0.0,0.0,13.115062,0.0
information_flow_intervention,66,274.367949,133.846117,0.0,0.0,13.413338,0.0
information_flow_intervention,67,280.607907,136.890204,0.0,0.0,13.718397,0.0
information_flow_intervention,68,286.989785,140.00352,0.0,0.0,14.030395,0.0
information_flow_intervention,69,293.51681,143.187642,0.0,0.0,14.349489,0.0
information_flow_intervention,70,300.192282,146.444179,0.0,0.0,14.67584,0.0
information_flow_intervention,71,307.019577,149.774778,0.0,0.0,15.009614,0.0
information_flow_intervention,72,314.002148,153.181125,0.0,0.0,15.350979,0.0
information_flow_intervention,73,321.143526,156.664942,0.0,0.0,15.700107,0.0
information_flow_intervention,74,328.447322,160.227991,0.0,0.0,16.057176,0.0
information_flow_intervention,75,335.917229,163.872074,0.0,0.0,16.422366,0.0
information_flow_intervention,76,343.557026,167.599035,0.0,0.0,16.795861,0.0
information_flow_intervention,77,351.370577,171.410759,0.0,0.0,17.177851,0.0
information_flow_intervention,78,359.361832,175.309172,0.0,0.0,17.568529,0.0
information_flow_intervention,79,367.534834,179.296247,0.0,0.0,17.968092,0.0
information_flow_intervention,80,375.893715,183.374001,0.0,0.0,18.376742,0.0
information_flow_intervention,81,384.442704,187.544495,0.0,0.0,18.794686,0.0
information_flow_intervention,82,393.186123,191.809839,0.0,0.0,19.222135,0.0
information_flow_intervention,83,402.128395,196.172191,0.0,0.0,19.659306,0.0
information_flow_intervention,84,411.274042,200.633755,0.0,0.0,20.10642,0.0
information_flow_intervention,85,420.627689,205.196789,0.0,0.0,20.563702,0.0
information_flow_intervention,86,430.194067,209.863601,0.0,0.0,21.031384,0.0
information_flow_intervention,87,439.978015,214.636551,0.0,0.0,21.509703,0.0
information_flow_intervention,88,449.98448,219.518052,0.0,0.0,21.998901,0.0
information_flow_intervention,89,460.218523,224.510574,0.0,0.0,22.499224,0.0
information_flow_intervention,90,470.68532,229.616641,0.0,0.0,23.010926,0.0
information_flow_intervention,91,481.390165,234.838836,0.0,0.0,23.534266,0.0
information_flow_intervention,92,492.338471,240.1798,0.0,0.0,24.069508,0.0
information_flow_intervention,93,503.535775,245.642234,0.0,0.0,24.616924,0.0
information_flow_intervention,94,514.987741,251.2289,0.0,0.0,25.176789,0.0
information_flow_intervention,95,526.70016,256.942625,0.0,0.0,25.749387,0.0
information_flow_intervention,96,538.678956,262.786298,0.0,0.0,26.335008,0.0
rule_intervention,1,70.0,50.0,30.0,0.0,0.0,0.0
rule_intervention,2,58.07225,48.15,28.75,0.0,3.5,0.0
rule_intervention,3,49.393422,45.833636,27.54625,0.0,2.993071,0.0
rule_intervention,4,42.918487,43.30387,26.400409,0.0,2.534762,0.0
rule_intervention,5,49.083469,40.696453,25.317812,0.0,2.194486,0.0
rule_intervention,6,41.742498,38.734522,24.300401,0.0,2.407936,0.0
rule_intervention,7,47.067887,36.555719,23.332038,0.0,2.142182,0.0
rule_intervention,8,39.536083,34.933139,22.418145,0.0,2.313454,0.0
rule_intervention,9,44.225796,33.049969,21.544816,0.0,2.033293,0.0
rule_intervention,10,48.382145,31.656649,20.718567,0.0,2.176117,0.0
rule_intervention,11,39.514684,30.649178,19.927151,0.0,2.387935,0.0
rule_intervention,12,43.396779,29.247022,19.160922,0.0,2.04224,0.0
rule_intervention,13,46.882262,28.243911,18.429746,0.0,2.140723,0.0
rule_intervention,14,37.844181,27.551136,17.723648,0.0,2.317972,0.0
rule_intervention,15,41.222648,26.41168,17.03487,0.0,2.0,0.0
rule_intervention,16,44.295456,25.628081,16.374578,0.0,2.035794,0.0
rule_intervention,17,47.096762,25.109735,15.733876,0.0,2.191727,0.0
rule_intervention,18,37.450567,24.817128,15.106132,0.0,2.333828,0.0
rule_intervention,19,40.380899,24.000881,14.485704,0.0,2.0,0.0
rule_intervention,20,43.097936,23.488037,13.885682,0.0,2.0,0.0
rule_intervention,21,45.616695,23.195186,13.298481,0.0,2.134519,0.0
rule_intervention,22,36.131952,23.090265,12.718602,0.0,2.261944,0.0
rule_intervention,23,38.844146,22.432634,12.141345,0.0,2.0,0.0
rule_intervention,24,41.380568,22.047133,11.580529,0.0,2.0,0.0
rule_intervention,25,43.783537,21.881309,11.029351,0.0,2.050005,0.0
rule_intervention,26,46.074535,21.884318,10.482318,0.0,2.171155,0.0
rule_intervention,27,36.315991,22.034691,9.93521,0.0,2.286544,0.0
rule_intervention,28,38.944163,21.59628,9.384343,0.0,2.0,0.0
rule_intervention,29,41.445196,21.403332,8.844436,0.0,2.0,0.0
rule_intervention,30,43.853285,21.408368,8.309353,0.0,2.053502,0.0
rule_intervention,31,46.185934,21.56659,7.774143,0.0,2.174604,0.0
rule_intervention,32,36.471792,21.860106,7.234979,0.0,2.291802,0.0
rule_intervention,33,39.205456,21.556322,6.688476,0.0,2.0,0.0
rule_intervention,34,41.838851,21.493096,6.149568,0.0,2.0,0.0
rule_intervention,35,44.396952,21.619797,5.612241,0.0,2.072192,0.0
rule_intervention,36,46.899927,21.897114,5.071746,0.0,2.200662,0.0
rule_intervention,37,37.18951,22.308631,4.524318,0.0,2.326224,0.0
rule_intervention,38,40.152988,22.123147,3.966602,0.0,2.0,0.0
rule_intervention,39,43.037446,22.184109,3.413523,0.0,2.0,0.0
rule_intervention,40,45.844907,22.424548,2.858921,0.0,2.130239,0.0
rule_intervention,41,36.692551,22.819769,2.298307,0.0,2.271189,0.0
rule_intervention,42,39.901306,22.642536,1.727813,0.0,2.0,0.0
rule_intervention,43,43.02786,22.728686,1.161749,0.0,2.0,0.0
rule_intervention,44,46.078984,23.010202,0.593532,0.0,2.127944,0.0
rule_intervention,45,37.108524,23.456751,0.018277,0.0,2.281066,0.0
rule_intervention,46,40.546386,23.342509,0.0,0.0,2.0,0.0
rule_intervention,47,43.879081,23.47947,0.0,0.0,2.001535,0.0
rule_intervention,48,47.095392,23.787166,0.0,0.0,2.168959,0.0
rule_intervention,49,37.992867,24.243804,0.0,0.0,2.330647,0.0
rule_intervention,50,41.582279,24.121362,0.0,0.0,2.0,0.0
rule_intervention,51,45.040172,24.245541,0.0,0.0,2.052193,0.0
rule_intervention,52,48.373324,24.548432,0.0,0.0,2.226074,0.0
rule_intervention,53,39.049185,25.007106,0.0,0.0,2.393668,0.0
rule_intervention,54,42.771571,24.883192,0.0,0.0,2.02239,0.0
rule_intervention,55,46.344168,25.004517,0.0,0.0,2.110661,0.0
rule_intervention,56,37.736835,25.311078,0.0,0.0,2.290414,0.0
rule_intervention,57,41.56528,25.074659,0.0,0.0,2.0,0.0
rule_intervention,58,45.232856,25.112644,0.0,0.0,2.049551,0.0
rule_intervention,59,48.747591,25.348565,0.0,0.0,2.234136,0.0
rule_intervention,60,39.48506,25.75622,0.0,0.0,2.411019,0.0
rule_intervention,61,43.352152,25.588998,0.0,0.0,2.043722,0.0
rule_intervention,62,47.053914,25.679057,0.0,0.0,2.138604,0.0
rule_intervention,63,38.37868,25.964237,0.0,0.0,2.324932,0.0
rule_intervention,64,42.334884,25.713963,0.0,0.0,2.0,0.0
rule_intervention,65,46.10877,25.737026,0.0,0.0,2.087073,0.0
rule_intervention,66,37.733553,25.965167,0.0,0.0,2.277134,0.0
rule_intervention,67,41.704928,25.669651,0.0,0.0,2.0,0.0
rule_intervention,68,45.496775,25.662089,0.0,0.0,2.055461,0.0
rule_intervention,69,49.120333,25.863355,0.0,0.0,2.2464,0.0
rule_intervention,70,39.85733,26.245425,0.0,0.0,2.42884,0.0
rule_intervention,71,43.814957,26.054648,0.0,0.0,2.062339,0.0
rule_intervention,72,47.598426,26.128457,0.0,0.0,2.161066,0.0
rule_intervention,73,38.85617,26.403322,0.0,0.0,2.351545,0.0
rule_intervention,74,42.893742,26.144442,0.0,0.0,2.008375,0.0
rule_intervention,75,46.737418,26.159683,0.0,0.0,2.114405,0.0
rule_intervention,76,38.263742,26.384518,0.0,0.0,2.308043,0.0
rule_intervention,77,42.314402,26.088373,0.0,0.0,2.0,0.0
rule_intervention,78,46.171248,26.076826,0.0,0.0,2.08534,0.0
rule_intervention,79,37.851519,26.278008,0.0,0.0,2.279636,0.0
rule_intervention,80,41.888481,25.962593,0.0,0.0,2.0,0.0
rule_intervention,81,45.73647,25.93891,0.0,0.0,2.064147,0.0
rule_intervention,82,37.518679,26.128572,0.0,0.0,2.257964,0.0
rule_intervention,83,41.530725,25.803308,0.0,0.0,2.0,0.0
rule_intervention,84,45.359519,25.774227,0.0,0.0,2.046446,0.0
rule_intervention,85,49.013695,25.957935,0.0,0.0,2.23926,0.0
rule_intervention,86,39.803839,26.325696,0.0,0.0,2.423278,0.0
rule_intervention,87,43.781504,26.124872,0.0,0.0,2.059266,0.0
rule_intervention,88,47.581837,26.190566,0.0,0.0,2.159243,0.0
rule_intervention,89,38.858238,26.458967,0.0,0.0,2.350589,0.0
rule_intervention,90,42.907929,26.195235,0.0,0.0,2.008339,0.0
rule_intervention,91,46.762115,26.206712,0.0,0.0,2.115024,0.0
rule_intervention,92,38.29124,26.428696,0.0,0.0,2.309199,0.0
rule_intervention,93,42.35091,26.1305,0.0,0.0,2.0,0.0
rule_intervention,94,46.215386,26.117189,0.0,0.0,2.087098,0.0
rule_intervention,95,37.891087,26.317184,0.0,0.0,2.281786,0.0
rule_intervention,96,41.935687,26.001013,0.0,0.0,2.0,0.0
self_organization_intervention,1,70.0,50.0,30.0,0.0,0.0,8.0
self_organization_intervention,2,57.757827,46.883,29.3665,2.25,6.39,3.16
self_organization_intervention,3,48.433173,43.484211,28.925455,4.449375,5.983023,0.16
self_organization_intervention,4,41.291754,40.111572,28.68005,6.599264,5.598546,0.16
self_organization_intervention,5,43.671702,36.636258,28.625803,8.700781,5.318978,0.16
self_organization_intervention,6,45.082288,33.602911,28.761541,10.755013,5.450904,0.16
self_organization_intervention,7,45.663035,30.890069,29.072537,12.763025,5.603594,0.16
self_organization_intervention,8,36.41589,28.419195,29.547256,14.725857,5.704929,0.16
self_organization_intervention,9,36.404338,25.570723,30.176262,16.644525,5.483891,0.16
self_organization_intervention,10,35.709302,22.937686,30.965726,18.520024,5.53375,0.16
self_organization_intervention,11,34.415999,20.448865,31.906997,20.353323,5.575504,0.16
self_organization_intervention,12,32.588934,18.045647,32.993313,22.145373,5.609535,0.16
self_organization_intervention,13,30.275904,15.679386,34.219475,23.897102,5.636152,0.16
self_organization_intervention,14,27.511188,13.309296,35.581581,25.609418,5.655598,0.16
self_organization_intervention,15,24.318076,10.90076,37.076822,27.283206,5.668065,0.16
self_organization_intervention,16,20.710876,8.423974,38.703316,28.919334,5.6737,0.16
self_organization_intervention,17,16.696505,5.852861,40.459986,30.518649,5.672613,0.16
self_organization_intervention,18,12.275742,3.164195,42.346451,32.081979,5.66488,0.16
self_organization_intervention,19,7.444219,0.336897,44.362959,33.610134,5.650547,0.16
self_organization_intervention,20,2.838945,0.0,46.510318,35.103906,5.629638,0.28631
self_organization_intervention,21,0.0,0.0,48.723647,36.564069,5.60215,0.44631
self_organization_intervention,22,0.0,0.0,50.992406,37.991377,5.570709,0.60631
self_organization_intervention,23,0.0,0.0,53.314589,39.386571,5.535767,0.76631
self_organization_intervention,24,0.0,0.0,55.688243,40.750373,5.497431,0.92631
self_organization_intervention,25,0.0,0.0,58.111462,42.08349,5.45581,1.08631
self_organization_intervention,26,0.0,0.0,60.58239,43.386611,5.411006,1.24631
self_organization_intervention,27,0.0,0.0,63.099217,44.660412,5.363121,1.40631
self_organization_intervention,28,0.0,0.0,65.660181,45.905553,5.312253,1.56631
self_organization_intervention,29,0.0,0.0,68.263561,47.122678,5.2585,1.72631
self_organization_intervention,30,0.0,0.0,70.907685,48.312418,5.201954,1.88631
self_organization_intervention,31,0.0,0.0,73.590919,49.475389,5.142708,2.04631
self_organization_intervention,32,0.0,0.0,76.311674,50.612192,5.080851,2.20631
self_organization_intervention,33,0.0,0.0,79.0684,51.723418,5.01647,2.36631
self_organization_intervention,34,0.0,0.0,81.85959,52.809641,4.94965,2.52631
self_organization_intervention,35,0.0,0.0,84.683772,53.871424,4.880473,2.68631
self_organization_intervention,36,0.0,0.0,87.539515,54.909317,4.809022,2.84631
self_organization_intervention,37,0.0,0.0,90.425423,55.923858,4.735374,3.00631
self_organization_intervention,38,0.0,0.0,93.340139,56.915571,4.659606,3.16631
self_organization_intervention,39,0.0,0.0,96.282338,57.88497,4.581793,3.32631
self_organization_intervention,40,0.0,0.0,99.250733,58.832559,4.502009,3.48631
self_organization_intervention,41,0.0,0.0,100.0,59.758826,4.420324,3.64631
self_organization_intervention,42,0.0,0.0,100.0,60.664252,4.42657,3.80631
self_organization_intervention,43,0.0,0.0,100.0,61.549307,4.461972,3.96631
self_organization_intervention,44,0.0,0.0,100.0,62.414447,4.496578,4.12631
self_organization_intervention,45,0.0,0.0,100.0,63.260122,4.530405,4.28631
self_organization_intervention,46,0.0,0.0,100.0,64.086769,4.563471,4.44631
self_organization_intervention,47,0.0,0.0,100.0,64.894817,4.595793,4.60631
self_organization_intervention,48,0.0,0.0,100.0,65.684684,4.627387,4.76631
self_organization_intervention,49,0.0,0.0,100.0,66.456778,4.658271,4.92631
self_organization_intervention,50,0.0,0.0,100.0,67.211501,4.68846,5.08631
self_organization_intervention,51,0.0,0.0,100.0,67.949242,4.71797,5.24631
self_organization_intervention,52,0.0,0.0,100.0,68.670384,4.746815,5.40631
self_organization_intervention,53,0.0,0.0,100.0,69.375301,4.775012,5.56631
self_organization_intervention,54,0.0,0.0,100.0,70.064356,4.802574,5.72631
self_organization_intervention,55,0.0,0.0,100.0,70.737908,4.829516,5.88631
self_organization_intervention,56,0.0,0.0,100.0,71.396305,4.855852,6.04631
self_organization_intervention,57,0.0,0.0,100.0,72.039888,4.881596,6.20631
self_organization_intervention,58,0.0,0.0,100.0,72.668991,4.90676,6.36631
self_organization_intervention,59,0.0,0.0,100.0,73.283939,4.931358,6.52631
self_organization_intervention,60,0.0,0.0,100.0,73.88505,4.955402,6.68631
self_organization_intervention,61,0.0,0.0,100.0,74.472636,4.978905,6.84631
self_organization_intervention,62,0.0,0.0,100.0,75.047002,5.00188,7.00631
self_organization_intervention,63,0.0,0.0,100.0,75.608445,5.024338,7.16631
self_organization_intervention,64,0.0,0.0,100.0,76.157255,5.04629,7.32631
self_organization_intervention,65,0.0,0.0,100.0,76.693716,5.067749,7.48631
self_organization_intervention,66,0.0,0.0,100.0,77.218108,5.088724,7.64631
self_organization_intervention,67,0.0,0.0,100.0,77.7307,5.109228,7.80631
self_organization_intervention,68,0.0,0.0,100.0,78.23176,5.12927,7.96631
self_organization_intervention,69,0.0,0.0,100.0,78.721545,5.148862,8.12631
self_organization_intervention,70,0.0,0.0,100.0,79.20031,5.168012,8.28631
self_organization_intervention,71,0.0,0.0,100.0,79.668303,5.186732,8.44631
self_organization_intervention,72,0.0,0.0,100.0,80.125766,5.205031,8.60631
self_organization_intervention,73,0.0,0.0,100.0,80.572937,5.222917,8.76631
self_organization_intervention,74,0.0,0.0,100.0,81.010046,5.240402,8.92631
self_organization_intervention,75,0.0,0.0,100.0,81.43732,5.257493,9.08631
self_organization_intervention,76,0.0,0.0,100.0,81.85498,5.274199,9.24631
self_organization_intervention,77,0.0,0.0,100.0,82.263243,5.29053,9.40631
self_organization_intervention,78,0.0,0.0,100.0,82.66232,5.306493,9.56631
self_organization_intervention,79,0.0,0.0,100.0,83.052418,5.322097,9.72631
self_organization_intervention,80,0.0,0.0,100.0,83.433738,5.33735,9.88631
self_organization_intervention,81,0.0,0.0,100.0,83.806479,5.352259,10.04631
self_organization_intervention,82,0.0,0.0,100.0,84.170833,5.366833,10.20631
self_organization_intervention,83,0.0,0.0,100.0,84.52699,5.38108,10.36631
self_organization_intervention,84,0.0,0.0,100.0,84.875132,5.395005,10.52631
self_organization_intervention,85,0.0,0.0,100.0,85.215442,5.408618,10.68631
self_organization_intervention,86,0.0,0.0,100.0,85.548094,5.421924,10.84631
