scenario,time,population,housing,transport,service_capacity,accessibility,congestion,housing_gap,service_pressure,policy_investment
housing_constraint,47,196.093179,225.195132,184.762302,134.825650,62.400053,1.061327,0.000000,1.454420,0.000000
housing_constraint,48,198.250339,228.509358,187.495555,134.771173,62.865161,1.057360,0.000000,1.471014,0.000000
housing_constraint,49,200.409230,231.853505,190.262370,134.716860,63.334395,1.053331,0.000000,1.487633,0.000000
housing_constraint,50,202.569974,235.227491,193.063045,134.662709,63.807734,1.049243,0.000000,1.504277,0.000000
housing_constraint,51,204.732686,238.631234,195.897880,134.608721,64.285155,1.045099,0.000000,1.520947,0.000000
housing_constraint,52,206.897480,242.064659,198.767173,134.554895,64.766636,1.040904,0.000000,1.537644,0.000000
housing_constraint,53,209.064466,245.527690,201.671223,134.501230,65.252155,1.036660,0.000000,1.554368,0.000000
housing_constraint,54,211.233750,249.020254,204.610326,134.447727,65.741690,1.032371,0.000000,1.571122,0.000000
housing_constraint,55,213.405434,252.542282,207.584778,134.394384,66.235220,1.028040,0.000000,1.587904,0.000000
housing_constraint,56,215.579619,256.093705,210.594873,134.341200,66.732723,1.023670,0.000000,1.604717,0.000000
housing_constraint,57,217.756401,259.674458,213.640908,134.288177,67.234179,1.019264,0.000000,1.621560,0.000000
housing_constraint,58,219.935874,263.284478,216.723175,134.235312,67.739567,1.014824,0.000000,1.638435,0.000000
housing_constraint,59,222.118128,266.923702,219.841967,134.182606,68.248865,1.010354,0.000000,1.655342,0.000000
housing_constraint,60,224.303252,270.592073,222.997577,134.130058,68.762054,1.005855,0.000000,1.672282,8.000000
housing_constraint,61,226.491330,274.289531,226.190297,142.077668,69.279113,1.001331,0.000000,1.594137,0.000000
housing_constraint,62,228.749027,278.017353,229.420430,142.001435,69.785889,0.997073,0.000000,1.610892,0.000000
housing_constraint,63,231.007445,281.775433,232.688185,141.925431,70.296964,0.992777,0.000000,1.627668,0.000000
housing_constraint,64,233.265736,285.563646,235.993821,141.849655,70.812507,0.988440,0.000000,1.644458,0.000000
housing_constraint,65,235.523991,289.381871,239.337640,141.774106,71.332497,0.984066,0.000000,1.661262,0.000000
housing_constraint,66,237.782301,293.229990,242.719940,141.698783,71.856915,0.979657,0.000000,1.678083,0.000000
housing_constraint,67,240.040754,297.107885,246.141019,141.623687,72.385741,0.975216,0.000000,1.694920,0.000000
housing_constraint,68,242.299441,301.015442,249.601173,141.548816,72.918954,0.970746,0.000000,1.711773,0.000000
housing_constraint,69,244.558449,304.952549,253.100699,141.474170,73.456535,0.966250,0.000000,1.728644,0.000000
housing_constraint,70,246.817865,308.919096,256.639890,141.399747,73.998463,0.961728,0.000000,1.745533,0.000000
housing_constraint,71,249.077775,312.914975,260.219039,141.325548,74.544717,0.957185,0.000000,1.762440,0.000000
housing_constraint,72,251.338266,316.940081,263.838440,141.251571,75.095276,0.952622,0.000000,1.779366,0.000000
housing_constraint,73,253.599420,320.994309,267.498383,141.177816,75.650119,0.948041,0.000000,1.796312,0.000000
housing_constraint,74,255.861323,325.077558,271.199159,141.104283,76.209226,0.943444,0.000000,1.813278,0.000000
housing_constraint,75,258.124056,329.189729,274.941056,141.030970,76.772574,0.938834,0.000000,1.830265,0.000000
housing_constraint,76,260.387701,333.330724,278.724363,140.957877,77.340143,0.934212,0.000000,1.847273,0.000000
housing_constraint,77,262.652341,337.500448,282.549368,140.885004,77.911911,0.929580,0.000000,1.864303,0.000000
housing_constraint,78,264.918054,341.698807,286.416356,140.812349,78.487856,0.924940,0.000000,1.881355,0.000000
housing_constraint,79,267.184920,345.925710,290.325613,140.739912,79.067957,0.920294,0.000000,1.898430,0.000000
housing_constraint,80,269.453018,350.181068,294.277424,140.667692,79.652191,0.915643,0.000000,1.915529,8.000000
housing_constraint,81,271.722425,354.464792,298.272072,148.595689,80.240538,0.910988,0.000000,1.828602,0.000000
housing_constraint,82,274.066052,358.778254,302.309854,148.499902,80.817239,0.906573,0.000000,1.845564,0.000000
housing_constraint,83,276.410912,363.121359,306.391068,148.404402,81.398030,0.902151,0.000000,1.862552,0.000000
housing_constraint,84,278.757081,367.494015,310.516008,148.309189,81.982892,0.897722,0.000000,1.879567,0.000000
housing_constraint,85,281.104632,371.896132,314.684969,148.214261,82.571804,0.893289,0.000000,1.896610,0.000000
housing_constraint,86,283.453637,376.327620,318.898245,148.119618,83.164747,0.888853,0.000000,1.913681,0.000000
housing_constraint,87,285.804168,380.788393,323.156129,148.025260,83.761700,0.884415,0.000000,1.930780,0.000000
housing_constraint,88,288.156297,385.278365,327.458913,147.931184,84.362643,0.879977,0.000000,1.947908,0.000000
housing_constraint,89,290.510095,389.797454,331.806888,147.837390,84.967557,0.875540,0.000000,1.965065,0.000000
housing_constraint,90,292.865630,394.345577,336.200343,147.743878,85.576420,0.871104,0.000000,1.982252,0.000000
housing_constraint,91,295.222972,398.922654,340.639570,147.650646,86.189213,0.866673,0.000000,1.999470,0.000000
housing_constraint,92,297.582189,403.528607,345.124856,147.557694,86.805915,0.862245,0.000000,2.016718,0.000000
housing_constraint,93,299.943349,408.163360,349.656490,147.465021,87.426504,0.857823,0.000000,2.033997,0.000000
housing_constraint,94,302.306517,412.826836,354.234758,147.372626,88.050962,0.853407,0.000000,2.051307,0.000000
housing_constraint,95,304.671760,417.518964,358.859948,147.280508,88.679266,0.848999,0.000000,2.068650,0.000000
housing_constraint,96,307.039143,422.239671,363.532344,147.188667,89.311397,0.844599,0.000000,2.086024,0.000000
housing_constraint,97,309.408731,426.988887,368.252233,147.097101,89.947333,0.840209,0.000000,2.103432,0.000000
housing_constraint,98,311.780586,431.766543,373.019899,147.005810,90.587053,0.835828,0.000000,2.120873,0.000000
housing_constraint,99,314.154772,436.572573,377.835624,146.914792,91.230537,0.831459,0.000000,2.138347,0.000000
housing_constraint,100,316.531351,441.406909,382.699693,146.824048,91.877765,0.827101,0.000000,2.155855,8.000000
transport_investment,1,100.000000,112.000000,90.000000,120.000000,45.000000,1.111111,0.000000,0.833333,0.000000
transport_investment,2,102.044949,114.242899,92.289096,120.490000,45.677507,1.105710,0.000000,0.846916,0.000000
transport_investment,3,104.109078,116.518109,94.601105,120.978530,46.348309,1.100506,0.000000,0.860558,0.000000
transport_investment,4,106.192094,118.825878,96.936349,121.465594,47.012641,1.095483,0.000000,0.874257,0.000000
transport_investment,5,108.293726,121.166449,99.295149,121.951198,47.670735,1.090625,0.000000,0.888009,0.000000
transport_investment,6,110.413714,123.540058,101.677831,122.435344,48.322816,1.085917,0.000000,0.901812,0.000000
transport_investment,7,112.551818,125.946934,104.084723,122.918038,48.969105,1.081348,0.000000,0.915666,0.000000
transport_investment,8,114.707808,128.387302,106.516155,123.399284,49.609819,1.076905,0.000000,0.929566,0.000000
transport_investment,9,116.881471,130.861383,108.972462,123.879086,50.245169,1.072578,0.000000,0.943513,0.000000
transport_investment,10,119.072602,133.369389,111.453979,124.357449,50.875362,1.068357,0.000000,0.957503,0.000000
transport_investment,11,121.281010,135.911532,113.961043,124.834376,51.500598,1.064232,0.000000,0.971535,0.000000
transport_investment,12,123.506516,138.488016,116.493996,125.309873,52.121074,1.060196,0.000000,0.985609,0.000000
transport_investment,13,125.748948,141.099043,119.053181,125.783944,52.736981,1.056242,0.000000,0.999722,0.000000
transport_investment,14,128.008147,143.744810,121.638942,126.256592,53.348507,1.052362,0.000000,1.013873,0.000000
transport_investment,15,130.274249,146.425315,124.251624,126.727822,53.958106,1.048471,0.000000,1.027985,0.000000
transport_investment,16,132.547050,149.140555,126.891575,127.197639,54.565979,1.044569,0.000000,1.042056,0.000000
transport_investment,17,134.826548,151.890524,129.559144,127.666046,55.172273,1.040656,0.000000,1.056088,0.000000
transport_investment,18,137.112743,154.675217,132.254676,128.133048,55.777127,1.036733,0.000000,1.070081,0.000000
transport_investment,19,139.405635,157.494628,134.978520,128.598648,56.380678,1.032799,0.000000,1.084037,0.000000
transport_investment,20,141.705230,160.348755,137.731024,129.062852,56.983055,1.028855,0.000000,1.097955,8.000000
transport_investment,21,144.011532,163.237590,140.512534,137.525664,57.584383,1.024902,0.000000,1.047161,0.000000
transport_investment,22,146.369824,166.162036,143.323408,137.963087,58.174092,1.021256,0.000000,1.060935,0.000000
transport_investment,23,148.734429,169.122077,146.163991,138.399198,58.763072,1.017586,0.000000,1.074677,0.000000
transport_investment,24,151.105370,172.117696,149.034640,138.834000,59.351435,1.013894,0.000000,1.088389,0.000000
transport_investment,25,153.482668,175.148878,151.935712,139.267498,59.939290,1.010182,0.000000,1.102071,0.000000
transport_investment,26,155.866347,178.215610,154.867563,139.699696,60.526741,1.006449,0.000000,1.115724,0.000000
transport_investment,27,158.256434,181.317876,157.830548,140.130596,61.113888,1.002698,0.000000,1.129350,0.000000
transport_investment,28,160.652952,184.455664,160.825024,140.560205,61.700826,0.998930,0.000000,1.142948,0.000000
transport_investment,29,163.055180,187.628945,163.851313,140.988524,62.287811,0.995141,0.000000,1.156514,0.000000
transport_investment,30,165.461253,190.837654,166.909690,141.415559,62.875349,0.991322,0.000000,1.170036,0.000000
transport_investment,31,167.871213,194.081727,170.000507,141.841312,63.463522,0.987475,0.000000,1.183514,0.000000
transport_investment,32,170.285106,197.361103,173.124118,142.265788,64.052408,0.983601,0.000000,1.196950,0.000000
transport_investment,33,172.702977,200.675718,176.280875,142.688991,64.642080,0.979703,0.000000,1.210345,0.000000
transport_investment,34,175.124873,204.025512,179.471130,143.110924,65.232608,0.975783,0.000000,1.223700,0.000000
transport_investment,35,177.550842,207.410427,182.695234,143.531591,65.824061,0.971842,0.000000,1.237016,0.000000
transport_investment,36,179.980933,210.830404,185.953538,143.950996,66.416501,0.967881,0.000000,1.250293,0.000000
transport_investment,37,182.415193,214.285386,189.246392,144.369143,67.009990,0.963903,0.000000,1.263533,0.000000
transport_investment,38,184.853674,217.775318,192.574146,144.786036,67.604585,0.959909,0.000000,1.276737,0.000000
transport_investment,39,187.296426,221.300146,195.937147,145.201677,68.200343,0.955901,0.000000,1.289905,0.000000
transport_investment,40,189.743500,224.859815,199.335745,145.616072,68.797314,0.951879,0.000000,1.303040,8.000000
transport_investment,41,192.194948,228.454275,202.770288,154.029224,69.395549,0.947846,0.000000,1.247782,0.000000
transport_investment,42,194.698672,232.084431,206.241132,154.417137,69.983733,0.944034,0.000000,1.260862,0.000000
transport_investment,43,197.206608,235.750225,209.748634,154.803885,70.573341,0.940204,0.000000,1.273913,0.000000
transport_investment,44,199.718809,239.451601,213.293150,155.189474,71.164419,0.936358,0.000000,1.286935,0.000000
transport_investment,45,202.235327,243.188501,216.875035,155.573905,71.757010,0.932497,0.000000,1.299931,0.000000
transport_investment,46,204.756217,246.960871,220.494644,155.957183,72.351155,0.928622,0.000000,1.312900,0.000000
transport_investment,47,207.281531,250.768658,224.152331,156.339312,72.946893,0.924735,0.000000,1.325844,0.000000
transport_investment,48,209.811324,254.611810,227.848449,156.720294,73.544261,0.920837,0.000000,1.338763,0.000000
transport_investment,49,212.345651,258.490276,231.583352,157.100133,74.143293,0.916930,0.000000,1.351658,0.000000
transport_investment,50,214.884565,262.404006,235.357392,157.478833,74.744023,0.913014,0.000000,1.364530,0.000000
transport_investment,51,217.428122,266.352953,239.170921,157.856396,75.346482,0.909091,0.000000,1.377379,0.000000
transport_investment,52,219.976377,270.337068,243.024292,158.232827,75.950698,0.905162,0.000000,1.390207,0.000000
transport_investment,53,222.529384,274.356308,246.917855,158.608128,76.556701,0.901228,0.000000,1.403014,0.000000
transport_investment,54,225.087199,278.410626,250.851961,158.982304,77.164515,0.897291,0.000000,1.415800,0.000000
transport_investment,55,227.649878,282.499982,254.826961,159.355357,77.774166,0.893351,0.000000,1.428567,0.000000
transport_investment,56,230.217476,286.624331,258.843204,159.727291,78.385677,0.889409,0.000000,1.441316,0.000000
transport_investment,57,232.790047,290.783635,262.901041,160.098109,78.999070,0.885466,0.000000,1.454046,0.000000
transport_investment,58,235.367648,294.977853,267.000819,160.467815,79.614364,0.881524,0.000000,1.466759,0.000000
transport_investment,59,237.950334,299.206948,271.142889,160.836411,80.231579,0.877583,0.000000,1.479456,0.000000
transport_investment,60,240.538160,303.470884,275.327598,161.203902,80.850733,0.873643,0.000000,1.492136,8.000000
transport_investment,61,243.131181,307.769624,279.555294,169.570290,81.471842,0.869707,0.000000,1.433808,0.000000
transport_investment,62,245.779149,312.104128,283.826335,169.911580,82.083126,0.865949,0.000000,1.446512,0.000000
transport_investment,63,248.432116,316.474354,288.141079,170.251845,82.696475,0.862189,0.000000,1.459204,0.000000
transport_investment,64,251.090139,320.880260,292.499881,170.591089,83.311905,0.858428,0.000000,1.471883,0.000000
transport_investment,65,253.753273,325.321804,296.903099,170.929316,83.929428,0.854667,0.000000,1.484551,0.000000
transport_investment,66,256.421574,329.798948,301.351089,171.266528,84.549059,0.850906,0.000000,1.497208,0.000000
transport_investment,67,259.095098,334.311654,305.844205,171.602729,85.170810,0.847147,0.000000,1.509854,0.000000
transport_investment,68,261.773901,338.859886,310.382804,171.937920,85.794692,0.843390,0.000000,1.522491,0.000000
transport_investment,69,264.458037,343.443607,314.967240,172.272107,86.420715,0.839637,0.000000,1.535118,0.000000
transport_investment,70,267.147561,348.062784,319.597868,172.605290,87.048888,0.835887,0.000000,1.547737,0.000000
transport_investment,71,269.842529,352.717383,324.275042,172.937474,87.679219,0.832141,0.000000,1.560347,0.000000
transport_investment,72,272.542995,357.407374,328.999116,173.268662,88.311717,0.828400,0.000000,1.572950,0.000000
transport_investment,73,275.249015,362.132724,333.770443,173.598856,88.946388,0.824666,0.000000,1.585546,0.000000
transport_investment,74,277.960641,366.893406,338.589377,173.928059,89.583237,0.820937,0.000000,1.598136,0.000000
transport_investment,75,280.677929,371.689391,343.456271,174.256275,90.222271,0.817216,0.000000,1.610719,0.000000
transport_investment,76,283.400932,376.520652,348.371477,174.583506,90.863493,0.813502,0.000000,1.623297,0.000000
transport_investment,77,286.129703,381.387164,353.335349,174.909756,91.506907,0.809796,0.000000,1.635870,0.000000
transport_investment,78,288.864296,386.288901,358.348238,175.235027,92.152517,0.806099,0.000000,1.648439,0.000000
transport_investment,79,291.604764,391.225841,363.410496,175.559322,92.800326,0.802412,0.000000,1.661004,0.000000
transport_investment,80,294.351159,396.197961,368.522476,175.882644,93.450334,0.798733,0.000000,1.673566,8.000000
transport_investment,81,297.103535,401.205239,373.684528,184.204996,94.102544,0.795065,0.000000,1.612896,0.000000
transport_investment,82,299.913201,406.248683,378.897015,184.502381,94.744813,0.791543,0.000000,1.625525,0.000000
transport_investment,83,302.728625,411.328260,384.160298,184.798874,95.389370,0.788027,0.000000,1.638152,0.000000
transport_investment,84,305.549859,416.443944,389.474737,185.094477,96.036216,0.784518,0.000000,1.650778,0.000000
transport_investment,85,308.376956,421.595708,394.840694,185.389193,96.685351,0.781016,0.000000,1.663403,0.000000
transport_investment,86,311.209968,426.783524,400.258530,185.683026,97.336777,0.777522,0.000000,1.676028,0.000000
transport_investment,87,314.048948,432.007369,405.728603,185.975977,97.990493,0.774037,0.000000,1.688653,0.000000
transport_investment,88,316.893947,437.267219,411.251276,186.268049,98.646497,0.770560,0.000000,1.701279,0.000000
transport_investment,89,319.745018,442.563050,416.826906,186.559245,99.304789,0.767093,0.000000,1.713906,0.000000
transport_investment,90,322.602210,447.894842,422.455854,186.849567,99.965368,0.763635,0.000000,1.726534,0.000000
transport_investment,91,325.465577,453.262574,428.138480,187.139018,100.628230,0.760188,0.000000,1.739165,0.000000
transport_investment,92,328.335166,458.666227,433.875142,187.427601,101.293374,0.756750,0.000000,1.751797,0.000000
transport_investment,93,331.211030,464.105783,439.666200,187.715318,101.960796,0.753324,0.000000,1.764433,0.000000
transport_investment,94,334.093218,469.581224,445.512013,188.002172,102.630494,0.749908,0.000000,1.777071,0.000000
transport_investment,95,336.981780,475.092535,451.412938,188.288166,103.302462,0.746504,0.000000,1.789713,0.000000
transport_investment,96,339.876764,480.639700,457.369335,188.573301,103.976698,0.743112,0.000000,1.802359,0.000000
transport_investment,97,342.778220,486.222706,463.381562,188.857582,104.653197,0.739732,0.000000,1.815009,0.000000
transport_investment,98,345.686195,491.841539,469.449977,189.141009,105.331954,0.736364,0.000000,1.827664,0.000000
transport_investment,99,348.600738,497.496187,475.574939,189.423586,106.012964,0.733009,0.000000,1.840324,0.000000
transport_investment,100,351.521897,503.186641,481.756806,189.705315,106.696222,0.729667,0.000000,1.852989,8.000000
