scenario,row,col,agent_type
low_threshold,21,19,-1
low_threshold,21,20,1
low_threshold,21,21,1
low_threshold,21,22,-1
low_threshold,21,23,-1
low_threshold,22,0,-1
low_threshold,22,1,1
low_threshold,22,2,1
low_threshold,22,3,0
low_threshold,22,4,0
low_threshold,22,5,0
low_threshold,22,6,0
low_threshold,22,7,0
low_threshold,22,8,1
low_threshold,22,9,1
low_threshold,22,10,0
low_threshold,22,11,0
low_threshold,22,12,0
low_threshold,22,13,0
low_threshold,22,14,1
low_threshold,22,15,1
low_threshold,22,16,1
low_threshold,22,17,1
low_threshold,22,18,-1
low_threshold,22,19,0
low_threshold,22,20,0
low_threshold,22,21,1
low_threshold,22,22,0
low_threshold,22,23,1
low_threshold,23,0,1
low_threshold,23,1,1
low_threshold,23,2,0
low_threshold,23,3,0
low_threshold,23,4,0
low_threshold,23,5,0
low_threshold,23,6,-1
low_threshold,23,7,0
low_threshold,23,8,1
low_threshold,23,9,1
low_threshold,23,10,0
low_threshold,23,11,0
low_threshold,23,12,0
low_threshold,23,13,0
low_threshold,23,14,1
low_threshold,23,15,1
low_threshold,23,16,1
low_threshold,23,17,1
low_threshold,23,18,1
low_threshold,23,19,0
low_threshold,23,20,0
low_threshold,23,21,0
low_threshold,23,22,1
low_threshold,23,23,0
high_threshold,0,0,1
high_threshold,0,1,1
high_threshold,0,2,1
high_threshold,0,3,1
high_threshold,0,4,1
high_threshold,0,5,-1
high_threshold,0,6,1
high_threshold,0,7,1
high_threshold,0,8,1
high_threshold,0,9,1
high_threshold,0,10,1
high_threshold,0,11,1
high_threshold,0,12,1
high_threshold,0,13,-1
high_threshold,0,14,0
high_threshold,0,15,0
high_threshold,0,16,0
high_threshold,0,17,-1
high_threshold,0,18,1
high_threshold,0,19,1
high_threshold,0,20,1
high_threshold,0,21,-1
high_threshold,0,22,0
high_threshold,0,23,0
high_threshold,1,0,1
high_threshold,1,1,1
high_threshold,1,2,1
high_threshold,1,3,1
high_threshold,1,4,1
high_threshold,1,5,1
high_threshold,1,6,1
high_threshold,1,7,1
high_threshold,1,8,1
high_threshold,1,9,1
high_threshold,1,10,1
high_threshold,1,11,1
high_threshold,1,12,1
high_threshold,1,13,-1
high_threshold,1,14,0
high_threshold,1,15,0
high_threshold,1,16,0
high_threshold,1,17,-1
high_threshold,1,18,1
high_threshold,1,19,1
high_threshold,1,20,1
high_threshold,1,21,-1
high_threshold,1,22,0
high_threshold,1,23,-1
high_threshold,2,0,1
high_threshold,2,1,1
high_threshold,2,2,1
high_threshold,2,3,1
high_threshold,2,4,1
high_threshold,2,5,1
high_threshold,2,6,1
high_threshold,2,7,1
high_threshold,2,8,1
high_threshold,2,9,1
high_threshold,2,10,-1
high_threshold,2,11,1
high_threshold,2,12,1
high_threshold,2,13,-1
high_threshold,2,14,-1
high_threshold,2,15,0
high_threshold,2,16,0
high_threshold,2,17,0
high_threshold,2,18,-1
high_threshold,2,19,1
high_threshold,2,20,-1
high_threshold,2,21,0
high_threshold,2,22,0
high_threshold,2,23,0
high_threshold,3,0,1
high_threshold,3,1,1
high_threshold,3,2,1
high_threshold,3,3,1
high_threshold,3,4,1
high_threshold,3,5,1
high_threshold,3,6,1
high_threshold,3,7,1
high_threshold,3,8,1
high_threshold,3,9,1
high_threshold,3,10,1
high_threshold,3,11,-1
high_threshold,3,12,-1
high_threshold,3,13,-1
high_threshold,3,14,0
high_threshold,3,15,0
high_threshold,3,16,0
high_threshold,3,17,0
high_threshold,3,18,-1
high_threshold,3,19,0
high_threshold,3,20,0
high_threshold,3,21,0
high_threshold,3,22,-1
high_threshold,3,23,0
high_threshold,4,0,1
high_threshold,4,1,1
high_threshold,4,2,1
high_threshold,4,3,-1
high_threshold,4,4,1
high_threshold,4,5,1
high_threshold,4,6,1
high_threshold,4,7,1
high_threshold,4,8,1
high_threshold,4,9,1
high_threshold,4,10,1
high_threshold,4,11,1
high_threshold,4,12,-1
high_threshold,4,13,0
high_threshold,4,14,-1
high_threshold,4,15,0
high_threshold,4,16,0
high_threshold,4,17,0
high_threshold,4,18,0
high_threshold,4,19,0
high_threshold,4,20,0
high_threshold,4,21,0
high_threshold,4,22,0
high_threshold,4,23,0
high_threshold,5,0,1
high_threshold,5,1,1
high_threshold,5,2,1
high_threshold,5,3,-1
high_threshold,5,4,1
high_threshold,5,5,1
high_threshold,5,6,1
high_threshold,5,7,1
high_threshold,5,8,1
high_threshold,5,9,1
high_threshold,5,10,1
high_threshold,5,11,1
high_threshold,5,12,0
high_threshold,5,13,0
high_threshold,5,14,0
high_threshold,5,15,0
high_threshold,5,16,0
high_threshold,5,17,0
high_threshold,5,18,0
high_threshold,5,19,0
high_threshold,5,20,0
high_threshold,5,21,0
high_threshold,5,22,0
high_threshold,5,23,-1
high_threshold,6,0,1
high_threshold,6,1,1
high_threshold,6,2,1
high_threshold,6,3,1
high_threshold,6,4,1
high_threshold,6,5,1
high_threshold,6,6,1
high_threshold,6,7,1
high_threshold,6,8,1
high_threshold,6,9,1
high_threshold,6,10,1
high_threshold,6,11,0
high_threshold,6,12,0
high_threshold,6,13,0
high_threshold,6,14,0
high_threshold,6,15,0
high_threshold,6,16,0
high_threshold,6,17,0
high_threshold,6,18,0
high_threshold,6,19,0
high_threshold,6,20,0
high_threshold,6,21,0
high_threshold,6,22,0
high_threshold,6,23,-1
high_threshold,7,0,-1
high_threshold,7,1,1
high_threshold,7,2,1
high_threshold,7,3,1
high_threshold,7,4,-1
high_threshold,7,5,1
high_threshold,7,6,1
high_threshold,7,7,-1
high_threshold,7,8,-1
high_threshold,7,9,0
high_threshold,7,10,0
high_threshold,7,11,0
high_threshold,7,12,0
high_threshold,7,13,0
high_threshold,7,14,0
high_threshold,7,15,0
high_threshold,7,16,0
high_threshold,7,17,0
high_threshold,7,18,0
high_threshold,7,19,0
high_threshold,7,20,0
high_threshold,7,21,0
high_threshold,7,22,0
high_threshold,7,23,-1
high_threshold,8,0,1
high_threshold,8,1,-1
high_threshold,8,2,1
high_threshold,8,3,-1
high_threshold,8,4,-1
high_threshold,8,5,0
high_threshold,8,6,-1
high_threshold,8,7,0
high_threshold,8,8,0
high_threshold,8,9,0
high_threshold,8,10,0
high_threshold,8,11,0
high_threshold,8,12,-1
high_threshold,8,13,0
high_threshold,8,14,-1
high_threshold,8,15,0
high_threshold,8,16,0
high_threshold,8,17,0
high_threshold,8,18,-1
high_threshold,8,19,0
high_threshold,8,20,-1
high_threshold,8,21,-1
high_threshold,8,22,1
high_threshold,8,23,1
high_threshold,9,0,1
high_threshold,9,1,1
high_threshold,9,2,1
high_threshold,9,3,-1
high_threshold,9,4,0
high_threshold,9,5,0
high_threshold,9,6,0
high_threshold,9,7,0
high_threshold,9,8,0
high_threshold,9,9,-1
high_threshold,9,10,0
high_threshold,9,11,0
high_threshold,9,12,0
high_threshold,9,13,0
high_threshold,9,14,-1
high_threshold,9,15,0
high_threshold,9,16,-1
high_threshold,9,17,0
high_threshold,9,18,0
high_threshold,9,19,0
high_threshold,9,20,0
high_threshold,9,21,-1
high_threshold,9,22,1
high_threshold,9,23,1
high_threshold,10,0,1
high_threshold,10,1,1
high_threshold,10,2,1
high_threshold,10,3,-1
high_threshold,10,4,0
high_threshold,10,5,0
high_threshold,10,6,0
high_threshold,10,7,0
high_threshold,10,8,0
high_threshold,10,9,0
high_threshold,10,10,0
high_threshold,10,11,0
high_threshold,10,12,0
high_threshold,10,13,0
high_threshold,10,14,0
high_threshold,10,15,0
high_threshold,10,16,0
high_threshold,10,17,0
high_threshold,10,18,0
high_threshold,10,19,0
high_threshold,10,20,0
high_threshold,10,21,1
high_threshold,10,22,1
high_threshold,10,23,1
high_threshold,11,0,1
high_threshold,11,1,1
high_threshold,11,2,1
high_threshold,11,3,-1
high_threshold,11,4,0
high_threshold,11,5,0
high_threshold,11,6,0
high_threshold,11,7,0
high_threshold,11,8,0
high_threshold,11,9,0
high_threshold,11,10,0
high_threshold,11,11,-1
high_threshold,11,12,0
high_threshold,11,13,0
high_threshold,11,14,-1
high_threshold,11,15,0
high_threshold,11,16,0
high_threshold,11,17,0
high_threshold,11,18,0
high_threshold,11,19,0
high_threshold,11,20,0
high_threshold,11,21,1
high_threshold,11,22,1
high_threshold,11,23,1
high_threshold,12,0,1
high_threshold,12,1,1
high_threshold,12,2,1
high_threshold,12,3,-1
high_threshold,12,4,0
high_threshold,12,5,0
high_threshold,12,6,0
high_threshold,12,7,0
high_threshold,12,8,0
high_threshold,12,9,0
high_threshold,12,10,0
high_threshold,12,11,0
high_threshold,12,12,0
high_threshold,12,13,0
high_threshold,12,14,0
high_threshold,12,15,0
high_threshold,12,16,0
high_threshold,12,17,0
high_threshold,12,18,0
high_threshold,12,19,1
high_threshold,12,20,-1
high_threshold,12,21,1
high_threshold,12,22,1
high_threshold,12,23,1
high_threshold,13,0,1
high_threshold,13,1,1
high_threshold,13,2,1
high_threshold,13,3,-1
high_threshold,13,4,0
high_threshold,13,5,0
high_threshold,13,6,0
high_threshold,13,7,0
high_threshold,13,8,0
high_threshold,13,9,0
high_threshold,13,10,-1
high_threshold,13,11,0
high_threshold,13,12,-1
high_threshold,13,13,-1
high_threshold,13,14,-1
high_threshold,13,15,-1
high_threshold,13,16,-1
high_threshold,13,17,0
high_threshold,13,18,-1
high_threshold,13,19,1
high_threshold,13,20,1
high_threshold,13,21,1
high_threshold,13,22,1
high_threshold,13,23,1
high_threshold,14,0,1
high_threshold,14,1,1
high_threshold,14,2,1
high_threshold,14,3,-1
high_threshold,14,4,0
high_threshold,14,5,0
high_threshold,14,6,0
high_threshold,14,7,0
high_threshold,14,8,0
high_threshold,14,9,0
high_threshold,14,10,0
high_threshold,14,11,-1
high_threshold,14,12,-1
high_threshold,14,13,1
high_threshold,14,14,1
high_threshold,14,15,1
high_threshold,14,16,1
high_threshold,14,17,1
high_threshold,14,18,1
high_threshold,14,19,1
high_threshold,14,20,1
high_threshold,14,21,1
high_threshold,14,22,1
high_threshold,14,23,1
high_threshold,15,0,-1
high_threshold,15,1,-1
high_threshold,15,2,0
high_threshold,15,3,0
high_threshold,15,4,-1
high_threshold,15,5,0
high_threshold,15,6,0
high_threshold,15,7,-1
high_threshold,15,8,0
high_threshold,15,9,-1
high_threshold,15,10,-1
high_threshold,15,11,1
high_threshold,15,12,1
high_threshold,15,13,1
high_threshold,15,14,1
high_threshold,15,15,-1
high_threshold,15,16,1
high_threshold,15,17,1
high_threshold,15,18,1
high_threshold,15,19,1
high_threshold,15,20,1
high_threshold,15,21,1
high_threshold,15,22,1
high_threshold,15,23,1
high_threshold,16,0,0
high_threshold,16,1,0
high_threshold,16,2,0
high_threshold,16,3,0
high_threshold,16,4,0
high_threshold,16,5,0
high_threshold,16,6,0
high_threshold,16,7,0
high_threshold,16,8,1
high_threshold,16,9,1
high_threshold,16,10,1
high_threshold,16,11,1
high_threshold,16,12,1
high_threshold,16,13,1
high_threshold,16,14,1
high_threshold,16,15,1
high_threshold,16,16,1
high_threshold,16,17,-1
high_threshold,16,18,1
high_threshold,16,19,1
high_threshold,16,20,1
high_threshold,16,21,1
high_threshold,16,22,-1
high_threshold,16,23,1
high_threshold,17,0,0
high_threshold,17,1,0
high_threshold,17,2,0
high_threshold,17,3,0
high_threshold,17,4,0
high_threshold,17,5,0
high_threshold,17,6,0
high_threshold,17,7,-1
high_threshold,17,8,1
high_threshold,17,9,1
high_threshold,17,10,-1
high_threshold,17,11,1
high_threshold,17,12,1
high_threshold,17,13,1
high_threshold,17,14,1
high_threshold,17,15,-1
high_threshold,17,16,1
high_threshold,17,17,1
high_threshold,17,18,1
high_threshold,17,19,1
high_threshold,17,20,1
high_threshold,17,21,1
high_threshold,17,22,1
high_threshold,17,23,1
high_threshold,18,0,-1
high_threshold,18,1,0
high_threshold,18,2,0
high_threshold,18,3,0
high_threshold,18,4,0
high_threshold,18,5,0
high_threshold,18,6,0
high_threshold,18,7,-1
high_threshold,18,8,1
high_threshold,18,9,1
high_threshold,18,10,1
high_threshold,18,11,1
high_threshold,18,12,1
high_threshold,18,13,1
high_threshold,18,14,1
high_threshold,18,15,-1
high_threshold,18,16,-1
high_threshold,18,17,1
high_threshold,18,18,1
high_threshold,18,19,1
high_threshold,18,20,1
high_threshold,18,21,-1
high_threshold,18,22,1
high_threshold,18,23,1
high_threshold,19,0,0
high_threshold,19,1,0
high_threshold,19,2,0
high_threshold,19,3,0
high_threshold,19,4,-1
high_threshold,19,5,0
high_threshold,19,6,0
high_threshold,19,7,-1
high_threshold,19,8,1
high_threshold,19,9,-1
high_threshold,19,10,1
high_threshold,19,11,1
high_threshold,19,12,1
high_threshold,19,13,1
high_threshold,19,14,-1
high_threshold,19,15,0
high_threshold,19,16,-1
high_threshold,19,17,1
high_threshold,19,18,1
high_threshold,19,19,1
high_threshold,19,20,1
high_threshold,19,21,1
high_threshold,19,22,1
high_threshold,19,23,1
high_threshold,20,0,-1
high_threshold,20,1,-1
high_threshold,20,2,-1
high_threshold,20,3,0
high_threshold,20,4,0
high_threshold,20,5,0
high_threshold,20,6,0
high_threshold,20,7,-1
high_threshold,20,8,1
high_threshold,20,9,-1
high_threshold,20,10,1
high_threshold,20,11,1
high_threshold,20,12,1
high_threshold,20,13,-1
high_threshold,20,14,0
high_threshold,20,15,0
high_threshold,20,16,0
high_threshold,20,17,0
high_threshold,20,18,-1
high_threshold,20,19,-1
high_threshold,20,20,-1
high_threshold,20,21,-1
high_threshold,20,22,-1
high_threshold,20,23,1
high_threshold,21,0,1
high_threshold,21,1,1
high_threshold,21,2,1
high_threshold,21,3,-1
high_threshold,21,4,0
high_threshold,21,5,0
high_threshold,21,6,0
high_threshold,21,7,-1
high_threshold,21,8,1
high_threshold,21,9,1
high_threshold,21,10,1
high_threshold,21,11,1
high_threshold,21,12,1
high_threshold,21,13,-1
high_threshold,21,14,0
high_threshold,21,15,0
high_threshold,21,16,0
high_threshold,21,17,-1
high_threshold,21,18,0
high_threshold,21,19,0
high_threshold,21,20,0
high_threshold,21,21,1
high_threshold,21,22,1
high_threshold,21,23,1
high_threshold,22,0,1
high_threshold,22,1,1
high_threshold,22,2,1
high_threshold,22,3,1
high_threshold,22,4,-1
high_threshold,22,5,0
high_threshold,22,6,0
high_threshold,22,7,-1
high_threshold,22,8,-1
high_threshold,22,9,1
high_threshold,22,10,1
high_threshold,22,11,1
high_threshold,22,12,1
high_threshold,22,13,-1
high_threshold,22,14,0
high_threshold,22,15,0
high_threshold,22,16,0
high_threshold,22,17,0
high_threshold,22,18,0
high_threshold,22,19,0
high_threshold,22,20,0
high_threshold,22,21,0
high_threshold,22,22,1
high_threshold,22,23,1
high_threshold,23,0,1
high_threshold,23,1,1
high_threshold,23,2,1
high_threshold,23,3,1
high_threshold,23,4,1
high_threshold,23,5,-1
high_threshold,23,6,0
high_threshold,23,7,-1
high_threshold,23,8,1
high_threshold,23,9,-1
high_threshold,23,10,-1
high_threshold,23,11,1
high_threshold,23,12,1
high_threshold,23,13,1
high_threshold,23,14,0
high_threshold,23,15,0
high_threshold,23,16,0
high_threshold,23,17,0
high_threshold,23,18,0
high_threshold,23,19,0
high_threshold,23,20,0
high_threshold,23,21,-1
high_threshold,23,22,1
high_threshold,23,23,1
fewer_empty_cells,0,0,0
fewer_empty_cells,0,1,0
fewer_empty_cells,0,2,0
fewer_empty_cells,0,3,0
fewer_empty_cells,0,4,0
fewer_empty_cells,0,5,1
fewer_empty_cells,0,6,1
fewer_empty_cells,0,7,1
fewer_empty_cells,0,8,1
fewer_empty_cells,0,9,1
fewer_empty_cells,0,10,1
fewer_empty_cells,0,11,-1
fewer_empty_cells,0,12,1
fewer_empty_cells,0,13,1
fewer_empty_cells,0,14,-1
fewer_empty_cells,0,15,0
fewer_empty_cells,0,16,0
fewer_empty_cells,0,17,0
fewer_empty_cells,0,18,0
fewer_empty_cells,0,19,1
fewer_empty_cells,0,20,1
fewer_empty_cells,0,21,1
fewer_empty_cells,0,22,1
fewer_empty_cells,0,23,1
fewer_empty_cells,1,0,0
fewer_empty_cells,1,1,0
fewer_empty_cells,1,2,0
fewer_empty_cells,1,3,0
fewer_empty_cells,1,4,0
fewer_empty_cells,1,5,1
fewer_empty_cells,1,6,1
fewer_empty_cells,1,7,1
fewer_empty_cells,1,8,1
fewer_empty_cells,1,9,1
fewer_empty_cells,1,10,1
fewer_empty_cells,1,11,1
fewer_empty_cells,1,12,1
fewer_empty_cells,1,13,1
fewer_empty_cells,1,14,1
fewer_empty_cells,1,15,0
fewer_empty_cells,1,16,0
fewer_empty_cells,1,17,0
fewer_empty_cells,1,18,-1
fewer_empty_cells,1,19,0
fewer_empty_cells,1,20,1
fewer_empty_cells,1,21,1
fewer_empty_cells,1,22,1
fewer_empty_cells,1,23,1
fewer_empty_cells,2,0,0
fewer_empty_cells,2,1,0
fewer_empty_cells,2,2,0
fewer_empty_cells,2,3,0
fewer_empty_cells,2,4,1
fewer_empty_cells,2,5,1
fewer_empty_cells,2,6,1
fewer_empty_cells,2,7,1
fewer_empty_cells,2,8,1
fewer_empty_cells,2,9,1
fewer_empty_cells,2,10,1
fewer_empty_cells,2,11,1
fewer_empty_cells,2,12,1
fewer_empty_cells,2,13,1
fewer_empty_cells,2,14,1
fewer_empty_cells,2,15,1
fewer_empty_cells,2,16,0
fewer_empty_cells,2,17,0
fewer_empty_cells,2,18,0
fewer_empty_cells,2,19,0
fewer_empty_cells,2,20,0
fewer_empty_cells,2,21,-1
fewer_empty_cells,2,22,1
fewer_empty_cells,2,23,-1
fewer_empty_cells,3,0,0
fewer_empty_cells,3,1,0
fewer_empty_cells,3,2,0
fewer_empty_cells,3,3,0
fewer_empty_cells,3,4,1
fewer_empty_cells,3,5,1
fewer_empty_cells,3,6,-1
fewer_empty_cells,3,7,1
fewer_empty_cells,3,8,-1
fewer_empty_cells,3,9,1
fewer_empty_cells,3,10,1
fewer_empty_cells,3,11,1
fewer_empty_cells,3,12,1
fewer_empty_cells,3,13,-1
fewer_empty_cells,3,14,1
fewer_empty_cells,3,15,1
fewer_empty_cells,3,16,1
fewer_empty_cells,3,17,0
fewer_empty_cells,3,18,0
fewer_empty_cells,3,19,0
fewer_empty_cells,3,20,0
fewer_empty_cells,3,21,-1
fewer_empty_cells,3,22,1
fewer_empty_cells,3,23,1
fewer_empty_cells,4,0,0
fewer_empty_cells,4,1,0
fewer_empty_cells,4,2,0
fewer_empty_cells,4,3,0
fewer_empty_cells,4,4,0
fewer_empty_cells,4,5,1
fewer_empty_cells,4,6,1
fewer_empty_cells,4,7,1
fewer_empty_cells,4,8,1
fewer_empty_cells,4,9,1
fewer_empty_cells,4,10,1
fewer_empty_cells,4,11,1
fewer_empty_cells,4,12,-1
fewer_empty_cells,4,13,1
fewer_empty_cells,4,14,1
fewer_empty_cells,4,15,1
fewer_empty_cells,4,16,1
fewer_empty_cells,4,17,0
fewer_empty_cells,4,18,0
fewer_empty_cells,4,19,0
fewer_empty_cells,4,20,-1
fewer_empty_cells,4,21,1
fewer_empty_cells,4,22,1
fewer_empty_cells,4,23,-1
fewer_empty_cells,5,0,-1
fewer_empty_cells,5,1,0
fewer_empty_cells,5,2,0
fewer_empty_cells,5,3,0
fewer_empty_cells,5,4,0
fewer_empty_cells,5,5,0
fewer_empty_cells,5,6,1
fewer_empty_cells,5,7,1
fewer_empty_cells,5,8,-1
fewer_empty_cells,5,9,1
fewer_empty_cells,5,10,1
fewer_empty_cells,5,11,1
fewer_empty_cells,5,12,1
fewer_empty_cells,5,13,1
fewer_empty_cells,5,14,1
fewer_empty_cells,5,15,1
fewer_empty_cells,5,16,1
fewer_empty_cells,5,17,0
fewer_empty_cells,5,18,0
fewer_empty_cells,5,19,0
fewer_empty_cells,5,20,1
fewer_empty_cells,5,21,1
fewer_empty_cells,5,22,1
fewer_empty_cells,5,23,1
fewer_empty_cells,6,0,0
fewer_empty_cells,6,1,0
fewer_empty_cells,6,2,-1
fewer_empty_cells,6,3,0
fewer_empty_cells,6,4,0
fewer_empty_cells,6,5,0
fewer_empty_cells,6,6,-1
fewer_empty_cells,6,7,0
fewer_empty_cells,6,8,1
fewer_empty_cells,6,9,1
fewer_empty_cells,6,10,1
fewer_empty_cells,6,11,1
fewer_empty_cells,6,12,-1
fewer_empty_cells,6,13,1
fewer_empty_cells,6,14,1
fewer_empty_cells,6,15,1
fewer_empty_cells,6,16,1
fewer_empty_cells,6,17,1
fewer_empty_cells,6,18,0
fewer_empty_cells,6,19,0
fewer_empty_cells,6,20,1
fewer_empty_cells,6,21,1
fewer_empty_cells,6,22,1
fewer_empty_cells,6,23,-1
fewer_empty_cells,7,0,0
fewer_empty_cells,7,1,-1
fewer_empty_cells,7,2,0
fewer_empty_cells,7,3,0
fewer_empty_cells,7,4,0
fewer_empty_cells,7,5,0
fewer_empty_cells,7,6,0
fewer_empty_cells,7,7,0
fewer_empty_cells,7,8,0
fewer_empty_cells,7,9,1
fewer_empty_cells,7,10,1
fewer_empty_cells,7,11,1
fewer_empty_cells,7,12,1
fewer_empty_cells,7,13,1
fewer_empty_cells,7,14,1
fewer_empty_cells,7,15,1
fewer_empty_cells,7,16,1
fewer_empty_cells,7,17,1
fewer_empty_cells,7,18,1
fewer_empty_cells,7,19,-1
fewer_empty_cells,7,20,-1
fewer_empty_cells,7,21,1
fewer_empty_cells,7,22,1
fewer_empty_cells,7,23,1
fewer_empty_cells,8,0,0
fewer_empty_cells,8,1,0
fewer_empty_cells,8,2,0
fewer_empty_cells,8,3,0
fewer_empty_cells,8,4,0
fewer_empty_cells,8,5,0
fewer_empty_cells,8,6,0
fewer_empty_cells,8,7,0
fewer_empty_cells,8,8,0
fewer_empty_cells,8,9,-1
fewer_empty_cells,8,10,1
fewer_empty_cells,8,11,1
fewer_empty_cells,8,12,1
fewer_empty_cells,8,13,1
fewer_empty_cells,8,14,-1
fewer_empty_cells,8,15,1
fewer_empty_cells,8,16,-1
fewer_empty_cells,8,17,1
fewer_empty_cells,8,18,1
fewer_empty_cells,8,19,1
fewer_empty_cells,8,20,1
fewer_empty_cells,8,21,1
fewer_empty_cells,8,22,1
fewer_empty_cells,8,23,1
fewer_empty_cells,9,0,-1
fewer_empty_cells,9,1,0
fewer_empty_cells,9,2,0
fewer_empty_cells,9,3,0
fewer_empty_cells,9,4,0
fewer_empty_cells,9,5,0
fewer_empty_cells,9,6,0
fewer_empty_cells,9,7,0
fewer_empty_cells,9,8,0
fewer_empty_cells,9,9,0
fewer_empty_cells,9,10,1
fewer_empty_cells,9,11,1
fewer_empty_cells,9,12,1
fewer_empty_cells,9,13,1
fewer_empty_cells,9,14,1
fewer_empty_cells,9,15,1
fewer_empty_cells,9,16,1
fewer_empty_cells,9,17,1
fewer_empty_cells,9,18,1
fewer_empty_cells,9,19,1
fewer_empty_cells,9,20,1
fewer_empty_cells,9,21,1
fewer_empty_cells,9,22,1
fewer_empty_cells,9,23,1
fewer_empty_cells,10,0,0
fewer_empty_cells,10,1,0
fewer_empty_cells,10,2,0
fewer_empty_cells,10,3,0
fewer_empty_cells,10,4,0
fewer_empty_cells,10,5,0
fewer_empty_cells,10,6,0
fewer_empty_cells,10,7,-1
fewer_empty_cells,10,8,0
fewer_empty_cells,10,9,0
fewer_empty_cells,10,10,-1
fewer_empty_cells,10,11,1
fewer_empty_cells,10,12,1
fewer_empty_cells,10,13,1
fewer_empty_cells,10,14,1
fewer_empty_cells,10,15,1
fewer_empty_cells,10,16,1
fewer_empty_cells,10,17,-1
fewer_empty_cells,10,18,1
fewer_empty_cells,10,19,1
fewer_empty_cells,10,20,1
fewer_empty_cells,10,21,1
fewer_empty_cells,10,22,1
fewer_empty_cells,10,23,1
fewer_empty_cells,11,0,0
fewer_empty_cells,11,1,0
fewer_empty_cells,11,2,0
fewer_empty_cells,11,3,0
fewer_empty_cells,11,4,0
fewer_empty_cells,11,5,0
fewer_empty_cells,11,6,0
fewer_empty_cells,11,7,0
fewer_empty_cells,11,8,0
fewer_empty_cells,11,9,-1
fewer_empty_cells,11,10,1
fewer_empty_cells,11,11,1
fewer_empty_cells,11,12,1
fewer_empty_cells,11,13,1
fewer_empty_cells,11,14,1
fewer_empty_cells,11,15,1
fewer_empty_cells,11,16,1
fewer_empty_cells,11,17,1
fewer_empty_cells,11,18,1
fewer_empty_cells,11,19,1
fewer_empty_cells,11,20,1
fewer_empty_cells,11,21,1
fewer_empty_cells,11,22,1
fewer_empty_cells,11,23,-1
fewer_empty_cells,12,0,-1
fewer_empty_cells,12,1,0
fewer_empty_cells,12,2,0
fewer_empty_cells,12,3,0
fewer_empty_cells,12,4,0
fewer_empty_cells,12,5,0
fewer_empty_cells,12,6,0
fewer_empty_cells,12,7,0
fewer_empty_cells,12,8,0
fewer_empty_cells,12,9,-1
fewer_empty_cells,12,10,1
fewer_empty_cells,12,11,1
fewer_empty_cells,12,12,-1
fewer_empty_cells,12,13,1
fewer_empty_cells,12,14,1
fewer_empty_cells,12,15,-1
fewer_empty_cells,12,16,1
fewer_empty_cells,12,17,-1
fewer_empty_cells,12,18,1
fewer_empty_cells,12,19,1
fewer_empty_cells,12,20,1
fewer_empty_cells,12,21,1
fewer_empty_cells,12,22,0
fewer_empty_cells,12,23,0
fewer_empty_cells,13,0,-1
fewer_empty_cells,13,1,0
fewer_empty_cells,13,2,0
fewer_empty_cells,13,3,0
fewer_empty_cells,13,4,0
fewer_empty_cells,13,5,0
fewer_empty_cells,13,6,0
fewer_empty_cells,13,7,-1
fewer_empty_cells,13,8,1
fewer_empty_cells,13,9,1
fewer_empty_cells,13,10,1
fewer_empty_cells,13,11,1
fewer_empty_cells,13,12,1
fewer_empty_cells,13,13,0
fewer_empty_cells,13,14,0
fewer_empty_cells,13,15,1
fewer_empty_cells,13,16,1
fewer_empty_cells,13,17,1
fewer_empty_cells,13,18,1
fewer_empty_cells,13,19,1
fewer_empty_cells,13,20,1
fewer_empty_cells,13,21,0
fewer_empty_cells,13,22,0
fewer_empty_cells,13,23,0
fewer_empty_cells,14,0,0
fewer_empty_cells,14,1,0
fewer_empty_cells,14,2,0
fewer_empty_cells,14,3,0
fewer_empty_cells,14,4,0
fewer_empty_cells,14,5,0
fewer_empty_cells,14,6,1
fewer_empty_cells,14,7,1
fewer_empty_cells,14,8,1
fewer_empty_cells,14,9,1
fewer_empty_cells,14,10,1
fewer_empty_cells,14,11,1
fewer_empty_cells,14,12,0
fewer_empty_cells,14,13,0
fewer_empty_cells,14,14,0
fewer_empty_cells,14,15,0
fewer_empty_cells,14,16,1
fewer_empty_cells,14,17,-1
fewer_empty_cells,14,18,1
fewer_empty_cells,14,19,1
fewer_empty_cells,14,20,1
fewer_empty_cells,14,21,0
fewer_empty_cells,14,22,0
fewer_empty_cells,14,23,0
fewer_empty_cells,15,0,0
fewer_empty_cells,15,1,0
fewer_empty_cells,15,2,0
fewer_empty_cells,15,3,0
fewer_empty_cells,15,4,0
fewer_empty_cells,15,5,1
fewer_empty_cells,15,6,1
fewer_empty_cells,15,7,1
fewer_empty_cells,15,8,1
fewer_empty_cells,15,9,1
fewer_empty_cells,15,10,1
fewer_empty_cells,15,11,-1
fewer_empty_cells,15,12,0
fewer_empty_cells,15,13,0
fewer_empty_cells,15,14,0
fewer_empty_cells,15,15,0
fewer_empty_cells,15,16,0
fewer_empty_cells,15,17,1
fewer_empty_cells,15,18,1
fewer_empty_cells,15,19,1
fewer_empty_cells,15,20,1
fewer_empty_cells,15,21,-1
fewer_empty_cells,15,22,0
fewer_empty_cells,15,23,0
fewer_empty_cells,16,0,0
fewer_empty_cells,16,1,0
fewer_empty_cells,16,2,0
fewer_empty_cells,16,3,0
fewer_empty_cells,16,4,0
fewer_empty_cells,16,5,1
fewer_empty_cells,16,6,1
fewer_empty_cells,16,7,1
