scenario,time,system_state,performance_gap,policy_intensity,institutional_capacity,trust,administrative_burden,uptake,side_effect
high_burden_design,64,15.066232,0.933768,2.000000,14.629117,0.285195,0.000000,1.000000,2.604034
high_burden_design,65,15.089740,0.910260,2.000000,14.668457,0.274117,0.000000,1.000000,2.607792
high_burden_design,66,15.112394,0.887606,2.000000,14.706373,0.263004,0.000000,1.000000,2.611325
high_burden_design,67,15.134225,0.865775,2.000000,14.742915,0.251858,0.000000,1.000000,2.614645
high_burden_design,68,15.155264,0.844736,2.000000,14.778133,0.240680,0.000000,1.000000,2.617767
high_burden_design,69,15.175539,0.824461,2.000000,14.812074,0.229473,0.000000,1.000000,2.620701
high_burden_design,70,15.195078,0.804922,2.000000,14.844786,0.218238,0.000000,1.000000,2.623458
high_burden_design,71,15.213908,0.786092,2.000000,14.876312,0.206978,0.000000,1.000000,2.626051
high_burden_design,72,15.232055,0.767945,2.000000,14.906696,0.195693,0.000000,1.000000,2.628488
high_burden_design,73,15.249543,0.750457,2.000000,14.935978,0.184385,0.000000,0.998075,2.630779
high_burden_design,74,15.264279,0.735721,2.000000,14.964199,0.173027,0.000000,0.995655,2.632932
high_burden_design,75,15.275996,0.724004,2.000000,14.991206,0.161612,0.000000,0.993176,2.634956
high_burden_design,76,15.284930,0.715070,2.000000,15.016837,0.150141,0.000000,0.990632,2.636859
high_burden_design,77,15.291276,0.708724,2.000000,15.040966,0.138614,0.000000,0.988018,2.638647
high_burden_design,78,15.295191,0.704809,2.000000,15.063494,0.127031,0.000000,0.985332,2.640328
high_burden_design,79,15.296807,0.703193,2.000000,15.084346,0.115392,0.000000,0.982570,2.641909
high_burden_design,80,15.296235,0.703765,2.000000,15.103468,0.103697,0.000000,0.979730,2.643394
high_burden_design,81,15.293563,0.706437,2.000000,15.120817,0.091945,0.000000,0.976812,2.644790
high_burden_design,82,15.288870,0.711130,2.000000,15.136364,0.080136,0.000000,0.973814,2.646103
high_burden_design,83,15.282219,0.717781,2.000000,15.150090,0.068270,0.000000,0.970734,2.647337
high_burden_design,84,15.273664,0.726336,2.000000,15.161981,0.056346,0.000000,0.967573,2.648497
high_burden_design,85,15.263254,0.736746,2.000000,15.172033,0.044364,0.000000,0.964330,2.649587
high_burden_design,86,15.251029,0.748971,2.000000,15.180243,0.032323,0.000000,0.961005,2.650612
high_burden_design,87,15.237023,0.762977,2.000000,15.186613,0.020222,0.000000,0.957598,2.651575
high_burden_design,88,15.221269,0.778731,2.000000,15.191150,0.008061,0.000000,0.954109,2.652480
high_burden_design,89,15.203794,0.796206,2.000000,15.193861,0.000000,0.000000,0.951785,2.653332
high_burden_design,90,15.185995,0.814005,2.000000,15.194755,0.000000,0.000000,0.951816,2.654132
high_burden_design,91,15.170411,0.829589,2.000000,15.193967,0.000000,0.000000,0.951789,2.654884
high_burden_design,92,15.156628,0.843372,2.000000,15.191847,0.000000,0.000000,0.951715,2.655591
high_burden_design,93,15.144311,0.855689,2.000000,15.188677,0.000000,0.000000,0.951604,2.656255
high_burden_design,94,15.133192,0.866808,2.000000,15.184684,0.000000,0.000000,0.951464,2.656880
high_burden_design,95,15.123053,0.876947,2.000000,15.180050,0.000000,0.000000,0.951302,2.657467
high_burden_design,96,15.113721,0.886279,2.000000,15.174920,0.000000,0.000000,0.951122,2.658019
high_burden_design,97,15.105055,0.894945,2.000000,15.169412,0.000000,0.000000,0.950929,2.658538
high_burden_design,98,15.096941,0.903059,2.000000,15.163620,0.000000,0.000000,0.950727,2.659026
high_burden_design,99,15.089289,0.910711,2.000000,15.157619,0.000000,0.000000,0.950517,2.659484
capacity_first_policy,0,12.000000,4.000000,0.860000,9.000000,0.640000,0.200000,0.837000,0.000000
capacity_first_policy,1,11.369910,4.630090,0.920000,9.390000,0.652082,0.000000,0.944275,0.047300
capacity_first_policy,2,10.909387,5.090613,0.980000,9.647388,0.665295,0.000000,0.957247,0.095062
capacity_first_policy,3,10.551681,5.448319,1.040000,9.811448,0.678222,0.000000,0.966867,0.143258
capacity_first_policy,4,10.278823,5.721177,1.100000,9.907678,0.690806,0.000000,0.974011,0.191863
capacity_first_policy,5,10.076454,5.923546,1.160000,9.955927,0.703008,0.000000,0.979360,0.240851
capacity_first_policy,6,9.933104,6.066896,1.220000,9.971596,0.714796,0.000000,0.983445,0.290200
capacity_first_policy,7,9.839613,6.160387,1.280000,9.966592,0.726149,0.000000,0.986675,0.339888
capacity_first_policy,8,9.788661,6.211339,1.340000,9.950085,0.737050,0.000000,0.989368,0.389895
capacity_first_policy,9,9.774403,6.225597,1.400000,9.929099,0.747489,0.000000,0.991765,0.440201
capacity_first_policy,10,9.792165,6.207835,1.460000,9.908989,0.757457,0.000000,0.994052,0.490789
capacity_first_policy,11,9.838212,6.161788,1.520000,9.893802,0.766951,0.000000,0.996369,0.541642
capacity_first_policy,12,9.909557,6.090443,1.580000,9.886575,0.775970,0.000000,0.998821,0.592743
capacity_first_policy,13,10.003807,5.996193,1.640000,9.889563,0.784511,0.000000,1.000000,0.644079
capacity_first_policy,14,10.117829,5.882171,1.700000,9.904415,0.792555,0.000000,1.000000,0.695634
capacity_first_policy,15,10.248910,5.751090,1.760000,9.932158,0.800081,0.000000,1.000000,0.747396
capacity_first_policy,16,10.395649,5.604351,1.800000,9.973336,0.807087,0.000000,1.000000,0.799352
capacity_first_policy,17,10.546838,5.453162,1.800000,10.028237,0.813583,0.000000,1.000000,0.850391
capacity_first_policy,18,10.682629,5.317371,1.800000,10.095655,0.819600,0.000000,1.000000,0.898367
capacity_first_policy,19,10.805496,5.194504,1.800000,10.171961,0.825165,0.000000,1.000000,0.943465
capacity_first_policy,20,10.917435,5.082565,1.800000,10.254321,0.830306,0.000000,1.000000,0.985857
capacity_first_policy,21,11.020059,4.979941,1.800000,10.340526,0.835049,0.000000,1.000000,1.025706
capacity_first_policy,22,11.114678,4.885322,1.800000,10.428865,0.839418,0.000000,1.000000,1.063164
capacity_first_policy,23,11.202360,4.797640,1.800000,10.518021,0.843434,0.000000,1.000000,1.098374
capacity_first_policy,24,11.283978,4.716022,1.800000,10.606985,0.847119,0.000000,1.000000,1.131471
capacity_first_policy,25,11.360250,4.639750,1.800000,10.694994,0.850493,0.000000,1.000000,1.162583
capacity_first_policy,26,11.431769,4.568231,1.800000,10.781477,0.853575,0.000000,1.000000,1.191828
capacity_first_policy,27,11.499031,4.500969,1.800000,10.866015,0.856382,0.000000,1.000000,1.219318
capacity_first_policy,28,11.562448,4.437552,1.800000,10.948307,0.858930,0.000000,1.000000,1.245159
capacity_first_policy,29,11.622370,4.377630,1.800000,11.028145,0.861236,0.000000,1.000000,1.269450
capacity_first_policy,30,11.679092,4.320908,1.800000,11.105395,0.863313,0.000000,1.000000,1.292283
capacity_first_policy,31,11.732871,4.267129,1.800000,11.179975,0.865176,0.000000,1.000000,1.313746
capacity_first_policy,32,11.783925,4.216075,1.800000,11.251852,0.866836,0.000000,1.000000,1.333921
capacity_first_policy,33,11.832447,4.167553,1.800000,11.321021,0.868308,0.000000,1.000000,1.352886
capacity_first_policy,34,11.878604,4.121396,1.800000,11.387507,0.869600,0.000000,1.000000,1.370713
capacity_first_policy,35,11.922547,4.077453,1.800000,11.451349,0.870726,0.000000,1.000000,1.387470
capacity_first_policy,36,11.964409,4.035591,1.800000,11.512605,0.871694,0.000000,1.000000,1.403222
capacity_first_policy,37,12.004310,3.995690,1.800000,11.571340,0.872513,0.000000,1.000000,1.418028
capacity_first_policy,38,12.042360,3.957640,1.800000,11.627626,0.873194,0.000000,1.000000,1.431947
capacity_first_policy,39,12.078658,3.921342,1.800000,11.681541,0.873743,0.000000,1.000000,1.445030
capacity_first_policy,40,12.113296,3.886704,1.800000,11.733166,0.874170,0.000000,1.000000,1.457328
capacity_first_policy,41,12.146359,3.853641,1.800000,11.782583,0.874481,0.000000,1.000000,1.468888
capacity_first_policy,42,12.177925,3.822075,1.800000,11.829874,0.874684,0.000000,1.000000,1.479755
capacity_first_policy,43,12.208068,3.791932,1.800000,11.875121,0.874784,0.000000,1.000000,1.489970
capacity_first_policy,44,12.236856,3.763144,1.800000,11.918404,0.874788,0.000000,1.000000,1.499572
capacity_first_policy,45,12.264353,3.735647,1.800000,11.959803,0.874702,0.000000,1.000000,1.508597
capacity_first_policy,46,12.290621,3.709379,1.800000,11.999394,0.874532,0.000000,1.000000,1.517081
capacity_first_policy,47,12.315716,3.684284,1.800000,12.037254,0.874281,0.000000,1.000000,1.525057
capacity_first_policy,48,12.339693,3.660307,1.800000,12.073454,0.873955,0.000000,1.000000,1.532553
capacity_first_policy,49,12.362602,3.637398,1.800000,12.108065,0.873559,0.000000,1.000000,1.539600
capacity_first_policy,50,12.384493,3.615507,1.800000,12.141155,0.873097,0.000000,1.000000,1.546224
capacity_first_policy,51,12.405412,3.594588,1.800000,12.172789,0.872573,0.000000,1.000000,1.552451
capacity_first_policy,52,12.425402,3.574598,1.800000,12.203030,0.871990,0.000000,1.000000,1.558304
capacity_first_policy,53,12.444505,3.555495,1.800000,12.231938,0.871352,0.000000,1.000000,1.563805
capacity_first_policy,54,12.462761,3.537239,1.800000,12.259572,0.870662,0.000000,1.000000,1.568977
capacity_first_policy,55,12.480209,3.519791,1.800000,12.285986,0.869923,0.000000,1.000000,1.573838
capacity_first_policy,56,12.496883,3.503117,1.800000,12.311235,0.869139,0.000000,1.000000,1.578408
capacity_first_policy,57,12.512819,3.487181,1.800000,12.335370,0.868312,0.000000,1.000000,1.582704
capacity_first_policy,58,12.528049,3.471951,1.800000,12.358438,0.867445,0.000000,1.000000,1.586741
capacity_first_policy,59,12.542605,3.457395,1.800000,12.380487,0.866540,0.000000,1.000000,1.590537
capacity_first_policy,60,12.556517,3.443483,1.800000,12.401563,0.865599,0.000000,1.000000,1.594105
capacity_first_policy,61,12.569813,3.430187,1.800000,12.421707,0.864624,0.000000,1.000000,1.597458
capacity_first_policy,62,12.582521,3.417479,1.800000,12.440960,0.863618,0.000000,1.000000,1.600611
capacity_first_policy,63,12.594666,3.405334,1.800000,12.459363,0.862582,0.000000,1.000000,1.603574
capacity_first_policy,64,12.606274,3.393726,1.800000,12.476953,0.861519,0.000000,1.000000,1.606360
capacity_first_policy,65,12.617369,3.382631,1.800000,12.493765,0.860429,0.000000,1.000000,1.608978
capacity_first_policy,66,12.627973,3.372027,1.800000,12.509833,0.859314,0.000000,1.000000,1.611440
capacity_first_policy,67,12.638108,3.361892,1.800000,12.525191,0.858177,0.000000,1.000000,1.613753
capacity_first_policy,68,12.647795,3.352205,1.800000,12.539870,0.857018,0.000000,1.000000,1.615928
capacity_first_policy,69,12.657053,3.342947,1.800000,12.553901,0.855838,0.000000,1.000000,1.617972
capacity_first_policy,70,12.665901,3.334099,1.800000,12.567310,0.854639,0.000000,1.000000,1.619894
capacity_first_policy,71,12.674359,3.325641,1.800000,12.580127,0.853422,0.000000,1.000000,1.621700
capacity_first_policy,72,12.682442,3.317558,1.800000,12.592377,0.852188,0.000000,1.000000,1.623398
capacity_first_policy,73,12.690168,3.309832,1.800000,12.604086,0.850938,0.000000,1.000000,1.624994
capacity_first_policy,74,12.697552,3.302448,1.800000,12.615276,0.849673,0.000000,1.000000,1.626495
capacity_first_policy,75,12.704610,3.295390,1.800000,12.625972,0.848394,0.000000,1.000000,1.627905
capacity_first_policy,76,12.711355,3.288645,1.800000,12.636195,0.847102,0.000000,1.000000,1.629231
capacity_first_policy,77,12.717802,3.282198,1.800000,12.645966,0.845797,0.000000,1.000000,1.630477
capacity_first_policy,78,12.723964,3.276036,1.800000,12.655305,0.844480,0.000000,1.000000,1.631648
capacity_first_policy,79,12.729854,3.270146,1.800000,12.664230,0.843153,0.000000,1.000000,1.632749
capacity_first_policy,80,12.735483,3.264517,1.800000,12.672761,0.841815,0.000000,1.000000,1.633784
capacity_first_policy,81,12.740863,3.259137,1.800000,12.680915,0.840467,0.000000,1.000000,1.634757
capacity_first_policy,82,12.746005,3.253995,1.800000,12.688708,0.839111,0.000000,1.000000,1.635672
capacity_first_policy,83,12.750920,3.249080,1.800000,12.696157,0.837745,0.000000,1.000000,1.636532
capacity_first_policy,84,12.755617,3.244383,1.800000,12.703276,0.836372,0.000000,1.000000,1.637340
capacity_first_policy,85,12.760107,3.239893,1.800000,12.710081,0.834991,0.000000,1.000000,1.638099
capacity_first_policy,86,12.764398,3.235602,1.800000,12.716584,0.833603,0.000000,1.000000,1.638813
capacity_first_policy,87,12.768500,3.231500,1.800000,12.722800,0.832208,0.000000,1.000000,1.639485
capacity_first_policy,88,12.772420,3.227580,1.800000,12.728741,0.830807,0.000000,1.000000,1.640115
capacity_first_policy,89,12.776166,3.223834,1.800000,12.734419,0.829400,0.000000,1.000000,1.640709
capacity_first_policy,90,12.779747,3.220253,1.800000,12.739846,0.827987,0.000000,1.000000,1.641266
capacity_first_policy,91,12.783170,3.216830,1.800000,12.745033,0.826569,0.000000,1.000000,1.641790
capacity_first_policy,92,12.786441,3.213559,1.800000,12.749991,0.825146,0.000000,1.000000,1.642283
capacity_first_policy,93,12.789568,3.210432,1.800000,12.754730,0.823719,0.000000,1.000000,1.642746
capacity_first_policy,94,12.792556,3.207444,1.800000,12.759259,0.822287,0.000000,1.000000,1.643181
capacity_first_policy,95,12.795412,3.204588,1.800000,12.763587,0.820851,0.000000,1.000000,1.643590
capacity_first_policy,96,12.798142,3.201858,1.800000,12.767725,0.819412,0.000000,1.000000,1.643975
capacity_first_policy,97,12.800751,3.199249,1.800000,12.771679,0.817968,0.000000,1.000000,1.644336
capacity_first_policy,98,12.803245,3.196755,1.800000,12.775458,0.816521,0.000000,1.000000,1.644676
capacity_first_policy,99,12.805629,3.194371,1.800000,12.779071,0.815071,0.000000,1.000000,1.644995
