scenario,time,system_state,target_state,performance_gap,policy_intensity,institutional_capacity,trust,administrative_burden,uptake,side_effect
low_capacity_learning,54,12.878404,16.0,3.121596,2.0,11.305307,0.356053,0.0,0.922502,2.550383
low_capacity_learning,55,12.959935,16.0,3.040065,2.0,11.360365,0.344317,0.0,0.920908,2.55736
low_capacity_learning,56,13.056966,16.0,2.943034,2.0,11.41635,0.332491,0.0,0.91932,2.563918
low_capacity_learning,57,13.27217,16.0,2.72783,2.0,11.473772,0.32058,0.0,0.917756,2.570083
low_capacity_learning,58,13.281111,16.0,2.718889,2.0,11.536716,0.308588,0.0,0.916361,2.575878
low_capacity_learning,59,13.181483,16.0,2.818517,2.0,11.59777,0.29652,0.0,0.914878,2.581325
low_capacity_learning,60,13.066236,16.0,2.933764,2.0,11.6532,0.284378,0.0,0.913176,2.586446
low_capacity_learning,61,13.198089,16.0,2.801911,2.0,11.702656,0.272163,0.0,0.911242,2.591259
low_capacity_learning,62,13.19804,16.0,2.80196,2.0,11.754996,0.259874,0.0,0.909387,2.595784
low_capacity_learning,63,13.220716,16.0,2.779284,2.0,11.805503,0.247515,0.0,0.907447,2.600036
low_capacity_learning,64,13.278088,16.0,2.721912,2.0,11.855035,0.235086,0.0,0.905452,2.604034
low_capacity_learning,65,13.150615,16.0,2.849385,2.0,11.904842,0.22259,0.0,0.903446,2.607792
low_capacity_learning,66,13.354806,16.0,2.645194,2.0,11.948444,0.210028,0.0,0.901204,2.611325
low_capacity_learning,67,13.308111,16.0,2.691889,2.0,11.997667,0.1974,0.0,0.899138,2.614645
low_capacity_learning,68,13.274004,16.0,2.725996,2.0,12.043532,0.184709,0.0,0.896936,2.617767
low_capacity_learning,69,13.235562,16.0,2.764438,2.0,12.086599,0.171956,0.0,0.894618,2.620701
low_capacity_learning,70,13.251031,16.0,2.748969,2.0,12.126812,0.159141,0.0,0.892181,2.623458
low_capacity_learning,71,13.204752,16.0,2.795248,2.0,12.16616,0.146263,0.0,0.889695,2.626051
low_capacity_learning,72,13.1643,16.0,2.8357,2.0,12.202511,0.133324,0.0,0.887085,2.628488
low_capacity_learning,73,13.244329,16.0,2.755671,2.0,12.236173,0.120322,0.0,0.884363,2.630779
low_capacity_learning,74,13.395084,16.0,2.604916,2.0,12.271459,0.107259,0.0,0.881679,2.632932
low_capacity_learning,75,13.456527,16.0,2.543473,2.0,12.310786,0.094134,0.0,0.879118,2.634956
low_capacity_learning,76,13.280995,16.0,2.719005,2.0,12.350887,0.080952,0.0,0.876567,2.636859
low_capacity_learning,77,13.222198,16.0,2.777802,2.0,12.38344,0.067714,0.0,0.873735,2.638647
low_capacity_learning,78,13.38212,16.0,2.61788,2.0,12.412797,0.054417,0.0,0.870773,2.640328
low_capacity_learning,79,13.352829,16.0,2.647171,2.0,12.446723,0.04106,0.0,0.867953,2.641909
low_capacity_learning,80,13.341396,16.0,2.658604,2.0,12.478437,0.027645,0.0,0.865039,2.643394
low_capacity_learning,81,13.288469,16.0,2.711531,2.0,12.508641,0.014173,0.0,0.862054,2.64479
low_capacity_learning,82,13.448693,16.0,2.551307,2.0,12.535935,0.000642,0.0,0.85895,2.646103
low_capacity_learning,83,13.3515,16.0,2.6485,2.0,12.567881,0.0,0.0,0.859876,2.647337
low_capacity_learning,84,13.267557,16.0,2.732443,2.0,12.595308,0.0,0.0,0.860836,2.648497
low_capacity_learning,85,13.374064,16.0,2.625936,2.0,12.618836,0.0,0.0,0.861659,2.649587
low_capacity_learning,86,13.15747,16.0,2.84253,2.0,12.645269,0.0,0.0,0.862584,2.650612
low_capacity_learning,87,13.1036,16.0,2.8964,2.0,12.663196,0.0,0.0,0.863212,2.651575
low_capacity_learning,88,13.414256,16.0,2.585744,2.0,12.678611,0.0,0.0,0.863751,2.65248
low_capacity_learning,89,13.385136,16.0,2.614864,2.0,12.704358,0.0,0.0,0.864653,2.653332
low_capacity_learning,90,13.409071,16.0,2.590929,2.0,12.728185,0.0,0.0,0.865486,2.654132
low_capacity_learning,91,13.149013,16.0,2.850987,2.0,12.752016,0.0,0.0,0.866321,2.654884
low_capacity_learning,92,13.143245,16.0,2.856755,2.0,12.765911,0.0,0.0,0.866807,2.655591
low_capacity_learning,93,13.035607,16.0,2.964393,2.0,12.779118,0.0,0.0,0.867269,2.656255
low_capacity_learning,94,12.975836,16.0,3.024164,2.0,12.788095,0.0,0.0,0.867583,2.65688
low_capacity_learning,95,12.914661,16.0,3.085339,2.0,12.794666,0.0,0.0,0.867813,2.657467
low_capacity_learning,96,12.966835,16.0,3.033165,2.0,12.798866,0.0,0.0,0.86796,2.658019
low_capacity_learning,97,12.967932,16.0,3.032068,2.0,12.804745,0.0,0.0,0.868166,2.658538
low_capacity_learning,98,13.122965,16.0,2.877035,2.0,12.810456,0.0,0.0,0.868366,2.659026
low_capacity_learning,99,12.869311,16.0,3.130689,2.0,12.821394,0.0,0.0,0.868749,2.659484
high_burden_design,0,12.0,16.0,4.0,1.08,7.0,0.58,0.25,0.7265,0.0
high_burden_design,1,11.322516,16.0,4.677484,1.16,7.45,0.586739,0.183,0.774422,0.0864
high_burden_design,2,10.967942,16.0,5.032058,1.24,7.798526,0.594586,0.11275,0.820587,0.174016
high_burden_design,3,10.696368,16.0,5.303632,1.32,8.083774,0.603515,0.041787,0.865183,0.262775
high_burden_design,4,10.49882,16.0,5.50118,1.4,8.318907,0.612967,0.0,0.895052,0.352609
high_burden_design,5,10.36016,16.0,5.63984,1.48,8.515099,0.621958,0.0,0.904616,0.443452
high_burden_design,6,10.286901,16.0,5.713099,1.56,8.681155,0.630175,0.0,0.912893,0.535245
high_burden_design,7,10.257116,16.0,5.742884,1.64,8.825672,0.637589,0.0,0.920175,0.62793
high_burden_design,8,10.356246,16.0,5.643754,1.72,8.954502,0.644177,0.0,0.926661,0.721454
high_burden_design,9,10.363774,16.0,5.636226,1.8,9.080659,0.649919,0.0,0.932799,0.815767
high_burden_design,10,10.681192,16.0,5.318808,1.88,9.196139,0.654803,0.0,0.938306,0.910821
high_burden_design,11,10.993297,16.0,5.006703,1.96,9.329794,0.658812,0.0,0.944186,1.006572
high_burden_design,12,11.195863,16.0,4.804137,2.0,9.479509,0.661945,0.0,0.950366,1.102978
high_burden_design,13,11.513023,16.0,4.486977,2.0,9.633981,0.664232,0.0,0.956459,1.196799
high_burden_design,14,11.825543,16.0,4.174457,2.0,9.803095,0.665729,0.0,0.962827,1.284991
high_burden_design,15,11.948985,16.0,4.051015,2.0,9.985115,0.666493,0.0,0.969427,1.367891
high_burden_design,16,11.998391,16.0,4.001609,2.0,10.161863,0.666576,0.0,0.975638,1.445818
high_burden_design,17,12.250125,16.0,3.749875,2.0,10.327151,0.66602,0.0,0.981256,1.519069
high_burden_design,18,12.220187,16.0,3.779813,2.0,10.500219,0.664859,0.0,0.986966,1.587925
high_burden_design,19,12.47396,16.0,3.52604,2.0,10.655016,0.663137,0.0,0.991867,1.652649
high_burden_design,20,12.656652,16.0,3.343348,2.0,10.818721,0.660881,0.0,0.996919,1.71349
high_burden_design,21,12.692171,16.0,3.307829,2.0,10.984135,0.658128,0.0,1.0,1.770681
high_burden_design,22,12.559669,16.0,3.440331,2.0,11.137858,0.654883,0.0,1.0,1.82444
high_burden_design,23,12.752324,16.0,3.247676,2.0,11.265821,0.651133,0.0,1.0,1.874974
high_burden_design,24,12.966049,16.0,3.033951,2.0,11.399606,0.646909,0.0,1.0,1.922475
high_burden_design,25,13.12842,16.0,2.87158,2.0,11.540586,0.642237,0.0,1.0,1.967127
high_burden_design,26,12.92613,16.0,3.07387,2.0,11.683491,0.637146,0.0,1.0,2.009099
high_burden_design,27,13.102458,16.0,2.897542,2.0,11.795329,0.631661,0.0,1.0,2.048553
high_burden_design,28,13.248856,16.0,2.751144,2.0,11.91297,0.625804,0.0,1.0,2.08564
high_burden_design,29,13.355419,16.0,2.644581,2.0,12.0332,0.619599,0.0,1.0,2.120502
high_burden_design,30,13.349647,16.0,2.650353,2.0,12.1522,0.613067,0.0,1.0,2.153271
high_burden_design,31,13.26946,16.0,2.73054,2.0,12.25997,0.606226,0.0,1.0,2.184075
high_burden_design,32,13.550312,16.0,2.449688,2.0,12.350824,0.599096,0.0,1.0,2.213031
high_burden_design,33,13.637159,16.0,2.362841,2.0,12.458778,0.591693,0.0,1.0,2.240249
high_burden_design,34,13.547262,16.0,2.452738,2.0,12.564832,0.584035,0.0,1.0,2.265834
high_burden_design,35,13.781039,16.0,2.218961,2.0,12.653251,0.576136,0.0,1.0,2.289884
high_burden_design,36,13.716059,16.0,2.283941,2.0,12.754752,0.568011,0.0,1.0,2.312491
high_burden_design,37,13.871545,16.0,2.128455,2.0,12.84127,0.559674,0.0,1.0,2.333741
high_burden_design,38,13.788929,16.0,2.211071,2.0,12.933994,0.551137,0.0,1.0,2.353717
high_burden_design,39,13.845811,16.0,2.154189,2.0,13.010938,0.542412,0.0,1.0,2.372494
high_burden_design,40,13.911566,16.0,2.088434,2.0,13.086077,0.53351,0.0,1.0,2.390144
high_burden_design,41,14.219394,16.0,1.780606,2.0,13.160371,0.524443,0.0,1.0,2.406736
high_burden_design,42,14.128857,16.0,1.871143,2.0,13.255683,0.515219,0.0,1.0,2.422331
high_burden_design,43,14.096061,16.0,1.903939,2.0,13.334269,0.50585,0.0,1.0,2.436992
high_burden_design,44,14.306628,16.0,1.693372,2.0,13.40283,0.496342,0.0,1.0,2.450772
high_burden_design,45,14.500462,16.0,1.499538,2.0,13.484172,0.486705,0.0,1.0,2.463726
high_burden_design,46,14.549588,16.0,1.450412,2.0,13.575638,0.476946,0.0,1.0,2.475902
high_burden_design,47,14.510927,16.0,1.489073,2.0,13.663294,0.467072,0.0,1.0,2.487348
high_burden_design,48,14.482734,16.0,1.517266,2.0,13.73958,0.457091,0.0,1.0,2.498107
high_burden_design,49,14.335931,16.0,1.664069,2.0,13.806464,0.447009,0.0,1.0,2.508221
high_burden_design,50,14.522607,16.0,1.477393,2.0,13.854116,0.436832,0.0,1.0,2.517728
high_burden_design,51,14.654718,16.0,1.345282,2.0,13.914281,0.426565,0.0,1.0,2.526664
high_burden_design,52,14.795606,16.0,1.204394,2.0,13.98092,0.416214,0.0,1.0,2.535064
high_burden_design,53,14.920404,16.0,1.079596,2.0,14.054242,0.405785,0.0,1.0,2.54296
high_burden_design,54,14.993716,16.0,1.006284,2.0,14.132196,0.395281,0.0,1.0,2.550383
high_burden_design,55,15.123304,16.0,0.876696,2.0,14.209733,0.384707,0.0,1.0,2.55736
high_burden_design,56,15.007813,16.0,0.992187,2.0,14.291954,0.374068,0.0,1.0,2.563918
high_burden_design,57,15.254918,16.0,0.745082,2.0,14.356382,0.363367,0.0,1.0,2.570083
high_burden_design,58,15.285164,16.0,0.714836,2.0,14.43725,0.352608,0.0,1.0,2.575878
high_burden_design,59,15.193539,16.0,0.806461,2.0,14.513562,0.341795,0.0,1.0,2.581325
high_burden_design,60,15.073976,16.0,0.926024,2.0,14.57476,0.330931,0.0,1.0,2.586446
high_burden_design,61,15.06954,16.0,0.93046,2.0,14.61969,0.320018,0.0,1.0,2.591259
high_burden_design,62,15.190753,16.0,0.809247,2.0,14.660176,0.30906,0.0,1.0,2.595784
high_burden_design,63,15.269413,16.0,0.730587,2.0,14.707928,0.29806,0.0,1.0,2.600036
high_burden_design,64,15.425229,16.0,0.574771,2.0,14.758462,0.28702,0.0,1.0,2.604034
high_burden_design,65,15.686971,16.0,0.313029,2.0,14.818471,0.275942,0.0,1.0,2.607792
high_burden_design,66,15.734307,16.0,0.265693,2.0,14.896636,0.264828,0.0,1.0,2.611325
high_burden_design,67,15.825102,16.0,0.174898,2.0,14.972026,0.253682,0.0,1.0,2.614645
high_burden_design,68,15.875684,16.0,0.124316,2.0,15.048803,0.242504,0.0,1.0,2.617767
high_burden_design,69,15.721927,16.0,0.278073,2.0,15.123222,0.231297,0.0,1.0,2.620701
high_burden_design,70,15.639202,16.0,0.360798,2.0,15.177106,0.220063,0.0,1.0,2.623458
high_burden_design,71,15.598482,16.0,0.401518,2.0,15.218694,0.208802,0.0,1.0,2.626051
high_burden_design,72,15.714606,16.0,0.285394,2.0,15.252875,0.197517,0.0,1.0,2.628488
high_burden_design,73,15.538358,16.0,0.461642,2.0,15.294431,0.18621,0.0,1.0,2.630779
high_burden_design,74,15.819739,16.0,0.180261,2.0,15.316384,0.17488,0.0,1.0,2.632932
high_burden_design,75,15.698233,16.0,0.301767,2.0,15.361686,0.163531,0.0,1.0,2.634956
high_burden_design,76,15.567893,16.0,0.432107,2.0,15.391976,0.152162,0.0,1.0,2.636859
high_burden_design,77,15.496756,16.0,0.503244,2.0,15.407808,0.140776,0.0,1.0,2.638647
high_burden_design,78,15.387794,16.0,0.612206,2.0,15.415813,0.129372,0.0,0.998365,2.640328
high_burden_design,79,15.425539,16.0,0.574461,2.0,15.413292,0.117929,0.0,0.994844,2.641909
high_burden_design,80,15.460146,16.0,0.539854,2.0,15.414394,0.106417,0.0,0.991429,2.643394
high_burden_design,81,15.693571,16.0,0.306429,2.0,15.418512,0.094841,0.0,0.9881,2.64479
high_burden_design,82,15.624869,16.0,0.375131,2.0,15.443267,0.083201,0.0,0.985475,2.646103
high_burden_design,83,15.742347,16.0,0.257653,2.0,15.459611,0.07151,0.0,0.982539,2.647337
high_burden_design,84,15.799758,16.0,0.200242,2.0,15.485057,0.059763,0.0,0.979906,2.648497
high_burden_design,85,15.811546,16.0,0.188454,2.0,15.51338,0.047966,0.0,0.977358,2.649587
high_burden_design,86,15.5167,16.0,0.4833,2.0,15.540215,0.03612,0.0,0.974744,2.650612
high_burden_design,87,15.562643,16.0,0.437357,2.0,15.538099,0.024226,0.0,0.971101,2.651575
high_burden_design,88,15.565506,16.0,0.434494,2.0,15.540308,0.012267,0.0,0.967591,2.65248
high_burden_design,89,15.411932,16.0,0.588068,2.0,15.542576,0.000248,0.0,0.964065,2.653332
high_burden_design,90,15.502283,16.0,0.497717,2.0,15.530818,0.0,0.0,0.963579,2.654132
high_burden_design,91,15.639169,16.0,0.360831,2.0,15.52825,0.0,0.0,0.963489,2.654884
high_burden_design,92,15.690647,16.0,0.309353,2.0,15.538232,0.0,0.0,0.963838,2.655591
high_burden_design,93,15.648741,16.0,0.351259,2.0,15.55195,0.0,0.0,0.964318,2.656255
high_burden_design,94,15.478721,16.0,0.521279,2.0,15.560661,0.0,0.0,0.964623,2.65688
high_burden_design,95,15.529803,16.0,0.470197,2.0,15.553286,0.0,0.0,0.964365,2.657467
high_burden_design,96,15.407916,16.0,0.592084,2.0,15.551173,0.0,0.0,0.964291,2.658019
high_burden_design,97,15.456178,16.0,0.543822,2.0,15.53828,0.0,0.0,0.96384,2.658538
high_burden_design,98,15.336616,16.0,0.663384,2.0,15.530891,0.0,0.0,0.963581,2.659026
high_burden_design,99,15.237278,16.0,0.762722,2.0,15.513406,0.0,0.0,0.962969,2.659484
trust_centered_design,0,12.0,16.0,4.0,1.08,7.0,0.72,0.25,0.7685,0.0
trust_centered_design,1,11.459098,16.0,4.540902,1.16,7.45,0.729206,0.102,0.853612,0.0486
trust_centered_design,2,10.922785,16.0,5.077215,1.24,7.810819,0.741031,0.0,0.915688,0.097884
trust_centered_design,3,10.425156,16.0,5.574844,1.32,8.090896,0.753288,0.0,0.929168,0.147811
trust_centered_design,4,10.127549,16.0,5.872451,1.4,8.300979,0.765242,0.0,0.940107,0.198342
trust_centered_design,5,10.070601,16.0,5.929399,1.48,8.465371,0.776849,0.0,0.949343,0.249442
trust_centered_design,6,10.201359,16.0,5.798641,1.56,8.609841,0.788079,0.0,0.957768,0.301075
trust_centered_design,7,9.977764,16.0,6.022236,1.64,8.753078,0.798913,0.0,0.966032,0.353211
trust_centered_design,8,9.943295,16.0,6.056705,1.72,8.8633,0.809345,0.0,0.973019,0.405818
trust_centered_design,9,10.158175,16.0,5.841825,1.8,8.960499,0.819352,0.0,0.979423,0.458869
trust_centered_design,10,10.365957,16.0,5.634043,1.88,9.06829,0.82892,0.0,0.986066,0.512337
trust_centered_design,11,10.499532,16.0,5.500468,1.96,9.18508,0.838049,0.0,0.992893,0.566197
trust_centered_design,12,10.971885,16.0,5.028115,2.0,9.303381,0.846738,0.0,0.99964,0.620425
trust_centered_design,13,11.25579,16.0,4.74421,2.0,9.453546,0.855001,0.0,1.0,0.673199
trust_centered_design,14,11.423817,16.0,4.576183,2.0,9.615748,0.862773,0.0,1.0,0.722807
trust_centered_design,15,11.762356,16.0,4.237644,2.0,9.778474,0.870078,0.0,1.0,0.769439
trust_centered_design,16,11.868609,16.0,4.131391,2.0,9.957024,0.876946,0.0,1.0,0.813273
trust_centered_design,17,12.31674,16.0,3.68326,2.0,10.129066,0.883401,0.0,1.0,0.854476
trust_centered_design,18,12.389049,16.0,3.610951,2.0,10.325957,0.889469,0.0,1.0,0.893208
trust_centered_design,19,12.789685,16.0,3.210315,2.0,10.511635,0.895173,0.0,1.0,0.929615
trust_centered_design,20,13.059563,16.0,2.940437,2.0,10.71666,0.900534,0.0,1.0,0.963838
trust_centered_design,21,13.058954,16.0,2.941046,2.0,10.927521,0.905574,0.0,1.0,0.996008
trust_centered_design,22,13.147566,16.0,2.852434,2.0,11.11935,0.910312,0.0,1.0,1.026248
trust_centered_design,23,13.179762,16.0,2.820238,2.0,11.301889,0.914765,0.0,1.0,1.054673
trust_centered_design,24,13.273396,16.0,2.726604,2.0,11.470898,0.918951,0.0,1.0,1.081392
trust_centered_design,25,13.35307,16.0,2.64693,2.0,11.633123,0.922886,0.0,1.0,1.106509
trust_centered_design,26,13.281888,16.0,2.718112,2.0,11.787918,0.926585,0.0,1.0,1.130118
trust_centered_design,27,13.443913,16.0,2.556087,2.0,11.922375,0.930062,0.0,1.0,1.152311
trust_centered_design,28,13.581306,16.0,2.418694,2.0,12.059314,0.93333,0.0,1.0,1.173172
trust_centered_design,29,13.446341,16.0,2.553659,2.0,12.196293,0.936402,0.0,1.0,1.192782
trust_centered_design,30,13.533993,16.0,2.466007,2.0,12.308797,0.93929,0.0,1.0,1.211215
trust_centered_design,31,13.616413,16.0,2.383587,2.0,12.419065,0.942004,0.0,1.0,1.228542
trust_centered_design,32,13.759687,16.0,2.240313,2.0,12.526826,0.944556,0.0,1.0,1.24483
trust_centered_design,33,13.807107,16.0,2.192893,2.0,12.637784,0.946955,0.0,1.0,1.26014
trust_centered_design,34,13.918052,16.0,2.081948,2.0,12.743023,0.949209,0.0,1.0,1.274532
trust_centered_design,35,13.860445,16.0,2.139555,2.0,12.848775,0.951329,0.0,1.0,1.28806
trust_centered_design,36,14.148549,16.0,1.851451,2.0,12.939826,0.953321,0.0,1.0,1.300776
trust_centered_design,37,14.238841,16.0,1.761159,2.0,13.048611,0.955194,0.0,1.0,1.31273
trust_centered_design,38,14.375628,16.0,1.624372,2.0,13.155731,0.956954,0.0,1.0,1.323966
trust_centered_design,39,14.420097,16.0,1.579903,2.0,13.265522,0.958609,0.0,1.0,1.334528
trust_centered_design,40,14.372837,16.0,1.627163,2.0,13.369434,0.960164,0.0,1.0,1.344456
trust_centered_design,41,14.484612,16.0,1.515388,2.0,13.45974,0.961626,0.0,1.0,1.353789
trust_centered_design,42,14.579317,16.0,1.420683,2.0,13.551979,0.963001,0.0,1.0,1.362561
trust_centered_design,43,14.461777,16.0,1.538223,2.0,13.644439,0.964293,0.0,1.0,1.370808
trust_centered_design,44,14.387682,16.0,1.612318,2.0,13.717999,0.965507,0.0,1.0,1.378559
trust_centered_design,45,14.427579,16.0,1.572421,2.0,13.778271,0.966649,0.0,1.0,1.385846
trust_centered_design,46,14.445896,16.0,1.554104,2.0,13.836709,0.967722,0.0,1.0,1.392695
trust_centered_design,47,14.491627,16.0,1.508373,2.0,13.891536,0.96873,0.0,1.0,1.399133
trust_centered_design,48,14.605393,16.0,1.394607,2.0,13.945544,0.969679,0.0,1.0,1.405185
trust_centered_design,49,14.54356,16.0,1.45644,2.0,14.00493,0.97057,0.0,1.0,1.410874
trust_centered_design,50,14.55635,16.0,1.44365,2.0,14.053407,0.971408,0.0,1.0,1.416222
trust_centered_design,51,14.613455,16.0,1.386545,2.0,14.098672,0.972195,0.0,1.0,1.421248
trust_centered_design,52,14.509173,16.0,1.490827,2.0,14.145002,0.972935,0.0,1.0,1.425974
trust_centered_design,53,14.511321,16.0,1.488679,2.0,14.177778,0.973631,0.0,1.0,1.430415
trust_centered_design,54,14.542459,16.0,1.457541,2.0,14.207796,0.974285,0.0,1.0,1.43459
trust_centered_design,55,14.56505,16.0,1.43495,2.0,14.237916,0.9749,0.0,1.0,1.438515
trust_centered_design,56,14.617426,16.0,1.382574,2.0,14.267358,0.975478,0.0,1.0,1.442204
trust_centered_design,57,14.868005,16.0,1.131995,2.0,14.298864,0.976021,0.0,1.0,1.445672
trust_centered_design,58,15.039043,16.0,0.960957,2.0,14.350087,0.976532,0.0,1.0,1.448931
trust_centered_design,59,15.054333,16.0,0.945667,2.0,14.412093,0.977012,0.0,1.0,1.451995
trust_centered_design,60,15.073211,16.0,0.926789,2.0,14.469895,0.977463,0.0,1.0,1.454876
trust_centered_design,61,15.07156,16.0,0.92844,2.0,14.524193,0.977888,0.0,1.0,1.457583
trust_centered_design,62,15.014073,16.0,0.985927,2.0,14.573456,0.978286,0.0,1.0,1.460128
trust_centered_design,63,14.991782,16.0,1.008218,2.0,14.613112,0.978661,0.0,1.0,1.462521
trust_centered_design,64,15.17239,16.0,0.82761,2.0,14.647192,0.979013,0.0,1.0,1.464769
trust_centered_design,65,15.20822,16.0,0.79178,2.0,14.69446,0.979345,0.0,1.0,1.466883
trust_centered_design,66,15.208389,16.0,0.791611,2.0,14.740698,0.979656,0.0,1.0,1.46887
trust_centered_design,67,15.201486,16.0,0.798514,2.0,14.78279,0.979948,0.0,1.0,1.470738
trust_centered_design,68,15.190587,16.0,0.809413,2.0,14.820473,0.980224,0.0,1.0,1.472494
trust_centered_design,69,15.226575,16.0,0.773425,2.0,14.853783,0.980482,0.0,1.0,1.474144
trust_centered_design,70,15.128994,16.0,0.871006,2.0,14.887335,0.980725,0.0,1.0,1.475695
trust_centered_design,71,15.26061,16.0,0.73939,2.0,14.909084,0.980954,0.0,1.0,1.477154
trust_centered_design,72,15.336237,16.0,0.663763,2.0,14.940721,0.981168,0.0,1.0,1.478524
trust_centered_design,73,15.305012,16.0,0.694988,2.0,14.976318,0.98137,0.0,1.0,1.479813
trust_centered_design,74,15.264646,16.0,0.735354,2.0,15.0059,0.98156,0.0,1.0,1.481024
trust_centered_design,75,15.129868,16.0,0.870132,2.0,15.029187,0.981738,0.0,1.0,1.482163
trust_centered_design,76,15.307783,16.0,0.692217,2.0,15.038248,0.981906,0.0,1.0,1.483233
trust_centered_design,77,15.404998,16.0,0.595002,2.0,15.062506,0.982064,0.0,1.0,1.484239
trust_centered_design,78,15.234258,16.0,0.765742,2.0,15.093331,0.982212,0.0,1.0,1.485185
trust_centered_design,79,15.076428,16.0,0.923572,2.0,15.106014,0.982351,0.0,1.0,1.486074
trust_centered_design,80,15.156553,16.0,0.843447,2.0,15.103351,0.982482,0.0,1.0,1.486909
trust_centered_design,81,15.262925,16.0,0.737075,2.0,15.10814,0.982605,0.0,1.0,1.487695
trust_centered_design,82,15.381793,16.0,0.618207,2.0,15.12207,0.982721,0.0,1.0,1.488433
trust_centered_design,83,15.367973,16.0,0.632027,2.0,15.145445,0.982829,0.0,1.0,1.489127
trust_centered_design,84,15.440209,16.0,0.559791,2.0,15.165473,0.982932,0.0,1.0,1.489779
trust_centered_design,85,15.483894,16.0,0.516106,2.0,15.190199,0.983028,0.0,1.0,1.490393
trust_centered_design,86,15.495412,16.0,0.504588,2.0,15.216632,0.983118,0.0,1.0,1.490969
trust_centered_design,87,15.612314,16.0,0.387686,2.0,15.241722,0.983203,0.0,1.0,1.491511
trust_centered_design,88,15.583242,16.0,0.416758,2.0,15.275075,0.983283,0.0,1.0,1.49202
trust_centered_design,89,15.503002,16.0,0.496998,2.0,15.30281,0.983358,0.0,1.0,1.492499
trust_centered_design,90,15.666756,16.0,0.333244,2.0,15.320827,0.983428,0.0,1.0,1.492949
trust_centered_design,91,15.612536,16.0,0.387464,2.0,15.351961,0.983494,0.0,1.0,1.493372
trust_centered_design,92,15.353614,16.0,0.646386,2.0,15.375413,0.983557,0.0,1.0,1.49377
trust_centered_design,93,15.414932,16.0,0.585068,2.0,15.373451,0.983615,0.0,1.0,1.494144
trust_centered_design,94,15.412209,16.0,0.587791,2.0,15.377184,0.98367,0.0,1.0,1.494495
trust_centered_design,95,15.433601,16.0,0.566399,2.0,15.380336,0.983722,0.0,1.0,1.494825
trust_centered_design,96,15.569725,16.0,0.430275,2.0,15.38513,0.983771,0.0,1.0,1.495136
trust_centered_design,97,15.51761,16.0,0.48239,2.0,15.401744,0.983817,0.0,1.0,1.495428
trust_centered_design,98,15.669017,16.0,0.330983,2.0,15.412172,0.98386,0.0,1.0,1.495702
trust_centered_design,99,15.67343,16.0,0.32657,2.0,15.435288,0.9839,0.0,1.0,1.49596
low_side_effect_policy,0,12.0,16.0,4.0,1.08,7.0,0.58,0.25,0.7265,0.0
low_side_effect_policy,1,11.210619,16.0,4.789381,1.16,7.45,0.588197,0.129,0.799159,0.0378
low_side_effect_policy,2,10.784908,16.0,5.215092,1.24,7.788456,0.59941,0.00075,0.872081,0.076132
low_side_effect_policy,3,10.293751,16.0,5.706249,1.32,8.058136,0.611342,0.0,0.885437,0.114964
low_side_effect_policy,4,10.054015,16.0,5.945985,1.4,8.259342,0.623081,0.0,0.896001,0.154266
low_side_effect_policy,5,9.743188,16.0,6.256812,1.48,8.420862,0.63458,0.0,0.905104,0.19401
low_side_effect_policy,6,9.628678,16.0,6.371322,1.56,8.539872,0.645815,0.0,0.91264,0.23417
low_side_effect_policy,7,9.704471,16.0,6.295529,1.64,8.637864,0.656758,0.0,0.919353,0.274719
low_side_effect_policy,8,9.727309,16.0,6.272691,1.72,8.733859,0.667392,0.0,0.925903,0.315636
low_side_effect_policy,9,9.81633,16.0,6.18367,1.8,8.823269,0.677711,0.0,0.932128,0.356898
low_side_effect_policy,10,9.893156,16.0,6.106844,1.88,8.912645,0.687708,0.0,0.938255,0.398484
low_side_effect_policy,11,9.971303,16.0,6.028697,1.96,9.000891,0.697378,0.0,0.944245,0.440375
low_side_effect_policy,12,10.423454,16.0,5.576546,2.0,9.088228,0.706717,0.0,0.950103,0.482553
low_side_effect_policy,13,10.389212,16.0,5.610788,2.0,9.208398,0.715732,0.0,0.957014,0.5236
low_side_effect_policy,14,10.539117,16.0,5.460883,2.0,9.314671,0.724465,0.0,0.963353,0.562184
low_side_effect_policy,15,10.887975,16.0,5.112025,2.0,9.424872,0.732931,0.0,0.96975,0.598453
low_side_effect_policy,16,10.856246,16.0,5.143754,2.0,9.556551,0.741152,0.0,0.976825,0.632545
low_side_effect_policy,17,10.890009,16.0,5.109991,2.0,9.673523,0.749158,0.0,0.983321,0.664593
low_side_effect_policy,18,10.975131,16.0,5.024869,2.0,9.783007,0.756961,0.0,0.989494,0.694717
low_side_effect_policy,19,10.985198,16.0,5.014802,2.0,9.890298,0.764573,0.0,0.995532,0.723034
low_side_effect_policy,20,11.10071,16.0,4.89929,2.0,9.988839,0.77201,0.0,1.0,0.749652
low_side_effect_policy,21,11.258188,16.0,4.741812,2.0,10.088908,0.779263,0.0,1.0,0.774673
low_side_effect_policy,22,11.363464,16.0,4.636536,2.0,10.194143,0.786281,0.0,1.0,0.798193
low_side_effect_policy,23,11.340797,16.0,4.659203,2.0,10.299382,0.793078,0.0,1.0,0.820301
low_side_effect_policy,24,11.584983,16.0,4.415017,2.0,10.393109,0.799667,0.0,1.0,0.841083
