scenario_id,uncertainty_class,policy,growth,shock_intensity,shock_timing,policy_strength,adaptive_capacity,final_state,maximum_state,minimum_state,cumulative_stress,resilience_score,regret
103,moderate_future,Policy_D_precautionary,0.077212,14.680266,45,0.055,0.04,43.874089,47.361257,20.0,62.064286,55.628804,0.0
104,moderate_future,Policy_A_low_control,0.074239,0.187755,37,0.025,0.01,273.07572,273.07572,20.0,3949.532727,0.0,44.419304
104,moderate_future,Policy_B_balanced,0.074239,0.187755,37,0.045,0.02,84.873343,84.873343,20.0,780.394167,0.0,44.419304
104,moderate_future,Policy_C_high_adaptation,0.074239,0.187755,37,0.035,0.045,89.894729,89.894729,20.0,1108.824077,0.0,44.419304
104,moderate_future,Policy_D_precautionary,0.074239,0.187755,37,0.055,0.04,50.259375,50.259375,20.0,128.602275,44.419304,0.0
105,moderate_future,Policy_A_low_control,0.052963,15.921329,24,0.025,0.01,58.932593,58.932593,20.0,149.794913,34.927805,58.330839
105,moderate_future,Policy_B_balanced,0.052963,15.921329,24,0.045,0.02,11.005669,24.0023,8.272094,0.0,87.396023,5.862621
105,moderate_future,Policy_C_high_adaptation,0.052963,15.921329,24,0.035,0.045,27.980367,30.120567,14.740285,0.0,75.681638,17.577006
105,moderate_future,Policy_D_precautionary,0.052963,15.921329,24,0.055,0.04,2.90226,20.0,2.90226,0.0,93.258644,0.0
106,stressful_future,Policy_A_low_control,0.050868,21.353105,43,0.025,0.01,53.962861,56.223223,20.0,217.257018,31.840776,63.159224
106,stressful_future,Policy_B_balanced,0.050868,21.353105,43,0.045,0.02,4.824942,25.571185,4.36813,0.0,90.712238,4.287762
106,stressful_future,Policy_C_high_adaptation,0.050868,21.353105,43,0.035,0.045,22.759036,38.309002,17.414877,0.0,76.767328,18.232672
106,stressful_future,Policy_D_precautionary,0.050868,21.353105,43,0.055,0.04,0.0,20.0,0.0,0.0,95.0,0.0
107,moderate_future,Policy_A_low_control,0.068193,6.536357,39,0.025,0.01,186.200167,186.200167,20.0,2545.328326,0.0,69.992145
107,moderate_future,Policy_B_balanced,0.068193,6.536357,39,0.045,0.02,58.556718,58.556718,20.0,234.819355,26.744854,43.247291
107,moderate_future,Policy_C_high_adaptation,0.068193,6.536357,39,0.035,0.045,69.160978,69.160978,20.0,598.795915,0.0,69.992145
107,moderate_future,Policy_D_precautionary,0.068193,6.536357,39,0.055,0.04,35.303359,35.303359,20.0,0.0,69.992145,0.0
108,moderate_future,Policy_A_low_control,0.047638,8.229127,41,0.025,0.01,59.162298,59.162298,20.0,230.861654,26.625881,64.962383
108,moderate_future,Policy_B_balanced,0.047638,8.229127,41,0.045,0.02,14.7732,22.222483,14.051974,0.0,85.580459,6.007805
108,moderate_future,Policy_C_high_adaptation,0.047638,8.229127,41,0.035,0.045,32.042329,33.051794,20.0,0.0,72.511654,19.07661
108,moderate_future,Policy_D_precautionary,0.047638,8.229127,41,0.055,0.04,5.686227,20.0,5.686227,0.0,91.588264,0.0
109,moderate_future,Policy_A_low_control,0.073054,6.335614,35,0.025,0.01,240.881177,240.881177,20.0,3422.264387,0.0,59.681375
109,moderate_future,Policy_B_balanced,0.073054,6.335614,35,0.045,0.02,73.074231,73.074231,20.0,514.597436,0.0,59.681375
109,moderate_future,Policy_C_high_adaptation,0.073054,6.335614,35,0.035,0.045,81.318907,81.318907,20.0,879.598027,0.0,59.681375
109,moderate_future,Policy_D_precautionary,0.073054,6.335614,35,0.055,0.04,44.532196,44.532196,20.0,24.662586,59.681375,0.0
110,stressful_future,Policy_A_low_control,0.050067,21.795817,21,0.025,0.01,31.1009,32.815375,11.84215,0.0,73.135616,21.864384
110,stressful_future,Policy_B_balanced,0.050067,21.795817,21,0.045,0.02,0.540532,22.127515,0.443824,0.0,94.143802,0.856198
110,stressful_future,Policy_C_high_adaptation,0.050067,21.795817,21,0.035,0.045,10.004574,26.972831,5.583421,0.0,87.254048,7.745952
110,stressful_future,Policy_D_precautionary,0.050067,21.795817,21,0.055,0.04,0.0,20.0,0.0,0.0,95.0,0.0
111,moderate_future,Policy_A_low_control,0.040538,10.165819,28,0.025,0.01,33.792529,33.792529,20.0,0.0,71.276351,22.543446
111,moderate_future,Policy_B_balanced,0.040538,10.165819,28,0.045,0.02,6.482864,20.0,6.482864,0.0,91.110282,2.709515
111,moderate_future,Policy_C_high_adaptation,0.040538,10.165819,28,0.035,0.045,15.726271,23.216037,13.178787,0.0,84.760228,9.059569
111,moderate_future,Policy_D_precautionary,0.040538,10.165819,28,0.055,0.04,1.967004,20.0,1.967004,0.0,93.819797,0.0
112,moderate_future,Policy_A_low_control,0.037645,8.005357,24,0.025,0.01,29.923072,29.923072,19.034567,0.0,74.565388,18.794655
112,moderate_future,Policy_B_balanced,0.037645,8.005357,24,0.045,0.02,6.706045,20.0,6.706045,0.0,90.976373,2.38367
112,moderate_future,Policy_C_high_adaptation,0.037645,8.005357,24,0.035,0.045,14.631047,21.252864,13.303726,0.0,85.908156,7.451887
112,moderate_future,Policy_D_precautionary,0.037645,8.005357,24,0.055,0.04,2.733262,20.0,2.733262,0.0,93.360043,0.0
113,moderate_future,Policy_A_low_control,0.073227,6.286926,43,0.025,0.01,247.444838,247.444838,20.0,3574.044357,0.0,59.528394
113,moderate_future,Policy_B_balanced,0.073227,6.286926,43,0.045,0.02,74.201066,74.201066,20.0,588.151528,0.0,59.528394
113,moderate_future,Policy_C_high_adaptation,0.073227,6.286926,43,0.035,0.045,81.527077,81.527077,20.0,935.679018,0.0,59.528394
113,moderate_future,Policy_D_precautionary,0.073227,6.286926,43,0.055,0.04,44.507009,44.507009,20.0,26.40648,59.528394,0.0
114,stressful_future,Policy_A_low_control,0.06151,16.936019,37,0.025,0.01,109.881816,109.881816,20.0,1183.80025,0.0,87.769393
114,stressful_future,Policy_B_balanced,0.06151,16.936019,37,0.045,0.02,28.696725,36.05262,19.690783,0.0,73.76881,14.000583
114,stressful_future,Policy_C_high_adaptation,0.06151,16.936019,37,0.035,0.045,49.347637,49.347637,20.0,100.729656,47.981543,39.78785
114,stressful_future,Policy_D_precautionary,0.06151,16.936019,37,0.055,0.04,9.858132,25.262912,8.491358,0.0,87.769393,0.0
115,low_pressure_future,Policy_A_low_control,0.03558,1.805853,42,0.025,0.01,35.424634,35.424634,20.0,0.0,69.889061,22.172481
115,low_pressure_future,Policy_B_balanced,0.03558,1.805853,42,0.045,0.02,9.811664,20.0,9.811664,0.0,89.113002,2.94854
115,low_pressure_future,Policy_C_high_adaptation,0.03558,1.805853,42,0.035,0.045,18.883464,20.481312,18.687342,0.0,83.549594,8.511948
115,low_pressure_future,Policy_D_precautionary,0.03558,1.805853,42,0.055,0.04,4.89743,20.0,4.89743,0.0,92.061542,0.0
116,stressful_future,Policy_A_low_control,0.089236,13.094167,31,0.025,0.01,546.226088,546.226088,20.0,7812.149013,0.0,0.0
116,stressful_future,Policy_B_balanced,0.089236,13.094167,31,0.045,0.02,142.099279,142.099279,20.0,1829.587943,0.0,0.0
116,stressful_future,Policy_C_high_adaptation,0.089236,13.094167,31,0.035,0.045,136.050677,136.050677,20.0,2064.151546,0.0,0.0
116,stressful_future,Policy_D_precautionary,0.089236,13.094167,31,0.055,0.04,70.026337,70.026337,20.0,495.838059,0.0,0.0
117,moderate_future,Policy_A_low_control,0.069951,3.554251,24,0.025,0.01,206.106103,206.106103,20.0,2809.630348,0.0,64.973749
117,moderate_future,Policy_B_balanced,0.069951,3.554251,24,0.045,0.02,66.307566,66.307566,20.0,365.86002,7.052567,57.921182
117,moderate_future,Policy_C_high_adaptation,0.069951,3.554251,24,0.035,0.045,75.971644,75.971644,20.0,719.788955,0.0,64.973749
117,moderate_future,Policy_D_precautionary,0.069951,3.554251,24,0.055,0.04,40.993091,40.993091,20.0,1.821236,64.973749,0.0
118,moderate_future,Policy_A_low_control,0.03751,8.751636,45,0.025,0.01,31.62219,34.561697,20.0,0.0,72.386262,22.48076
118,moderate_future,Policy_B_balanced,0.03751,8.751636,45,0.045,0.02,4.920171,20.0,4.920171,0.0,92.047897,2.819125
118,moderate_future,Policy_C_high_adaptation,0.03751,8.751636,45,0.035,0.045,14.158919,22.332033,13.636444,0.0,85.92164,8.945382
118,moderate_future,Policy_D_precautionary,0.03751,8.751636,45,0.055,0.04,0.22163,20.0,0.22163,0.0,94.867022,0.0
119,stressful_future,Policy_A_low_control,0.093332,0.957477,31,0.025,0.01,750.435492,750.435492,20.0,10629.259968,0.0,0.0
119,stressful_future,Policy_B_balanced,0.093332,0.957477,31,0.045,0.02,202.307599,202.307599,20.0,2996.184626,0.0,0.0
119,stressful_future,Policy_C_high_adaptation,0.093332,0.957477,31,0.035,0.045,177.893921,177.893921,20.0,3009.839545,0.0,0.0
119,stressful_future,Policy_D_precautionary,0.093332,0.957477,31,0.055,0.04,92.446831,92.446831,20.0,1115.642056,0.0,0.0
120,low_pressure_future,Policy_A_low_control,0.047605,5.988714,23,0.025,0.01,59.311775,59.311775,20.0,194.901309,30.09486,59.948399
120,low_pressure_future,Policy_B_balanced,0.047605,5.988714,23,0.045,0.02,16.784472,21.177913,15.244359,0.0,84.634838,5.408421
120,low_pressure_future,Policy_C_high_adaptation,0.047605,5.988714,23,0.035,0.045,32.886233,32.886233,20.0,0.0,72.046702,17.996557
120,low_pressure_future,Policy_D_precautionary,0.047605,5.988714,23,0.055,0.04,8.261235,20.0,8.261235,0.0,90.043259,0.0
121,moderate_future,Policy_A_low_control,0.056221,13.437204,33,0.025,0.01,83.674243,83.674243,20.0,623.219958,0.0,90.221928
121,moderate_future,Policy_B_balanced,0.056221,13.437204,33,0.045,0.02,20.903553,28.582531,15.466043,0.0,80.312236,9.909692
121,moderate_future,Policy_C_high_adaptation,0.056221,13.437204,33,0.035,0.045,43.289239,43.289239,20.0,11.074582,62.096688,28.12524
121,moderate_future,Policy_D_precautionary,0.056221,13.437204,33,0.055,0.04,7.631693,20.796224,7.384406,0.0,90.221928,0.0
122,stressful_future,Policy_A_low_control,0.09343,17.987463,27,0.025,0.01,642.212024,642.212024,20.0,8939.591426,0.0,0.0
122,stressful_future,Policy_B_balanced,0.09343,17.987463,27,0.045,0.02,160.058431,160.058431,20.0,2048.919668,0.0,0.0
122,stressful_future,Policy_C_high_adaptation,0.09343,17.987463,27,0.035,0.045,152.054391,152.054391,20.0,2289.844364,0.0,0.0
122,stressful_future,Policy_D_precautionary,0.09343,17.987463,27,0.055,0.04,76.51562,76.51562,20.0,573.135826,0.0,0.0
123,compound_stress_future,Policy_A_low_control,0.086876,23.428945,45,0.025,0.01,484.908982,484.908982,20.0,7208.698125,0.0,16.396056
123,compound_stress_future,Policy_B_balanced,0.086876,23.428945,45,0.045,0.02,118.286817,118.286817,20.0,1629.785075,0.0,16.396056
123,compound_stress_future,Policy_C_high_adaptation,0.086876,23.428945,45,0.035,0.045,114.232339,114.232339,20.0,1847.944346,0.0,16.396056
123,compound_stress_future,Policy_D_precautionary,0.086876,23.428945,45,0.055,0.04,54.235761,61.392383,20.0,357.143922,16.396056,0.0
124,moderate_future,Policy_A_low_control,0.045623,9.895066,25,0.025,0.01,46.941717,46.941717,20.0,32.974432,56.802097,35.648789
124,moderate_future,Policy_B_balanced,0.045623,9.895066,25,0.045,0.02,10.648505,20.301262,10.418846,0.0,88.535582,3.915304
124,moderate_future,Policy_C_high_adaptation,0.045623,9.895066,25,0.035,0.045,23.380465,25.773401,16.15213,0.0,79.528371,12.922515
124,moderate_future,Policy_D_precautionary,0.045623,9.895066,25,0.055,0.04,4.248523,20.0,4.248523,0.0,92.450886,0.0
125,moderate_future,Policy_A_low_control,0.079194,7.972451,33,0.025,0.01,329.830626,329.830626,20.0,4783.626793,0.0,39.072796
125,moderate_future,Policy_B_balanced,0.079194,7.972451,33,0.045,0.02,94.35809,94.35809,20.0,938.714983,0.0,39.072796
125,moderate_future,Policy_C_high_adaptation,0.079194,7.972451,33,0.035,0.045,98.653187,98.653187,20.0,1277.194204,0.0,39.072796
125,moderate_future,Policy_D_precautionary,0.079194,7.972451,33,0.055,0.04,53.469175,53.469175,20.0,154.784057,39.072796,0.0
126,compound_stress_future,Policy_A_low_control,0.083134,20.737537,45,0.025,0.01,396.255488,396.255488,20.0,5932.921484,0.0,35.63504
126,compound_stress_future,Policy_B_balanced,0.083134,20.737537,45,0.045,0.02,99.621117,99.621117,20.0,1237.884197,0.0,35.63504
126,compound_stress_future,Policy_C_high_adaptation,0.083134,20.737537,45,0.035,0.045,100.567993,100.567993,20.0,1515.222926,0.0,35.63504
126,compound_stress_future,Policy_D_precautionary,0.083134,20.737537,45,0.055,0.04,49.061613,55.54341,20.0,210.421393,35.63504,0.0
127,low_pressure_future,Policy_A_low_control,0.04989,3.820748,42,0.025,0.01,72.95185,72.95185,20.0,490.258146,0.0,88.266086
127,low_pressure_future,Policy_B_balanced,0.04989,3.820748,42,0.045,0.02,22.629064,24.428124,20.0,0.0,80.315531,7.950555
127,low_pressure_future,Policy_C_high_adaptation,0.04989,3.820748,42,0.035,0.045,41.195384,41.195384,20.0,2.668383,64.717086,23.549
127,low_pressure_future,Policy_D_precautionary,0.04989,3.820748,42,0.055,0.04,11.22319,20.0,11.22319,0.0,88.266086,0.0
128,stressful_future,Policy_A_low_control,0.041486,20.932003,35,0.025,0.01,21.844321,34.871757,14.514641,0.0,78.175468,16.824532
128,stressful_future,Policy_B_balanced,0.041486,20.932003,35,0.045,0.02,0.0,20.0,0.0,0.0,95.0,0.0
128,stressful_future,Policy_C_high_adaptation,0.041486,20.932003,35,0.035,0.045,4.87353,24.916627,4.146227,0.0,90.846725,4.153275
128,stressful_future,Policy_D_precautionary,0.041486,20.932003,35,0.055,0.04,0.0,20.0,0.0,0.0,95.0,0.0
129,stressful_future,Policy_A_low_control,0.048346,19.598079,34,0.025,0.01,43.106219,43.106219,20.0,11.881469,62.171567,32.828433
129,stressful_future,Policy_B_balanced,0.048346,19.598079,34,0.045,0.02,3.062168,22.330796,2.807437,0.0,92.58,2.42
129,stressful_future,Policy_C_high_adaptation,0.048346,19.598079,34,0.035,0.045,16.645388,30.976783,11.792122,0.0,82.268572,12.731428
129,stressful_future,Policy_D_precautionary,0.048346,19.598079,34,0.055,0.04,0.0,20.0,0.0,0.0,95.0,0.0
130,stressful_future,Policy_A_low_control,0.05598,19.692873,27,0.025,0.01,65.942077,65.942077,20.0,242.015664,19.747668,74.60111
130,stressful_future,Policy_B_balanced,0.05598,19.692873,27,0.045,0.02,10.273557,26.566304,7.165116,0.0,87.19429,7.154488
130,stressful_future,Policy_C_high_adaptation,0.05598,19.692873,27,0.035,0.045,30.438196,34.314101,15.341121,0.0,73.158557,21.190221
130,stressful_future,Policy_D_precautionary,0.05598,19.692873,27,0.055,0.04,0.870526,20.515628,0.84285,0.0,94.348778,0.0
131,moderate_future,Policy_A_low_control,0.048375,15.840796,32,0.025,0.01,48.327092,48.327092,20.0,41.381981,54.783774,40.053192
131,moderate_future,Policy_B_balanced,0.048375,15.840796,32,0.045,0.02,7.073263,22.202255,6.436401,0.0,90.205478,4.631488
131,moderate_future,Policy_C_high_adaptation,0.048375,15.840796,32,0.035,0.045,21.40674,30.193346,14.756398,0.0,79.60762,15.229346
131,moderate_future,Policy_D_precautionary,0.048375,15.840796,32,0.055,0.04,0.271723,20.0,0.271723,0.0,94.836966,0.0
132,stressful_future,Policy_A_low_control,0.054696,20.744471,44,0.025,0.01,71.008438,71.008438,20.0,565.441549,0.0,95.0
132,stressful_future,Policy_B_balanced,0.054696,20.744471,44,0.045,0.02,11.475422,30.284618,9.833779,0.0,85.543593,9.456407
132,stressful_future,Policy_C_high_adaptation,0.054696,20.744471,44,0.035,0.045,31.552415,43.360896,20.0,12.775183,68.950809,26.049191
132,stressful_future,Policy_D_precautionary,0.054696,20.744471,44,0.055,0.04,0.0,20.0,0.0,0.0,95.0,0.0
133,moderate_future,Policy_A_low_control,0.051747,15.395562,32,0.025,0.01,60.857316,60.857316,20.0,200.163088,28.254973,65.307642
133,moderate_future,Policy_B_balanced,0.051747,15.395562,32,0.045,0.02,11.355442,24.635838,9.406507,0.0,87.027775,6.53484
133,moderate_future,Policy_C_high_adaptation,0.051747,15.395562,32,0.035,0.045,29.666133,33.468519,18.633472,0.0,73.83319,19.729425
133,moderate_future,Policy_D_precautionary,0.051747,15.395562,32,0.055,0.04,2.395642,20.0,2.395642,0.0,93.562615,0.0
134,compound_stress_future,Policy_A_low_control,0.075771,20.247868,30,0.025,0.01,229.419554,229.419554,20.0,3097.999915,0.0,72.323986
134,compound_stress_future,Policy_B_balanced,0.075771,20.247868,30,0.045,0.02,62.281954,62.281954,20.0,228.932391,24.1671,48.156886
134,compound_stress_future,Policy_C_high_adaptation,0.075771,20.247868,30,0.035,0.045,76.930968,76.930968,20.0,641.058459,0.0,72.323986
134,compound_stress_future,Policy_D_precautionary,0.075771,20.247868,30,0.055,0.04,31.009512,36.281226,16.735709,0.0,72.323986,0.0
135,stressful_future,Policy_A_low_control,0.091354,2.768202,28,0.025,0.01,663.540838,663.540838,20.0,9463.978925,0.0,0.0
135,stressful_future,Policy_B_balanced,0.091354,2.768202,28,0.045,0.02,179.690242,179.690242,20.0,2573.752414,0.0,0.0
135,stressful_future,Policy_C_high_adaptation,0.091354,2.768202,28,0.035,0.045,162.078103,162.078103,20.0,2669.027053,0.0,0.0
135,stressful_future,Policy_D_precautionary,0.091354,2.768202,28,0.055,0.04,84.701748,84.701748,20.0,912.984388,0.0,0.0
136,stressful_future,Policy_A_low_control,0.045714,23.100824,28,0.025,0.01,23.914287,34.788902,12.408698,0.0,76.954202,18.045798
136,stressful_future,Policy_B_balanced,0.045714,23.100824,28,0.045,0.02,0.0,20.389198,0.0,0.0,94.9027,0.0973
136,stressful_future,Policy_C_high_adaptation,0.045714,23.100824,28,0.035,0.045,5.419026,26.668242,3.853144,0.0,90.081524,4.918476
136,stressful_future,Policy_D_precautionary,0.045714,23.100824,28,0.055,0.04,0.0,20.0,0.0,0.0,95.0,0.0
137,moderate_future,Policy_A_low_control,0.037295,14.31771,31,0.025,0.01,21.228516,28.856809,14.893906,0.0,80.048688,14.951312
137,moderate_future,Policy_B_balanced,0.037295,14.31771,31,0.045,0.02,1.133509,20.0,1.133509,0.0,94.319895,0.680105
137,moderate_future,Policy_C_high_adaptation,0.037295,14.31771,31,0.035,0.045,7.647521,21.424097,7.155564,0.0,90.055463,4.944537
137,moderate_future,Policy_D_precautionary,0.037295,14.31771,31,0.055,0.04,0.0,20.0,0.0,0.0,95.0,0.0
138,moderate_future,Policy_A_low_control,0.078713,7.528256,39,0.025,0.01,328.019245,328.019245,20.0,4805.888923,0.0,39.633307
138,moderate_future,Policy_B_balanced,0.078713,7.528256,39,0.045,0.02,93.740211,93.740211,20.0,973.274534,0.0,39.633307
138,moderate_future,Policy_C_high_adaptation,0.078713,7.528256,39,0.035,0.045,97.374014,97.374014,20.0,1294.308692,0.0,39.633307
138,moderate_future,Policy_D_precautionary,0.078713,7.528256,39,0.055,0.04,52.465753,52.465753,20.0,157.70803,39.633307,0.0
139,stressful_future,Policy_A_low_control,0.094054,2.775499,38,0.025,0.01,775.378153,775.378153,20.0,10956.905619,0.0,0.0
139,stressful_future,Policy_B_balanced,0.094054,2.775499,38,0.045,0.02,206.446656,206.446656,20.0,3076.340188,0.0,0.0
139,stressful_future,Policy_C_high_adaptation,0.094054,2.775499,38,0.035,0.045,180.671751,180.671751,20.0,3071.638579,0.0,0.0
139,stressful_future,Policy_D_precautionary,0.094054,2.775499,38,0.055,0.04,93.037701,93.037701,20.0,1135.712367,0.0,0.0
140,low_pressure_future,Policy_A_low_control,0.046405,1.065277,33,0.025,0.01,63.992404,63.992404,20.0,306.18794,14.987662,73.369699
140,low_pressure_future,Policy_B_balanced,0.046405,1.065277,33,0.045,0.02,20.651034,20.918877,19.882986,0.0,82.37966,5.977701
140,low_pressure_future,Policy_C_high_adaptation,0.046405,1.065277,33,0.035,0.045,37.640719,37.640719,20.0,0.0,68.005388,20.351973
140,low_pressure_future,Policy_D_precautionary,0.046405,1.065277,33,0.055,0.04,11.071065,20.0,11.071065,0.0,88.357361,0.0
141,stressful_future,Policy_A_low_control,0.035101,22.213804,37,0.025,0.01,8.562639,28.719059,6.79536,0.0,87.682652,7.317348
141,stressful_future,Policy_B_balanced,0.035101,22.213804,37,0.045,0.02,0.0,20.0,0.0,0.0,95.0,0.0
141,stressful_future,Policy_C_high_adaptation,0.035101,22.213804,37,0.035,0.045,0.0,20.073193,0.0,0.0,94.981702,0.018298
141,stressful_future,Policy_D_precautionary,0.035101,22.213804,37,0.055,0.04,0.0,20.0,0.0,0.0,95.0,0.0
142,compound_stress_future,Policy_A_low_control,0.076211,22.566315,43,0.025,0.01,258.715027,258.715027,20.0,3838.022561,0.0,66.728909
142,compound_stress_future,Policy_B_balanced,0.076211,22.566315,43,0.045,0.02,65.550946,65.550946,20.0,496.428977,0.0,66.728909
142,compound_stress_future,Policy_C_high_adaptation,0.076211,22.566315,43,0.035,0.045,75.010389,75.010389,20.0,865.127277,0.0,66.728909
142,compound_stress_future,Policy_D_precautionary,0.076211,22.566315,43,0.055,0.04,32.805768,44.971907,20.0,23.446535,66.728909,0.0
143,moderate_future,Policy_A_low_control,0.075238,8.741315,22,0.025,0.01,249.191684,249.191684,20.0,3393.337602,0.0,59.984015
143,moderate_future,Policy_B_balanced,0.075238,8.741315,22,0.045,0.02,75.539475,75.539475,20.0,489.317199,0.0,59.984015
143,moderate_future,Policy_C_high_adaptation,0.075238,8.741315,22,0.035,0.045,85.796597,85.796597,20.0,878.245803,0.0,59.984015
143,moderate_future,Policy_D_precautionary,0.075238,8.741315,22,0.055,0.04,44.579712,44.579712,20.0,21.232301,59.984015,0.0
144,compound_stress_future,Policy_A_low_control,0.091932,22.098501,39,0.025,0.01,630.19717,630.19717,20.0,9070.608427,0.0,0.0
144,compound_stress_future,Policy_B_balanced,0.091932,22.098501,39,0.045,0.02,152.631358,152.631358,20.0,2156.74468,0.0,0.0
144,compound_stress_future,Policy_C_high_adaptation,0.091932,22.098501,39,0.035,0.045,141.454052,141.454052,20.0,2302.851893,0.0,0.0
144,compound_stress_future,Policy_D_precautionary,0.091932,22.098501,39,0.055,0.04,68.201309,68.201309,20.0,569.483049,0.0,0.0
145,stressful_future,Policy_A_low_control,0.053835,20.352367,43,0.025,0.01,67.154886,67.154886,20.0,468.04139,0.0,95.0
145,stressful_future,Policy_B_balanced,0.053835,20.352367,43,0.045,0.02,10.267833,28.93842,8.841722,0.0,86.604695,8.395305
145,stressful_future,Policy_C_high_adaptation,0.053835,20.352367,43,0.035,0.045,30.209203,41.870452,20.0,4.474506,70.959414,24.040586
145,stressful_future,Policy_D_precautionary,0.053835,20.352367,43,0.055,0.04,0.0,20.0,0.0,0.0,95.0,0.0
146,stressful_future,Policy_A_low_control,0.089003,12.17094,41,0.025,0.01,566.230693,566.230693,20.0,8227.295634,0.0,0.0
146,stressful_future,Policy_B_balanced,0.089003,12.17094,41,0.045,0.02,147.388949,147.388949,20.0,2056.405751,0.0,0.0
146,stressful_future,Policy_C_high_adaptation,0.089003,12.17094,41,0.035,0.045,137.373124,137.373124,20.0,2221.186607,0.0,0.0
146,stressful_future,Policy_D_precautionary,0.089003,12.17094,41,0.055,0.04,69.61025,69.61025,20.0,610.49628,0.0,0.0
147,moderate_future,Policy_A_low_control,0.059504,9.657609,29,0.025,0.01,106.533476,106.533476,20.0,1031.346918,0.0,85.276873
147,moderate_future,Policy_B_balanced,0.059504,9.657609,29,0.045,0.02,32.359508,32.359508,20.0,0.0,72.494418,12.782455
147,moderate_future,Policy_C_high_adaptation,0.059504,9.657609,29,0.035,0.045,51.817705,51.817705,20.0,123.425992,43.612352,41.664521
147,moderate_future,Policy_D_precautionary,0.059504,9.657609,29,0.055,0.04,15.087924,22.681492,13.12603,0.0,85.276873,0.0
148,moderate_future,Policy_A_low_control,0.068265,4.604162,41,0.025,0.01,191.346478,191.346478,20.0,2636.865404,0.0,67.832708
148,moderate_future,Policy_B_balanced,0.068265,4.604162,41,0.045,0.02,60.847497,60.847497,20.0,292.58756,19.020872,48.811836
148,moderate_future,Policy_C_high_adaptation,0.068265,4.604162,41,0.035,0.045,70.740028,70.740028,20.0,647.708705,0.0,67.832708
148,moderate_future,Policy_D_precautionary,0.068265,4.604162,41,0.055,0.04,37.843873,37.843873,20.0,0.0,67.832708,0.0
149,stressful_future,Policy_A_low_control,0.091422,16.255631,25,0.025,0.01,571.004089,571.004089,20.0,7956.968753,0.0,0.0
149,stressful_future,Policy_B_balanced,0.091422,16.255631,25,0.045,0.02,146.156931,146.156931,20.0,1769.266994,0.0,0.0
149,stressful_future,Policy_C_high_adaptation,0.091422,16.255631,25,0.035,0.045,142.294376,142.294376,20.0,2069.04189,0.0,0.0
149,stressful_future,Policy_D_precautionary,0.091422,16.255631,25,0.055,0.04,72.629845,72.629845,20.0,482.43715,0.0,0.0
150,moderate_future,Policy_A_low_control,0.071931,7.222797,37,0.025,0.01,225.621049,225.621049,20.0,3187.950666,0.0,63.783112
150,moderate_future,Policy_B_balanced,0.071931,7.222797,37,0.045,0.02,68.503818,68.503818,20.0,429.751186,0.0,63.783112
150,moderate_future,Policy_C_high_adaptation,0.071931,7.222797,37,0.035,0.045,77.550817,77.550817,20.0,797.2564,0.0,63.783112
150,moderate_future,Policy_D_precautionary,0.071931,7.222797,37,0.055,0.04,41.97723,41.97723,20.0,5.362429,63.783112,0.0
151,stressful_future,Policy_A_low_control,0.085024,7.292999,26,0.025,0.01,446.26401,446.26401,20.0,6413.352295,0.0,4.34136
151,stressful_future,Policy_B_balanced,0.085024,7.292999,26,0.045,0.02,123.973519,123.973519,20.0,1474.617343,0.0,4.34136
151,stressful_future,Policy_C_high_adaptation,0.085024,7.292999,26,0.035,0.045,122.301072,122.301072,20.0,1765.792942,0.0,4.34136
151,stressful_future,Policy_D_precautionary,0.085024,7.292999,26,0.055,0.04,65.37204,65.37204,20.0,400.924061,4.34136,0.0
152,moderate_future,Policy_A_low_control,0.060793,13.919635,40,0.025,0.01,112.530411,112.530411,20.0,1268.713647,0.0,86.1403
152,moderate_future,Policy_B_balanced,0.060793,13.919635,40,0.045,0.02,32.057482,36.807187,20.0,0.0,71.563714,14.576586
152,moderate_future,Policy_C_high_adaptation,0.060793,13.919635,40,0.035,0.045,50.073224,50.073224,20.0,131.489518,44.288808,41.851492
152,moderate_future,Policy_D_precautionary,0.060793,13.919635,40,0.055,0.04,12.660488,25.053627,11.279135,0.0,86.1403,0.0
153,moderate_future,Policy_A_low_control,0.054335,10.602864,41,0.025,0.01,82.290509,82.290509,20.0,689.493414,0.0,89.751371
153,moderate_future,Policy_B_balanced,0.054335,10.602864,41,0.045,0.02,22.27589,29.002974,18.670851,0.0,79.383723,10.367648
153,moderate_future,Policy_C_high_adaptation,0.054335,10.602864,41,0.035,0.045,42.681978,42.681978,20.0,11.181547,62.602164,27.149207
153,moderate_future,Policy_D_precautionary,0.054335,10.602864,41,0.055,0.04,8.747715,20.0,8.747715,0.0,89.751371,0.0
154,moderate_future,Policy_A_low_control,0.047822,11.356468,45,0.025,0.01,56.50595,56.50595,20.0,228.531532,29.11679,64.210453
154,moderate_future,Policy_B_balanced,0.047822,11.356468,45,0.045,0.02,11.837637,22.640245,11.34767,0.0,87.237356,6.089887
154,moderate_future,Policy_C_high_adaptation,0.047822,11.356468,45,0.035,0.045,29.205707,35.033953,20.0,0.0,73.718088,19.609155
154,moderate_future,Policy_D_precautionary,0.047822,11.356468,45,0.055,0.04,2.787928,20.0,2.787928,0.0,93.327243,0.0
155,moderate_future,Policy_A_low_control,0.079158,15.812418,29,0.025,0.01,294.415917,294.415917,20.0,4129.385533,0.0,57.76055
