scenario,time,state,absolute_state,adaptive_capacity,shock,performance
compound_stress,36,0.322333,0.322333,0.148578,0.000000,0.919417
compound_stress,37,0.274741,0.274741,0.147649,0.000000,0.931315
compound_stress,38,0.234425,0.234425,0.146739,0.000000,0.941394
compound_stress,39,0.200235,0.200235,0.145845,0.000000,0.949941
compound_stress,40,0.171208,0.171208,0.144965,0.000000,0.957198
compound_stress,41,0.146538,0.146538,0.144097,0.000000,0.963366
compound_stress,42,0.125548,0.125548,0.143238,0.000000,0.968613
compound_stress,43,0.107671,0.107671,0.142388,0.000000,0.973082
compound_stress,44,0.092431,0.092431,0.141545,0.000000,0.976892
compound_stress,45,0.079425,0.079425,0.140708,0.000000,0.980144
compound_stress,46,0.068316,0.068316,0.139876,0.000000,0.982921
compound_stress,47,0.058816,0.058816,0.139049,0.000000,0.985296
compound_stress,48,0.050686,0.050686,0.138225,0.000000,0.987328
compound_stress,49,0.043722,0.043722,0.137405,0.000000,0.989070
compound_stress,50,0.037750,0.037750,0.136587,0.000000,0.990562
compound_stress,51,0.032625,0.032625,0.135772,0.000000,0.991844
compound_stress,52,0.028222,0.028222,0.134959,0.000000,0.992945
compound_stress,53,0.024436,0.024436,0.134148,0.000000,0.993891
compound_stress,54,0.021178,0.021178,0.133338,0.000000,0.994706
compound_stress,55,2.313371,2.313371,0.132530,2.295000,0.421657
compound_stress,56,2.009556,2.009556,0.131330,0.000000,0.497611
compound_stress,57,1.748053,1.748053,0.130130,0.000000,0.562987
compound_stress,58,1.522677,1.522677,0.128930,0.000000,0.619331
compound_stress,59,1.328186,1.328186,0.127730,0.000000,0.667954
compound_stress,60,1.160131,1.160131,0.126530,0.000000,0.709967
compound_stress,61,1.014732,1.014732,0.125330,0.000000,0.746317
compound_stress,62,0.888773,0.888773,0.124130,0.000000,0.777807
compound_stress,63,0.779477,0.779477,0.122974,0.000000,0.805131
compound_stress,64,0.684488,0.684488,0.121863,0.000000,0.828878
compound_stress,65,0.601810,0.601810,0.120789,0.000000,0.849548
compound_stress,66,0.529744,0.529744,0.119748,0.000000,0.867564
compound_stress,67,0.466844,0.466844,0.118736,0.000000,0.883289
compound_stress,68,0.411874,0.411874,0.117749,0.000000,0.897032
compound_stress,69,0.363773,0.363773,0.116785,0.000000,0.909057
compound_stress,70,0.321634,0.321634,0.115839,0.000000,0.919591
compound_stress,71,0.284675,0.284675,0.114910,0.000000,0.928831
compound_stress,72,0.252223,0.252223,0.113997,0.000000,0.936944
compound_stress,73,0.223698,0.223698,0.113096,0.000000,0.944076
compound_stress,74,0.198597,0.198597,0.112206,0.000000,0.950351
compound_stress,75,0.176488,0.176488,0.111327,0.000000,0.955878
compound_stress,76,0.156994,0.156994,0.110456,0.000000,0.960752
compound_stress,77,0.139788,0.139788,0.109593,0.000000,0.965053
compound_stress,78,0.124588,0.124588,0.108737,0.000000,0.968853
compound_stress,79,0.111147,0.111147,0.107888,0.000000,0.972213
compound_stress,80,0.099249,0.099249,0.107043,0.000000,0.975188
compound_stress,81,0.088709,0.088709,0.106203,0.000000,0.977823
compound_stress,82,0.079362,0.079362,0.105368,0.000000,0.980160
compound_stress,83,0.071065,0.071065,0.104536,0.000000,0.982234
compound_stress,84,0.063695,0.063695,0.103708,0.000000,0.984076
compound_stress,85,0.057142,0.057142,0.102882,0.000000,0.985714
compound_stress,86,0.051310,0.051310,0.102059,0.000000,0.987172
compound_stress,87,0.046116,0.046116,0.101239,0.000000,0.988471
compound_stress,88,0.041485,0.041485,0.100421,0.000000,0.989629
compound_stress,89,0.037353,0.037353,0.099604,0.000000,0.990662
compound_stress,90,2.733663,2.733663,0.098789,2.700000,0.316584
compound_stress,91,2.466887,2.466887,0.097589,0.000000,0.383278
compound_stress,92,2.229107,2.229107,0.096389,0.000000,0.442723
compound_stress,93,2.016920,2.016920,0.095189,0.000000,0.495770
compound_stress,94,1.827352,1.827352,0.093989,0.000000,0.543162
compound_stress,95,1.657794,1.657794,0.092789,0.000000,0.585552
compound_stress,96,1.505958,1.505958,0.091589,0.000000,0.623510
compound_stress,97,1.369836,1.369836,0.090389,0.000000,0.657541
compound_stress,98,1.247662,1.247662,0.089189,0.000000,0.688085
compound_stress,99,1.137881,1.137881,0.087989,0.000000,0.715530
compound_stress,100,1.039126,1.039126,0.086789,0.000000,0.740219
compound_stress,101,0.950188,0.950188,0.085589,0.000000,0.762453
compound_stress,102,0.869984,0.869984,0.084409,0.000000,0.782504
compound_stress,103,0.797548,0.797548,0.083261,0.000000,0.800613
compound_stress,104,0.732036,0.732036,0.082142,0.000000,0.816991
compound_stress,105,0.672705,0.672705,0.081049,0.000000,0.831824
compound_stress,106,0.618902,0.618902,0.079980,0.000000,0.845274
compound_stress,107,0.570051,0.570051,0.078932,0.000000,0.857487
compound_stress,108,0.525641,0.525641,0.077904,0.000000,0.868590
compound_stress,109,0.485223,0.485223,0.076894,0.000000,0.878694
compound_stress,110,0.448394,0.448394,0.075900,0.000000,0.887901
compound_stress,111,0.414800,0.414800,0.074921,0.000000,0.896300
compound_stress,112,0.384124,0.384124,0.073955,0.000000,0.903969
compound_stress,113,0.356082,0.356082,0.073001,0.000000,0.910979
compound_stress,114,0.330423,0.330423,0.072059,0.000000,0.917394
compound_stress,115,0.306922,0.306922,0.071127,0.000000,0.923270
compound_stress,116,0.285375,0.285375,0.070204,0.000000,0.928656
compound_stress,117,0.265601,0.265601,0.069290,0.000000,0.933600
compound_stress,118,0.247438,0.247438,0.068383,0.000000,0.938140
compound_stress,119,0.230740,0.230740,0.067484,0.000000,0.942315
compound_stress,120,0.215375,0.215375,0.066592,0.000000,0.946156
compound_stress,121,0.201223,0.201223,0.065706,0.000000,0.949694
compound_stress,122,0.188179,0.188179,0.064825,0.000000,0.952955
compound_stress,123,0.176145,0.176145,0.063950,0.000000,0.955964
compound_stress,124,0.165034,0.165034,0.063080,0.000000,0.958742
compound_stress,125,3.124766,3.124766,0.062214,2.970000,0.218808
compound_stress,126,2.934113,2.934113,0.061014,0.000000,0.266472
compound_stress,127,2.758612,2.758612,0.059814,0.000000,0.310347
compound_stress,128,2.596920,2.596920,0.058614,0.000000,0.350770
compound_stress,129,2.447821,2.447821,0.057414,0.000000,0.388045
compound_stress,130,2.310220,2.310220,0.056214,0.000000,0.422445
compound_stress,131,2.183126,2.183126,0.055014,0.000000,0.454218
compound_stress,132,2.065644,2.065644,0.053814,0.000000,0.483589
compound_stress,133,1.956963,1.956963,0.052614,0.000000,0.510759
compound_stress,134,1.856348,1.856348,0.051414,0.000000,0.535913
compound_stress,135,1.763134,1.763134,0.050214,0.000000,0.559216
compound_stress,136,1.676716,1.676716,0.049014,0.000000,0.580821
compound_stress,137,1.596546,1.596546,0.047814,0.000000,0.600863
compound_stress,138,1.522125,1.522125,0.046614,0.000000,0.619469
compound_stress,139,1.453000,1.453000,0.045414,0.000000,0.636750
compound_stress,140,1.388757,1.388757,0.044214,0.000000,0.652811
compound_stress,141,1.329022,1.329022,0.043014,0.000000,0.667745
compound_stress,142,1.273450,1.273450,0.041814,0.000000,0.681637
compound_stress,143,1.221731,1.221731,0.040614,0.000000,0.694567
compound_stress,144,1.173578,1.173578,0.039414,0.000000,0.706606
compound_stress,145,1.128731,1.128731,0.038214,0.000000,0.717817
compound_stress,146,1.086953,1.086953,0.037014,0.000000,0.728262
compound_stress,147,1.048025,1.048025,0.035814,0.000000,0.737994
compound_stress,148,1.011749,1.011749,0.034614,0.000000,0.747063
compound_stress,149,0.977942,0.977942,0.033414,0.000000,0.755514
compound_stress,150,0.946431,0.946431,0.032223,0.000000,0.763392
compound_stress,151,0.917050,0.917050,0.031044,0.000000,0.770738
compound_stress,152,0.889538,0.889538,0.030000,0.000000,0.777615
compound_stress,153,0.862852,0.862852,0.030000,0.000000,0.784287
compound_stress,154,0.836967,0.836967,0.030000,0.000000,0.790758
compound_stress,155,4.186858,4.186858,0.030000,3.375000,0.000000
compound_stress,156,4.061252,4.061252,0.030000,0.000000,0.000000
compound_stress,157,3.939414,3.939414,0.030000,0.000000,0.015146
compound_stress,158,3.821232,3.821232,0.030000,0.000000,0.044692
compound_stress,159,3.706595,3.706595,0.030000,0.000000,0.073351
compound_stress,160,3.595397,3.595397,0.030000,0.000000,0.101151
compound_stress,161,3.487535,3.487535,0.030000,0.000000,0.128116
compound_stress,162,3.382909,3.382909,0.030000,0.000000,0.154273
compound_stress,163,3.281422,3.281422,0.030000,0.000000,0.179645
compound_stress,164,3.182979,3.182979,0.030000,0.000000,0.204255
compound_stress,165,3.087490,3.087490,0.030000,0.000000,0.228128
compound_stress,166,2.994865,2.994865,0.030000,0.000000,0.251284
compound_stress,167,2.905019,2.905019,0.030000,0.000000,0.273745
compound_stress,168,2.817869,2.817869,0.030000,0.000000,0.295533
compound_stress,169,2.733332,2.733332,0.030000,0.000000,0.316667
compound_stress,170,2.651333,2.651333,0.030000,0.000000,0.337167
compound_stress,171,2.571793,2.571793,0.030000,0.000000,0.357052
compound_stress,172,2.494639,2.494639,0.030000,0.000000,0.376340
compound_stress,173,2.419800,2.419800,0.030000,0.000000,0.395050
compound_stress,174,2.347206,2.347206,0.030000,0.000000,0.413199
compound_stress,175,2.276789,2.276789,0.030000,0.000000,0.430803
compound_stress,176,2.208486,2.208486,0.030000,0.000000,0.447879
compound_stress,177,2.142231,2.142231,0.030000,0.000000,0.464442
compound_stress,178,2.077964,2.077964,0.030000,0.000000,0.480509
compound_stress,179,2.015625,2.015625,0.030000,0.000000,0.496094
compound_stress,180,1.955157,1.955157,0.030000,0.000000,0.511211
learning_investment,1,0.000000,0.000000,0.240000,0.000000,1.000000
learning_investment,2,0.000000,0.000000,0.240600,0.000000,1.000000
learning_investment,3,0.000000,0.000000,0.241200,0.000000,1.000000
learning_investment,4,0.000000,0.000000,0.241800,0.000000,1.000000
learning_investment,5,0.000000,0.000000,0.242400,0.000000,1.000000
learning_investment,6,0.000000,0.000000,0.243000,0.000000,1.000000
learning_investment,7,0.000000,0.000000,0.243600,0.000000,1.000000
learning_investment,8,0.000000,0.000000,0.244200,0.000000,1.000000
learning_investment,9,0.000000,0.000000,0.244800,0.000000,1.000000
learning_investment,10,0.000000,0.000000,0.245400,0.000000,1.000000
learning_investment,11,0.000000,0.000000,0.246000,0.000000,1.000000
learning_investment,12,0.000000,0.000000,0.246600,0.000000,1.000000
learning_investment,13,0.000000,0.000000,0.247200,0.000000,1.000000
learning_investment,14,0.000000,0.000000,0.247800,0.000000,1.000000
learning_investment,15,0.000000,0.000000,0.248400,0.000000,1.000000
learning_investment,16,0.000000,0.000000,0.249000,0.000000,1.000000
learning_investment,17,0.000000,0.000000,0.249600,0.000000,1.000000
learning_investment,18,0.000000,0.000000,0.250200,0.000000,1.000000
learning_investment,19,0.000000,0.000000,0.250800,0.000000,1.000000
learning_investment,20,0.000000,0.000000,0.251400,0.000000,1.000000
learning_investment,21,0.000000,0.000000,0.252000,0.000000,1.000000
learning_investment,22,0.000000,0.000000,0.252600,0.000000,1.000000
learning_investment,23,0.000000,0.000000,0.253200,0.000000,1.000000
learning_investment,24,0.000000,0.000000,0.253800,0.000000,1.000000
learning_investment,25,1.500000,1.500000,0.254400,1.500000,0.625000
learning_investment,26,1.119300,1.119300,0.253800,0.000000,0.720175
learning_investment,27,0.835893,0.835893,0.253200,0.000000,0.791027
learning_investment,28,0.624582,0.624582,0.252797,0.000000,0.843855
learning_investment,29,0.466783,0.466783,0.252647,0.000000,0.883304
learning_investment,30,0.348833,0.348833,0.252687,0.000000,0.912792
learning_investment,31,0.260624,0.260624,0.252869,0.000000,0.934844
learning_investment,32,0.194645,0.194645,0.253156,0.000000,0.951339
learning_investment,33,0.145298,0.145298,0.253522,0.000000,0.963675
learning_investment,34,0.108400,0.108400,0.253948,0.000000,0.972900
learning_investment,35,0.080821,0.080821,0.254418,0.000000,0.979795
learning_investment,36,0.060218,0.060218,0.254921,0.000000,0.984945
learning_investment,37,0.044836,0.044836,0.255449,0.000000,0.988791
learning_investment,38,0.033358,0.033358,0.255995,0.000000,0.991661
learning_investment,39,0.024800,0.024800,0.256555,0.000000,0.993800
learning_investment,40,0.018423,0.018423,0.257125,0.000000,0.995394
learning_investment,41,0.013675,0.013675,0.257703,0.000000,0.996581
learning_investment,42,0.010143,0.010143,0.258287,0.000000,0.997464
learning_investment,43,0.007517,0.007517,0.258874,0.000000,0.998121
learning_investment,44,0.005567,0.005567,0.259465,0.000000,0.998608
learning_investment,45,0.004119,0.004119,0.260059,0.000000,0.998970
learning_investment,46,0.003046,0.003046,0.260654,0.000000,0.999239
learning_investment,47,0.002250,0.002250,0.261250,0.000000,0.999438
learning_investment,48,0.001661,0.001661,0.261847,0.000000,0.999585
learning_investment,49,0.001225,0.001225,0.262445,0.000000,0.999694
learning_investment,50,0.000903,0.000903,0.263044,0.000000,0.999774
learning_investment,51,0.000665,0.000665,0.263643,0.000000,0.999834
learning_investment,52,0.000489,0.000489,0.264242,0.000000,0.999878
learning_investment,53,0.000360,0.000360,0.264841,0.000000,0.999910
learning_investment,54,0.000264,0.000264,0.265441,0.000000,0.999934
learning_investment,55,1.700194,1.700194,0.266041,1.700000,0.574952
learning_investment,56,1.248893,1.248893,0.265441,0.000000,0.687777
learning_investment,57,0.918135,0.918135,0.264841,0.000000,0.770466
learning_investment,58,0.675436,0.675436,0.264339,0.000000,0.831141
learning_investment,59,0.497034,0.497034,0.264128,0.000000,0.875741
learning_investment,60,0.365752,0.365752,0.264132,0.000000,0.908562
learning_investment,61,0.269086,0.269086,0.264293,0.000000,0.932728
learning_investment,62,0.197894,0.197894,0.264570,0.000000,0.950527
learning_investment,63,0.145465,0.145465,0.264933,0.000000,0.963634
learning_investment,64,0.106865,0.106865,0.265358,0.000000,0.973284
learning_investment,65,0.078457,0.078457,0.265830,0.000000,0.980386
learning_investment,66,0.057561,0.057561,0.266336,0.000000,0.985610
learning_investment,67,0.042200,0.042200,0.266867,0.000000,0.989450
learning_investment,68,0.030915,0.030915,0.267416,0.000000,0.992271
learning_investment,69,0.022630,0.022630,0.267979,0.000000,0.994342
learning_investment,70,0.016553,0.016553,0.268552,0.000000,0.995862
learning_investment,71,0.012098,0.012098,0.269132,0.000000,0.996975
learning_investment,72,0.008835,0.008835,0.269717,0.000000,0.997791
learning_investment,73,0.006447,0.006447,0.270307,0.000000,0.998388
learning_investment,74,0.004700,0.004700,0.270899,0.000000,0.998825
learning_investment,75,0.003424,0.003424,0.271493,0.000000,0.999144
learning_investment,76,0.002493,0.002493,0.272089,0.000000,0.999377
learning_investment,77,0.001813,0.001813,0.272686,0.000000,0.999547
learning_investment,78,0.001317,0.001317,0.273284,0.000000,0.999671
learning_investment,79,0.000957,0.000957,0.273883,0.000000,0.999761
learning_investment,80,0.000694,0.000694,0.274481,0.000000,0.999826
learning_investment,81,0.000503,0.000503,0.275081,0.000000,0.999874
learning_investment,82,0.000364,0.000364,0.275680,0.000000,0.999909
learning_investment,83,0.000264,0.000264,0.276280,0.000000,0.999934
learning_investment,84,0.000191,0.000191,0.276879,0.000000,0.999952
learning_investment,85,0.000138,0.000138,0.277479,0.000000,0.999966
learning_investment,86,0.000099,0.000099,0.278079,0.000000,0.999975
learning_investment,87,0.000072,0.000072,0.278679,0.000000,0.999982
learning_investment,88,0.000052,0.000052,0.279279,0.000000,0.999987
learning_investment,89,0.000037,0.000037,0.279879,0.000000,0.999991
learning_investment,90,2.000027,2.000027,0.280479,2.000000,0.499993
learning_investment,91,1.440262,1.440262,0.279879,0.000000,0.639934
learning_investment,92,1.038028,1.038028,0.279279,0.000000,0.740493
learning_investment,93,0.748752,0.748752,0.278679,0.000000,0.812812
learning_investment,94,0.540314,0.540314,0.278380,0.000000,0.864921
learning_investment,95,0.389928,0.389928,0.278332,0.000000,0.902518
learning_investment,96,0.281347,0.281347,0.278464,0.000000,0.929663
learning_investment,97,0.202928,0.202928,0.278726,0.000000,0.949268
learning_investment,98,0.146294,0.146294,0.279083,0.000000,0.963426
learning_investment,99,0.105404,0.105404,0.279507,0.000000,0.973649
learning_investment,100,0.075893,0.075893,0.279981,0.000000,0.981027
learning_investment,101,0.054606,0.054606,0.280490,0.000000,0.986349
learning_investment,102,0.039260,0.039260,0.281024,0.000000,0.990185
learning_investment,103,0.028205,0.028205,0.281577,0.000000,0.992949
learning_investment,104,0.020248,0.020248,0.282143,0.000000,0.994938
learning_investment,105,0.014523,0.014523,0.282719,0.000000,0.996369
learning_investment,106,0.010409,0.010409,0.283301,0.000000,0.997398
learning_investment,107,0.007454,0.007454,0.283889,0.000000,0.998137
learning_investment,108,0.005333,0.005333,0.284480,0.000000,0.998667
learning_investment,109,0.003813,0.003813,0.285073,0.000000,0.999047
learning_investment,110,0.002724,0.002724,0.285669,0.000000,0.999319
learning_investment,111,0.001944,0.001944,0.286266,0.000000,0.999514
learning_investment,112,0.001386,0.001386,0.286863,0.000000,0.999653
learning_investment,113,0.000988,0.000988,0.287462,0.000000,0.999753
learning_investment,114,0.000703,0.000703,0.288060,0.000000,0.999824
learning_investment,115,0.000500,0.000500,0.288660,0.000000,0.999875
learning_investment,116,0.000356,0.000356,0.289259,0.000000,0.999911
learning_investment,117,0.000252,0.000252,0.289859,0.000000,0.999937
learning_investment,118,0.000179,0.000179,0.290458,0.000000,0.999955
learning_investment,119,0.000127,0.000127,0.291058,0.000000,0.999968
learning_investment,120,0.000090,0.000090,0.291658,0.000000,0.999978
learning_investment,121,0.000064,0.000064,0.292258,0.000000,0.999984
learning_investment,122,0.000045,0.000045,0.292858,0.000000,0.999989
learning_investment,123,0.000032,0.000032,0.293458,0.000000,0.999992
learning_investment,124,0.000022,0.000022,0.294058,0.000000,0.999994
learning_investment,125,2.200016,2.200016,0.294658,2.200000,0.449996
learning_investment,126,1.553084,1.553084,0.294058,0.000000,0.611729
learning_investment,127,1.097320,1.097320,0.293458,0.000000,0.725670
learning_investment,128,0.775962,0.775962,0.292858,0.000000,0.806010
learning_investment,129,0.548972,0.548972,0.292526,0.000000,0.862757
learning_investment,130,0.388416,0.388416,0.292468,0.000000,0.902896
learning_investment,131,0.274765,0.274765,0.292602,0.000000,0.931309
learning_investment,132,0.194294,0.194294,0.292872,0.000000,0.951427
learning_investment,133,0.137319,0.137319,0.293239,0.000000,0.965670
learning_investment,134,0.096992,0.096992,0.293674,0.000000,0.975752
learning_investment,135,0.068461,0.068461,0.294158,0.000000,0.982885
learning_investment,136,0.048287,0.048287,0.294675,0.000000,0.987928
learning_investment,137,0.034032,0.034032,0.295217,0.000000,0.991492
learning_investment,138,0.023966,0.023966,0.295777,0.000000,0.994008
learning_investment,139,0.016864,0.016864,0.296348,0.000000,0.995784
learning_investment,140,0.011857,0.011857,0.296928,0.000000,0.997036
learning_investment,141,0.008329,0.008329,0.297513,0.000000,0.997918
learning_investment,142,0.005846,0.005846,0.298103,0.000000,0.998538
learning_investment,143,0.004100,0.004100,0.298696,0.000000,0.998975
learning_investment,144,0.002873,0.002873,0.299291,0.000000,0.999282
learning_investment,145,0.002011,0.002011,0.299888,0.000000,0.999497
learning_investment,146,0.001407,0.001407,0.300486,0.000000,0.999648
learning_investment,147,0.000983,0.000983,0.301084,0.000000,0.999754
learning_investment,148,0.000687,0.000687,0.301683,0.000000,0.999828
learning_investment,149,0.000479,0.000479,0.302282,0.000000,0.999880
learning_investment,150,0.000334,0.000334,0.302881,0.000000,0.999917
learning_investment,151,0.000233,0.000233,0.303481,0.000000,0.999942
learning_investment,152,0.000162,0.000162,0.304081,0.000000,0.999960
learning_investment,153,0.000113,0.000113,0.304680,0.000000,0.999972
learning_investment,154,0.000078,0.000078,0.305280,0.000000,0.999980
learning_investment,155,2.500054,2.500054,0.305880,2.500000,0.374986
learning_investment,156,1.736837,1.736837,0.305280,0.000000,0.565791
learning_investment,157,1.207657,1.207657,0.304680,0.000000,0.698086
learning_investment,158,0.840433,0.840433,0.304080,0.000000,0.789892
learning_investment,159,0.585217,0.585217,0.303672,0.000000,0.853696
learning_investment,160,0.407563,0.407563,0.303569,0.000000,0.898109
learning_investment,161,0.283794,0.283794,0.303680,0.000000,0.929051
learning_investment,162,0.197538,0.197538,0.303940,0.000000,0.950616
learning_investment,163,0.137427,0.137427,0.304303,0.000000,0.965643
learning_investment,164,0.095547,0.095547,0.304738,0.000000,0.976113
learning_investment,165,0.066384,0.066384,0.305223,0.000000,0.983404
learning_investment,166,0.046088,0.046088,0.305744,0.000000,0.988478
learning_investment,167,0.031972,0.031972,0.306288,0.000000,0.992007
learning_investment,168,0.022161,0.022161,0.306850,0.000000,0.994460
learning_investment,169,0.015348,0.015348,0.307423,0.000000,0.996163
learning_investment,170,0.010621,0.010621,0.308005,0.000000,0.997345
learning_investment,171,0.007343,0.007343,0.308592,0.000000,0.998164
learning_investment,172,0.005073,0.005073,0.309183,0.000000,0.998732
learning_investment,173,0.003501,0.003501,0.309777,0.000000,0.999125
learning_investment,174,0.002415,0.002415,0.310373,0.000000,0.999396
learning_investment,175,0.001664,0.001664,0.310970,0.000000,0.999584
learning_investment,176,0.001145,0.001145,0.311568,0.000000,0.999714
learning_investment,177,0.000788,0.000788,0.312167,0.000000,0.999803
learning_investment,178,0.000541,0.000541,0.312766,0.000000,0.999865
learning_investment,179,0.000372,0.000372,0.313365,0.000000,0.999907
learning_investment,180,0.000255,0.000255,0.313965,0.000000,0.999936
high_redundancy,1,0.000000,0.000000,0.270000,0.000000,1.000000
high_redundancy,2,0.000000,0.000000,0.270000,0.000000,1.000000
high_redundancy,3,0.000000,0.000000,0.270000,0.000000,1.000000
high_redundancy,4,0.000000,0.000000,0.270000,0.000000,1.000000
high_redundancy,5,0.000000,0.000000,0.270000,0.000000,1.000000
high_redundancy,6,0.000000,0.000000,0.270000,0.000000,1.000000
high_redundancy,7,0.000000,0.000000,0.270000,0.000000,1.000000
high_redundancy,8,0.000000,0.000000,0.270000,0.000000,1.000000
high_redundancy,9,0.000000,0.000000,0.270000,0.000000,1.000000
high_redundancy,10,0.000000,0.000000,0.270000,0.000000,1.000000
high_redundancy,11,0.000000,0.000000,0.270000,0.000000,1.000000
high_redundancy,12,0.000000,0.000000,0.270000,0.000000,1.000000
high_redundancy,13,0.000000,0.000000,0.270000,0.000000,1.000000
high_redundancy,14,0.000000,0.000000,0.270000,0.000000,1.000000
high_redundancy,15,0.000000,0.000000,0.270000,0.000000,1.000000
high_redundancy,16,0.000000,0.000000,0.270000,0.000000,1.000000
high_redundancy,17,0.000000,0.000000,0.270000,0.000000,1.000000
high_redundancy,18,0.000000,0.000000,0.270000,0.000000,1.000000
high_redundancy,19,0.000000,0.000000,0.270000,0.000000,1.000000
high_redundancy,20,0.000000,0.000000,0.270000,0.000000,1.000000
high_redundancy,21,0.000000,0.000000,0.270000,0.000000,1.000000
high_redundancy,22,0.000000,0.000000,0.270000,0.000000,1.000000
high_redundancy,23,0.000000,0.000000,0.270000,0.000000,1.000000
high_redundancy,24,0.000000,0.000000,0.270000,0.000000,1.000000
high_redundancy,25,1.275000,1.275000,0.270000,1.275000,0.681250
high_redundancy,26,0.931770,0.931770,0.269200,0.000000,0.767057
high_redundancy,27,0.681632,0.681632,0.268455,0.000000,0.829592
high_redundancy,28,0.499017,0.499017,0.267909,0.000000,0.875246
high_redundancy,29,0.365525,0.365525,0.267510,0.000000,0.908619
high_redundancy,30,0.267850,0.267850,0.267218,0.000000,0.933038
high_redundancy,31,0.196333,0.196333,0.267003,0.000000,0.950917
high_redundancy,32,0.143942,0.143942,0.266846,0.000000,0.964014
high_redundancy,33,0.105548,0.105548,0.266731,0.000000,0.973613
high_redundancy,34,0.077404,0.077404,0.266647,0.000000,0.980649
high_redundancy,35,0.056769,0.056769,0.266585,0.000000,0.985808
high_redundancy,36,0.041638,0.041638,0.266539,0.000000,0.989590
high_redundancy,37,0.030541,0.030541,0.266506,0.000000,0.992365
high_redundancy,38,0.022403,0.022403,0.266482,0.000000,0.994399
high_redundancy,39,0.016433,0.016433,0.266464,0.000000,0.995892
high_redundancy,40,0.012055,0.012055,0.266451,0.000000,0.996986
high_redundancy,41,0.008843,0.008843,0.266441,0.000000,0.997789
high_redundancy,42,0.006487,0.006487,0.266434,0.000000,0.998378
high_redundancy,43,0.004758,0.004758,0.266429,0.000000,0.998810
high_redundancy,44,0.003491,0.003491,0.266425,0.000000,0.999127
high_redundancy,45,0.002561,0.002561,0.266422,0.000000,0.999360
high_redundancy,46,0.001878,0.001878,0.266420,0.000000,0.999530
high_redundancy,47,0.001378,0.001378,0.266418,0.000000,0.999655
high_redundancy,48,0.001011,0.001011,0.266417,0.000000,0.999747
high_redundancy,49,0.000742,0.000742,0.266417,0.000000,0.999815
high_redundancy,50,0.000544,0.000544,0.266416,0.000000,0.999864
high_redundancy,51,0.000399,0.000399,0.266416,0.000000,0.999900
high_redundancy,52,0.000293,0.000293,0.266415,0.000000,0.999927
high_redundancy,53,0.000215,0.000215,0.266415,0.000000,0.999946
high_redundancy,54,0.000158,0.000158,0.266415,0.000000,0.999961
high_redundancy,55,1.445116,1.445116,0.266415,1.445000,0.638721
high_redundancy,56,1.061272,1.061272,0.265615,0.000000,0.734682
high_redundancy,57,0.780231,0.780231,0.264815,0.000000,0.804942
high_redundancy,58,0.574102,0.574102,0.264191,0.000000,0.856475
high_redundancy,59,0.422693,0.422693,0.263731,0.000000,0.894327
high_redundancy,60,0.311359,0.311359,0.263393,0.000000,0.922160
high_redundancy,61,0.229426,0.229426,0.263144,0.000000,0.942643
high_redundancy,62,0.169096,0.169096,0.262960,0.000000,0.957726
high_redundancy,63,0.124654,0.124654,0.262825,0.000000,0.968837
high_redundancy,64,0.091904,0.091904,0.262725,0.000000,0.977024
high_redundancy,65,0.067765,0.067765,0.262652,0.000000,0.983059
high_redundancy,66,0.049970,0.049970,0.262598,0.000000,0.987507
high_redundancy,67,0.036850,0.036850,0.262558,0.000000,0.990787
high_redundancy,68,0.027176,0.027176,0.262528,0.000000,0.993206
high_redundancy,69,0.020042,0.020042,0.262507,0.000000,0.994989
high_redundancy,70,0.014781,0.014781,0.262490,0.000000,0.996305
high_redundancy,71,0.010901,0.010901,0.262479,0.000000,0.997275
high_redundancy,72,0.008040,0.008040,0.262470,0.000000,0.997990
high_redundancy,73,0.005930,0.005930,0.262464,0.000000,0.998518
high_redundancy,74,0.004374,0.004374,0.262459,0.000000,0.998907
high_redundancy,75,0.003226,0.003226,0.262455,0.000000,0.999194
high_redundancy,76,0.002379,0.002379,0.262453,0.000000,0.999405
high_redundancy,77,0.001755,0.001755,0.262451,0.000000,0.999561
high_redundancy,78,0.001294,0.001294,0.262449,0.000000,0.999676
high_redundancy,79,0.000955,0.000955,0.262448,0.000000,0.999761
high_redundancy,80,0.000704,0.000704,0.262448,0.000000,0.999824
high_redundancy,81,0.000519,0.000519,0.262447,0.000000,0.999870
high_redundancy,82,0.000383,0.000383,0.262447,0.000000,0.999904
high_redundancy,83,0.000282,0.000282,0.262446,0.000000,0.999929
high_redundancy,84,0.000208,0.000208,0.262446,0.000000,0.999948
high_redundancy,85,0.000154,0.000154,0.262446,0.000000,0.999962
high_redundancy,86,0.000113,0.000113,0.262446,0.000000,0.999972
high_redundancy,87,0.000084,0.000084,0.262446,0.000000,0.999979
high_redundancy,88,0.000062,0.000062,0.262446,0.000000,0.999985
high_redundancy,89,0.000045,0.000045,0.262446,0.000000,0.999989
high_redundancy,90,1.700034,1.700034,0.262446,1.700000,0.574992
high_redundancy,91,1.255227,1.255227,0.261646,0.000000,0.686193
high_redundancy,92,0.927807,0.927807,0.260846,0.000000,0.768048
high_redundancy,93,0.686481,0.686481,0.260103,0.000000,0.828380
high_redundancy,94,0.508302,0.508302,0.259554,0.000000,0.872924
high_redundancy,95,0.376577,0.376577,0.259147,0.000000,0.905856
