scenario,time,state,absolute_state,adaptive_capacity,shock,performance,performance_loss,initial_adaptive_capacity,recovery_erosion,learning_gain,shock_multiplier
weakened_capacity,60,1.123445,1.123445,0.090394,0.0,0.719139,0.280861,0.16,0.0014,0.0003,1.0
weakened_capacity,61,1.044361,1.044361,0.088994,0.0,0.73891,0.26109,0.16,0.0014,0.0003,1.0
weakened_capacity,62,0.98854,0.98854,0.087594,0.0,0.752865,0.247135,0.16,0.0014,0.0003,1.0
weakened_capacity,63,0.90098,0.90098,0.086197,0.0,0.774755,0.225245,0.16,0.0014,0.0003,1.0
weakened_capacity,64,0.788979,0.788979,0.084827,0.0,0.802755,0.197245,0.16,0.0014,0.0003,1.0
weakened_capacity,65,0.709805,0.709805,0.08349,0.0,0.822549,0.177451,0.16,0.0014,0.0003,1.0
weakened_capacity,66,0.675298,0.675298,0.082177,0.0,0.831175,0.168825,0.16,0.0014,0.0003,1.0
weakened_capacity,67,0.584592,0.584592,0.080874,0.0,0.853852,0.146148,0.16,0.0014,0.0003,1.0
weakened_capacity,68,0.538897,0.538897,0.079599,0.0,0.865276,0.134724,0.16,0.0014,0.0003,1.0
weakened_capacity,69,0.503012,0.503012,0.078337,0.0,0.874247,0.125753,0.16,0.0014,0.0003,1.0
weakened_capacity,70,0.456347,0.456347,0.077086,0.0,0.885913,0.114087,0.16,0.0014,0.0003,1.0
weakened_capacity,71,0.439824,0.439824,0.07585,0.0,0.890044,0.109956,0.16,0.0014,0.0003,1.0
weakened_capacity,72,0.421525,0.421525,0.074618,0.0,0.894619,0.105381,0.16,0.0014,0.0003,1.0
weakened_capacity,73,0.448624,0.448624,0.073391,0.0,0.887844,0.112156,0.16,0.0014,0.0003,1.0
weakened_capacity,74,0.431752,0.431752,0.072157,0.0,0.892062,0.107938,0.16,0.0014,0.0003,1.0
weakened_capacity,75,0.385894,0.385894,0.070927,0.0,0.903526,0.096474,0.16,0.0014,0.0003,1.0
weakened_capacity,76,0.344948,0.344948,0.069711,0.0,0.913763,0.086237,0.16,0.0014,0.0003,1.0
weakened_capacity,77,0.300527,0.300527,0.068508,0.0,0.924868,0.075132,0.16,0.0014,0.0003,1.0
weakened_capacity,78,0.304103,0.304103,0.067318,0.0,0.923974,0.076026,0.16,0.0014,0.0003,1.0
weakened_capacity,79,0.269823,0.269823,0.066126,0.0,0.932544,0.067456,0.16,0.0014,0.0003,1.0
weakened_capacity,80,0.250543,0.250543,0.064945,0.0,0.937364,0.062636,0.16,0.0014,0.0003,1.0
weakened_capacity,81,0.253298,0.253298,0.06377,0.0,0.936676,0.063324,0.16,0.0014,0.0003,1.0
weakened_capacity,82,0.219356,0.219356,0.062594,0.0,0.945161,0.054839,0.16,0.0014,0.0003,1.0
weakened_capacity,83,0.19854,0.19854,0.061429,0.0,0.950365,0.049635,0.16,0.0014,0.0003,1.0
weakened_capacity,84,0.140542,0.140542,0.060269,0.0,0.964864,0.035136,0.16,0.0014,0.0003,1.0
weakened_capacity,85,0.10517,0.10517,0.059127,0.0,0.973707,0.026293,0.16,0.0014,0.0003,1.0
weakened_capacity,86,0.084878,0.084878,0.057995,0.0,0.978781,0.021219,0.16,0.0014,0.0003,1.0
weakened_capacity,87,0.090445,0.090445,0.05687,0.0,0.977389,0.022611,0.16,0.0014,0.0003,1.0
weakened_capacity,88,0.11524,0.11524,0.055743,0.0,0.97119,0.02881,0.16,0.0014,0.0003,1.0
weakened_capacity,89,0.108486,0.108486,0.054608,0.0,0.972879,0.027121,0.16,0.0014,0.0003,1.0
weakened_capacity,90,2.109218,2.109218,0.053476,2.0,0.472695,0.527305,0.16,0.0014,0.0003,1.0
weakened_capacity,91,2.003579,2.003579,0.052076,0.0,0.499105,0.500895,0.16,0.0014,0.0003,1.0
weakened_capacity,92,1.929165,1.929165,0.050676,0.0,0.517709,0.482291,0.16,0.0014,0.0003,1.0
weakened_capacity,93,1.856438,1.856438,0.049276,0.0,0.53589,0.46411,0.16,0.0014,0.0003,1.0
weakened_capacity,94,1.774403,1.774403,0.047876,0.0,0.556399,0.443601,0.16,0.0014,0.0003,1.0
weakened_capacity,95,1.666663,1.666663,0.046476,0.0,0.583334,0.416666,0.16,0.0014,0.0003,1.0
weakened_capacity,96,1.614122,1.614122,0.045076,0.0,0.59647,0.40353,0.16,0.0014,0.0003,1.0
weakened_capacity,97,1.55315,1.55315,0.043676,0.0,0.611712,0.388288,0.16,0.0014,0.0003,1.0
weakened_capacity,98,1.518164,1.518164,0.042276,0.0,0.620459,0.379541,0.16,0.0014,0.0003,1.0
weakened_capacity,99,1.45536,1.45536,0.040876,0.0,0.63616,0.36384,0.16,0.0014,0.0003,1.0
weakened_capacity,100,1.446737,1.446737,0.039476,0.0,0.638316,0.361684,0.16,0.0014,0.0003,1.0
weakened_capacity,101,1.38268,1.38268,0.038076,0.0,0.65433,0.34567,0.16,0.0014,0.0003,1.0
weakened_capacity,102,1.371796,1.371796,0.036676,0.0,0.657051,0.342949,0.16,0.0014,0.0003,1.0
weakened_capacity,103,1.326283,1.326283,0.035276,0.0,0.668429,0.331571,0.16,0.0014,0.0003,1.0
weakened_capacity,104,1.268448,1.268448,0.033876,0.0,0.682888,0.317112,0.16,0.0014,0.0003,1.0
weakened_capacity,105,1.199043,1.199043,0.032476,0.0,0.700239,0.299761,0.16,0.0014,0.0003,1.0
weakened_capacity,106,1.158006,1.158006,0.031076,0.0,0.710498,0.289502,0.16,0.0014,0.0003,1.0
weakened_capacity,107,1.158849,1.158849,0.03,0.0,0.710288,0.289712,0.16,0.0014,0.0003,1.0
weakened_capacity,108,1.144493,1.144493,0.03,0.0,0.713877,0.286123,0.16,0.0014,0.0003,1.0
weakened_capacity,109,1.12738,1.12738,0.03,0.0,0.718155,0.281845,0.16,0.0014,0.0003,1.0
weakened_capacity,110,1.034162,1.034162,0.03,0.0,0.741459,0.258541,0.16,0.0014,0.0003,1.0
weakened_capacity,111,1.020911,1.020911,0.03,0.0,0.744772,0.255228,0.16,0.0014,0.0003,1.0
weakened_capacity,112,1.00418,1.00418,0.03,0.0,0.748955,0.251045,0.16,0.0014,0.0003,1.0
weakened_capacity,113,0.960307,0.960307,0.03,0.0,0.759923,0.240077,0.16,0.0014,0.0003,1.0
weakened_capacity,114,0.915813,0.915813,0.03,0.0,0.771047,0.228953,0.16,0.0014,0.0003,1.0
weakened_capacity,115,0.888281,0.888281,0.03,0.0,0.77793,0.22207,0.16,0.0014,0.0003,1.0
weakened_capacity,116,0.904754,0.904754,0.03,0.0,0.773811,0.226189,0.16,0.0014,0.0003,1.0
weakened_capacity,117,0.851234,0.851234,0.03,0.0,0.787191,0.212809,0.16,0.0014,0.0003,1.0
weakened_capacity,118,0.815002,0.815002,0.03,0.0,0.79625,0.20375,0.16,0.0014,0.0003,1.0
weakened_capacity,119,0.824596,0.824596,0.03,0.0,0.793851,0.206149,0.16,0.0014,0.0003,1.0
weakened_capacity,120,0.788705,0.788705,0.03,0.0,0.802824,0.197176,0.16,0.0014,0.0003,1.0
weakened_capacity,121,0.755937,0.755937,0.03,0.0,0.811016,0.188984,0.16,0.0014,0.0003,1.0
weakened_capacity,122,0.735704,0.735704,0.03,0.0,0.816074,0.183926,0.16,0.0014,0.0003,1.0
weakened_capacity,123,0.6826,0.6826,0.03,0.0,0.82935,0.17065,0.16,0.0014,0.0003,1.0
weakened_capacity,124,0.667621,0.667621,0.03,0.0,0.833095,0.166905,0.16,0.0014,0.0003,1.0
weakened_capacity,125,2.817352,2.817352,0.03,2.2,0.295662,0.704338,0.16,0.0014,0.0003,1.0
weakened_capacity,126,2.754961,2.754961,0.03,0.0,0.31126,0.68874,0.16,0.0014,0.0003,1.0
weakened_capacity,127,2.672392,2.672392,0.03,0.0,0.331902,0.668098,0.16,0.0014,0.0003,1.0
weakened_capacity,128,2.649306,2.649306,0.03,0.0,0.337674,0.662326,0.16,0.0014,0.0003,1.0
weakened_capacity,129,2.576848,2.576848,0.03,0.0,0.355788,0.644212,0.16,0.0014,0.0003,1.0
weakened_capacity,130,2.533685,2.533685,0.03,0.0,0.366579,0.633421,0.16,0.0014,0.0003,1.0
weakened_capacity,131,2.425092,2.425092,0.03,0.0,0.393727,0.606273,0.16,0.0014,0.0003,1.0
weakened_capacity,132,2.349286,2.349286,0.03,0.0,0.412678,0.587322,0.16,0.0014,0.0003,1.0
weakened_capacity,133,2.286886,2.286886,0.03,0.0,0.428278,0.571722,0.16,0.0014,0.0003,1.0
weakened_capacity,134,2.261923,2.261923,0.03,0.0,0.434519,0.565481,0.16,0.0014,0.0003,1.0
weakened_capacity,135,2.152042,2.152042,0.03,0.0,0.461989,0.538011,0.16,0.0014,0.0003,1.0
weakened_capacity,136,2.112246,2.112246,0.03,0.0,0.471938,0.528062,0.16,0.0014,0.0003,1.0
weakened_capacity,137,2.063663,2.063663,0.03,0.0,0.484084,0.515916,0.16,0.0014,0.0003,1.0
weakened_capacity,138,2.040092,2.040092,0.03,0.0,0.489977,0.510023,0.16,0.0014,0.0003,1.0
weakened_capacity,139,1.996698,1.996698,0.03,0.0,0.500825,0.499175,0.16,0.0014,0.0003,1.0
weakened_capacity,140,1.938099,1.938099,0.03,0.0,0.515475,0.484525,0.16,0.0014,0.0003,1.0
weakened_capacity,141,1.866915,1.866915,0.03,0.0,0.533271,0.466729,0.16,0.0014,0.0003,1.0
weakened_capacity,142,1.779703,1.779703,0.03,0.0,0.555074,0.444926,0.16,0.0014,0.0003,1.0
weakened_capacity,143,1.731198,1.731198,0.03,0.0,0.567201,0.432799,0.16,0.0014,0.0003,1.0
weakened_capacity,144,1.674469,1.674469,0.03,0.0,0.581383,0.418617,0.16,0.0014,0.0003,1.0
weakened_capacity,145,1.674742,1.674742,0.03,0.0,0.581315,0.418685,0.16,0.0014,0.0003,1.0
weakened_capacity,146,1.609224,1.609224,0.03,0.0,0.597694,0.402306,0.16,0.0014,0.0003,1.0
weakened_capacity,147,1.568957,1.568957,0.03,0.0,0.607761,0.392239,0.16,0.0014,0.0003,1.0
weakened_capacity,148,1.482663,1.482663,0.03,0.0,0.629334,0.370666,0.16,0.0014,0.0003,1.0
weakened_capacity,149,1.428297,1.428297,0.03,0.0,0.642926,0.357074,0.16,0.0014,0.0003,1.0
weakened_capacity,150,1.391977,1.391977,0.03,0.0,0.652006,0.347994,0.16,0.0014,0.0003,1.0
weakened_capacity,151,1.370816,1.370816,0.03,0.0,0.657296,0.342704,0.16,0.0014,0.0003,1.0
weakened_capacity,152,1.365894,1.365894,0.03,0.0,0.658526,0.341474,0.16,0.0014,0.0003,1.0
weakened_capacity,153,1.323814,1.323814,0.03,0.0,0.669047,0.330953,0.16,0.0014,0.0003,1.0
weakened_capacity,154,1.256168,1.256168,0.03,0.0,0.685958,0.314042,0.16,0.0014,0.0003,1.0
weakened_capacity,155,3.72993,3.72993,0.03,2.5,0.067518,0.932482,0.16,0.0014,0.0003,1.0
weakened_capacity,156,3.630956,3.630956,0.03,0.0,0.092261,0.907739,0.16,0.0014,0.0003,1.0
weakened_capacity,157,3.534319,3.534319,0.03,0.0,0.11642,0.88358,0.16,0.0014,0.0003,1.0
weakened_capacity,158,3.410782,3.410782,0.03,0.0,0.147304,0.852696,0.16,0.0014,0.0003,1.0
weakened_capacity,159,3.336793,3.336793,0.03,0.0,0.165802,0.834198,0.16,0.0014,0.0003,1.0
weakened_capacity,160,3.238887,3.238887,0.03,0.0,0.190278,0.809722,0.16,0.0014,0.0003,1.0
weakened_capacity,161,3.159216,3.159216,0.03,0.0,0.210196,0.789804,0.16,0.0014,0.0003,1.0
weakened_capacity,162,3.096291,3.096291,0.03,0.0,0.225927,0.774073,0.16,0.0014,0.0003,1.0
weakened_capacity,163,3.018634,3.018634,0.03,0.0,0.245341,0.754659,0.16,0.0014,0.0003,1.0
weakened_capacity,164,2.935238,2.935238,0.03,0.0,0.26619,0.73381,0.16,0.0014,0.0003,1.0
weakened_capacity,165,2.901001,2.901001,0.03,0.0,0.27475,0.72525,0.16,0.0014,0.0003,1.0
weakened_capacity,166,2.820064,2.820064,0.03,0.0,0.294984,0.705016,0.16,0.0014,0.0003,1.0
weakened_capacity,167,2.728063,2.728063,0.03,0.0,0.317984,0.682016,0.16,0.0014,0.0003,1.0
weakened_capacity,168,2.64902,2.64902,0.03,0.0,0.337745,0.662255,0.16,0.0014,0.0003,1.0
weakened_capacity,169,2.606619,2.606619,0.03,0.0,0.348345,0.651655,0.16,0.0014,0.0003,1.0
weakened_capacity,170,2.531388,2.531388,0.03,0.0,0.367153,0.632847,0.16,0.0014,0.0003,1.0
weakened_capacity,171,2.468431,2.468431,0.03,0.0,0.382892,0.617108,0.16,0.0014,0.0003,1.0
weakened_capacity,172,2.424271,2.424271,0.03,0.0,0.393932,0.606068,0.16,0.0014,0.0003,1.0
weakened_capacity,173,2.338721,2.338721,0.03,0.0,0.41532,0.58468,0.16,0.0014,0.0003,1.0
weakened_capacity,174,2.225395,2.225395,0.03,0.0,0.443651,0.556349,0.16,0.0014,0.0003,1.0
weakened_capacity,175,2.166119,2.166119,0.03,0.0,0.45847,0.54153,0.16,0.0014,0.0003,1.0
weakened_capacity,176,2.106879,2.106879,0.03,0.0,0.47328,0.52672,0.16,0.0014,0.0003,1.0
weakened_capacity,177,2.028472,2.028472,0.03,0.0,0.492882,0.507118,0.16,0.0014,0.0003,1.0
weakened_capacity,178,1.989395,1.989395,0.03,0.0,0.502651,0.497349,0.16,0.0014,0.0003,1.0
weakened_capacity,179,1.944903,1.944903,0.03,0.0,0.513774,0.486226,0.16,0.0014,0.0003,1.0
weakened_capacity,180,1.861681,1.861681,0.03,0.0,0.53458,0.46542,0.16,0.0014,0.0003,1.0
compound_stress,1,0.0,0.0,0.18,0.0,1.0,0.0,0.18,0.0012,0.0004,1.35
compound_stress,2,-0.003602,0.003602,0.1792,0.0,0.999099,0.000901,0.18,0.0012,0.0004,1.35
compound_stress,3,-0.007282,0.007282,0.178399,0.0,0.998179,0.001821,0.18,0.0012,0.0004,1.35
compound_stress,4,-0.008772,0.008772,0.177596,0.0,0.997807,0.002193,0.18,0.0012,0.0004,1.35
compound_stress,5,0.010329,0.010329,0.176792,0.0,0.997418,0.002582,0.18,0.0012,0.0004,1.35
compound_stress,6,0.005321,0.005321,0.175988,0.0,0.99867,0.00133,0.18,0.0012,0.0004,1.35
compound_stress,7,-0.033045,0.033045,0.175186,0.0,0.991739,0.008261,0.18,0.0012,0.0004,1.35
compound_stress,8,-0.018975,0.018975,0.174373,0.0,0.995256,0.004744,0.18,0.0012,0.0004,1.35
compound_stress,9,-0.022365,0.022365,0.173565,0.0,0.994409,0.005591,0.18,0.0012,0.0004,1.35
compound_stress,10,-0.023925,0.023925,0.172756,0.0,0.994019,0.005981,0.18,0.0012,0.0004,1.35
compound_stress,11,-0.016914,0.016914,0.171947,0.0,0.995771,0.004229,0.18,0.0012,0.0004,1.35
compound_stress,12,-0.008212,0.008212,0.17114,0.0,0.997947,0.002053,0.18,0.0012,0.0004,1.35
compound_stress,13,0.022276,0.022276,0.170337,0.0,0.994431,0.005569,0.18,0.0012,0.0004,1.35
compound_stress,14,0.034915,0.034915,0.169528,0.0,0.991271,0.008729,0.18,0.0012,0.0004,1.35
compound_stress,15,0.031787,0.031787,0.168714,0.0,0.992053,0.007947,0.18,0.0012,0.0004,1.35
compound_stress,16,0.007992,0.007992,0.167901,0.0,0.998002,0.001998,0.18,0.0012,0.0004,1.35
compound_stress,17,-0.01871,0.01871,0.167098,0.0,0.995323,0.004677,0.18,0.0012,0.0004,1.35
compound_stress,18,-0.00944,0.00944,0.16629,0.0,0.99764,0.00236,0.18,0.0012,0.0004,1.35
compound_stress,19,0.024899,0.024899,0.165486,0.0,0.993775,0.006225,0.18,0.0012,0.0004,1.35
compound_stress,20,0.02184,0.02184,0.164676,0.0,0.99454,0.00546,0.18,0.0012,0.0004,1.35
compound_stress,21,0.015603,0.015603,0.163868,0.0,0.996099,0.003901,0.18,0.0012,0.0004,1.35
compound_stress,22,0.026353,0.026353,0.163062,0.0,0.993412,0.006588,0.18,0.0012,0.0004,1.35
compound_stress,23,-0.014261,0.014261,0.162251,0.0,0.996435,0.003565,0.18,0.0012,0.0004,1.35
compound_stress,24,-0.019766,0.019766,0.161445,0.0,0.995059,0.004941,0.18,0.0012,0.0004,1.35
compound_stress,25,2.020669,2.020669,0.160637,2.025,0.494833,0.505167,0.18,0.0012,0.0004,1.35
compound_stress,26,1.720334,1.720334,0.159437,0.0,0.569917,0.430083,0.18,0.0012,0.0004,1.35
compound_stress,27,1.442097,1.442097,0.158237,0.0,0.639476,0.360524,0.18,0.0012,0.0004,1.35
compound_stress,28,1.225049,1.225049,0.157037,0.0,0.693738,0.306262,0.18,0.0012,0.0004,1.35
compound_stress,29,1.040346,1.040346,0.155837,0.0,0.739914,0.260086,0.18,0.0012,0.0004,1.35
compound_stress,30,0.899028,0.899028,0.154637,0.0,0.775243,0.224757,0.18,0.0012,0.0004,1.35
compound_stress,31,0.733216,0.733216,0.153478,0.0,0.816696,0.183304,0.18,0.0012,0.0004,1.35
compound_stress,32,0.635692,0.635692,0.152384,0.0,0.841077,0.158923,0.18,0.0012,0.0004,1.35
compound_stress,33,0.501629,0.501629,0.15133,0.0,0.874593,0.125407,0.18,0.0012,0.0004,1.35
compound_stress,34,0.360721,0.360721,0.15033,0.0,0.90982,0.09018,0.18,0.0012,0.0004,1.35
compound_stress,35,0.291662,0.291662,0.149385,0.0,0.927084,0.072916,0.18,0.0012,0.0004,1.35
compound_stress,36,0.225464,0.225464,0.148469,0.0,0.943634,0.056366,0.18,0.0012,0.0004,1.35
compound_stress,37,0.214091,0.214091,0.147578,0.0,0.946477,0.053523,0.18,0.0012,0.0004,1.35
compound_stress,38,0.199292,0.199292,0.146693,0.0,0.950177,0.049823,0.18,0.0012,0.0004,1.35
compound_stress,39,0.139756,0.139756,0.145813,0.0,0.965061,0.034939,0.18,0.0012,0.0004,1.35
compound_stress,40,0.140681,0.140681,0.144957,0.0,0.96483,0.03517,0.18,0.0012,0.0004,1.35
compound_stress,41,0.095354,0.095354,0.144101,0.0,0.976162,0.023838,0.18,0.0012,0.0004,1.35
compound_stress,42,0.079537,0.079537,0.143263,0.0,0.980116,0.019884,0.18,0.0012,0.0004,1.35
compound_stress,43,0.060861,0.060861,0.142431,0.0,0.984785,0.015215,0.18,0.0012,0.0004,1.35
compound_stress,44,0.055103,0.055103,0.141607,0.0,0.986224,0.013776,0.18,0.0012,0.0004,1.35
compound_stress,45,0.067811,0.067811,0.140785,0.0,0.983047,0.016953,0.18,0.0012,0.0004,1.35
compound_stress,46,0.074281,0.074281,0.139957,0.0,0.98143,0.01857,0.18,0.0012,0.0004,1.35
compound_stress,47,0.072694,0.072694,0.139128,0.0,0.981827,0.018173,0.18,0.0012,0.0004,1.35
compound_stress,48,0.078889,0.078889,0.138299,0.0,0.980278,0.019722,0.18,0.0012,0.0004,1.35
compound_stress,49,0.080007,0.080007,0.137467,0.0,0.979998,0.020002,0.18,0.0012,0.0004,1.35
compound_stress,50,0.0534,0.0534,0.136635,0.0,0.98665,0.01335,0.18,0.0012,0.0004,1.35
compound_stress,51,0.028214,0.028214,0.135814,0.0,0.992947,0.007053,0.18,0.0012,0.0004,1.35
compound_stress,52,0.012655,0.012655,0.135002,0.0,0.996836,0.003164,0.18,0.0012,0.0004,1.35
compound_stress,53,0.02344,0.02344,0.134197,0.0,0.99414,0.00586,0.18,0.0012,0.0004,1.35
compound_stress,54,0.014061,0.014061,0.133388,0.0,0.996485,0.003515,0.18,0.0012,0.0004,1.35
compound_stress,55,2.36559,2.36559,0.132582,2.295,0.408602,0.591398,0.18,0.0012,0.0004,1.35
compound_stress,56,2.034311,2.034311,0.131382,0.0,0.491422,0.508578,0.18,0.0012,0.0004,1.35
compound_stress,57,1.742008,1.742008,0.130182,0.0,0.564498,0.435502,0.18,0.0012,0.0004,1.35
compound_stress,58,1.536532,1.536532,0.128982,0.0,0.615867,0.384133,0.18,0.0012,0.0004,1.35
compound_stress,59,1.375736,1.375736,0.127782,0.0,0.656066,0.343934,0.18,0.0012,0.0004,1.35
compound_stress,60,1.214235,1.214235,0.126582,0.0,0.696441,0.303559,0.18,0.0012,0.0004,1.35
compound_stress,61,1.082886,1.082886,0.125382,0.0,0.729278,0.270722,0.18,0.0012,0.0004,1.35
compound_stress,62,0.98407,0.98407,0.124182,0.0,0.753983,0.246017,0.18,0.0012,0.0004,1.35
compound_stress,63,0.860689,0.860689,0.122989,0.0,0.784828,0.215172,0.18,0.0012,0.0004,1.35
compound_stress,64,0.720245,0.720245,0.121844,0.0,0.819939,0.180061,0.18,0.0012,0.0004,1.35
compound_stress,65,0.619969,0.619969,0.120756,0.0,0.845008,0.154992,0.18,0.0012,0.0004,1.35
compound_stress,66,0.569576,0.569576,0.119708,0.0,0.857606,0.142394,0.18,0.0012,0.0004,1.35
compound_stress,67,0.465887,0.465887,0.118681,0.0,0.883528,0.116472,0.18,0.0012,0.0004,1.35
compound_stress,68,0.411893,0.411893,0.117694,0.0,0.897027,0.102973,0.18,0.0012,0.0004,1.35
compound_stress,69,0.370144,0.370144,0.116729,0.0,0.907464,0.092536,0.18,0.0012,0.0004,1.35
compound_stress,70,0.319398,0.319398,0.115781,0.0,0.92015,0.07985,0.18,0.0012,0.0004,1.35
compound_stress,71,0.300805,0.300805,0.114854,0.0,0.924799,0.075201,0.18,0.0012,0.0004,1.35
compound_stress,72,0.281053,0.281053,0.113933,0.0,0.929737,0.070263,0.18,0.0012,0.0004,1.35
compound_stress,73,0.307323,0.307323,0.113021,0.0,0.923169,0.076831,0.18,0.0012,0.0004,1.35
compound_stress,74,0.288372,0.288372,0.112098,0.0,0.927907,0.072093,0.18,0.0012,0.0004,1.35
compound_stress,75,0.241075,0.241075,0.111183,0.0,0.939731,0.060269,0.18,0.0012,0.0004,1.35
compound_stress,76,0.200443,0.200443,0.110286,0.0,0.949889,0.050111,0.18,0.0012,0.0004,1.35
compound_stress,77,0.157724,0.157724,0.109406,0.0,0.960569,0.039431,0.18,0.0012,0.0004,1.35
compound_stress,78,0.164411,0.164411,0.108543,0.0,0.958897,0.041103,0.18,0.0012,0.0004,1.35
compound_stress,79,0.132537,0.132537,0.107677,0.0,0.966866,0.033134,0.18,0.0012,0.0004,1.35
compound_stress,80,0.116622,0.116622,0.106824,0.0,0.970845,0.029155,0.18,0.0012,0.0004,1.35
compound_stress,81,0.122995,0.122995,0.105977,0.0,0.969251,0.030749,0.18,0.0012,0.0004,1.35
compound_stress,82,0.091978,0.091978,0.105128,0.0,0.977005,0.022995,0.18,0.0012,0.0004,1.35
compound_stress,83,0.075044,0.075044,0.104291,0.0,0.981239,0.018761,0.18,0.0012,0.0004,1.35
compound_stress,84,0.021248,0.021248,0.103461,0.0,0.994688,0.005312,0.18,0.0012,0.0004,1.35
compound_stress,85,-0.007995,0.007995,0.102653,0.0,0.998001,0.001999,0.18,0.0012,0.0004,1.35
compound_stress,86,-0.021374,0.021374,0.10185,0.0,0.994656,0.005344,0.18,0.0012,0.0004,1.35
compound_stress,87,-0.008821,0.008821,0.101041,0.0,0.997795,0.002205,0.18,0.0012,0.0004,1.35
compound_stress,88,0.021901,0.021901,0.100238,0.0,0.994525,0.005475,0.18,0.0012,0.0004,1.35
compound_stress,89,0.019262,0.019262,0.099429,0.0,0.995185,0.004815,0.18,0.0012,0.0004,1.35
compound_stress,90,2.723896,2.723896,0.098621,2.7,0.319026,0.680974,0.18,0.0012,0.0004,1.35
compound_stress,91,2.46273,2.46273,0.097421,0.0,0.384317,0.615683,0.18,0.0012,0.0004,1.35
compound_stress,92,2.252882,2.252882,0.096221,0.0,0.43678,0.56322,0.18,0.0012,0.0004,1.35
compound_stress,93,2.061144,2.061144,0.095021,0.0,0.484714,0.515286,0.18,0.0012,0.0004,1.35
compound_stress,94,1.874607,1.874607,0.093821,0.0,0.531348,0.468652,0.18,0.0012,0.0004,1.35
compound_stress,95,1.675705,1.675705,0.092621,0.0,0.581074,0.418926,0.18,0.0012,0.0004,1.35
compound_stress,96,1.545095,1.545095,0.091421,0.0,0.613726,0.386274,0.18,0.0012,0.0004,1.35
compound_stress,97,1.415221,1.415221,0.090221,0.0,0.646195,0.353805,0.18,0.0012,0.0004,1.35
compound_stress,98,1.31991,1.31991,0.089021,0.0,0.670023,0.329977,0.18,0.0012,0.0004,1.35
compound_stress,99,1.203246,1.203246,0.087821,0.0,0.699188,0.300812,0.18,0.0012,0.0004,1.35
compound_stress,100,1.147847,1.147847,0.086621,0.0,0.713038,0.286962,0.18,0.0012,0.0004,1.35
compound_stress,101,1.040825,1.040825,0.085421,0.0,0.739794,0.260206,0.18,0.0012,0.0004,1.35
compound_stress,102,0.992992,0.992992,0.084221,0.0,0.751752,0.248248,0.18,0.0012,0.0004,1.35
compound_stress,103,0.913427,0.913427,0.083024,0.0,0.771643,0.228357,0.18,0.0012,0.0004,1.35
compound_stress,104,0.825749,0.825749,0.081859,0.0,0.793563,0.206437,0.18,0.0012,0.0004,1.35
compound_stress,105,0.730876,0.730876,0.080728,0.0,0.817281,0.182719,0.18,0.0012,0.0004,1.35
compound_stress,106,0.668896,0.668896,0.079636,0.0,0.832776,0.167224,0.18,0.0012,0.0004,1.35
compound_stress,107,0.651925,0.651925,0.078568,0.0,0.837019,0.162981,0.18,0.0012,0.0004,1.35
compound_stress,108,0.621805,0.621805,0.077508,0.0,0.844549,0.155451,0.18,0.0012,0.0004,1.35
compound_stress,109,0.591485,0.591485,0.076459,0.0,0.852129,0.147871,0.18,0.0012,0.0004,1.35
compound_stress,110,0.487477,0.487477,0.075422,0.0,0.878131,0.121869,0.18,0.0012,0.0004,1.35
compound_stress,111,0.468969,0.468969,0.074427,0.0,0.882758,0.117242,0.18,0.0012,0.0004,1.35
compound_stress,112,0.448425,0.448425,0.07344,0.0,0.887894,0.112106,0.18,0.0012,0.0004,1.35
compound_stress,113,0.402184,0.402184,0.07246,0.0,0.899454,0.100546,0.18,0.0012,0.0004,1.35
compound_stress,114,0.357743,0.357743,0.0715,0.0,0.910564,0.089436,0.18,0.0012,0.0004,1.35
compound_stress,115,0.332444,0.332444,0.070556,0.0,0.916889,0.083111,0.18,0.0012,0.0004,1.35
compound_stress,116,0.35242,0.35242,0.069623,0.0,0.911895,0.088105,0.18,0.0012,0.0004,1.35
compound_stress,117,0.301838,0.301838,0.068682,0.0,0.924541,0.075459,0.18,0.0012,0.0004,1.35
compound_stress,118,0.270689,0.270689,0.067762,0.0,0.932328,0.067672,0.18,0.0012,0.0004,1.35
compound_stress,119,0.286637,0.286637,0.066853,0.0,0.928341,0.071659,0.18,0.0012,0.0004,1.35
compound_stress,120,0.256583,0.256583,0.065939,0.0,0.935854,0.064146,0.18,0.0012,0.0004,1.35
compound_stress,121,0.23079,0.23079,0.065036,0.0,0.942303,0.057697,0.18,0.0012,0.0004,1.35
compound_stress,122,0.21843,0.21843,0.064144,0.0,0.945392,0.054608,0.18,0.0012,0.0004,1.35
compound_stress,123,0.173581,0.173581,0.063256,0.0,0.956605,0.043395,0.18,0.0012,0.0004,1.35
compound_stress,124,0.16825,0.16825,0.062387,0.0,0.957937,0.042063,0.18,0.0012,0.0004,1.35
compound_stress,125,3.097659,3.097659,0.06152,2.97,0.225585,0.774415,0.18,0.0012,0.0004,1.35
compound_stress,126,2.932939,2.932939,0.06032,0.0,0.266765,0.733235,0.18,0.0012,0.0004,1.35
compound_stress,127,2.759624,2.759624,0.05912,0.0,0.310094,0.689906,0.18,0.0012,0.0004,1.35
compound_stress,128,2.656873,2.656873,0.05792,0.0,0.335782,0.664218,0.18,0.0012,0.0004,1.35
compound_stress,129,2.513197,2.513197,0.05672,0.0,0.371701,0.628299,0.18,0.0012,0.0004,1.35
