scenario,path,step,control_parameter,system_state,jump_size,transition_flag,rolling_variance_20,rolling_autocorrelation_20,dt,transition_jump_threshold
slow_forcing,backward_forcing,496,-1.180762,-1.359845,0.001082,0,4.7e-05,0.999995,0.035,0.12
slow_forcing,backward_forcing,497,-1.185571,-1.360924,0.001079,0,4.6e-05,0.999996,0.035,0.12
slow_forcing,backward_forcing,498,-1.190381,-1.361999,0.001075,0,4.5e-05,0.999997,0.035,0.12
slow_forcing,backward_forcing,499,-1.19519,-1.363071,0.001072,0,4.4e-05,0.999998,0.035,0.12
slow_forcing,backward_forcing,500,-1.2,-1.36414,0.001069,0,4.4e-05,0.999998,0.035,0.12
fast_forcing,forward_forcing,1,-1.2,-1.0,0.0,0,,,0.075,0.22
fast_forcing,forward_forcing,2,-1.183893,-1.088792,0.088792,0,,,0.075,0.22
fast_forcing,forward_forcing,3,-1.167785,-1.161231,0.072439,0,,,0.075,0.22
fast_forcing,forward_forcing,4,-1.151678,-1.217259,0.056028,0,,,0.075,0.22
fast_forcing,forward_forcing,5,-1.13557,-1.258448,0.04119,0,,,0.075,0.22
fast_forcing,forward_forcing,6,-1.119463,-1.287317,0.028869,0,,,0.075,0.22
fast_forcing,forward_forcing,7,-1.103356,-1.306618,0.019301,0,,,0.075,0.22
fast_forcing,forward_forcing,8,-1.087248,-1.318854,0.012236,0,,,0.075,0.22
fast_forcing,forward_forcing,9,-1.071141,-1.326055,0.007201,0,,,0.075,0.22
fast_forcing,forward_forcing,10,-1.055034,-1.329754,0.003699,0,,,0.075,0.22
fast_forcing,forward_forcing,11,-1.038926,-1.331055,0.001301,0,,,0.075,0.22
fast_forcing,forward_forcing,12,-1.022819,-1.330728,0.000328,0,,,0.075,0.22
fast_forcing,forward_forcing,13,-1.006711,-1.329298,0.00143,0,,,0.075,0.22
fast_forcing,forward_forcing,14,-0.990604,-1.327122,0.002176,0,,,0.075,0.22
fast_forcing,forward_forcing,15,-0.974497,-1.324439,0.002683,0,,,0.075,0.22
fast_forcing,forward_forcing,16,-0.958389,-1.321407,0.003032,0,,,0.075,0.22
fast_forcing,forward_forcing,17,-0.942282,-1.318134,0.003273,0,,,0.075,0.22
fast_forcing,forward_forcing,18,-0.926174,-1.31469,0.003444,0,,,0.075,0.22
fast_forcing,forward_forcing,19,-0.910067,-1.311123,0.003567,0,,,0.075,0.22
fast_forcing,forward_forcing,20,-0.89396,-1.307463,0.003659,0,0.008307,0.99612,0.075,0.22
fast_forcing,forward_forcing,21,-0.877852,-1.303733,0.003731,0,0.004112,0.992504,0.075,0.22
fast_forcing,forward_forcing,22,-0.861745,-1.299945,0.003788,0,0.001854,0.980758,0.075,0.22
fast_forcing,forward_forcing,23,-0.845638,-1.29611,0.003835,0,0.000776,0.943109,0.075,0.22
fast_forcing,forward_forcing,24,-0.82953,-1.292233,0.003877,0,0.000341,0.876548,0.075,0.22
fast_forcing,forward_forcing,25,-0.813423,-1.288318,0.003915,0,0.000218,0.893779,0.075,0.22
fast_forcing,forward_forcing,26,-0.797315,-1.284368,0.00395,0,0.000226,0.959751,0.075,0.22
fast_forcing,forward_forcing,27,-0.781208,-1.280384,0.003984,0,0.000278,0.987815,0.075,0.22
fast_forcing,forward_forcing,28,-0.765101,-1.276367,0.004017,0,0.000337,0.996105,0.075,0.22
fast_forcing,forward_forcing,29,-0.748993,-1.272318,0.004049,0,0.000388,0.998638,0.075,0.22
fast_forcing,forward_forcing,30,-0.732886,-1.268237,0.004081,0,0.00043,0.999488,0.075,0.22
fast_forcing,forward_forcing,31,-0.716779,-1.264123,0.004114,0,0.000463,0.999798,0.075,0.22
fast_forcing,forward_forcing,32,-0.700671,-1.259977,0.004146,0,0.000488,0.999917,0.075,0.22
fast_forcing,forward_forcing,33,-0.684564,-1.255798,0.004179,0,0.000508,0.999965,0.075,0.22
fast_forcing,forward_forcing,34,-0.668456,-1.251585,0.004213,0,0.000525,0.999985,0.075,0.22
fast_forcing,forward_forcing,35,-0.652349,-1.247337,0.004247,0,0.000538,0.999994,0.075,0.22
fast_forcing,forward_forcing,36,-0.636242,-1.243056,0.004282,0,0.000551,0.999997,0.075,0.22
fast_forcing,forward_forcing,37,-0.620134,-1.238738,0.004317,0,0.000562,0.999999,0.075,0.22
fast_forcing,forward_forcing,38,-0.604027,-1.234385,0.004353,0,0.000573,1.0,0.075,0.22
fast_forcing,forward_forcing,39,-0.587919,-1.229995,0.00439,0,0.000583,1.0,0.075,0.22
fast_forcing,forward_forcing,40,-0.571812,-1.225567,0.004428,0,0.000593,1.0,0.075,0.22
fast_forcing,forward_forcing,41,-0.555705,-1.221101,0.004466,0,0.000603,1.0,0.075,0.22
fast_forcing,forward_forcing,42,-0.539597,-1.216596,0.004505,0,0.000613,1.0,0.075,0.22
fast_forcing,forward_forcing,43,-0.52349,-1.21205,0.004545,0,0.000623,1.0,0.075,0.22
fast_forcing,forward_forcing,44,-0.507383,-1.207464,0.004586,0,0.000633,1.0,0.075,0.22
fast_forcing,forward_forcing,45,-0.491275,-1.202836,0.004628,0,0.000644,1.0,0.075,0.22
fast_forcing,forward_forcing,46,-0.475168,-1.198165,0.004671,0,0.000655,1.0,0.075,0.22
fast_forcing,forward_forcing,47,-0.45906,-1.193451,0.004715,0,0.000666,1.0,0.075,0.22
fast_forcing,forward_forcing,48,-0.442953,-1.188691,0.004759,0,0.000677,1.0,0.075,0.22
fast_forcing,forward_forcing,49,-0.426846,-1.183886,0.004805,0,0.000689,1.0,0.075,0.22
fast_forcing,forward_forcing,50,-0.410738,-1.179034,0.004852,0,0.000701,1.0,0.075,0.22
fast_forcing,forward_forcing,51,-0.394631,-1.174134,0.0049,0,0.000713,1.0,0.075,0.22
fast_forcing,forward_forcing,52,-0.378523,-1.169185,0.004949,0,0.000726,1.0,0.075,0.22
fast_forcing,forward_forcing,53,-0.362416,-1.164185,0.005,0,0.000739,1.0,0.075,0.22
fast_forcing,forward_forcing,54,-0.346309,-1.159133,0.005052,0,0.000753,1.0,0.075,0.22
fast_forcing,forward_forcing,55,-0.330201,-1.154028,0.005105,0,0.000767,1.0,0.075,0.22
fast_forcing,forward_forcing,56,-0.314094,-1.148869,0.005159,0,0.000782,1.0,0.075,0.22
fast_forcing,forward_forcing,57,-0.297987,-1.143654,0.005215,0,0.000797,1.0,0.075,0.22
fast_forcing,forward_forcing,58,-0.281879,-1.138381,0.005273,0,0.000812,1.0,0.075,0.22
fast_forcing,forward_forcing,59,-0.265772,-1.133049,0.005332,0,0.000828,1.0,0.075,0.22
fast_forcing,forward_forcing,60,-0.249664,-1.127657,0.005392,0,0.000845,1.0,0.075,0.22
fast_forcing,forward_forcing,61,-0.233557,-1.122203,0.005455,0,0.000862,1.0,0.075,0.22
fast_forcing,forward_forcing,62,-0.21745,-1.116684,0.005519,0,0.00088,1.0,0.075,0.22
fast_forcing,forward_forcing,63,-0.201342,-1.1111,0.005585,0,0.000899,1.0,0.075,0.22
fast_forcing,forward_forcing,64,-0.185235,-1.105447,0.005652,0,0.000918,1.0,0.075,0.22
fast_forcing,forward_forcing,65,-0.169128,-1.099725,0.005722,0,0.000938,1.0,0.075,0.22
fast_forcing,forward_forcing,66,-0.15302,-1.093931,0.005794,0,0.000958,1.0,0.075,0.22
fast_forcing,forward_forcing,67,-0.136913,-1.088062,0.005868,0,0.00098,1.0,0.075,0.22
fast_forcing,forward_forcing,68,-0.120805,-1.082117,0.005945,0,0.001002,1.0,0.075,0.22
fast_forcing,forward_forcing,69,-0.104698,-1.076093,0.006024,0,0.001025,1.0,0.075,0.22
fast_forcing,forward_forcing,70,-0.088591,-1.069988,0.006106,0,0.001049,1.0,0.075,0.22
fast_forcing,forward_forcing,71,-0.072483,-1.063798,0.00619,0,0.001074,1.0,0.075,0.22
fast_forcing,forward_forcing,72,-0.056376,-1.057521,0.006277,0,0.0011,1.0,0.075,0.22
fast_forcing,forward_forcing,73,-0.040268,-1.051154,0.006367,0,0.001127,1.0,0.075,0.22
fast_forcing,forward_forcing,74,-0.024161,-1.044695,0.00646,0,0.001156,1.0,0.075,0.22
fast_forcing,forward_forcing,75,-0.008054,-1.038138,0.006556,0,0.001185,1.0,0.075,0.22
fast_forcing,forward_forcing,76,0.008054,-1.031482,0.006656,0,0.001216,1.0,0.075,0.22
fast_forcing,forward_forcing,77,0.024161,-1.024722,0.00676,0,0.001249,1.0,0.075,0.22
fast_forcing,forward_forcing,78,0.040268,-1.017855,0.006867,0,0.001282,1.0,0.075,0.22
fast_forcing,forward_forcing,79,0.056376,-1.010877,0.006979,0,0.001318,1.0,0.075,0.22
fast_forcing,forward_forcing,80,0.072483,-1.003782,0.007094,0,0.001355,1.0,0.075,0.22
fast_forcing,forward_forcing,81,0.088591,-0.996567,0.007215,0,0.001394,1.0,0.075,0.22
fast_forcing,forward_forcing,82,0.104698,-0.989227,0.00734,0,0.001435,1.0,0.075,0.22
fast_forcing,forward_forcing,83,0.120805,-0.981757,0.00747,0,0.001478,1.0,0.075,0.22
fast_forcing,forward_forcing,84,0.136913,-0.97415,0.007606,0,0.001523,1.0,0.075,0.22
fast_forcing,forward_forcing,85,0.15302,-0.966402,0.007748,0,0.00157,1.0,0.075,0.22
fast_forcing,forward_forcing,86,0.169128,-0.958506,0.007896,0,0.00162,1.0,0.075,0.22
fast_forcing,forward_forcing,87,0.185235,-0.950456,0.008051,0,0.001673,1.0,0.075,0.22
fast_forcing,forward_forcing,88,0.201342,-0.942243,0.008212,0,0.001729,1.0,0.075,0.22
fast_forcing,forward_forcing,89,0.21745,-0.933862,0.008381,0,0.001788,1.0,0.075,0.22
fast_forcing,forward_forcing,90,0.233557,-0.925303,0.008559,0,0.00185,1.0,0.075,0.22
fast_forcing,forward_forcing,91,0.249664,-0.916559,0.008744,0,0.001916,0.999999,0.075,0.22
fast_forcing,forward_forcing,92,0.265772,-0.907619,0.00894,0,0.001987,0.999999,0.075,0.22
fast_forcing,forward_forcing,93,0.281879,-0.898474,0.009145,0,0.002061,0.999999,0.075,0.22
fast_forcing,forward_forcing,94,0.297987,-0.889114,0.009361,0,0.00214,0.999999,0.075,0.22
fast_forcing,forward_forcing,95,0.314094,-0.879525,0.009588,0,0.002225,0.999999,0.075,0.22
fast_forcing,forward_forcing,96,0.330201,-0.869697,0.009828,0,0.002315,0.999999,0.075,0.22
fast_forcing,forward_forcing,97,0.346309,-0.859615,0.010082,0,0.002411,0.999999,0.075,0.22
fast_forcing,forward_forcing,98,0.362416,-0.849265,0.01035,0,0.002514,0.999999,0.075,0.22
fast_forcing,forward_forcing,99,0.378523,-0.83863,0.010634,0,0.002625,0.999999,0.075,0.22
fast_forcing,forward_forcing,100,0.394631,-0.827694,0.010936,0,0.002743,0.999999,0.075,0.22
fast_forcing,forward_forcing,101,0.410738,-0.816439,0.011256,0,0.002871,0.999999,0.075,0.22
fast_forcing,forward_forcing,102,0.426846,-0.804842,0.011597,0,0.003008,0.999999,0.075,0.22
fast_forcing,forward_forcing,103,0.442953,-0.792882,0.01196,0,0.003157,0.999999,0.075,0.22
fast_forcing,forward_forcing,104,0.45906,-0.780535,0.012347,0,0.003317,0.999998,0.075,0.22
fast_forcing,forward_forcing,105,0.475168,-0.767772,0.012762,0,0.003491,0.999998,0.075,0.22
fast_forcing,forward_forcing,106,0.491275,-0.754566,0.013206,0,0.003681,0.999998,0.075,0.22
fast_forcing,forward_forcing,107,0.507383,-0.740883,0.013683,0,0.003887,0.999998,0.075,0.22
fast_forcing,forward_forcing,108,0.52349,-0.726687,0.014196,0,0.004112,0.999998,0.075,0.22
fast_forcing,forward_forcing,109,0.539597,-0.711937,0.014749,0,0.004358,0.999997,0.075,0.22
fast_forcing,forward_forcing,110,0.555705,-0.696591,0.015346,0,0.004629,0.999997,0.075,0.22
fast_forcing,forward_forcing,111,0.571812,-0.680599,0.015993,0,0.004927,0.999997,0.075,0.22
fast_forcing,forward_forcing,112,0.587919,-0.663905,0.016694,0,0.005255,0.999996,0.075,0.22
fast_forcing,forward_forcing,113,0.604027,-0.646449,0.017456,0,0.005619,0.999996,0.075,0.22
fast_forcing,forward_forcing,114,0.620134,-0.628161,0.018288,0,0.006024,0.999995,0.075,0.22
fast_forcing,forward_forcing,115,0.636242,-0.608965,0.019196,0,0.006474,0.999995,0.075,0.22
fast_forcing,forward_forcing,116,0.652349,-0.588774,0.020191,0,0.006979,0.999994,0.075,0.22
fast_forcing,forward_forcing,117,0.668456,-0.567491,0.021284,0,0.007544,0.999993,0.075,0.22
fast_forcing,forward_forcing,118,0.684564,-0.545003,0.022487,0,0.008182,0.999993,0.075,0.22
fast_forcing,forward_forcing,119,0.700671,-0.521187,0.023816,0,0.008904,0.999992,0.075,0.22
fast_forcing,forward_forcing,120,0.716779,-0.4959,0.025287,0,0.009724,0.999991,0.075,0.22
fast_forcing,forward_forcing,121,0.732886,-0.468979,0.02692,0,0.010659,0.99999,0.075,0.22
fast_forcing,forward_forcing,122,0.748993,-0.440242,0.028737,0,0.011732,0.999989,0.075,0.22
fast_forcing,forward_forcing,123,0.765101,-0.409479,0.030764,0,0.012967,0.999987,0.075,0.22
fast_forcing,forward_forcing,124,0.781208,-0.376449,0.033029,0,0.014397,0.999986,0.075,0.22
fast_forcing,forward_forcing,125,0.797315,-0.340883,0.035566,0,0.01606,0.999985,0.075,0.22
fast_forcing,forward_forcing,126,0.813423,-0.302472,0.038411,0,0.018003,0.999983,0.075,0.22
fast_forcing,forward_forcing,127,0.82953,-0.260867,0.041605,0,0.020286,0.999982,0.075,0.22
fast_forcing,forward_forcing,128,0.845638,-0.215678,0.045189,0,0.02298,0.999981,0.075,0.22
fast_forcing,forward_forcing,129,0.861745,-0.166471,0.049207,0,0.026176,0.99998,0.075,0.22
fast_forcing,forward_forcing,130,0.877852,-0.112771,0.0537,0,0.029983,0.999979,0.075,0.22
fast_forcing,forward_forcing,131,0.89396,-0.054074,0.058697,0,0.034536,0.999979,0.075,0.22
fast_forcing,forward_forcing,132,0.910067,0.010137,0.064211,0,0.039998,0.99998,0.075,0.22
fast_forcing,forward_forcing,133,0.926174,0.08036,0.070223,0,0.046561,0.999981,0.075,0.22
fast_forcing,forward_forcing,134,0.942282,0.15702,0.076659,0,0.054452,0.999984,0.075,0.22
fast_forcing,forward_forcing,135,0.958389,0.240385,0.083365,0,0.063919,0.999988,0.075,0.22
fast_forcing,forward_forcing,136,0.974497,0.330459,0.090074,0,0.075221,0.999992,0.075,0.22
fast_forcing,forward_forcing,137,0.990604,0.426832,0.096373,0,0.088596,0.999995,0.075,0.22
fast_forcing,forward_forcing,138,1.006711,0.528516,0.101684,0,0.104211,0.999994,0.075,0.22
fast_forcing,forward_forcing,139,1.022819,0.633794,0.105278,0,0.122085,0.999984,0.075,0.22
fast_forcing,forward_forcing,140,1.038926,0.740153,0.10636,0,0.142,0.999959,0.075,0.22
fast_forcing,forward_forcing,141,1.055034,0.844382,0.104228,0,0.163415,0.999911,0.075,0.22
fast_forcing,forward_forcing,142,1.071141,0.942894,0.098512,0,0.185416,0.999833,0.075,0.22
fast_forcing,forward_forcing,143,1.087248,1.032284,0.08939,0,0.20675,0.999722,0.075,0.22
fast_forcing,forward_forcing,144,1.103356,1.109956,0.077672,0,0.22595,0.999579,0.075,0.22
fast_forcing,forward_forcing,145,1.119463,1.174602,0.064646,0,0.241548,0.999412,0.075,0.22
fast_forcing,forward_forcing,146,1.13557,1.226321,0.051719,0,0.252287,0.999236,0.075,0.22
fast_forcing,forward_forcing,147,1.151678,1.266355,0.040033,0,0.257294,0.999063,0.075,0.22
fast_forcing,forward_forcing,148,1.167785,1.296605,0.030251,0,0.256162,0.998906,0.075,0.22
fast_forcing,forward_forcing,149,1.183893,1.319155,0.02255,0,0.248939,0.998771,0.075,0.22
fast_forcing,forward_forcing,150,1.2,1.335925,0.01677,0,0.236082,0.998664,0.075,0.22
fast_forcing,backward_forcing,1,1.2,1.335925,0.0,0,,,0.075,0.22
fast_forcing,backward_forcing,2,1.183893,1.346095,0.01017,0,,,0.075,0.22
fast_forcing,backward_forcing,3,1.167785,1.351704,0.00561,0,,,0.075,0.22
fast_forcing,backward_forcing,4,1.151678,1.35423,0.002526,0,,,0.075,0.22
fast_forcing,backward_forcing,5,1.13557,1.354697,0.000467,0,,,0.075,0.22
fast_forcing,backward_forcing,6,1.119463,1.353798,0.000899,0,,,0.075,0.22
fast_forcing,backward_forcing,7,1.103356,1.351995,0.001803,0,,,0.075,0.22
fast_forcing,backward_forcing,8,1.087248,1.349591,0.002404,0,,,0.075,0.22
fast_forcing,backward_forcing,9,1.071141,1.346785,0.002805,0,,,0.075,0.22
fast_forcing,backward_forcing,10,1.055034,1.343709,0.003077,0,,,0.075,0.22
fast_forcing,backward_forcing,11,1.038926,1.340446,0.003263,0,,,0.075,0.22
fast_forcing,backward_forcing,12,1.022819,1.337053,0.003393,0,,,0.075,0.22
fast_forcing,backward_forcing,13,1.006711,1.333565,0.003487,0,,,0.075,0.22
fast_forcing,backward_forcing,14,0.990604,1.330007,0.003558,0,,,0.075,0.22
fast_forcing,backward_forcing,15,0.974497,1.326395,0.003613,0,,,0.075,0.22
fast_forcing,backward_forcing,16,0.958389,1.322737,0.003658,0,,,0.075,0.22
fast_forcing,backward_forcing,17,0.942282,1.31904,0.003696,0,,,0.075,0.22
fast_forcing,backward_forcing,18,0.926174,1.31531,0.003731,0,,,0.075,0.22
fast_forcing,backward_forcing,19,0.910067,1.311548,0.003762,0,,,0.075,0.22
fast_forcing,backward_forcing,20,0.89396,1.307756,0.003792,0,0.000231,0.973599,0.075,0.22
fast_forcing,backward_forcing,21,0.877852,1.303935,0.003821,0,0.000285,0.992221,0.075,0.22
fast_forcing,backward_forcing,22,0.861745,1.300085,0.00385,0,0.000337,0.997507,0.075,0.22
fast_forcing,backward_forcing,23,0.845638,1.296207,0.003878,0,0.00038,0.999129,0.075,0.22
fast_forcing,backward_forcing,24,0.82953,1.2923,0.003907,0,0.000414,0.999676,0.075,0.22
fast_forcing,backward_forcing,25,0.813423,1.288365,0.003935,0,0.000439,0.999874,0.075,0.22
fast_forcing,backward_forcing,26,0.797315,1.284401,0.003964,0,0.000459,0.99995,0.075,0.22
fast_forcing,backward_forcing,27,0.781208,1.280407,0.003994,0,0.000475,0.99998,0.075,0.22
fast_forcing,backward_forcing,28,0.765101,1.276384,0.004023,0,0.000487,0.999992,0.075,0.22
fast_forcing,backward_forcing,29,0.748993,1.27233,0.004054,0,0.000498,0.999997,0.075,0.22
fast_forcing,backward_forcing,30,0.732886,1.268245,0.004085,0,0.000508,0.999999,0.075,0.22
fast_forcing,backward_forcing,31,0.716779,1.264129,0.004116,0,0.000517,0.999999,0.075,0.22
fast_forcing,backward_forcing,32,0.700671,1.259981,0.004148,0,0.000526,1.0,0.075,0.22
fast_forcing,backward_forcing,33,0.684564,1.255801,0.004181,0,0.000534,1.0,0.075,0.22
fast_forcing,backward_forcing,34,0.668456,1.251587,0.004214,0,0.000543,1.0,0.075,0.22
fast_forcing,backward_forcing,35,0.652349,1.247339,0.004248,0,0.000551,1.0,0.075,0.22
fast_forcing,backward_forcing,36,0.636242,1.243057,0.004282,0,0.000559,1.0,0.075,0.22
fast_forcing,backward_forcing,37,0.620134,1.238739,0.004318,0,0.000568,1.0,0.075,0.22
fast_forcing,backward_forcing,38,0.604027,1.234386,0.004354,0,0.000577,1.0,0.075,0.22
fast_forcing,backward_forcing,39,0.587919,1.229995,0.00439,0,0.000586,1.0,0.075,0.22
fast_forcing,backward_forcing,40,0.571812,1.225567,0.004428,0,0.000595,1.0,0.075,0.22
fast_forcing,backward_forcing,41,0.555705,1.221101,0.004466,0,0.000604,1.0,0.075,0.22
fast_forcing,backward_forcing,42,0.539597,1.216596,0.004505,0,0.000614,1.0,0.075,0.22
fast_forcing,backward_forcing,43,0.52349,1.212051,0.004545,0,0.000624,1.0,0.075,0.22
fast_forcing,backward_forcing,44,0.507383,1.207464,0.004586,0,0.000634,1.0,0.075,0.22
fast_forcing,backward_forcing,45,0.491275,1.202836,0.004628,0,0.000644,1.0,0.075,0.22
fast_forcing,backward_forcing,46,0.475168,1.198165,0.004671,0,0.000655,1.0,0.075,0.22
fast_forcing,backward_forcing,47,0.45906,1.193451,0.004715,0,0.000666,1.0,0.075,0.22
fast_forcing,backward_forcing,48,0.442953,1.188692,0.004759,0,0.000677,1.0,0.075,0.22
fast_forcing,backward_forcing,49,0.426846,1.183886,0.004805,0,0.000689,1.0,0.075,0.22
fast_forcing,backward_forcing,50,0.410738,1.179034,0.004852,0,0.000701,1.0,0.075,0.22
fast_forcing,backward_forcing,51,0.394631,1.174134,0.0049,0,0.000713,1.0,0.075,0.22
fast_forcing,backward_forcing,52,0.378523,1.169185,0.004949,0,0.000726,1.0,0.075,0.22
fast_forcing,backward_forcing,53,0.362416,1.164185,0.005,0,0.00074,1.0,0.075,0.22
fast_forcing,backward_forcing,54,0.346309,1.159133,0.005052,0,0.000753,1.0,0.075,0.22
fast_forcing,backward_forcing,55,0.330201,1.154028,0.005105,0,0.000767,1.0,0.075,0.22
fast_forcing,backward_forcing,56,0.314094,1.148869,0.005159,0,0.000782,1.0,0.075,0.22
fast_forcing,backward_forcing,57,0.297987,1.143654,0.005215,0,0.000797,1.0,0.075,0.22
fast_forcing,backward_forcing,58,0.281879,1.138381,0.005273,0,0.000812,1.0,0.075,0.22
fast_forcing,backward_forcing,59,0.265772,1.133049,0.005332,0,0.000828,1.0,0.075,0.22
fast_forcing,backward_forcing,60,0.249664,1.127657,0.005392,0,0.000845,1.0,0.075,0.22
fast_forcing,backward_forcing,61,0.233557,1.122203,0.005455,0,0.000862,1.0,0.075,0.22
fast_forcing,backward_forcing,62,0.21745,1.116684,0.005519,0,0.00088,1.0,0.075,0.22
fast_forcing,backward_forcing,63,0.201342,1.1111,0.005585,0,0.000899,1.0,0.075,0.22
fast_forcing,backward_forcing,64,0.185235,1.105447,0.005652,0,0.000918,1.0,0.075,0.22
fast_forcing,backward_forcing,65,0.169128,1.099725,0.005722,0,0.000938,1.0,0.075,0.22
fast_forcing,backward_forcing,66,0.15302,1.093931,0.005794,0,0.000958,1.0,0.075,0.22
fast_forcing,backward_forcing,67,0.136913,1.088062,0.005868,0,0.00098,1.0,0.075,0.22
fast_forcing,backward_forcing,68,0.120805,1.082117,0.005945,0,0.001002,1.0,0.075,0.22
fast_forcing,backward_forcing,69,0.104698,1.076093,0.006024,0,0.001025,1.0,0.075,0.22
fast_forcing,backward_forcing,70,0.088591,1.069988,0.006106,0,0.001049,1.0,0.075,0.22
fast_forcing,backward_forcing,71,0.072483,1.063798,0.00619,0,0.001074,1.0,0.075,0.22
fast_forcing,backward_forcing,72,0.056376,1.057521,0.006277,0,0.0011,1.0,0.075,0.22
fast_forcing,backward_forcing,73,0.040268,1.051154,0.006367,0,0.001127,1.0,0.075,0.22
fast_forcing,backward_forcing,74,0.024161,1.044695,0.00646,0,0.001156,1.0,0.075,0.22
fast_forcing,backward_forcing,75,0.008054,1.038138,0.006556,0,0.001185,1.0,0.075,0.22
fast_forcing,backward_forcing,76,-0.008054,1.031482,0.006656,0,0.001216,1.0,0.075,0.22
fast_forcing,backward_forcing,77,-0.024161,1.024722,0.00676,0,0.001249,1.0,0.075,0.22
fast_forcing,backward_forcing,78,-0.040268,1.017855,0.006867,0,0.001282,1.0,0.075,0.22
fast_forcing,backward_forcing,79,-0.056376,1.010877,0.006979,0,0.001318,1.0,0.075,0.22
fast_forcing,backward_forcing,80,-0.072483,1.003782,0.007094,0,0.001355,1.0,0.075,0.22
fast_forcing,backward_forcing,81,-0.088591,0.996567,0.007215,0,0.001394,1.0,0.075,0.22
fast_forcing,backward_forcing,82,-0.104698,0.989227,0.00734,0,0.001435,1.0,0.075,0.22
fast_forcing,backward_forcing,83,-0.120805,0.981757,0.00747,0,0.001478,1.0,0.075,0.22
fast_forcing,backward_forcing,84,-0.136913,0.97415,0.007606,0,0.001523,1.0,0.075,0.22
fast_forcing,backward_forcing,85,-0.15302,0.966402,0.007748,0,0.00157,1.0,0.075,0.22
fast_forcing,backward_forcing,86,-0.169128,0.958506,0.007896,0,0.00162,1.0,0.075,0.22
fast_forcing,backward_forcing,87,-0.185235,0.950456,0.008051,0,0.001673,1.0,0.075,0.22
fast_forcing,backward_forcing,88,-0.201342,0.942243,0.008212,0,0.001729,1.0,0.075,0.22
fast_forcing,backward_forcing,89,-0.21745,0.933862,0.008381,0,0.001788,1.0,0.075,0.22
fast_forcing,backward_forcing,90,-0.233557,0.925303,0.008559,0,0.00185,1.0,0.075,0.22
fast_forcing,backward_forcing,91,-0.249664,0.916559,0.008744,0,0.001916,0.999999,0.075,0.22
fast_forcing,backward_forcing,92,-0.265772,0.907619,0.00894,0,0.001987,0.999999,0.075,0.22
fast_forcing,backward_forcing,93,-0.281879,0.898474,0.009145,0,0.002061,0.999999,0.075,0.22
fast_forcing,backward_forcing,94,-0.297987,0.889114,0.009361,0,0.00214,0.999999,0.075,0.22
fast_forcing,backward_forcing,95,-0.314094,0.879525,0.009588,0,0.002225,0.999999,0.075,0.22
fast_forcing,backward_forcing,96,-0.330201,0.869697,0.009828,0,0.002315,0.999999,0.075,0.22
fast_forcing,backward_forcing,97,-0.346309,0.859615,0.010082,0,0.002411,0.999999,0.075,0.22
fast_forcing,backward_forcing,98,-0.362416,0.849265,0.01035,0,0.002514,0.999999,0.075,0.22
fast_forcing,backward_forcing,99,-0.378523,0.83863,0.010634,0,0.002625,0.999999,0.075,0.22
fast_forcing,backward_forcing,100,-0.394631,0.827694,0.010936,0,0.002743,0.999999,0.075,0.22
fast_forcing,backward_forcing,101,-0.410738,0.816439,0.011256,0,0.002871,0.999999,0.075,0.22
fast_forcing,backward_forcing,102,-0.426846,0.804842,0.011597,0,0.003008,0.999999,0.075,0.22
fast_forcing,backward_forcing,103,-0.442953,0.792882,0.01196,0,0.003157,0.999999,0.075,0.22
fast_forcing,backward_forcing,104,-0.45906,0.780535,0.012347,0,0.003317,0.999998,0.075,0.22
fast_forcing,backward_forcing,105,-0.475168,0.767772,0.012762,0,0.003491,0.999998,0.075,0.22
fast_forcing,backward_forcing,106,-0.491275,0.754566,0.013206,0,0.003681,0.999998,0.075,0.22
fast_forcing,backward_forcing,107,-0.507383,0.740883,0.013683,0,0.003887,0.999998,0.075,0.22
fast_forcing,backward_forcing,108,-0.52349,0.726687,0.014196,0,0.004112,0.999998,0.075,0.22
fast_forcing,backward_forcing,109,-0.539597,0.711937,0.014749,0,0.004358,0.999997,0.075,0.22
fast_forcing,backward_forcing,110,-0.555705,0.696591,0.015346,0,0.004629,0.999997,0.075,0.22
fast_forcing,backward_forcing,111,-0.571812,0.680599,0.015993,0,0.004927,0.999997,0.075,0.22
fast_forcing,backward_forcing,112,-0.587919,0.663905,0.016694,0,0.005255,0.999996,0.075,0.22
fast_forcing,backward_forcing,113,-0.604027,0.646449,0.017456,0,0.005619,0.999996,0.075,0.22
fast_forcing,backward_forcing,114,-0.620134,0.628161,0.018288,0,0.006024,0.999995,0.075,0.22
fast_forcing,backward_forcing,115,-0.636242,0.608965,0.019196,0,0.006474,0.999995,0.075,0.22
fast_forcing,backward_forcing,116,-0.652349,0.588774,0.020191,0,0.006979,0.999994,0.075,0.22
fast_forcing,backward_forcing,117,-0.668456,0.567491,0.021284,0,0.007544,0.999993,0.075,0.22
fast_forcing,backward_forcing,118,-0.684564,0.545003,0.022487,0,0.008182,0.999993,0.075,0.22
fast_forcing,backward_forcing,119,-0.700671,0.521187,0.023816,0,0.008904,0.999992,0.075,0.22
fast_forcing,backward_forcing,120,-0.716779,0.4959,0.025287,0,0.009724,0.999991,0.075,0.22
fast_forcing,backward_forcing,121,-0.732886,0.468979,0.02692,0,0.010659,0.99999,0.075,0.22
