scenario,path,step,control_parameter,system_state,jump_size,transition_flag
baseline_hysteresis,backward_forcing,77,0.589967,1.228741,0.002214,0
baseline_hysteresis,backward_forcing,78,0.581940,1.226517,0.002224,0
baseline_hysteresis,backward_forcing,79,0.573913,1.224284,0.002234,0
baseline_hysteresis,backward_forcing,80,0.565886,1.222040,0.002244,0
baseline_hysteresis,backward_forcing,81,0.557860,1.219786,0.002254,0
baseline_hysteresis,backward_forcing,82,0.549833,1.217523,0.002264,0
baseline_hysteresis,backward_forcing,83,0.541806,1.215249,0.002274,0
baseline_hysteresis,backward_forcing,84,0.533779,1.212964,0.002284,0
baseline_hysteresis,backward_forcing,85,0.525753,1.210669,0.002295,0
baseline_hysteresis,backward_forcing,86,0.517726,1.208364,0.002305,0
baseline_hysteresis,backward_forcing,87,0.509699,1.206048,0.002316,0
baseline_hysteresis,backward_forcing,88,0.501672,1.203721,0.002327,0
baseline_hysteresis,backward_forcing,89,0.493645,1.201383,0.002338,0
baseline_hysteresis,backward_forcing,90,0.485619,1.199034,0.002349,0
baseline_hysteresis,backward_forcing,91,0.477592,1.196674,0.002360,0
baseline_hysteresis,backward_forcing,92,0.469565,1.194302,0.002372,0
baseline_hysteresis,backward_forcing,93,0.461538,1.191919,0.002383,0
baseline_hysteresis,backward_forcing,94,0.453512,1.189524,0.002395,0
baseline_hysteresis,backward_forcing,95,0.445485,1.187118,0.002407,0
baseline_hysteresis,backward_forcing,96,0.437458,1.184700,0.002418,0
baseline_hysteresis,backward_forcing,97,0.429431,1.182269,0.002431,0
baseline_hysteresis,backward_forcing,98,0.421405,1.179826,0.002443,0
baseline_hysteresis,backward_forcing,99,0.413378,1.177371,0.002455,0
baseline_hysteresis,backward_forcing,100,0.405351,1.174904,0.002468,0
baseline_hysteresis,backward_forcing,101,0.397324,1.172423,0.002480,0
baseline_hysteresis,backward_forcing,102,0.389298,1.169930,0.002493,0
baseline_hysteresis,backward_forcing,103,0.381271,1.167424,0.002506,0
baseline_hysteresis,backward_forcing,104,0.373244,1.164904,0.002519,0
baseline_hysteresis,backward_forcing,105,0.365217,1.162372,0.002533,0
baseline_hysteresis,backward_forcing,106,0.357191,1.159825,0.002546,0
baseline_hysteresis,backward_forcing,107,0.349164,1.157265,0.002560,0
baseline_hysteresis,backward_forcing,108,0.341137,1.154691,0.002574,0
baseline_hysteresis,backward_forcing,109,0.333110,1.152103,0.002588,0
baseline_hysteresis,backward_forcing,110,0.325084,1.149501,0.002602,0
baseline_hysteresis,backward_forcing,111,0.317057,1.146884,0.002617,0
baseline_hysteresis,backward_forcing,112,0.309030,1.144252,0.002632,0
baseline_hysteresis,backward_forcing,113,0.301003,1.141606,0.002646,0
baseline_hysteresis,backward_forcing,114,0.292977,1.138944,0.002662,0
baseline_hysteresis,backward_forcing,115,0.284950,1.136267,0.002677,0
baseline_hysteresis,backward_forcing,116,0.276923,1.133575,0.002692,0
baseline_hysteresis,backward_forcing,117,0.268896,1.130867,0.002708,0
baseline_hysteresis,backward_forcing,118,0.260870,1.128143,0.002724,0
baseline_hysteresis,backward_forcing,119,0.252843,1.125402,0.002740,0
baseline_hysteresis,backward_forcing,120,0.244816,1.122645,0.002757,0
baseline_hysteresis,backward_forcing,121,0.236789,1.119872,0.002774,0
baseline_hysteresis,backward_forcing,122,0.228763,1.117081,0.002791,0
baseline_hysteresis,backward_forcing,123,0.220736,1.114273,0.002808,0
baseline_hysteresis,backward_forcing,124,0.212709,1.111448,0.002825,0
baseline_hysteresis,backward_forcing,125,0.204682,1.108605,0.002843,0
baseline_hysteresis,backward_forcing,126,0.196656,1.105744,0.002861,0
baseline_hysteresis,backward_forcing,127,0.188629,1.102865,0.002879,0
baseline_hysteresis,backward_forcing,128,0.180602,1.099967,0.002898,0
baseline_hysteresis,backward_forcing,129,0.172575,1.097050,0.002917,0
baseline_hysteresis,backward_forcing,130,0.164548,1.094114,0.002936,0
baseline_hysteresis,backward_forcing,131,0.156522,1.091158,0.002956,0
baseline_hysteresis,backward_forcing,132,0.148495,1.088183,0.002975,0
baseline_hysteresis,backward_forcing,133,0.140468,1.085187,0.002996,0
baseline_hysteresis,backward_forcing,134,0.132441,1.082171,0.003016,0
baseline_hysteresis,backward_forcing,135,0.124415,1.079134,0.003037,0
baseline_hysteresis,backward_forcing,136,0.116388,1.076076,0.003058,0
baseline_hysteresis,backward_forcing,137,0.108361,1.072996,0.003080,0
baseline_hysteresis,backward_forcing,138,0.100334,1.069895,0.003102,0
baseline_hysteresis,backward_forcing,139,0.092308,1.066771,0.003124,0
baseline_hysteresis,backward_forcing,140,0.084281,1.063624,0.003147,0
baseline_hysteresis,backward_forcing,141,0.076254,1.060454,0.003170,0
baseline_hysteresis,backward_forcing,142,0.068227,1.057261,0.003193,0
baseline_hysteresis,backward_forcing,143,0.060201,1.054044,0.003217,0
baseline_hysteresis,backward_forcing,144,0.052174,1.050802,0.003242,0
baseline_hysteresis,backward_forcing,145,0.044147,1.047536,0.003267,0
baseline_hysteresis,backward_forcing,146,0.036120,1.044244,0.003292,0
baseline_hysteresis,backward_forcing,147,0.028094,1.040926,0.003318,0
baseline_hysteresis,backward_forcing,148,0.020067,1.037582,0.003344,0
baseline_hysteresis,backward_forcing,149,0.012040,1.034211,0.003371,0
baseline_hysteresis,backward_forcing,150,0.004013,1.030813,0.003398,0
baseline_hysteresis,backward_forcing,151,-0.004013,1.027387,0.003426,0
baseline_hysteresis,backward_forcing,152,-0.012040,1.023933,0.003454,0
baseline_hysteresis,backward_forcing,153,-0.020067,1.020450,0.003483,0
baseline_hysteresis,backward_forcing,154,-0.028094,1.016937,0.003513,0
baseline_hysteresis,backward_forcing,155,-0.036120,1.013394,0.003543,0
baseline_hysteresis,backward_forcing,156,-0.044147,1.009820,0.003574,0
baseline_hysteresis,backward_forcing,157,-0.052174,1.006215,0.003605,0
baseline_hysteresis,backward_forcing,158,-0.060201,1.002578,0.003637,0
baseline_hysteresis,backward_forcing,159,-0.068227,0.998908,0.003670,0
baseline_hysteresis,backward_forcing,160,-0.076254,0.995204,0.003704,0
baseline_hysteresis,backward_forcing,161,-0.084281,0.991466,0.003738,0
baseline_hysteresis,backward_forcing,162,-0.092308,0.987693,0.003773,0
baseline_hysteresis,backward_forcing,163,-0.100334,0.983884,0.003809,0
baseline_hysteresis,backward_forcing,164,-0.108361,0.980039,0.003845,0
baseline_hysteresis,backward_forcing,165,-0.116388,0.976157,0.003883,0
baseline_hysteresis,backward_forcing,166,-0.124415,0.972236,0.003921,0
baseline_hysteresis,backward_forcing,167,-0.132441,0.968275,0.003960,0
baseline_hysteresis,backward_forcing,168,-0.140468,0.964275,0.004000,0
baseline_hysteresis,backward_forcing,169,-0.148495,0.960234,0.004041,0
baseline_hysteresis,backward_forcing,170,-0.156522,0.956150,0.004084,0
baseline_hysteresis,backward_forcing,171,-0.164548,0.952023,0.004127,0
baseline_hysteresis,backward_forcing,172,-0.172575,0.947853,0.004171,0
baseline_hysteresis,backward_forcing,173,-0.180602,0.943636,0.004216,0
baseline_hysteresis,backward_forcing,174,-0.188629,0.939374,0.004263,0
baseline_hysteresis,backward_forcing,175,-0.196656,0.935063,0.004310,0
baseline_hysteresis,backward_forcing,176,-0.204682,0.930704,0.004359,0
baseline_hysteresis,backward_forcing,177,-0.212709,0.926295,0.004410,0
baseline_hysteresis,backward_forcing,178,-0.220736,0.921834,0.004461,0
baseline_hysteresis,backward_forcing,179,-0.228763,0.917319,0.004514,0
baseline_hysteresis,backward_forcing,180,-0.236789,0.912751,0.004569,0
baseline_hysteresis,backward_forcing,181,-0.244816,0.908126,0.004625,0
baseline_hysteresis,backward_forcing,182,-0.252843,0.903444,0.004682,0
baseline_hysteresis,backward_forcing,183,-0.260870,0.898703,0.004741,0
baseline_hysteresis,backward_forcing,184,-0.268896,0.893901,0.004802,0
baseline_hysteresis,backward_forcing,185,-0.276923,0.889036,0.004865,0
baseline_hysteresis,backward_forcing,186,-0.284950,0.884106,0.004930,0
baseline_hysteresis,backward_forcing,187,-0.292977,0.879110,0.004996,0
baseline_hysteresis,backward_forcing,188,-0.301003,0.874045,0.005065,0
baseline_hysteresis,backward_forcing,189,-0.309030,0.868909,0.005136,0
baseline_hysteresis,backward_forcing,190,-0.317057,0.863700,0.005209,0
baseline_hysteresis,backward_forcing,191,-0.325084,0.858416,0.005284,0
baseline_hysteresis,backward_forcing,192,-0.333110,0.853054,0.005362,0
baseline_hysteresis,backward_forcing,193,-0.341137,0.847611,0.005443,0
baseline_hysteresis,backward_forcing,194,-0.349164,0.842085,0.005526,0
baseline_hysteresis,backward_forcing,195,-0.357191,0.836474,0.005612,0
baseline_hysteresis,backward_forcing,196,-0.365217,0.830773,0.005701,0
baseline_hysteresis,backward_forcing,197,-0.373244,0.824980,0.005793,0
baseline_hysteresis,backward_forcing,198,-0.381271,0.819092,0.005888,0
baseline_hysteresis,backward_forcing,199,-0.389298,0.813105,0.005987,0
baseline_hysteresis,backward_forcing,200,-0.397324,0.807015,0.006090,0
baseline_hysteresis,backward_forcing,201,-0.405351,0.800819,0.006196,0
baseline_hysteresis,backward_forcing,202,-0.413378,0.794512,0.006307,0
baseline_hysteresis,backward_forcing,203,-0.421405,0.788091,0.006421,0
baseline_hysteresis,backward_forcing,204,-0.429431,0.781550,0.006541,0
baseline_hysteresis,backward_forcing,205,-0.437458,0.774885,0.006665,0
baseline_hysteresis,backward_forcing,206,-0.445485,0.768091,0.006794,0
baseline_hysteresis,backward_forcing,207,-0.453512,0.761163,0.006928,0
baseline_hysteresis,backward_forcing,208,-0.461538,0.754095,0.007068,0
baseline_hysteresis,backward_forcing,209,-0.469565,0.746880,0.007215,0
baseline_hysteresis,backward_forcing,210,-0.477592,0.739513,0.007367,0
baseline_hysteresis,backward_forcing,211,-0.485619,0.731986,0.007527,0
baseline_hysteresis,backward_forcing,212,-0.493645,0.724293,0.007693,0
baseline_hysteresis,backward_forcing,213,-0.501672,0.716426,0.007867,0
baseline_hysteresis,backward_forcing,214,-0.509699,0.708376,0.008050,0
baseline_hysteresis,backward_forcing,215,-0.517726,0.700136,0.008241,0
baseline_hysteresis,backward_forcing,216,-0.525753,0.691695,0.008441,0
baseline_hysteresis,backward_forcing,217,-0.533779,0.683044,0.008651,0
baseline_hysteresis,backward_forcing,218,-0.541806,0.674172,0.008872,0
baseline_hysteresis,backward_forcing,219,-0.549833,0.665068,0.009104,0
baseline_hysteresis,backward_forcing,220,-0.557860,0.655720,0.009348,0
baseline_hysteresis,backward_forcing,221,-0.565886,0.646115,0.009605,0
baseline_hysteresis,backward_forcing,222,-0.573913,0.636239,0.009876,0
baseline_hysteresis,backward_forcing,223,-0.581940,0.626076,0.010163,0
baseline_hysteresis,backward_forcing,224,-0.589967,0.615611,0.010465,0
baseline_hysteresis,backward_forcing,225,-0.597993,0.604827,0.010784,0
baseline_hysteresis,backward_forcing,226,-0.606020,0.593705,0.011122,0
baseline_hysteresis,backward_forcing,227,-0.614047,0.582224,0.011481,0
baseline_hysteresis,backward_forcing,228,-0.622074,0.570363,0.011861,0
baseline_hysteresis,backward_forcing,229,-0.630100,0.558099,0.012264,0
baseline_hysteresis,backward_forcing,230,-0.638127,0.545406,0.012693,0
baseline_hysteresis,backward_forcing,231,-0.646154,0.532257,0.013149,0
baseline_hysteresis,backward_forcing,232,-0.654181,0.518621,0.013636,0
baseline_hysteresis,backward_forcing,233,-0.662207,0.504467,0.014154,0
baseline_hysteresis,backward_forcing,234,-0.670234,0.489760,0.014707,0
baseline_hysteresis,backward_forcing,235,-0.678261,0.474461,0.015299,0
baseline_hysteresis,backward_forcing,236,-0.686288,0.458529,0.015932,0
baseline_hysteresis,backward_forcing,237,-0.694314,0.441920,0.016610,0
baseline_hysteresis,backward_forcing,238,-0.702341,0.424583,0.017336,0
baseline_hysteresis,backward_forcing,239,-0.710368,0.406467,0.018116,0
baseline_hysteresis,backward_forcing,240,-0.718395,0.387513,0.018954,0
baseline_hysteresis,backward_forcing,241,-0.726421,0.367658,0.019855,0
baseline_hysteresis,backward_forcing,242,-0.734448,0.346834,0.020824,0
baseline_hysteresis,backward_forcing,243,-0.742475,0.324966,0.021868,0
baseline_hysteresis,backward_forcing,244,-0.750502,0.301973,0.022993,0
baseline_hysteresis,backward_forcing,245,-0.758528,0.277768,0.024205,0
baseline_hysteresis,backward_forcing,246,-0.766555,0.252257,0.025511,0
baseline_hysteresis,backward_forcing,247,-0.774582,0.225339,0.026919,0
baseline_hysteresis,backward_forcing,248,-0.782609,0.196903,0.028436,0
baseline_hysteresis,backward_forcing,249,-0.790635,0.166835,0.030068,0
baseline_hysteresis,backward_forcing,250,-0.798662,0.135011,0.031824,0
baseline_hysteresis,backward_forcing,251,-0.806689,0.101304,0.033707,0
baseline_hysteresis,backward_forcing,252,-0.814716,0.065582,0.035723,0
baseline_hysteresis,backward_forcing,253,-0.822742,0.027710,0.037872,0
baseline_hysteresis,backward_forcing,254,-0.830769,-0.012445,0.040154,0
baseline_hysteresis,backward_forcing,255,-0.838796,-0.055006,0.042562,0
baseline_hysteresis,backward_forcing,256,-0.846823,-0.100090,0.045083,0
baseline_hysteresis,backward_forcing,257,-0.854849,-0.147786,0.047697,0
baseline_hysteresis,backward_forcing,258,-0.862876,-0.198158,0.050372,0
baseline_hysteresis,backward_forcing,259,-0.870903,-0.251222,0.053064,0
baseline_hysteresis,backward_forcing,260,-0.878930,-0.306937,0.055715,0
baseline_hysteresis,backward_forcing,261,-0.886957,-0.365186,0.058249,0
baseline_hysteresis,backward_forcing,262,-0.894983,-0.425759,0.060573,0
baseline_hysteresis,backward_forcing,263,-0.903010,-0.488339,0.062580,0
baseline_hysteresis,backward_forcing,264,-0.911037,-0.552485,0.064146,0
baseline_hysteresis,backward_forcing,265,-0.919064,-0.617630,0.065145,0
baseline_hysteresis,backward_forcing,266,-0.927090,-0.683086,0.065456,0
baseline_hysteresis,backward_forcing,267,-0.935117,-0.748059,0.064974,0
baseline_hysteresis,backward_forcing,268,-0.943144,-0.811689,0.063630,0
baseline_hysteresis,backward_forcing,269,-0.951171,-0.873094,0.061404,0
baseline_hysteresis,backward_forcing,270,-0.959197,-0.931430,0.058337,0
baseline_hysteresis,backward_forcing,271,-0.967224,-0.985959,0.054529,0
baseline_hysteresis,backward_forcing,272,-0.975251,-1.036097,0.050137,0
baseline_hysteresis,backward_forcing,273,-0.983278,-1.081453,0.045356,0
baseline_hysteresis,backward_forcing,274,-0.991304,-1.121851,0.040398,0
baseline_hysteresis,backward_forcing,275,-0.999331,-1.157315,0.035464,0
baseline_hysteresis,backward_forcing,276,-1.007358,-1.188044,0.030730,0
baseline_hysteresis,backward_forcing,277,-1.015385,-1.214372,0.026328,0
baseline_hysteresis,backward_forcing,278,-1.023411,-1.236720,0.022347,0
baseline_hysteresis,backward_forcing,279,-1.031438,-1.255551,0.018831,0
baseline_hysteresis,backward_forcing,280,-1.039465,-1.271339,0.015788,0
baseline_hysteresis,backward_forcing,281,-1.047492,-1.284537,0.013198,0
baseline_hysteresis,backward_forcing,282,-1.055518,-1.295563,0.011026,0
baseline_hysteresis,backward_forcing,283,-1.063545,-1.304789,0.009226,0
baseline_hysteresis,backward_forcing,284,-1.071572,-1.312539,0.007749,0
baseline_hysteresis,backward_forcing,285,-1.079599,-1.319086,0.006548,0
baseline_hysteresis,backward_forcing,286,-1.087625,-1.324662,0.005576,0
baseline_hysteresis,backward_forcing,287,-1.095652,-1.329457,0.004794,0
baseline_hysteresis,backward_forcing,288,-1.103679,-1.333626,0.004169,0
baseline_hysteresis,backward_forcing,289,-1.111706,-1.337296,0.003670,0
baseline_hysteresis,backward_forcing,290,-1.119732,-1.340569,0.003273,0
baseline_hysteresis,backward_forcing,291,-1.127759,-1.343527,0.002958,0
baseline_hysteresis,backward_forcing,292,-1.135786,-1.346235,0.002708,0
baseline_hysteresis,backward_forcing,293,-1.143813,-1.348745,0.002510,0
baseline_hysteresis,backward_forcing,294,-1.151839,-1.351098,0.002353,0
baseline_hysteresis,backward_forcing,295,-1.159866,-1.353327,0.002229,0
baseline_hysteresis,backward_forcing,296,-1.167893,-1.355458,0.002130,0
baseline_hysteresis,backward_forcing,297,-1.175920,-1.357510,0.002052,0
baseline_hysteresis,backward_forcing,298,-1.183946,-1.359499,0.001990,0
baseline_hysteresis,backward_forcing,299,-1.191973,-1.361439,0.001940,0
baseline_hysteresis,backward_forcing,300,-1.200000,-1.363339,0.001899,0
slow_forcing,forward_forcing,1,-1.200000,-1.000000,0.000000,0
slow_forcing,forward_forcing,2,-1.195190,-1.041832,0.041832,0
slow_forcing,forward_forcing,3,-1.190381,-1.080380,0.038549,0
slow_forcing,forward_forcing,4,-1.185571,-1.115552,0.035172,0
slow_forcing,forward_forcing,5,-1.180762,-1.147334,0.031782,0
slow_forcing,forward_forcing,6,-1.175952,-1.175788,0.028454,0
slow_forcing,forward_forcing,7,-1.171142,-1.201038,0.025250,0
slow_forcing,forward_forcing,8,-1.166333,-1.223259,0.022221,0
slow_forcing,forward_forcing,9,-1.161523,-1.242661,0.019402,0
slow_forcing,forward_forcing,10,-1.156713,-1.259477,0.016816,0
slow_forcing,forward_forcing,11,-1.151904,-1.273949,0.014472,0
slow_forcing,forward_forcing,12,-1.147094,-1.286321,0.012372,0
slow_forcing,forward_forcing,13,-1.142285,-1.296829,0.010508,0
slow_forcing,forward_forcing,14,-1.137475,-1.305696,0.008867,0
slow_forcing,forward_forcing,15,-1.132665,-1.313129,0.007432,0
slow_forcing,forward_forcing,16,-1.127856,-1.319315,0.006186,0
slow_forcing,forward_forcing,17,-1.123046,-1.324424,0.005109,0
slow_forcing,forward_forcing,18,-1.118236,-1.328606,0.004182,0
slow_forcing,forward_forcing,19,-1.113427,-1.331994,0.003387,0
slow_forcing,forward_forcing,20,-1.108617,-1.334702,0.002708,0
slow_forcing,forward_forcing,21,-1.103808,-1.336831,0.002129,0
slow_forcing,forward_forcing,22,-1.098998,-1.338467,0.001636,0
slow_forcing,forward_forcing,23,-1.094188,-1.339685,0.001218,0
slow_forcing,forward_forcing,24,-1.089379,-1.340548,0.000863,0
slow_forcing,forward_forcing,25,-1.084569,-1.341110,0.000562,0
slow_forcing,forward_forcing,26,-1.079760,-1.341418,0.000307,0
slow_forcing,forward_forcing,27,-1.074950,-1.341509,0.000092,0
slow_forcing,forward_forcing,28,-1.070140,-1.341418,0.000091,0
slow_forcing,forward_forcing,29,-1.065331,-1.341173,0.000245,0
slow_forcing,forward_forcing,30,-1.060521,-1.340798,0.000376,0
slow_forcing,forward_forcing,31,-1.055711,-1.340311,0.000486,0
slow_forcing,forward_forcing,32,-1.050902,-1.339731,0.000580,0
slow_forcing,forward_forcing,33,-1.046092,-1.339072,0.000659,0
slow_forcing,forward_forcing,34,-1.041283,-1.338346,0.000726,0
slow_forcing,forward_forcing,35,-1.036473,-1.337562,0.000783,0
slow_forcing,forward_forcing,36,-1.031663,-1.336730,0.000832,0
slow_forcing,forward_forcing,37,-1.026854,-1.335857,0.000873,0
slow_forcing,forward_forcing,38,-1.022044,-1.334949,0.000908,0
slow_forcing,forward_forcing,39,-1.017234,-1.334010,0.000938,0
slow_forcing,forward_forcing,40,-1.012425,-1.333046,0.000964,0
slow_forcing,forward_forcing,41,-1.007615,-1.332060,0.000986,0
slow_forcing,forward_forcing,42,-1.002806,-1.331055,0.001005,0
slow_forcing,forward_forcing,43,-0.997996,-1.330033,0.001022,0
slow_forcing,forward_forcing,44,-0.993186,-1.328997,0.001036,0
slow_forcing,forward_forcing,45,-0.988377,-1.327949,0.001048,0
slow_forcing,forward_forcing,46,-0.983567,-1.326890,0.001059,0
slow_forcing,forward_forcing,47,-0.978758,-1.325822,0.001068,0
slow_forcing,forward_forcing,48,-0.973948,-1.324745,0.001077,0
slow_forcing,forward_forcing,49,-0.969138,-1.323661,0.001084,0
slow_forcing,forward_forcing,50,-0.964329,-1.322570,0.001091,0
slow_forcing,forward_forcing,51,-0.959519,-1.321473,0.001097,0
slow_forcing,forward_forcing,52,-0.954709,-1.320371,0.001102,0
slow_forcing,forward_forcing,53,-0.949900,-1.319264,0.001107,0
slow_forcing,forward_forcing,54,-0.945090,-1.318152,0.001112,0
slow_forcing,forward_forcing,55,-0.940281,-1.317036,0.001116,0
slow_forcing,forward_forcing,56,-0.935471,-1.315916,0.001120,0
slow_forcing,forward_forcing,57,-0.930661,-1.314792,0.001124,0
slow_forcing,forward_forcing,58,-0.925852,-1.313665,0.001127,0
slow_forcing,forward_forcing,59,-0.921042,-1.312534,0.001131,0
slow_forcing,forward_forcing,60,-0.916232,-1.311400,0.001134,0
slow_forcing,forward_forcing,61,-0.911423,-1.310263,0.001137,0
slow_forcing,forward_forcing,62,-0.906613,-1.309123,0.001140,0
slow_forcing,forward_forcing,63,-0.901804,-1.307980,0.001143,0
slow_forcing,forward_forcing,64,-0.896994,-1.306835,0.001146,0
slow_forcing,forward_forcing,65,-0.892184,-1.305686,0.001149,0
slow_forcing,forward_forcing,66,-0.887375,-1.304535,0.001151,0
slow_forcing,forward_forcing,67,-0.882565,-1.303381,0.001154,0
slow_forcing,forward_forcing,68,-0.877756,-1.302224,0.001157,0
slow_forcing,forward_forcing,69,-0.872946,-1.301065,0.001159,0
slow_forcing,forward_forcing,70,-0.868136,-1.299903,0.001162,0
slow_forcing,forward_forcing,71,-0.863327,-1.298738,0.001165,0
slow_forcing,forward_forcing,72,-0.858517,-1.297571,0.001167,0
slow_forcing,forward_forcing,73,-0.853707,-1.296401,0.001170,0
slow_forcing,forward_forcing,74,-0.848898,-1.295228,0.001173,0
slow_forcing,forward_forcing,75,-0.844088,-1.294053,0.001175,0
slow_forcing,forward_forcing,76,-0.839279,-1.292875,0.001178,0
slow_forcing,forward_forcing,77,-0.834469,-1.291694,0.001181,0
slow_forcing,forward_forcing,78,-0.829659,-1.290511,0.001183,0
slow_forcing,forward_forcing,79,-0.824850,-1.289325,0.001186,0
slow_forcing,forward_forcing,80,-0.820040,-1.288137,0.001189,0
slow_forcing,forward_forcing,81,-0.815230,-1.286946,0.001191,0
slow_forcing,forward_forcing,82,-0.810421,-1.285752,0.001194,0
slow_forcing,forward_forcing,83,-0.805611,-1.284555,0.001197,0
slow_forcing,forward_forcing,84,-0.800802,-1.283356,0.001199,0
slow_forcing,forward_forcing,85,-0.795992,-1.282154,0.001202,0
slow_forcing,forward_forcing,86,-0.791182,-1.280949,0.001205,0
slow_forcing,forward_forcing,87,-0.786373,-1.279742,0.001207,0
slow_forcing,forward_forcing,88,-0.781563,-1.278532,0.001210,0
slow_forcing,forward_forcing,89,-0.776754,-1.277319,0.001213,0
slow_forcing,forward_forcing,90,-0.771944,-1.276103,0.001216,0
slow_forcing,forward_forcing,91,-0.767134,-1.274884,0.001219,0
slow_forcing,forward_forcing,92,-0.762325,-1.273663,0.001221,0
slow_forcing,forward_forcing,93,-0.757515,-1.272438,0.001224,0
slow_forcing,forward_forcing,94,-0.752705,-1.271211,0.001227,0
slow_forcing,forward_forcing,95,-0.747896,-1.269981,0.001230,0
slow_forcing,forward_forcing,96,-0.743086,-1.268748,0.001233,0
slow_forcing,forward_forcing,97,-0.738277,-1.267513,0.001236,0
slow_forcing,forward_forcing,98,-0.733467,-1.266274,0.001239,0
slow_forcing,forward_forcing,99,-0.728657,-1.265032,0.001242,0
slow_forcing,forward_forcing,100,-0.723848,-1.263788,0.001245,0
slow_forcing,forward_forcing,101,-0.719038,-1.262540,0.001248,0
slow_forcing,forward_forcing,102,-0.714228,-1.261290,0.001251,0
slow_forcing,forward_forcing,103,-0.709419,-1.260036,0.001254,0
slow_forcing,forward_forcing,104,-0.704609,-1.258779,0.001257,0
slow_forcing,forward_forcing,105,-0.699800,-1.257520,0.001260,0
slow_forcing,forward_forcing,106,-0.694990,-1.256257,0.001263,0
slow_forcing,forward_forcing,107,-0.690180,-1.254991,0.001266,0
slow_forcing,forward_forcing,108,-0.685371,-1.253722,0.001269,0
slow_forcing,forward_forcing,109,-0.680561,-1.252451,0.001272,0
slow_forcing,forward_forcing,110,-0.675752,-1.251175,0.001275,0
slow_forcing,forward_forcing,111,-0.670942,-1.249897,0.001278,0
slow_forcing,forward_forcing,112,-0.666132,-1.248616,0.001281,0
slow_forcing,forward_forcing,113,-0.661323,-1.247331,0.001285,0
slow_forcing,forward_forcing,114,-0.656513,-1.246043,0.001288,0
slow_forcing,forward_forcing,115,-0.651703,-1.244752,0.001291,0
slow_forcing,forward_forcing,116,-0.646894,-1.243458,0.001294,0
slow_forcing,forward_forcing,117,-0.642084,-1.242160,0.001298,0
slow_forcing,forward_forcing,118,-0.637275,-1.240859,0.001301,0
slow_forcing,forward_forcing,119,-0.632465,-1.239555,0.001304,0
slow_forcing,forward_forcing,120,-0.627655,-1.238247,0.001308,0
slow_forcing,forward_forcing,121,-0.622846,-1.236936,0.001311,0
slow_forcing,forward_forcing,122,-0.618036,-1.235622,0.001314,0
slow_forcing,forward_forcing,123,-0.613226,-1.234304,0.001318,0
slow_forcing,forward_forcing,124,-0.608417,-1.232983,0.001321,0
slow_forcing,forward_forcing,125,-0.603607,-1.231658,0.001325,0
slow_forcing,forward_forcing,126,-0.598798,-1.230330,0.001328,0
slow_forcing,forward_forcing,127,-0.593988,-1.228998,0.001332,0
slow_forcing,forward_forcing,128,-0.589178,-1.227663,0.001335,0
slow_forcing,forward_forcing,129,-0.584369,-1.226324,0.001339,0
slow_forcing,forward_forcing,130,-0.579559,-1.224982,0.001342,0
slow_forcing,forward_forcing,131,-0.574749,-1.223636,0.001346,0
slow_forcing,forward_forcing,132,-0.569940,-1.222287,0.001349,0
slow_forcing,forward_forcing,133,-0.565130,-1.220934,0.001353,0
slow_forcing,forward_forcing,134,-0.560321,-1.219577,0.001357,0
slow_forcing,forward_forcing,135,-0.555511,-1.218216,0.001360,0
slow_forcing,forward_forcing,136,-0.550701,-1.216852,0.001364,0
slow_forcing,forward_forcing,137,-0.545892,-1.215484,0.001368,0
slow_forcing,forward_forcing,138,-0.541082,-1.214112,0.001372,0
slow_forcing,forward_forcing,139,-0.536273,-1.212737,0.001376,0
slow_forcing,forward_forcing,140,-0.531463,-1.211358,0.001379,0
slow_forcing,forward_forcing,141,-0.526653,-1.209974,0.001383,0
slow_forcing,forward_forcing,142,-0.521844,-1.208587,0.001387,0
slow_forcing,forward_forcing,143,-0.517034,-1.207196,0.001391,0
slow_forcing,forward_forcing,144,-0.512224,-1.205801,0.001395,0
slow_forcing,forward_forcing,145,-0.507415,-1.204403,0.001399,0
slow_forcing,forward_forcing,146,-0.502605,-1.203000,0.001403,0
slow_forcing,forward_forcing,147,-0.497796,-1.201593,0.001407,0
slow_forcing,forward_forcing,148,-0.492986,-1.200182,0.001411,0
slow_forcing,forward_forcing,149,-0.488176,-1.198767,0.001415,0
slow_forcing,forward_forcing,150,-0.483367,-1.197348,0.001419,0
slow_forcing,forward_forcing,151,-0.478557,-1.195925,0.001423,0
slow_forcing,forward_forcing,152,-0.473747,-1.194497,0.001427,0
slow_forcing,forward_forcing,153,-0.468938,-1.193066,0.001432,0
slow_forcing,forward_forcing,154,-0.464128,-1.191630,0.001436,0
slow_forcing,forward_forcing,155,-0.459319,-1.190190,0.001440,0
slow_forcing,forward_forcing,156,-0.454509,-1.188746,0.001444,0
slow_forcing,forward_forcing,157,-0.449699,-1.187297,0.001449,0
slow_forcing,forward_forcing,158,-0.444890,-1.185844,0.001453,0
slow_forcing,forward_forcing,159,-0.440080,-1.184386,0.001457,0
slow_forcing,forward_forcing,160,-0.435271,-1.182925,0.001462,0
slow_forcing,forward_forcing,161,-0.430461,-1.181458,0.001466,0
slow_forcing,forward_forcing,162,-0.425651,-1.179988,0.001471,0
slow_forcing,forward_forcing,163,-0.420842,-1.178512,0.001475,0
