scenario,time,backlog,backlog_arrivals,backlog_completions,backlog_net_flow,resource,resource_regeneration,resource_extraction,resource_net_flow,infrastructure_condition,condition_maintenance,condition_wear,condition_net_flow
capacity_and_conservation,93,0.0,11.016,11.016,0.0,0.0,0.0,12.0,-12.0,47.907028,2.8,2.034304,0.765696
capacity_and_conservation,94,0.0,11.016,11.016,0.0,0.0,0.0,12.0,-12.0,48.681913,2.8,2.025116,0.774884
capacity_and_conservation,95,0.0,11.016,11.016,0.0,0.0,0.0,12.0,-12.0,49.466096,2.8,2.015817,0.784183
capacity_and_conservation,96,0.0,11.016,11.016,0.0,0.0,0.0,12.0,-12.0,50.259689,2.8,2.006407,0.793593
capacity_and_conservation,97,0.0,11.016,11.016,0.0,0.0,0.0,12.0,-12.0,51.062805,2.8,1.996884,0.803116
capacity_and_conservation,98,0.0,11.016,11.016,0.0,0.0,0.0,12.0,-12.0,51.875559,2.8,1.987246,0.812754
capacity_and_conservation,99,0.0,11.016,11.016,0.0,0.0,0.0,12.0,-12.0,52.698065,2.8,1.977493,0.822507
capacity_and_conservation,100,0.0,11.016,11.016,0.0,0.0,0.0,12.0,-12.0,53.530442,2.8,1.967623,0.832377
capacity_and_conservation,101,0.0,11.016,11.016,0.0,0.0,0.0,12.0,-12.0,54.372807,2.8,1.957635,0.842365
capacity_and_conservation,102,0.0,11.016,11.016,0.0,0.0,0.0,12.0,-12.0,55.225281,2.8,1.947526,0.852474
capacity_and_conservation,103,0.0,11.016,11.016,0.0,0.0,0.0,12.0,-12.0,56.087985,2.8,1.937297,0.862703
capacity_and_conservation,104,0.0,11.016,11.016,0.0,0.0,0.0,12.0,-12.0,56.96104,2.8,1.926944,0.873056
capacity_and_conservation,105,0.0,11.016,11.016,0.0,0.0,0.0,12.0,-12.0,57.844573,2.8,1.916468,0.883532
capacity_and_conservation,106,0.0,11.016,11.016,0.0,0.0,0.0,12.0,-12.0,58.738708,2.8,1.905865,0.894135
capacity_and_conservation,107,0.0,11.016,11.016,0.0,0.0,0.0,12.0,-12.0,59.643572,2.8,1.895136,0.904864
capacity_and_conservation,108,0.0,11.016,11.016,0.0,0.0,0.0,12.0,-12.0,60.559295,2.8,1.884277,0.915723
capacity_and_conservation,109,0.0,11.016,11.016,0.0,0.0,0.0,12.0,-12.0,61.486007,2.8,1.873288,0.926712
capacity_and_conservation,110,0.0,11.016,11.016,0.0,0.0,0.0,12.0,-12.0,62.423839,2.8,1.862168,0.937832
capacity_and_conservation,111,0.0,11.016,11.016,0.0,0.0,0.0,12.0,-12.0,63.372925,2.8,1.850914,0.949086
capacity_and_conservation,112,0.0,11.016,11.016,0.0,0.0,0.0,12.0,-12.0,64.3334,2.8,1.839525,0.960475
capacity_and_conservation,113,0.0,11.016,11.016,0.0,0.0,0.0,12.0,-12.0,65.305401,2.8,1.827999,0.972001
capacity_and_conservation,114,0.0,11.016,11.016,0.0,0.0,0.0,12.0,-12.0,66.289065,2.8,1.816335,0.983665
capacity_and_conservation,115,0.0,11.016,11.016,0.0,0.0,0.0,12.0,-12.0,67.284534,2.8,1.804531,0.995469
capacity_and_conservation,116,0.0,11.016,11.016,0.0,0.0,0.0,12.0,-12.0,68.291949,2.8,1.792586,1.007414
capacity_and_conservation,117,0.0,11.016,11.016,0.0,0.0,0.0,12.0,-12.0,69.311452,2.8,1.780497,1.019503
capacity_and_conservation,118,0.0,11.016,11.016,0.0,0.0,0.0,12.0,-12.0,70.343189,2.8,1.768263,1.031737
capacity_and_conservation,119,0.0,11.016,11.016,0.0,0.0,0.0,12.0,-12.0,71.387308,2.8,1.755882,1.044118
capacity_and_conservation,120,0.0,11.016,11.016,0.0,0.0,0.0,12.0,-12.0,72.443955,2.8,1.743352,1.056648
delayed_response,1,78.1,18.0,19.9,-1.9,586.8,10.8,24.0,-13.2,71.164,0.9,1.736,-0.836
delayed_response,2,76.352,18.0,19.748,-1.748,573.710959,10.910959,24.0,-13.089041,70.317968,0.9,1.746032,-0.846032
delayed_response,3,74.74384,18.0,19.60816,-1.60816,560.71646,11.005501,24.0,-12.994499,69.461784,0.9,1.756184,-0.856184
delayed_response,4,73.264333,18.0,19.479507,-1.479507,547.800568,11.084108,24.0,-12.915892,68.595325,0.9,1.766459,-0.866459
delayed_response,5,71.903186,18.0,19.361147,-1.361147,534.947748,11.14718,24.0,-12.85282,67.718469,0.9,1.776856,-0.876856
delayed_response,6,70.650931,18.0,19.252255,-1.252255,522.142788,11.195039,24.0,-12.804961,66.831091,0.9,1.787378,-0.887378
delayed_response,7,69.498857,18.0,19.152075,-1.152075,509.370724,11.227936,24.0,-12.772064,65.933064,0.9,1.798027,-0.898027
delayed_response,8,68.438948,18.0,19.059909,-1.059909,496.616773,11.246049,24.0,-12.753951,65.02426,0.9,1.808803,-0.908803
delayed_response,9,67.463832,18.0,18.975116,-0.975116,483.866258,11.249485,24.0,-12.750515,64.104552,0.9,1.819709,-0.919709
delayed_response,10,66.566726,18.0,18.897107,-0.897107,471.104544,11.238287,24.0,-12.761713,63.173806,0.9,1.830745,-0.930745
delayed_response,11,65.741388,18.0,18.825338,-0.825338,458.316971,11.212427,24.0,-12.787573,62.231892,0.9,1.841914,-0.941914
delayed_response,12,64.982077,18.0,18.759311,-0.759311,445.488785,11.171814,24.0,-12.828186,61.278675,0.9,1.853217,-0.953217
delayed_response,13,64.283511,18.0,18.698566,-0.698566,432.605069,11.116284,24.0,-12.883716,60.314019,0.9,1.864656,-0.964656
delayed_response,14,63.64083,18.0,18.642681,-0.642681,419.650675,11.045607,24.0,-12.954393,59.337787,0.9,1.876232,-0.976232
delayed_response,15,63.049563,18.0,18.591266,-0.591266,406.610155,10.959479,24.0,-13.040521,58.34984,0.9,1.887947,-0.987947
delayed_response,16,62.505598,18.0,18.543965,-0.543965,393.46768,10.857525,24.0,-13.142475,57.350038,0.9,1.899802,-0.999802
delayed_response,17,62.00515,18.0,18.500448,-0.500448,380.206969,10.739289,24.0,-13.260711,56.338239,0.9,1.9118,-1.0118
delayed_response,18,61.544738,18.0,18.460412,-0.460412,366.811202,10.604233,24.0,-13.395767,55.314298,0.9,1.923941,-1.023941
delayed_response,19,61.121159,18.0,18.423579,-0.423579,353.262936,10.451733,24.0,-13.548267,54.278069,0.9,1.936228,-1.036228
delayed_response,20,60.731467,18.0,18.389693,-0.389693,339.544006,10.281071,24.0,-13.718929,53.229406,0.9,1.948663,-1.048663
delayed_response,21,60.372949,18.0,18.358517,-0.358517,325.635431,10.091424,24.0,-13.908576,52.168159,0.9,1.961247,-1.061247
delayed_response,22,60.043113,18.0,18.329836,-0.329836,311.517295,9.881865,24.0,-14.118135,51.094177,0.9,1.973982,-1.073982
delayed_response,23,59.739664,18.0,18.303449,-0.303449,297.168638,9.651342,24.0,-14.348658,50.007307,0.9,1.98687,-1.08687
delayed_response,24,59.460491,18.0,18.279173,-0.279173,282.567312,9.398675,24.0,-14.601325,48.907395,0.9,1.999912,-1.099912
delayed_response,25,59.203652,18.0,18.256839,-0.256839,267.689848,9.122536,24.0,-14.877464,47.794283,0.9,2.013111,-1.113111
delayed_response,26,58.96736,18.0,18.236292,-0.236292,252.511288,8.82144,24.0,-15.17856,46.667815,0.9,2.026469,-1.126469
delayed_response,27,58.749971,18.0,18.217389,-0.217389,237.005008,8.49372,24.0,-15.50628,45.527829,0.9,2.039986,-1.139986
delayed_response,28,58.549973,18.0,18.199998,-0.199998,221.142522,8.137514,24.0,-15.862486,44.374163,0.9,2.053666,-1.153666
delayed_response,29,58.365975,18.0,18.183998,-0.183998,204.893255,7.750733,24.0,-16.249267,43.206652,0.9,2.06751,-1.16751
delayed_response,30,58.196697,18.0,18.169278,-0.169278,188.224295,7.33104,24.0,-16.66896,42.025132,0.9,2.08152,-1.18152
delayed_response,31,58.040962,18.0,18.155736,-0.155736,171.100111,6.875816,24.0,-17.124184,40.829434,0.9,2.095698,-1.195698
delayed_response,32,57.897685,18.0,18.143277,-0.143277,153.48223,6.382119,24.0,-17.617881,39.619387,0.9,2.110047,-1.210047
delayed_response,33,57.76587,18.0,18.131815,-0.131815,135.328874,5.846645,24.0,-18.153355,38.39482,0.9,2.124567,-1.224567
delayed_response,34,57.6446,18.0,18.12127,-0.12127,116.594548,5.265674,24.0,-18.734326,37.155558,0.9,2.139262,-1.239262
delayed_response,35,57.533032,18.0,18.111568,-0.111568,97.22956,4.635012,24.0,-19.364988,35.901424,0.9,2.154133,-1.254133
delayed_response,36,57.43039,18.0,18.102643,-0.102643,77.179479,3.949919,24.0,-20.050081,34.632241,0.9,2.169183,-1.269183
delayed_response,37,57.335958,18.0,18.094431,-0.094431,56.384505,3.205026,24.0,-20.794974,33.347828,0.9,2.184413,-1.284413
delayed_response,38,57.249082,18.0,18.086877,-0.086877,34.778743,2.394238,24.0,-21.605762,32.048002,0.9,2.199826,-1.299826
delayed_response,39,57.169155,18.0,18.079927,-0.079927,12.289356,1.510613,24.0,-22.489387,30.732578,0.9,2.215424,-1.315424
delayed_response,40,57.095623,18.0,18.073532,-0.073532,0.0,0.546225,24.0,-23.453775,29.401369,0.9,2.231209,-1.331209
delayed_response,41,57.027973,18.0,18.06765,-0.06765,0.0,0.0,24.0,-24.0,28.054186,0.9,2.247184,-1.347184
delayed_response,42,56.965735,18.0,18.062238,-0.062238,0.0,0.0,24.0,-24.0,26.690836,0.9,2.26335,-1.36335
delayed_response,43,56.908476,18.0,18.057259,-0.057259,0.0,0.0,24.0,-24.0,25.311126,0.9,2.27971,-1.37971
delayed_response,44,56.855798,18.0,18.052678,-0.052678,0.0,0.0,24.0,-24.0,23.914859,0.9,2.296266,-1.396266
delayed_response,45,56.807334,18.0,18.048464,-0.048464,0.0,0.0,24.0,-24.0,22.501838,0.9,2.313022,-1.413022
delayed_response,46,56.762748,18.0,18.044587,-0.044587,0.0,0.0,24.0,-24.0,21.07186,0.9,2.329978,-1.429978
delayed_response,47,56.721728,18.0,18.04102,-0.04102,0.0,0.0,24.0,-24.0,19.624722,0.9,2.347138,-1.447138
delayed_response,48,56.68399,18.0,18.037738,-0.037738,0.0,0.0,24.0,-24.0,18.160219,0.9,2.364503,-1.464503
delayed_response,49,56.64927,18.0,18.034719,-0.034719,0.0,0.0,24.0,-24.0,16.678141,0.9,2.382077,-1.482077
delayed_response,50,56.617329,18.0,18.031942,-0.031942,0.0,0.0,24.0,-24.0,15.178279,0.9,2.399862,-1.499862
delayed_response,51,56.587942,18.0,18.029386,-0.029386,0.0,0.0,24.0,-24.0,13.660418,0.9,2.417861,-1.517861
delayed_response,52,56.560907,18.0,18.027035,-0.027035,0.0,0.0,24.0,-24.0,12.124343,0.9,2.436075,-1.536075
delayed_response,53,56.536035,18.0,18.024873,-0.024873,0.0,0.0,24.0,-24.0,10.569836,0.9,2.454508,-1.554508
delayed_response,54,56.513152,18.0,18.022883,-0.022883,0.0,0.0,24.0,-24.0,8.996674,0.9,2.473162,-1.573162
delayed_response,55,56.4921,18.0,18.021052,-0.021052,0.0,0.0,24.0,-24.0,7.404634,0.9,2.49204,-1.59204
delayed_response,56,56.472732,18.0,18.019368,-0.019368,0.0,0.0,24.0,-24.0,5.793489,0.9,2.511144,-1.611144
delayed_response,57,56.454913,18.0,18.017819,-0.017819,0.0,0.0,24.0,-24.0,4.163011,0.9,2.530478,-1.630478
delayed_response,58,56.43852,18.0,18.016393,-0.016393,0.0,0.0,24.0,-24.0,2.512967,0.9,2.550044,-1.650044
delayed_response,59,56.423438,18.0,18.015082,-0.015082,0.0,0.0,24.0,-24.0,0.843123,0.9,2.569844,-1.669844
delayed_response,60,56.409563,18.0,18.013875,-0.013875,0.0,0.0,24.0,-24.0,0.0,0.9,2.589883,-1.689883
delayed_response,61,56.396798,18.0,18.012765,-0.012765,0.0,0.0,24.0,-24.0,0.0,0.9,2.6,-1.7
delayed_response,62,56.385054,18.0,18.011744,-0.011744,0.0,0.0,24.0,-24.0,0.0,0.9,2.6,-1.7
delayed_response,63,56.37425,18.0,18.010804,-0.010804,0.0,0.0,24.0,-24.0,0.0,0.9,2.6,-1.7
delayed_response,64,56.36431,18.0,18.00994,-0.00994,0.0,0.0,24.0,-24.0,0.0,0.9,2.6,-1.7
delayed_response,65,56.355165,18.0,18.009145,-0.009145,0.0,0.0,24.0,-24.0,0.0,0.9,2.6,-1.7
delayed_response,66,56.346752,18.0,18.008413,-0.008413,0.0,0.0,24.0,-24.0,0.0,0.9,2.6,-1.7
delayed_response,67,56.339012,18.0,18.00774,-0.00774,0.0,0.0,24.0,-24.0,0.0,0.9,2.6,-1.7
delayed_response,68,56.331891,18.0,18.007121,-0.007121,0.0,0.0,24.0,-24.0,0.0,0.9,2.6,-1.7
delayed_response,69,56.32534,18.0,18.006551,-0.006551,0.0,0.0,24.0,-24.0,0.0,0.9,2.6,-1.7
delayed_response,70,56.319312,18.0,18.006027,-0.006027,0.0,0.0,24.0,-24.0,0.0,0.9,2.6,-1.7
delayed_response,71,56.313767,18.0,18.005545,-0.005545,0.0,0.0,24.0,-24.0,0.0,0.9,2.6,-1.7
delayed_response,72,56.308666,18.0,18.005101,-0.005101,0.0,0.0,24.0,-24.0,0.0,0.9,2.6,-1.7
delayed_response,73,56.303973,18.0,18.004693,-0.004693,0.0,0.0,24.0,-24.0,0.0,0.9,2.6,-1.7
delayed_response,74,56.299655,18.0,18.004318,-0.004318,0.0,0.0,24.0,-24.0,0.0,0.9,2.6,-1.7
delayed_response,75,51.255683,12.96,18.003972,-5.043972,0.0,0.0,24.0,-24.0,0.0,0.9,2.6,-1.7
delayed_response,76,46.615228,12.96,17.600455,-4.640455,0.0,0.0,24.0,-24.0,0.0,0.9,2.6,-1.7
delayed_response,77,42.34601,12.96,17.229218,-4.269218,0.0,0.0,24.0,-24.0,0.0,0.9,2.6,-1.7
delayed_response,78,38.418329,12.96,16.887681,-3.927681,0.0,0.0,24.0,-24.0,0.0,0.9,2.6,-1.7
delayed_response,79,34.804863,12.96,16.573466,-3.613466,0.0,0.0,24.0,-24.0,0.0,0.9,2.6,-1.7
delayed_response,80,31.480474,12.96,16.284389,-3.324389,0.0,0.0,24.0,-24.0,0.0,0.9,2.6,-1.7
delayed_response,81,28.422036,12.96,16.018438,-3.058438,0.0,0.0,24.0,-24.0,0.0,0.9,2.6,-1.7
delayed_response,82,25.608273,12.96,15.773763,-2.813763,0.0,0.0,24.0,-24.0,0.0,0.9,2.6,-1.7
delayed_response,83,23.019611,12.96,15.548662,-2.588662,0.0,0.0,24.0,-24.0,0.0,0.9,2.6,-1.7
delayed_response,84,20.638042,12.96,15.341569,-2.381569,0.0,0.0,24.0,-24.0,0.0,0.9,2.6,-1.7
delayed_response,85,18.446999,12.96,15.151043,-2.191043,0.0,0.0,12.0,-12.0,0.2,2.8,2.6,0.2
delayed_response,86,16.431239,12.96,14.97576,-2.01576,0.0,0.0,12.0,-12.0,0.4024,2.8,2.5976,0.2024
delayed_response,87,14.57674,12.96,14.814499,-1.854499,0.0,0.0,12.0,-12.0,0.607229,2.8,2.595171,0.204829
delayed_response,88,12.870601,12.96,14.666139,-1.706139,0.0,0.0,12.0,-12.0,0.814516,2.8,2.592713,0.207287
delayed_response,89,11.300953,12.96,14.529648,-1.569648,0.0,0.0,12.0,-12.0,1.02429,2.8,2.590226,0.209774
delayed_response,90,9.856876,12.96,14.404076,-1.444076,0.0,0.0,12.0,-12.0,1.236581,2.8,2.587709,0.212291
delayed_response,91,8.528326,12.96,14.28855,-1.32855,0.0,0.0,12.0,-12.0,1.45142,2.8,2.585161,0.214839
delayed_response,92,7.30606,12.96,14.182266,-1.222266,0.0,0.0,12.0,-12.0,1.668837,2.8,2.582583,0.217417
delayed_response,93,6.181575,12.96,14.084485,-1.124485,0.0,0.0,12.0,-12.0,1.888863,2.8,2.579974,0.220026
delayed_response,94,5.147049,12.96,13.994526,-1.034526,0.0,0.0,12.0,-12.0,2.11153,2.8,2.577334,0.222666
delayed_response,95,4.195285,12.96,13.911764,-0.951764,0.0,0.0,12.0,-12.0,2.336868,2.8,2.574662,0.225338
delayed_response,96,3.319663,12.96,13.835623,-0.875623,0.0,0.0,12.0,-12.0,2.56491,2.8,2.571958,0.228042
delayed_response,97,2.51409,12.96,13.765573,-0.805573,0.0,0.0,12.0,-12.0,2.795689,2.8,2.569221,0.230779
delayed_response,98,1.772962,12.96,13.701127,-0.741127,0.0,0.0,12.0,-12.0,3.029238,2.8,2.566452,0.233548
delayed_response,99,1.091125,12.96,13.641837,-0.681837,0.0,0.0,12.0,-12.0,3.265588,2.8,2.563649,0.236351
delayed_response,100,0.463835,12.96,13.58729,-0.62729,0.0,0.0,12.0,-12.0,3.504776,2.8,2.560813,0.239187
delayed_response,101,0.0,12.96,13.423835,-0.463835,0.0,0.0,12.0,-12.0,3.746833,2.8,2.557943,0.242057
delayed_response,102,0.0,12.96,12.96,0.0,0.0,0.0,12.0,-12.0,3.991795,2.8,2.555038,0.244962
delayed_response,103,0.0,12.96,12.96,0.0,0.0,0.0,12.0,-12.0,4.239696,2.8,2.552098,0.247902
delayed_response,104,0.0,12.96,12.96,0.0,0.0,0.0,12.0,-12.0,4.490573,2.8,2.549124,0.250876
delayed_response,105,0.0,12.96,12.96,0.0,0.0,0.0,12.0,-12.0,4.74446,2.8,2.546113,0.253887
delayed_response,106,0.0,12.96,12.96,0.0,0.0,0.0,12.0,-12.0,5.001393,2.8,2.543066,0.256934
delayed_response,107,0.0,12.96,12.96,0.0,0.0,0.0,12.0,-12.0,5.26141,2.8,2.539983,0.260017
delayed_response,108,0.0,12.96,12.96,0.0,0.0,0.0,12.0,-12.0,5.524547,2.8,2.536863,0.263137
delayed_response,109,0.0,12.96,12.96,0.0,0.0,0.0,12.0,-12.0,5.790841,2.8,2.533705,0.266295
delayed_response,110,0.0,12.96,12.96,0.0,0.0,0.0,12.0,-12.0,6.060331,2.8,2.53051,0.26949
delayed_response,111,0.0,12.96,12.96,0.0,0.0,0.0,12.0,-12.0,6.333055,2.8,2.527276,0.272724
delayed_response,112,0.0,12.96,12.96,0.0,0.0,0.0,12.0,-12.0,6.609052,2.8,2.524003,0.275997
delayed_response,113,0.0,12.96,12.96,0.0,0.0,0.0,12.0,-12.0,6.888361,2.8,2.520691,0.279309
delayed_response,114,0.0,12.96,12.96,0.0,0.0,0.0,12.0,-12.0,7.171021,2.8,2.51734,0.28266
delayed_response,115,0.0,12.96,12.96,0.0,0.0,0.0,12.0,-12.0,7.457073,2.8,2.513948,0.286052
delayed_response,116,0.0,12.96,12.96,0.0,0.0,0.0,12.0,-12.0,7.746558,2.8,2.510515,0.289485
delayed_response,117,0.0,12.96,12.96,0.0,0.0,0.0,12.0,-12.0,8.039517,2.8,2.507041,0.292959
delayed_response,118,0.0,12.96,12.96,0.0,0.0,0.0,12.0,-12.0,8.335991,2.8,2.503526,0.296474
delayed_response,119,0.0,12.96,12.96,0.0,0.0,0.0,12.0,-12.0,8.636023,2.8,2.499968,0.300032
delayed_response,120,0.0,12.96,12.96,0.0,0.0,0.0,12.0,-12.0,8.939655,2.8,2.496368,0.303632
high_demand_stress,1,84.1,22.5,18.4,4.1,582.8,10.8,28.0,-17.2,70.964,0.7,1.736,-1.036
high_demand_stress,2,87.872,22.5,18.728,3.772,565.741487,10.941487,28.0,-17.058513,69.915568,0.7,1.748432,-1.048432
high_demand_stress,3,91.34224,22.5,19.02976,3.47024,548.797,11.055513,28.0,-16.944487,68.854555,0.7,1.761013,-1.061013
high_demand_stress,4,94.534861,22.5,19.307379,3.192621,531.939848,11.142848,28.0,-16.857152,67.780809,0.7,1.773745,-1.073745
high_demand_stress,5,97.472072,22.5,19.562789,2.937211,515.143941,11.204093,28.0,-16.795907,66.694179,0.7,1.78663,-1.08663
high_demand_stress,6,100.174306,22.5,19.797766,2.702234,498.383621,11.23968,28.0,-16.76032,65.594509,0.7,1.79967,-1.09967
high_demand_stress,7,102.660362,22.5,20.013944,2.486056,481.633503,11.249882,28.0,-16.750118,64.481643,0.7,1.812866,-1.112866
high_demand_stress,8,104.947533,22.5,20.212829,2.287171,464.868324,11.23482,28.0,-16.76518,63.355423,0.7,1.82622,-1.12622
high_demand_stress,9,107.05173,22.5,20.395803,2.104197,448.062783,11.194459,28.0,-16.805541,62.215688,0.7,1.839735,-1.139735
high_demand_stress,10,108.987592,22.5,20.564138,1.935862,431.191397,11.128614,28.0,-16.871386,61.062277,0.7,1.853412,-1.153412
high_demand_stress,11,110.768584,22.5,20.719007,1.780993,414.228339,11.036942,28.0,-16.963058,59.895024,0.7,1.867253,-1.167253
high_demand_stress,12,112.407098,22.5,20.861487,1.638513,397.147284,10.918945,28.0,-17.081055,58.713764,0.7,1.88126,-1.18126
high_demand_stress,13,113.91453,22.5,20.992568,1.507432,379.921243,10.773959,28.0,-17.226041,57.518329,0.7,1.895435,-1.195435
high_demand_stress,14,115.301367,22.5,21.113162,1.386838,362.522392,10.601149,28.0,-17.398851,56.308549,0.7,1.90978,-1.20978
high_demand_stress,15,116.577258,22.5,21.224109,1.275891,344.921888,10.399496,28.0,-17.600504,55.084252,0.7,1.924297,-1.224297
high_demand_stress,16,117.751077,22.5,21.326181,1.173819,327.089673,10.167785,28.0,-17.832215,53.845263,0.7,1.938989,-1.238989
high_demand_stress,17,118.830991,22.5,21.420086,1.079914,308.994264,9.904591,28.0,-18.095409,52.591406,0.7,1.953857,-1.253857
high_demand_stress,18,119.824512,22.5,21.506479,0.993521,290.60252,9.608256,28.0,-18.391744,51.322503,0.7,1.968903,-1.268903
high_demand_stress,19,120.738551,22.5,21.585961,0.914039,271.879392,9.276871,28.0,-18.723129,50.038373,0.7,1.98413,-1.28413
high_demand_stress,20,121.579467,22.5,21.659084,0.840916,252.787636,8.908244,28.0,-19.091756,48.738833,0.7,1.99954,-1.29954
high_demand_stress,21,122.35311,22.5,21.726357,0.773643,233.287508,8.499872,28.0,-19.500128,47.423699,0.7,2.015134,-1.315134
high_demand_stress,22,123.064861,22.5,21.788249,0.711751,213.336408,8.0489,28.0,-19.9511,46.092784,0.7,2.030916,-1.330916
high_demand_stress,23,123.719672,22.5,21.845189,0.654811,192.888488,7.552079,28.0,-20.447921,44.745897,0.7,2.046887,-1.346887
high_demand_stress,24,124.322098,22.5,21.897574,0.602426,171.894201,7.005713,28.0,-20.994287,43.382848,0.7,2.063049,-1.363049
high_demand_stress,25,124.87633,22.5,21.945768,0.554232,150.299797,6.405596,28.0,-21.594404,42.003442,0.7,2.079406,-1.379406
high_demand_stress,26,125.386224,22.5,21.990106,0.509894,128.046737,5.74694,28.0,-22.25306,40.607483,0.7,2.095959,-1.395959
high_demand_stress,27,125.855326,22.5,22.030898,0.469102,105.071021,5.024285,28.0,-22.975715,39.194773,0.7,2.11271,-1.41271
high_demand_stress,28,126.2869,22.5,22.068426,0.431574,81.302421,4.2314,28.0,-23.7686,37.765111,0.7,2.129663,-1.429663
high_demand_stress,29,126.683948,22.5,22.102952,0.397048,56.663576,3.361155,28.0,-24.638845,36.318292,0.7,2.146819,-1.446819
high_demand_stress,30,127.049232,22.5,22.134716,0.365284,31.068953,2.405377,28.0,-25.594623,34.854111,0.7,2.16418,-1.46418
high_demand_stress,31,127.385294,22.5,22.163939,0.336061,4.423618,1.354665,28.0,-26.645335,33.372361,0.7,2.181751,-1.481751
high_demand_stress,32,127.69447,22.5,22.190823,0.309177,0.0,0.198182,28.0,-27.801818,31.872829,0.7,2.199532,-1.499532
high_demand_stress,33,127.978912,22.5,22.215558,0.284442,0.0,0.0,28.0,-28.0,30.355303,0.7,2.217526,-1.517526
high_demand_stress,34,128.240599,22.5,22.238313,0.261687,0.0,0.0,28.0,-28.0,28.819567,0.7,2.235736,-1.535736
high_demand_stress,35,128.481351,22.5,22.259248,0.240752,0.0,0.0,28.0,-28.0,27.265401,0.7,2.254165,-1.554165
high_demand_stress,36,128.702843,22.5,22.278508,0.221492,0.0,0.0,28.0,-28.0,25.692586,0.7,2.272815,-1.572815
high_demand_stress,37,128.906616,22.5,22.296227,0.203773,0.0,0.0,28.0,-28.0,24.100897,0.7,2.291689,-1.591689
high_demand_stress,38,129.094087,22.5,22.312529,0.187471,0.0,0.0,28.0,-28.0,22.490108,0.7,2.310789,-1.610789
high_demand_stress,39,129.26656,22.5,22.327527,0.172473,0.0,0.0,28.0,-28.0,20.859989,0.7,2.330119,-1.630119
high_demand_stress,40,129.425235,22.5,22.341325,0.158675,0.0,0.0,28.0,-28.0,19.210309,0.7,2.34968,-1.64968
high_demand_stress,41,129.571216,22.5,22.354019,0.145981,0.0,0.0,28.0,-28.0,17.540833,0.7,2.369476,-1.669476
high_demand_stress,42,129.705519,22.5,22.365697,0.134303,0.0,0.0,28.0,-28.0,15.851323,0.7,2.38951,-1.68951
high_demand_stress,43,129.829077,22.5,22.376442,0.123558,0.0,0.0,28.0,-28.0,14.141539,0.7,2.409784,-1.709784
high_demand_stress,44,129.942751,22.5,22.386326,0.113674,0.0,0.0,28.0,-28.0,12.411237,0.7,2.430302,-1.730302
high_demand_stress,45,130.047331,22.5,22.39542,0.10458,0.0,0.0,28.0,-28.0,10.660172,0.7,2.451065,-1.751065
high_demand_stress,46,130.143545,22.5,22.403786,0.096214,0.0,0.0,28.0,-28.0,8.888094,0.7,2.472078,-1.772078
high_demand_stress,47,130.232061,22.5,22.411484,0.088516,0.0,0.0,28.0,-28.0,7.094751,0.7,2.493343,-1.793343
high_demand_stress,48,130.313496,22.5,22.418565,0.081435,0.0,0.0,28.0,-28.0,5.279888,0.7,2.514863,-1.814863
high_demand_stress,49,130.388416,22.5,22.42508,0.07492,0.0,0.0,28.0,-28.0,3.443247,0.7,2.536641,-1.836641
high_demand_stress,50,130.457343,22.5,22.431073,0.068927,0.0,0.0,28.0,-28.0,1.584566,0.7,2.558681,-1.858681
high_demand_stress,51,130.520756,22.5,22.436587,0.063413,0.0,0.0,28.0,-28.0,0.0,0.7,2.580985,-1.880985
high_demand_stress,52,130.579095,22.5,22.44166,0.05834,0.0,0.0,28.0,-28.0,0.0,0.7,2.6,-1.9
high_demand_stress,53,130.632768,22.5,22.446328,0.053672,0.0,0.0,28.0,-28.0,0.0,0.7,2.6,-1.9
high_demand_stress,54,130.682146,22.5,22.450621,0.049379,0.0,0.0,28.0,-28.0,0.0,0.7,2.6,-1.9
high_demand_stress,55,130.727574,22.5,22.454572,0.045428,0.0,0.0,28.0,-28.0,0.0,0.7,2.6,-1.9
high_demand_stress,56,130.769369,22.5,22.458206,0.041794,0.0,0.0,28.0,-28.0,0.0,0.7,2.6,-1.9
high_demand_stress,57,130.807819,22.5,22.461549,0.038451,0.0,0.0,28.0,-28.0,0.0,0.7,2.6,-1.9
high_demand_stress,58,130.843194,22.5,22.464626,0.035374,0.0,0.0,28.0,-28.0,0.0,0.7,2.6,-1.9
high_demand_stress,59,130.875738,22.5,22.467455,0.032545,0.0,0.0,28.0,-28.0,0.0,0.7,2.6,-1.9
high_demand_stress,60,130.905679,22.5,22.470059,0.029941,0.0,0.0,28.0,-28.0,0.0,0.7,2.6,-1.9
high_demand_stress,61,130.933225,22.5,22.472454,0.027546,0.0,0.0,28.0,-28.0,0.0,0.7,2.6,-1.9
high_demand_stress,62,130.958567,22.5,22.474658,0.025342,0.0,0.0,28.0,-28.0,0.0,0.7,2.6,-1.9
high_demand_stress,63,130.981881,22.5,22.476685,0.023315,0.0,0.0,28.0,-28.0,0.0,0.7,2.6,-1.9
high_demand_stress,64,131.003331,22.5,22.478551,0.021449,0.0,0.0,28.0,-28.0,0.0,0.7,2.6,-1.9
high_demand_stress,65,131.023064,22.5,22.480266,0.019734,0.0,0.0,28.0,-28.0,0.0,0.7,2.6,-1.9
high_demand_stress,66,131.041219,22.5,22.481845,0.018155,0.0,0.0,28.0,-28.0,0.0,0.7,2.6,-1.9
