scenario_id,model,policy,scenario_pressure,performance_score,regret
81,logistic,Policy_B_balanced,0.384439,100.0,0.0
81,logistic,Policy_C_high_adaptation,0.384439,100.0,0.0
81,managed_logistic,Policy_A_low_intervention,0.384439,94.41771,5.58229
81,managed_logistic,Policy_B_balanced,0.384439,100.0,0.0
81,managed_logistic,Policy_C_high_adaptation,0.384439,100.0,0.0
82,exponential,Policy_A_low_intervention,0.343677,89.29057,10.70943
82,exponential,Policy_B_balanced,0.343677,100.0,0.0
82,exponential,Policy_C_high_adaptation,0.343677,100.0,0.0
82,logistic,Policy_A_low_intervention,0.343677,94.44572,5.55428
82,logistic,Policy_B_balanced,0.343677,100.0,0.0
82,logistic,Policy_C_high_adaptation,0.343677,100.0,0.0
82,managed_logistic,Policy_A_low_intervention,0.343677,97.882486,2.117514
82,managed_logistic,Policy_B_balanced,0.343677,100.0,0.0
82,managed_logistic,Policy_C_high_adaptation,0.343677,100.0,0.0
83,exponential,Policy_A_low_intervention,0.297164,94.407011,5.592989
83,exponential,Policy_B_balanced,0.297164,100.0,0.0
83,exponential,Policy_C_high_adaptation,0.297164,100.0,0.0
83,logistic,Policy_A_low_intervention,0.297164,98.864464,1.135536
83,logistic,Policy_B_balanced,0.297164,100.0,0.0
83,logistic,Policy_C_high_adaptation,0.297164,100.0,0.0
83,managed_logistic,Policy_A_low_intervention,0.297164,100.0,0.0
83,managed_logistic,Policy_B_balanced,0.297164,100.0,0.0
83,managed_logistic,Policy_C_high_adaptation,0.297164,100.0,0.0
84,exponential,Policy_A_low_intervention,0.864586,31.990497,30.71
84,exponential,Policy_B_balanced,0.864586,54.865497,7.835
84,exponential,Policy_C_high_adaptation,0.864586,62.700497,0.0
84,logistic,Policy_A_low_intervention,0.864586,44.959293,30.71
84,logistic,Policy_B_balanced,0.864586,67.834293,7.835
84,logistic,Policy_C_high_adaptation,0.864586,75.669293,0.0
84,managed_logistic,Policy_A_low_intervention,0.864586,53.605157,30.71
84,managed_logistic,Policy_B_balanced,0.864586,76.480157,7.835
84,managed_logistic,Policy_C_high_adaptation,0.864586,84.315157,0.0
85,exponential,Policy_A_low_intervention,0.353472,88.21306,11.78694
85,exponential,Policy_B_balanced,0.353472,100.0,0.0
85,exponential,Policy_C_high_adaptation,0.353472,100.0,0.0
85,logistic,Policy_A_low_intervention,0.353472,93.515143,6.484857
85,logistic,Policy_B_balanced,0.353472,100.0,0.0
85,logistic,Policy_C_high_adaptation,0.353472,100.0,0.0
85,managed_logistic,Policy_A_low_intervention,0.353472,97.049865,2.950135
85,managed_logistic,Policy_B_balanced,0.353472,100.0,0.0
85,managed_logistic,Policy_C_high_adaptation,0.353472,100.0,0.0
86,exponential,Policy_A_low_intervention,0.448092,77.804895,22.195105
86,exponential,Policy_B_balanced,0.448092,100.0,0.0
86,exponential,Policy_C_high_adaptation,0.448092,100.0,0.0
86,logistic,Policy_A_low_intervention,0.448092,84.526273,15.473727
86,logistic,Policy_B_balanced,0.448092,100.0,0.0
86,logistic,Policy_C_high_adaptation,0.448092,100.0,0.0
86,managed_logistic,Policy_A_low_intervention,0.448092,89.007191,10.992809
86,managed_logistic,Policy_B_balanced,0.448092,100.0,0.0
86,managed_logistic,Policy_C_high_adaptation,0.448092,100.0,0.0
87,exponential,Policy_A_low_intervention,0.56276,65.191426,30.71
87,exponential,Policy_B_balanced,0.56276,88.066426,7.835
87,exponential,Policy_C_high_adaptation,0.56276,95.901426,0.0
87,logistic,Policy_A_low_intervention,0.56276,73.632823,26.367177
87,logistic,Policy_B_balanced,0.56276,96.507823,3.492177
87,logistic,Policy_C_high_adaptation,0.56276,100.0,0.0
87,managed_logistic,Policy_A_low_intervention,0.56276,79.26042,20.73958
87,managed_logistic,Policy_B_balanced,0.56276,100.0,0.0
87,managed_logistic,Policy_C_high_adaptation,0.56276,100.0,0.0
88,exponential,Policy_A_low_intervention,0.947138,22.909866,30.71
88,exponential,Policy_B_balanced,0.947138,45.784866,7.835
88,exponential,Policy_C_high_adaptation,0.947138,53.619866,0.0
88,logistic,Policy_A_low_intervention,0.947138,37.11693,30.71
88,logistic,Policy_B_balanced,0.947138,59.99193,7.835
88,logistic,Policy_C_high_adaptation,0.947138,67.82693,0.0
88,managed_logistic,Policy_A_low_intervention,0.947138,46.588306,30.71
88,managed_logistic,Policy_B_balanced,0.947138,69.463306,7.835
88,managed_logistic,Policy_C_high_adaptation,0.947138,77.298306,0.0
89,exponential,Policy_A_low_intervention,0.314465,92.503845,7.496155
89,exponential,Policy_B_balanced,0.314465,100.0,0.0
89,exponential,Policy_C_high_adaptation,0.314465,100.0,0.0
89,logistic,Policy_A_low_intervention,0.314465,97.220821,2.779179
89,logistic,Policy_B_balanced,0.314465,100.0,0.0
89,logistic,Policy_C_high_adaptation,0.314465,100.0,0.0
89,managed_logistic,Policy_A_low_intervention,0.314465,100.0,0.0
89,managed_logistic,Policy_B_balanced,0.314465,100.0,0.0
89,managed_logistic,Policy_C_high_adaptation,0.314465,100.0,0.0
90,exponential,Policy_A_low_intervention,0.60935,60.066509,30.71
90,exponential,Policy_B_balanced,0.60935,82.941509,7.835
90,exponential,Policy_C_high_adaptation,0.60935,90.776509,0.0
90,logistic,Policy_A_low_intervention,0.60935,69.206758,30.71
90,logistic,Policy_B_balanced,0.60935,92.081758,7.835
90,logistic,Policy_C_high_adaptation,0.60935,99.916758,0.0
90,managed_logistic,Policy_A_low_intervention,0.60935,75.300257,24.699743
90,managed_logistic,Policy_B_balanced,0.60935,98.175257,1.824743
90,managed_logistic,Policy_C_high_adaptation,0.60935,100.0,0.0
91,exponential,Policy_A_low_intervention,0.689552,51.244288,30.71
91,exponential,Policy_B_balanced,0.689552,74.119288,7.835
91,exponential,Policy_C_high_adaptation,0.689552,81.954288,0.0
91,logistic,Policy_A_low_intervention,0.689552,61.587567,30.71
91,logistic,Policy_B_balanced,0.689552,84.462567,7.835
91,logistic,Policy_C_high_adaptation,0.689552,92.297567,0.0
91,managed_logistic,Policy_A_low_intervention,0.689552,68.483086,30.71
91,managed_logistic,Policy_B_balanced,0.689552,91.358086,7.835
91,managed_logistic,Policy_C_high_adaptation,0.689552,99.193086,0.0
92,exponential,Policy_A_low_intervention,0.956707,21.857223,30.71
92,exponential,Policy_B_balanced,0.956707,44.732223,7.835
92,exponential,Policy_C_high_adaptation,0.956707,52.567223,0.0
92,logistic,Policy_A_low_intervention,0.956707,36.207829,30.71
92,logistic,Policy_B_balanced,0.956707,59.082829,7.835
92,logistic,Policy_C_high_adaptation,0.956707,66.917829,0.0
92,managed_logistic,Policy_A_low_intervention,0.956707,45.7749,30.71
92,managed_logistic,Policy_B_balanced,0.956707,68.6499,7.835
92,managed_logistic,Policy_C_high_adaptation,0.956707,76.4849,0.0
93,exponential,Policy_A_low_intervention,0.905424,27.498374,30.71
93,exponential,Policy_B_balanced,0.905424,50.373374,7.835
93,exponential,Policy_C_high_adaptation,0.905424,58.208374,0.0
93,logistic,Policy_A_low_intervention,0.905424,41.079732,30.71
93,logistic,Policy_B_balanced,0.905424,63.954732,7.835
93,logistic,Policy_C_high_adaptation,0.905424,71.789732,0.0
93,managed_logistic,Policy_A_low_intervention,0.905424,50.133971,30.71
93,managed_logistic,Policy_B_balanced,0.905424,73.008971,7.835
93,managed_logistic,Policy_C_high_adaptation,0.905424,80.843971,0.0
94,exponential,Policy_A_low_intervention,0.941188,23.564367,30.71
94,exponential,Policy_B_balanced,0.941188,46.439367,7.835
94,exponential,Policy_C_high_adaptation,0.941188,54.274367,0.0
94,logistic,Policy_A_low_intervention,0.941188,37.68218,30.71
94,logistic,Policy_B_balanced,0.941188,60.55718,7.835
94,logistic,Policy_C_high_adaptation,0.941188,68.39218,0.0
94,managed_logistic,Policy_A_low_intervention,0.941188,47.094056,30.71
94,managed_logistic,Policy_B_balanced,0.941188,69.969056,7.835
94,managed_logistic,Policy_C_high_adaptation,0.941188,77.804056,0.0
95,exponential,Policy_A_low_intervention,0.472737,75.093946,24.906054
95,exponential,Policy_B_balanced,0.472737,97.968946,2.031054
95,exponential,Policy_C_high_adaptation,0.472737,100.0,0.0
95,logistic,Policy_A_low_intervention,0.472737,82.184999,17.815001
95,logistic,Policy_B_balanced,0.472737,100.0,0.0
95,logistic,Policy_C_high_adaptation,0.472737,100.0,0.0
95,managed_logistic,Policy_A_low_intervention,0.472737,86.912368,13.087632
95,managed_logistic,Policy_B_balanced,0.472737,100.0,0.0
95,managed_logistic,Policy_C_high_adaptation,0.472737,100.0,0.0
96,exponential,Policy_A_low_intervention,0.582237,63.048906,30.71
96,exponential,Policy_B_balanced,0.582237,85.923906,7.835
96,exponential,Policy_C_high_adaptation,0.582237,93.758906,0.0
96,logistic,Policy_A_low_intervention,0.582237,71.782465,28.217535
96,logistic,Policy_B_balanced,0.582237,94.657465,5.342535
96,logistic,Policy_C_high_adaptation,0.582237,100.0,0.0
96,managed_logistic,Policy_A_low_intervention,0.582237,77.604837,22.395163
96,managed_logistic,Policy_B_balanced,0.582237,100.0,0.0
96,managed_logistic,Policy_C_high_adaptation,0.582237,100.0,0.0
97,exponential,Policy_A_low_intervention,0.537017,68.023137,30.71
97,exponential,Policy_B_balanced,0.537017,90.898137,7.835
97,exponential,Policy_C_high_adaptation,0.537017,98.733137,0.0
97,logistic,Policy_A_low_intervention,0.537017,76.078391,23.921609
97,logistic,Policy_B_balanced,0.537017,98.953391,1.046609
97,logistic,Policy_C_high_adaptation,0.537017,100.0,0.0
97,managed_logistic,Policy_A_low_intervention,0.537017,81.448561,18.551439
97,managed_logistic,Policy_B_balanced,0.537017,100.0,0.0
97,managed_logistic,Policy_C_high_adaptation,0.537017,100.0,0.0
98,exponential,Policy_A_low_intervention,0.957354,21.786031,30.71
98,exponential,Policy_B_balanced,0.957354,44.661031,7.835
98,exponential,Policy_C_high_adaptation,0.957354,52.496031,0.0
98,logistic,Policy_A_low_intervention,0.957354,36.146345,30.71
98,logistic,Policy_B_balanced,0.957354,59.021345,7.835
98,logistic,Policy_C_high_adaptation,0.957354,66.856345,0.0
98,managed_logistic,Policy_A_low_intervention,0.957354,45.719888,30.71
98,managed_logistic,Policy_B_balanced,0.957354,68.594888,7.835
98,managed_logistic,Policy_C_high_adaptation,0.957354,76.429888,0.0
99,exponential,Policy_A_low_intervention,1.016185,15.314654,30.71
99,exponential,Policy_B_balanced,1.016185,38.189654,7.835
99,exponential,Policy_C_high_adaptation,1.016185,46.024654,0.0
99,logistic,Policy_A_low_intervention,1.016185,30.557428,30.71
99,logistic,Policy_B_balanced,1.016185,53.432428,7.835
99,logistic,Policy_C_high_adaptation,1.016185,61.267428,0.0
99,managed_logistic,Policy_A_low_intervention,1.016185,40.719278,30.71
99,managed_logistic,Policy_B_balanced,1.016185,63.594278,7.835
99,managed_logistic,Policy_C_high_adaptation,1.016185,71.429278,0.0
100,exponential,Policy_A_low_intervention,0.370737,86.31396,13.68604
100,exponential,Policy_B_balanced,0.370737,100.0,0.0
100,exponential,Policy_C_high_adaptation,0.370737,100.0,0.0
100,logistic,Policy_A_low_intervention,0.370737,91.875011,8.124989
100,logistic,Policy_B_balanced,0.370737,100.0,0.0
100,logistic,Policy_C_high_adaptation,0.370737,100.0,0.0
100,managed_logistic,Policy_A_low_intervention,0.370737,95.582378,4.417622
100,managed_logistic,Policy_B_balanced,0.370737,100.0,0.0
100,managed_logistic,Policy_C_high_adaptation,0.370737,100.0,0.0
101,exponential,Policy_A_low_intervention,0.390974,84.08784,15.91216
101,exponential,Policy_B_balanced,0.390974,100.0,0.0
101,exponential,Policy_C_high_adaptation,0.390974,100.0,0.0
101,logistic,Policy_A_low_intervention,0.390974,89.952453,10.047547
101,logistic,Policy_B_balanced,0.390974,100.0,0.0
101,logistic,Policy_C_high_adaptation,0.390974,100.0,0.0
101,managed_logistic,Policy_A_low_intervention,0.390974,93.862194,6.137806
101,managed_logistic,Policy_B_balanced,0.390974,100.0,0.0
101,managed_logistic,Policy_C_high_adaptation,0.390974,100.0,0.0
102,exponential,Policy_A_low_intervention,0.435565,79.182796,20.817204
102,exponential,Policy_B_balanced,0.435565,100.0,0.0
102,exponential,Policy_C_high_adaptation,0.435565,100.0,0.0
102,logistic,Policy_A_low_intervention,0.435565,85.716278,14.283722
102,logistic,Policy_B_balanced,0.435565,100.0,0.0
102,logistic,Policy_C_high_adaptation,0.435565,100.0,0.0
102,managed_logistic,Policy_A_low_intervention,0.435565,90.071933,9.928067
102,managed_logistic,Policy_B_balanced,0.435565,100.0,0.0
102,managed_logistic,Policy_C_high_adaptation,0.435565,100.0,0.0
103,exponential,Policy_A_low_intervention,0.436669,79.061425,20.938575
103,exponential,Policy_B_balanced,0.436669,100.0,0.0
103,exponential,Policy_C_high_adaptation,0.436669,100.0,0.0
103,logistic,Policy_A_low_intervention,0.436669,85.611458,14.388542
103,logistic,Policy_B_balanced,0.436669,100.0,0.0
103,logistic,Policy_C_high_adaptation,0.436669,100.0,0.0
103,managed_logistic,Policy_A_low_intervention,0.436669,89.978146,10.021854
103,managed_logistic,Policy_B_balanced,0.436669,100.0,0.0
103,managed_logistic,Policy_C_high_adaptation,0.436669,100.0,0.0
104,exponential,Policy_A_low_intervention,0.63797,56.91828,30.71
104,exponential,Policy_B_balanced,0.63797,79.79328,7.835
104,exponential,Policy_C_high_adaptation,0.63797,87.62828,0.0
104,logistic,Policy_A_low_intervention,0.63797,66.487832,30.71
104,logistic,Policy_B_balanced,0.63797,89.362832,7.835
104,logistic,Policy_C_high_adaptation,0.63797,97.197832,0.0
104,managed_logistic,Policy_A_low_intervention,0.63797,72.867534,27.132466
104,managed_logistic,Policy_B_balanced,0.63797,95.742534,4.257466
104,managed_logistic,Policy_C_high_adaptation,0.63797,100.0,0.0
105,exponential,Policy_A_low_intervention,0.721299,47.752132,30.71
105,exponential,Policy_B_balanced,0.721299,70.627132,7.835
105,exponential,Policy_C_high_adaptation,0.721299,78.462132,0.0
105,logistic,Policy_A_low_intervention,0.721299,58.571614,30.71
105,logistic,Policy_B_balanced,0.721299,81.446614,7.835
105,logistic,Policy_C_high_adaptation,0.721299,89.281614,0.0
105,managed_logistic,Policy_A_low_intervention,0.721299,65.784602,30.71
105,managed_logistic,Policy_B_balanced,0.721299,88.659602,7.835
105,managed_logistic,Policy_C_high_adaptation,0.721299,96.494602,0.0
106,exponential,Policy_A_low_intervention,0.460197,76.473298,23.526702
106,exponential,Policy_B_balanced,0.460197,99.348298,0.651702
106,exponential,Policy_C_high_adaptation,0.460197,100.0,0.0
106,logistic,Policy_A_low_intervention,0.460197,83.376257,16.623743
106,logistic,Policy_B_balanced,0.460197,100.0,0.0
106,logistic,Policy_C_high_adaptation,0.460197,100.0,0.0
106,managed_logistic,Policy_A_low_intervention,0.460197,87.97823,12.02177
106,managed_logistic,Policy_B_balanced,0.460197,100.0,0.0
106,managed_logistic,Policy_C_high_adaptation,0.460197,100.0,0.0
107,exponential,Policy_A_low_intervention,0.253275,99.234763,0.765237
107,exponential,Policy_B_balanced,0.253275,100.0,0.0
107,exponential,Policy_C_high_adaptation,0.253275,100.0,0.0
107,logistic,Policy_A_low_intervention,0.253275,100.0,0.0
107,logistic,Policy_B_balanced,0.253275,100.0,0.0
107,logistic,Policy_C_high_adaptation,0.253275,100.0,0.0
107,managed_logistic,Policy_A_low_intervention,0.253275,100.0,0.0
107,managed_logistic,Policy_B_balanced,0.253275,100.0,0.0
107,managed_logistic,Policy_C_high_adaptation,0.253275,100.0,0.0
108,exponential,Policy_A_low_intervention,0.585157,62.727708,30.71
108,exponential,Policy_B_balanced,0.585157,85.602708,7.835
108,exponential,Policy_C_high_adaptation,0.585157,93.437708,0.0
108,logistic,Policy_A_low_intervention,0.585157,71.505066,28.494934
108,logistic,Policy_B_balanced,0.585157,94.380066,5.619934
108,logistic,Policy_C_high_adaptation,0.585157,100.0,0.0
108,managed_logistic,Policy_A_low_intervention,0.585157,77.356638,22.643362
108,managed_logistic,Policy_B_balanced,0.585157,100.0,0.0
108,managed_logistic,Policy_C_high_adaptation,0.585157,100.0,0.0
109,exponential,Policy_A_low_intervention,0.545403,67.100686,30.71
109,exponential,Policy_B_balanced,0.545403,89.975686,7.835
109,exponential,Policy_C_high_adaptation,0.545403,97.810686,0.0
109,logistic,Policy_A_low_intervention,0.545403,75.281728,24.718272
109,logistic,Policy_B_balanced,0.545403,98.156728,1.843272
109,logistic,Policy_C_high_adaptation,0.545403,100.0,0.0
109,managed_logistic,Policy_A_low_intervention,0.545403,80.735757,19.264243
109,managed_logistic,Policy_B_balanced,0.545403,100.0,0.0
109,managed_logistic,Policy_C_high_adaptation,0.545403,100.0,0.0
110,exponential,Policy_A_low_intervention,0.703073,49.756972,30.71
110,exponential,Policy_B_balanced,0.703073,72.631972,7.835
110,exponential,Policy_C_high_adaptation,0.703073,80.466972,0.0
110,logistic,Policy_A_low_intervention,0.703073,60.303067,30.71
110,logistic,Policy_B_balanced,0.703073,83.178067,7.835
110,logistic,Policy_C_high_adaptation,0.703073,91.013067,0.0
110,managed_logistic,Policy_A_low_intervention,0.703073,67.333797,30.71
110,managed_logistic,Policy_B_balanced,0.703073,90.208797,7.835
110,managed_logistic,Policy_C_high_adaptation,0.703073,98.043797,0.0
111,exponential,Policy_A_low_intervention,1.012478,15.722383,30.71
111,exponential,Policy_B_balanced,1.012478,38.597383,7.835
111,exponential,Policy_C_high_adaptation,1.012478,46.432383,0.0
111,logistic,Policy_A_low_intervention,1.012478,30.909558,30.71
111,logistic,Policy_B_balanced,1.012478,53.784558,7.835
111,logistic,Policy_C_high_adaptation,1.012478,61.619558,0.0
111,managed_logistic,Policy_A_low_intervention,1.012478,41.034341,30.71
111,managed_logistic,Policy_B_balanced,1.012478,63.909341,7.835
111,managed_logistic,Policy_C_high_adaptation,1.012478,71.744341,0.0
112,exponential,Policy_A_low_intervention,0.802395,38.831558,30.71
112,exponential,Policy_B_balanced,0.802395,61.706558,7.835
112,exponential,Policy_C_high_adaptation,0.802395,69.541558,0.0
112,logistic,Policy_A_low_intervention,0.802395,50.867482,30.71
112,logistic,Policy_B_balanced,0.802395,73.742482,7.835
112,logistic,Policy_C_high_adaptation,0.802395,81.577482,0.0
112,managed_logistic,Policy_A_low_intervention,0.802395,58.891431,30.71
112,managed_logistic,Policy_B_balanced,0.802395,81.766431,7.835
112,managed_logistic,Policy_C_high_adaptation,0.802395,89.601431,0.0
113,exponential,Policy_A_low_intervention,0.662393,54.231754,30.71
113,exponential,Policy_B_balanced,0.662393,77.106754,7.835
113,exponential,Policy_C_high_adaptation,0.662393,84.941754,0.0
113,logistic,Policy_A_low_intervention,0.662393,64.167651,30.71
113,logistic,Policy_B_balanced,0.662393,87.042651,7.835
113,logistic,Policy_C_high_adaptation,0.662393,94.877651,0.0
113,managed_logistic,Policy_A_low_intervention,0.662393,70.791583,29.208417
113,managed_logistic,Policy_B_balanced,0.662393,93.666583,6.333417
113,managed_logistic,Policy_C_high_adaptation,0.662393,100.0,0.0
114,exponential,Policy_A_low_intervention,0.744074,45.246838,30.71
114,exponential,Policy_B_balanced,0.744074,68.121838,7.835
114,exponential,Policy_C_high_adaptation,0.744074,75.956838,0.0
114,logistic,Policy_A_low_intervention,0.744074,56.407951,30.71
114,logistic,Policy_B_balanced,0.744074,79.282951,7.835
114,logistic,Policy_C_high_adaptation,0.744074,87.117951,0.0
114,managed_logistic,Policy_A_low_intervention,0.744074,63.848693,30.71
114,managed_logistic,Policy_B_balanced,0.744074,86.723693,7.835
114,managed_logistic,Policy_C_high_adaptation,0.744074,94.558693,0.0
115,exponential,Policy_A_low_intervention,0.79096,40.089393,30.71
115,exponential,Policy_B_balanced,0.79096,62.964393,7.835
115,exponential,Policy_C_high_adaptation,0.79096,70.799393,0.0
115,logistic,Policy_A_low_intervention,0.79096,51.953794,30.71
115,logistic,Policy_B_balanced,0.79096,74.828794,7.835
115,logistic,Policy_C_high_adaptation,0.79096,82.663794,0.0
115,managed_logistic,Policy_A_low_intervention,0.79096,59.863394,30.71
115,managed_logistic,Policy_B_balanced,0.79096,82.738394,7.835
115,managed_logistic,Policy_C_high_adaptation,0.79096,90.573394,0.0
116,exponential,Policy_A_low_intervention,0.293194,94.843625,5.156375
116,exponential,Policy_B_balanced,0.293194,100.0,0.0
116,exponential,Policy_C_high_adaptation,0.293194,100.0,0.0
116,logistic,Policy_A_low_intervention,0.293194,99.24154,0.75846
116,logistic,Policy_B_balanced,0.293194,100.0,0.0
116,logistic,Policy_C_high_adaptation,0.293194,100.0,0.0
116,managed_logistic,Policy_A_low_intervention,0.293194,100.0,0.0
116,managed_logistic,Policy_B_balanced,0.293194,100.0,0.0
116,managed_logistic,Policy_C_high_adaptation,0.293194,100.0,0.0
117,exponential,Policy_A_low_intervention,0.969626,20.436095,30.71
117,exponential,Policy_B_balanced,0.969626,43.311095,7.835
117,exponential,Policy_C_high_adaptation,0.969626,51.146095,0.0
117,logistic,Policy_A_low_intervention,0.969626,34.980491,30.71
117,logistic,Policy_B_balanced,0.969626,57.855491,7.835
117,logistic,Policy_C_high_adaptation,0.969626,65.690491,0.0
117,managed_logistic,Policy_A_low_intervention,0.969626,44.676755,30.71
117,managed_logistic,Policy_B_balanced,0.969626,67.551755,7.835
117,managed_logistic,Policy_C_high_adaptation,0.969626,75.386755,0.0
118,exponential,Policy_A_low_intervention,0.873976,30.957685,30.71
118,exponential,Policy_B_balanced,0.873976,53.832685,7.835
118,exponential,Policy_C_high_adaptation,0.873976,61.667685,0.0
118,logistic,Policy_A_low_intervention,0.873976,44.067319,30.71
118,logistic,Policy_B_balanced,0.873976,66.942319,7.835
118,logistic,Policy_C_high_adaptation,0.873976,74.777319,0.0
118,managed_logistic,Policy_A_low_intervention,0.873976,52.807075,30.71
118,managed_logistic,Policy_B_balanced,0.873976,75.682075,7.835
118,managed_logistic,Policy_C_high_adaptation,0.873976,83.517075,0.0
119,exponential,Policy_A_low_intervention,0.949611,22.63784,30.71
119,exponential,Policy_B_balanced,0.949611,45.51284,7.835
119,exponential,Policy_C_high_adaptation,0.949611,53.34784,0.0
119,logistic,Policy_A_low_intervention,0.949611,36.881998,30.71
119,logistic,Policy_B_balanced,0.949611,59.756998,7.835
119,logistic,Policy_C_high_adaptation,0.949611,67.591998,0.0
119,managed_logistic,Policy_A_low_intervention,0.949611,46.378103,30.71
119,managed_logistic,Policy_B_balanced,0.949611,69.253103,7.835
119,managed_logistic,Policy_C_high_adaptation,0.949611,77.088103,0.0
120,exponential,Policy_A_low_intervention,0.888298,29.382165,30.71
120,exponential,Policy_B_balanced,0.888298,52.257165,7.835
120,exponential,Policy_C_high_adaptation,0.888298,60.092165,0.0
120,logistic,Policy_A_low_intervention,0.888298,42.706643,30.71
120,logistic,Policy_B_balanced,0.888298,65.581643,7.835
120,logistic,Policy_C_high_adaptation,0.888298,73.416643,0.0
120,managed_logistic,Policy_A_low_intervention,0.888298,51.589628,30.71
120,managed_logistic,Policy_B_balanced,0.888298,74.464628,7.835
120,managed_logistic,Policy_C_high_adaptation,0.888298,82.299628,0.0
121,exponential,Policy_A_low_intervention,0.563903,65.065656,30.71
121,exponential,Policy_B_balanced,0.563903,87.940656,7.835
121,exponential,Policy_C_high_adaptation,0.563903,95.775656,0.0
121,logistic,Policy_A_low_intervention,0.563903,73.524203,26.475797
121,logistic,Policy_B_balanced,0.563903,96.399203,3.600797
121,logistic,Policy_C_high_adaptation,0.563903,100.0,0.0
121,managed_logistic,Policy_A_low_intervention,0.563903,79.163234,20.836766
121,managed_logistic,Policy_B_balanced,0.563903,100.0,0.0
121,managed_logistic,Policy_C_high_adaptation,0.563903,100.0,0.0
122,exponential,Policy_A_low_intervention,0.569183,64.484863,30.71
122,exponential,Policy_B_balanced,0.569183,87.359863,7.835
122,exponential,Policy_C_high_adaptation,0.569183,95.194863,0.0
122,logistic,Policy_A_low_intervention,0.569183,73.022609,26.977391
122,logistic,Policy_B_balanced,0.569183,95.897609,4.102391
122,logistic,Policy_C_high_adaptation,0.569183,100.0,0.0
122,managed_logistic,Policy_A_low_intervention,0.569183,78.714439,21.285561
122,managed_logistic,Policy_B_balanced,0.569183,100.0,0.0
122,managed_logistic,Policy_C_high_adaptation,0.569183,100.0,0.0
123,exponential,Policy_A_low_intervention,0.33283,90.483736,9.516264
123,exponential,Policy_B_balanced,0.33283,100.0,0.0
123,exponential,Policy_C_high_adaptation,0.33283,100.0,0.0
123,logistic,Policy_A_low_intervention,0.33283,95.476181,4.523819
123,logistic,Policy_B_balanced,0.33283,100.0,0.0
123,logistic,Policy_C_high_adaptation,0.33283,100.0,0.0
123,managed_logistic,Policy_A_low_intervention,0.33283,98.804478,1.195522
123,managed_logistic,Policy_B_balanced,0.33283,100.0,0.0
123,managed_logistic,Policy_C_high_adaptation,0.33283,100.0,0.0
124,exponential,Policy_A_low_intervention,0.757432,43.777518,30.71
124,exponential,Policy_B_balanced,0.757432,66.652518,7.835
124,exponential,Policy_C_high_adaptation,0.757432,74.487518,0.0
124,logistic,Policy_A_low_intervention,0.757432,55.138993,30.71
124,logistic,Policy_B_balanced,0.757432,78.013993,7.835
124,logistic,Policy_C_high_adaptation,0.757432,85.848993,0.0
124,managed_logistic,Policy_A_low_intervention,0.757432,62.71331,30.71
124,managed_logistic,Policy_B_balanced,0.757432,85.58831,7.835
124,managed_logistic,Policy_C_high_adaptation,0.757432,93.42331,0.0
125,exponential,Policy_A_low_intervention,0.299798,94.117192,5.882808
125,exponential,Policy_B_balanced,0.299798,100.0,0.0
125,exponential,Policy_C_high_adaptation,0.299798,100.0,0.0
125,logistic,Policy_A_low_intervention,0.299798,98.614166,1.385834
125,logistic,Policy_B_balanced,0.299798,100.0,0.0
125,logistic,Policy_C_high_adaptation,0.299798,100.0,0.0
125,managed_logistic,Policy_A_low_intervention,0.299798,100.0,0.0
125,managed_logistic,Policy_B_balanced,0.299798,100.0,0.0
125,managed_logistic,Policy_C_high_adaptation,0.299798,100.0,0.0
126,exponential,Policy_A_low_intervention,0.303878,93.66841,6.33159
126,exponential,Policy_B_balanced,0.303878,100.0,0.0
126,exponential,Policy_C_high_adaptation,0.303878,100.0,0.0
126,logistic,Policy_A_low_intervention,0.303878,98.226581,1.773419
126,logistic,Policy_B_balanced,0.303878,100.0,0.0
126,logistic,Policy_C_high_adaptation,0.303878,100.0,0.0
126,managed_logistic,Policy_A_low_intervention,0.303878,100.0,0.0
126,managed_logistic,Policy_B_balanced,0.303878,100.0,0.0
126,managed_logistic,Policy_C_high_adaptation,0.303878,100.0,0.0
127,exponential,Policy_A_low_intervention,0.417011,81.22384,18.77616
127,exponential,Policy_B_balanced,0.417011,100.0,0.0
127,exponential,Policy_C_high_adaptation,0.417011,100.0,0.0
127,logistic,Policy_A_low_intervention,0.417011,87.478998,12.521002
127,logistic,Policy_B_balanced,0.417011,100.0,0.0
127,logistic,Policy_C_high_adaptation,0.417011,100.0,0.0
127,managed_logistic,Policy_A_low_intervention,0.417011,91.649103,8.350897
127,managed_logistic,Policy_B_balanced,0.417011,100.0,0.0
127,managed_logistic,Policy_C_high_adaptation,0.417011,100.0,0.0
128,exponential,Policy_A_low_intervention,0.379843,85.312319,14.687681
128,exponential,Policy_B_balanced,0.379843,100.0,0.0
128,exponential,Policy_C_high_adaptation,0.379843,100.0,0.0
128,logistic,Policy_A_low_intervention,0.379843,91.009958,8.990042
128,logistic,Policy_B_balanced,0.379843,100.0,0.0
128,logistic,Policy_C_high_adaptation,0.379843,100.0,0.0
128,managed_logistic,Policy_A_low_intervention,0.379843,94.808383,5.191617
128,managed_logistic,Policy_B_balanced,0.379843,100.0,0.0
128,managed_logistic,Policy_C_high_adaptation,0.379843,100.0,0.0
129,exponential,Policy_A_low_intervention,0.522043,69.670279,30.329721
