time,node,state,network_mean_state,network_state_sd,network_entropy
37,N04,0.174689,0.149416,0.049256,2.083766
37,N05,0.178699,0.149416,0.049256,2.083766
37,N06,0.187913,0.149416,0.049256,2.083766
37,N07,0.141829,0.149416,0.049256,2.083766
37,N08,0.069538,0.149416,0.049256,2.083766
37,N09,0.095862,0.149416,0.049256,2.083766
37,N10,0.092199,0.149416,0.049256,2.083766
37,N11,0.132648,0.149416,0.049256,2.083766
37,N12,0.140227,0.149416,0.049256,2.083766
37,N13,0.249418,0.149416,0.049256,2.083766
37,N14,0.216014,0.149416,0.049256,2.083766
37,N15,0.114127,0.149416,0.049256,2.083766
38,N01,0.140802,0.15226,0.061508,1.991346
38,N02,0.18111,0.15226,0.061508,1.991346
38,N03,0.22892,0.15226,0.061508,1.991346
38,N04,0.176027,0.15226,0.061508,1.991346
38,N05,0.144601,0.15226,0.061508,1.991346
38,N06,0.155956,0.15226,0.061508,1.991346
38,N07,0.154119,0.15226,0.061508,1.991346
38,N08,0.049099,0.15226,0.061508,1.991346
38,N09,0.093961,0.15226,0.061508,1.991346
38,N10,0.134272,0.15226,0.061508,1.991346
38,N11,0.0807,0.15226,0.061508,1.991346
38,N12,0.213817,0.15226,0.061508,1.991346
38,N13,0.291419,0.15226,0.061508,1.991346
38,N14,0.166921,0.15226,0.061508,1.991346
38,N15,0.072175,0.15226,0.061508,1.991346
39,N01,0.14244,0.145591,0.06961,1.968693
39,N02,0.144259,0.145591,0.06961,1.968693
39,N03,0.20044,0.145591,0.06961,1.968693
39,N04,0.087278,0.145591,0.06961,1.968693
39,N05,0.135329,0.145591,0.06961,1.968693
39,N06,0.218923,0.145591,0.06961,1.968693
39,N07,0.105752,0.145591,0.06961,1.968693
39,N08,0.059324,0.145591,0.06961,1.968693
39,N09,0.040244,0.145591,0.06961,1.968693
39,N10,0.148161,0.145591,0.06961,1.968693
39,N11,0.087849,0.145591,0.06961,1.968693
39,N12,0.276449,0.145591,0.06961,1.968693
39,N13,0.28047,0.145591,0.06961,1.968693
39,N14,0.155022,0.145591,0.06961,1.968693
39,N15,0.101923,0.145591,0.06961,1.968693
40,N01,0.130106,0.151472,0.060072,1.898927
40,N02,0.101787,0.151472,0.060072,1.898927
40,N03,0.192271,0.151472,0.060072,1.898927
40,N04,0.09425,0.151472,0.060072,1.898927
40,N05,0.140434,0.151472,0.060072,1.898927
40,N06,0.216424,0.151472,0.060072,1.898927
40,N07,0.093898,0.151472,0.060072,1.898927
40,N08,0.084187,0.151472,0.060072,1.898927
40,N09,0.112384,0.151472,0.060072,1.898927
40,N10,0.094247,0.151472,0.060072,1.898927
40,N11,0.166443,0.151472,0.060072,1.898927
40,N12,0.248945,0.151472,0.060072,1.898927
40,N13,0.241985,0.151472,0.060072,1.898927
40,N14,0.24815,0.151472,0.060072,1.898927
40,N15,0.106576,0.151472,0.060072,1.898927
41,N01,0.181116,0.139185,0.048053,1.93381
41,N02,0.140479,0.139185,0.048053,1.93381
41,N03,0.117354,0.139185,0.048053,1.93381
41,N04,0.107583,0.139185,0.048053,1.93381
41,N05,0.125396,0.139185,0.048053,1.93381
41,N06,0.159454,0.139185,0.048053,1.93381
41,N07,0.042041,0.139185,0.048053,1.93381
41,N08,0.096527,0.139185,0.048053,1.93381
41,N09,0.129915,0.139185,0.048053,1.93381
41,N10,0.116051,0.139185,0.048053,1.93381
41,N11,0.154797,0.139185,0.048053,1.93381
41,N12,0.2068,0.139185,0.048053,1.93381
41,N13,0.208626,0.139185,0.048053,1.93381
41,N14,0.217951,0.139185,0.048053,1.93381
41,N15,0.083684,0.139185,0.048053,1.93381
42,N01,0.164606,0.131603,0.045717,1.93381
42,N02,0.144122,0.131603,0.045717,1.93381
42,N03,0.087984,0.131603,0.045717,1.93381
42,N04,0.10309,0.131603,0.045717,1.93381
42,N05,0.101524,0.131603,0.045717,1.93381
42,N06,0.153719,0.131603,0.045717,1.93381
42,N07,0.07526,0.131603,0.045717,1.93381
42,N08,0.102745,0.131603,0.045717,1.93381
42,N09,0.140831,0.131603,0.045717,1.93381
42,N10,0.062965,0.131603,0.045717,1.93381
42,N11,0.140574,0.131603,0.045717,1.93381
42,N12,0.209496,0.131603,0.045717,1.93381
42,N13,0.231742,0.131603,0.045717,1.93381
42,N14,0.149896,0.131603,0.045717,1.93381
42,N15,0.1055,0.131603,0.045717,1.93381
43,N01,0.198091,0.138308,0.043277,2.118649
43,N02,0.14056,0.138308,0.043277,2.118649
43,N03,0.091057,0.138308,0.043277,2.118649
43,N04,0.120318,0.138308,0.043277,2.118649
43,N05,0.115742,0.138308,0.043277,2.118649
43,N06,0.169262,0.138308,0.043277,2.118649
43,N07,0.087329,0.138308,0.043277,2.118649
43,N08,0.107833,0.138308,0.043277,2.118649
43,N09,0.104368,0.138308,0.043277,2.118649
43,N10,0.070992,0.138308,0.043277,2.118649
43,N11,0.181569,0.138308,0.043277,2.118649
43,N12,0.195627,0.138308,0.043277,2.118649
43,N13,0.216474,0.138308,0.043277,2.118649
43,N14,0.135169,0.138308,0.043277,2.118649
43,N15,0.140227,0.138308,0.043277,2.118649
44,N01,0.153366,0.141671,0.047497,1.991346
44,N02,0.177969,0.141671,0.047497,1.991346
44,N03,0.067447,0.141671,0.047497,1.991346
44,N04,0.08248,0.141671,0.047497,1.991346
44,N05,0.130385,0.141671,0.047497,1.991346
44,N06,0.163646,0.141671,0.047497,1.991346
44,N07,0.106963,0.141671,0.047497,1.991346
44,N08,0.142577,0.141671,0.047497,1.991346
44,N09,0.090288,0.141671,0.047497,1.991346
44,N10,0.099453,0.141671,0.047497,1.991346
44,N11,0.139984,0.141671,0.047497,1.991346
44,N12,0.236801,0.141671,0.047497,1.991346
44,N13,0.229416,0.141671,0.047497,1.991346
44,N14,0.161175,0.141671,0.047497,1.991346
44,N15,0.14312,0.141671,0.047497,1.991346
45,N01,0.120352,0.130012,0.055073,1.771624
45,N02,0.162835,0.130012,0.055073,1.771624
45,N03,0.095574,0.130012,0.055073,1.771624
45,N04,0.08951,0.130012,0.055073,1.771624
45,N05,0.134413,0.130012,0.055073,1.771624
45,N06,0.110507,0.130012,0.055073,1.771624
45,N07,0.121608,0.130012,0.055073,1.771624
45,N08,0.108577,0.130012,0.055073,1.771624
45,N09,0.059228,0.130012,0.055073,1.771624
45,N10,0.096862,0.130012,0.055073,1.771624
45,N11,0.077808,0.130012,0.055073,1.771624
45,N12,0.251469,0.130012,0.055073,1.771624
45,N13,0.25376,0.130012,0.055073,1.771624
45,N14,0.162464,0.130012,0.055073,1.771624
45,N15,0.105208,0.130012,0.055073,1.771624
46,N01,0.088857,0.126806,0.052672,1.806507
46,N02,0.155915,0.126806,0.052672,1.806507
46,N03,0.012647,0.126806,0.052672,1.806507
46,N04,0.103284,0.126806,0.052672,1.806507
46,N05,0.150144,0.126806,0.052672,1.806507
46,N06,0.104809,0.126806,0.052672,1.806507
46,N07,0.102132,0.126806,0.052672,1.806507
46,N08,0.111987,0.126806,0.052672,1.806507
46,N09,0.079478,0.126806,0.052672,1.806507
46,N10,0.130055,0.126806,0.052672,1.806507
46,N11,0.093411,0.126806,0.052672,1.806507
46,N12,0.211727,0.126806,0.052672,1.806507
46,N13,0.229193,0.126806,0.052672,1.806507
46,N14,0.167757,0.126806,0.052672,1.806507
46,N15,0.16069,0.126806,0.052672,1.806507
47,N01,0.076824,0.098515,0.062074,1.876274
47,N02,0.115244,0.098515,0.062074,1.876274
47,N03,-0.001836,0.098515,0.062074,1.876274
47,N04,0.030444,0.098515,0.062074,1.876274
47,N05,0.152751,0.098515,0.062074,1.876274
47,N06,0.063499,0.098515,0.062074,1.876274
47,N07,0.060087,0.098515,0.062074,1.876274
47,N08,0.034324,0.098515,0.062074,1.876274
47,N09,0.050207,0.098515,0.062074,1.876274
47,N10,0.1421,0.098515,0.062074,1.876274
47,N11,0.060215,0.098515,0.062074,1.876274
47,N12,0.14109,0.098515,0.062074,1.876274
47,N13,0.228331,0.098515,0.062074,1.876274
47,N14,0.155301,0.098515,0.062074,1.876274
47,N15,0.169143,0.098515,0.062074,1.876274
48,N01,0.099122,0.09682,0.068341,2.211069
48,N02,0.109104,0.09682,0.068341,2.211069
48,N03,-0.038431,0.09682,0.068341,2.211069
48,N04,0.0366,0.09682,0.068341,2.211069
48,N05,0.152014,0.09682,0.068341,2.211069
48,N06,0.053753,0.09682,0.068341,2.211069
48,N07,0.007764,0.09682,0.068341,2.211069
48,N08,0.073245,0.09682,0.068341,2.211069
48,N09,0.04737,0.09682,0.068341,2.211069
48,N10,0.112137,0.09682,0.068341,2.211069
48,N11,0.076092,0.09682,0.068341,2.211069
48,N12,0.175988,0.09682,0.068341,2.211069
48,N13,0.223133,0.09682,0.068341,2.211069
48,N14,0.143343,0.09682,0.068341,2.211069
48,N15,0.181068,0.09682,0.068341,2.211069
49,N01,0.162787,0.106403,0.082102,1.783854
49,N02,0.156741,0.106403,0.082102,1.783854
49,N03,0.004575,0.106403,0.082102,1.783854
49,N04,0.004094,0.106403,0.082102,1.783854
49,N05,0.26596,0.106403,0.082102,1.783854
49,N06,0.020312,0.106403,0.082102,1.783854
49,N07,0.004783,0.106403,0.082102,1.783854
49,N08,0.036567,0.106403,0.082102,1.783854
49,N09,0.117771,0.106403,0.082102,1.783854
49,N10,0.117772,0.106403,0.082102,1.783854
49,N11,0.038854,0.106403,0.082102,1.783854
49,N12,0.178175,0.106403,0.082102,1.783854
49,N13,0.230851,0.106403,0.082102,1.783854
49,N14,0.133871,0.106403,0.082102,1.783854
49,N15,0.122933,0.106403,0.082102,1.783854
50,N01,0.122627,0.099909,0.081004,2.083766
50,N02,0.133941,0.099909,0.081004,2.083766
50,N03,0.016754,0.099909,0.081004,2.083766
50,N04,0.010796,0.099909,0.081004,2.083766
50,N05,0.247616,0.099909,0.081004,2.083766
50,N06,0.007684,0.099909,0.081004,2.083766
50,N07,-0.051557,0.099909,0.081004,2.083766
50,N08,0.011734,0.099909,0.081004,2.083766
50,N09,0.16042,0.099909,0.081004,2.083766
50,N10,0.090609,0.099909,0.081004,2.083766
50,N11,0.147503,0.099909,0.081004,2.083766
50,N12,0.188892,0.099909,0.081004,2.083766
50,N13,0.176627,0.099909,0.081004,2.083766
50,N14,0.10302,0.099909,0.081004,2.083766
50,N15,0.131971,0.099909,0.081004,2.083766
51,N01,0.072899,0.095543,0.08805,2.061113
51,N02,0.212281,0.095543,0.08805,2.061113
51,N03,-0.012234,0.095543,0.08805,2.061113
51,N04,0.056585,0.095543,0.08805,2.061113
51,N05,0.264108,0.095543,0.08805,2.061113
51,N06,0.020424,0.095543,0.08805,2.061113
51,N07,-0.075384,0.095543,0.08805,2.061113
51,N08,0.007601,0.095543,0.08805,2.061113
51,N09,0.158281,0.095543,0.08805,2.061113
51,N10,0.132664,0.095543,0.08805,2.061113
51,N11,0.154565,0.095543,0.08805,2.061113
51,N12,0.133368,0.095543,0.08805,2.061113
51,N13,0.172587,0.095543,0.08805,2.061113
51,N14,0.079886,0.095543,0.08805,2.061113
51,N15,0.055513,0.095543,0.08805,2.061113
52,N01,0.053367,0.105759,0.090087,1.82916
52,N02,0.139706,0.105759,0.090087,1.82916
52,N03,0.018733,0.105759,0.090087,1.82916
52,N04,0.142295,0.105759,0.090087,1.82916
52,N05,0.29552,0.105759,0.090087,1.82916
52,N06,0.012802,0.105759,0.090087,1.82916
52,N07,-0.075652,0.105759,0.090087,1.82916
52,N08,0.03458,0.105759,0.090087,1.82916
52,N09,0.178682,0.105759,0.090087,1.82916
52,N10,0.122285,0.105759,0.090087,1.82916
52,N11,0.153559,0.105759,0.090087,1.82916
52,N12,0.21897,0.105759,0.090087,1.82916
52,N13,0.156954,0.105759,0.090087,1.82916
52,N14,0.063432,0.105759,0.090087,1.82916
52,N15,0.071152,0.105759,0.090087,1.82916
53,N01,0.07831,0.105224,0.076878,2.118649
53,N02,0.103679,0.105224,0.076878,2.118649
53,N03,0.020482,0.105224,0.076878,2.118649
53,N04,0.103096,0.105224,0.076878,2.118649
53,N05,0.251106,0.105224,0.076878,2.118649
53,N06,0.093188,0.105224,0.076878,2.118649
53,N07,-0.03181,0.105224,0.076878,2.118649
53,N08,0.032423,0.105224,0.076878,2.118649
53,N09,0.127541,0.105224,0.076878,2.118649
53,N10,0.119276,0.105224,0.076878,2.118649
53,N11,0.200901,0.105224,0.076878,2.118649
53,N12,0.18691,0.105224,0.076878,2.118649
53,N13,0.204883,0.105224,0.076878,2.118649
53,N14,0.018391,0.105224,0.076878,2.118649
53,N15,0.069984,0.105224,0.076878,2.118649
54,N01,0.136385,0.085092,0.07966,2.118649
54,N02,0.036841,0.085092,0.07966,2.118649
54,N03,0.071219,0.085092,0.07966,2.118649
54,N04,0.042257,0.085092,0.07966,2.118649
54,N05,0.226585,0.085092,0.07966,2.118649
54,N06,0.084637,0.085092,0.07966,2.118649
54,N07,0.014071,0.085092,0.07966,2.118649
54,N08,-0.07685,0.085092,0.07966,2.118649
54,N09,0.050761,0.085092,0.07966,2.118649
54,N10,0.107555,0.085092,0.07966,2.118649
54,N11,0.199467,0.085092,0.07966,2.118649
54,N12,0.152571,0.085092,0.07966,2.118649
54,N13,0.178751,0.085092,0.07966,2.118649
54,N14,-0.004352,0.085092,0.07966,2.118649
54,N15,0.056476,0.085092,0.07966,2.118649
55,N01,0.091925,0.07642,0.06965,1.84139
55,N02,0.058624,0.07642,0.06965,1.84139
55,N03,0.084857,0.07642,0.06965,1.84139
55,N04,0.104882,0.07642,0.06965,1.84139
55,N05,0.182407,0.07642,0.06965,1.84139
55,N06,0.072451,0.07642,0.06965,1.84139
55,N07,0.01391,0.07642,0.06965,1.84139
55,N08,-0.065176,0.07642,0.06965,1.84139
55,N09,0.045036,0.07642,0.06965,1.84139
55,N10,0.05604,0.07642,0.06965,1.84139
55,N11,0.205777,0.07642,0.06965,1.84139
55,N12,0.11798,0.07642,0.06965,1.84139
55,N13,0.126422,0.07642,0.06965,1.84139
55,N14,-0.039961,0.07642,0.06965,1.84139
55,N15,0.091122,0.07642,0.06965,1.84139
56,N01,0.08337,0.059855,0.072243,1.801892
56,N02,0.107191,0.059855,0.072243,1.801892
56,N03,0.087011,0.059855,0.072243,1.801892
56,N04,0.045939,0.059855,0.072243,1.801892
56,N05,0.134631,0.059855,0.072243,1.801892
56,N06,0.095318,0.059855,0.072243,1.801892
56,N07,-0.014738,0.059855,0.072243,1.801892
56,N08,-0.082978,0.059855,0.072243,1.801892
56,N09,0.03557,0.059855,0.072243,1.801892
56,N10,0.062332,0.059855,0.072243,1.801892
56,N11,0.154708,0.059855,0.072243,1.801892
56,N12,0.108778,0.059855,0.072243,1.801892
56,N13,0.09394,0.059855,0.072243,1.801892
56,N14,-0.106018,0.059855,0.072243,1.801892
56,N15,0.09277,0.059855,0.072243,1.801892
57,N01,0.057444,0.059812,0.076377,1.991346
57,N02,0.147837,0.059812,0.076377,1.991346
57,N03,0.033875,0.059812,0.076377,1.991346
57,N04,0.002114,0.059812,0.076377,1.991346
57,N05,0.169722,0.059812,0.076377,1.991346
57,N06,0.023517,0.059812,0.076377,1.991346
57,N07,-0.03324,0.059812,0.076377,1.991346
57,N08,-0.040665,0.059812,0.076377,1.991346
57,N09,0.021957,0.059812,0.076377,1.991346
57,N10,0.010296,0.059812,0.076377,1.991346
57,N11,0.151786,0.059812,0.076377,1.991346
57,N12,0.103747,0.059812,0.076377,1.991346
57,N13,0.122214,0.059812,0.076377,1.991346
57,N14,-0.049411,0.059812,0.076377,1.991346
57,N15,0.175981,0.059812,0.076377,1.991346
58,N01,0.005852,0.061686,0.08148,1.956463
58,N02,0.130266,0.061686,0.08148,1.956463
58,N03,-0.008422,0.061686,0.08148,1.956463
58,N04,0.063236,0.061686,0.08148,1.956463
58,N05,0.178582,0.061686,0.08148,1.956463
58,N06,0.050899,0.061686,0.08148,1.956463
58,N07,-0.056007,0.061686,0.08148,1.956463
58,N08,-0.05807,0.061686,0.08148,1.956463
58,N09,-0.044297,0.061686,0.08148,1.956463
58,N10,0.083912,0.061686,0.08148,1.956463
58,N11,0.159278,0.061686,0.08148,1.956463
58,N12,0.101253,0.061686,0.08148,1.956463
58,N13,0.137779,0.061686,0.08148,1.956463
58,N14,0.005068,0.061686,0.08148,1.956463
58,N15,0.175968,0.061686,0.08148,1.956463
59,N01,-0.04106,0.07475,0.080279,2.118649
59,N02,0.092054,0.07475,0.080279,2.118649
59,N03,0.000595,0.07475,0.080279,2.118649
59,N04,0.082319,0.07475,0.080279,2.118649
59,N05,0.196345,0.07475,0.080279,2.118649
59,N06,0.014094,0.07475,0.080279,2.118649
59,N07,-0.042119,0.07475,0.080279,2.118649
59,N08,0.023047,0.07475,0.080279,2.118649
59,N09,2e-06,0.07475,0.080279,2.118649
59,N10,0.109626,0.07475,0.080279,2.118649
59,N11,0.151761,0.07475,0.080279,2.118649
59,N12,0.135534,0.07475,0.080279,2.118649
59,N13,0.185687,0.07475,0.080279,2.118649
59,N14,0.029767,0.07475,0.080279,2.118649
59,N15,0.183602,0.07475,0.080279,2.118649
60,N01,-0.05596,0.074724,0.081065,2.083766
60,N02,0.106746,0.074724,0.081065,2.083766
60,N03,0.035994,0.074724,0.081065,2.083766
60,N04,0.058521,0.074724,0.081065,2.083766
60,N05,0.214328,0.074724,0.081065,2.083766
60,N06,-0.001037,0.074724,0.081065,2.083766
60,N07,-0.059378,0.074724,0.081065,2.083766
60,N08,0.016365,0.074724,0.081065,2.083766
60,N09,0.086598,0.074724,0.081065,2.083766
60,N10,0.114372,0.074724,0.081065,2.083766
60,N11,0.183687,0.074724,0.081065,2.083766
60,N12,0.111295,0.074724,0.081065,2.083766
60,N13,0.169853,0.074724,0.081065,2.083766
60,N14,0.006233,0.074724,0.081065,2.083766
60,N15,0.133244,0.074724,0.081065,2.083766
61,N01,-0.003793,0.077507,0.066135,2.02623
61,N02,0.093019,0.077507,0.066135,2.02623
61,N03,0.081446,0.077507,0.066135,2.02623
61,N04,0.062326,0.077507,0.066135,2.02623
61,N05,0.183291,0.077507,0.066135,2.02623
61,N06,0.053504,0.077507,0.066135,2.02623
61,N07,-0.070012,0.077507,0.066135,2.02623
61,N08,-0.035979,0.077507,0.066135,2.02623
61,N09,0.132394,0.077507,0.066135,2.02623
61,N10,0.132607,0.077507,0.066135,2.02623
61,N11,0.101241,0.077507,0.066135,2.02623
61,N12,0.120437,0.077507,0.066135,2.02623
61,N13,0.135724,0.077507,0.066135,2.02623
61,N14,0.084304,0.077507,0.066135,2.02623
61,N15,0.092101,0.077507,0.066135,2.02623
62,N01,-0.007736,0.048166,0.066994,1.93381
62,N02,0.05515,0.048166,0.066994,1.93381
62,N03,0.031247,0.048166,0.066994,1.93381
62,N04,0.048056,0.048166,0.066994,1.93381
62,N05,0.113066,0.048166,0.066994,1.93381
62,N06,0.019637,0.048166,0.066994,1.93381
62,N07,-0.112063,0.048166,0.066994,1.93381
62,N08,-0.073278,0.048166,0.066994,1.93381
62,N09,0.065298,0.048166,0.066994,1.93381
62,N10,0.111525,0.048166,0.066994,1.93381
62,N11,0.085269,0.048166,0.066994,1.93381
62,N12,0.075631,0.048166,0.066994,1.93381
62,N13,0.14646,0.048166,0.066994,1.93381
62,N14,0.084326,0.048166,0.066994,1.93381
62,N15,0.079906,0.048166,0.066994,1.93381
63,N01,-0.014807,0.034192,0.077705,1.93381
63,N02,0.107931,0.034192,0.077705,1.93381
63,N03,0.032039,0.034192,0.077705,1.93381
63,N04,0.068012,0.034192,0.077705,1.93381
63,N05,0.01138,0.034192,0.077705,1.93381
63,N06,-0.001659,0.034192,0.077705,1.93381
63,N07,-0.172705,0.034192,0.077705,1.93381
63,N08,-0.075936,0.034192,0.077705,1.93381
63,N09,0.073699,0.034192,0.077705,1.93381
63,N10,0.081401,0.034192,0.077705,1.93381
63,N11,0.106085,0.034192,0.077705,1.93381
63,N12,0.043434,0.034192,0.077705,1.93381
63,N13,0.154647,0.034192,0.077705,1.93381
63,N14,0.029531,0.034192,0.077705,1.93381
63,N15,0.06983,0.034192,0.077705,1.93381
64,N01,0.015149,0.036926,0.093666,1.617053
64,N02,0.113059,0.036926,0.093666,1.617053
64,N03,0.020454,0.036926,0.093666,1.617053
64,N04,0.132741,0.036926,0.093666,1.617053
64,N05,0.005173,0.036926,0.093666,1.617053
64,N06,-0.025053,0.036926,0.093666,1.617053
64,N07,-0.245184,0.036926,0.093666,1.617053
64,N08,-0.004373,0.036926,0.093666,1.617053
64,N09,0.052036,0.036926,0.093666,1.617053
64,N10,0.041769,0.036926,0.093666,1.617053
64,N11,0.141394,0.036926,0.093666,1.617053
64,N12,0.100978,0.036926,0.093666,1.617053
64,N13,0.137169,0.036926,0.093666,1.617053
64,N14,-0.012638,0.036926,0.093666,1.617053
64,N15,0.081216,0.036926,0.093666,1.617053
65,N01,0.00269,0.030045,0.072588,1.968693
65,N02,0.066663,0.030045,0.072588,1.968693
65,N03,0.061901,0.030045,0.072588,1.968693
65,N04,0.042528,0.030045,0.072588,1.968693
65,N05,0.039038,0.030045,0.072588,1.968693
65,N06,-0.019625,0.030045,0.072588,1.968693
65,N07,-0.131914,0.030045,0.072588,1.968693
65,N08,-0.002567,0.030045,0.072588,1.968693
65,N09,-0.022259,0.030045,0.072588,1.968693
65,N10,0.022395,0.030045,0.072588,1.968693
65,N11,0.127082,0.030045,0.072588,1.968693
65,N12,0.118744,0.030045,0.072588,1.968693
65,N13,0.154757,0.030045,0.072588,1.968693
65,N14,-0.067352,0.030045,0.072588,1.968693
65,N15,0.058594,0.030045,0.072588,1.968693
66,N01,0.047721,0.047081,0.060474,1.93381
66,N02,0.11854,0.047081,0.060474,1.93381
66,N03,0.118454,0.047081,0.060474,1.93381
66,N04,0.031271,0.047081,0.060474,1.93381
66,N05,0.079426,0.047081,0.060474,1.93381
66,N06,0.034204,0.047081,0.060474,1.93381
66,N07,-0.068234,0.047081,0.060474,1.93381
66,N08,0.017688,0.047081,0.060474,1.93381
66,N09,0.015426,0.047081,0.060474,1.93381
66,N10,0.000152,0.047081,0.060474,1.93381
66,N11,0.064364,0.047081,0.060474,1.93381
66,N12,0.15268,0.047081,0.060474,1.93381
66,N13,0.119379,0.047081,0.060474,1.93381
66,N14,-0.044589,0.047081,0.060474,1.93381
66,N15,0.019727,0.047081,0.060474,1.93381
67,N01,0.046709,0.043868,0.064188,2.02623
67,N02,0.11925,0.043868,0.064188,2.02623
67,N03,0.067168,0.043868,0.064188,2.02623
67,N04,0.047025,0.043868,0.064188,2.02623
67,N05,0.081532,0.043868,0.064188,2.02623
67,N06,0.023336,0.043868,0.064188,2.02623
67,N07,-0.077309,0.043868,0.064188,2.02623
67,N08,0.045975,0.043868,0.064188,2.02623
67,N09,0.080446,0.043868,0.064188,2.02623
67,N10,-0.013738,0.043868,0.064188,2.02623
67,N11,0.10992,0.043868,0.064188,2.02623
67,N12,0.174459,0.043868,0.064188,2.02623
67,N13,0.014755,0.043868,0.064188,2.02623
67,N14,-0.052806,0.043868,0.064188,2.02623
67,N15,-0.008703,0.043868,0.064188,2.02623
68,N01,0.082441,0.050925,0.062265,1.806507
68,N02,0.120473,0.050925,0.062265,1.806507
68,N03,0.080064,0.050925,0.062265,1.806507
68,N04,0.076907,0.050925,0.062265,1.806507
68,N05,0.046211,0.050925,0.062265,1.806507
68,N06,-0.009909,0.050925,0.062265,1.806507
68,N07,-0.099956,0.050925,0.062265,1.806507
68,N08,0.035958,0.050925,0.062265,1.806507
68,N09,0.063209,0.050925,0.062265,1.806507
68,N10,0.01186,0.050925,0.062265,1.806507
68,N11,0.079214,0.050925,0.062265,1.806507
68,N12,0.18942,0.050925,0.062265,1.806507
68,N13,0.055147,0.050925,0.062265,1.806507
68,N14,0.01259,0.050925,0.062265,1.806507
68,N15,0.020247,0.050925,0.062265,1.806507
69,N01,0.092143,0.072094,0.048945,1.864044
69,N02,0.143249,0.072094,0.048945,1.864044
69,N03,0.098712,0.072094,0.048945,1.864044
69,N04,0.055055,0.072094,0.048945,1.864044
69,N05,0.091794,0.072094,0.048945,1.864044
69,N06,0.049554,0.072094,0.048945,1.864044
69,N07,-0.010427,0.072094,0.048945,1.864044
69,N08,0.033317,0.072094,0.048945,1.864044
69,N09,0.067265,0.072094,0.048945,1.864044
69,N10,0.037116,0.072094,0.048945,1.864044
69,N11,0.079716,0.072094,0.048945,1.864044
69,N12,0.19229,0.072094,0.048945,1.864044
69,N13,0.05916,0.072094,0.048945,1.864044
69,N14,0.007471,0.072094,0.048945,1.864044
69,N15,0.084989,0.072094,0.048945,1.864044
70,N01,0.103099,0.072485,0.056784,1.93381
70,N02,0.140179,0.072485,0.056784,1.93381
70,N03,0.122646,0.072485,0.056784,1.93381
70,N04,0.070432,0.072485,0.056784,1.93381
70,N05,0.096537,0.072485,0.056784,1.93381
70,N06,0.043739,0.072485,0.056784,1.93381
70,N07,-0.043806,0.072485,0.056784,1.93381
70,N08,0.035569,0.072485,0.056784,1.93381
70,N09,0.024691,0.072485,0.056784,1.93381
70,N10,0.051019,0.072485,0.056784,1.93381
70,N11,0.043289,0.072485,0.056784,1.93381
70,N12,0.20669,0.072485,0.056784,1.93381
70,N13,0.092713,0.072485,0.056784,1.93381
70,N14,0.027563,0.072485,0.056784,1.93381
70,N15,0.072912,0.072485,0.056784,1.93381
71,N01,0.122766,0.067628,0.056183,1.894312
71,N02,0.068985,0.067628,0.056183,1.894312
71,N03,0.074727,0.067628,0.056183,1.894312
71,N04,0.074111,0.067628,0.056183,1.894312
71,N05,0.100692,0.067628,0.056183,1.894312
71,N06,0.037905,0.067628,0.056183,1.894312
71,N07,-0.063944,0.067628,0.056183,1.894312
71,N08,0.040049,0.067628,0.056183,1.894312
71,N09,0.013938,0.067628,0.056183,1.894312
71,N10,0.010553,0.067628,0.056183,1.894312
71,N11,0.068284,0.067628,0.056183,1.894312
71,N12,0.178707,0.067628,0.056183,1.894312
71,N13,0.138984,0.067628,0.056183,1.894312
71,N14,0.058457,0.067628,0.056183,1.894312
71,N15,0.090205,0.067628,0.056183,1.894312
72,N01,0.12486,0.049847,0.060543,1.956463
72,N02,0.049522,0.049847,0.060543,1.956463
72,N03,0.042745,0.049847,0.060543,1.956463
72,N04,0.023944,0.049847,0.060543,1.956463
72,N05,0.194151,0.049847,0.060543,1.956463
72,N06,-0.000986,0.049847,0.060543,1.956463
72,N07,-0.052763,0.049847,0.060543,1.956463
72,N08,0.02171,0.049847,0.060543,1.956463
72,N09,0.010039,0.049847,0.060543,1.956463
72,N10,-0.004389,0.049847,0.060543,1.956463
72,N11,0.007998,0.049847,0.060543,1.956463
72,N12,0.128178,0.049847,0.060543,1.956463
72,N13,0.086638,0.049847,0.060543,1.956463
72,N14,0.059523,0.049847,0.060543,1.956463
72,N15,0.056536,0.049847,0.060543,1.956463
73,N01,0.086638,0.050683,0.054315,1.956463
73,N02,0.064782,0.050683,0.054315,1.956463
73,N03,0.024884,0.050683,0.054315,1.956463
73,N04,0.069443,0.050683,0.054315,1.956463
73,N05,0.147545,0.050683,0.054315,1.956463
73,N06,0.019127,0.050683,0.054315,1.956463
73,N07,-0.087786,0.050683,0.054315,1.956463
73,N08,0.040794,0.050683,0.054315,1.956463
73,N09,-0.001518,0.050683,0.054315,1.956463
73,N10,0.012331,0.050683,0.054315,1.956463
73,N11,0.037185,0.050683,0.054315,1.956463
73,N12,0.107685,0.050683,0.054315,1.956463
73,N13,0.095547,0.050683,0.054315,1.956463
73,N14,0.043855,0.050683,0.054315,1.956463
73,N15,0.099734,0.050683,0.054315,1.956463
74,N01,0.111813,0.033317,0.047107,2.153532
74,N02,0.085835,0.033317,0.047107,2.153532
74,N03,-0.009088,0.033317,0.047107,2.153532
74,N04,0.0327,0.033317,0.047107,2.153532
