scenario,time,state,delayed_state,inflow,balancing_outflow,threshold_penalty,shock,next_state
long_delay,22,65.238485,22.211163,5.219079,0.0,0.0,0.0,70.457564
long_delay,23,70.457564,23.988056,5.636605,0.0,0.0,0.0,76.094169
long_delay,24,76.094169,25.9071,6.087534,0.0,0.0,0.0,82.181702
long_delay,25,82.181702,27.979668,6.574536,0.0,0.0,0.0,88.756239
long_delay,26,88.756239,30.218041,7.100499,0.0,0.131468,0.0,95.725269
long_delay,27,95.725269,32.635485,7.658022,0.0,0.375384,0.0,103.007906
long_delay,28,103.007906,35.246323,8.240633,0.0,0.630277,0.0,110.618262
long_delay,29,110.618262,38.066029,8.849461,0.0,0.896639,0.0,118.571084
long_delay,30,118.571084,41.111312,9.485687,0.0,1.174988,0.0,126.881783
long_delay,31,126.881783,44.400217,10.150543,0.0,1.465862,0.0,135.566463
long_delay,32,135.566463,47.952234,10.845317,0.0,1.769826,0.0,144.641954
long_delay,33,144.641954,51.788413,11.571356,0.107305,2.087468,0.0,154.018537
long_delay,34,154.018537,55.931486,12.321483,0.355889,2.415649,0.0,163.568482
long_delay,35,163.568482,60.406005,13.085479,0.62436,2.749897,0.0,173.279703
long_delay,36,173.279703,65.238485,13.862376,0.914309,3.08979,0.0,183.137981
long_delay,37,183.137981,70.457564,14.651038,1.227454,3.434829,0.0,193.126736
long_delay,38,193.126736,76.094169,15.450139,1.56565,3.784436,0.0,203.226789
long_delay,39,203.226789,82.181702,16.258143,1.930902,4.137938,0.0,213.416093
long_delay,40,213.416093,88.756239,17.073287,2.325374,4.494563,0.0,223.669443
long_delay,41,223.669443,95.725269,17.893555,2.743516,4.85343,0.0,233.966051
long_delay,42,233.966051,103.007906,18.717284,3.180474,5.213812,0.0,244.289049
long_delay,43,244.289049,110.618262,19.543124,3.637096,5.575117,0.0,250.0
long_delay,44,250.0,118.571084,20.0,4.114265,5.775,0.0,250.0
long_delay,45,250.0,126.881783,20.0,4.612907,5.775,0.0,250.0
long_delay,46,250.0,135.566463,20.0,5.133988,5.775,0.0,250.0
long_delay,47,250.0,144.641954,20.0,5.678517,5.775,0.0,250.0
long_delay,48,250.0,154.018537,20.0,6.241112,5.775,0.0,250.0
long_delay,49,250.0,163.568482,20.0,6.814109,5.775,0.0,250.0
long_delay,50,250.0,173.279703,20.0,7.396782,5.775,0.0,250.0
long_delay,51,250.0,183.137981,20.0,7.988279,5.775,0.0,250.0
long_delay,52,250.0,193.126736,20.0,8.587604,5.775,0.0,250.0
long_delay,53,250.0,203.226789,20.0,9.193607,5.775,0.0,250.0
long_delay,54,250.0,213.416093,20.0,9.804966,5.775,0.0,250.0
long_delay,55,250.0,223.669443,20.0,10.420167,5.775,0.0,250.0
long_delay,56,250.0,233.966051,20.0,11.037963,5.775,0.0,250.0
long_delay,57,250.0,244.289049,20.0,11.657343,5.775,0.0,250.0
long_delay,58,250.0,250.0,20.0,12.0,5.775,0.0,250.0
long_delay,59,250.0,250.0,20.0,12.0,5.775,0.0,250.0
long_delay,60,250.0,250.0,20.0,12.0,5.775,0.0,250.0
long_delay,61,250.0,250.0,20.0,12.0,5.775,0.0,250.0
long_delay,62,250.0,250.0,20.0,12.0,5.775,0.0,250.0
long_delay,63,250.0,250.0,20.0,12.0,5.775,0.0,250.0
long_delay,64,250.0,250.0,20.0,12.0,5.775,0.0,250.0
long_delay,65,250.0,250.0,20.0,12.0,5.775,0.0,250.0
long_delay,66,250.0,250.0,20.0,12.0,5.775,0.0,250.0
long_delay,67,250.0,250.0,20.0,12.0,5.775,0.0,250.0
long_delay,68,250.0,250.0,20.0,12.0,5.775,0.0,250.0
long_delay,69,250.0,250.0,20.0,12.0,5.775,0.0,250.0
long_delay,70,250.0,250.0,20.0,12.0,5.775,-10.0,242.225
long_delay,71,242.225,250.0,19.378,12.0,5.502875,0.0,244.100125
long_delay,72,244.100125,250.0,19.52801,12.0,5.568504,0.0,246.059631
long_delay,73,246.059631,250.0,19.68477,12.0,5.637087,0.0,248.107314
long_delay,74,248.107314,250.0,19.848585,12.0,5.708756,0.0,250.0
long_delay,75,250.0,250.0,20.0,12.0,5.775,0.0,250.0
long_delay,76,250.0,250.0,20.0,12.0,5.775,0.0,250.0
long_delay,77,250.0,250.0,20.0,12.0,5.775,0.0,250.0
long_delay,78,250.0,250.0,20.0,12.0,5.775,0.0,250.0
long_delay,79,250.0,250.0,20.0,12.0,5.775,0.0,250.0
long_delay,80,250.0,250.0,20.0,12.0,5.775,0.0,250.0
long_delay,81,250.0,250.0,20.0,12.0,5.775,0.0,250.0
long_delay,82,250.0,250.0,20.0,12.0,5.775,0.0,250.0
long_delay,83,250.0,250.0,20.0,12.0,5.775,0.0,250.0
long_delay,84,250.0,250.0,20.0,12.0,5.775,0.0,250.0
long_delay,85,250.0,242.225,20.0,11.5335,5.775,0.0,250.0
long_delay,86,250.0,244.100125,20.0,11.646008,5.775,0.0,250.0
long_delay,87,250.0,246.059631,20.0,11.763578,5.775,0.0,250.0
long_delay,88,250.0,248.107314,20.0,11.886439,5.775,0.0,250.0
long_delay,89,250.0,250.0,20.0,12.0,5.775,0.0,250.0
long_delay,90,250.0,250.0,20.0,12.0,5.775,0.0,250.0
long_delay,91,250.0,250.0,20.0,12.0,5.775,0.0,250.0
long_delay,92,250.0,250.0,20.0,12.0,5.775,0.0,250.0
long_delay,93,250.0,250.0,20.0,12.0,5.775,0.0,250.0
long_delay,94,250.0,250.0,20.0,12.0,5.775,0.0,250.0
long_delay,95,250.0,250.0,20.0,12.0,5.775,0.0,250.0
long_delay,96,250.0,250.0,20.0,12.0,5.775,0.0,250.0
long_delay,97,250.0,250.0,20.0,12.0,5.775,0.0,250.0
long_delay,98,250.0,250.0,20.0,12.0,5.775,0.0,250.0
long_delay,99,250.0,250.0,20.0,12.0,5.775,0.0,250.0
long_delay,100,250.0,250.0,20.0,12.0,5.775,0.0,250.0
long_delay,101,250.0,250.0,20.0,12.0,5.775,0.0,250.0
long_delay,102,250.0,250.0,20.0,12.0,5.775,0.0,250.0
long_delay,103,250.0,250.0,20.0,12.0,5.775,0.0,250.0
long_delay,104,250.0,250.0,20.0,12.0,5.775,0.0,250.0
long_delay,105,250.0,250.0,20.0,12.0,5.775,0.0,250.0
long_delay,106,250.0,250.0,20.0,12.0,5.775,0.0,250.0
long_delay,107,250.0,250.0,20.0,12.0,5.775,0.0,250.0
long_delay,108,250.0,250.0,20.0,12.0,5.775,0.0,250.0
long_delay,109,250.0,250.0,20.0,12.0,5.775,0.0,250.0
long_delay,110,250.0,250.0,20.0,12.0,5.775,0.0,250.0
long_delay,111,250.0,250.0,20.0,12.0,5.775,0.0,250.0
long_delay,112,250.0,250.0,20.0,12.0,5.775,0.0,250.0
long_delay,113,250.0,250.0,20.0,12.0,5.775,0.0,250.0
long_delay,114,250.0,250.0,20.0,12.0,5.775,0.0,250.0
long_delay,115,250.0,250.0,20.0,12.0,5.775,0.0,250.0
long_delay,116,250.0,250.0,20.0,12.0,5.775,0.0,250.0
long_delay,117,250.0,250.0,20.0,12.0,5.775,0.0,250.0
long_delay,118,250.0,250.0,20.0,12.0,5.775,0.0,250.0
long_delay,119,250.0,250.0,20.0,12.0,5.775,0.0,250.0
long_delay,120,250.0,250.0,20.0,12.0,5.775,0.0,250.0
long_delay,121,250.0,250.0,20.0,12.0,5.775,0.0,250.0
long_delay,122,250.0,250.0,20.0,12.0,5.775,0.0,250.0
long_delay,123,250.0,250.0,20.0,12.0,5.775,0.0,250.0
long_delay,124,250.0,250.0,20.0,12.0,5.775,0.0,250.0
long_delay,125,250.0,250.0,20.0,12.0,5.775,0.0,250.0
long_delay,126,250.0,250.0,20.0,12.0,5.775,0.0,250.0
long_delay,127,250.0,250.0,20.0,12.0,5.775,0.0,250.0
long_delay,128,250.0,250.0,20.0,12.0,5.775,0.0,250.0
long_delay,129,250.0,250.0,20.0,12.0,5.775,0.0,250.0
long_delay,130,250.0,250.0,20.0,12.0,5.775,0.0,250.0
long_delay,131,250.0,250.0,20.0,12.0,5.775,0.0,250.0
long_delay,132,250.0,250.0,20.0,12.0,5.775,0.0,250.0
long_delay,133,250.0,250.0,20.0,12.0,5.775,0.0,250.0
long_delay,134,250.0,250.0,20.0,12.0,5.775,0.0,250.0
long_delay,135,250.0,250.0,20.0,12.0,5.775,0.0,250.0
long_delay,136,250.0,250.0,20.0,12.0,5.775,0.0,250.0
long_delay,137,250.0,250.0,20.0,12.0,5.775,0.0,250.0
long_delay,138,250.0,250.0,20.0,12.0,5.775,0.0,250.0
long_delay,139,250.0,250.0,20.0,12.0,5.775,0.0,250.0
long_delay,140,250.0,250.0,20.0,12.0,5.775,0.0,250.0
long_delay,141,250.0,250.0,20.0,12.0,5.775,0.0,250.0
long_delay,142,250.0,250.0,20.0,12.0,5.775,0.0,250.0
long_delay,143,250.0,250.0,20.0,12.0,5.775,0.0,250.0
long_delay,144,250.0,250.0,20.0,12.0,5.775,0.0,250.0
long_delay,145,250.0,250.0,20.0,12.0,5.775,0.0,250.0
long_delay,146,250.0,250.0,20.0,12.0,5.775,0.0,250.0
long_delay,147,250.0,250.0,20.0,12.0,5.775,0.0,250.0
long_delay,148,250.0,250.0,20.0,12.0,5.775,0.0,250.0
long_delay,149,250.0,250.0,20.0,12.0,5.775,0.0,250.0
long_delay,150,250.0,250.0,20.0,12.0,5.775,0.0,250.0
long_delay,151,250.0,250.0,20.0,12.0,5.775,0.0,250.0
long_delay,152,250.0,250.0,20.0,12.0,5.775,0.0,250.0
long_delay,153,250.0,250.0,20.0,12.0,5.775,0.0,250.0
long_delay,154,250.0,250.0,20.0,12.0,5.775,0.0,250.0
long_delay,155,250.0,250.0,20.0,12.0,5.775,0.0,250.0
long_delay,156,250.0,250.0,20.0,12.0,5.775,0.0,250.0
long_delay,157,250.0,250.0,20.0,12.0,5.775,0.0,250.0
long_delay,158,250.0,250.0,20.0,12.0,5.775,0.0,250.0
long_delay,159,250.0,250.0,20.0,12.0,5.775,0.0,250.0
long_delay,160,250.0,250.0,20.0,12.0,5.775,0.0,250.0
weak_balancing,0,12.0,12.0,0.96,0.0,0.0,0.0,12.96
weak_balancing,1,12.96,12.0,1.0368,0.0,0.0,0.0,13.9968
weak_balancing,2,13.9968,12.0,1.119744,0.0,0.0,0.0,15.116544
weak_balancing,3,15.116544,12.0,1.209324,0.0,0.0,0.0,16.325868
weak_balancing,4,16.325868,12.0,1.306069,0.0,0.0,0.0,17.631937
weak_balancing,5,17.631937,12.0,1.410555,0.0,0.0,0.0,19.042492
weak_balancing,6,19.042492,12.0,1.523399,0.0,0.0,0.0,20.565891
weak_balancing,7,20.565891,12.0,1.645271,0.0,0.0,0.0,22.211163
weak_balancing,8,22.211163,12.96,1.776893,0.0,0.0,0.0,23.988056
weak_balancing,9,23.988056,13.9968,1.919044,0.0,0.0,0.0,25.9071
weak_balancing,10,25.9071,15.116544,2.072568,0.0,0.0,0.0,27.979668
weak_balancing,11,27.979668,16.325868,2.238373,0.0,0.0,0.0,30.218041
weak_balancing,12,30.218041,17.631937,2.417443,0.0,0.0,0.0,32.635485
weak_balancing,13,32.635485,19.042492,2.610839,0.0,0.0,0.0,35.246323
weak_balancing,14,35.246323,20.565891,2.819706,0.0,0.0,0.0,38.066029
weak_balancing,15,38.066029,22.211163,3.045282,0.0,0.0,0.0,41.111312
weak_balancing,16,41.111312,23.988056,3.288905,0.0,0.0,0.0,44.400217
weak_balancing,17,44.400217,25.9071,3.552017,0.0,0.0,0.0,47.952234
weak_balancing,18,47.952234,27.979668,3.836179,0.0,0.0,0.0,51.788413
weak_balancing,19,51.788413,30.218041,4.143073,0.0,0.0,0.0,55.931486
weak_balancing,20,55.931486,32.635485,4.474519,0.0,0.0,0.0,60.406005
weak_balancing,21,60.406005,35.246323,4.83248,0.0,0.0,0.0,65.238485
weak_balancing,22,65.238485,38.066029,5.219079,0.0,0.0,0.0,70.457564
weak_balancing,23,70.457564,41.111312,5.636605,0.0,0.0,0.0,76.094169
weak_balancing,24,76.094169,44.400217,6.087534,0.0,0.0,0.0,82.181702
weak_balancing,25,82.181702,47.952234,6.574536,0.0,0.0,0.0,88.756239
weak_balancing,26,88.756239,51.788413,7.100499,0.053652,0.131468,0.0,95.671617
weak_balancing,27,95.671617,55.931486,7.653729,0.177945,0.373507,0.0,102.773895
weak_balancing,28,102.773895,60.406005,8.221912,0.31218,0.622086,0.0,110.06154
weak_balancing,29,110.06154,65.238485,8.804923,0.457155,0.877154,0.0,117.532155
weak_balancing,30,117.532155,70.457564,9.402572,0.613727,1.138625,0.0,125.182375
weak_balancing,31,125.182375,76.094169,10.01459,0.782825,1.406383,0.0,133.007757
weak_balancing,32,133.007757,82.181702,10.640621,0.965451,1.680271,0.0,141.002655
weak_balancing,33,141.002655,88.756239,11.280212,1.162687,1.960093,0.0,149.160087
weak_balancing,34,149.160087,95.671617,11.932807,1.370149,2.245603,0.0,157.477143
weak_balancing,35,157.477143,102.773895,12.598171,1.583217,2.5367,0.0,165.955397
weak_balancing,36,165.955397,110.06154,13.276432,1.801846,2.833439,0.0,174.596544
weak_balancing,37,174.596544,117.532155,13.967724,2.025965,3.135879,0.0,183.402424
weak_balancing,38,183.402424,125.182375,14.672194,2.255471,3.444085,0.0,192.375061
weak_balancing,39,192.375061,133.007757,15.390005,2.490233,3.758127,0.0,201.516706
weak_balancing,40,201.516706,141.002655,16.121337,2.73008,4.078085,0.0,210.829879
weak_balancing,41,210.829879,149.160087,16.86639,2.974803,4.404046,0.0,220.317421
weak_balancing,42,220.317421,157.477143,17.625394,3.224314,4.73611,0.0,229.98239
weak_balancing,43,229.98239,165.955397,18.398591,3.478662,5.074384,0.0,239.827936
weak_balancing,44,239.827936,174.596544,19.186235,3.737896,5.418978,0.0,249.857297
weak_balancing,45,249.857297,183.402424,19.988584,4.002073,5.770005,0.0,250.0
weak_balancing,46,250.0,192.375061,20.0,4.271252,5.775,0.0,250.0
weak_balancing,47,250.0,201.516706,20.0,4.545501,5.775,0.0,250.0
weak_balancing,48,250.0,210.829879,20.0,4.824896,5.775,0.0,250.0
weak_balancing,49,250.0,220.317421,20.0,5.109523,5.775,0.0,250.0
weak_balancing,50,250.0,229.98239,20.0,5.399472,5.775,0.0,250.0
weak_balancing,51,250.0,239.827936,20.0,5.694838,5.775,0.0,250.0
weak_balancing,52,250.0,249.857297,20.0,5.995719,5.775,0.0,250.0
weak_balancing,53,250.0,250.0,20.0,6.0,5.775,0.0,250.0
weak_balancing,54,250.0,250.0,20.0,6.0,5.775,0.0,250.0
weak_balancing,55,250.0,250.0,20.0,6.0,5.775,0.0,250.0
weak_balancing,56,250.0,250.0,20.0,6.0,5.775,0.0,250.0
weak_balancing,57,250.0,250.0,20.0,6.0,5.775,0.0,250.0
weak_balancing,58,250.0,250.0,20.0,6.0,5.775,0.0,250.0
weak_balancing,59,250.0,250.0,20.0,6.0,5.775,0.0,250.0
weak_balancing,60,250.0,250.0,20.0,6.0,5.775,0.0,250.0
weak_balancing,61,250.0,250.0,20.0,6.0,5.775,0.0,250.0
weak_balancing,62,250.0,250.0,20.0,6.0,5.775,0.0,250.0
weak_balancing,63,250.0,250.0,20.0,6.0,5.775,0.0,250.0
weak_balancing,64,250.0,250.0,20.0,6.0,5.775,0.0,250.0
weak_balancing,65,250.0,250.0,20.0,6.0,5.775,0.0,250.0
weak_balancing,66,250.0,250.0,20.0,6.0,5.775,0.0,250.0
weak_balancing,67,250.0,250.0,20.0,6.0,5.775,0.0,250.0
weak_balancing,68,250.0,250.0,20.0,6.0,5.775,0.0,250.0
weak_balancing,69,250.0,250.0,20.0,6.0,5.775,0.0,250.0
weak_balancing,70,250.0,250.0,20.0,6.0,5.775,-10.0,248.225
weak_balancing,71,248.225,250.0,19.858,6.0,5.712875,0.0,250.0
weak_balancing,72,250.0,250.0,20.0,6.0,5.775,0.0,250.0
weak_balancing,73,250.0,250.0,20.0,6.0,5.775,0.0,250.0
weak_balancing,74,250.0,250.0,20.0,6.0,5.775,0.0,250.0
weak_balancing,75,250.0,250.0,20.0,6.0,5.775,0.0,250.0
weak_balancing,76,250.0,250.0,20.0,6.0,5.775,0.0,250.0
weak_balancing,77,250.0,250.0,20.0,6.0,5.775,0.0,250.0
weak_balancing,78,250.0,248.225,20.0,5.94675,5.775,0.0,250.0
weak_balancing,79,250.0,250.0,20.0,6.0,5.775,0.0,250.0
weak_balancing,80,250.0,250.0,20.0,6.0,5.775,0.0,250.0
weak_balancing,81,250.0,250.0,20.0,6.0,5.775,0.0,250.0
weak_balancing,82,250.0,250.0,20.0,6.0,5.775,0.0,250.0
weak_balancing,83,250.0,250.0,20.0,6.0,5.775,0.0,250.0
weak_balancing,84,250.0,250.0,20.0,6.0,5.775,0.0,250.0
weak_balancing,85,250.0,250.0,20.0,6.0,5.775,0.0,250.0
weak_balancing,86,250.0,250.0,20.0,6.0,5.775,0.0,250.0
weak_balancing,87,250.0,250.0,20.0,6.0,5.775,0.0,250.0
weak_balancing,88,250.0,250.0,20.0,6.0,5.775,0.0,250.0
weak_balancing,89,250.0,250.0,20.0,6.0,5.775,0.0,250.0
weak_balancing,90,250.0,250.0,20.0,6.0,5.775,0.0,250.0
weak_balancing,91,250.0,250.0,20.0,6.0,5.775,0.0,250.0
weak_balancing,92,250.0,250.0,20.0,6.0,5.775,0.0,250.0
weak_balancing,93,250.0,250.0,20.0,6.0,5.775,0.0,250.0
weak_balancing,94,250.0,250.0,20.0,6.0,5.775,0.0,250.0
weak_balancing,95,250.0,250.0,20.0,6.0,5.775,0.0,250.0
weak_balancing,96,250.0,250.0,20.0,6.0,5.775,0.0,250.0
weak_balancing,97,250.0,250.0,20.0,6.0,5.775,0.0,250.0
weak_balancing,98,250.0,250.0,20.0,6.0,5.775,0.0,250.0
weak_balancing,99,250.0,250.0,20.0,6.0,5.775,0.0,250.0
weak_balancing,100,250.0,250.0,20.0,6.0,5.775,0.0,250.0
weak_balancing,101,250.0,250.0,20.0,6.0,5.775,0.0,250.0
weak_balancing,102,250.0,250.0,20.0,6.0,5.775,0.0,250.0
weak_balancing,103,250.0,250.0,20.0,6.0,5.775,0.0,250.0
weak_balancing,104,250.0,250.0,20.0,6.0,5.775,0.0,250.0
weak_balancing,105,250.0,250.0,20.0,6.0,5.775,0.0,250.0
weak_balancing,106,250.0,250.0,20.0,6.0,5.775,0.0,250.0
weak_balancing,107,250.0,250.0,20.0,6.0,5.775,0.0,250.0
weak_balancing,108,250.0,250.0,20.0,6.0,5.775,0.0,250.0
weak_balancing,109,250.0,250.0,20.0,6.0,5.775,0.0,250.0
weak_balancing,110,250.0,250.0,20.0,6.0,5.775,0.0,250.0
weak_balancing,111,250.0,250.0,20.0,6.0,5.775,0.0,250.0
weak_balancing,112,250.0,250.0,20.0,6.0,5.775,0.0,250.0
weak_balancing,113,250.0,250.0,20.0,6.0,5.775,0.0,250.0
weak_balancing,114,250.0,250.0,20.0,6.0,5.775,0.0,250.0
weak_balancing,115,250.0,250.0,20.0,6.0,5.775,0.0,250.0
weak_balancing,116,250.0,250.0,20.0,6.0,5.775,0.0,250.0
weak_balancing,117,250.0,250.0,20.0,6.0,5.775,0.0,250.0
weak_balancing,118,250.0,250.0,20.0,6.0,5.775,0.0,250.0
weak_balancing,119,250.0,250.0,20.0,6.0,5.775,0.0,250.0
weak_balancing,120,250.0,250.0,20.0,6.0,5.775,0.0,250.0
weak_balancing,121,250.0,250.0,20.0,6.0,5.775,0.0,250.0
weak_balancing,122,250.0,250.0,20.0,6.0,5.775,0.0,250.0
weak_balancing,123,250.0,250.0,20.0,6.0,5.775,0.0,250.0
weak_balancing,124,250.0,250.0,20.0,6.0,5.775,0.0,250.0
weak_balancing,125,250.0,250.0,20.0,6.0,5.775,0.0,250.0
weak_balancing,126,250.0,250.0,20.0,6.0,5.775,0.0,250.0
weak_balancing,127,250.0,250.0,20.0,6.0,5.775,0.0,250.0
weak_balancing,128,250.0,250.0,20.0,6.0,5.775,0.0,250.0
weak_balancing,129,250.0,250.0,20.0,6.0,5.775,0.0,250.0
weak_balancing,130,250.0,250.0,20.0,6.0,5.775,0.0,250.0
weak_balancing,131,250.0,250.0,20.0,6.0,5.775,0.0,250.0
weak_balancing,132,250.0,250.0,20.0,6.0,5.775,0.0,250.0
weak_balancing,133,250.0,250.0,20.0,6.0,5.775,0.0,250.0
weak_balancing,134,250.0,250.0,20.0,6.0,5.775,0.0,250.0
weak_balancing,135,250.0,250.0,20.0,6.0,5.775,0.0,250.0
weak_balancing,136,250.0,250.0,20.0,6.0,5.775,0.0,250.0
weak_balancing,137,250.0,250.0,20.0,6.0,5.775,0.0,250.0
weak_balancing,138,250.0,250.0,20.0,6.0,5.775,0.0,250.0
weak_balancing,139,250.0,250.0,20.0,6.0,5.775,0.0,250.0
weak_balancing,140,250.0,250.0,20.0,6.0,5.775,0.0,250.0
weak_balancing,141,250.0,250.0,20.0,6.0,5.775,0.0,250.0
weak_balancing,142,250.0,250.0,20.0,6.0,5.775,0.0,250.0
weak_balancing,143,250.0,250.0,20.0,6.0,5.775,0.0,250.0
weak_balancing,144,250.0,250.0,20.0,6.0,5.775,0.0,250.0
weak_balancing,145,250.0,250.0,20.0,6.0,5.775,0.0,250.0
weak_balancing,146,250.0,250.0,20.0,6.0,5.775,0.0,250.0
weak_balancing,147,250.0,250.0,20.0,6.0,5.775,0.0,250.0
weak_balancing,148,250.0,250.0,20.0,6.0,5.775,0.0,250.0
weak_balancing,149,250.0,250.0,20.0,6.0,5.775,0.0,250.0
weak_balancing,150,250.0,250.0,20.0,6.0,5.775,0.0,250.0
weak_balancing,151,250.0,250.0,20.0,6.0,5.775,0.0,250.0
weak_balancing,152,250.0,250.0,20.0,6.0,5.775,0.0,250.0
weak_balancing,153,250.0,250.0,20.0,6.0,5.775,0.0,250.0
weak_balancing,154,250.0,250.0,20.0,6.0,5.775,0.0,250.0
weak_balancing,155,250.0,250.0,20.0,6.0,5.775,0.0,250.0
weak_balancing,156,250.0,250.0,20.0,6.0,5.775,0.0,250.0
weak_balancing,157,250.0,250.0,20.0,6.0,5.775,0.0,250.0
weak_balancing,158,250.0,250.0,20.0,6.0,5.775,0.0,250.0
weak_balancing,159,250.0,250.0,20.0,6.0,5.775,0.0,250.0
weak_balancing,160,250.0,250.0,20.0,6.0,5.775,0.0,250.0
strong_threshold_response,0,12.0,12.0,0.96,0.0,0.0,0.0,12.96
strong_threshold_response,1,12.96,12.0,1.0368,0.0,0.0,0.0,13.9968
strong_threshold_response,2,13.9968,12.0,1.119744,0.0,0.0,0.0,15.116544
strong_threshold_response,3,15.116544,12.0,1.209324,0.0,0.0,0.0,16.325868
strong_threshold_response,4,16.325868,12.0,1.306069,0.0,0.0,0.0,17.631937
strong_threshold_response,5,17.631937,12.0,1.410555,0.0,0.0,0.0,19.042492
strong_threshold_response,6,19.042492,12.0,1.523399,0.0,0.0,0.0,20.565891
strong_threshold_response,7,20.565891,12.0,1.645271,0.0,0.0,0.0,22.211163
strong_threshold_response,8,22.211163,12.96,1.776893,0.0,0.0,0.0,23.988056
strong_threshold_response,9,23.988056,13.9968,1.919044,0.0,0.0,0.0,25.9071
strong_threshold_response,10,25.9071,15.116544,2.072568,0.0,0.0,0.0,27.979668
strong_threshold_response,11,27.979668,16.325868,2.238373,0.0,0.0,0.0,30.218041
strong_threshold_response,12,30.218041,17.631937,2.417443,0.0,0.0,0.0,32.635485
strong_threshold_response,13,32.635485,19.042492,2.610839,0.0,0.0,0.0,35.246323
strong_threshold_response,14,35.246323,20.565891,2.819706,0.0,0.0,0.0,38.066029
strong_threshold_response,15,38.066029,22.211163,3.045282,0.0,0.0,0.0,41.111312
strong_threshold_response,16,41.111312,23.988056,3.288905,0.0,0.0,0.0,44.400217
strong_threshold_response,17,44.400217,25.9071,3.552017,0.0,0.0,0.0,47.952234
strong_threshold_response,18,47.952234,27.979668,3.836179,0.0,0.0,0.0,51.788413
strong_threshold_response,19,51.788413,30.218041,4.143073,0.0,0.0,0.0,55.931486
strong_threshold_response,20,55.931486,32.635485,4.474519,0.0,0.0,0.0,60.406005
strong_threshold_response,21,60.406005,35.246323,4.83248,0.0,0.0,0.0,65.238485
strong_threshold_response,22,65.238485,38.066029,5.219079,0.0,0.0,0.0,70.457564
strong_threshold_response,23,70.457564,41.111312,5.636605,0.0,0.0,0.0,76.094169
strong_threshold_response,24,76.094169,44.400217,6.087534,0.0,0.0,0.0,82.181702
strong_threshold_response,25,82.181702,47.952234,6.574536,0.0,0.0,0.0,88.756239
strong_threshold_response,26,88.756239,51.788413,7.100499,0.107305,0.300499,0.0,95.448934
strong_threshold_response,27,95.448934,55.931486,7.635915,0.355889,0.835915,0.0,101.893045
strong_threshold_response,28,101.893045,60.406005,8.151444,0.62436,1.351444,0.0,108.068684
strong_threshold_response,29,108.068684,65.238485,8.645495,0.914309,1.845495,0.0,113.954375
strong_threshold_response,30,113.954375,70.457564,9.11635,1.227454,2.31635,0.0,119.526921
strong_threshold_response,31,119.526921,76.094169,9.562154,1.56565,2.762154,0.0,124.761271
strong_threshold_response,32,124.761271,82.181702,9.980902,1.930902,3.180902,0.0,129.630369
strong_threshold_response,33,129.630369,88.756239,10.37043,2.325374,3.57043,0.0,134.104995
strong_threshold_response,34,134.104995,95.448934,10.7284,2.726936,3.9284,0.0,138.178059
strong_threshold_response,35,138.178059,101.893045,11.054245,3.113583,4.254245,0.0,141.864476
strong_threshold_response,36,141.864476,108.068684,11.349158,3.484121,4.549158,0.0,145.180355
strong_threshold_response,37,145.180355,113.954375,11.614428,3.837263,4.814428,0.0,148.143093
strong_threshold_response,38,148.143093,119.526921,11.851447,4.171615,5.051447,0.0,150.771477
strong_threshold_response,39,150.771477,124.761271,12.061718,4.485676,5.261718,0.0,153.085801
strong_threshold_response,40,153.085801,129.630369,12.246864,4.777822,5.446864,0.0,155.107979
strong_threshold_response,41,155.107979,134.104995,12.408638,5.0463,5.608638,0.0,156.861679
strong_threshold_response,42,156.861679,138.178059,12.548934,5.290684,5.748934,0.0,158.370996
strong_threshold_response,43,158.370996,141.864476,12.66968,5.511869,5.86968,0.0,159.659127
strong_threshold_response,44,159.659127,145.180355,12.77273,5.710821,5.97273,0.0,160.748306
strong_threshold_response,45,160.748306,148.143093,12.859864,5.888586,6.059864,0.0,161.65972
strong_threshold_response,46,161.65972,150.771477,12.932778,6.046289,6.132778,0.0,162.413432
strong_threshold_response,47,162.413432,153.085801,12.993075,6.185148,6.193075,0.0,163.028284
strong_threshold_response,48,163.028284,155.107979,13.042263,6.306479,6.242263,0.0,163.521805
strong_threshold_response,49,163.521805,156.861679,13.081744,6.411701,6.281744,0.0,163.910104
strong_threshold_response,50,163.910104,158.370996,13.112808,6.50226,6.312808,0.0,164.207844
strong_threshold_response,51,164.207844,159.659127,13.136628,6.579548,6.336628,0.0,164.428297
strong_threshold_response,52,164.428297,160.748306,13.154264,6.644898,6.354264,0.0,164.583398
strong_threshold_response,53,164.583398,161.65972,13.166672,6.699583,6.366672,0.0,164.683815
strong_threshold_response,54,164.683815,162.413432,13.174705,6.744806,6.374705,0.0,164.739009
strong_threshold_response,55,164.739009,163.028284,13.179121,6.781697,6.379121,0.0,164.757312
strong_threshold_response,56,164.757312,163.521805,13.180585,6.811308,6.380585,0.0,164.746004
strong_threshold_response,57,164.746004,163.910104,13.17968,6.834606,6.37968,0.0,164.711398
strong_threshold_response,58,164.711398,164.207844,13.176912,6.852471,6.376912,0.0,164.658927
strong_threshold_response,59,164.658927,164.428297,13.172714,6.865698,6.372714,0.0,164.593229
strong_threshold_response,60,164.593229,164.583398,13.167458,6.875004,6.367458,0.0,164.518225
strong_threshold_response,61,164.518225,164.683815,13.161458,6.881029,6.361458,0.0,164.437196
