run_id,growth_rate,balancing_strength,target,delay,threshold,threshold_correction,shock_size,minimum_state,maximum_state,final_state,maximum_overshoot,time_to_peak,threshold_active_periods
235,0.109505,0.044977,50.092386,13,96.625928,0.026535,-11.367540,12.000000,250.000000,250.000000,238.000000,31,140
236,0.110750,0.048431,53.284456,12,71.446524,0.053020,-5.560040,12.000000,250.000000,250.000000,238.000000,33,144
237,0.071164,0.033846,44.988219,15,99.700578,0.080814,-12.725913,12.000000,233.237945,220.370020,221.237945,69,130
238,0.093021,0.039508,52.121735,5,85.469858,0.022333,-15.090855,12.000000,250.000000,250.000000,238.000000,38,138
239,0.075958,0.051224,46.784671,13,102.159739,0.087865,-4.979561,12.000000,205.914472,179.837463,193.914472,53,131
240,0.064313,0.030067,62.254058,15,89.841493,0.086696,-4.674038,12.000000,191.801280,184.210105,179.801280,69,128
241,0.072034,0.064451,64.768484,15,90.895300,0.029630,-16.758415,12.000000,250.000000,250.000000,238.000000,47,131
242,0.092417,0.030955,55.018825,3,91.095609,0.083608,-8.697271,12.000000,250.000000,250.000000,238.000000,50,138
243,0.103663,0.045704,46.221671,16,81.729803,0.057624,-17.505226,12.000000,250.000000,250.000000,238.000000,34,141
244,0.068638,0.065358,52.256158,4,86.100180,0.039122,-4.245845,12.000000,189.098028,189.098028,177.098028,160,131
245,0.063295,0.080418,46.101214,8,102.200492,0.087631,-14.626850,12.000000,131.851200,120.862234,119.851200,47,125
246,0.085484,0.042553,54.312297,13,100.415678,0.041935,-4.900487,12.000000,250.000000,250.000000,238.000000,40,135
247,0.107099,0.081111,42.407809,2,102.172647,0.029613,-12.425922,12.000000,250.000000,250.000000,238.000000,44,138
248,0.113314,0.048893,41.084463,9,104.082910,0.074099,-11.973486,12.000000,250.000000,250.000000,238.000000,32,140
249,0.057092,0.047254,50.540719,3,102.997954,0.046519,-11.679869,12.000000,194.997145,194.997145,182.997145,160,120
250,0.084715,0.070198,48.738585,15,80.146111,0.029753,-8.761133,12.000000,250.000000,250.000000,238.000000,41,137
251,0.056944,0.071664,55.127889,8,76.511025,0.042509,-17.590528,12.000000,132.848784,125.849711,120.848784,57,127
252,0.075046,0.031462,46.546336,6,97.898131,0.081143,-8.288236,12.000000,250.000000,250.000000,238.000000,155,131
253,0.103057,0.043267,59.055672,5,80.611681,0.041645,-8.979660,12.000000,250.000000,250.000000,238.000000,36,141
254,0.110933,0.079589,44.301676,15,83.740580,0.064607,-13.650011,12.000000,250.000000,250.000000,238.000000,33,142
255,0.106085,0.047252,43.678898,7,103.191336,0.072016,-12.271933,12.000000,250.000000,250.000000,238.000000,36,139
256,0.111617,0.027260,42.499096,8,98.548044,0.041763,-16.956176,12.000000,250.000000,250.000000,238.000000,31,141
257,0.063577,0.055767,55.604290,16,84.039260,0.075118,-6.064088,12.000000,173.309179,137.870310,161.309179,58,129
258,0.085652,0.043572,44.177010,15,78.699131,0.025988,-11.120669,12.000000,250.000000,250.000000,238.000000,40,138
259,0.100021,0.025470,42.826717,13,93.298474,0.061564,-12.752529,12.000000,250.000000,250.000000,238.000000,36,139
260,0.110766,0.056112,60.644133,8,73.494927,0.021783,-8.475662,12.000000,250.000000,250.000000,238.000000,31,143
261,0.064984,0.051735,40.690911,4,83.262468,0.073914,-4.061414,12.000000,136.142946,136.142946,124.142946,160,129
262,0.069462,0.029990,53.797067,11,84.189877,0.076433,-11.102239,12.000000,217.723035,217.723035,205.723035,160,131
263,0.056149,0.057351,56.425643,13,88.570616,0.044735,-11.587439,12.000000,182.806468,156.820975,170.806468,66,124
264,0.110671,0.076837,52.270591,5,101.110982,0.057889,-12.439045,12.000000,250.000000,250.000000,238.000000,37,140
265,0.057064,0.056133,63.085682,13,88.810261,0.080064,-7.454491,12.000000,153.289100,134.433240,141.289100,58,124
266,0.068567,0.061637,49.769645,16,95.766534,0.060217,-10.547085,12.000000,225.785099,167.512911,213.785099,60,129
267,0.091501,0.078139,40.878659,11,98.649839,0.073123,-8.203680,12.000000,224.409386,173.467708,212.409386,46,136
268,0.111224,0.063291,47.323805,4,95.247021,0.054855,-12.049504,12.000000,250.000000,250.000000,238.000000,37,141
269,0.077059,0.072098,62.321628,8,78.536813,0.037997,-15.607685,12.000000,233.738703,226.371573,221.738703,66,135
270,0.105552,0.061538,44.408576,4,92.779283,0.044593,-10.414870,12.000000,250.000000,250.000000,238.000000,39,140
271,0.064131,0.046359,62.083273,10,80.492462,0.061826,-6.104220,12.000000,181.548619,178.298718,169.548619,70,130
272,0.079785,0.065467,51.552207,11,81.387694,0.027142,-11.299917,12.000000,250.000000,250.000000,238.000000,45,136
273,0.076435,0.069203,60.573515,5,72.342196,0.052166,-16.922696,12.000000,177.254341,177.254341,165.254341,160,136
274,0.097879,0.074635,44.016603,4,90.680613,0.021938,-6.584243,12.000000,250.000000,250.000000,238.000000,43,139
275,0.055012,0.073761,63.314515,9,98.804012,0.061693,-14.181944,12.000000,147.622820,133.947389,135.622820,56,121
276,0.098480,0.050009,41.529719,7,71.219948,0.051555,-14.960198,12.000000,250.000000,250.000000,238.000000,42,142
277,0.098201,0.074279,63.065497,3,74.811081,0.022869,-16.374860,12.000000,250.000000,250.000000,238.000000,41,141
278,0.112265,0.047534,64.295115,7,93.831458,0.046242,-4.146399,12.000000,250.000000,250.000000,238.000000,31,141
279,0.072832,0.070462,57.516737,10,89.604216,0.027093,-6.509917,12.000000,250.000000,250.000000,238.000000,52,132
280,0.112161,0.071161,53.912599,10,80.319985,0.030595,-10.980183,12.000000,250.000000,250.000000,238.000000,31,143
281,0.083514,0.026104,59.570430,7,97.566722,0.037734,-9.323585,12.000000,250.000000,250.000000,238.000000,42,134
282,0.076545,0.027351,59.370537,3,73.215082,0.091532,-16.445764,12.000000,196.180727,196.180727,184.180727,160,136
283,0.083397,0.078817,64.815821,10,93.835182,0.044777,-6.863052,12.000000,250.000000,230.351062,238.000000,45,135
284,0.058999,0.069175,54.626250,5,71.464598,0.094201,-5.917140,12.000000,101.118783,100.700049,89.118783,51,129
285,0.068516,0.042890,43.972203,4,87.631433,0.091396,-14.828039,12.000000,150.442093,150.442093,138.442093,160,130
286,0.103999,0.042885,40.152261,6,89.225818,0.054011,-9.721993,12.000000,250.000000,250.000000,238.000000,37,140
287,0.077533,0.065994,61.346840,9,86.893302,0.033786,-16.463938,12.000000,250.000000,250.000000,238.000000,49,134
288,0.093454,0.079407,48.383754,13,98.320512,0.064889,-4.052686,12.000000,250.000000,185.972177,238.000000,40,137
289,0.077416,0.032573,55.145702,4,94.444085,0.034711,-5.097494,12.000000,250.000000,250.000000,238.000000,48,133
290,0.060589,0.042749,63.148099,8,71.232195,0.040761,-9.748005,12.000000,242.758702,242.758702,230.758702,160,130
291,0.072316,0.042194,42.357297,10,76.828814,0.070069,-4.630026,12.000000,180.264724,179.509929,168.264724,70,134
292,0.085618,0.072675,57.321787,6,96.656803,0.085297,-5.188748,12.000000,174.018225,171.523574,162.018225,49,135
293,0.093381,0.048078,42.289523,13,77.448312,0.072969,-8.055122,12.000000,250.000000,250.000000,238.000000,45,140
294,0.061486,0.082145,63.659757,16,88.535436,0.092295,-14.903286,12.000000,156.695150,119.949162,144.695150,53,114
295,0.082655,0.030127,47.767655,16,97.907340,0.031739,-13.708082,12.000000,250.000000,250.000000,238.000000,41,134
296,0.090561,0.083059,62.917898,2,100.172180,0.089230,-17.452256,12.000000,173.307005,173.307005,161.307005,160,136
297,0.068369,0.045805,52.939968,2,95.898491,0.067954,-11.676694,12.000000,196.727509,196.727509,184.727509,160,128
298,0.055003,0.037836,56.199122,14,87.581486,0.050556,-4.620990,12.000000,200.086800,196.170207,188.086800,82,123
299,0.113993,0.073800,62.663602,7,74.597858,0.022775,-17.468743,12.000000,250.000000,250.000000,238.000000,30,144
300,0.105095,0.045298,60.098095,3,94.313354,0.085078,-17.558355,12.000000,250.000000,250.000000,238.000000,42,140
