scenario,time,fast_cycle,slow_memory,release_event,phase,cross_scale_coupling
strong_remember,147,2.452593,2.010760,0,conservation,4.931578
strong_remember,148,2.513712,2.005010,0,conservation,5.040018
strong_remember,149,2.569525,1.999340,0,conservation,5.137353
strong_remember,150,2.620173,1.993749,0,conservation,5.223966
strong_remember,151,1.325329,2.133749,1,release,2.827919
strong_remember,152,1.417065,2.126276,0,growth,3.013071
strong_remember,153,1.511018,2.118908,0,growth,3.201710
strong_remember,154,1.606367,2.111644,0,growth,3.392074
strong_remember,155,1.702224,2.104481,0,growth,3.582299
strong_remember,156,1.797676,2.097418,0,growth,3.770477
strong_remember,157,1.891808,2.090454,0,growth,3.954738
strong_remember,158,1.983747,2.083588,0,growth,4.133312
strong_remember,159,2.072690,2.076818,0,conservation,4.304600
strong_remember,160,2.157932,2.070142,0,conservation,4.467227
rigid_slow_structure,1,0.500000,1.000000,0,reorganization,0.500000
rigid_slow_structure,2,0.457548,1.002400,0,reorganization,0.458646
rigid_slow_structure,3,0.410072,1.004790,0,reorganization,0.412036
rigid_slow_structure,4,0.356796,1.007171,0,reorganization,0.359355
rigid_slow_structure,5,0.296777,1.009543,0,reorganization,0.299609
rigid_slow_structure,6,0.228855,1.011904,0,reorganization,0.231579
rigid_slow_structure,7,0.151591,1.014257,0,reorganization,0.153752
rigid_slow_structure,8,0.063175,1.016600,0,reorganization,0.064224
rigid_slow_structure,9,0.000000,1.018933,0,reorganization,0.000000
rigid_slow_structure,10,0.000000,1.021258,0,reorganization,0.000000
rigid_slow_structure,11,0.000000,1.023573,0,reorganization,0.000000
rigid_slow_structure,12,0.000000,1.025878,0,reorganization,0.000000
rigid_slow_structure,13,0.000000,1.028175,0,reorganization,0.000000
rigid_slow_structure,14,0.000000,1.030462,0,reorganization,0.000000
rigid_slow_structure,15,0.000000,1.032740,0,reorganization,0.000000
rigid_slow_structure,16,0.000000,1.035009,0,reorganization,0.000000
rigid_slow_structure,17,0.000000,1.037269,0,reorganization,0.000000
rigid_slow_structure,18,0.000000,1.039520,0,reorganization,0.000000
rigid_slow_structure,19,0.000000,1.041762,0,reorganization,0.000000
rigid_slow_structure,20,0.000000,1.043995,0,reorganization,0.000000
rigid_slow_structure,21,0.000000,1.046219,0,reorganization,0.000000
rigid_slow_structure,22,0.000000,1.048434,0,reorganization,0.000000
rigid_slow_structure,23,0.000000,1.050640,0,reorganization,0.000000
rigid_slow_structure,24,0.000000,1.052838,0,reorganization,0.000000
rigid_slow_structure,25,0.000000,1.055027,0,reorganization,0.000000
rigid_slow_structure,26,0.000000,1.057206,0,reorganization,0.000000
rigid_slow_structure,27,0.000000,1.059378,0,reorganization,0.000000
rigid_slow_structure,28,0.000000,1.061540,0,reorganization,0.000000
rigid_slow_structure,29,0.000000,1.063694,0,reorganization,0.000000
rigid_slow_structure,30,0.000000,1.065839,0,reorganization,0.000000
rigid_slow_structure,31,0.000000,1.067976,0,reorganization,0.000000
rigid_slow_structure,32,0.000000,1.070104,0,reorganization,0.000000
rigid_slow_structure,33,0.000000,1.072223,0,reorganization,0.000000
rigid_slow_structure,34,0.000000,1.074335,0,reorganization,0.000000
rigid_slow_structure,35,0.000000,1.076437,0,reorganization,0.000000
rigid_slow_structure,36,0.000000,1.078531,0,reorganization,0.000000
rigid_slow_structure,37,0.000000,1.080617,0,reorganization,0.000000
rigid_slow_structure,38,0.000000,1.082695,0,reorganization,0.000000
rigid_slow_structure,39,0.000000,1.084764,0,reorganization,0.000000
rigid_slow_structure,40,0.000000,1.086825,0,reorganization,0.000000
rigid_slow_structure,41,0.000000,1.088878,0,reorganization,0.000000
rigid_slow_structure,42,0.000000,1.090922,0,reorganization,0.000000
rigid_slow_structure,43,0.000000,1.092959,0,reorganization,0.000000
rigid_slow_structure,44,0.000000,1.094987,0,reorganization,0.000000
rigid_slow_structure,45,0.000000,1.097007,0,reorganization,0.000000
rigid_slow_structure,46,0.000000,1.099019,0,reorganization,0.000000
rigid_slow_structure,47,0.000000,1.101023,0,reorganization,0.000000
rigid_slow_structure,48,0.000000,1.103019,0,reorganization,0.000000
rigid_slow_structure,49,0.000000,1.105007,0,reorganization,0.000000
rigid_slow_structure,50,0.000000,1.106986,0,reorganization,0.000000
rigid_slow_structure,51,0.000000,1.108959,0,reorganization,0.000000
rigid_slow_structure,52,0.000000,1.110923,0,reorganization,0.000000
rigid_slow_structure,53,0.000000,1.112879,0,reorganization,0.000000
rigid_slow_structure,54,0.000000,1.114827,0,reorganization,0.000000
rigid_slow_structure,55,0.000000,1.116768,0,reorganization,0.000000
rigid_slow_structure,56,0.000000,1.118701,0,reorganization,0.000000
rigid_slow_structure,57,0.000000,1.120626,0,reorganization,0.000000
rigid_slow_structure,58,0.000000,1.122544,0,reorganization,0.000000
rigid_slow_structure,59,0.000000,1.124454,0,reorganization,0.000000
rigid_slow_structure,60,0.000000,1.126356,0,reorganization,0.000000
rigid_slow_structure,61,0.000000,1.128250,0,reorganization,0.000000
rigid_slow_structure,62,0.000000,1.130137,0,reorganization,0.000000
rigid_slow_structure,63,0.000000,1.132017,0,reorganization,0.000000
rigid_slow_structure,64,0.000000,1.133889,0,reorganization,0.000000
rigid_slow_structure,65,0.000000,1.135753,0,reorganization,0.000000
rigid_slow_structure,66,0.000000,1.137610,0,reorganization,0.000000
rigid_slow_structure,67,0.000000,1.139460,0,reorganization,0.000000
rigid_slow_structure,68,0.000000,1.141302,0,reorganization,0.000000
rigid_slow_structure,69,0.000000,1.143137,0,reorganization,0.000000
rigid_slow_structure,70,0.000000,1.144964,0,reorganization,0.000000
rigid_slow_structure,71,0.000000,1.146784,0,reorganization,0.000000
rigid_slow_structure,72,0.000000,1.148597,0,reorganization,0.000000
rigid_slow_structure,73,0.000000,1.150403,0,reorganization,0.000000
rigid_slow_structure,74,0.000000,1.152201,0,reorganization,0.000000
rigid_slow_structure,75,0.000000,1.153992,0,reorganization,0.000000
rigid_slow_structure,76,0.000000,1.155776,0,reorganization,0.000000
rigid_slow_structure,77,0.000000,1.157553,0,reorganization,0.000000
rigid_slow_structure,78,0.000000,1.159323,0,reorganization,0.000000
rigid_slow_structure,79,0.000000,1.161086,0,reorganization,0.000000
rigid_slow_structure,80,0.000000,1.162841,0,reorganization,0.000000
rigid_slow_structure,81,0.000000,1.164590,0,reorganization,0.000000
rigid_slow_structure,82,0.000000,1.166332,0,reorganization,0.000000
rigid_slow_structure,83,0.000000,1.168066,0,reorganization,0.000000
rigid_slow_structure,84,0.000000,1.169794,0,reorganization,0.000000
rigid_slow_structure,85,0.000000,1.171515,0,reorganization,0.000000
rigid_slow_structure,86,0.000000,1.173229,0,reorganization,0.000000
rigid_slow_structure,87,0.000000,1.174936,0,reorganization,0.000000
rigid_slow_structure,88,0.000000,1.176636,0,reorganization,0.000000
rigid_slow_structure,89,0.000000,1.178330,0,reorganization,0.000000
rigid_slow_structure,90,0.000000,1.180016,0,reorganization,0.000000
rigid_slow_structure,91,0.000000,1.181696,0,reorganization,0.000000
rigid_slow_structure,92,0.000000,1.183370,0,reorganization,0.000000
rigid_slow_structure,93,0.000000,1.185036,0,reorganization,0.000000
rigid_slow_structure,94,0.000000,1.186696,0,reorganization,0.000000
rigid_slow_structure,95,0.000000,1.188349,0,reorganization,0.000000
rigid_slow_structure,96,0.000000,1.189996,0,reorganization,0.000000
rigid_slow_structure,97,0.000000,1.191636,0,reorganization,0.000000
rigid_slow_structure,98,0.000000,1.193269,0,reorganization,0.000000
rigid_slow_structure,99,0.000000,1.194896,0,reorganization,0.000000
rigid_slow_structure,100,0.000000,1.196517,0,reorganization,0.000000
rigid_slow_structure,101,0.000000,1.198130,0,reorganization,0.000000
rigid_slow_structure,102,0.000000,1.199738,0,reorganization,0.000000
rigid_slow_structure,103,0.000000,1.201339,0,reorganization,0.000000
rigid_slow_structure,104,0.000000,1.202934,0,reorganization,0.000000
rigid_slow_structure,105,0.000000,1.204522,0,reorganization,0.000000
rigid_slow_structure,106,0.000000,1.206104,0,reorganization,0.000000
rigid_slow_structure,107,0.000000,1.207679,0,reorganization,0.000000
rigid_slow_structure,108,0.000000,1.209249,0,reorganization,0.000000
rigid_slow_structure,109,0.000000,1.210812,0,reorganization,0.000000
rigid_slow_structure,110,0.000000,1.212368,0,reorganization,0.000000
rigid_slow_structure,111,0.000000,1.213919,0,reorganization,0.000000
rigid_slow_structure,112,0.000000,1.215463,0,reorganization,0.000000
rigid_slow_structure,113,0.000000,1.217001,0,reorganization,0.000000
rigid_slow_structure,114,0.000000,1.218533,0,reorganization,0.000000
rigid_slow_structure,115,0.000000,1.220059,0,reorganization,0.000000
rigid_slow_structure,116,0.000000,1.221579,0,reorganization,0.000000
rigid_slow_structure,117,0.000000,1.223093,0,reorganization,0.000000
rigid_slow_structure,118,0.000000,1.224600,0,reorganization,0.000000
rigid_slow_structure,119,0.000000,1.226102,0,reorganization,0.000000
rigid_slow_structure,120,0.000000,1.227598,0,reorganization,0.000000
rigid_slow_structure,121,0.000000,1.229087,0,reorganization,0.000000
rigid_slow_structure,122,0.000000,1.230571,0,reorganization,0.000000
rigid_slow_structure,123,0.000000,1.232049,0,reorganization,0.000000
rigid_slow_structure,124,0.000000,1.233520,0,reorganization,0.000000
rigid_slow_structure,125,0.000000,1.234986,0,reorganization,0.000000
rigid_slow_structure,126,0.000000,1.236446,0,reorganization,0.000000
rigid_slow_structure,127,0.000000,1.237901,0,reorganization,0.000000
rigid_slow_structure,128,0.000000,1.239349,0,reorganization,0.000000
rigid_slow_structure,129,0.000000,1.240792,0,reorganization,0.000000
rigid_slow_structure,130,0.000000,1.242228,0,reorganization,0.000000
rigid_slow_structure,131,0.000000,1.243659,0,reorganization,0.000000
rigid_slow_structure,132,0.000000,1.245085,0,reorganization,0.000000
rigid_slow_structure,133,0.000000,1.246504,0,reorganization,0.000000
rigid_slow_structure,134,0.000000,1.247918,0,reorganization,0.000000
rigid_slow_structure,135,0.000000,1.249327,0,reorganization,0.000000
rigid_slow_structure,136,0.000000,1.250729,0,reorganization,0.000000
rigid_slow_structure,137,0.000000,1.252127,0,reorganization,0.000000
rigid_slow_structure,138,0.000000,1.253518,0,reorganization,0.000000
rigid_slow_structure,139,0.000000,1.254904,0,reorganization,0.000000
rigid_slow_structure,140,0.000000,1.256284,0,reorganization,0.000000
rigid_slow_structure,141,0.000000,1.257659,0,reorganization,0.000000
rigid_slow_structure,142,0.000000,1.259029,0,reorganization,0.000000
rigid_slow_structure,143,0.000000,1.260392,0,reorganization,0.000000
rigid_slow_structure,144,0.000000,1.261751,0,reorganization,0.000000
rigid_slow_structure,145,0.000000,1.263104,0,reorganization,0.000000
rigid_slow_structure,146,0.000000,1.264451,0,reorganization,0.000000
rigid_slow_structure,147,0.000000,1.265794,0,reorganization,0.000000
rigid_slow_structure,148,0.000000,1.267131,0,reorganization,0.000000
rigid_slow_structure,149,0.000000,1.268462,0,reorganization,0.000000
rigid_slow_structure,150,0.000000,1.269788,0,reorganization,0.000000
rigid_slow_structure,151,0.000000,1.271109,0,reorganization,0.000000
rigid_slow_structure,152,0.000000,1.272425,0,reorganization,0.000000
rigid_slow_structure,153,0.000000,1.273735,0,reorganization,0.000000
rigid_slow_structure,154,0.000000,1.275040,0,reorganization,0.000000
rigid_slow_structure,155,0.000000,1.276340,0,reorganization,0.000000
rigid_slow_structure,156,0.000000,1.277634,0,reorganization,0.000000
rigid_slow_structure,157,0.000000,1.278924,0,reorganization,0.000000
rigid_slow_structure,158,0.000000,1.280208,0,reorganization,0.000000
rigid_slow_structure,159,0.000000,1.281487,0,reorganization,0.000000
rigid_slow_structure,160,0.000000,1.282761,0,reorganization,0.000000
weak_memory_high_volatility,1,0.500000,1.000000,0,reorganization,0.500000
weak_memory_high_volatility,2,0.526344,1.003600,0,reorganization,0.528239
weak_memory_high_volatility,3,0.555522,1.007171,0,reorganization,0.559506
weak_memory_high_volatility,4,0.587768,1.010714,0,reorganization,0.594065
weak_memory_high_volatility,5,0.623314,1.014228,0,reorganization,0.632182
weak_memory_high_volatility,6,0.662383,1.017714,0,reorganization,0.674117
weak_memory_high_volatility,7,0.705182,1.021173,0,reorganization,0.720113
weak_memory_high_volatility,8,0.751892,1.024603,0,reorganization,0.770391
weak_memory_high_volatility,9,0.802655,1.028006,0,growth,0.825134
weak_memory_high_volatility,10,0.857566,1.031382,0,growth,0.884479
weak_memory_high_volatility,11,0.916661,1.034731,0,growth,0.948498
weak_memory_high_volatility,12,0.979901,1.038053,0,growth,1.017190
weak_memory_high_volatility,13,1.047165,1.041349,0,growth,1.090464
weak_memory_high_volatility,14,1.118238,1.044618,0,growth,1.168131
weak_memory_high_volatility,15,1.192805,1.047861,0,growth,1.249895
weak_memory_high_volatility,16,1.270453,1.051078,0,growth,1.335346
weak_memory_high_volatility,17,1.350667,1.054270,0,growth,1.423967
weak_memory_high_volatility,18,1.432843,1.057436,0,growth,1.515140
weak_memory_high_volatility,19,1.516303,1.060576,0,growth,1.608155
weak_memory_high_volatility,20,1.600312,1.063691,0,growth,1.702238
weak_memory_high_volatility,21,1.684103,1.066782,0,growth,1.796571
weak_memory_high_volatility,22,1.766908,1.069848,0,growth,1.890322
weak_memory_high_volatility,23,1.847980,1.072889,0,growth,1.982677
weak_memory_high_volatility,24,1.926626,1.075906,0,growth,2.072868
weak_memory_high_volatility,25,2.002227,1.078899,0,conservation,2.160199
weak_memory_high_volatility,26,2.074256,1.081867,0,conservation,2.244070
weak_memory_high_volatility,27,2.142294,1.084812,0,conservation,2.323987
weak_memory_high_volatility,28,2.206033,1.087734,0,conservation,2.399577
weak_memory_high_volatility,29,2.265277,1.090632,0,conservation,2.470584
weak_memory_high_volatility,30,0.872892,1.290632,1,release,1.126582
weak_memory_high_volatility,31,0.921440,1.291907,0,growth,1.190415
weak_memory_high_volatility,32,0.973407,1.293172,0,growth,1.258783
weak_memory_high_volatility,33,1.028752,1.294426,0,growth,1.331644
weak_memory_high_volatility,34,1.087372,1.295671,0,growth,1.408876
weak_memory_high_volatility,35,1.149098,1.296906,0,growth,1.490272
weak_memory_high_volatility,36,1.213692,1.298130,0,growth,1.575530
weak_memory_high_volatility,37,1.280842,1.299345,0,growth,1.664256
weak_memory_high_volatility,38,1.350167,1.300551,0,growth,1.755960
weak_memory_high_volatility,39,1.421220,1.301746,0,growth,1.850068
weak_memory_high_volatility,40,1.493500,1.302932,0,growth,1.945929
weak_memory_high_volatility,41,1.566460,1.304109,0,growth,2.042835
weak_memory_high_volatility,42,1.639528,1.305276,0,growth,2.140036
weak_memory_high_volatility,43,1.712118,1.306434,0,growth,2.236769
weak_memory_high_volatility,44,1.783655,1.307582,0,growth,2.332275
weak_memory_high_volatility,45,1.853587,1.308722,0,growth,2.425829
weak_memory_high_volatility,46,1.921407,1.309852,0,growth,2.516759
weak_memory_high_volatility,47,1.986666,1.310973,0,growth,2.604465
weak_memory_high_volatility,48,2.048982,1.312085,0,conservation,2.688439
weak_memory_high_volatility,49,2.108051,1.313188,0,conservation,2.768269
weak_memory_high_volatility,50,2.163646,1.314283,0,conservation,2.843643
weak_memory_high_volatility,51,2.215620,1.315369,0,conservation,2.914357
weak_memory_high_volatility,52,2.263898,1.316446,0,conservation,2.980299
weak_memory_high_volatility,53,2.308475,1.317514,0,conservation,3.041449
weak_memory_high_volatility,54,0.902389,1.517514,1,release,1.369389
weak_memory_high_volatility,55,0.942844,1.516974,0,growth,1.430270
weak_memory_high_volatility,56,0.986106,1.516438,0,growth,1.495369
weak_memory_high_volatility,57,1.032171,1.515907,0,growth,1.564675
weak_memory_high_volatility,58,1.080993,1.515380,0,growth,1.638114
weak_memory_high_volatility,59,1.132480,1.514856,0,growth,1.715544
weak_memory_high_volatility,60,1.186494,1.514338,0,growth,1.796752
weak_memory_high_volatility,61,1.242845,1.513823,0,growth,1.881447
weak_memory_high_volatility,62,1.301291,1.513312,0,growth,1.969260
weak_memory_high_volatility,63,1.361543,1.512806,0,growth,2.059750
weak_memory_high_volatility,64,1.423261,1.512303,0,growth,2.152403
weak_memory_high_volatility,65,1.486069,1.511805,0,growth,2.246647
weak_memory_high_volatility,66,1.549556,1.511311,0,growth,2.341861
weak_memory_high_volatility,67,1.613290,1.510820,0,growth,2.437391
weak_memory_high_volatility,68,1.676826,1.510333,0,growth,2.532567
weak_memory_high_volatility,69,1.739722,1.509851,0,growth,2.626721
weak_memory_high_volatility,70,1.801548,1.509372,0,growth,2.719205
weak_memory_high_volatility,71,1.861899,1.508897,0,growth,2.809413
weak_memory_high_volatility,72,1.920407,1.508426,0,growth,2.896791
weak_memory_high_volatility,73,1.976746,1.507958,0,growth,2.980851
weak_memory_high_volatility,74,2.030645,1.507495,0,conservation,3.061186
weak_memory_high_volatility,75,2.081882,1.507035,0,conservation,3.137468
weak_memory_high_volatility,76,2.130294,1.506579,0,conservation,3.209456
weak_memory_high_volatility,77,2.175775,1.506126,0,conservation,3.276991
weak_memory_high_volatility,78,2.218268,1.505677,0,conservation,3.339995
weak_memory_high_volatility,79,2.257766,1.505231,0,conservation,3.398460
weak_memory_high_volatility,80,2.294303,1.504790,0,conservation,3.452444
weak_memory_high_volatility,81,0.880958,1.704790,1,release,1.501848
weak_memory_high_volatility,82,0.911415,1.702751,0,growth,1.551913
weak_memory_high_volatility,83,0.944148,1.700729,0,growth,1.605741
weak_memory_high_volatility,84,0.979206,1.698723,0,growth,1.663401
weak_memory_high_volatility,85,1.016617,1.696734,0,growth,1.724929
weak_memory_high_volatility,86,1.056383,1.694760,0,growth,1.790316
weak_memory_high_volatility,87,1.098478,1.692802,0,growth,1.859505
weak_memory_high_volatility,88,1.142842,1.690859,0,growth,1.932386
weak_memory_high_volatility,89,1.189384,1.688932,0,growth,2.008789
weak_memory_high_volatility,90,1.237972,1.687021,0,growth,2.088484
weak_memory_high_volatility,91,1.288438,1.685125,0,growth,2.171179
weak_memory_high_volatility,92,1.340578,1.683244,0,growth,2.256519
weak_memory_high_volatility,93,1.394149,1.681378,0,growth,2.344091
weak_memory_high_volatility,94,1.448877,1.679527,0,growth,2.433427
weak_memory_high_volatility,95,1.504460,1.677691,0,growth,2.524018
weak_memory_high_volatility,96,1.560573,1.675869,0,growth,2.615315
weak_memory_high_volatility,97,1.616875,1.674062,0,growth,2.706750
weak_memory_high_volatility,98,1.673020,1.672270,0,growth,2.797741
weak_memory_high_volatility,99,1.728662,1.670492,0,growth,2.887715
weak_memory_high_volatility,100,1.783463,1.668728,0,growth,2.976113
weak_memory_high_volatility,101,1.837105,1.666978,0,growth,3.062413
weak_memory_high_volatility,102,1.889294,1.665242,0,growth,3.146132
weak_memory_high_volatility,103,1.939770,1.663520,0,growth,3.226845
weak_memory_high_volatility,104,1.988304,1.661812,0,growth,3.304188
weak_memory_high_volatility,105,2.034712,1.660117,0,conservation,3.377861
weak_memory_high_volatility,106,2.078848,1.658436,0,conservation,3.447637
weak_memory_high_volatility,107,2.120606,1.656769,0,conservation,3.513354
weak_memory_high_volatility,108,2.159921,1.655115,0,conservation,3.574918
weak_memory_high_volatility,109,2.196766,1.653474,0,conservation,3.632296
weak_memory_high_volatility,110,2.231146,1.651846,0,conservation,3.685510
weak_memory_high_volatility,111,2.263096,1.650231,0,conservation,3.734632
weak_memory_high_volatility,112,2.292676,1.648629,0,conservation,3.779773
weak_memory_high_volatility,113,2.319966,1.647040,0,conservation,3.821078
weak_memory_high_volatility,114,0.898088,1.847040,1,release,1.658806
weak_memory_high_volatility,115,0.923368,1.843864,0,growth,1.702565
weak_memory_high_volatility,116,0.950564,1.840713,0,growth,1.749715
weak_memory_high_volatility,117,0.979730,1.837587,0,growth,1.800339
weak_memory_high_volatility,118,1.010908,1.834487,0,growth,1.854497
weak_memory_high_volatility,119,1.044123,1.831411,0,growth,1.912217
weak_memory_high_volatility,120,1.079379,1.828360,0,growth,1.973494
weak_memory_high_volatility,121,1.116662,1.825333,0,growth,2.038280
weak_memory_high_volatility,122,1.155929,1.822330,0,growth,2.106485
weak_memory_high_volatility,123,1.197114,1.819351,0,growth,2.177971
weak_memory_high_volatility,124,1.240120,1.816397,0,growth,2.252549
weak_memory_high_volatility,125,1.284822,1.813465,0,growth,2.329980
weak_memory_high_volatility,126,1.331066,1.810558,0,growth,2.409972
weak_memory_high_volatility,127,1.378669,1.807673,0,growth,2.492183
weak_memory_high_volatility,128,1.427421,1.804812,0,growth,2.576227
weak_memory_high_volatility,129,1.477088,1.801973,0,growth,2.661673
weak_memory_high_volatility,130,1.527416,1.799158,0,growth,2.748061
weak_memory_high_volatility,131,1.578134,1.796364,0,growth,2.834903
weak_memory_high_volatility,132,1.628962,1.793593,0,growth,2.921696
weak_memory_high_volatility,133,1.679617,1.790845,0,growth,3.007934
weak_memory_high_volatility,134,1.729817,1.788118,0,growth,3.093117
weak_memory_high_volatility,135,1.779288,1.785413,0,growth,3.176764
weak_memory_high_volatility,136,1.827771,1.782730,0,growth,3.258422
weak_memory_high_volatility,137,1.875027,1.780068,0,growth,3.337676
weak_memory_high_volatility,138,1.920841,1.777427,0,growth,3.414156
weak_memory_high_volatility,139,1.965026,1.774808,0,growth,3.487544
weak_memory_high_volatility,140,2.007425,1.772209,0,conservation,3.557578
weak_memory_high_volatility,141,2.047913,1.769632,0,conservation,3.624051
weak_memory_high_volatility,142,2.086395,1.767075,0,conservation,3.686816
weak_memory_high_volatility,143,2.122811,1.764538,0,conservation,3.745780
weak_memory_high_volatility,144,2.157126,1.762022,0,conservation,3.800902
weak_memory_high_volatility,145,2.189334,1.759526,0,conservation,3.852188
weak_memory_high_volatility,146,2.219453,1.757049,0,conservation,3.899688
weak_memory_high_volatility,147,2.247522,1.754593,0,conservation,3.943486
weak_memory_high_volatility,148,2.273597,1.752156,0,conservation,3.983698
weak_memory_high_volatility,149,2.297751,1.749739,0,conservation,4.020464
weak_memory_high_volatility,150,2.320065,1.747341,0,conservation,4.053944
weak_memory_high_volatility,151,0.893665,1.947341,1,release,1.740270
weak_memory_high_volatility,152,0.914102,1.943362,0,growth,1.776431
weak_memory_high_volatility,153,0.936166,1.939415,0,growth,1.815615
weak_memory_high_volatility,154,0.959921,1.935500,0,growth,1.857927
weak_memory_high_volatility,155,0.985421,1.931616,0,growth,1.903455
weak_memory_high_volatility,156,1.012711,1.927763,0,growth,1.952266
weak_memory_high_volatility,157,1.041823,1.923941,0,growth,2.004406
weak_memory_high_volatility,158,1.072777,1.920150,0,growth,2.059892
weak_memory_high_volatility,159,1.105575,1.916388,0,growth,2.118711
weak_memory_high_volatility,160,1.140200,1.912657,0,growth,2.180812
