scenario,time,fast_cycle,slow_memory,release_event,phase,cross_scale_coupling,fast_growth,fast_capacity,slow_constraint,release_threshold,release_magnitude,revolt_strength,remember_strength,slow_adjustment,slow_target
strong_revolt,46,1.749429,1.429314,0,growth,2.500484,0.16,3.2,0.08,2.35,1.35,0.24,0.035,0.01,1.6
strong_revolt,47,1.812054,1.431021,0,growth,2.593087,0.16,3.2,0.08,2.35,1.35,0.24,0.035,0.01,1.6
strong_revolt,48,1.873468,1.432711,0,growth,2.684139,0.16,3.2,0.08,2.35,1.35,0.24,0.035,0.01,1.6
strong_revolt,49,1.933316,1.434384,0,growth,2.773117,0.16,3.2,0.08,2.35,1.35,0.24,0.035,0.01,1.6
strong_revolt,50,1.991271,1.43604,0,growth,2.859545,0.16,3.2,0.08,2.35,1.35,0.24,0.035,0.01,1.6
strong_revolt,51,2.047052,1.43768,0,conservation,2.943005,0.16,3.2,0.08,2.35,1.35,0.24,0.035,0.01,1.6
strong_revolt,52,2.100421,1.439303,0,conservation,3.023141,0.16,3.2,0.08,2.35,1.35,0.24,0.035,0.01,1.6
strong_revolt,53,2.151187,1.44091,0,conservation,3.099667,0.16,3.2,0.08,2.35,1.35,0.24,0.035,0.01,1.6
strong_revolt,54,2.199212,1.442501,0,conservation,3.172364,0.16,3.2,0.08,2.35,1.35,0.24,0.035,0.01,1.6
strong_revolt,55,2.244402,1.444076,0,conservation,3.241086,0.16,3.2,0.08,2.35,1.35,0.24,0.035,0.01,1.6
strong_revolt,56,2.28671,1.445635,0,conservation,3.305748,0.16,3.2,0.08,2.35,1.35,0.24,0.035,0.01,1.6
strong_revolt,57,2.326132,1.447178,0,conservation,3.366328,0.16,3.2,0.08,2.35,1.35,0.24,0.035,0.01,1.6
strong_revolt,58,2.362699,1.448707,0,conservation,3.422858,0.16,3.2,0.08,2.35,1.35,0.24,0.035,0.01,1.6
strong_revolt,59,2.396475,1.45022,0,conservation,3.475415,0.16,3.2,0.08,2.35,1.35,0.24,0.035,0.01,1.6
strong_revolt,60,1.085896,1.69022,1,release,1.835403,0.16,3.2,0.08,2.35,1.35,0.24,0.035,0.01,1.6
strong_revolt,61,1.12459,1.689317,0,growth,1.899789,0.16,3.2,0.08,2.35,1.35,0.24,0.035,0.01,1.6
strong_revolt,62,1.165238,1.688424,0,growth,1.967417,0.16,3.2,0.08,2.35,1.35,0.24,0.035,0.01,1.6
strong_revolt,63,1.207777,1.68754,0,growth,2.038173,0.16,3.2,0.08,2.35,1.35,0.24,0.035,0.01,1.6
strong_revolt,64,1.252116,1.686665,0,growth,2.111899,0.16,3.2,0.08,2.35,1.35,0.24,0.035,0.01,1.6
strong_revolt,65,1.298134,1.685798,0,growth,2.188392,0.16,3.2,0.08,2.35,1.35,0.24,0.035,0.01,1.6
strong_revolt,66,1.345687,1.68494,0,growth,2.267402,0.16,3.2,0.08,2.35,1.35,0.24,0.035,0.01,1.6
strong_revolt,67,1.394601,1.684091,0,growth,2.348635,0.16,3.2,0.08,2.35,1.35,0.24,0.035,0.01,1.6
strong_revolt,68,1.444678,1.68325,0,growth,2.431754,0.16,3.2,0.08,2.35,1.35,0.24,0.035,0.01,1.6
strong_revolt,69,1.495697,1.682417,0,growth,2.516386,0.16,3.2,0.08,2.35,1.35,0.24,0.035,0.01,1.6
strong_revolt,70,1.547415,1.681593,0,growth,2.602123,0.16,3.2,0.08,2.35,1.35,0.24,0.035,0.01,1.6
strong_revolt,71,1.599577,1.680777,0,growth,2.688532,0.16,3.2,0.08,2.35,1.35,0.24,0.035,0.01,1.6
strong_revolt,72,1.651913,1.679969,0,growth,2.775164,0.16,3.2,0.08,2.35,1.35,0.24,0.035,0.01,1.6
strong_revolt,73,1.704152,1.67917,0,growth,2.86156,0.16,3.2,0.08,2.35,1.35,0.24,0.035,0.01,1.6
strong_revolt,74,1.756019,1.678378,0,growth,2.947264,0.16,3.2,0.08,2.35,1.35,0.24,0.035,0.01,1.6
strong_revolt,75,1.807248,1.677594,0,growth,3.031828,0.16,3.2,0.08,2.35,1.35,0.24,0.035,0.01,1.6
strong_revolt,76,1.857581,1.676818,0,growth,3.114826,0.16,3.2,0.08,2.35,1.35,0.24,0.035,0.01,1.6
strong_revolt,77,1.90678,1.67605,0,growth,3.195859,0.16,3.2,0.08,2.35,1.35,0.24,0.035,0.01,1.6
strong_revolt,78,1.954626,1.67529,0,growth,3.274564,0.16,3.2,0.08,2.35,1.35,0.24,0.035,0.01,1.6
strong_revolt,79,2.000923,1.674537,0,conservation,3.350619,0.16,3.2,0.08,2.35,1.35,0.24,0.035,0.01,1.6
strong_revolt,80,2.045506,1.673791,0,conservation,3.42375,0.16,3.2,0.08,2.35,1.35,0.24,0.035,0.01,1.6
strong_revolt,81,2.088236,1.673053,0,conservation,3.49373,0.16,3.2,0.08,2.35,1.35,0.24,0.035,0.01,1.6
strong_revolt,82,2.129004,1.672323,0,conservation,3.560382,0.16,3.2,0.08,2.35,1.35,0.24,0.035,0.01,1.6
strong_revolt,83,2.167732,1.6716,0,conservation,3.62358,0.16,3.2,0.08,2.35,1.35,0.24,0.035,0.01,1.6
strong_revolt,84,2.204369,1.670884,0,conservation,3.683244,0.16,3.2,0.08,2.35,1.35,0.24,0.035,0.01,1.6
strong_revolt,85,2.238891,1.670175,0,conservation,3.73934,0.16,3.2,0.08,2.35,1.35,0.24,0.035,0.01,1.6
strong_revolt,86,2.2713,1.669473,0,conservation,3.791874,0.16,3.2,0.08,2.35,1.35,0.24,0.035,0.01,1.6
strong_revolt,87,2.301617,1.668778,0,conservation,3.840889,0.16,3.2,0.08,2.35,1.35,0.24,0.035,0.01,1.6
strong_revolt,88,2.329885,1.668091,0,conservation,3.886458,0.16,3.2,0.08,2.35,1.35,0.24,0.035,0.01,1.6
strong_revolt,89,2.35616,1.66741,0,conservation,3.928684,0.16,3.2,0.08,2.35,1.35,0.24,0.035,0.01,1.6
strong_revolt,90,2.380514,1.666736,0,conservation,3.967688,0.16,3.2,0.08,2.35,1.35,0.24,0.035,0.01,1.6
strong_revolt,91,2.403028,1.666068,0,conservation,4.003608,0.16,3.2,0.08,2.35,1.35,0.24,0.035,0.01,1.6
strong_revolt,92,1.082212,1.906068,1,release,2.06277,0.16,3.2,0.08,2.35,1.35,0.24,0.035,0.01,1.6
strong_revolt,93,1.110926,1.903007,0,growth,2.114101,0.16,3.2,0.08,2.35,1.35,0.24,0.035,0.01,1.6
strong_revolt,94,1.141225,1.899977,0,growth,2.168303,0.16,3.2,0.08,2.35,1.35,0.24,0.035,0.01,1.6
strong_revolt,95,1.173098,1.896978,0,growth,2.22534,0.16,3.2,0.08,2.35,1.35,0.24,0.035,0.01,1.6
strong_revolt,96,1.206518,1.894008,0,growth,2.285154,0.16,3.2,0.08,2.35,1.35,0.24,0.035,0.01,1.6
strong_revolt,97,1.241443,1.891068,0,growth,2.347653,0.16,3.2,0.08,2.35,1.35,0.24,0.035,0.01,1.6
strong_revolt,98,1.277815,1.888157,0,growth,2.412715,0.16,3.2,0.08,2.35,1.35,0.24,0.035,0.01,1.6
strong_revolt,99,1.315557,1.885276,0,growth,2.480187,0.16,3.2,0.08,2.35,1.35,0.24,0.035,0.01,1.6
strong_revolt,100,1.354574,1.882423,0,growth,2.549881,0.16,3.2,0.08,2.35,1.35,0.24,0.035,0.01,1.6
strong_revolt,101,1.394755,1.879599,0,growth,2.621579,0.16,3.2,0.08,2.35,1.35,0.24,0.035,0.01,1.6
strong_revolt,102,1.435968,1.876803,0,growth,2.695029,0.16,3.2,0.08,2.35,1.35,0.24,0.035,0.01,1.6
strong_revolt,103,1.47807,1.874035,0,growth,2.769954,0.16,3.2,0.08,2.35,1.35,0.24,0.035,0.01,1.6
strong_revolt,104,1.520899,1.871294,0,growth,2.84605,0.16,3.2,0.08,2.35,1.35,0.24,0.035,0.01,1.6
strong_revolt,105,1.564283,1.868581,0,growth,2.92299,0.16,3.2,0.08,2.35,1.35,0.24,0.035,0.01,1.6
strong_revolt,106,1.608039,1.865895,0,growth,3.000433,0.16,3.2,0.08,2.35,1.35,0.24,0.035,0.01,1.6
strong_revolt,107,1.651978,1.863236,0,growth,3.078025,0.16,3.2,0.08,2.35,1.35,0.24,0.035,0.01,1.6
strong_revolt,108,1.695905,1.860604,0,growth,3.155408,0.16,3.2,0.08,2.35,1.35,0.24,0.035,0.01,1.6
strong_revolt,109,1.739627,1.857998,0,growth,3.232223,0.16,3.2,0.08,2.35,1.35,0.24,0.035,0.01,1.6
strong_revolt,110,1.782952,1.855418,0,growth,3.308121,0.16,3.2,0.08,2.35,1.35,0.24,0.035,0.01,1.6
strong_revolt,111,1.825695,1.852864,0,growth,3.382764,0.16,3.2,0.08,2.35,1.35,0.24,0.035,0.01,1.6
strong_revolt,112,1.867681,1.850335,0,growth,3.455835,0.16,3.2,0.08,2.35,1.35,0.24,0.035,0.01,1.6
strong_revolt,113,1.908745,1.847832,0,growth,3.52704,0.16,3.2,0.08,2.35,1.35,0.24,0.035,0.01,1.6
strong_revolt,114,1.94874,1.845354,0,growth,3.596114,0.16,3.2,0.08,2.35,1.35,0.24,0.035,0.01,1.6
strong_revolt,115,1.987532,1.8429,0,growth,3.662823,0.16,3.2,0.08,2.35,1.35,0.24,0.035,0.01,1.6
strong_revolt,116,2.025008,1.840471,0,conservation,3.726968,0.16,3.2,0.08,2.35,1.35,0.24,0.035,0.01,1.6
strong_revolt,117,2.061071,1.838066,0,conservation,3.788384,0.16,3.2,0.08,2.35,1.35,0.24,0.035,0.01,1.6
strong_revolt,118,2.095645,1.835686,0,conservation,3.846945,0.16,3.2,0.08,2.35,1.35,0.24,0.035,0.01,1.6
strong_revolt,119,2.128673,1.833329,0,conservation,3.902558,0.16,3.2,0.08,2.35,1.35,0.24,0.035,0.01,1.6
strong_revolt,120,2.160117,1.830996,0,conservation,3.955165,0.16,3.2,0.08,2.35,1.35,0.24,0.035,0.01,1.6
strong_revolt,121,2.189955,1.828686,0,conservation,4.004739,0.16,3.2,0.08,2.35,1.35,0.24,0.035,0.01,1.6
strong_revolt,122,2.218182,1.826399,0,conservation,4.051284,0.16,3.2,0.08,2.35,1.35,0.24,0.035,0.01,1.6
strong_revolt,123,2.244807,1.824135,0,conservation,4.094831,0.16,3.2,0.08,2.35,1.35,0.24,0.035,0.01,1.6
strong_revolt,124,2.269854,1.821893,0,conservation,4.135432,0.16,3.2,0.08,2.35,1.35,0.24,0.035,0.01,1.6
strong_revolt,125,2.293356,1.819674,0,conservation,4.173161,0.16,3.2,0.08,2.35,1.35,0.24,0.035,0.01,1.6
strong_revolt,126,2.315356,1.817478,0,conservation,4.208109,0.16,3.2,0.08,2.35,1.35,0.24,0.035,0.01,1.6
strong_revolt,127,2.335907,1.815303,0,conservation,4.240379,0.16,3.2,0.08,2.35,1.35,0.24,0.035,0.01,1.6
strong_revolt,128,2.355065,1.81315,0,conservation,4.270086,0.16,3.2,0.08,2.35,1.35,0.24,0.035,0.01,1.6
strong_revolt,129,2.372893,1.811018,0,conservation,4.297352,0.16,3.2,0.08,2.35,1.35,0.24,0.035,0.01,1.6
strong_revolt,130,2.389455,1.808908,0,conservation,4.322304,0.16,3.2,0.08,2.35,1.35,0.24,0.035,0.01,1.6
strong_revolt,131,2.404819,1.806819,0,conservation,4.345073,0.16,3.2,0.08,2.35,1.35,0.24,0.035,0.01,1.6
strong_revolt,132,1.077525,2.046819,1,release,2.205499,0.16,3.2,0.08,2.35,1.35,0.24,0.035,0.01,1.6
strong_revolt,133,1.099613,2.042351,0,growth,2.245796,0.16,3.2,0.08,2.35,1.35,0.24,0.035,0.01,1.6
strong_revolt,134,1.123033,2.037927,0,growth,2.28866,0.16,3.2,0.08,2.35,1.35,0.24,0.035,0.01,1.6
strong_revolt,135,1.147798,2.033548,0,growth,2.334103,0.16,3.2,0.08,2.35,1.35,0.24,0.035,0.01,1.6
strong_revolt,136,1.173912,2.029213,0,growth,2.382118,0.16,3.2,0.08,2.35,1.35,0.24,0.035,0.01,1.6
strong_revolt,137,1.20137,2.024921,0,growth,2.432679,0.16,3.2,0.08,2.35,1.35,0.24,0.035,0.01,1.6
strong_revolt,138,1.230155,2.020671,0,growth,2.485738,0.16,3.2,0.08,2.35,1.35,0.24,0.035,0.01,1.6
strong_revolt,139,1.260238,2.016465,0,growth,2.541225,0.16,3.2,0.08,2.35,1.35,0.24,0.035,0.01,1.6
strong_revolt,140,1.291579,2.0123,0,growth,2.599045,0.16,3.2,0.08,2.35,1.35,0.24,0.035,0.01,1.6
strong_revolt,141,1.324125,2.008177,0,growth,2.659078,0.16,3.2,0.08,2.35,1.35,0.24,0.035,0.01,1.6
strong_revolt,142,1.357809,2.004095,0,growth,2.721179,0.16,3.2,0.08,2.35,1.35,0.24,0.035,0.01,1.6
strong_revolt,143,1.392551,2.000054,0,growth,2.785177,0.16,3.2,0.08,2.35,1.35,0.24,0.035,0.01,1.6
strong_revolt,144,1.428257,1.996054,0,growth,2.850877,0.16,3.2,0.08,2.35,1.35,0.24,0.035,0.01,1.6
strong_revolt,145,1.464821,1.992093,0,growth,2.918059,0.16,3.2,0.08,2.35,1.35,0.24,0.035,0.01,1.6
strong_revolt,146,1.502126,1.988172,0,growth,2.986484,0.16,3.2,0.08,2.35,1.35,0.24,0.035,0.01,1.6
strong_revolt,147,1.540043,1.984291,0,growth,3.055893,0.16,3.2,0.08,2.35,1.35,0.24,0.035,0.01,1.6
strong_revolt,148,1.578436,1.980448,0,growth,3.126009,0.16,3.2,0.08,2.35,1.35,0.24,0.035,0.01,1.6
strong_revolt,149,1.617159,1.976643,0,growth,3.196547,0.16,3.2,0.08,2.35,1.35,0.24,0.035,0.01,1.6
strong_revolt,150,1.656064,1.972877,0,growth,3.267209,0.16,3.2,0.08,2.35,1.35,0.24,0.035,0.01,1.6
strong_revolt,151,1.694997,1.969148,0,growth,3.337699,0.16,3.2,0.08,2.35,1.35,0.24,0.035,0.01,1.6
strong_revolt,152,1.733804,1.965456,0,growth,3.407717,0.16,3.2,0.08,2.35,1.35,0.24,0.035,0.01,1.6
strong_revolt,153,1.772336,1.961802,0,growth,3.476972,0.16,3.2,0.08,2.35,1.35,0.24,0.035,0.01,1.6
strong_revolt,154,1.810443,1.958184,0,growth,3.545181,0.16,3.2,0.08,2.35,1.35,0.24,0.035,0.01,1.6
strong_revolt,155,1.847985,1.954602,0,growth,3.612076,0.16,3.2,0.08,2.35,1.35,0.24,0.035,0.01,1.6
strong_revolt,156,1.884829,1.951056,0,growth,3.677407,0.16,3.2,0.08,2.35,1.35,0.24,0.035,0.01,1.6
strong_revolt,157,1.920852,1.947545,0,growth,3.740947,0.16,3.2,0.08,2.35,1.35,0.24,0.035,0.01,1.6
strong_revolt,158,1.955944,1.94407,0,growth,3.802492,0.16,3.2,0.08,2.35,1.35,0.24,0.035,0.01,1.6
strong_revolt,159,1.990005,1.940629,0,growth,3.861863,0.16,3.2,0.08,2.35,1.35,0.24,0.035,0.01,1.6
strong_revolt,160,2.022953,1.937223,0,conservation,3.918911,0.16,3.2,0.08,2.35,1.35,0.24,0.035,0.01,1.6
strong_remember,1,0.5,1.0,0,reorganization,0.5,0.16,3.2,0.08,2.5,1.35,0.14,0.065,0.014,1.6
strong_remember,2,0.553046,1.0084,0,reorganization,0.557692,0.16,3.2,0.08,2.5,1.35,0.14,0.065,0.014,1.6
strong_remember,3,0.611653,1.016682,0,reorganization,0.621857,0.16,3.2,0.08,2.5,1.35,0.14,0.065,0.014,1.6
strong_remember,4,0.676092,1.024849,0,reorganization,0.692892,0.16,3.2,0.08,2.5,1.35,0.14,0.065,0.014,1.6
strong_remember,5,0.746562,1.032901,0,reorganization,0.771125,0.16,3.2,0.08,2.5,1.35,0.14,0.065,0.014,1.6
strong_remember,6,0.823167,1.04084,0,growth,0.856785,0.16,3.2,0.08,2.5,1.35,0.14,0.065,0.014,1.6
strong_remember,7,0.90589,1.048669,0,growth,0.949978,0.16,3.2,0.08,2.5,1.35,0.14,0.065,0.014,1.6
strong_remember,8,0.994572,1.056387,0,growth,1.050653,0.16,3.2,0.08,2.5,1.35,0.14,0.065,0.014,1.6
strong_remember,9,1.088894,1.063998,0,growth,1.15858,0.16,3.2,0.08,2.5,1.35,0.14,0.065,0.014,1.6
strong_remember,10,1.18836,1.071502,0,growth,1.27333,0.16,3.2,0.08,2.5,1.35,0.14,0.065,0.014,1.6
strong_remember,11,1.292296,1.078901,0,growth,1.394259,0.16,3.2,0.08,2.5,1.35,0.14,0.065,0.014,1.6
strong_remember,12,1.399852,1.086196,0,growth,1.520514,0.16,3.2,0.08,2.5,1.35,0.14,0.065,0.014,1.6
strong_remember,13,1.510024,1.093389,0,growth,1.651044,0.16,3.2,0.08,2.5,1.35,0.14,0.065,0.014,1.6
strong_remember,14,1.62168,1.100482,0,growth,1.784629,0.16,3.2,0.08,2.5,1.35,0.14,0.065,0.014,1.6
strong_remember,15,1.733603,1.107475,0,growth,1.919923,0.16,3.2,0.08,2.5,1.35,0.14,0.065,0.014,1.6
strong_remember,16,1.844547,1.114371,0,growth,2.055509,0.16,3.2,0.08,2.5,1.35,0.14,0.065,0.014,1.6
strong_remember,17,1.953283,1.121169,0,growth,2.189961,0.16,3.2,0.08,2.5,1.35,0.14,0.065,0.014,1.6
strong_remember,18,2.058661,1.127873,0,conservation,2.321908,0.16,3.2,0.08,2.5,1.35,0.14,0.065,0.014,1.6
strong_remember,19,2.159654,1.134483,0,conservation,2.45009,0.16,3.2,0.08,2.5,1.35,0.14,0.065,0.014,1.6
strong_remember,20,2.2554,1.141,0,conservation,2.573411,0.16,3.2,0.08,2.5,1.35,0.14,0.065,0.014,1.6
strong_remember,21,2.345225,1.147426,0,conservation,2.690972,0.16,3.2,0.08,2.5,1.35,0.14,0.065,0.014,1.6
strong_remember,22,2.428657,1.153762,0,conservation,2.802093,0.16,3.2,0.08,2.5,1.35,0.14,0.065,0.014,1.6
strong_remember,23,2.505423,1.160009,0,conservation,2.906315,0.16,3.2,0.08,2.5,1.35,0.14,0.065,0.014,1.6
strong_remember,24,2.575434,1.166169,0,conservation,3.003392,0.16,3.2,0.08,2.5,1.35,0.14,0.065,0.014,1.6
strong_remember,25,1.297468,1.306169,1,release,1.694713,0.16,3.2,0.08,2.5,1.35,0.14,0.065,0.014,1.6
strong_remember,26,1.401566,1.310283,0,growth,1.836449,0.16,3.2,0.08,2.5,1.35,0.14,0.065,0.014,1.6
strong_remember,27,1.508207,1.314339,0,growth,1.982295,0.16,3.2,0.08,2.5,1.35,0.14,0.065,0.014,1.6
strong_remember,28,1.616331,1.318338,0,growth,2.13087,0.16,3.2,0.08,2.5,1.35,0.14,0.065,0.014,1.6
strong_remember,29,1.724799,1.322281,0,growth,2.280669,0.16,3.2,0.08,2.5,1.35,0.14,0.065,0.014,1.6
strong_remember,30,1.832438,1.32617,0,growth,2.430124,0.16,3.2,0.08,2.5,1.35,0.14,0.065,0.014,1.6
strong_remember,31,1.938094,1.330003,0,growth,2.577671,0.16,3.2,0.08,2.5,1.35,0.14,0.065,0.014,1.6
strong_remember,32,2.040674,1.333783,0,conservation,2.721816,0.16,3.2,0.08,2.5,1.35,0.14,0.065,0.014,1.6
strong_remember,33,2.1392,1.33751,0,conservation,2.861201,0.16,3.2,0.08,2.5,1.35,0.14,0.065,0.014,1.6
strong_remember,34,2.232839,1.341185,0,conservation,2.99465,0.16,3.2,0.08,2.5,1.35,0.14,0.065,0.014,1.6
strong_remember,35,2.320933,1.344808,0,conservation,3.12121,0.16,3.2,0.08,2.5,1.35,0.14,0.065,0.014,1.6
strong_remember,36,2.403006,1.348381,0,conservation,3.240167,0.16,3.2,0.08,2.5,1.35,0.14,0.065,0.014,1.6
strong_remember,37,2.478768,1.351904,0,conservation,3.351056,0.16,3.2,0.08,2.5,1.35,0.14,0.065,0.014,1.6
strong_remember,38,2.548103,1.355377,0,conservation,3.453641,0.16,3.2,0.08,2.5,1.35,0.14,0.065,0.014,1.6
strong_remember,39,1.269928,1.495377,1,release,1.899021,0.16,3.2,0.08,2.5,1.35,0.14,0.065,0.014,1.6
strong_remember,40,1.370145,1.496842,0,growth,2.05089,0.16,3.2,0.08,2.5,1.35,0.14,0.065,0.014,1.6
strong_remember,41,1.473145,1.498286,0,growth,2.207192,0.16,3.2,0.08,2.5,1.35,0.14,0.065,0.014,1.6
strong_remember,42,1.577958,1.49971,0,growth,2.36648,0.16,3.2,0.08,2.5,1.35,0.14,0.065,0.014,1.6
strong_remember,43,1.683529,1.501114,0,growth,2.52717,0.16,3.2,0.08,2.5,1.35,0.14,0.065,0.014,1.6
strong_remember,44,1.788754,1.502499,0,growth,2.6876,0.16,3.2,0.08,2.5,1.35,0.14,0.065,0.014,1.6
strong_remember,45,1.892524,1.503864,0,growth,2.846097,0.16,3.2,0.08,2.5,1.35,0.14,0.065,0.014,1.6
strong_remember,46,1.993775,1.505209,0,growth,3.001049,0.16,3.2,0.08,2.5,1.35,0.14,0.065,0.014,1.6
strong_remember,47,2.09153,1.506537,0,conservation,3.150966,0.16,3.2,0.08,2.5,1.35,0.14,0.065,0.014,1.6
strong_remember,48,2.184937,1.507845,0,conservation,3.294546,0.16,3.2,0.08,2.5,1.35,0.14,0.065,0.014,1.6
strong_remember,49,2.273296,1.509135,0,conservation,3.43071,0.16,3.2,0.08,2.5,1.35,0.14,0.065,0.014,1.6
strong_remember,50,2.356075,1.510407,0,conservation,3.558633,0.16,3.2,0.08,2.5,1.35,0.14,0.065,0.014,1.6
strong_remember,51,2.432918,1.511662,0,conservation,3.677748,0.16,3.2,0.08,2.5,1.35,0.14,0.065,0.014,1.6
strong_remember,52,2.503636,1.512898,0,conservation,3.787746,0.16,3.2,0.08,2.5,1.35,0.14,0.065,0.014,1.6
strong_remember,53,2.568194,1.514118,0,conservation,3.888547,0.16,3.2,0.08,2.5,1.35,0.14,0.065,0.014,1.6
strong_remember,54,1.285712,1.654118,1,release,2.126719,0.16,3.2,0.08,2.5,1.35,0.14,0.065,0.014,1.6
strong_remember,55,1.383912,1.65336,0,growth,2.288105,0.16,3.2,0.08,2.5,1.35,0.14,0.065,0.014,1.6
strong_remember,56,1.484728,1.652613,0,growth,2.453681,0.16,3.2,0.08,2.5,1.35,0.14,0.065,0.014,1.6
strong_remember,57,1.587227,1.651876,0,growth,2.621903,0.16,3.2,0.08,2.5,1.35,0.14,0.065,0.014,1.6
strong_remember,58,1.690393,1.65115,0,growth,2.791093,0.16,3.2,0.08,2.5,1.35,0.14,0.065,0.014,1.6
strong_remember,59,1.793171,1.650434,0,growth,2.959511,0.16,3.2,0.08,2.5,1.35,0.14,0.065,0.014,1.6
strong_remember,60,1.894503,1.649728,0,growth,3.125414,0.16,3.2,0.08,2.5,1.35,0.14,0.065,0.014,1.6
strong_remember,61,1.993375,1.649032,0,growth,3.287139,0.16,3.2,0.08,2.5,1.35,0.14,0.065,0.014,1.6
strong_remember,62,2.088858,1.648345,0,conservation,3.443159,0.16,3.2,0.08,2.5,1.35,0.14,0.065,0.014,1.6
strong_remember,63,2.18014,1.647669,0,conservation,3.592147,0.16,3.2,0.08,2.5,1.35,0.14,0.065,0.014,1.6
strong_remember,64,2.266553,1.647001,0,conservation,3.733016,0.16,3.2,0.08,2.5,1.35,0.14,0.065,0.014,1.6
strong_remember,65,2.347591,1.646343,0,conservation,3.86494,0.16,3.2,0.08,2.5,1.35,0.14,0.065,0.014,1.6
strong_remember,66,2.422909,1.645694,0,conservation,3.987367,0.16,3.2,0.08,2.5,1.35,0.14,0.065,0.014,1.6
strong_remember,67,2.492323,1.645055,0,conservation,4.100007,0.16,3.2,0.08,2.5,1.35,0.14,0.065,0.014,1.6
strong_remember,68,2.555794,1.644424,0,conservation,4.202809,0.16,3.2,0.08,2.5,1.35,0.14,0.065,0.014,1.6
strong_remember,69,1.27255,1.784424,1,release,2.270769,0.16,3.2,0.08,2.5,1.35,0.14,0.065,0.014,1.6
strong_remember,70,1.368255,1.781842,0,growth,2.438014,0.16,3.2,0.08,2.5,1.35,0.14,0.065,0.014,1.6
strong_remember,71,1.466677,1.779296,0,growth,2.609652,0.16,3.2,0.08,2.5,1.35,0.14,0.065,0.014,1.6
strong_remember,72,1.566935,1.776786,0,growth,2.784109,0.16,3.2,0.08,2.5,1.35,0.14,0.065,0.014,1.6
strong_remember,73,1.668068,1.774311,0,growth,2.959672,0.16,3.2,0.08,2.5,1.35,0.14,0.065,0.014,1.6
strong_remember,74,1.769063,1.771871,0,growth,3.134551,0.16,3.2,0.08,2.5,1.35,0.14,0.065,0.014,1.6
strong_remember,75,1.8689,1.769464,0,growth,3.306951,0.16,3.2,0.08,2.5,1.35,0.14,0.065,0.014,1.6
strong_remember,76,1.966588,1.767092,0,growth,3.475142,0.16,3.2,0.08,2.5,1.35,0.14,0.065,0.014,1.6
strong_remember,77,2.06121,1.764753,0,conservation,3.637526,0.16,3.2,0.08,2.5,1.35,0.14,0.065,0.014,1.6
strong_remember,78,2.151953,1.762446,0,conservation,3.792702,0.16,3.2,0.08,2.5,1.35,0.14,0.065,0.014,1.6
strong_remember,79,2.238136,1.760172,0,conservation,3.939504,0.16,3.2,0.08,2.5,1.35,0.14,0.065,0.014,1.6
strong_remember,80,2.319227,1.757929,0,conservation,4.077037,0.16,3.2,0.08,2.5,1.35,0.14,0.065,0.014,1.6
strong_remember,81,2.39485,1.755718,0,conservation,4.204682,0.16,3.2,0.08,2.5,1.35,0.14,0.065,0.014,1.6
strong_remember,82,2.464783,1.753538,0,conservation,4.322092,0.16,3.2,0.08,2.5,1.35,0.14,0.065,0.014,1.6
strong_remember,83,2.528948,1.751389,0,conservation,4.429171,0.16,3.2,0.08,2.5,1.35,0.14,0.065,0.014,1.6
strong_remember,84,2.587392,1.749269,0,conservation,4.526046,0.16,3.2,0.08,2.5,1.35,0.14,0.065,0.014,1.6
strong_remember,85,1.299506,1.889269,1,release,2.455117,0.16,3.2,0.08,2.5,1.35,0.14,0.065,0.014,1.6
strong_remember,86,1.394389,1.88522,0,growth,2.628729,0.16,3.2,0.08,2.5,1.35,0.14,0.065,0.014,1.6
strong_remember,87,1.491737,1.881227,0,growth,2.806295,0.16,3.2,0.08,2.5,1.35,0.14,0.065,0.014,1.6
strong_remember,88,1.590677,1.877289,0,growth,2.986161,0.16,3.2,0.08,2.5,1.35,0.14,0.065,0.014,1.6
strong_remember,89,1.690261,1.873407,0,growth,3.166547,0.16,3.2,0.08,2.5,1.35,0.14,0.065,0.014,1.6
strong_remember,90,1.789503,1.86958,0,growth,3.345619,0.16,3.2,0.08,2.5,1.35,0.14,0.065,0.014,1.6
strong_remember,91,1.887419,1.865806,0,growth,3.521557,0.16,3.2,0.08,2.5,1.35,0.14,0.065,0.014,1.6
strong_remember,92,1.983059,1.862084,0,growth,3.692624,0.16,3.2,0.08,2.5,1.35,0.14,0.065,0.014,1.6
strong_remember,93,2.075553,1.858415,0,conservation,3.857239,0.16,3.2,0.08,2.5,1.35,0.14,0.065,0.014,1.6
strong_remember,94,2.164134,1.854797,0,conservation,4.01403,0.16,3.2,0.08,2.5,1.35,0.14,0.065,0.014,1.6
strong_remember,95,2.248168,1.85123,0,conservation,4.161876,0.16,3.2,0.08,2.5,1.35,0.14,0.065,0.014,1.6
strong_remember,96,2.327165,1.847713,0,conservation,4.299932,0.16,3.2,0.08,2.5,1.35,0.14,0.065,0.014,1.6
strong_remember,97,2.400785,1.844245,0,conservation,4.427636,0.16,3.2,0.08,2.5,1.35,0.14,0.065,0.014,1.6
strong_remember,98,2.468836,1.840825,0,conservation,4.544697,0.16,3.2,0.08,2.5,1.35,0.14,0.065,0.014,1.6
strong_remember,99,2.531261,1.837454,0,conservation,4.651075,0.16,3.2,0.08,2.5,1.35,0.14,0.065,0.014,1.6
