"scenario","time","state","capacity_buffer","stress_index","growth","policy_drag","shock_time","shock_size","resilience_investment"
"resilience_investment",28,48.0550105236273,21.3773963179919,2.24793561427229,0.045,0.012,42,22,8
"resilience_investment",29,49.640825870907,21.6009880592828,2.29808126066596,0.045,0.012,42,22,8
"resilience_investment",30,51.2789731246469,21.8081983280363,2.35136219660674,0.045,0.012,42,22,8
"resilience_investment",31,52.9711792377603,21.9984865356587,2.40794652631652,0.045,0.012,42,22,8
"resilience_investment",32,54.7192281526063,22.1712942541327,2.46802137599192,0.045,0.012,42,22,8
"resilience_investment",33,56.5249626816424,22.3260446273162,2.53179475474501,0.045,0.012,42,22,8
"resilience_investment",34,58.3902864501365,22.4621417628149,2.59949772673945,0.045,0.012,42,22,8
"resilience_investment",35,60.3171659029911,22.578970103785,2.67138694217412,0.045,0.012,42,22,8
"resilience_investment",36,62.3076323777898,22.6758937800071,2.74774758526719,0.045,0.012,42,22,8
"resilience_investment",37,64.3637842462568,22.7522559375445,2.82889681018607,0.045,0.012,42,22,8
"resilience_investment",38,66.4877891263833,22.8073780462807,2.91518775158926,0.045,0.012,42,22,8
"resilience_investment",39,68.681886167554,22.8405591846051,3.00701421591493,0.045,0.012,42,22,8
"resilience_investment",40,70.9483884110832,22.8510753004943,3.10481618383834,0.045,0.012,42,22,8
"resilience_investment",41,73.289685228649,22.8381784482078,3.20908628483023,0.045,0.012,42,22,8
"resilience_investment",42,74.744945598661,22.8107289922212,3.2767451502383,0.045,0.012,42,22,8
"resilience_investment",43,77.2115288034169,22.758613704187,3.39262882208031,0.045,0.012,42,22,8
"resilience_investment",44,79.7595092539296,22.6810186116477,3.51657527466467,0.045,0.012,42,22,8
"resilience_investment",45,82.3915730593093,22.5771028810546,3.64934214515395,0.045,0.012,42,22,8
"resilience_investment",46,85.1104949702665,22.445997931352,3.79178930830188,0.045,0.012,42,22,8
"resilience_investment",47,87.9191413042853,22.2868065183091,3.94489633281725,0.045,0.012,42,22,8
"resilience_investment",48,90.8204729673267,22.0986017886359,4.10978367934712,0.045,0.012,42,22,8
"resilience_investment",49,93.8175485752485,21.8804263028834,4.28773860602914,0.045,0.012,42,22,8
"resilience_investment",50,96.9135276782317,21.6312910261011,4.48024704402952,0.045,0.012,42,22,8
"resilience_investment",51,100.111674091613,21.3501742851849,4.68903310831901,0.045,0.012,42,22,8
"resilience_investment",52,103.415359336637,21.0360206918186,4.91610846232232,0.045,0.012,42,22,8
"resilience_investment",53,106.828066194746,20.6877400298711,5.16383452423977,0.045,0.012,42,22,8
"resilience_investment",54,110.353392379172,20.3042061060794,5.43500158551536,0.045,0.012,42,22,8
"resilience_investment",55,113.995054327685,19.8842555628025,5.73293045684523,0.045,0.012,42,22,8
"resilience_investment",56,117.756891120498,19.4266866515976,6.06160449449648,0.045,0.012,42,22,8
"resilience_investment",57,121.642868527475,18.9302579663228,6.42584315247469,0.045,0.012,42,22,8
"resilience_investment",58,125.657083188882,18.393687134434,6.83153313799954,0.045,0.012,42,22,8
"resilience_investment",59,129.803766934115,17.8156494650928,7.28594077855237,0.045,0.012,42,22,8
"resilience_investment",60,134.08729124294,17.1947765526634,7.79814095474073,0.045,0.012,42,22,8
"resilience_investment",61,138.512171853957,16.5296548341239,8.37961670972176,0.045,0.012,42,22,8
"resilience_investment",62,143.083073525138,15.8188240988725,9.04511439224718,0.045,0.012,42,22,8
"resilience_investment",63,147.804814951468,15.0607759493578,9.8138910935575,0.045,0.012,42,22,8
"resilience_investment",64,152.682373844866,14.2539522109091,10.7115817133168,0.045,0.012,42,22,8
"resilience_investment",65,157.720892181747,13.3967432890917,11.7730771410818,0.045,0.012,42,22,8
"resilience_investment",66,162.925681623744,12.4874864728542,13.0471157648834,0.045,0.012,42,22,8
"resilience_investment",67,168.302229117328,11.524464181681,14.6039092546148,0.045,0.012,42,22,8
"resilience_investment",68,173.8562026782,10.505902154899,16.5484315497008,0.045,0.012,42,22,8
"resilience_investment",69,179.59345736658,9.42996758123316,19.0449708145332,0.045,0.012,42,22,8
"resilience_investment",70,185.520041459677,8.29476716663639,22.3659130790174,0.045,0.012,42,22,8
"resilience_investment",71,191.642202827847,7.09834513835792,26.9981522583699,0.045,0.012,42,22,8
"resilience_investment",72,197.966395521166,5.83868118314627,33.9060122160135,0.045,0.012,42,22,8
"resilience_investment",73,204.499286573364,4.51368831741263,45.3064704943094,0.045,0.012,42,22,8
"resilience_investment",74,211.247763030285,3.12121068710977,67.6813532334466,0.045,0.012,42,22,8
"resilience_investment",75,218.218939210285,1.65902129500693,131.534742722741,0.045,0.012,42,22,8
"resilience_investment",76,225.420164204224,1,225.420164204224,0.045,0.012,42,22,8
"resilience_investment",77,232.859029622963,1,232.859029622963,0.045,0.012,42,22,8
"resilience_investment",78,240.543377600521,1,240.543377600521,0.045,0.012,42,22,8
"resilience_investment",79,248.481309061338,1,248.481309061338,0.045,0.012,42,22,8
"resilience_investment",80,256.681192260362,1,256.681192260362,0.045,0.012,42,22,8
"delayed_policy",1,20,5,4,0.045,0.015,0,0,0
"delayed_policy",2,20.6,5,4.12,0.045,0.015,0,0,0
"delayed_policy",3,21.218,5,4.2436,0.045,0.015,0,0,0
"delayed_policy",4,21.85454,5,4.370908,0.045,0.015,0,0,0
"delayed_policy",5,22.5101762,5,4.50203524,0.045,0.015,0,0,0
"delayed_policy",6,23.185481486,5,4.6370962972,0.045,0.015,0,0,0
"delayed_policy",7,23.88104593058,5,4.776209186116,0.045,0.015,0,0,0
"delayed_policy",8,24.5974773084974,5,4.91949546169948,0.045,0.015,0,0,0
"delayed_policy",9,25.3354016277523,5,5.06708032555046,0.045,0.015,0,0,0
"delayed_policy",10,26.0954636765849,5,5.21909273531698,0.045,0.015,0,0,0
"delayed_policy",11,26.8783275868824,5,5.37566551737649,0.045,0.015,0,0,0
"delayed_policy",12,27.6846774144889,5,5.53693548289778,0.045,0.015,0,0,0
"delayed_policy",13,28.5152177369236,5,5.70304354738472,0.045,0.015,0,0,0
"delayed_policy",14,29.3706742690313,5,5.87413485380626,0.045,0.015,0,0,0
"delayed_policy",15,30.2517944971022,5,6.05035889942044,0.045,0.015,0,0,0
"delayed_policy",16,31.1593483320153,5,6.23186966640306,0.045,0.015,0,0,0
"delayed_policy",17,32.0941287819757,5,6.41882575639515,0.045,0.015,0,0,0
"delayed_policy",18,33.056952645435,5,6.611390529087,0.045,0.015,0,0,0
"delayed_policy",19,34.0486612247981,5,6.80973224495961,0.045,0.015,0,0,0
"delayed_policy",20,35.070121061542,5,7.0140242123084,0.045,0.015,0,0,0
"delayed_policy",21,36.1222246933883,5,7.22444493867765,0.045,0.015,0,0,0
"delayed_policy",22,37.2058914341899,5,7.44117828683798,0.045,0.015,0,0,0
"delayed_policy",23,38.3220681772156,5,7.66441363544312,0.045,0.015,0,0,0
"delayed_policy",24,39.4717302225321,5,7.89434604450642,0.045,0.015,0,0,0
"delayed_policy",25,40.655882129208,4.99344117870792,8.14185662235596,0.045,0.015,0,0,0
"delayed_policy",26,41.8755585930843,4.97468559277708,8.41772968604989,0.045,0.015,0,0,0
"delayed_policy",27,43.1318253508768,4.94336733926831,8.72519122911488,0.045,0.015,0,0,0
"delayed_policy",28,44.4257801114031,4.89910953815428,9.06813366090614,0.045,0.015,0,0,0
"delayed_policy",29,45.7585535147452,4.84152400300682,9.4512706094872,0.045,0.015,0,0,0
"delayed_policy",30,47.1313101201876,4.77021090180495,9.88034095145647,0.045,0.015,0,0,0
"delayed_policy",31,48.5452494237932,4.68475840756702,10.3623805542204,0.045,0.015,0,0,0
"delayed_policy",32,50.001606906507,4.58474233850195,10.9060887645967,0.045,0.015,0,0,0
"delayed_policy",33,51.5016551137022,4.46972578736493,11.5223299065208,0.045,0.015,0,0,0
"delayed_policy",34,53.0467047671133,4.33925873969379,12.2248310020934,0.045,0.015,0,0,0
"delayed_policy",35,54.6381059101267,4.19287768059253,13.0311709695298,0.045,0.015,0,0,0
"delayed_policy",36,56.2772490874305,4.03010518971822,13.9642134480776,0.045,0.015,0,0,0
"delayed_policy",37,57.9655665600534,3.85044952411769,15.0542335893459,0.045,0.015,0,0,0
"delayed_policy",38,59.704533556855,3.65340418854914,16.3421648620174,0.045,0.015,0,0,0
"delayed_policy",39,61.4956695635606,3.43844749291353,17.8847196853522,0.045,0.015,0,0,0
"delayed_policy",40,63.3405396504674,3.20504209640886,19.7627793162025,0.045,0.015,0,0,0
"delayed_policy",41,65.2407558399815,2.95263453800904,22.0957775167032,0.045,0.015,0,0,0
"delayed_policy",42,67.1979785151809,2.68065475285723,25.0677482594715,0.045,0.015,0,0,0
"delayed_policy",43,69.2139178706363,2.38851557415087,28.9777963433386,0.045,0.015,0,0,0
"delayed_policy",44,71.2903354067554,2.07561222008332,34.3466543109357,0.045,0.015,0,0,0
"delayed_policy",45,73.4290454689581,1.74132176539374,42.1685681120254,0.045,0.015,0,0,0
"delayed_policy",46,75.6319168330268,1.38500259706347,54.607779792893,0.045,0.015,0,0,0
"delayed_policy",47,77.9008743380176,1.00599385368329,77.4367299092291,0.045,0.015,0,0,0
"delayed_policy",48,80.2379005681582,1,80.2379005681582,0.045,0.015,0,0,0
"delayed_policy",49,82.6450375852029,1,82.6450375852029,0.045,0.015,0,0,0
"delayed_policy",50,85.124388712759,1,85.124388712759,0.045,0.015,0,0,0
"delayed_policy",51,87.6781203741418,1,87.6781203741418,0.045,0.015,0,0,0
"delayed_policy",52,90.308463985366,1,90.308463985366,0.045,0.015,0,0,0
"delayed_policy",53,93.017717904927,1,93.017717904927,0.045,0.015,0,0,0
"delayed_policy",54,95.8082494420748,1,95.8082494420748,0.045,0.015,0,0,0
"delayed_policy",55,98.6824969253371,1,98.6824969253371,0.045,0.015,0,0,0
"delayed_policy",56,101.642971833097,1,101.642971833097,0.045,0.015,0,0,0
"delayed_policy",57,104.69226098809,1,104.69226098809,0.045,0.015,0,0,0
"delayed_policy",58,107.833028817733,1,107.833028817733,0.045,0.015,0,0,0
"delayed_policy",59,111.068019682265,1,111.068019682265,0.045,0.015,0,0,0
"delayed_policy",60,114.400060272733,1,114.400060272733,0.045,0.015,0,0,0
"delayed_policy",61,117.832062080915,1,117.832062080915,0.045,0.015,0,0,0
"delayed_policy",62,121.367023943342,1,121.367023943342,0.045,0.015,0,0,0
"delayed_policy",63,125.008034661642,1,125.008034661642,0.045,0.015,0,0,0
"delayed_policy",64,128.758275701492,1,128.758275701492,0.045,0.015,0,0,0
"delayed_policy",65,132.621023972536,1,132.621023972536,0.045,0.015,0,0,0
"delayed_policy",66,136.599654691713,1,136.599654691713,0.045,0.015,0,0,0
"delayed_policy",67,140.697644332464,1,140.697644332464,0.045,0.015,0,0,0
"delayed_policy",68,144.918573662438,1,144.918573662438,0.045,0.015,0,0,0
"delayed_policy",69,149.266130872311,1,149.266130872311,0.045,0.015,0,0,0
"delayed_policy",70,153.74411479848,1,153.74411479848,0.045,0.015,0,0,0
"delayed_policy",71,158.356438242435,1,158.356438242435,0.045,0.015,0,0,0
"delayed_policy",72,163.107131389708,1,163.107131389708,0.045,0.015,0,0,0
"delayed_policy",73,168.000345331399,1,168.000345331399,0.045,0.015,0,0,0
"delayed_policy",74,173.040355691341,1,173.040355691341,0.045,0.015,0,0,0
"delayed_policy",75,178.231566362081,1,178.231566362081,0.045,0.015,0,0,0
"delayed_policy",76,183.578513352944,1,183.578513352944,0.045,0.015,0,0,0
"delayed_policy",77,189.085868753532,1,189.085868753532,0.045,0.015,0,0,0
"delayed_policy",78,194.758444816138,1,194.758444816138,0.045,0.015,0,0,0
"delayed_policy",79,200.601198160622,1,200.601198160622,0.045,0.015,0,0,0
"delayed_policy",80,206.619234105441,1,206.619234105441,0.045,0.015,0,0,0
"compound_stress",1,20,7,2.85714285714286,0.06,0.005,38,28,2
"compound_stress",2,21.1,7.08,2.98022598870056,0.06,0.005,38,28,2
"compound_stress",3,22.2605,7.16,3.10900837988827,0.06,0.005,38,28,2
"compound_stress",4,23.4848275,7.24,3.24376070441989,0.06,0.005,38,28,2
"compound_stress",5,24.7764930125,7.32,3.38476680498634,0.06,0.005,38,28,2
"compound_stress",6,26.1392001281875,7.4,3.53232434164696,0.06,0.005,38,28,2
"compound_stress",7,27.5768561352378,7.48,3.68674547262537,0.06,0.005,38,28,2
"compound_stress",8,29.0935832226759,7.56,3.84835756913702,0.06,0.005,38,28,2
"compound_stress",9,30.6937302999231,7.64,4.01750396595852,0.06,0.005,38,28,2
"compound_stress",10,32.3818854664188,7.72,4.19454474953612,0.06,0.005,38,28,2
"compound_stress",11,34.1628891670719,7.8,4.37985758552203,0.06,0.005,38,28,2
"compound_stress",12,36.0418480712608,7.88,4.57383858772345,0.06,0.005,38,28,2
"compound_stress",13,38.0241497151802,7.96,4.77690323055027,0.06,0.005,38,28,2
"compound_stress",14,40.1154779495151,8.03884522050485,4.99020404661999,0.06,0.005,38,28,2
"compound_stress",15,42.3218292367384,8.09562692813747,5.22773957006875,0.06,0.005,38,28,2
"compound_stress",16,44.649529844759,8.12913162968988,5.49253375129102,0.06,0.005,38,28,2
"compound_stress",17,47.1052539862208,8.13807908982767,5.78825217428776,0.06,0.005,38,28,2
"compound_stress",18,49.6960429554629,8.12111866027304,6.11935929449799,0.06,0.005,38,28,2
"compound_stress",19,52.4293253180133,8.07682540709291,6.49132829737423,0.06,0.005,38,28,2
"compound_stress",20,55.3129382105041,8.00369602498787,6.91092440765052,0.06,0.005,38,28,2
"compound_stress",21,58.3551498120818,7.90014452686705,7.38659268999774,0.06,0.005,38,28,2
"compound_stress",22,61.5646830517463,7.76449769634958,7.92899752944617,0.06,0.005,38,28,2
"compound_stress",23,64.9507406195924,7.59499029015366,8.55178718316416,0.06,0.005,38,28,2
"compound_stress",24,68.5230313536699,7.38975997661696,9.2727005437922,0.06,0.005,38,28,2
"compound_stress",25,72.2917980781218,7.14684199583574,10.1152086642246,0.06,0.005,38,28,2
"compound_stress",26,76.2678469724185,6.86416352611156,11.1110183611291,0.06,0.005,38,28,2
"compound_stress",27,80.4625785559015,6.53953774055255,12.3040162390902,0.06,0.005,38,28,2
"compound_stress",28,84.8880203764761,6.17065753678779,13.7567220138853,0.06,0.005,38,28,2
"compound_stress",29,89.5568614971822,5.75508892181596,15.5613341016673,0.06,0.005,38,28,2
"compound_stress",30,94.4824888795273,5.29026403302069,17.8596925011281,0.06,0.005,38,28,2
"compound_stress",31,99.6790257679013,4.77347377534168,20.8818630748142,0.06,0.005,38,28,2
"compound_stress",32,105.161372185136,4.20186005349032,25.027338094657,0.06,0.005,38,28,2
"compound_stress",33,110.945247655318,3.57240757693714,31.0561561820555,0.06,0.005,38,28,2
"compound_stress",34,117.047236276361,2.88193521417353,40.614110858813,0.06,0.005,38,28,2
"compound_stress",35,123.484834271561,2.12708687145792,58.0534983918749,0.06,0.005,38,28,2
"compound_stress",36,130.276500156496,1.30432186989296,99.8806377195745,0.06,0.005,38,28,2
"compound_stress",37,137.441707665104,1,137.441707665104,0.06,0.005,38,28,2
"compound_stress",38,117.001001586684,1,117.001001586684,0.06,0.005,38,28,2
"compound_stress",39,123.436056673952,1,123.436056673952,0.06,0.005,38,28,2
"compound_stress",40,130.22503979102,1,130.22503979102,0.06,0.005,38,28,2
"compound_stress",41,137.387416979526,1,137.387416979526,0.06,0.005,38,28,2
"compound_stress",42,144.9437249134,1,144.9437249134,0.06,0.005,38,28,2
"compound_stress",43,152.915629783636,1,152.915629783636,0.06,0.005,38,28,2
"compound_stress",44,161.325989421736,1,161.325989421736,0.06,0.005,38,28,2
"compound_stress",45,170.198918839932,1,170.198918839932,0.06,0.005,38,28,2
"compound_stress",46,179.559859376128,1,179.559859376128,0.06,0.005,38,28,2
"compound_stress",47,189.435651641815,1,189.435651641815,0.06,0.005,38,28,2
"compound_stress",48,199.854612482115,1,199.854612482115,0.06,0.005,38,28,2
"compound_stress",49,210.846616168631,1,210.846616168631,0.06,0.005,38,28,2
"compound_stress",50,222.443180057906,1,222.443180057906,0.06,0.005,38,28,2
"compound_stress",51,234.677554961091,1,234.677554961091,0.06,0.005,38,28,2
"compound_stress",52,247.584820483951,1,247.584820483951,0.06,0.005,38,28,2
"compound_stress",53,261.201985610568,1,261.201985610568,0.06,0.005,38,28,2
"compound_stress",54,275.56809481915,1,275.56809481915,0.06,0.005,38,28,2
"compound_stress",55,290.724340034203,1,290.724340034203,0.06,0.005,38,28,2
"compound_stress",56,306.714178736084,1,306.714178736084,0.06,0.005,38,28,2
"compound_stress",57,323.583458566569,1,323.583458566569,0.06,0.005,38,28,2
"compound_stress",58,341.38054878773,1,341.38054878773,0.06,0.005,38,28,2
"compound_stress",59,360.156478971055,1,360.156478971055,0.06,0.005,38,28,2
"compound_stress",60,379.965085314463,1,379.965085314463,0.06,0.005,38,28,2
"compound_stress",61,400.863165006759,1,400.863165006759,0.06,0.005,38,28,2
"compound_stress",62,422.91063908213,1,422.91063908213,0.06,0.005,38,28,2
"compound_stress",63,446.170724231647,1,446.170724231647,0.06,0.005,38,28,2
"compound_stress",64,470.710114064388,1,470.710114064388,0.06,0.005,38,28,2
"compound_stress",65,496.599170337929,1,496.599170337929,0.06,0.005,38,28,2
"compound_stress",66,523.912124706515,1,523.912124706515,0.06,0.005,38,28,2
"compound_stress",67,552.727291565374,1,552.727291565374,0.06,0.005,38,28,2
"compound_stress",68,583.127292601469,1,583.127292601469,0.06,0.005,38,28,2
"compound_stress",69,615.19929369455,1,615.19929369455,0.06,0.005,38,28,2
"compound_stress",70,649.03525484775,1,649.03525484775,0.06,0.005,38,28,2
"compound_stress",71,684.732193864377,1,684.732193864377,0.06,0.005,38,28,2
"compound_stress",72,722.392464526917,1,722.392464526917,0.06,0.005,38,28,2
"compound_stress",73,762.124050075898,1,762.124050075898,0.06,0.005,38,28,2
"compound_stress",74,804.040872830072,1,804.040872830072,0.06,0.005,38,28,2
"compound_stress",75,848.263120835726,1,848.263120835726,0.06,0.005,38,28,2
"compound_stress",76,894.917592481691,1,894.917592481691,0.06,0.005,38,28,2
"compound_stress",77,944.138060068184,1,944.138060068184,0.06,0.005,38,28,2
"compound_stress",78,996.065653371934,1,996.065653371934,0.06,0.005,38,28,2
"compound_stress",79,1050.84926430739,1,1050.84926430739,0.06,0.005,38,28,2
"compound_stress",80,1108.6459738443,1,1108.6459738443,0.06,0.005,38,28,2
