scenario_id,policy,policy_drag,resilience_buffer,implementation_delay,growth,external_shock,shock_time,final_state,maximum_state,minimum_state,cumulative_cost,resilience_score,regret
101,Policy_B_moderate_intervention,0.025,7.0,0,0.069639,15.826864,31,266.767634,266.767634,20.0,15477.724527,0.0,0.0
101,Policy_C_high_resilience,0.02,12.0,0,0.069639,15.826864,31,360.577609,360.577609,20.0,29238.612387,0.0,0.0
101,Policy_D_delayed_adaptation,0.015,6.0,8,0.069639,15.826864,31,524.929393,524.929393,20.0,63656.153526,0.0,0.0
102,Policy_A_low_intervention,0.01,4.0,0,0.042824,7.887322,37,134.729189,134.729189,20.0,3107.430103,0.0,8.117048
102,Policy_B_moderate_intervention,0.025,7.0,0,0.042824,7.887322,37,56.03846,56.03846,20.0,151.203228,8.117048,0.0
102,Policy_C_high_resilience,0.02,12.0,0,0.042824,7.887322,37,76.358712,76.358712,20.0,573.405993,0.0,8.117048
102,Policy_D_delayed_adaptation,0.015,6.0,8,0.042824,7.887322,37,112.400202,112.400202,20.0,2012.819569,0.0,8.117048
103,Policy_A_low_intervention,0.01,4.0,0,0.061659,11.0102,45,404.849204,404.849204,20.0,37120.259762,0.0,0.0
103,Policy_B_moderate_intervention,0.025,7.0,0,0.061659,11.0102,45,170.75817,170.75817,20.0,5709.996828,0.0,0.0
103,Policy_C_high_resilience,0.02,12.0,0,0.061659,11.0102,45,229.818624,229.818624,20.0,11313.460324,0.0,0.0
103,Policy_D_delayed_adaptation,0.015,6.0,8,0.061659,11.0102,45,337.248981,337.248981,20.0,26463.862227,0.0,0.0
104,Policy_A_low_intervention,0.01,4.0,0,0.059429,0.140816,37,361.47958,361.47958,20.0,29462.410966,0.0,0.0
104,Policy_B_moderate_intervention,0.025,7.0,0,0.059429,0.140816,37,152.385877,152.385877,20.0,4311.653428,0.0,0.0
104,Policy_C_high_resilience,0.02,12.0,0,0.059429,0.140816,37,203.543474,203.543474,20.0,8610.72655,0.0,0.0
104,Policy_D_delayed_adaptation,0.015,6.0,8,0.059429,0.140816,37,299.931362,299.931362,20.0,20739.226295,0.0,0.0
105,Policy_A_low_intervention,0.01,4.0,0,0.043472,11.940997,24,134.429845,134.429845,20.0,3010.378127,0.0,6.422183
105,Policy_B_moderate_intervention,0.025,7.0,0,0.043472,11.940997,24,56.67896,56.67896,20.0,156.154805,6.422183,0.0
105,Policy_C_high_resilience,0.02,12.0,0,0.043472,11.940997,24,78.167666,78.167666,20.0,614.629369,0.0,6.422183
105,Policy_D_delayed_adaptation,0.015,6.0,8,0.043472,11.940997,24,113.820393,113.820393,20.0,2043.934597,0.0,6.422183
106,Policy_A_low_intervention,0.01,4.0,0,0.041901,16.014829,43,124.788508,124.788508,20.0,2558.113821,0.0,22.383843
106,Policy_B_moderate_intervention,0.025,7.0,0,0.041901,16.014829,43,51.62805,51.62805,20.0,104.126506,22.383843,0.0
106,Policy_C_high_resilience,0.02,12.0,0,0.041901,16.014829,43,71.447954,71.447954,20.0,454.250245,0.0,22.383843
106,Policy_D_delayed_adaptation,0.015,6.0,8,0.041901,16.014829,43,104.658741,104.658741,20.0,1654.40182,0.0,22.383843
107,Policy_A_low_intervention,0.01,4.0,0,0.054895,4.902268,39,275.780624,275.780624,20.0,16718.582687,0.0,0.0
107,Policy_B_moderate_intervention,0.025,7.0,0,0.054895,4.902268,39,115.813916,115.813916,20.0,2085.034903,0.0,0.0
107,Policy_C_high_resilience,0.02,12.0,0,0.054895,4.902268,39,155.766656,155.766656,20.0,4572.614827,0.0,0.0
107,Policy_D_delayed_adaptation,0.015,6.0,8,0.054895,4.902268,39,229.3162,229.3162,20.0,11661.08863,0.0,0.0
108,Policy_A_low_intervention,0.01,4.0,0,0.039478,6.171845,41,111.624652,111.624652,20.0,1860.840873,0.0,36.308937
108,Policy_B_moderate_intervention,0.025,7.0,0,0.039478,6.171845,41,46.221577,46.221577,20.0,64.236642,36.308937,0.0
108,Policy_C_high_resilience,0.02,12.0,0,0.039478,6.171845,41,62.89503,62.89503,20.0,278.847734,0.0,36.308937
108,Policy_D_delayed_adaptation,0.015,6.0,8,0.039478,6.171845,41,92.861283,92.861283,20.0,1141.855318,0.0,36.308937
109,Policy_A_low_intervention,0.01,4.0,0,0.058541,4.75171,35,339.789573,339.789573,20.0,25880.510877,0.0,0.0
109,Policy_B_moderate_intervention,0.025,7.0,0,0.058541,4.75171,35,143.223603,143.223603,20.0,3675.502564,0.0,0.0
109,Policy_C_high_resilience,0.02,12.0,0,0.058541,4.75171,35,192.374123,192.374123,20.0,7556.003623,0.0,0.0
109,Policy_D_delayed_adaptation,0.015,6.0,8,0.058541,4.75171,35,282.790848,282.790848,20.0,18295.784575,0.0,0.0
110,Policy_A_low_intervention,0.01,4.0,0,0.0413,16.346863,21,113.503558,113.503558,20.0,1843.28287,0.0,31.714709
110,Policy_B_moderate_intervention,0.025,7.0,0,0.0413,16.346863,21,48.379054,48.379054,20.0,75.341659,31.714709,0.0
110,Policy_C_high_resilience,0.02,12.0,0,0.0413,16.346863,21,67.734829,67.734829,20.0,361.778894,0.0,31.714709
110,Policy_D_delayed_adaptation,0.015,6.0,8,0.0413,16.346863,21,97.603503,97.603503,20.0,1276.00953,0.0,31.714709
111,Policy_A_low_intervention,0.01,4.0,0,0.034153,7.624364,28,79.648758,79.648758,20.0,607.132889,0.0,55.677494
111,Policy_B_moderate_intervention,0.025,7.0,0,0.034153,7.624364,28,33.093187,33.093187,20.0,39.6,55.677494,0.0
111,Policy_C_high_resilience,0.02,12.0,0,0.034153,7.624364,28,45.482075,45.482075,20.0,83.245747,33.320568,22.356926
111,Policy_D_delayed_adaptation,0.015,6.0,8,0.034153,7.624364,28,66.822816,66.822816,20.0,339.669967,0.0,55.677494
112,Policy_A_low_intervention,0.01,4.0,0,0.031984,6.004018,24,70.451209,70.451209,20.0,378.137998,0.0,59.889977
112,Policy_B_moderate_intervention,0.025,7.0,0,0.031984,6.004018,24,29.263658,29.263658,20.0,39.6,59.889977,0.0
112,Policy_C_high_resilience,0.02,12.0,0,0.031984,6.004018,24,40.105657,40.105657,20.0,65.682404,42.747297,17.14268
112,Policy_D_delayed_adaptation,0.015,6.0,8,0.031984,6.004018,24,59.032832,59.032832,20.0,197.525756,0.0,59.889977
113,Policy_A_low_intervention,0.01,4.0,0,0.05867,4.715195,43,343.584546,343.584546,20.0,26543.978256,0.0,0.0
113,Policy_B_moderate_intervention,0.025,7.0,0,0.05867,4.715195,43,144.680966,144.680966,20.0,3784.84873,0.0,0.0
113,Policy_C_high_resilience,0.02,12.0,0,0.05867,4.715195,43,194.095434,194.095434,20.0,7724.000642,0.0,0.0
113,Policy_D_delayed_adaptation,0.015,6.0,8,0.05867,4.715195,43,285.589251,285.589251,20.0,18715.242893,0.0,0.0
114,Policy_A_low_intervention,0.01,4.0,0,0.049883,12.702014,37,201.165838,201.165838,20.0,8278.589975,0.0,0.0
114,Policy_B_moderate_intervention,0.025,7.0,0,0.049883,12.702014,37,84.199508,84.199508,20.0,772.291648,0.0,0.0
114,Policy_C_high_resilience,0.02,12.0,0,0.049883,12.702014,37,114.945344,114.945344,20.0,2058.51249,0.0,0.0
114,Policy_D_delayed_adaptation,0.015,6.0,8,0.049883,12.702014,37,168.420119,168.420119,20.0,5729.098662,0.0,0.0
115,Policy_A_low_intervention,0.01,4.0,0,0.030435,1.354389,42,66.834244,66.834244,20.0,312.595307,0.0,61.859114
115,Policy_B_moderate_intervention,0.025,7.0,0,0.030435,1.354389,42,27.473533,27.473533,20.0,39.6,61.859114,0.0
115,Policy_C_high_resilience,0.02,12.0,0,0.030435,1.354389,42,37.149137,37.149137,20.0,62.734694,46.58901,15.270104
115,Policy_D_delayed_adaptation,0.015,6.0,8,0.030435,1.354389,42,55.259828,55.259828,20.0,147.57959,9.698271,52.160843
116,Policy_A_low_intervention,0.01,4.0,0,0.070677,9.820625,31,671.958532,671.958532,20.0,100106.297482,0.0,0.0
116,Policy_B_moderate_intervention,0.025,7.0,0,0.070677,9.820625,31,286.537245,286.537245,20.0,18091.640944,0.0,0.0
116,Policy_C_high_resilience,0.02,12.0,0,0.070677,9.820625,31,384.877545,384.877545,20.0,33443.41958,0.0,0.0
116,Policy_D_delayed_adaptation,0.015,6.0,8,0.070677,9.820625,31,561.998314,561.998314,20.0,72884.151784,0.0,0.0
117,Policy_A_low_intervention,0.01,4.0,0,0.056213,2.665688,24,297.381325,297.381325,20.0,19576.104056,0.0,0.0
117,Policy_B_moderate_intervention,0.025,7.0,0,0.056213,2.665688,24,125.302074,125.302074,20.0,2583.636217,0.0,0.0
117,Policy_C_high_resilience,0.02,12.0,0,0.056213,2.665688,24,168.233135,168.233135,20.0,5507.58449,0.0,0.0
117,Policy_D_delayed_adaptation,0.015,6.0,8,0.056213,2.665688,24,247.492939,247.492939,20.0,13748.452141,0.0,0.0
118,Policy_A_low_intervention,0.01,4.0,0,0.031882,6.563727,45,71.02598,71.02598,20.0,406.69654,0.0,60.022678
118,Policy_B_moderate_intervention,0.025,7.0,0,0.031882,6.563727,45,29.14302,29.14302,20.0,39.6,60.022678,0.0
118,Policy_C_high_resilience,0.02,12.0,0,0.031882,6.563727,45,39.975409,39.975409,20.0,65.476775,42.931695,17.090983
118,Policy_D_delayed_adaptation,0.015,6.0,8,0.031882,6.563727,45,59.098244,59.098244,20.0,204.880783,0.0,60.022678
119,Policy_A_low_intervention,0.01,4.0,0,0.073749,0.718108,31,814.331887,814.331887,20.0,145382.912883,0.0,0.0
119,Policy_B_moderate_intervention,0.025,7.0,0,0.073749,0.718108,31,347.383942,347.383942,20.0,27164.491289,0.0,0.0
119,Policy_C_high_resilience,0.02,12.0,0,0.073749,0.718108,31,462.380911,462.380911,20.0,48428.031031,0.0,0.0
119,Policy_D_delayed_adaptation,0.015,6.0,8,0.073749,0.718108,31,677.600172,677.600172,20.0,104942.517837,0.0,0.0
120,Policy_A_low_intervention,0.01,4.0,0,0.039453,4.491535,23,110.851755,110.851755,20.0,1798.259967,0.0,36.308167
120,Policy_B_moderate_intervention,0.025,7.0,0,0.039453,4.491535,23,46.219317,46.219317,20.0,64.252922,36.308167,0.0
120,Policy_C_high_resilience,0.02,12.0,0,0.039453,4.491535,23,62.7804,62.7804,20.0,275.511557,0.0,36.308167
120,Policy_D_delayed_adaptation,0.015,6.0,8,0.039453,4.491535,23,92.522459,92.522459,20.0,1115.531685,0.0,36.308167
121,Policy_A_low_intervention,0.01,4.0,0,0.045916,10.077903,33,159.614043,159.614043,20.0,4755.86869,0.0,0.0
121,Policy_B_moderate_intervention,0.025,7.0,0,0.045916,10.077903,33,66.732189,66.732189,20.0,321.348003,0.0,0.0
121,Policy_C_high_resilience,0.02,12.0,0,0.045916,10.077903,33,91.162422,91.162422,20.0,1032.132605,0.0,0.0
121,Policy_D_delayed_adaptation,0.015,6.0,8,0.045916,10.077903,33,133.687019,133.687019,20.0,3207.956199,0.0,0.0
122,Policy_A_low_intervention,0.01,4.0,0,0.073823,13.490597,27,792.831274,792.831274,20.0,137123.280369,0.0,0.0
122,Policy_B_moderate_intervention,0.025,7.0,0,0.073823,13.490597,27,339.972194,339.972194,20.0,25782.31122,0.0,0.0
122,Policy_C_high_resilience,0.02,12.0,0,0.073823,13.490597,27,458.261807,458.261807,20.0,47401.66311,0.0,0.0
122,Policy_D_delayed_adaptation,0.015,6.0,8,0.073823,13.490597,27,666.239123,666.239123,20.0,101044.606955,0.0,0.0
123,Policy_A_low_intervention,0.01,4.0,0,0.068907,17.571709,45,609.79616,609.79616,20.0,83372.929069,0.0,0.0
123,Policy_B_moderate_intervention,0.025,7.0,0,0.068907,17.571709,45,258.695991,258.695991,20.0,14640.592133,0.0,0.0
123,Policy_C_high_resilience,0.02,12.0,0,0.068907,17.571709,45,347.961179,347.961179,20.0,27305.32521,0.0,0.0
123,Policy_D_delayed_adaptation,0.015,6.0,8,0.068907,17.571709,45,508.954087,508.954087,20.0,60300.022402,0.0,0.0
124,Policy_A_low_intervention,0.01,4.0,0,0.037967,7.421299,25,99.790218,99.790218,20.0,1298.409589,0.0,44.965356
124,Policy_B_moderate_intervention,0.025,7.0,0,0.037967,7.421299,25,41.662574,41.662574,20.0,46.029064,44.965356,0.0
124,Policy_C_high_resilience,0.02,12.0,0,0.037967,7.421299,25,57.065101,57.065101,20.0,187.724665,0.0,44.965356
124,Policy_D_delayed_adaptation,0.015,6.0,8,0.037967,7.421299,25,83.75643,83.75643,20.0,796.456279,0.0,44.965356
125,Policy_A_low_intervention,0.01,4.0,0,0.063145,5.979338,33,440.972956,440.972956,20.0,43890.234651,0.0,0.0
125,Policy_B_moderate_intervention,0.025,7.0,0,0.063145,5.979338,33,186.678721,186.678721,20.0,7007.736624,0.0,0.0
125,Policy_C_high_resilience,0.02,12.0,0,0.063145,5.979338,33,250.627163,250.627163,20.0,13643.200581,0.0,0.0
125,Policy_D_delayed_adaptation,0.015,6.0,8,0.063145,5.979338,33,367.577562,367.577562,20.0,31441.880999,0.0,0.0
126,Policy_A_low_intervention,0.01,4.0,0,0.066101,15.553153,45,520.050177,520.050177,20.0,61094.503717,0.0,0.0
126,Policy_B_moderate_intervention,0.025,7.0,0,0.066101,15.553153,45,220.111675,220.111675,20.0,10271.074064,0.0,0.0
126,Policy_C_high_resilience,0.02,12.0,0,0.066101,15.553153,45,296.290305,296.290305,20.0,19553.423347,0.0,0.0
126,Policy_D_delayed_adaptation,0.015,6.0,8,0.066101,15.553153,45,433.828391,433.828391,20.0,43998.648711,0.0,0.0
127,Policy_A_low_intervention,0.01,4.0,0,0.041168,2.865561,42,124.875176,124.875176,20.0,2553.192684,0.0,21.676651
127,Policy_B_moderate_intervention,0.025,7.0,0,0.041168,2.865561,42,51.807489,51.807489,20.0,106.675553,21.676651,0.0
127,Policy_C_high_resilience,0.02,12.0,0,0.041168,2.865561,42,69.934751,69.934751,20.0,419.324138,0.0,21.676651
127,Policy_D_delayed_adaptation,0.015,6.0,8,0.041168,2.865561,42,103.52964,103.52964,20.0,1595.128629,0.0,21.676651
128,Policy_A_low_intervention,0.01,4.0,0,0.034864,15.699002,35,80.047323,80.047323,20.0,613.927,0.0,55.586716
128,Policy_B_moderate_intervention,0.025,7.0,0,0.034864,15.699002,35,33.175713,33.175713,20.0,39.6,55.586716,0.0
128,Policy_C_high_resilience,0.02,12.0,0,0.034864,15.699002,35,46.582107,46.582107,20.0,88.622203,31.035242,24.551474
128,Policy_D_delayed_adaptation,0.015,6.0,8,0.034864,15.699002,35,67.825809,67.825809,20.0,358.979416,0.0,55.586716
129,Policy_A_low_intervention,0.01,4.0,0,0.04001,14.698559,34,109.970807,109.970807,20.0,1739.652355,0.0,37.41205
129,Policy_B_moderate_intervention,0.025,7.0,0,0.04001,14.698559,34,45.798753,45.798753,20.0,61.046607,37.41205,0.0
129,Policy_C_high_resilience,0.02,12.0,0,0.04001,14.698559,34,63.607129,63.607129,20.0,286.93244,0.0,37.41205
129,Policy_D_delayed_adaptation,0.015,6.0,8,0.04001,14.698559,34,92.813349,92.813349,20.0,1118.252534,0.0,37.41205
130,Policy_A_low_intervention,0.01,4.0,0,0.045735,14.769655,27,152.651582,152.651582,20.0,4181.305632,0.0,0.0
130,Policy_B_moderate_intervention,0.025,7.0,0,0.045735,14.769655,27,64.364078,64.364078,20.0,271.503078,0.0,0.0
130,Policy_C_high_resilience,0.02,12.0,0,0.045735,14.769655,27,89.014257,89.014257,20.0,947.602409,0.0,0.0
130,Policy_D_delayed_adaptation,0.015,6.0,8,0.045735,14.769655,27,129.386174,129.386174,20.0,2903.862093,0.0,0.0
131,Policy_A_low_intervention,0.01,4.0,0,0.040032,11.880597,32,111.247564,111.247564,20.0,1800.165194,0.0,36.119258
131,Policy_B_moderate_intervention,0.025,7.0,0,0.040032,11.880597,32,46.378325,46.378325,20.0,64.32292,36.119258,0.0
131,Policy_C_high_resilience,0.02,12.0,0,0.040032,11.880597,32,64.017354,64.017354,20.0,294.769262,0.0,36.119258
131,Policy_D_delayed_adaptation,0.015,6.0,8,0.040032,11.880597,32,93.638695,93.638695,20.0,1150.394686,0.0,36.119258
132,Policy_A_low_intervention,0.01,4.0,0,0.044772,15.558353,44,148.770088,148.770088,20.0,4062.785874,0.0,0.0
132,Policy_B_moderate_intervention,0.025,7.0,0,0.044772,15.558353,44,61.705218,61.705218,20.0,237.529858,0.0,0.0
132,Policy_C_high_resilience,0.02,12.0,0,0.044772,15.558353,44,84.910108,84.910108,20.0,830.30482,0.0,0.0
132,Policy_D_delayed_adaptation,0.015,6.0,8,0.044772,15.558353,44,124.51628,124.51628,20.0,2698.766376,0.0,0.0
133,Policy_A_low_intervention,0.01,4.0,0,0.042561,11.546671,32,129.681427,129.681427,20.0,2771.146133,0.0,14.939188
133,Policy_B_moderate_intervention,0.025,7.0,0,0.042561,11.546671,32,54.153517,54.153517,20.0,127.459717,14.939188,0.0
133,Policy_C_high_resilience,0.02,12.0,0,0.042561,11.546671,32,74.476456,74.476456,20.0,520.620881,0.0,14.939188
133,Policy_D_delayed_adaptation,0.015,6.0,8,0.042561,11.546671,32,108.998509,108.998509,20.0,1824.692719,0.0,14.939188
134,Policy_A_low_intervention,0.01,4.0,0,0.060578,15.185901,30,369.45069,369.45069,20.0,30437.549561,0.0,0.0
134,Policy_B_moderate_intervention,0.025,7.0,0,0.060578,15.185901,30,156.74018,156.74018,20.0,4557.173605,0.0,0.0
134,Policy_C_high_resilience,0.02,12.0,0,0.060578,15.185901,30,213.355037,213.355037,20.0,9517.324827,0.0,0.0
134,Policy_D_delayed_adaptation,0.015,6.0,8,0.060578,15.185901,30,310.78767,310.78767,20.0,22136.483415,0.0,0.0
135,Policy_A_low_intervention,0.01,4.0,0,0.072266,2.076152,28,746.340273,746.340273,20.0,122935.134303,0.0,0.0
135,Policy_B_moderate_intervention,0.025,7.0,0,0.072266,2.076152,28,318.178705,318.178705,20.0,22630.396758,0.0,0.0
135,Policy_C_high_resilience,0.02,12.0,0,0.072266,2.076152,28,424.278439,424.278439,20.0,40774.321031,0.0,0.0
135,Policy_D_delayed_adaptation,0.015,6.0,8,0.072266,2.076152,28,621.543618,621.543618,20.0,88812.199727,0.0,0.0
136,Policy_A_low_intervention,0.01,4.0,0,0.038036,17.325618,28,94.586763,94.586763,20.0,1064.147551,0.0,47.84695
136,Policy_B_moderate_intervention,0.025,7.0,0,0.038036,17.325618,28,39.756087,39.756087,20.0,42.106766,47.84695,0.0
136,Policy_C_high_resilience,0.02,12.0,0,0.038036,17.325618,28,55.894858,55.894858,20.0,170.474691,4.420718,43.426232
136,Policy_D_delayed_adaptation,0.015,6.0,8,0.038036,17.325618,28,80.856176,80.856176,20.0,688.288062,0.0,47.84695
137,Policy_A_low_intervention,0.01,4.0,0,0.031722,10.738283,31,67.601564,67.601564,20.0,313.011912,0.0,61.245237
137,Policy_B_moderate_intervention,0.025,7.0,0,0.031722,10.738283,31,28.031603,28.031603,20.0,39.6,61.245237,0.0
137,Policy_C_high_resilience,0.02,12.0,0,0.031722,10.738283,31,38.988377,38.988377,20.0,64.081212,44.296542,16.948695
137,Policy_D_delayed_adaptation,0.015,6.0,8,0.031722,10.738283,31,57.039368,57.039368,20.0,165.675393,4.121617,57.12362
138,Policy_A_low_intervention,0.01,4.0,0,0.062785,5.646192,39,433.767447,433.767447,20.0,42546.570799,0.0,0.0
138,Policy_B_moderate_intervention,0.025,7.0,0,0.062785,5.646192,39,183.365919,183.365919,20.0,6736.009992,0.0,0.0
138,Policy_C_high_resilience,0.02,12.0,0,0.062785,5.646192,39,245.870293,245.870293,20.0,13100.044384,0.0,0.0
138,Policy_D_delayed_adaptation,0.015,6.0,8,0.062785,5.646192,39,361.039896,361.039896,20.0,30359.922516,0.0,0.0
139,Policy_A_low_intervention,0.01,4.0,0,0.074291,2.081624,38,838.655937,838.655937,20.0,153768.164754,0.0,0.0
139,Policy_B_moderate_intervention,0.025,7.0,0,0.074291,2.081624,38,357.880839,357.880839,20.0,28873.139175,0.0,0.0
139,Policy_C_high_resilience,0.02,12.0,0,0.074291,2.081624,38,476.589938,476.589938,20.0,51422.745707,0.0,0.0
139,Policy_D_delayed_adaptation,0.015,6.0,8,0.074291,2.081624,38,698.101084,698.101084,20.0,111112.0196,0.0,0.0
140,Policy_A_low_intervention,0.01,4.0,0,0.038554,0.798958,33,107.876795,107.876795,20.0,1684.348794,0.0,39.42271
140,Policy_B_moderate_intervention,0.025,7.0,0,0.038554,0.798958,33,44.692996,44.692996,20.0,57.074967,39.42271,0.0
140,Policy_C_high_resilience,0.02,12.0,0,0.038554,0.798958,33,60.155171,60.155171,20.0,234.238236,0.0,39.42271
140,Policy_D_delayed_adaptation,0.015,6.0,8,0.038554,0.798958,33,89.264606,89.264606,20.0,1005.030211,0.0,39.42271
141,Policy_A_low_intervention,0.01,4.0,0,0.030076,16.660353,37,59.335836,59.335836,20.0,171.005664,0.529448,64.682117
141,Policy_B_moderate_intervention,0.025,7.0,0,0.030076,16.660353,37,24.42585,24.42585,20.0,39.6,65.211565,0.0
141,Policy_C_high_resilience,0.02,12.0,0,0.030076,16.660353,37,34.750148,34.750148,20.0,62.4,49.294837,15.916728
141,Policy_D_delayed_adaptation,0.015,6.0,8,0.030076,16.660353,37,50.475358,50.475358,20.0,89.623926,26.552321,38.659244
142,Policy_A_low_intervention,0.01,4.0,0,0.060909,16.924736,43,383.641472,383.641472,20.0,33246.771036,0.0,0.0
142,Policy_B_moderate_intervention,0.025,7.0,0,0.060909,16.924736,43,161.67492,161.67492,20.0,4995.589566,0.0,0.0
142,Policy_C_high_resilience,0.02,12.0,0,0.060909,16.924736,43,218.921503,218.921503,20.0,10149.30103,0.0,0.0
142,Policy_D_delayed_adaptation,0.015,6.0,8,0.060909,16.924736,43,320.494838,320.494838,20.0,23805.981286,0.0,0.0
143,Policy_A_low_intervention,0.01,4.0,0,0.060178,6.555986,22,366.875244,366.875244,20.0,30102.064744,0.0,0.0
143,Policy_B_moderate_intervention,0.025,7.0,0,0.060178,6.555986,22,155.714256,155.714256,20.0,4504.935982,0.0,0.0
143,Policy_C_high_resilience,0.02,12.0,0,0.060178,6.555986,22,210.126615,210.126615,20.0,9213.431449,0.0,0.0
143,Policy_D_delayed_adaptation,0.015,6.0,8,0.060178,6.555986,22,307.306725,307.306725,20.0,21676.361376,0.0,0.0
144,Policy_A_low_intervention,0.01,4.0,0,0.072699,16.573875,39,753.660814,753.660814,20.0,125054.563126,0.0,0.0
144,Policy_B_moderate_intervention,0.025,7.0,0,0.072699,16.573875,39,321.215127,321.215127,20.0,23047.705943,0.0,0.0
144,Policy_C_high_resilience,0.02,12.0,0,0.072699,16.573875,39,431.743105,431.743105,20.0,42191.825339,0.0,0.0
144,Policy_D_delayed_adaptation,0.015,6.0,8,0.072699,16.573875,39,630.136924,630.136924,20.0,91094.653681,0.0,0.0
145,Policy_A_low_intervention,0.01,4.0,0,0.044126,15.264275,43,143.025146,143.025146,20.0,3665.637623,0.0,0.0
145,Policy_B_moderate_intervention,0.025,7.0,0,0.044126,15.264275,43,59.322357,59.322357,20.0,198.382194,0.0,0.0
145,Policy_C_high_resilience,0.02,12.0,0,0.044126,15.264275,43,81.698568,81.698568,20.0,728.646576,0.0,0.0
145,Policy_D_delayed_adaptation,0.015,6.0,8,0.044126,15.264275,43,119.774541,119.774541,20.0,2423.695769,0.0,0.0
146,Policy_A_low_intervention,0.01,4.0,0,0.070502,9.128205,41,671.802259,671.802259,20.0,100415.540133,0.0,0.0
146,Policy_B_moderate_intervention,0.025,7.0,0,0.070502,9.128205,41,285.714724,285.714724,20.0,18057.958287,0.0,0.0
146,Policy_C_high_resilience,0.02,12.0,0,0.070502,9.128205,41,382.515396,382.515396,20.0,33090.845269,0.0,0.0
146,Policy_D_delayed_adaptation,0.015,6.0,8,0.070502,9.128205,41,560.008992,560.008992,20.0,72577.201471,0.0,0.0
147,Policy_A_low_intervention,0.01,4.0,0,0.048378,7.243207,29,185.760713,185.760713,20.0,6858.734755,0.0,0.0
147,Policy_B_moderate_intervention,0.025,7.0,0,0.048378,7.243207,29,77.89967,77.89967,20.0,585.653048,0.0,0.0
147,Policy_C_high_resilience,0.02,12.0,0,0.048378,7.243207,29,105.761378,105.761378,20.0,1620.951226,0.0,0.0
147,Policy_D_delayed_adaptation,0.015,6.0,8,0.048378,7.243207,29,155.289553,155.289553,20.0,4691.896901,0.0,0.0
148,Policy_A_low_intervention,0.01,4.0,0,0.054949,3.453122,41,277.73032,277.73032,20.0,16988.994432,0.0,0.0
148,Policy_B_moderate_intervention,0.025,7.0,0,0.054949,3.453122,41,116.615318,116.615318,20.0,2128.802224,0.0,0.0
148,Policy_C_high_resilience,0.02,12.0,0,0.054949,3.453122,41,156.539969,156.539969,20.0,4631.398774,0.0,0.0
148,Policy_D_delayed_adaptation,0.015,6.0,8,0.054949,3.453122,41,230.676184,230.676184,20.0,11822.533566,0.0,0.0
149,Policy_A_low_intervention,0.01,4.0,0,0.072316,12.191723,25,726.790396,726.790396,20.0,115974.555364,0.0,0.0
149,Policy_B_moderate_intervention,0.025,7.0,0,0.072316,12.191723,25,311.624006,311.624006,20.0,21502.83707,0.0,0.0
149,Policy_C_high_resilience,0.02,12.0,0,0.072316,12.191723,25,420.338924,420.338924,20.0,39875.516806,0.0,0.0
149,Policy_D_delayed_adaptation,0.015,6.0,8,0.072316,12.191723,25,611.101327,611.101327,20.0,85496.63617,0.0,0.0
150,Policy_A_low_intervention,0.01,4.0,0,0.057698,5.417098,37,323.537408,323.537408,20.0,23387.899151,0.0,0.0
150,Policy_B_moderate_intervention,0.025,7.0,0,0.057698,5.417098,37,136.23677,136.23677,20.0,3231.612355,0.0,0.0
150,Policy_C_high_resilience,0.02,12.0,0,0.057698,5.417098,37,183.144112,183.144112,20.0,6740.945605,0.0,0.0
150,Policy_D_delayed_adaptation,0.015,6.0,8,0.057698,5.417098,37,269.262437,269.262437,20.0,16494.079991,0.0,0.0
151,Policy_A_low_intervention,0.01,4.0,0,0.067518,5.469749,26,564.019141,564.019141,20.0,71280.902676,0.0,0.0
151,Policy_B_moderate_intervention,0.025,7.0,0,0.067518,5.469749,26,240.020864,240.020864,20.0,12356.779995,0.0,0.0
151,Policy_C_high_resilience,0.02,12.0,0,0.067518,5.469749,26,321.914113,321.914113,20.0,23188.46033,0.0,0.0
151,Policy_D_delayed_adaptation,0.015,6.0,8,0.067518,5.469749,26,471.030038,471.030038,20.0,51587.916186,0.0,0.0
152,Policy_A_low_intervention,0.01,4.0,0,0.049345,10.439726,40,196.940606,196.940606,20.0,7921.332175,0.0,0.0
152,Policy_B_moderate_intervention,0.025,7.0,0,0.049345,10.439726,40,82.271796,82.271796,20.0,718.607231,0.0,0.0
152,Policy_C_high_resilience,0.02,12.0,0,0.049345,10.439726,40,111.867824,111.867824,20.0,1913.10836,0.0,0.0
152,Policy_D_delayed_adaptation,0.015,6.0,8,0.049345,10.439726,40,164.355346,164.355346,20.0,5422.678435,0.0,0.0
153,Policy_A_low_intervention,0.01,4.0,0,0.044501,7.952148,41,149.28292,149.28292,20.0,4070.941076,0.0,0.0
153,Policy_B_moderate_intervention,0.025,7.0,0,0.044501,7.952148,41,62.083143,62.083143,20.0,241.287025,0.0,0.0
153,Policy_C_high_resilience,0.02,12.0,0,0.044501,7.952148,41,84.413466,84.413466,20.0,810.718477,0.0,0.0
153,Policy_D_delayed_adaptation,0.015,6.0,8,0.044501,7.952148,41,124.350539,124.350539,20.0,2672.587497,0.0,0.0
154,Policy_A_low_intervention,0.01,4.0,0,0.039617,8.517351,45,111.929884,111.929884,20.0,1890.813226,0.0,36.186027
154,Policy_B_moderate_intervention,0.025,7.0,0,0.039617,8.517351,45,46.256437,46.256437,20.0,64.65946,36.186027,0.0
